0	Index      	 *	Score 	Summary	Detail	
1	55232 11352	 * 	198.90	DCR|4VULN|2DMG|1AART|2DUR	157aVULN|27DMG|3DUST|4LWND|67DUR|7BPWR|8AART|9RCR
342	51651 31231	   	169.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3DUST|4RCR|5ASPD|6DMG|7AART|8ERES|9DUR|aZMB
343	51613 33413	   	169.67	DCR|4VULN|1AART|1CDMG	1257VULN|3DUST|4LSRICY|6RCR|8AART|9FEWX|aCDMG
344	51133 31515	   	169.65	ACR|3VULN|2AART|1DMG	12aVULN|3CGEN|4BEXP|5RCR|6DMG|78AART|9MBVNT
345	51133 31534	   	169.65	ACR|3VULN|2AART|1DMG	12aVULN|3CGEN|4BEXP|5RCR|6DMG|78AART|9DUST
346	11612 12433	   	169.57	DCR|4VULN|1AART|1CDMG	16ERES|2FEWX|3CDMG|4AART|589aVULN|7RCR
347	12612 12433	   	169.57	DCR|4VULN|1AART|1CDMG	16ERES|2BEXP|3CDMG|4AART|589aVULN|7RCR
348	36612 12433	   	169.57	DCR|4VULN|1AART|1CDMG	1BEXP|26ERES|3CDMG|4AART|589aVULN|7RCR
349	13612 12433	   	169.47	DCR|4VULN|1AART|1CDMG	16ERES|2DUST|3CDMG|4AART|589aVULN|7RCR
350	26612 12433	   	169.47	DCR|4VULN|1AART|1CDMG	1DUST|26ERES|3CDMG|4AART|589aVULN|7RCR
351	51353 23612	   	169.46	ACR|5VULN|1DMG|1DUR	1258aVULN|3DUR|4RCR|6DMG|7ERES|9LWND
352	51353 23622	   	169.46	ACR|5VULN|1DMG|1DUR	1258aVULN|3DUR|4RCR|6DMG|7ERES|9BEXP
353	51353 24312	   	169.46	ACR|5VULN|1DMG|1DUR	1257aVULN|3DUR|4RCR|6DMG|8ERES|9LWND
354	51353 24322	   	169.46	ACR|5VULN|1DMG|1DUR	1257aVULN|3DUR|4RCR|6DMG|8ERES|9BEXP
355	51235 21152	   	169.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	12aVULN|3ASPD|4BEXP|5DUR|6DMG|7AART|8CGEN|9RCR
356	51235 21352	   	169.36	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	12aVULN|3ASPD|4BEXP|5DUR|6DMG|7AART|8MLV|9RCR
357	63311 41262	 * 	169.31	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1DMSP|27ASPD|3RPLT|4AART|5aDMG|6RCR|8VULN|9DUR
358	63311 41223	   	169.31	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1DMSP|27ASPD|3RPLT|4AART|59DMG|6RCR|8VULN|aDUR
359	51223 16243	   	169.31	DCR|4VULN|2DMG|1ASPD	1248VULN|3ASPD|58DMG|6RCVC|78LWND|8BPWR|9SNIHEL|aRCR
360	51342 35211	   	169.30	DCR|5VULN|3DUR|1ZMB	12458VULN|368DUR|7RCR|8BPWR|9CGEN|aZMB
361	61221 62612	   	169.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMSP|245VULN|3ASPD|6DUR|7AART|8DMG|9RCR|aERES
362	51235 21252	   	169.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	12aVULN|3ASPD|4BEXP|5DUR|6DMG|7AART|8ERES|9RCR
363	43343 23842	   	169.20	DCR|4VULN|2DMG|1DUR	1aLHND|2DMSP|3DUR|458aVULN|6aDMG|7MBVNT|9RCR|aBPWR
364	51122 52312	   	169.15	DCR|5VULN|1DMG|1DUR	1248aVULN|3CGEN|5DMG|6DUR|7RCR|9LWND
365	51122 52322	   	169.15	DCR|5VULN|1DMG|1DUR	1248aVULN|3CGEN|5DMG|6DUR|7RCR|9BEXP
366	54122 52312	   	169.15	DCR|5VULN|1DMG|1DUR	1248aVULN|2BPWR|3CGEN|5DMG|6DUR|7RCR|9LWND
367	54122 52322	   	169.15	DCR|5VULN|1DMG|1DUR	1248aVULN|2BPWR|3CGEN|5DMG|6DUR|7RCR|9BEXP
368	31642 32212	   	169.11	DCR|3VULN|2DMG|3DUR	1aBEXP|245VULN|3DMSP|69aDUR|7RCR|8aDMG|aBPWR
369	51122 52442	   	169.04	DCR|5VULN|1DMG|1DUR	1249aVULN|3CGEN|5DMG|6DUR|7RCR|8MBVNT
370	51313 33652	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	125VULN|3DUR|4LSRICY|6RCR|7RPLT|8AART|9DMSP|aDMG
371	61313 33622	   	169.02	DCR|3VULN|1AART|1DMG|1DUR	1DMSP|259VULN|3DUR|4LSRICY|6RCR|7RPLT|8AART|aDMG
372	51352 52231	   	168.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12VULN|37DUR|4RCR|5CDMG|68ERES|9DMG|aAART
373	55124 35114	 * 	168.91	DCR|3VULN|2DMG|2ASPD	19aVULN|2aDMG|3LWND|4MBVNT|5FEWX|6RCR|7RPLT|8aASPD|aBPWR
374	66323 22235	 * 	168.91	DCR|3DMG|2VULN|3DUR	1DMSP|23aDUR|49ERES|58aDMG|6aVULN|7RCR|aBPWR
375	21642 32212	   	168.91	DCR|3VULN|2DMG|3DUR	1aDUST|245VULN|3DMSP|69aDUR|7RCR|8aDMG|aBPWR
376	55512 32322	   	168.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15VULN|24DMG|34MLV|4BPWR|6DUR|7RCR|8ZMB|9CDMG|aLIT
