0	Index      	 *	Score 	Summary	Detail	
1	53162 26311	 * 	201.35	ACR|5VULN|2DMG|2DUR	1RCR|28TLV|35DMG|4578aVULN|58BPWR|68DUR|9RCVC
312	53162 12511	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6ERES|7BEXP|8DUST|9DUR|aAART
313	53162 32351	   	174.77	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6BEXP|7LEGI|8DUST|9ASPD|aAART
314	53162 42211	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2TLV|35DMG|45VULN|5BPWR|6MBVNT|7LEGI|8RMIN|9DUR|aAART
315	53162 34322	   	174.68	ACR|4VULN|2DMG	1RCR|28TLV|35DMG|4589VULN|58BPWR|678BEXP|aLWND
316	53162 34323	   	174.68	ACR|4VULN|2DMG	1RCR|28TLV|35DMG|4589VULN|58BPWR|678BEXP|aCGEN
317	53162 34333	   	174.68	ACR|4VULN|2DMG	1RCR|28TLV|35DMG|458aVULN|58BPWR|678BEXP|9RPLT
318	56134 31113	   	174.63	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCR|2DUR|3TLV|4DMG|59AART|6ERES|7CDMG|8VULN|aASPD
319	26121 43114	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2LWND|3aCGEN|4RCR|5CDMG|6TLV|7aDMG|8VULN|9aDUR|aBPWR
320	26123 53114	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2LWND|3aCGEN|4RCR|5TLV|6CDMG|7aDMG|8VULN|9aDUR|aBPWR
321	23333 35251	 * 	174.56	DCR|2AART|2VULN|3FLTHEA|1CDMG	12AART|3aLIT|46aFLTHEA|56ERES|6aBPWR|7CDMG|8aVULN|9RCR
322	21511 76431	   	174.51	ACR|4VULN|1AART|1ASPD|1DUR	1AART|2ASPD|3RCR|4789VULN|5MBVNT|6DUR|aLIT
323	21511 76433	   	174.51	ACR|4VULN|1AART|1ASPD|1DUR	1AART|2ASPD|3RCR|4789VULN|5MBVNT|6DUR|aFEWX
324	53162 16213	   	174.48	ACR|4VULN|2DMG	1RCR|2TLV|35DMG|457aVULN|5BPWR|6ERES|8RPLT|9RMIN
325	22123 46632	   	174.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|28DUR|3CGEN|4RCR|578TLV|68VULN|8BPWR|9DMG|aCDMG
326	53162 16311	   	174.38	ACR|4VULN|2DMG	1RCR|2TLV|35DMG|457aVULN|5BPWR|69ERES|8FEWX
327	53162 23513	   	174.36	ACR|3DMG|2VULN|1DUR|1ASPD	1RCR|2TLV|35aDMG|45VULN|5BPWR|6DUR|7ASPD|8MLV|9CGEN
328	53162 33333	   	174.36	ACR|3DMG|2VULN|1DUR|1ASPD	1RCR|2TLV|35aDMG|45VULN|5BPWR|6BEXP|7ASPD|8DMSP|9DUR
329	21515 53123	   	174.29	ACR|4VULN|1AART|2ASPD	1AART|2aASPD|3RCR|469aVULN|5ERES|7CANHEL|8aCGEN|aBPWR
330	53162 16111	   	174.28	ACR|4VULN|2DMG	1RCR|2TLV|35DMG|457aVULN|5BPWR|69ERES|8DUST
331	53162 23323	   	174.26	ACR|3DMG|2VULN|1DUR|1ASPD	1RCR|2TLV|35aDMG|45VULN|5BPWR|6DUR|7ASPD|8DMSP|9MBVNT
332	53162 34312	   	174.23	ACR|3VULN|2DMG|1CDMG	1RCR|28TLV|35DMG|458VULN|58BPWR|678BEXP|9LWND|aCDMG
333	53264 11221	   	174.22	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|2TLV|3CGEN|489VULN|5aDUR|6AART|7CDMG
334	21223 32132	   	174.20	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|2aASPD|3RCVC|4DMG|5RCR|69VULN|7BEXP|8ZMB
335	21223 33132	   	174.20	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|2aASPD|3RCVC|4DMG|5RCR|69VULN|7FEWX|8ZMB
336	21223 36132	   	174.20	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|2aASPD|3RCVC|4DMG|5RCR|69VULN|7LWND|8ZMB
337	21223 32114	   	174.20	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1AART|29ASPD|3RCVC|4aDMG|5RCR|6VULN|7BEXP|8ZMB
338	21223 33114	   	174.20	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1AART|29ASPD|3RCVC|4aDMG|5RCR|6VULN|7FEWX|8ZMB
339	21223 36114	   	174.20	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1AART|29ASPD|3RCVC|4aDMG|5RCR|6VULN|7LWND|8ZMB
340	21223 32434	   	174.18	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|3RCVC|4aDMG|5RCR|69VULN|7BEXP|8MLV
341	21223 33434	   	174.18	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|3RCVC|4aDMG|5RCR|69VULN|7FEWX|8MLV
342	21223 34134	   	174.18	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|3RCVC|4aDMG|5RCR|69VULN|7MLV|8LWND
343	21223 34234	   	174.18	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|3RCVC|4aDMG|5RCR|69VULN|7MLV|8FEWX
344	21223 36434	   	174.18	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|3RCVC|4aDMG|5RCR|69VULN|7LWND|8MLV
345	21513 11141	   	174.14	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|48VULN|5LWND|6RCVC|7CDMG|9BELT|aDMG
346	53162 33422	   	174.13	ACR|3DMG|2VULN|2ASPD	1RCR|28TLV|358DMG|45VULN|58BPWR|6BEXP|78ASPD|9FEWX|aLHND
347	53162 52322	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|28TLV|35DMG|458VULN|58BPWR|68LWND|7DMSP|9DUST|aCDMG
348	21512 23414	   	174.12	ACR|2AART|2VULN|2ASPD|1ZMB|1DUR	17AART|2aASPD|3RCR|4aVULN|5ZMB|6RPLT|8DUR|9aCGEN|aBPWR
349	53162 26131	   	174.12	ACR|3VULN|2DMG|1DUR|1ASPD|1SELL	1RCR|2TLV|35DMG|457VULN|5BPWR|6DUR|8SELL|9ASPD|aRMIN
350	21223 31134	   	174.08	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|3RCVC|4aDMG|5RCR|69VULN|7ERES|8LWND
351	21223 31234	   	174.08	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|3RCVC|4aDMG|5RCR|69VULN|7ERES|8FEWX
352	21543 42121	   	174.06	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1AART|2ASPD|3RCR|4CDMG|579VULN|6TLV|8BEXP|aDUR
353	21511 74171	   	174.06	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49aVULN|5MBVNT|6DUR|7LHND|8CDMG
354	21511 76424	   	174.06	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|478VULN|5MBVNT|6DUR|9CGEN|aCDMG
355	21511 17734	   	174.04	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|49VULN|5MBVNT|6RCVC|7MLV|8DMG|aCDMG
356	21513 11126	   	174.04	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3RCR|48VULN|5LWND|6RCVC|7CDMG|9DUST|aDMG
357	21543 21342	   	174.04	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|2aASPD|3RCR|4CDMG|59aVULN|6BEXP|7LIT|8aFEWX|aBPWR
358	53162 33421	   	174.03	ACR|3DMG|2VULN|2ASPD	1RCR|28TLV|358DMG|45VULN|58BPWR|6BEXP|78ASPD|9FEWX|aERES
359	53162 33423	   	174.03	ACR|3DMG|2VULN|2ASPD	1RCR|28TLV|358DMG|45VULN|58BPWR|6BEXP|78ASPD|9FEWX|aDUST
360	53162 11215	   	174.03	ACR|3DMG|2VULN|1CDMG	1RCR|2TLV|35aDMG|45VULN|5BPWR|6ERES|7FEWX|8RPLT|9CDMG
361	53162 11353	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|2TLV|35DMG|45aVULN|5BPWR|6ERES|7FEWX|8BEXP|9CDMG
362	53162 12153	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|2TLV|35DMG|45aVULN|5BPWR|6ERES|7BEXP|8FEWX|9CDMG
363	53162 13215	   	174.03	ACR|3DMG|2VULN|1CDMG	1RCR|2TLV|35aDMG|45VULN|5BPWR|6ERES|7RPLT|8LHND|9CDMG
364	53162 34222	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|2TLV|35DMG|458VULN|5BPWR|67BEXP|9DUST|aCDMG
365	53162 52222	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|2TLV|35DMG|458VULN|5BPWR|6LWND|7DMSP|9DUST|aCDMG
366	21512 22631	   	174.02	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1aAART|2ASPD|3RCR|48VULN|5ZMB|6RPLT|7LWND|9CDMG
367	21512 23533	   	174.02	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	17AART|2ASPD|3RCR|4aVULN|5ZMB|6RPLT|8LWND|9CDMG
368	22223 54163	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|28DUR|3DUST|49VULN|5BELT|6DMG|7RCR|aCDMG
369	21543 42331	   	173.96	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1AART|2ASPD|3RCR|4CDMG|578VULN|6TLV|9DUST|aDUR
370	53162 23332	   	173.96	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1RCR|2TLV|35DMG|45VULN|5BPWR|6DUR|7ASPD|8DMSP|9RCVC|aCDMG
371	21551 36414	   	173.94	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|29ASPD|3RCR|4LWND|5MBVNT|679VULN|89CGEN|9BPWR|aCDMG
372	53162 13115	   	173.93	ACR|3DMG|2VULN|1CDMG	1RCR|2TLV|35aDMG|45VULN|5BPWR|6ERES|7RPLT|8DUST|9CDMG
373	53162 16312	   	173.93	ACR|3VULN|2DMG|1CDMG	1RCR|2TLV|35DMG|457VULN|5BPWR|69ERES|8FEWX|aCDMG
374	53162 33223	   	173.93	ACR|3DMG|2VULN|2ASPD	1RCR|2TLV|35aDMG|45VULN|5BPWR|6BEXP|78ASPD|9MBVNT
375	53162 44443	   	173.93	ACR|3VULN|2DMG|1CDMG	1RCR|2TLV|35DMG|45aVULN|5BPWR|6MBVNT|7CGEN|8NUKE|9CDMG
376	21542 23521	   	173.91	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD|1DUR	1AART|28ASPD|3RCR|48CDMG|5DUR|6BEXP|78ERES|8BPWR|9VULN|aDMG
377	53162 26123	   	173.87	ACR|3VULN|2DMG|1DUR|1ASPD|2SELL	1RCR|2TLV|35DMG|457VULN|5BPWR|6DUR|89SELL|aASPD
378	21543 21142	   	173.84	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|2aASPD|3RCR|4CDMG|59aVULN|6BEXP|7LIT|8aDUST|aBPWR
379	53114 51131	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3DMG|4DUST|5AART|6CDMG|7CGEN|8aVULN|9DUR
380	53114 52131	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3DMG|4DUST|5AART|6CDMG|7aVULN|8MLV|9DUR
381	56134 31321	   	173.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2DUR|3TLV|4aDMG|5AART|6ERES|7CDMG|8CGEN|9VULN
382	53162 16112	   	173.83	ACR|3VULN|2DMG|1CDMG	1RCR|2TLV|35DMG|457VULN|5BPWR|69ERES|8DUST|aCDMG
383	53162 43214	   	173.83	ACR|3VULN|2DMG|2ASPD	1RCR|2TLV|35DMG|45aVULN|5BPWR|6MBVNT|78ASPD|9ERES
384	21253 24341	   	173.82	DCR|2DMG|1AART|2ZMB|2ASPD|1CDMG	1AART|29ASPD|3RCVC|4CDMG|59DMG|69ZMB|7RCR|8RPLT|9BPWR|aFEWX
385	21253 24342	   	173.82	DCR|2DMG|1AART|2ZMB|2ASPD|1CDMG	1AART|29ASPD|3RCVC|4CDMG|59DMG|69ZMB|7RCR|8RPLT|9BPWR|aCGEN
386	21512 41124	   	173.82	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1aAART|2ASPD|3RCR|48VULN|5ZMB|6TLV|7CDMG|9DUST
387	31163 53632	   	173.80	DCR|3VULN|3ZMB|1DMG|2DUR	156ZMB|29aLWND|3DMG|46aVULN|6aBPWR|7aDUR|8RCR
388	23363 35315	   	173.74	ACR|2AART|2DMG|1VULN|1CDMG	12AART|37LIT|4RCR|57TLV|67DMG|7BPWR|8VULN|9RPLT|aCDMG
389	23363 35522	   	173.74	ACR|2AART|2DMG|1VULN|1CDMG	12AART|37LIT|4RCR|57TLV|67DMG|7BPWR|8LSRICY|9VULN|aCDMG
390	21543 42122	   	173.74	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|2aASPD|3RCR|4CDMG|579VULN|6TLV|8BEXP
391	21543 31245	   	173.74	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|29ASPD|3RCR|4CDMG|59aVULN|6RPLT|7MBVNT|89DUST|9BPWR
392	53114 31131	   	173.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3DMG|4DUST|5AART|6ERES|7CDMG|8aVULN|9DUR
393	56134 31121	   	173.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3TLV|4DMG|5AART|6ERES|7CDMG|8aVULN|9DUST
394	21253 24343	   	173.72	DCR|2DMG|1AART|2ZMB|1CDMG|2ASPD	1AART|29ASPD|3RCVC|4CDMG|59DMG|69ZMB|7RCR|8RPLT|9BPWR|aERES
395	22223 43563	   	173.64	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1AART|2DUR|3DUST|489VULN|5BELT|6RCR|7ASPD|aCDMG
396	23363 35352	   	173.64	ACR|2AART|2DMG|1VULN|1CDMG	12AART|37LIT|4RCR|57TLV|67DMG|7BPWR|8VULN|9LSRREG|aCDMG
397	21543 42332	   	173.64	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|2aASPD|3RCR|4CDMG|578VULN|6TLV|9DUST
398	21511 23744	 * 	173.60	ACR|3AART|2DMG|1VULN|1ASPD	18aAART|2ASPD|3RCR|4VULN|5MBVNT|6MGNSTR|79DMG
399	21516 52131	   	173.59	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5DUR|6FEWX|7CDMG|8ZMB|9RCVC|aDMG
400	21566 32131	   	173.59	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|4FEWX|5DUR|6VULN|7CDMG|8ZMB|9RCVC|aDMG
401	21511 25421	   	173.54	ACR|3VULN|1AART|3ASPD|1DUR	1AART|27aASPD|3RCR|479VULN|5MBVNT|67MGNSTR|7BPWR|8DUR
402	21511 25454	   	173.54	ACR|3VULN|1AART|3ASPD|1DUR	1AART|27aASPD|3RCR|47aVULN|5MBVNT|67MGNSTR|7aBPWR|8DUR|9aDUST
403	35234 12114	   	173.53	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19ZMB|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aRMIN
404	35234 12115	   	173.53	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19ZMB|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aLWND
405	35234 12116	   	173.53	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19ZMB|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aBEXP
406	21516 62131	   	173.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5DUR|6DUST|7CDMG|8ZMB|9RCVC|aDMG
407	32141 35263	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DUST|3DMG|4FEWX|5ERES|6RCR|7AART|89aVULN
408	32151 35263	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DUST|3DMG|4BEXP|5ERES|6RCR|7AART|89aVULN
409	21511 83435	   	173.44	ACR|3VULN|1AART|1DMG|1ASPD	1AART|2ASPD|3RCR|489VULN|5MBVNT|6MLV|7TLV|aDMG
410	21543 42311	   	173.44	ACR|3VULN|1AART|2CDMG|1ASPD	1AART|2ASPD|3RCR|49CDMG|578VULN|6TLV|aLWND
411	51314 11361	   	173.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LHND|39VULN|4DMSP|5DUR|6AART|7CDMG|8FEWX|aDMG
412	35234 12111	   	173.43	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19ZMB|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aMBVNT
413	35234 12113	   	173.43	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	19ZMB|29DUR|3CGEN|4RCR|5AART|6BELT|7DMG|89VULN|9BPWR|aDUST
414	53134 53223	   	173.34	ACR|2DMG|1AART|1VULN|2ZMB|1DUR	1RCR|2TLV|36DMG|4RMIN|56ZMB|6BPWR|7CANHEL|8AART|9VULN|aDUR
415	21543 42312	   	173.34	ACR|3VULN|1AART|2CDMG|1ASPD	1AART|2ASPD|3RCR|49CDMG|578VULN|6TLV|aERES
416	21543 42313	   	173.34	ACR|3VULN|1AART|2CDMG|1ASPD	1AART|2ASPD|3RCR|49CDMG|578VULN|6TLV|aCANSTR
417	21511 76412	   	173.34	ACR|3VULN|1AART|3ASPD|1DUR	1AART|29aASPD|3RCR|478VULN|5MBVNT|6DUR
418	56321 62321	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|39VULN|4BEXP|5ERES|6AART|7CDMG|8CGEN|aDMG
419	51333 11461	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LHND|39VULN|4ERES|5RMIN|6AART|7CDMG|8DUR|aDMG
420	25121 26161	   	173.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2FEWX|3CGEN|4RCR|5CDMG|6BEXP|79VULN|8ZMB|aDMG
421	31163 52132	   	173.27	DCR|4VULN|3ZMB|1DMG	156ZMB|2aLWND|3DMG|467aVULN|6aBPWR|8aBEXP|9RCR
422	21512 52116	   	173.25	ACR|2VULN|1AART|3ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|46VULN|58aZMB|7BEXP|9DUR
423	21512 53116	   	173.25	ACR|2VULN|1AART|3ZMB|1ASPD|1DUR	1AART|2ASPD|3RCR|46VULN|58aZMB|7FEWX|9DUR
424	21552 51133	   	173.24	ACR|2VULN|1AART|2ZMB|2ASPD|1CDMG	1AART|29ASPD|3RCR|4LWND|59ZMB|6CDMG|7CGEN|89VULN|9BPWR|aBEXP
425	52134 11741	   	173.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LWND|3TLV|4DMG|5DUR|6AART|7MBVNT|8CDMG|9aVULN
426	53264 11211	   	173.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3CGEN|48VULN|5DUR|6AART|7CDMG|9DUST|aDMG
427	53264 11231	   	173.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3CGEN|48VULN|5DUR|6AART|7CDMG|9ERES|aDMG
428	22321 23362	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3LHND|489VULN|5CGEN|6RCR|7LWND|aDMG
429	22325 23362	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3LHND|489VULN|5RMIN|6RCR|7LWND|aDMG
430	22325 25262	   	173.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3LHND|479VULN|5RMIN|6RCR|8LWND|aDMG
431	25121 16161	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2FEWX|3CGEN|4RCR|5CDMG|6DUST|79VULN|8ZMB|aDMG
432	25123 41251	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2FEWX|3CGEN|4RCR|5TLV|68VULN|7CDMG|9ZMB|aDMG
433	26123 41251	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LWND|3CGEN|4RCR|5TLV|68VULN|7CDMG|9ZMB|aDMG
434	23334 23525	 * 	173.19	DCR|2AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	12AART|3LIT|4FLTHEA|5DMG|6ZMB|7LWND|8CDMG|9VULN|aRCR
435	52362 11521	   	173.16	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1RCR|28LWND|38ERES|4ZMB|5DUR|6AART|78CDMG|8BPWR|9VULN|aDMG
436	21552 31133	   	173.14	ACR|2VULN|1AART|2ZMB|2ASPD|1CDMG	1AART|29ASPD|3RCR|4LWND|59ZMB|6ERES|7CDMG|89VULN|9BPWR|aBEXP
437	21552 31135	   	173.14	ACR|2VULN|1AART|2ZMB|2ASPD|1CDMG	1AART|29ASPD|3RCR|4aLWND|59ZMB|6ERES|7CDMG|89VULN|9BPWR
438	21552 51131	   	173.14	ACR|2VULN|1AART|2ZMB|2ASPD|1CDMG	1AART|29ASPD|3RCR|4LWND|59ZMB|6CDMG|7CGEN|89VULN|9BPWR|aNUKE
439	53132 41122	   	173.14	ACR|2VULN|2DMG|1AART	1RCR|2aTLV|3aDMG|4RMIN|5RCVC|6AART|7FEWX|8LSRHEA|9aVULN|aBPWR
440	22325 25351	   	173.12	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3LHND|47VULN|5RMIN|6RCR|8RCVC|9CDMG|aDMG
441	56132 16322	 * 	173.09	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD|1DUR	1RCR|2DUR|3TLV|4DMG|5FLTHEA|6ASPD|7AART|8FEWX|9VULN|aZMB
442	31163 52232	   	173.07	DCR|4VULN|3ZMB|1DMG	156ZMB|2aLWND|3DMG|467aVULN|6aBPWR|8aDUST|9RCR
443	23334 55232	   	173.06	DCR|2AART|2DMG|1VULN|1FLTHEA|1ASPD	12AART|37LIT|4FLTHEA|58DMG|6VULN|9ASPD|aRCR
444	23336 32632	 * 	173.06	DCR|2AART|2VULN|1DMG|1FLTHEA|1ASPD	12AART|36LIT|4FLTHEA|57VULN|8DMG|9ASPD|aRCR
445	23336 65222	   	173.06	DCR|2AART|2VULN|1DMG|1FLTHEA|1ASPD	12AART|37LIT|4FLTHEA|59VULN|6ASPD|8DMG|aRCR
446	21552 31131	   	173.04	ACR|2VULN|1AART|2ZMB|2ASPD|1CDMG	1AART|29ASPD|3RCR|4LWND|59ZMB|6ERES|7CDMG|89VULN|9BPWR|aNUKE
447	22223 41362	   	173.02	DCR|3VULN|1AART|2CDMG|1DUR	1AART|2DUR|3DUST|48aVULN|5BELT|6RCR|79CDMG
448	51314 13134	   	172.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2LHND|39VULN|4DMSP|5DUR|6AART|7RCVC|8ZMB|aDMG
449	22123 46334	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3CGEN|4RCR|57TLV|69VULN|8aDMG
450	21512 52151	   	172.92	ACR|2VULN|1AART|3ZMB|2ASPD	1AART|2aASPD|3RCR|46VULN|589ZMB|7BEXP
451	21512 53151	   	172.92	ACR|2VULN|1AART|3ZMB|2ASPD	1AART|2aASPD|3RCR|46VULN|589ZMB|7FEWX
452	51316 13131	   	172.91	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|29LHND|39VULN|4DMSP|5FEWX|6AART|7TLV|89CDMG|9BPWR|aDMG
453	51366 13131	   	172.91	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|249LHND|39VULN|5FEWX|6AART|7TLV|89CDMG|9BPWR|aDMG
454	52266 13133	   	172.91	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|239LWND|49VULN|5FEWX|6AART|7TLV|89CDMG|9BPWR|aDMG
455	26323 14312	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LWND|3LHND|49VULN|5DMG|6BELT|7RCR|8ZMB|aCDMG
456	26323 14342	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2LWND|3LHND|4VULN|59DMG|6BELT|7RCR|8ZMB|aCDMG
457	21512 52124	   	172.84	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2ASPD|3RCR|46VULN|58ZMB|7BEXP|9RMIN|aDMG
458	21512 53124	   	172.84	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2ASPD|3RCR|46VULN|58ZMB|7FEWX|9RMIN|aDMG
459	51333 11634	   	172.84	ACR|2VULN|2AART|2ZMB|1CDMG	1RCR|29LHND|39VULN|4ERES|5RMIN|6aAART|7CDMG|89ZMB|9BPWR
460	51315 13131	   	172.81	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|29LHND|39VULN|4DMSP|5DUST|6AART|7TLV|89CDMG|9BPWR|aDMG
461	51365 13131	   	172.81	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|249LHND|39VULN|5DUST|6AART|7TLV|89CDMG|9BPWR|aDMG
462	52265 13133	   	172.81	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|239LWND|49VULN|5DUST|6AART|7TLV|89CDMG|9BPWR|aDMG
463	21512 52134	   	172.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2ASPD|3RCR|46VULN|58ZMB|7BEXP|9ERES|aDMG
464	21512 53134	   	172.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1AART|2ASPD|3RCR|46VULN|58ZMB|7FEWX|9ERES|aDMG
465	22223 54521	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3DUST|48VULN|5BELT|6aDMG|7RCR|9RPLT
466	21514 31124	   	172.62	ACR|3VULN|1AART|2ASPD|2DUR	1AART|28ASPD|3RCR|48aVULN|5CGEN|6LIT|78DUR|8BPWR|9DMSP
467	21514 31153	   	172.62	ACR|3VULN|1AART|2ASPD|2DUR	1AART|28ASPD|3RCR|489VULN|5CGEN|6LIT|78DUR|8BPWR|aRPLT
468	31163 52134	 * 	172.61	DCR|3VULN|3ZMB|1DMG|1CDMG	156ZMB|2LWND|3DMG|467VULN|6BPWR|8BEXP|9RCR|aCDMG
469	41334 12134	   	172.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1LWND|2RCVC|39VULN|4RCR|57DUR|6AART|8ZMB|aDMG
470	51536 23322	   	172.58	ACR|2DMG|1VULN|2ASPD|1CDMG|1ZMB|1DUR	1RCR|2LHND|3ZMB|4aDMG|5aFEWX|6CDMG|7aASPD|8DUR|9VULN|aBPWR
471	21514 31151	   	172.52	ACR|3VULN|1AART|2ASPD|2DUR	1AART|28ASPD|3RCR|489VULN|5CGEN|6LIT|78DUR|8BPWR|aERES
