0	Index      	 *	Score 	Summary	Detail	
1	21334 24343	 * 	184.58	ACR|2VULN|3ZMB|1AART|1DMG|1CDMG	134ZMB|24DUST|4BPWR|5RCR|69VULN|7AART|8CDMG|aDMG
328	35318 24224	   	155.74	ACR|4VULN|2ZMB|1CDMG	1BEXP|23ZMB|4MBVNT|5RCR|689aVULN|7CDMG
329	23253 12622	   	155.71	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|2CDMG|45VULN|6BELT|7ERES|8RCR|9DUR|aAART
330	61334 33353	   	155.65	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	17VULN|2BEXP|3DUST|4ASPD|5ZMB|6CDMG|8RCR|9DUR|aDMG
331	21318 24226	   	155.64	ACR|4VULN|2ZMB|1CDMG	13ZMB|2DUST|4MBVNT|5RCR|689aVULN|7CDMG
332	55318 14422	   	155.60	ACR|2DMG|1AART|1VULN|2ZMB	1LWND|23ZMB|4MBVNT|5RCR|67DMG|8RMIN|9VULN|aAART
333	26314 24723	 * 	155.54	DCR|2VULN|3ZMB|1DMG|2DUR	135ZMB|28BEXP|4MBVNT|68VULN|78DUR|8BPWR|9RCR|aDMG
334	35314 24723	   	155.54	DCR|2VULN|3ZMB|1DMG|2DUR	18BEXP|235ZMB|4MBVNT|68VULN|78DUR|8BPWR|9RCR|aDMG
335	33351 26262	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1BEXP|2TLV|3ZMB|479VULN|5LWND|6RCR|8DMG|aDUR
336	63321 23262	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	179VULN|27TLV|3ZMB|4DUST|57LWND|6RCR|7BPWR|8DMG|aDUR
337	63321 23266	   	155.52	DCR|3VULN|1DMG|1ZMB|1ASPD	179VULN|27TLV|3ZMB|4DUST|57LWND|6RCR|7BPWR|8DMG|aASPD
338	13354 43212	   	155.50	ACR|2VULN|1AART|1DMG|2ZMB	179TLV|2LWND|37ZMB|4MBVNT|5RCR|67VULN|7BPWR|8DMG|aAART
339	65311 71114	   	155.47	DCR|3VULN|1AART|2ZMB	18aVULN|23ZMB|4MBVNT|5TLV|6AART|7RCR|9FEWX
340	65311 71134	   	155.47	DCR|3VULN|1AART|2ZMB	18aVULN|23ZMB|4MBVNT|5TLV|6AART|7RCR|9LHND
341	65311 71144	   	155.47	DCR|3VULN|1AART|2ZMB	18aVULN|23ZMB|4MBVNT|5TLV|6AART|7RCR|9LWND
342	11351 26262	   	155.42	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|2DUST|3ZMB|479VULN|5LWND|6RCR|8DMG|aDUR
343	63321 26262	   	155.42	DCR|3VULN|1DMG|1ZMB|1DUR	179VULN|2TLV|3ZMB|4DUST|5LWND|6RCR|8DMG|aDUR
344	24125 13274	 * 	155.39	ACR|2VULN|1DMG|2ZMB|2ASPD|1DUR	13ZMB|23ASPD|3BPWR|4RCR|5LWND|6aVULN|7MBVNT|8DMG|9DUR
345	24126 13134	   	155.39	ACR|2VULN|1DMG|2ZMB|2ASPD|1DUR	13ZMB|23ASPD|3BPWR|4RCR|5BEXP|6aVULN|7MBVNT|8DUR|9DMG
346	24126 13274	   	155.39	ACR|2VULN|1DMG|2ZMB|2ASPD|1DUR	13ZMB|23ASPD|3BPWR|4RCR|5BEXP|6aVULN|7MBVNT|8DMG|9DUR
347	24125 12132	   	155.39	ACR|2VULN|1DMG|2ZMB|2ASPD|1DUR	13ZMB|23ASPD|3BPWR|4RCR|5LWND|69VULN|7DUST|8DUR|aDMG
348	24125 13162	   	155.39	ACR|2VULN|1DMG|2ZMB|2ASPD|1DUR	13ZMB|23ASPD|3BPWR|4RCR|5LWND|69VULN|7MBVNT|8DUR|aDMG
349	24126 13162	   	155.39	ACR|2VULN|1DMG|2ZMB|2ASPD|1DUR	13ZMB|23ASPD|3BPWR|4RCR|5BEXP|69VULN|7MBVNT|8DUR|aDMG
350	35318 14211	   	155.37	ACR|3DMG|3ZMB|1CDMG	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aLIT
351	35318 14212	   	155.37	ACR|3DMG|3ZMB|1CDMG	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aLWND
352	35318 14213	   	155.37	ACR|3DMG|3ZMB|1CDMG	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aMLV
353	35318 14216	   	155.37	ACR|3DMG|3ZMB|1CDMG	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aCGEN
354	35318 14217	   	155.37	ACR|3DMG|3ZMB|1CDMG	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aRMIN
355	45318 14211	   	155.37	ACR|3DMG|3ZMB|1CDMG	18FEWX|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aLIT
356	45318 14212	   	155.37	ACR|3DMG|3ZMB|1CDMG	18FEWX|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aLWND
357	45318 14213	   	155.37	ACR|3DMG|3ZMB|1CDMG	18FEWX|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aMLV
358	55318 14211	   	155.37	ACR|3DMG|3ZMB|1CDMG	18LWND|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aLIT
359	55318 14212	   	155.37	ACR|3DMG|3ZMB|1CDMG	18aLWND|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG
360	55318 14214	   	155.37	ACR|3DMG|3ZMB|1CDMG	18LWND|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aBEXP
361	26318 14211	   	155.37	ACR|3DMG|3ZMB|1CDMG	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aLIT
362	26318 14212	   	155.37	ACR|3DMG|3ZMB|1CDMG	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aLWND
363	26318 14213	   	155.37	ACR|3DMG|3ZMB|1CDMG	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aMLV
364	26318 14216	   	155.37	ACR|3DMG|3ZMB|1CDMG	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aCGEN
365	26318 14217	   	155.37	ACR|3DMG|3ZMB|1CDMG	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aRMIN
366	24352 15113	   	155.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3BEXP|48VULN|5RMIN|6DMG|7AART|9FEWX|aRCR
367	26252 15113	   	155.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3ASPD|48VULN|5RMIN|6DMG|7AART|9FEWX|aRCR
368	35252 15113	   	155.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2ZMB|3ASPD|48VULN|5RMIN|6DMG|7AART|9FEWX|aRCR
369	24125 21135	   	155.36	ACR|1AART|1DMG|1VULN|2ZMB|2ASPD	13ZMB|23ASPD|3BPWR|4RCR|5LWND|6BELT|7RCVC|8AART|9VULN|aDMG
370	24126 21135	   	155.36	ACR|1AART|1VULN|1DMG|2ZMB|2ASPD	13ZMB|23ASPD|3BPWR|4RCR|5BEXP|6BELT|7RCVC|8AART|9VULN|aDMG
371	65318 14313	   	155.36	ACR|2DMG|1AART|1VULN|2ZMB|1SELL	1VULN|23ZMB|4MBVNT|5RCR|67DMG|8SELL|9RCVC|aAART
372	63116 23222	 * 	155.29	ACR|2VULN|2DMG|2CDMG	17VULN|2TLV|3RPLT|47LHND|5RCR|67CDMG|7BPWR|8aDMG|9CGEN
373	21252 15113	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2DUST|3ASPD|48VULN|5RMIN|6DMG|7AART|9FEWX|aRCR
374	24352 15133	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3BEXP|48VULN|5RMIN|6DMG|7AART|9DUST|aRCR
375	26252 15133	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2BEXP|3ASPD|48VULN|5RMIN|6DMG|7AART|9DUST|aRCR
376	35252 15133	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2ZMB|3ASPD|48VULN|5RMIN|6DMG|7AART|9DUST|aRCR
377	63333 15163	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2TLV|3ZMB|4MLV|5DUR|6DMG|7AART|9CGEN|aRCR
378	13354 31744	   	155.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2LWND|3ZMB|4MBVNT|5RCR|6CDMG|7DUR|8DMG|9AART|aVULN
379	13354 37243	   	155.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2LWND|3ZMB|4MBVNT|5RCR|6CDMG|7ASPD|8VULN|9AART|aDMG
380	53354 31744	   	155.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2TLV|3ZMB|4MBVNT|5RCR|6CDMG|7DUR|8DMG|9AART|aVULN
381	53354 37243	   	155.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2TLV|3ZMB|4MBVNT|5RCR|6CDMG|7ASPD|8VULN|9AART|aDMG
382	11352 15126	   	155.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|2DUST|3ZMB|48VULN|5RMIN|6DMG|7AART|9ASPD|aRCR
383	63322 15126	   	155.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2TLV|3ZMB|4DUST|5RMIN|6DMG|7AART|9ASPD|aRCR
384	63332 15126	   	155.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2TLV|3ZMB|4MLV|5DUST|6DMG|7AART|9ASPD|aRCR
385	63333 15153	   	155.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2TLV|3ZMB|4MLV|5DUR|6DMG|7AART|9ERES|aRCR
386	23336 61512	   	155.16	DCR|2AART|2VULN|1CDMG|1ZMB	1ZMB|2CDMG|37VULN|46AART|5ERES|8DMSP|9LWND|aRCR
387	35318 14214	   	155.13	ACR|3DMG|3ZMB|1CDMG|1SELL	18BEXP|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aSELL
388	45318 14214	   	155.13	ACR|3DMG|3ZMB|1CDMG|1SELL	18FEWX|238ZMB|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aSELL
389	26318 14214	   	155.13	ACR|3DMG|3ZMB|1CDMG|1SELL	138ZMB|28BEXP|4MBVNT|5RCR|678DMG|8BPWR|9CDMG|aSELL
390	53354 43272	   	155.09	ACR|3VULN|1DMG|2ZMB|1DUR	17LWND|2TLV|37ZMB|4MBVNT|5RCR|679VULN|7BPWR|8DMG|aDUR
391	53354 43134	   	155.09	ACR|3VULN|1DMG|2ZMB|1DUR	17LWND|2TLV|37ZMB|4MBVNT|5RCR|67aVULN|7BPWR|8DUR|9DMG
392	53354 43162	   	155.09	ACR|3VULN|1DMG|2ZMB|1DUR	17LWND|2TLV|37ZMB|4MBVNT|5RCR|679VULN|7BPWR|8DUR|aDMG
393	63132 24315	   	155.07	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2TLV|3RPLT|4ASPD|5CGEN|6RCR|7DUR|8DMG|9CDMG|aAART
394	23336 61112	   	155.06	DCR|2AART|2VULN|1CDMG|1ZMB	1ZMB|2CDMG|37VULN|46AART|58ERES|9LWND|aRCR
395	23336 61142	   	155.06	DCR|2AART|2VULN|1CDMG|1ZMB	1ZMB|2CDMG|37VULN|46AART|58ERES|9FEWX|aRCR
396	23336 61152	   	155.06	DCR|2AART|2VULN|1CDMG|1ZMB	1ZMB|2CDMG|37VULN|46AART|58ERES|9BEXP|aRCR
397	61133 21364	   	155.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2BEXP|3LWND|4ASPD|5CDMG|6ZMB|7RCVC|8RCR|9AART|aDMG
398	13354 43134	   	154.99	ACR|3VULN|1DMG|2ZMB|1DUR	17TLV|2LWND|37ZMB|4MBVNT|5RCR|67aVULN|7BPWR|8DUR|9DMG
399	13354 43162	   	154.99	ACR|3VULN|1DMG|2ZMB|1DUR	17TLV|2LWND|37ZMB|4MBVNT|5RCR|679VULN|7BPWR|8DUR|aDMG
400	13354 43272	   	154.99	ACR|3VULN|1DMG|2ZMB|1DUR	17TLV|2LWND|37ZMB|4MBVNT|5RCR|679VULN|7BPWR|8DMG|aDUR
401	45318 23132	   	154.99	ACR|3DMG|1VULN|2ZMB|1DUR	1FEWX|23ZMB|4MBVNT|5RCR|6VULN|79aDMG|8DUR
402	21336 24136	   	154.99	DCR|2VULN|3ZMB|1AART|1DUR	134ZMB|24DUST|4BPWR|5FEWX|6aVULN|7AART|8DUR|9RCR
403	23336 61412	   	154.96	DCR|2AART|2VULN|1CDMG|1ZMB	1ZMB|2CDMG|37VULN|46AART|5ERES|89DUST|aRCR
404	21251 31364	   	154.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2DUST|3ASPD|4VULN|5LWND|6CDMG|7RCVC|8RCR|9AART|aDMG
405	21318 13132	   	154.89	ACR|3DMG|1VULN|2ZMB|1DUR	13ZMB|2DUST|4MBVNT|5RCR|69aDMG|7VULN|8DUR
406	21318 13222	   	154.89	ACR|3DMG|1VULN|2ZMB|1DUR	13ZMB|2DUST|4MBVNT|5RCR|68aDMG|7VULN|9DUR
407	65318 12132	   	154.89	ACR|3DMG|1VULN|2ZMB|1DUR	1VULN|23ZMB|4MBVNT|5RCR|69aDMG|7DUST|8DUR
408	65318 12222	   	154.89	ACR|3DMG|1VULN|2ZMB|1DUR	1VULN|23ZMB|4MBVNT|5RCR|68aDMG|7DUST|9DUR
409	65318 14122	   	154.89	ACR|3DMG|1VULN|2ZMB|1DUR	1VULN|23ZMB|4MBVNT|5RCR|67aDMG|8DUST|9DUR
410	23335 31111	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9FEWX|aMLV
411	23335 31112	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9FEWX|aRCVC
412	23335 31113	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9FEWX|aRMIN
413	23335 31114	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9FEWX|aLIT
414	23335 31131	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LHND|aMLV
415	23335 31132	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LHND|aBELT
416	23335 31133	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LHND|aLWND
417	23335 31134	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LHND|aLIT
418	23335 31141	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LWND|aMLV
419	23335 31142	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LWND|aBELT
420	23335 31143	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LWND|aLHND
421	23335 31144	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9LWND|aLIT
422	23335 31163	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9aCGEN
423	23335 31165	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9CGEN|aBEXP
424	23335 31166	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9CGEN|aLIT
425	24443 12223	 * 	154.82	ACR|3DMG|2ASPD|2DUR|1ZMB	1ZMB|2aASPD|3RCR|4LWND|5TLV|68aDMG|7DUST|9aDUR|aBPWR
426	23262 54111	   	154.79	DCR|2DMG|3ZMB|2CDMG|1ASPD|1DUR	137ZMB|27CDMG|4LHND|5ASPD|67DMG|7BPWR|8DUR|9CGEN|aRCR
427	23262 54121	   	154.79	DCR|2DMG|3ZMB|2CDMG|1ASPD|1DUR	137ZMB|27CDMG|4LHND|5ASPD|67DMG|7BPWR|8DUR|9RMIN|aRCR
428	23335 31153	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9ERES|aCGEN
429	23335 31155	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9ERES|aBEXP
430	23335 31156	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9ERES|aLIT
431	23335 31164	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9CGEN|aDUST
432	23335 31226	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|3aVULN|4AART|5RPLT|7RCR|8DUST|9CGEN
433	23335 31256	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|3aVULN|4AART|5RPLT|7RCR|8DUST|9RMIN
434	23335 31426	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|3aVULN|4AART|5RPLT|7RCR|8TLV|9LWND
435	65318 22123	   	154.75	ACR|3VULN|1DMG|2ZMB|1DUR|1SELL	168VULN|23ZMB|4MBVNT|5RCR|7SELL|9DUR|aDMG
436	23335 31154	   	154.67	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9ERES|aDUST
437	23335 31216	   	154.67	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|3aVULN|4AART|5RPLT|7RCR|8DUST|9TLV
438	21252 13513	   	154.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2DUST|3ASPD|47VULN|5RMIN|6DMG|8AART|9FEWX|aRCR
