0	Index      	 *	Score 	Summary	Detail	
1	14223 23527	 * 	193.67	DCR|4VULN|2DMG|1AART	1RCVC|278aVULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|9RCR
323	36112 52263	   	164.60	DCR|3VULN|3ZMB|1AART	138ZMB|2LIT|48FEWX|578VULN|6AART|8BPWR|9RCR|aCGEN
324	53323 11352	 * 	164.60	ACR|2AART|1DMG|2ZMB|1CDMG|1FLTHEA	1MLV|29ZMB|3RCR|4LWND|5aAART|6FLTHEA|7DMG|8CDMG
325	53363 11352	   	164.60	ACR|2AART|1DMG|2ZMB|1CDMG|1FLTHEA	1MLV|29ZMB|3RCR|4LHND|5aAART|6FLTHEA|7DMG|8CDMG
326	14212 25261	   	164.56	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|259VULN|3AART|4ASPD|6ZMB|7RCR|8BEXP|aRMIN
327	14212 25262	   	164.56	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|259VULN|3AART|4ASPD|6ZMB|7RCR|8BEXP|aMLV
328	14253 23172	   	164.53	DCR|3DMG|2VULN|1AART|1ZMB|2MSE	1RCVC|27VULN|3AART|47MSE|578DMG|6MBVNT|7BPWR|9ZMB|aRCR
329	14223 22426	   	164.52	DCR|2AART|2VULN|1DMG|1DUR	1RCVC|27VULN|3aAART|4BEXP|5DMG|6MBVNT|8DUR|9RCR
330	53313 11352	   	164.50	ACR|2AART|1DMG|2ZMB|1CDMG|1FLTHEA	1MLV|29ZMB|3RCR|4LEGI|5aAART|6FLTHEA|7DMG|8CDMG
331	53321 43242	 * 	164.48	ACR|2DMG|3ZMB|1VULN|1CDMG	1MLV|278ZMB|3RCR|4LWND|56DMG|9CDMG|aVULN
332	21311 41152	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	12FEWX|3ZMB|4DUR|57aVULN|6DMG|8RCR|9CDMG
333	34212 41152	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|25FEWX|3DUR|47aVULN|6DMG|8RCR|9CDMG
334	14232 25142	   	164.46	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|25aVULN|3AART|4ERES|6ZMB|7RCR|8CGEN|9DUR
335	14232 25361	   	164.46	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|259VULN|3AART|4ERES|6ZMB|7RCR|8DUR|aRMIN
336	14232 25363	   	164.46	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|259VULN|3AART|4ERES|6ZMB|7RCR|8DUR|aMLV
337	14212 25221	   	164.46	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|25aVULN|3AART|4ASPD|6ZMB|7RCR|8BEXP|9SNIHEL
338	14212 25263	   	164.46	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|259VULN|3AART|4ASPD|6ZMB|7RCR|8BEXP|aDUST
339	14212 25621	   	164.46	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|25aVULN|3AART|4ASPD|6ZMB|7RCR|8FEWX|9SNIHEL
340	62415 13232	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2LHND|3ERES|5DUR|6DUST|7RCR|8AART|9CDMG|aDMG
341	33136 21434	 * 	164.39	DCR|1AART|1VULN|1DMG|2ZMB|1FLTHEA|1ASPD	12ZMB|3BEXP|4ASPD|5FLTHEA|6RCVC|7RCR|8AART|9VULN|aDMG
342	53311 43242	   	164.38	ACR|2DMG|3ZMB|1VULN|1CDMG	1MLV|278ZMB|3RCR|4LEGI|56DMG|9CDMG|aVULN
343	53212 22124	   	164.38	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	17MLV|2ZMB|3AART|47ASPD|57VULN|6MBVNT|7BPWR|8DMG|9VENICY|aRCR
344	31331 41152	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2TLV|3DUR|4MLV|57aVULN|6DMG|8RCR|9CDMG
345	53111 41152	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3TLV|4DUR|57aVULN|6DMG|8RCR|9CDMG
346	14232 25321	   	164.36	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|25aVULN|3AART|4ERES|6ZMB|7RCR|8DUR|9VENICY
347	14232 25362	   	164.36	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|259VULN|3AART|4ERES|6ZMB|7RCR|8DUR|aCANSTR
348	12215 21521	   	164.33	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RPLT|3AART|45DMG|6RCR|7TLV|8ZMB|9RMIN|aVULN
349	12215 21541	   	164.33	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RPLT|3AART|45DMG|6RCR|7TLV|8ZMB|9MLV|aVULN
350	12215 21551	   	164.33	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RPLT|3AART|45DMG|6RCR|7TLV|8ZMB|9CGEN|aVULN
351	31341 41152	   	164.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2TLV|3DUR|4ERES|57aVULN|6DMG|8RCR|9CDMG
352	31411 41152	   	164.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2TLV|3ERES|4DUR|57aVULN|6DMG|8RCR|9CDMG
353	31516 25333	 * 	164.21	ACR|3DMG|1VULN|2ZMB|1CDMG	17ZMB|2TLV|3CDMG|48aDMG|5RCR|6RCVC|9VULN
354	66163 32221	   	164.19	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	14VULN|2CDMG|3AIRHEL|5AART|6FEWX|7RCR|8ZMB|9ASPD|aDUR
355	14212 35362	   	164.18	DCR|2AART|2VULN|1CDMG|1ASPD	1aRCVC|25VULN|38AART|4ASPD|6CGEN|7RCR|9CDMG
356	14212 26163	   	164.17	DCR|3VULN|1AART|2ASPD|1ZMB	1RCVC|259VULN|3AART|49ASPD|6ZMB|7LIT|89LWND|9BPWR|aRCR
357	14314 36221	   	164.15	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18RCVC|27VULN|3ZMB|4DUR|5RPLT|6AART|9RCR|aDMG
358	53313 15513	 * 	164.13	ACR|2VULN|1AART|2ZMB|1FLTHEA|1ASPD	19MLV|29ZMB|3RCR|4LEGI|5AART|6FLTHEA|7LIT|89VULN|9BPWR|aASPD
359	66163 12221	   	164.09	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	14VULN|2CDMG|3AIRHEL|5AART|6DUST|7RCR|8ZMB|9ASPD|aDUR
360	31516 23341	 * 	164.09	ACR|3DMG|1AART|1CDMG|1ZMB	1ZMB|2TLV|3CDMG|48aDMG|5RCR|6RCVC|7LWND|9AART
361	14222 26311	   	163.99	DCR|2VULN|2DMG|1AART|2RCVC	16RCVC|28VULN|3AART|4BEXP|58LWND|78DMG|8BPWR|9CGEN|aRCR
362	53212 24324	   	163.92	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1MLV|27ZMB|3AART|4ASPD|58VULN|6MBVNT|9RCR|aDMG
363	14223 23783	   	163.92	DCR|2VULN|2DMG|1AART	1RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8FEWX|9RCR|aLHND
364	24323 53321	   	163.88	DCR|3VULN|1AART|1DMG	1FEWX|2CGEN|3RMIN|4LWND|5AART|6RCR|78aVULN|9DMG
365	54323 53321	   	163.88	DCR|3VULN|1AART|1DMG	1MLV|2FEWX|3RMIN|4LWND|5AART|6RCR|78aVULN|9DMG
366	12215 42222	   	163.82	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|67VULN|8aFEWX|9RCR
367	12215 42322	   	163.82	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|67VULN|8LWND|9RCR|aFEWX
368	12215 42323	   	163.82	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|67VULN|8LWND|9RCR|aBEXP
369	14223 23782	   	163.82	DCR|2VULN|2DMG|1AART	1RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8FEWX|9RCR|aERES
370	14223 23784	   	163.82	DCR|2VULN|2DMG|1AART	1RCVC|27VULN|3AART|47BEXP|57DMG|6MBVNT|7BPWR|8FEWX|9RCR|aTLV
371	12213 56513	   	163.80	DCR|2AART|2DMG|1VULN|3RCVC	15aRCVC|2RPLT|36AART|47DMG|8RCR|9VULN
372	24313 53321	   	163.78	DCR|3VULN|1AART|1DMG	1FEWX|2CGEN|3RMIN|4LEGI|5AART|6RCR|78aVULN|9DMG
373	54313 53321	   	163.78	DCR|3VULN|1AART|1DMG	1MLV|2FEWX|3RMIN|4LEGI|5AART|6RCR|78aVULN|9DMG
374	12215 42225	   	163.72	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|67VULN|8FEWX|9RCR|aMBVNT
375	12215 42226	   	163.72	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|67VULN|8FEWX|9RCR|aERES
376	12215 42325	   	163.72	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|67VULN|8LWND|9RCR|aMBVNT
377	12215 42326	   	163.72	DCR|2VULN|2DMG|1AART	1RCVC|2RPLT|3AART|45DMG|67VULN|8LWND|9RCR|aERES
378	14223 22121	   	163.72	DCR|2VULN|2DMG|1AART	1RCVC|27VULN|3AART|4BEXP|58DMG|6MBVNT|9RCR|aDMSP
379	14223 22122	   	163.72	DCR|2VULN|2DMG|1AART	1RCVC|27VULN|3AART|4BEXP|58DMG|6MBVNT|9RCR|aLHND
380	14223 22123	   	163.72	DCR|2VULN|2DMG|1AART	1RCVC|27VULN|3AART|4BEXP|58DMG|6MBVNT|9RCR|aBELT
381	14223 22126	   	163.72	DCR|2VULN|2DMG|1AART	1RCVC|27VULN|3AART|4BEXP|58DMG|6MBVNT|9RCR|aRMIN
382	14223 25127	   	163.72	DCR|2VULN|2DMG|1AART	1RCVC|2aVULN|3AART|4BEXP|58DMG|6MBVNT|7DMSP|9RCR
