0	Index      	 *	Score 	Summary	Detail	
1	32311 33352	 * 	205.44	DCR|5VULN|1AART|2CDMG|2DUR	1AART|28CDMG|3DUST|48DUR|5789aVULN|6RCR|8BPWR
319	32226 21254	   	177.76	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1aAART|2CDMG|39VULN|4DUST|5FEWX|6ASPD|7DMG|8RCR
320	33656 12122	   	177.76	DCR|4VULN|1AART|1DMG|2RCVC	1AART|23RCVC|4567VULN|8DMG|9LHND|aRCR
321	32435 11253	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3TLV|4VULN|5RCR|6ASPD|7ZMB|8FEWX|9aDMG
322	32435 32253	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3TLV|4VULN|5RCR|6ZMB|7ASPD|8FEWX|9aDMG
323	32435 51233	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3TLV|4VULN|5RCR|6aDMG|7ZMB|8FEWX|9ASPD
324	32535 11253	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4VULN|5RCR|6ASPD|7ZMB|8FEWX|9aDMG
325	32535 32253	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4VULN|5RCR|6ZMB|7ASPD|8FEWX|9aDMG
326	32535 51233	   	177.74	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4VULN|5RCR|6aDMG|7ZMB|8FEWX|9ASPD
327	32661 33352	   	177.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|3DUR|478LWND|58VULN|6RCR|8BPWR|9DMG|aLHND
328	32161 33356	   	177.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|3LHND|478LWND|58VULN|6RCR|8BPWR|9DMG|aDUR
329	32225 31264	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|39aVULN|4DUST|5LWND|6RCR|7DUR|8ZMB
330	32226 31264	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|39aVULN|4DUST|5FEWX|6RCR|7DUR|8ZMB
331	32311 32264	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4DUR|59aVULN|6RCR|7BEXP|8ZMB
332	32311 33214	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4DUR|57aVULN|6RCR|8ZMB|9FEWX
333	32311 33234	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4DUR|57aVULN|6RCR|8ZMB|9LHND
334	32312 33264	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4DUR|5LWND|6RCR|79aVULN|8ZMB
335	32361 31264	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4LWND|59aVULN|6RCR|7DUR|8ZMB
336	35433 63311	   	177.68	ACR|2AART|2VULN|2DMG	1aAART|28DMG|3CGEN|4RCR|5DMSP|68VULN|78TLV|8BPWR|9LHND
337	32311 31322	   	177.68	DCR|2VULN|1AART|2CDMG|3DUR|1ZMB	1AART|28CDMG|3DUST|478DUR|58VULN|6RCR|8BPWR|9BEXP|aZMB
338	32311 31362	   	177.68	DCR|2VULN|1AART|2CDMG|3DUR|1ZMB	1AART|28CDMG|3DUST|478DUR|58VULN|6RCR|8BPWR|9ZMB|aLWND
339	32311 31365	   	177.68	DCR|2VULN|1AART|2CDMG|3DUR|1ZMB	1AART|28CDMG|3DUST|478DUR|58VULN|6RCR|8BPWR|9ZMB|aRMIN
340	32311 31366	   	177.68	DCR|2VULN|1AART|2CDMG|3DUR|1ZMB	1AART|28CDMG|3DUST|478DUR|58VULN|6RCR|8BPWR|9ZMB|aDMSP
341	33656 12112	   	177.66	DCR|4VULN|1AART|1DMG|2RCVC	1AART|23RCVC|4567VULN|8DMG|9DUST|aRCR
342	32535 11135	   	177.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4aVULN|5RCR|6ASPD|7ZMB|8BASICY|9DMG
343	32535 32135	   	177.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4aVULN|5RCR|6ZMB|7ASPD|8BASICY|9DMG
344	32535 51121	   	177.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3ERES|4aVULN|5RCR|6DMG|7ZMB|8BASICY|9DUR
345	32435 33231	   	177.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3TLV|4VULN|5RCR|6ZMB|7BASICY|89DMG|aASPD
346	32435 33233	   	177.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2CDMG|3TLV|4VULN|5RCR|6ZMB|7BASICY|89DMG|aDUR
347	32435 51131	   	177.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3TLV|4VULN|5RCR|69DMG|7ZMB|8BASICY|aASPD
348	32435 51133	   	177.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2CDMG|3TLV|4VULN|5RCR|69DMG|7ZMB|8BASICY|aDUR
349	32535 51131	   	177.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4VULN|5RCR|69DMG|7ZMB|8BASICY|aASPD
350	32535 51133	   	177.64	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2CDMG|3ERES|4VULN|5RCR|69DMG|7ZMB|8BASICY|aDUR
351	32661 33353	   	177.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|3DUR|478LWND|58VULN|6RCR|8BPWR|9DMG|aVENICY
352	35153 25311	   	177.63	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|25DMG|39ASPD|4BASICY|6RCR|7TLV|8VULN|aCDMG
353	32331 31264	   	177.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4LEGI|59aVULN|6RCR|7DUR|8ZMB
354	31111 51643	   	177.58	ACR|2AART|2VULN|2DMG	12AART|3MLV|4RCR|5DMSP|6BASHEA|7aVULN|89DMG
355	32311 31363	   	177.58	DCR|2VULN|1AART|2CDMG|3DUR|1ZMB	1AART|28CDMG|3DUST|478DUR|58VULN|6RCR|8BPWR|9ZMB|aVENICY
356	32216 43314	   	177.57	DCR|3VULN|2AART|2CDMG|1DUR	1aAART|28CDMG|378VULN|4DUR|5FEWX|68BEXP|8BPWR|9RCR
357	32241 31642	   	177.53	DCR|2AART|2VULN|1DMG|1CDMG	19AART|2CDMG|3aVULN|4RMIN|5MBVNT|6RCR|7DMG|8RCVC
358	35112 64221	   	177.52	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1aAART|29DMG|3ASPD|4TLV|5ZMB|6VULN|7RCR|8CGEN
359	35122 64221	   	177.52	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1aAART|29DMG|3ASPD|4ERES|5ZMB|6VULN|7RCR|8CGEN
360	32111 11244	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4DUR|5aVULN|6ZMB|7DMG|8RCR|9RMIN
361	32111 11256	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4DUR|59VULN|6ZMB|7DMG|8RCR|aDMSP
362	32215 11244	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3aVULN|4DUR|5LWND|6ZMB|7DMG|8RCR|9RMIN
363	32215 11256	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4DUR|5LWND|6ZMB|7DMG|8RCR|aDMSP
364	32216 11244	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3aVULN|4DUR|5FEWX|6ZMB|7DMG|8RCR|9RMIN
365	32216 11251	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4DUR|5FEWX|6ZMB|7DMG|8RCR|aLHND
366	32216 11253	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4DUR|5FEWX|6ZMB|7DMG|8RCR|aLWND
367	32216 11255	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4DUR|5FEWX|6ZMB|7DMG|8RCR|aLIT
368	32131 11253	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3LHND|4BEXP|59VULN|6ZMB|7DMG|8RCR|aASPD
369	32131 11254	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4BEXP|59VULN|6ZMB|7DMG|8RCR|aDUR
370	32161 11254	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4LWND|59VULN|6ZMB|7DMG|8RCR|aDUR
371	32235 11253	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|39VULN|4BEXP|5LWND|6ZMB|7DMG|8RCR|aASPD
372	32235 11254	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4BEXP|5LWND|6ZMB|7DMG|8RCR|aDUR
373	32266 11253	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|39VULN|4LWND|5BEXP|6ZMB|7DMG|8RCR|aASPD
374	32232 11353	   	177.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3VULN|4BEXP|5CGEN|6ASPD|7ZMB|8RCR|9aDMG
375	32232 32353	   	177.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3VULN|4BEXP|5CGEN|6ZMB|7ASPD|8RCR|9aDMG
376	32236 21252	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|39VULN|4BEXP|5FEWX|6ASPD|7DMG|8RCR|aZMB
377	32131 33435	   	177.38	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|29CDMG|3LHND|49BEXP|579VULN|6RCR|8RPLT|9BPWR|aZMB
378	32236 33354	   	177.38	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|28CDMG|37aVULN|48BEXP|58FEWX|6RCR|8BPWR|9ZMB
379	32536 12432	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3ERES|46aVULN|5MLV|7RCR|8DMG|9NUKE
380	35153 22363	   	177.33	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|25DMG|3ASPD|4BASICY|6RCR|7DUST|8VULN|9aCDMG
381	32431 34164	   	177.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2aCDMG|3TLV|49VULN|5MBVNT|6RCR|7DUR|8DMG
382	32531 31464	   	177.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2aCDMG|3ERES|49VULN|5MBVNT|6RCR|7DMG|8DUR
383	32531 34164	   	177.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2aCDMG|3ERES|49VULN|5MBVNT|6RCR|7DUR|8DMG
384	32111 11251	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4DUR|59VULN|6ZMB|7DMG|8RCR|aLEGI
385	32111 11252	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4DUR|59VULN|6ZMB|7DMG|8RCR|aDUST
386	32111 11255	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4DUR|59VULN|6ZMB|7DMG|8RCR|aERES
387	32211 51314	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3aVULN|4DUR|5TLV|6DMG|7ZMB|8RCR|9FEWX
388	32211 51334	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3aVULN|4DUR|5TLV|6DMG|7ZMB|8RCR|9LHND
389	32215 11251	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4DUR|5LWND|6ZMB|7DMG|8RCR|aLEGI
390	32215 11252	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4DUR|5LWND|6ZMB|7DMG|8RCR|aDUST
391	32215 11255	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4DUR|5LWND|6ZMB|7DMG|8RCR|aERES
392	32222 11353	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3VULN|4DUST|5CGEN|6ASPD|7ZMB|8RCR|9aDMG
393	32222 32353	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3VULN|4DUST|5CGEN|6ZMB|7ASPD|8RCR|9aDMG
394	32226 21252	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|39VULN|4DUST|5FEWX|6ASPD|7DMG|8RCR|aZMB
395	32231 11353	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3VULN|4BEXP|5TLV|6ASPD|7ZMB|8RCR|9aDMG
396	32231 32353	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3VULN|4BEXP|5TLV|6ZMB|7ASPD|8RCR|9aDMG
397	32231 51344	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3aVULN|4BEXP|5TLV|6DMG|7ZMB|8RCR|9DUR
398	32241 81282	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2CDMG|3VULN|4RMIN|5MBVNT|6DUR|79DMG|8RCR|aZMB
399	32311 11244	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4DUR|5aVULN|6ZMB|7DMG|8RCR|9RMIN
400	32311 11251	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4DUR|59VULN|6ZMB|7DMG|8RCR|aLHND
401	32311 11253	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4DUR|59VULN|6ZMB|7DMG|8RCR|aLWND
402	32311 11255	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4DUR|59VULN|6ZMB|7DMG|8RCR|aLIT
403	32422 12353	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3TLV|4BEXP|5ZMB|6VULN|7ASPD|8RCR|9aDMG
404	32432 52353	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3TLV|4VULN|5ZMB|6BEXP|7ASPD|8RCR|9aDMG
405	32522 12353	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4BEXP|5ZMB|6VULN|7ASPD|8RCR|9aDMG
406	32532 52353	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4VULN|5ZMB|6BEXP|7ASPD|8RCR|9aDMG
407	32661 11251	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUR|4LWND|59VULN|6ZMB|7DMG|8RCR|aLEGI
408	32661 11252	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUR|4LWND|59VULN|6ZMB|7DMG|8RCR|aDUST
409	32121 11253	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3LHND|4DUST|59VULN|6ZMB|7DMG|8RCR|aASPD
410	32121 11254	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4DUST|59VULN|6ZMB|7DMG|8RCR|aDUR
411	32225 11253	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|39VULN|4DUST|5LWND|6ZMB|7DMG|8RCR|aASPD
412	32225 11254	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|39VULN|4DUST|5LWND|6ZMB|7DMG|8RCR|aDUR
413	32361 11253	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3DUST|4LWND|59VULN|6ZMB|7DMG|8RCR|aASPD
414	32361 11254	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4LWND|59VULN|6ZMB|7DMG|8RCR|aDUR
415	32131 33361	   	177.28	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|28CDMG|3LHND|48BEXP|578VULN|6RCR|8BPWR|9CANHEL|aZMB
416	32361 33361	   	177.28	DCR|3VULN|1AART|2CDMG|1ZMB	1AART|28CDMG|3DUST|478LWND|58aVULN|6RCR|8BPWR|9ZMB
417	35432 15121	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2aDMG|39CGEN|4RCR|5aLSRHEA|6LWND|7ZMB|8aVULN|aBPWR
418	35433 63313	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1AART|28DMG|3CGEN|4RCR|5DMSP|68VULN|78TLV|8BPWR|9LHND|aZMB
419	33115 64123	   	177.23	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2RCVC|3MLV|4RCR|5DUR|6ASPD|7ZMB|8aVULN|9DMG
420	32531 61162	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|38ERES|49aVULN|5MBVNT|6DMG|7RCR
421	32221 11353	   	177.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3VULN|4DUST|5TLV|6ASPD|7ZMB|8RCR|9aDMG
422	32221 32353	   	177.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3VULN|4DUST|5TLV|6ZMB|7ASPD|8RCR|9aDMG
423	32221 51344	   	177.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3aVULN|4DUST|5TLV|6DMG|7ZMB|8RCR|9DUR
424	32331 21252	   	177.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3DUST|4LEGI|59VULN|6ASPD|7DMG|8RCR|aZMB
425	32433 11353	   	177.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3TLV|4VULN|5DUST|6ASPD|7ZMB|8RCR|9aDMG
426	32433 32353	   	177.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3TLV|4VULN|5DUST|6ZMB|7ASPD|8RCR|9aDMG
427	32533 11353	   	177.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4VULN|5DUST|6ASPD|7ZMB|8RCR|9aDMG
428	32533 32353	   	177.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2CDMG|3ERES|4VULN|5DUST|6ZMB|7ASPD|8RCR|9aDMG
429	32331 11254	   	177.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3DUST|4LEGI|59VULN|6ZMB|7DMG|8RCR|aDUR
430	32533 51353	   	177.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2CDMG|3ERES|4VULN|5DUST|69DMG|7ZMB|8RCR|aDUR
431	31636 63332	   	177.21	DCR|4VULN|2AART|1DUR	12AART|3RCVC|4DUST|5679VULN|8RCR|aDUR
432	21315 23234	   	177.17	DCR|3DMG|2VULN|1AART	15aMLV|2ERES|36aDMG|4aVULN|7AART|8RCR|9RCVC|aBPWR
433	32235 23313	   	177.14	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	1AART|28CDMG|38VULN|4BEXP|5LWND|68ASPD|7RMIN|8BPWR|9RCR|aDMG
434	32266 23313	   	177.14	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	1AART|28CDMG|38VULN|4LWND|5BEXP|68ASPD|7RMIN|8BPWR|9RCR|aDMG
435	32216 43312	   	177.12	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1AART|28CDMG|378VULN|4DUR|5FEWX|68BEXP|8BPWR|9RCR|aZMB
436	21311 23234	   	177.07	DCR|3DMG|2VULN|1AART	1aMLV|25ERES|36aDMG|4aVULN|7AART|8RCR|9RCVC|aBPWR
437	32225 23313	   	177.04	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	1AART|28CDMG|38VULN|4DUST|5LWND|68ASPD|7RMIN|8BPWR|9RCR|aDMG
438	32214 56312	   	177.02	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1AART|28CDMG|358VULN|4DUR|6DUST|78BEXP|8BPWR|9RCR|aZMB
439	32535 33214	   	177.01	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	1AART|28CDMG|3ERES|49VULN|5RCR|6ZMB|7BASICY|aDMG
440	61311 26234	   	176.87	DCR|3DMG|2VULN|1AART	1aTLV|25ERES|36aDMG|4aVULN|7AART|8RCR|9RCVC|aBPWR
441	61313 26232	   	176.87	DCR|3VULN|2DMG|1AART	1TLV|2ERES|36DMG|45aVULN|7AART|8RCR|9RCVC
442	32323 12215	   	176.86	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2CDMG|34DUST|5BELT|69DMG|7aVULN|8RCR
443	32131 32354	 * 	176.83	DCR|2VULN|1AART|3CDMG|1DMG	1AART|28aCDMG|3LHND|478BEXP|58VULN|6RCR|8BPWR|9DMG
444	32161 33354	   	176.83	DCR|2VULN|1AART|3CDMG|1DMG	1AART|28aCDMG|3LHND|478LWND|58VULN|6RCR|8BPWR|9DMG
445	31651 32335	   	176.83	DCR|2AART|2VULN|1DMG|3DUR	12AART|3RCVC|49VULN|5DMSP|679DUR|8RCR|9BPWR|aDMG
446	32231 51364	   	176.69	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1AART|29CDMG|3aVULN|4BEXP|5TLV|6DMG|7ZMB|8RCR
447	32111 31431	   	176.61	DCR|2AART|2VULN|2CDMG|2DUR	1aAART|29CDMG|3LHND|49DUR|59VULN|6RCR|7RCVC|8RPLT|9BPWR
448	32221 51364	   	176.59	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1AART|29CDMG|3aVULN|4DUST|5TLV|6DMG|7ZMB|8RCR
449	32311 35344	   	176.51	DCR|2AART|2VULN|2CDMG|2DUR	1aAART|28CDMG|3DUST|48DUR|58VULN|6RCR|7RCVC|8BPWR|9FEWX
450	32311 35431	   	176.51	DCR|2AART|2VULN|2CDMG|2DUR	1aAART|29CDMG|3DUST|49DUR|59VULN|6RCR|7RCVC|8RPLT|9BPWR
451	32111 32154	   	176.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|3LHND|4aDUR|59VULN|6RCR|7RMIN|8DMG
452	32215 32154	   	176.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|39VULN|4aDUR|5LWND|6RCR|7RMIN|8DMG
453	35432 43131	   	176.43	ACR|3DMG|1AART|1VULN|2DUR	1AART|26aDMG|3CGEN|4RCR|5aLSRHEA|7VULN|8ERES|9aDUR|aBPWR
454	35432 43331	   	176.43	ACR|3DMG|1AART|1VULN|2DUR	1AART|26aDMG|3CGEN|4RCR|5aLSRHEA|7VULN|8TLV|9aDUR|aBPWR
455	32535 12252	   	176.43	ACR|4VULN|1AART|1CDMG|1ASPD	1AART|2CDMG|3ERES|479aVULN|5RCR|6ASPD|8LWND
456	32535 12352	   	176.43	ACR|4VULN|1AART|1CDMG|1ASPD	1AART|2CDMG|3ERES|479aVULN|5RCR|6ASPD|8BEXP
457	32241 34188	   	176.41	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2CDMG|3VULN|4RMIN|5MBVNT|6RCR|7aDUR|89DMG
458	32641 34632	   	176.41	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2CDMG|37DUR|4RMIN|5MBVNT|6RCR|89DMG|aVULN
459	31112 21354	 * 	176.34	ACR|2AART|2DMG|1VULN|3DUR	12AART|38MLV|4RCR|5RPLT|68aDUR|78DMG|8BPWR|9VULN
460	31112 53354	   	176.34	ACR|2AART|2DMG|1VULN|3DUR	12AART|38MLV|4RCR|5RPLT|68DMG|78aDUR|8BPWR|9VULN
461	31661 13322	   	176.33	DCR|3VULN|2AART|1DMG	12AART|3RCVC|4LHND|5DMSP|67aVULN|8RCR|9DMG
462	32431 34165	   	176.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|3TLV|49VULN|5MBVNT|6RCR|7aDUR|8DMG
463	32531 31465	   	176.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|3ERES|49VULN|5MBVNT|6RCR|7DMG|8aDUR
464	32531 34165	   	176.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|3ERES|49VULN|5MBVNT|6RCR|7aDUR|8DMG
465	31636 63311	   	176.23	DCR|3VULN|2AART|1DMG	12AART|3RCVC|4DUST|567VULN|8RCR|9LHND|aDMG
466	15231 21155	   	176.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	13BEXP|23DMG|3BPWR|48ASPD|5DUR|67VULN|9RCR|aAART
467	32111 31435	   	176.17	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|29CDMG|3LHND|49DUR|59VULN|6RCR|7RCVC|8RPLT|9BPWR|aZMB
468	32111 31361	   	176.07	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|28CDMG|3LHND|48DUR|58VULN|6RCR|7RCVC|8BPWR|9CANHEL|aZMB
469	32311 35342	   	176.07	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|28CDMG|3DUST|48DUR|58VULN|6RCR|7RCVC|8BPWR|9FEWX|aZMB
470	32311 35435	   	176.07	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|29CDMG|3DUST|49DUR|59VULN|6RCR|7RCVC|8RPLT|9BPWR|aZMB
471	31122 61355	   	175.98	DCR|2AART|2VULN|2CDMG|1ZMB	12AART|3aMLV|4aCDMG|5RCVC|6RCR|7ZMB|8CGEN|9aVULN|aBPWR
