0	Index      	 *	Score 	Summary	Detail	
1	21325 62334	 * 	208.29	ACR|2DMG|2BEXP|1ASPD|1VULN|1AART	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7CGEN|8ASPD|9AART|aVULN
321	42333 32311	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7BEXP|9AART|aDUST
322	42333 32312	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7BEXP|9AART|aNUKE
323	42333 32315	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7BEXP|9AART|aAEFBLL
324	42333 32342	   	182.55	ACR|4VULN|1BASARM|1BEXP	1MLV|2LHND|389aVULN|4BASARM|5RCR|6AAC|7BEXP
325	42333 42511	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6ERES|7BEXP|9AART|aDUST
326	42333 42512	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6ERES|7BEXP|9AART|aNUKE
327	61334 82336	   	182.16	ACR|2DMG|1VULN|1ASPD|1AART	1DUR|2DMSP|3RCR|4MBVNT|5RCVC|6VULN|79DMG|8ASPD|aAART
328	61321 36261	   	182.16	ACR|3BEXP|2ASPD|1CDMG	17DUR|25DMSP|3RCR|479BEXP|67ASPD|7BPWR|8CDMG|aFEWX
329	61321 36262	   	182.16	ACR|3BEXP|2ASPD|1CDMG	17DUR|25DMSP|3RCR|479BEXP|67ASPD|7BPWR|8CDMG|aLWND
330	22143 52332	   	181.96	ACR|2DMG|2BEXP|1ASPD|1VULN	1DUST|23BEXP|4DUR|5RCR|6DMSP|79DMG|8ASPD|aVULN
331	21325 62413	   	181.96	ACR|3BEXP|2DMG|1VULN	1DUST|2DMSP|3RCR|468BEXP|56DMG|6BPWR|7CGEN|9RMIN|aVULN
332	21325 62433	   	181.96	ACR|3BEXP|2DMG|1VULN	1DUST|2DMSP|3RCR|468BEXP|56DMG|6BPWR|7CGEN|9ZMB|aVULN
333	61321 36363	   	181.95	ACR|3ASPD|2BEXP|1AAC	17DUR|25DMSP|3RCR|47BEXP|678ASPD|7BPWR|9RCVC|aAAC
334	61336 37221	   	181.86	ACR|1VULN|2AART|1DMG|1BEXP|1CDMG	1DUR|2DMSP|3RCR|4MBVNT|5DMG|6VULN|7CDMG|8BEXP|9aAART
335	61337 84221	 * 	181.86	ACR|1VULN|2AART|1ASPD|1BEXP|1CDMG	1DUR|2DMSP|3RCR|4MBVNT|5CDMG|6ASPD|7VULN|8BEXP|9aAART
336	21325 62421	   	181.86	ACR|3BEXP|2DMG|1CDMG	1DUST|2DMSP|3RCR|468BEXP|56DMG|6BPWR|7CGEN|9CDMG|aSPLARM
337	21325 27521	   	181.76	ACR|2AART|1VULN|1DMG|1BEXP|1CDMG	1DUST|2DMSP|3RCR|4BEXP|5DMG|6MBVNT|7CDMG|8VULN|9aAART
338	21336 37221	   	181.76	ACR|1VULN|2AART|1DMG|1BEXP|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6VULN|7CDMG|8BEXP|9aAART
339	21336 47521	   	181.76	ACR|2AART|1VULN|1DMG|1BEXP|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6BEXP|7CDMG|8VULN|9aAART
340	21337 35521	   	181.76	ACR|2AART|1VULN|1DMG|1BEXP|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5CDMG|6DMG|7BEXP|8VULN|9aAART
341	23156 61111	   	181.63	DCR|1BASARM|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1DUST|2CDMG|39LIT|4BASARM|5BEXP|6VULN|7ASPD|8DMG|aRCR
342	21331 37266	 * 	181.60	ACR|3ASPD|2CDMG|1VULN	179DUST|25DMSP|3RCR|4MBVNT|679ASPD|79BPWR|89CDMG|aVULN
343	42333 61124	   	181.39	ACR|2VULN|1BASARM|1DMG|1AAC	1MLV|28LHND|36VULN|4BASARM|5RCR|7DMG|9FEWX|aAAC
344	42333 65132	   	181.39	ACR|2VULN|1BASARM|1ASPD|1AAC	1MLV|289LHND|36VULN|4BASARM|5RCR|7ASPD|aAAC
345	42333 61142	   	181.29	ACR|2VULN|1BASARM|1DMG|1AAC	1MLV|28LHND|36VULN|4BASARM|5RCR|7DMG|9MDPS|aAAC
346	12115 62521	   	181.26	ACR|1BASARM|1DMG|1VULN|1CDMG|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|5DMG|6CDMG|7CGEN|8BASARM|9VULN|aZMB
347	12115 62523	   	181.26	ACR|1BASARM|1DMG|1VULN|1CDMG|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|5DMG|6CDMG|7CGEN|8BASARM|9VULN|aDMSP
348	21315 14513	   	181.23	ACR|2BASARM|1VULN|1AART	1aDUST|2DMSP|3RCR|4aZMB|5RMIN|6LHND|7VULN|8aBASARM|9AART|aBPWR
349	12115 63521	   	181.16	ACR|1BASARM|1DMG|1VULN|1CDMG|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|5DMG|6CDMG|7AME|8BASARM|9VULN|aZMB
350	12115 63523	   	181.16	ACR|1BASARM|1DMG|1VULN|1CDMG|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|5DMG|6CDMG|7AME|8BASARM|9VULN|aDMSP
351	61321 36311	   	181.10	ACR|3ASPD|2BEXP|1AAC	17DUR|25DMSP|3RCR|47BEXP|678ASPD|7BPWR|9VENFST|aAAC
352	21321 36511	   	180.90	ACR|3ASPD|2BEXP|1AAC	17DUST|25DMSP|3RCR|47BEXP|678ASPD|7BPWR|9VENFST|aAAC
353	21321 36526	   	180.90	ACR|3ASPD|2BEXP|1AAC	179DUST|25DMSP|3RCR|47BEXP|678ASPD|7BPWR|aAAC
354	42333 63253	   	180.54	ACR|3VULN|1BASARM|1AART	1aMLV|2LHND|36aVULN|4BASARM|5RCR|7CGEN|8aTLV|9AART|aBPWR
355	61334 37236	   	180.38	ACR|3ASPD|1DMG|1CDMG	17DUR|2DMSP|3RCR|4MBVNT|5RCVC|67aASPD|7BPWR|8CDMG|9DMG
356	13351 61312	 * 	180.27	ACR|2VULN|2BEXP|1ASPD|1DMG|1SELL	1SELL|2LIT|3NUKE|4RCR|56VULN|7ASPD|8aBEXP|9DMG
357	42333 32125	   	180.22	ACR|1BASARM|2VULN|1BEXP|1CDMG	1MLV|2LHND|3aVULN|4BASARM|5RCR|6AAC|7BEXP|8DUR|9CDMG
358	61336 72334	   	179.85	ACR|2ASPD|2DMG|1AART	16DUR|2DMSP|3RCR|4MBVNT|56DMG|6BPWR|7CGEN|8aASPD|9AART
359	61361 22251	   	179.78	ACR|2BASARM|2AART	1aDUR|2DMSP|3RCR|4aLHND|57AART|6RPLT|8aBASARM|9RCVC|aBPWR
360	61331 82336	   	179.70	ACR|2DMG|1VULN|1ASPD|1AART	1DUR|25DMSP|3RCR|4MBVNT|6VULN|79DMG|8ASPD|aAART
361	61336 32437	   	179.70	ACR|2DMG|1VULN|1ASPD|1AART	1DUR|2DMSP|3RCR|4MBVNT|59DMG|6VULN|7MLV|8AART|aASPD
362	21336 72335	   	179.60	ACR|2DMG|1ASPD|1VULN|1AART	16DUST|2DMSP|3RCR|4MBVNT|56DMG|6BPWR|7CGEN|8ASPD|9AART|aVULN
363	21331 37847	 * 	179.60	ACR|2ASPD|1VULN|1DMG|1AART	17DUST|25DMSP|3RCR|4MBVNT|67ASPD|7BPWR|8AART|9VULN|aDMG
364	21336 21536	   	179.60	ACR|2DMG|1VULN|1ASPD|1AART	1DUST|2DMSP|3RCR|4MBVNT|57DMG|6RPLT|8VULN|9ASPD|aAART
365	61336 33336	   	179.60	ACR|2DMG|1VULN|1ASPD|1AART	1DUR|2DMSP|3RCR|4MBVNT|59DMG|6VULN|7AEFBLL|8ASPD|aAART
366	61334 82334	   	179.58	ACR|2DMG|1VULN|1ASPD|1BEXP	1DUR|2DMSP|3RCR|4MBVNT|5RCVC|6VULN|79DMG|8ASPD|aBEXP
367	21336 36844	   	179.55	ACR|3VULN|2DMG|1BEXP	18DUST|2DMSP|3RCR|4MBVNT|58DMG|689VULN|7AAC|8BPWR|aBEXP
368	42333 14211	   	179.53	ACR|2BASARM|1VULN|1AART|1AAC	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7LWND|8AART|9MDPS|aAAC
369	61334 82332	 * 	179.46	ACR|2VULN|2DMG|1ASPD	1DUR|2DMSP|3RCR|4MBVNT|5RCVC|6aVULN|79DMG|8ASPD
370	21337 85124	 * 	179.28	ACR|2BEXP|1ASPD|1DMG|2CDMG	1DUST|2DMSP|3RCR|4MBVNT|58CDMG|6ASPD|79BEXP|aDMG
371	22143 44322	 * 	179.26	ACR|3BEXP|2AART|1ASPD|1CDMG	1DUST|236BEXP|46DUR|5RCR|6BPWR|7CDMG|8ASPD|9aAART
372	13634 11121	   	179.11	ACR|3DMG|3BEXP|1SELL	1SELL|279LIT|39LWND|4RCR|579DMG|678BEXP|79BPWR|aDUR
373	13634 11123	   	179.11	ACR|3DMG|3BEXP|1SELL	1SELL|279LIT|39aLWND|4RCR|579DMG|678BEXP|79BPWR
374	61336 37213	   	179.11	ACR|2VULN|2BEXP|1DMG|1CDMG	1DUR|2DMSP|3RCR|4MBVNT|5DMG|6aVULN|7CDMG|89BEXP
375	21325 36413	   	179.11	ACR|2VULN|2BEXP|1DMG|1CDMG	1DUST|2DMSP|3RCR|49BEXP|5DMG|6LHND|7CDMG|8aVULN
376	61337 84213	 * 	179.11	ACR|2VULN|2BEXP|1ASPD|1CDMG	1DUR|2DMSP|3RCR|4MBVNT|5CDMG|6ASPD|7aVULN|89BEXP
377	42333 52325	   	179.04	ACR|2VULN|1BASARM|2BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7aBEXP|9CGEN
378	61361 22241	   	179.02	ACR|2BASARM|2AART	1aDUR|2DMSP|3RCR|49aLHND|57AART|6RPLT|8aBASARM|aBPWR
379	13634 11124	   	179.01	ACR|3DMG|3BEXP|1SELL	1SELL|279LIT|39LWND|4RCR|579DMG|678BEXP|79BPWR|aDUST
380	21325 33542	   	179.01	ACR|3VULN|1DMG|1AART|1BEXP	1DUST|2DMSP|3RCR|4BEXP|5DMG|6LHND|78aVULN|9AART
381	21336 37213	   	179.01	ACR|2VULN|2BEXP|1DMG|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|6aVULN|7CDMG|89BEXP
382	21325 27513	   	179.01	ACR|2VULN|2BEXP|1DMG|1CDMG	1DUST|2DMSP|3RCR|49BEXP|5DMG|6MBVNT|7CDMG|8aVULN
383	21336 47513	   	179.01	ACR|2VULN|2BEXP|1DMG|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5DMG|69BEXP|7CDMG|8aVULN
384	21337 35513	   	179.01	ACR|2VULN|2BEXP|1DMG|1CDMG	1DUST|2DMSP|3RCR|4MBVNT|5CDMG|6DMG|79BEXP|8aVULN
385	21325 63314	   	179.00	ACR|2DMG|2BEXP|1VULN|1AAC	1DUST|2DMSP|3RCR|46BEXP|56DMG|6BPWR|7FEWX|8LIT|9AAC|aVULN
386	42333 22365	   	178.94	ACR|1BASARM|2VULN|2BEXP	1MLV|2LHND|39VULN|4BASARM|5RCR|6CGEN|7aBEXP|8DUST
387	42333 32325	   	178.94	ACR|2VULN|1BASARM|2BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7aBEXP|9CGEN
388	42333 52335	   	178.94	ACR|2VULN|1BASARM|2BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6ZMB|7aBEXP|9TLV
389	12115 64131	   	178.90	ACR|2DMG|2BEXP|1CDMG|1AART|1SELL	1SELL|2AEMAG|3AEFBLL|4RCR|58DMG|6CDMG|7AART|9aBEXP
390	42333 14331	   	178.89	ACR|2BASARM|2VULN|1BEXP	16MLV|2LHND|38VULN|46BASARM|5RCR|6BPWR|7LWND|9BEXP|aZMB
391	42333 14334	   	178.89	ACR|2BASARM|2VULN|1BEXP	16MLV|2LHND|38VULN|46BASARM|5RCR|6BPWR|7aLWND|9BEXP
392	42333 14335	   	178.89	ACR|2BASARM|2VULN|1BEXP	16aMLV|2LHND|38VULN|46BASARM|5RCR|6BPWR|7LWND|9BEXP
393	42333 14336	   	178.89	ACR|2BASARM|2VULN|1BEXP	16MLV|2LHND|38VULN|46BASARM|5RCR|6BPWR|7LWND|9BEXP|aDUR
394	42333 32335	   	178.84	ACR|2VULN|1BASARM|2BEXP	1MLV|2LHND|38VULN|4BASARM|5RCR|6AAC|7aBEXP|9TLV
395	42333 52211	   	178.80	ACR|1BASARM|2VULN|2BEXP|1SELL	1MLV|2LHND|3aVULN|4BASARM|5RCR|6ZMB|79BEXP|8SELL
396	42333 14333	   	178.79	ACR|2BASARM|2VULN|1BEXP	16MLV|2LHND|38VULN|46BASARM|5RCR|6BPWR|7LWND|9BEXP|aAME
397	42333 11512	   	178.70	ACR|2BASARM|1VULN|1DMG|1AART|1SELL	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8DUR|9AART|aSELL
398	42333 14232	   	178.70	ACR|2BASARM|1VULN|1ASPD|1AART|1SELL	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7LWND|8AART|9ASPD|aSELL
399	42333 15512	   	178.70	ACR|2BASARM|1VULN|1ASPD|1AART|1SELL	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8DUR|9AART|aSELL
400	42333 32211	   	178.70	ACR|1BASARM|2VULN|2BEXP|1SELL	1MLV|2LHND|3aVULN|4BASARM|5RCR|6AAC|79BEXP|8SELL
401	61361 22253	   	178.64	ACR|1BASARM|2AART|1BEXP	1DUR|2DMSP|3RCR|4LHND|57AART|6RPLT|8BASARM|9RCVC|aBEXP
402	42333 11312	   	178.60	ACR|2BASARM|1VULN|1DMG|1AART|1SELL	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7DMG|8LEGI|9AART|aSELL
403	42333 15312	   	178.60	ACR|2BASARM|1VULN|1ASPD|1AART|1SELL	16MLV|2LHND|3VULN|46BASARM|5RCR|6BPWR|7ASPD|8LEGI|9AART|aSELL
404	21345 62233	   	178.51	ACR|2DMG|1ASPD|1VULN|1CDMG	1DUST|2DMSP|3RCR|46DUR|56DMG|6BPWR|7CGEN|8CDMG|9ASPD|aVULN
405	61321 36632	   	178.48	ACR|2ASPD|2BEXP|1DMG	17DUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8RCVC|9DMG|aRPLT
406	61321 36633	   	178.48	ACR|2ASPD|2BEXP|1DMG	17aDUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8RCVC|9DMG
407	61355 12333	   	178.41	ACR|2DMG|1ASPD|1VULN|1CDMG	1DUR|2DMSP|3RCR|4FEWX|57DMG|6ERES|8CDMG|9ASPD|aVULN
408	61321 36631	   	178.38	ACR|2ASPD|2BEXP|1DMG	17DUR|25DMSP|3RCR|47BEXP|67ASPD|7BPWR|8RCVC|9DMG|aTLV
409	61334 37237	   	178.37	ACR|2ASPD|1DMG|1AART|1CDMG	17DUR|2DMSP|3RCR|4MBVNT|5RCVC|67ASPD|7BPWR|8CDMG|9DMG|aAART
410	61334 37274	   	178.37	ACR|2ASPD|1DMG|1BEXP|1CDMG	17DUR|2DMSP|3RCR|4MBVNT|5RCVC|67ASPD|7BPWR|8CDMG|9BEXP|aDMG
411	21345 12333	   	178.31	ACR|2DMG|1ASPD|1VULN|1CDMG	1DUST|2DMSP|3RCR|4DUR|57DMG|6ERES|8CDMG|9ASPD|aVULN
412	61336 37244	 * 	178.31	ACR|2DMG|1VULN|2CDMG|1BEXP	1DUR|2DMSP|3RCR|4MBVNT|59DMG|6VULN|7aCDMG|8BEXP
413	21325 36324	 * 	178.29	ACR|1ASPD|1DMG|1BASICY|1BEXP|1CDMG	1DUST|2DMSP|3RCR|4BEXP|5DMG|6LHND|7CDMG|8ASPD|9FEWX|aBASICY
