0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42315 31622	5	 * 	270.68	橙5易伤1等级1时间1攻速	15基地爆炸23456易伤5序列升级7核8攻速9等级a时间
438	22315 33838	8	   	243.85	橙4易伤1伤害1等级	15敌人爆炸2345易伤5序列升级6加一7核8金币生成9等级a伤害
439	22316 65313	4	   	243.85	橙4易伤1伤害1等级	1敌人爆炸2349易伤5平台6核7矿等8等级a伤害
440	22365 33481	10	   	243.85	橙4易伤1伤害1等级	15敌人爆炸2359易伤4立即金币5序列升级6加一7核8等级a伤害
441	42311 53211	10	   	243.85	橙4易伤1伤害1时间	1基地爆炸2349易伤5低血量敌人6时间7最后敌人8伤害a核
442	42315 33418	10	   	243.85	橙4易伤1伤害1等级	159基地爆炸2345易伤5序列升级6加一7核8等级a伤害
443	42315 33428	9	   	243.85	橙4易伤1伤害1等级	15基地爆炸2345易伤5序列升级6加一7核8等级9金币生成a伤害
444	42315 33438	8	   	243.85	橙4易伤1伤害1等级	15基地爆炸2345易伤5序列升级6加一7核8等级9金币生成a伤害
445	42315 33448	9	   	243.85	橙4易伤1伤害1等级	15基地爆炸2345易伤5序列升级6加一7核8等级9矿等a伤害
446	42315 33471	10	   	243.85	橙4易伤1伤害1等级	15基地爆炸2345易伤5序列升级6加一7核8等级9双倍矿a伤害
447	22315 11421	5	   	243.85	橙4易伤1伤害1等级	156敌人爆炸2345易伤5序列升级7核8等级9赏金塔a伤害
448	22315 32528	6	   	243.85	橙4易伤1伤害1等级	15敌人爆炸2345易伤5序列升级6加一7金币生成8等级9核a伤害
449	22215 33481	10	   	243.85	橙4易伤1伤害1等级	15敌人爆炸2459易伤3立即金币5序列升级6加一7核8等级a伤害
450	42215 33481	10	   	243.85	橙4易伤1伤害1等级	15基地爆炸2459易伤3立即金币5序列升级6加一7核8等级a伤害
451	22311 11664	5	   	243.75	橙4易伤1伤害1时间	1敌人爆炸2348易伤5低血量敌人6赏金塔7核9时间a伤害
452	22311 56211	10	   	243.75	橙4易伤1伤害1时间	1敌人爆炸2349易伤5低血量敌人6时间7挖尘8伤害a核
453	22313 53211	10	   	243.75	橙4易伤1伤害1时间	1敌人爆炸2349易伤5挖尘6时间7最后敌人8伤害a核
454	22315 33375	7	   	243.75	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6加一7核8赏金塔9时间a伤害
455	22315 33484	8	   	243.75	橙4易伤2等级1时间	15敌人爆炸2345易伤5序列升级6加一7核8a等级9时间
456	22315 33524	9	   	243.75	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6加一7核8时间9双倍物品a伤害
457	22315 33548	10	   	243.75	橙4易伤1伤害1时间	15敌人爆炸2345易伤5序列升级6加一7核8时间9挖尘a伤害
458	22315 33838	7	   	243.75	橙4易伤1伤害1等级	15敌人爆炸2345易伤5序列升级6加一7核8掉矿9等级a伤害
459	22334 15136	3	   	243.75	橙4易伤1伤害1时间	1敌人爆炸238a易伤4挖尘5时间6平台7伤害9核
460	22335 25136	3	   	243.75	橙4易伤1伤害1时间	1敌人爆炸238a易伤4挖尘5平台6时间7伤害9核
461	42311 56211	10	   	243.75	橙4易伤1伤害1时间	1基地爆炸2349易伤5低血量敌人6时间7挖尘8伤害a核
462	42313 53211	10	   	243.75	橙4易伤1伤害1时间	1基地爆炸2349易伤5挖尘6时间7最后敌人8伤害a核
463	42315 33484	8	   	243.75	橙4易伤2等级1时间	15基地爆炸2345易伤5序列升级6加一7核8a等级9时间
464	42315 33524	9	   	243.75	橙4易伤1伤害1时间	15基地爆炸2345易伤5序列升级6加一7核8时间9双倍物品a伤害
465	42325 36122	4	   	243.75	橙4易伤1伤害1时间	1基地爆炸2367易伤4掉矿5伤害8时间9核a双倍矿
466	42325 36123	4	   	243.75	橙4易伤1伤害1时间	1基地爆炸2367易伤4掉矿5伤害8时间9核a策反
467	32123 13253	8	   	243.71	橙3易伤3时间2雷电	13a掉矿267时间45a易伤8a雷电9核a序列升级
468	22315 43621	8	   	243.71	橙4易伤1伤害1时间1卖塔	15敌人爆炸2345易伤5序列升级6策反7时间8伤害9核a卖塔
469	22315 53621	8	   	243.71	橙4易伤1伤害1时间1卖塔	15敌人爆炸2345易伤5序列升级6金币生成7时间8伤害9核a卖塔
470	22414 63311	9	   	243.71	橙4易伤2暴击1时间1卖塔	18敌人爆炸289a易伤3最后敌人4卖塔5时间68暴击7核8序列升级
471	22313 11664	5	   	243.65	橙4易伤1伤害1时间	1敌人爆炸2348易伤5挖尘6赏金塔7核9时间a伤害
472	22313 51264	9	   	243.65	橙4易伤2暴击1时间	1敌人爆炸2347易伤5挖尘6时间89暴击a核
473	32123 52433	8	   	243.65	橙4易伤1伤害1时间	13掉矿2时间457a易伤6策反8核9伤害
474	32633 81384	3	   	243.55	橙4易伤1伤害1时间	1掉矿2时间3伤害4加一5赏金塔679a易伤8核
475	42325 36121	4	   	243.51	橙4易伤1伤害1时间1卖塔	1基地爆炸2367易伤4掉矿5伤害8时间9核a卖塔
476	42315 31122	5	   	243.43	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8金币生成9矿等a时间
477	42315 31135	5	   	243.43	橙5易伤1时间	159基地爆炸23456易伤5序列升级7核8金币生成a时间
478	42315 31141	5	   	243.43	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8a金币生成9时间
479	42315 31143	5	   	243.43	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8金币生成9时间a随机矿
480	42315 31152	5	   	243.43	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8金币生成9低血量敌人a时间
481	42315 31321	5	   	243.43	橙5易伤1等级	15基地爆炸23456易伤5序列升级7核8策反9等级a低血量敌人
482	42315 31335	5	   	243.43	橙5易伤1时间	159基地爆炸23456易伤5序列升级7核8策反a时间
483	42315 31341	5	   	243.43	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8策反9时间a金币生成
484	42315 31342	5	   	243.43	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8策反9时间a低血量敌人
485	42315 31413	5	   	243.43	橙5易伤1时间	158基地爆炸23456易伤58序列升级7核9低血量敌人a时间
486	42315 31423	5	   	243.43	橙5易伤1时间	158基地爆炸23456易伤58序列升级7核9平台a时间
487	42315 31511	5	   	243.43	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8敌人爆炸9最后敌人a时间
488	42315 31532	5	   	243.43	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8敌人爆炸9金币生成a时间
489	42315 34323	5	   	243.43	橙5易伤1等级	15基地爆炸23456易伤5序列升级7低血量敌人8策反9等级a核
490	22315 11613	5	   	243.43	橙5易伤1时间	156敌人爆炸23458易伤5序列升级7核9低血量敌人a时间
491	22315 11623	5	   	243.43	橙5易伤1时间	156敌人爆炸23458易伤5序列升级7核9平台a时间
492	22315 11653	5	   	243.43	橙5易伤1时间	156敌人爆炸23458易伤5序列升级7核9最后敌人a时间
493	22315 11661	5	   	243.43	橙5易伤1时间	156敌人爆炸23458易伤5序列升级7核9时间a基地爆炸
494	22315 11662	5	   	243.43	橙5易伤1时间	156敌人爆炸23458易伤5序列升级7核9时间a金币生成
495	22315 22112	10	   	243.43	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6低血量敌人8立即金币9核a时间
496	22315 22112	9	   	243.43	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6低血量敌人8立即金币9核a时间
497	22315 22163	7	   	243.43	橙5易伤1等级	15敌人爆炸23457易伤5序列升级6低血量敌人8金币生成9等级a核
498	22315 22323	7	   	243.43	橙5易伤1等级	15敌人爆炸23457易伤5序列升级6低血量敌人8策反9等级a核
499	22315 22412	9	   	243.43	橙5易伤1等级	15敌人爆炸23457易伤5序列升级6低血量敌人8平台9核a等级
500	22365 22633	8	   	243.43	橙5易伤1等级	15敌人爆炸23579易伤4立即金币5序列升级6低血量敌人8等级a核
501	42315 22112	10	   	243.43	橙5易伤1时间	15基地爆炸23457易伤5序列升级6低血量敌人8立即金币9核a时间
502	42315 22112	9	   	243.43	橙5易伤1时间	15基地爆炸23457易伤5序列升级6低血量敌人8立即金币9核a时间
503	42315 22163	7	   	243.43	橙5易伤1等级	15基地爆炸23457易伤5序列升级6低血量敌人8金币生成9等级a核
504	42315 22323	7	   	243.43	橙5易伤1等级	15基地爆炸23457易伤5序列升级6低血量敌人8策反9等级a核
505	42315 22412	9	   	243.43	橙5易伤1等级	15基地爆炸23457易伤5序列升级6低血量敌人8平台9核a等级
506	42315 23623	8	   	243.43	橙5易伤1等级	15基地爆炸23458易伤5序列升级6低血量敌人7策反9等级a核
507	22215 22633	8	   	243.43	橙5易伤1等级	15敌人爆炸24579易伤3立即金币5序列升级6低血量敌人8等级a核
508	42215 22633	8	   	243.43	橙5易伤1等级	15基地爆炸24579易伤3立即金币5序列升级6低血量敌人8等级a核
509	22311 62112	9	   	243.33	橙5易伤1时间	1敌人爆炸23467易伤5低血量敌人8立即金币9核a时间
510	22311 62112	10	   	243.33	橙5易伤1时间	1敌人爆炸23467易伤5低血量敌人8立即金币9核a时间
511	22311 62163	7	   	243.33	橙5易伤1等级	1敌人爆炸23467易伤5低血量敌人8金币生成9等级a核
512	22311 62323	7	   	243.33	橙5易伤1等级	1敌人爆炸23467易伤5低血量敌人8策反9等级a核
513	22311 62412	9	   	243.33	橙5易伤1等级	1敌人爆炸23467易伤5低血量敌人8平台9核a等级
514	22311 62512	10	   	243.33	橙5易伤1时间	18敌人爆炸23467易伤5低血量敌人9核a时间
515	22311 62512	9	   	243.33	橙5易伤1时间	18敌人爆炸23467易伤5低血量敌人9核a时间
516	22315 12112	9	   	243.33	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6挖尘8立即金币9核a时间
517	22315 12143	7	   	243.33	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6挖尘8金币生成9时间a核
518	22315 12163	9	   	243.33	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6挖尘8立即金币9时间a核
519	22315 12163	8	   	243.33	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6挖尘8立即金币9时间a核
520	22315 12412	9	   	243.33	橙5易伤1等级	15敌人爆炸23457易伤5序列升级6挖尘8平台9核a等级
521	22315 12414	10	   	243.33	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6挖尘8平台9核a时间
522	22315 32222	9	   	243.33	橙5易伤1等级	158敌人爆炸23457易伤5序列升级6加一9核a等级
523	22315 32224	10	   	243.33	橙5易伤1时间	158敌人爆炸23457易伤5序列升级6加一9核a时间
524	22315 32311	7	   	243.33	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6加一8核9最后敌人a时间
525	22315 32332	7	   	243.33	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6加一8核9金币生成a时间
526	22315 33411	9	   	243.33	橙5易伤1等级	15敌人爆炸2345a易伤5序列升级6加一7核8等级9基地爆炸
527	22315 33421	10	   	243.33	橙5易伤1等级	159敌人爆炸2345a易伤5序列升级6加一7核8等级
528	22315 33443	8	   	243.33	橙5易伤1等级	15敌人爆炸2345a易伤5序列升级6加一7核8等级9双倍矿
529	22315 33454	8	   	243.33	橙5易伤1等级	15敌人爆炸2345a易伤5序列升级6加一7核8等级9额外掉落
530	22315 33461	8	   	243.33	橙5易伤1等级	15敌人爆炸2345a易伤5序列升级6加一7核8等级9低血量敌人
531	22315 33461	9	   	243.33	橙5易伤1等级	15敌人爆炸2345a易伤5序列升级6加一7核8等级9低血量敌人
532	22315 33473	9	   	243.33	橙5易伤1等级	15敌人爆炸2345a易伤5序列升级6加一7核8等级9双倍矿
533	22315 33481	9	   	243.33	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a金币生成
534	22315 33482	9	   	243.33	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a低血量敌人
535	22315 33483	10	   	243.33	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a低血量敌人
536	22315 33484	9	   	243.33	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a矿等
537	22315 33484	10	   	243.33	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a基地爆炸
538	22315 33485	9	   	243.33	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a最后敌人
539	22315 33485	10	   	243.33	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a平台
540	22315 33511	9	   	243.33	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9随机矿
541	22315 33511	8	   	243.33	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9金币生成
542	22315 33518	10	   	243.33	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9随机矿
543	22315 33543	8	   	243.33	橙5易伤1时间	15敌人爆炸23459易伤5序列升级6加一7核8时间a低血量敌人
544	22315 33548	8	   	243.33	橙5易伤1时间	15敌人爆炸23459易伤5序列升级6加一7核8时间a最后敌人
545	22315 33551	9	   	243.33	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9金币生成
546	22315 33581	9	   	243.33	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9矿等
547	22315 33611	7	   	243.33	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9金币生成
548	22315 33643	7	   	243.33	橙5易伤1时间	15敌人爆炸23459易伤5序列升级6加一7核8时间a低血量敌人
549	22315 33648	7	   	243.33	橙5易伤1时间	15敌人爆炸23459易伤5序列升级6加一7核8时间a最后敌人
550	22315 33682	8	   	243.33	橙5易伤1等级	158敌人爆炸23459易伤5序列升级6加一7核a等级
551	22315 33881	10	   	243.33	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8金币生成a等级
552	22315 33881	8	   	243.33	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8金币生成9时间
553	22315 33882	9	   	243.33	橙5易伤1时间	15敌人爆炸23459易伤5序列升级6加一7核8金币生成a时间
554	22365 12312	9	   	243.33	橙5易伤1时间	15敌人爆炸23578易伤4立即金币5序列升级6挖尘9核a时间
555	22365 12363	9	   	243.33	橙5易伤1时间	15敌人爆炸23578易伤4立即金币5序列升级6挖尘9时间a核
556	22365 12363	8	   	243.33	橙5易伤1时间	15敌人爆炸23578易伤4立即金币5序列升级6挖尘9时间a核
557	22365 33483	9	   	243.33	橙5易伤1等级	15敌人爆炸2359a易伤4立即金币5序列升级6加一7核8等级
558	42311 62112	9	   	243.33	橙5易伤1时间	1基地爆炸23467易伤5低血量敌人8立即金币9核a时间
559	42311 62112	10	   	243.33	橙5易伤1时间	1基地爆炸23467易伤5低血量敌人8立即金币9核a时间
560	42311 62163	7	   	243.33	橙5易伤1等级	1基地爆炸23467易伤5低血量敌人8金币生成9等级a核
561	42311 62323	7	   	243.33	橙5易伤1等级	1基地爆炸23467易伤5低血量敌人8策反9等级a核
562	42311 62412	9	   	243.33	橙5易伤1等级	1基地爆炸23467易伤5低血量敌人8平台9核a等级
563	42311 63623	8	   	243.33	橙5易伤1等级	1基地爆炸23468易伤5低血量敌人7策反9等级a核
564	42315 12112	9	   	243.33	橙5易伤1时间	15基地爆炸23457易伤5序列升级6挖尘8立即金币9核a时间
565	42315 12143	7	   	243.33	橙5易伤1时间	15基地爆炸23457易伤5序列升级6挖尘8金币生成9时间a核
566	42315 12163	9	   	243.33	橙5易伤1时间	15基地爆炸23457易伤5序列升级6挖尘8立即金币9时间a核
567	42315 12163	8	   	243.33	橙5易伤1时间	15基地爆炸23457易伤5序列升级6挖尘8立即金币9时间a核
568	42315 12412	9	   	243.33	橙5易伤1等级	15基地爆炸23457易伤5序列升级6挖尘8平台9核a等级
569	42315 31211	5	   	243.33	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8挖尘9最后敌人a时间
570	42315 31232	5	   	243.33	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8挖尘9金币生成a时间
571	42315 31262	5	   	243.33	橙5易伤1等级	15基地爆炸23456易伤5序列升级7核8挖尘9平台a等级
572	42315 31323	5	   	243.33	橙5易伤1等级	15基地爆炸23456易伤5序列升级7核8策反9等级a加一
573	42315 31325	5	   	243.33	橙5易伤1等级	15基地爆炸23456易伤5序列升级7核8策反9等级a赏金邻近
574	42315 31343	5	   	243.33	橙5易伤1时间	15基地爆炸23456易伤5序列升级7核8策反9时间a掉矿
575	42315 32311	7	   	243.33	橙5易伤1时间	15基地爆炸23457易伤5序列升级6加一8核9最后敌人a时间
576	42315 32332	7	   	243.33	橙5易伤1时间	15基地爆炸23457易伤5序列升级6加一8核9金币生成a时间
577	42315 32523	5	   	243.33	橙5易伤1等级	15基地爆炸23456易伤5序列升级7等级8掉矿9低血量敌人a核
578	42315 33411	8	   	243.33	橙5易伤1等级	15基地爆炸2345a易伤5序列升级6加一7核8等级9敌人爆炸
579	42315 33411	10	   	243.33	橙5易伤1等级	159基地爆炸2345a易伤5序列升级6加一7核8等级
580	42315 33421	8	   	243.33	橙5易伤1等级	15基地爆炸2345a易伤5序列升级6加一7核8等级9最后敌人
581	42315 33431	9	   	243.33	橙5易伤1等级	15基地爆炸2345a易伤5序列升级6加一7核8等级9最后敌人
582	42315 33438	10	   	243.33	橙5易伤1等级	15基地爆炸2345a易伤5序列升级6加一7核8等级9最后敌人
583	42315 33461	8	   	243.33	橙5易伤1等级	15基地爆炸2345a易伤5序列升级6加一7核8等级9低血量敌人
584	42315 33461	9	   	243.33	橙5易伤1等级	15基地爆炸2345a易伤5序列升级6加一7核8等级9低血量敌人
585	42315 33473	9	   	243.33	橙5易伤1等级	15基地爆炸2345a易伤5序列升级6加一7核8等级9双倍矿
586	42315 33481	9	   	243.33	橙5易伤1等级	15基地爆炸23459易伤5序列升级6加一7核8等级a金币生成
587	42315 33482	9	   	243.33	橙5易伤1等级	15基地爆炸23459易伤5序列升级6加一7核8等级a低血量敌人
588	42315 33483	10	   	243.33	橙5易伤1等级	15基地爆炸23459易伤5序列升级6加一7核8等级a低血量敌人
589	42315 33484	9	   	243.33	橙5易伤1等级	15基地爆炸23459易伤5序列升级6加一7核8等级a矿等
590	42315 33484	10	   	243.33	橙5易伤1等级	15a基地爆炸23459易伤5序列升级6加一7核8等级
591	42315 33511	8	   	243.33	橙5易伤1时间	15基地爆炸2345a易伤5序列升级6加一7核8时间9金币生成
592	42315 33511	9	   	243.33	橙5易伤1时间	15基地爆炸2345a易伤5序列升级6加一7核8时间9随机矿
593	42315 33611	7	   	243.33	橙5易伤1时间	15基地爆炸2345a易伤5序列升级6加一7核8时间9金币生成
594	42365 12312	9	   	243.33	橙5易伤1时间	15基地爆炸23578易伤4立即金币5序列升级6挖尘9核a时间
595	22211 62633	8	   	243.33	橙5易伤1等级	1敌人爆炸24679易伤3立即金币5低血量敌人8等级a核
596	22215 12312	9	   	243.33	橙5易伤1时间	15敌人爆炸24578易伤3立即金币5序列升级6挖尘9核a时间
597	22215 12363	9	   	243.33	橙5易伤1时间	15敌人爆炸24578易伤3立即金币5序列升级6挖尘9时间a核
598	22215 12363	8	   	243.33	橙5易伤1时间	15敌人爆炸24578易伤3立即金币5序列升级6挖尘9时间a核
599	22315 11635	5	   	243.33	橙5易伤1时间	156敌人爆炸23458易伤5序列升级7核9掉矿a时间
600	22315 22663	8	   	243.33	橙5易伤1等级	15敌人爆炸23457易伤5序列升级6低血量敌人8掉矿9等级a核
601	22315 38382	7	   	243.33	橙5易伤1等级	157敌人爆炸23459易伤5序列升级6加一8核a等级
602	22361 62633	8	   	243.33	橙5易伤1等级	1敌人爆炸23679易伤4立即金币5低血量敌人8等级a核
603	42211 62633	8	   	243.33	橙5易伤1等级	1基地爆炸24679易伤3立即金币5低血量敌人8等级a核
604	42215 12312	9	   	243.33	橙5易伤1时间	15基地爆炸24578易伤3立即金币5序列升级6挖尘9核a时间
605	42215 12363	8	   	243.33	橙5易伤1时间	15基地爆炸24578易伤3立即金币5序列升级6挖尘9时间a核
606	42215 12363	9	   	243.33	橙5易伤1时间	15基地爆炸24578易伤3立即金币5序列升级6挖尘9时间a核
607	42315 34382	6	   	243.33	橙5易伤1等级	157基地爆炸23459易伤5序列升级6加一8核a等级
608	42315 34382	7	   	243.33	橙5易伤1等级	157基地爆炸23459易伤5序列升级6加一8核a等级
609	63511 32512	10	   	243.33	橙5易伤1时间	1矿等2金币生成34678易伤5低血量敌人9核a时间
610	66511 32233	8	   	243.33	橙5易伤1时间	1矿等2随机矿34679易伤5低血量敌人8时间a核
611	22215 33483	9	   	243.33	橙5易伤1等级	15敌人爆炸2459a易伤3立即金币5序列升级6加一7核8等级
612	42215 33483	9	   	243.33	橙5易伤1等级	15基地爆炸2459a易伤3立即金币5序列升级6加一7核8等级
613	22311 11665	5	   	243.23	橙5易伤1时间	1敌人爆炸2348a易伤5低血量敌人6赏金塔7核9时间
614	22311 62663	8	   	243.23	橙5易伤1等级	1敌人爆炸23467易伤5低血量敌人8掉矿9等级a核
615	22313 62112	9	   	243.23	橙5易伤1时间	1敌人爆炸23467易伤5挖尘8立即金币9核a时间
616	22313 62143	7	   	243.23	橙5易伤1时间	1敌人爆炸23467易伤5挖尘8金币生成9时间a核
617	22313 62163	9	   	243.23	橙5易伤1时间	1敌人爆炸23467易伤5挖尘8立即金币9时间a核
618	22313 62163	8	   	243.23	橙5易伤1时间	1敌人爆炸23467易伤5挖尘8立即金币9时间a核
619	22313 62212	9	   	243.23	橙5易伤1时间	18敌人爆炸23467易伤5挖尘9核a时间
620	22313 62263	9	   	243.23	橙5易伤1时间	18敌人爆炸23467易伤5挖尘9时间a核
621	22313 62263	8	   	243.23	橙5易伤1时间	18敌人爆炸23467易伤5挖尘9时间a核
622	22313 62363	7	   	243.23	橙5易伤1时间	18敌人爆炸23467易伤5挖尘9时间a核
623	22313 62412	9	   	243.23	橙5易伤1等级	1敌人爆炸23467易伤5挖尘8平台9核a等级
624	22313 62414	10	   	243.23	橙5易伤1时间	1敌人爆炸23467易伤5挖尘8平台9核a时间
625	22313 62463	7	   	243.23	橙5易伤1时间	18敌人爆炸23467易伤58挖尘8序列升级9时间a核
626	22315 12263	7	   	243.23	橙5易伤1时间	15敌人爆炸23457易伤5序列升级68挖尘9时间a核
627	22315 16312	9	   	243.23	橙5易伤1时间	15敌人爆炸23458易伤5序列升级67挖尘9核a时间
628	22315 16363	8	   	243.23	橙5易伤1时间	15敌人爆炸23458易伤5序列升级67挖尘9时间a核
629	22315 16363	9	   	243.23	橙5易伤1时间	15敌人爆炸23458易伤5序列升级67挖尘9时间a核
630	22315 32384	7	   	243.23	橙5易伤1等级	15敌人爆炸23457易伤5序列升级6加一8核9赏金邻近a等级
631	22315 32754	9	   	243.23	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6加一8掉矿9时间a核
632	22315 32754	8	   	243.23	橙5易伤1时间	15敌人爆炸23457易伤5序列升级6加一8掉矿9时间a核
633	22315 33181	7	   	243.23	橙5易伤1时间	15敌人爆炸23459易伤5序列升级6加一7核8挖尘a时间
634	22315 33374	7	   	243.23	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8赏金塔9时间
635	22315 33451	9	   	243.23	橙5易伤1等级	15敌人爆炸2345a易伤5序列升级6加一7核8等级9挖尘
636	22315 33482	10	   	243.23	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a挖尘
637	22315 33483	9	   	243.23	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a掉矿
638	22315 33525	9	   	243.23	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9双倍物品
639	22315 33544	8	   	243.23	橙5易伤1时间	15敌人爆炸23459易伤5序列升级6加一7核8时间a挖青
640	22315 33554	8	   	243.23	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9赏金邻近
641	22315 33561	9	   	243.23	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9掉矿
642	22315 33644	7	   	243.23	橙5易伤1时间	15敌人爆炸23459易伤5序列升级6加一7核8时间a挖青
643	22315 33654	7	   	243.23	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8时间9赏金邻近
644	22315 33881	7	   	243.23	橙5易伤1时间	15敌人爆炸2345a易伤5序列升级6加一7核8掉矿9时间
645	22315 37481	7	   	243.23	橙5易伤1时间	15敌人爆炸23459易伤5序列升级6加一7挖尘8核a时间
646	22363 62312	9	   	243.23	橙5易伤1时间	1敌人爆炸23678易伤4立即金币5挖尘9核a时间
647	22363 62363	8	   	243.23	橙5易伤1时间	1敌人爆炸23678易伤4立即金币5挖尘9时间a核
648	22363 62363	9	   	243.23	橙5易伤1时间	1敌人爆炸23678易伤4立即金币5挖尘9时间a核
649	32515 11432	4	   	243.23	橙5易伤1时间	158掉矿2时间38矿等4589a易伤58序列升级6赏金塔7核
650	36511 32233	8	   	243.23	橙5易伤1时间	1掉矿2随机矿34679易伤5低血量敌人8时间a核
651	36511 32512	10	   	243.23	橙5易伤1时间	1掉矿2随机矿34678易伤5低血量敌人9核a时间
652	36515 22233	8	   	243.23	橙5易伤1时间	15掉矿2随机矿34579易伤5序列升级6低血量敌人8时间a核
653	42313 62112	9	   	243.23	橙5易伤1时间	1基地爆炸23467易伤5挖尘8立即金币9核a时间
654	42313 62143	7	   	243.23	橙5易伤1时间	1基地爆炸23467易伤5挖尘8金币生成9时间a核
655	42313 62163	8	   	243.23	橙5易伤1时间	1基地爆炸23467易伤5挖尘8立即金币9时间a核
656	42313 62163	9	   	243.23	橙5易伤1时间	1基地爆炸23467易伤5挖尘8立即金币9时间a核
657	42313 62412	9	   	243.23	橙5易伤1等级	1基地爆炸23467易伤5挖尘8平台9核a等级
658	42315 12263	7	   	243.23	橙5易伤1时间	15基地爆炸23457易伤5序列升级68挖尘9时间a核
659	42315 16312	9	   	243.23	橙5易伤1时间	15基地爆炸23458易伤5序列升级67挖尘9核a时间
660	42315 32384	7	   	243.23	橙5易伤1等级	15基地爆炸23457易伤5序列升级6加一8核9赏金邻近a等级
661	42315 33374	7	   	243.23	橙5易伤1时间	15基地爆炸2345a易伤5序列升级6加一7核8赏金塔9时间
662	42315 33451	9	   	243.23	橙5易伤1等级	15基地爆炸2345a易伤5序列升级6加一7核8等级9挖尘
663	42315 33482	10	   	243.23	橙5易伤1等级	15基地爆炸23459易伤5序列升级6加一7核8等级a挖尘
664	42315 33483	9	   	243.23	橙5易伤1等级	15基地爆炸23459易伤5序列升级6加一7核8等级a掉矿
665	42363 62312	9	   	243.23	橙5易伤1时间	1基地爆炸23678易伤4立即金币5挖尘9核a时间
666	63513 32512	9	   	243.23	橙5易伤1时间	1矿等2金币生成34678易伤5挖尘9核a时间
667	66513 32312	9	   	243.23	橙5易伤1时间	1矿等2随机矿34678易伤5挖尘9核a时间
668	22213 62312	9	   	243.23	橙5易伤1时间	1敌人爆炸24678易伤3立即金币5挖尘9核a时间
669	22213 62363	9	   	243.23	橙5易伤1时间	1敌人爆炸24678易伤3立即金币5挖尘9时间a核
670	22213 62363	8	   	243.23	橙5易伤1时间	1敌人爆炸24678易伤3立即金币5挖尘9时间a核
671	42213 62312	9	   	243.23	橙5易伤1时间	1基地爆炸24678易伤3立即金币5挖尘9核a时间
672	42213 62363	8	   	243.23	橙5易伤1时间	1基地爆炸24678易伤3立即金币5挖尘9时间a核
673	42213 62363	9	   	243.23	橙5易伤1时间	1基地爆炸24678易伤3立即金币5挖尘9时间a核
674	61313 21316	10	   	243.17	橙3易伤1伤害1时间1暴击	1矿等2雷电3伤害489易伤5时间6暴击7金币生成a核
