0	Index      	 *	Score 	Summary	Detail	
1	43642 22222	 * 	195.97	DCR|3VULN|2DMG|1AART|2ZMB|1DUR	1DUR|24ZMB|34DMG|4BPWR|5RCVC|678VULN|9RCR|aAART
319	31215 22526	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4BEXP|58DMG|6LHND|7VULN|9ZMB|aAART
320	31234 21526	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2DUST|3RCR|48DMG|5VULN|6LHND|7BEXP|9ZMB|aAART
321	21423 21536	   	170.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2AART|3CDMG|4VULN|5DMG|6ASPD|7RCR|8ZMB|9RCVC|aDUR
322	36323 21536	   	170.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2AART|3MLV|4VULN|5DMG|6ASPD|7RCR|8ZMB|9RCVC|aDUR
323	33213 35416	   	170.13	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2RMIN|3MLV|4BEXP|5DMG|6AART|7aVULN|8RCR|9FLTHEA
324	21356 25313	   	170.12	DCR|2AART|2DMG|1VULN|1CDMG	1CGEN|23AART|4LSRHEA|5CDMG|6DUST|79DMG|8RCR|aVULN
325	52513 31334	   	170.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9DUST|aERES
326	52513 31336	   	170.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9aDUST
327	42513 32362	   	170.06	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|68AART|7BEXP|9CGEN|aRCR
328	31121 64115	 * 	170.05	ACR|3VULN|1AART|2CDMG|2ASPD	17CDMG|2DUST|37ASPD|4RPLT|5RCR|678VULN|7BPWR|9LHND|aAART
329	31121 64125	   	170.05	ACR|3VULN|1AART|2CDMG|2ASPD	17CDMG|2DUST|37ASPD|4RPLT|5RCR|678VULN|7BPWR|9LWND|aAART
330	31121 64316	   	170.05	ACR|3VULN|1AART|2CDMG|2ASPD	17CDMG|2DUST|37ASPD|4RPLT|5RCR|679VULN|7BPWR|8CGEN|aAART
331	21232 11324	   	169.98	DCR|2VULN|1AART|2FLTHEA|1CDMG|1ZMB	1aCGEN|2AART|3ZMB|4aFLTHEA|5CDMG|67FEWX|8RCR|9aVULN|aBPWR
332	21233 26324	   	169.98	DCR|2VULN|1AART|2FLTHEA|1CDMG|1ZMB	1aCGEN|2AART|3ZMB|4aFLTHEA|56LHND|7CDMG|8RCR|9aVULN|aBPWR
333	42513 32322	   	169.96	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|68AART|7BEXP|9TLV|aRCR
334	52513 31134	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|23VULN|4CDMG|5DMG|6AART|7RCR|8CGEN|9LHND|aZMB
335	52513 31513	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19BEXP|23VULN|4CDMG|5DMG|6AART|7RCR|8ZMB|aDMSP
336	52513 31531	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|23VULN|4CDMG|5DMG|6AART|7RCR|8ZMB|9LHND|aLIT
337	53313 21436	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3MLV|4CDMG|5DMG|6RCR|7RMIN|89VULN|aAART
338	53333 21436	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3MLV|4DMG|5CDMG|6RCR|7RMIN|89VULN|aAART
339	21423 21155	   	169.82	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18CGEN|2AART|3CDMG|4aVULN|5DMG|6ASPD|7RCR|9RCVC
340	21423 21233	   	169.82	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2AART|3CDMG|4aVULN|5DMG|6ASPD|7RCR|8LHND|9RCVC
341	21232 12344	   	169.82	DCR|2VULN|1AART|2ZMB|1CDMG|1FLTHEA	1CGEN|2AART|3aZMB|4FLTHEA|5CDMG|6aFEWX|7RCR|8DUST|9aVULN|aBPWR
342	52513 31512	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19BEXP|23VULN|4CDMG|5DMG|6AART|7RCR|8ZMB|aTLV
343	52513 31532	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|23VULN|4CDMG|5DMG|6AART|7RCR|8ZMB|9LHND|aDUST
344	52513 31533	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|23VULN|4CDMG|5DMG|6AART|7RCR|8ZMB|9LHND|aERES
345	31221 41246	 * 	169.64	ACR|3VULN|3CDMG|1AART	14aCDMG|2aDUST|3RCR|5FEWX|6AART|7LHND|89aVULN|aBPWR
346	31231 46142	   	169.41	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD	19CDMG|29DUST|3RCR|4DMG|56AART|7ASPD|89FEWX|9BPWR|aVULN
347	31231 46242	   	169.41	ACR|2AART|1DMG|2CDMG|1VULN|1ASPD	19CDMG|29DUST|3RCR|4DMG|56AART|7ASPD|89LWND|9BPWR|aVULN
348	31231 46342	   	169.41	ACR|2AART|1DMG|2CDMG|1VULN|1ASPD	19CDMG|29DUST|3RCR|4DMG|56AART|7ASPD|89LHND|9BPWR|aVULN
349	52642 31333	   	169.34	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1BEXP|29VULN|3ASPD|4aDMG|5CDMG|6RCR|7RCVC|8DUR
350	42513 23123	   	169.34	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|23VULN|4CDMG|5aDMG|6RCR|7RCVC|8ASPD|9LWND
351	52513 23113	   	169.34	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1BEXP|23VULN|4CDMG|5aDMG|6RCR|7RCVC|8ASPD|9DUR
352	31231 51458	 * 	169.34	ACR|2DMG|1AART|3CDMG|2ZMB	19aCDMG|28DUST|3RCR|49DMG|5AART|6MBVNT|79ZMB|9BPWR
353	31231 46132	   	169.31	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD	19CDMG|2DUST|3RCR|4DMG|56AART|7ASPD|8FEWX|aVULN
354	43313 21435	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MLV|4CDMG|5DMG|6RCR|7RMIN|89aVULN
355	43313 21443	   	169.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MLV|4CDMG|59aDMG|6RCR|7RMIN|8VULN
356	43333 21435	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MLV|4DMG|5CDMG|6RCR|7RMIN|89aVULN
357	43333 21443	   	169.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MLV|49aDMG|5CDMG|6RCR|7RMIN|8VULN
358	42513 23613	   	169.24	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|23VULN|4CDMG|5aDMG|6RCR|7RCVC|8DUST|9ASPD
359	31234 13443	 * 	169.23	ACR|3DMG|2VULN|1CDMG	1CDMG|2DUST|3RCR|49aDMG|58VULN|6CGEN|7LWND
360	36146 23313	 * 	169.22	DCR|3DMG|1AART|3CDMG	18aCDMG|2AART|34LIT|56aDMG|7RCR|9aCANHEL|aBPWR
361	42513 24131	   	169.22	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8CGEN|9RCVC|aFEWX
362	42513 24132	   	169.22	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8CGEN|9RCVC|aRMIN
363	42513 24133	   	169.22	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8CGEN|9RCVC|aBEXP
364	31231 16364	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2DUST|3RCR|4DMG|5AART|6RPLT|7LIT|8aVULN|9ASPD
365	21413 21364	   	169.01	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|28AART|3CDMG|4BEXP|5DMG|6ASPD|7RCR|9DUR|aVULN
366	21423 21311	   	169.01	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1CGEN|28AART|3CDMG|4VULN|5DMG|6ASPD|7RCR|9LHND|aDUR
367	21423 21326	   	169.01	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|28AART|3CDMG|4VULN|5DMG|6ASPD|7RCR|9MLV|aDUR
368	21423 21341	   	169.01	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|28AART|3CDMG|4VULN|5DMG|6ASPD|7RCR|9FEWX|aDUR
369	21143 65133	   	168.92	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3FEWX|47VULN|58DMG|6RCR|9LHND|aRCVC
370	52513 21243	   	168.91	DCR|3DMG|2VULN|1CDMG	1BEXP|23VULN|4CDMG|59aDMG|6RCR|7RMIN|8LWND
371	21423 21331	   	168.91	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|28AART|3CDMG|4VULN|5DMG|6ASPD|7RCR|9DUST|aDUR
372	25313 35411	   	168.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19CGEN|2aDUR|39MLV|4CDMG|5DMG|6AART|79VULN|8RCR|9BPWR
373	43632 22226	   	168.81	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2ZMB|34DMG|5RCVC|678VULN|9RCR|aLWND
374	43632 22221	   	168.71	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2ZMB|34DMG|5RCVC|678VULN|9RCR|aDUST
375	43632 22224	   	168.71	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2ZMB|34DMG|5RCVC|678VULN|9RCR|aTLV
376	42513 32431	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|23VULN|4CDMG|5DMG|6AART|79BEXP|8RCR
377	32564 32133	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AIRHEA|38VULN|45DUR|6BELT|7RCR|9DMG|aAART
378	42513 31136	   	168.59	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6AART|7RCR|8CGEN|9aRCVC
379	36133 25222	   	168.49	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2AART|3LIT|4LWND|59DMG|6RCR|7ASPD|8ZMB|aDUR
380	21423 21316	   	168.39	DCR|2AART|1DMG|2CDMG|1VULN|1ASPD	1CGEN|28AART|3aCDMG|4VULN|5DMG|6ASPD|7RCR|9LHND
381	21423 21346	   	168.39	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1CGEN|28AART|3aCDMG|4VULN|5DMG|6ASPD|7RCR|9FEWX
382	21423 51211	   	168.34	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|8LHND|9FLTHEA|aMLV
383	21423 51213	   	168.34	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1CGEN|2AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|8LHND|9FLTHEA|aRMIN
384	36323 51211	   	168.34	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3aMLV|4VULN|5DMG|6ZMB|7RCR|8BEXP|9FLTHEA
385	36323 51212	   	168.34	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7RCR|8BEXP|9FLTHEA|aLHND
386	36323 51213	   	168.34	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7RCR|8BEXP|9FLTHEA|aCGEN
387	36323 51215	   	168.34	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7RCR|8BEXP|9FLTHEA|aRMIN
388	21423 31211	   	168.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19CGEN|2AART|3CDMG|49VULN|5DMG|6TLV|7RCR|89LHND|9BPWR|aDUR
389	21423 21336	   	168.29	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1CGEN|28AART|3aCDMG|4VULN|5DMG|6ASPD|7RCR|9DUST
390	21423 51212	   	168.24	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|8LHND|9FLTHEA|aERES
391	21423 51214	   	168.24	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1CGEN|2AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|8LHND|9FLTHEA|aDUST
392	21423 51611	   	168.24	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA|aMLV
393	21423 51613	   	168.24	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1CGEN|2AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA|aRMIN
394	36323 51214	   	168.24	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7RCR|8BEXP|9FLTHEA|aDUST
395	36323 51311	   	168.24	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3aMLV|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA
396	36323 51312	   	168.24	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA|aLHND
397	36323 51313	   	168.24	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA|aCGEN
398	36423 51211	   	168.24	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3ERES|4VULN|5DMG|6ZMB|7RCR|8BEXP|9FLTHEA|aMLV
399	36423 51213	   	168.24	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3ERES|4VULN|5DMG|6ZMB|7RCR|8BEXP|9FLTHEA|aCGEN
400	21232 12346	   	168.24	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1CGEN|2AART|3ZMB|4FLTHEA|5CDMG|6FEWX|7RCR|8DUST|9VULN|aDMG
401	21423 21113	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18CGEN|2AART|3CDMG|4aVULN|5DMG|6ASPD|7RCR|9LHND
402	21423 21143	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18CGEN|2AART|3CDMG|4aVULN|5DMG|6ASPD|7RCR|9FEWX
403	21423 21165	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	189CGEN|2AART|3CDMG|4aVULN|5DMG|6ASPD|7RCR
404	21423 21243	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19CGEN|2AART|3CDMG|4aVULN|5DMG|6ASPD|7RCR|8LHND
405	21423 21253	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2AART|3CDMG|4aVULN|5DMG|6ASPD|7RCR|89LHND
406	36323 21254	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2AART|3MLV|4aVULN|5DMG|6ASPD|7RCR|8BEXP|9FEWX
407	21423 51612	   	168.14	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA|aERES
408	36323 51314	   	168.14	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7RCR|8aDUST|9FLTHEA
409	36323 51315	   	168.14	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA|aERES
410	36423 51212	   	168.14	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3aERES|4VULN|5DMG|6ZMB|7RCR|8BEXP|9FLTHEA
411	36423 51311	   	168.14	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3ERES|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA|aMLV
412	36423 51313	   	168.14	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3ERES|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA|aCGEN
413	21423 21133	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18CGEN|2AART|3CDMG|4aVULN|5DMG|6ASPD|7RCR|9DUST
414	21423 21224	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2AART|3CDMG|4aVULN|5DMG|6ASPD|7RCR|8LHND|9DUST
415	21423 31344	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19CGEN|2AART|3CDMG|4aVULN|5DMG|6TLV|7RCR|8DUR
416	21423 31354	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|3CDMG|4aVULN|5DMG|6TLV|7RCR|8DUR|9LHND
417	21423 31364	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|3CDMG|4aVULN|5DMG|6TLV|7RCR|8DUR|9FEWX
418	36323 21224	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2AART|3MLV|4aVULN|5DMG|6ASPD|7RCR|8BEXP|9DUST
419	36323 21354	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2AART|3MLV|4aVULN|5DMG|6ASPD|7RCR|8DUST|9FEWX
420	31231 22542	   	168.08	ACR|1AART|1VULN|2CDMG|1DMG|2ZMB	19CDMG|29DUST|3RCR|4DMG|5AART|6FEWX|7RCVC|89ZMB|9BPWR|aVULN
421	36423 51312	   	168.04	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2AART|3aERES|4VULN|5DMG|6ZMB|7RCR|8DUST|9FLTHEA
422	32512 31426	 * 	168.03	DCR|3VULN|2DMG|2CDMG	18CDMG|2AIRHEA|38aVULN|4MLV|5DUST|68DMG|7RPLT|8BPWR|9RCR
423	42242 31142	   	168.02	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|3MLV|49DMG|5CDMG|6RCR|7RCVC|8LHND|aAART
424	52513 23122	   	168.02	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|23VULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD|9LHND|aAART
425	65513 23212	   	168.02	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|23VULN|4CDMG|5DMG|6RCR|7RCVC|8CGEN|9DUR|aAART
426	36323 31331	   	168.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|3MLV|49VULN|5DMG|6TLV|7RCR|8DUST|aDUR
427	21423 31324	   	168.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|3CDMG|4aVULN|5DMG|6TLV|7RCR|8DUR|9DUST
428	36323 21323	   	168.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2AART|3MLV|4aVULN|5DMG|6ASPD|7RCR|89DUST
429	36423 21224	   	168.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2AART|3ERES|4aVULN|5DMG|6ASPD|7RCR|8BEXP|9DUST
430	21134 65111	   	167.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19CGEN|2AART|3FEWX|4ZMB|57VULN|6RCR|8DMG|aASPD
431	36313 21532	   	167.94	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	19CDMG|2AART|3MLV|4BEXP|5DMG|6ASPD|7RCR|8ZMB|aVULN
432	36423 31331	   	167.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|3ERES|49VULN|5DMG|6TLV|7RCR|8DUST|aDUR
433	36423 21323	   	167.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2AART|3ERES|4aVULN|5DMG|6ASPD|7RCR|89DUST
434	31331 51151	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3FEWX|4DMG|5AART|6MBVNT|7ZMB|8RCR|9aVULN
435	52531 42222	   	167.78	DCR|4VULN|1AART|1DMG	1BEXP|2368VULN|4DMG|5DMSP|7CGEN|9RCR|aAART
436	42513 23433	   	167.77	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUR|23VULN|4CDMG|5DMG|6RCR|7RCVC|8SELL|9LIT|aAART
437	21423 51351	   	167.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9RCVC|aLWND
438	65513 21212	   	167.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|23VULN|4CDMG|5DMG|6RCR|7RMIN|8RCVC|9DUR|aAART
439	21423 31216	   	167.69	DCR|2VULN|1AART|1DMG|2CDMG	19CGEN|2AART|3aCDMG|49VULN|5DMG|6TLV|7RCR|89LHND|9BPWR
440	36323 31212	   	167.69	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|2AART|3MLV|49VULN|5DMG|6TLV|7RCR|89BEXP|9BPWR|aCGEN
441	52531 32222	   	167.68	DCR|4VULN|1AART|1DMG	1BEXP|2378VULN|4DMG|5DMSP|6ERES|9RCR|aAART
442	21423 51352	   	167.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9RCVC|aDUST
443	21423 51353	   	167.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9RCVC|aERES
444	42513 24111	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8CGEN|9BEXP|aLIT
445	42513 24121	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8CGEN|9FEWX|aLIT
446	42513 24211	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8BEXP|9MGNLIT|aMLV
447	42513 24213	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8BEXP|9MGNLIT|aRMIN
448	42513 24221	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8BEXP|9RMIN|aLIT
449	52513 24211	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18BEXP|23VULN|4CDMG|5DMG|6RCR|7AART|9LHND|aDUR
450	21143 65132	   	167.61	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3FEWX|47VULN|58DMG|6RCR|9LHND|aBEXP
451	36323 31214	   	167.59	DCR|2VULN|1AART|2CDMG|1DMG	19CDMG|2AART|3MLV|49VULN|5DMG|6TLV|7RCR|89BEXP|9BPWR|aERES
452	36323 31216	   	167.59	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|2AART|3MLV|49VULN|5DMG|6TLV|7RCR|89BEXP|9BPWR|aDUST
453	36423 31212	   	167.59	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|2AART|3ERES|49VULN|5DMG|6TLV|7RCR|89BEXP|9BPWR|aCGEN
454	36423 31215	   	167.59	DCR|2VULN|1AART|2CDMG|1DMG	19CDMG|2AART|3ERES|49VULN|5DMG|6TLV|7RCR|89BEXP|9BPWR|aMLV
455	42513 24112	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8CGEN|9BEXP|aDUST
456	42513 24113	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8CGEN|9BEXP|aERES
457	42513 24122	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8CGEN|9FEWX|aDUST
458	42513 24123	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8CGEN|9FEWX|aERES
459	42513 24212	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8BEXP|9MGNLIT|aERES
460	42513 24222	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8BEXP|9RMIN|aDUST
461	42513 24223	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8BEXP|9RMIN|aERES
462	42513 24232	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|89BEXP|aDUST
463	42513 24233	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|89BEXP|aERES
464	42513 24311	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8DUST|9MGNLIT|aMLV
465	42513 24313	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8DUST|9MGNLIT|aRMIN
466	42513 24321	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8DUST|9RMIN|aLIT
467	42513 24331	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8DUST|9BEXP|aMLV
468	42513 24332	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8DUST|9BEXP|aLIT
469	42513 24333	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DMG|6RCR|7AART|8DUST|9aBEXP
