0	Index      	 *	Score 	Summary	Detail	
1	31142 42116	 * 	198.94	ACR|3DMG|2VULN|1AART|2ASPD	1RCVC|2AART|36aDMG|4RCR|5ERES|7aASPD|8aVULN|9DMSP|aBPWR
329	31511 33366	   	172.10	ACR|2AART|2VULN|1DMG|1ZMB	1RCVC|24AART|3LIT|5RCR|6DMG|7ZMB|89VULN|aLWND
330	31511 33521	   	172.10	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|24AART|3LIT|5RCR|68DMG|7ZMB|9VULN|aFEWX
331	31511 33524	   	172.10	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|24AART|3LIT|5RCR|68DMG|7ZMB|9VULN|aCGEN
332	31511 33526	   	172.10	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|24AART|3LIT|5RCR|68DMG|7ZMB|9VULN|aLWND
333	31511 35522	   	172.10	ACR|2AART|2DMG|1VULN|1ZMB	1RCVC|24AART|3LIT|5RCR|68DMG|7CGEN|9VULN|aZMB
334	31142 36221	 * 	172.01	ACR|2DMG|1AART|1VULN|2CDMG	1RCVC|2AART|37DMG|4RCR|57ERES|67LIT|7BPWR|89CDMG|aVULN
335	31511 33223	 * 	172.00	ACR|2AART|2DMG|2CDMG|1ZMB	1RCVC|24AART|3LIT|5RCR|6aDMG|7ZMB|89CDMG
336	31114 11165	   	171.93	DCR|2VULN|2DMG|1AART|2RCVC|1DUR	14RCVC|2AART|39DMG|58VULN|6BEXP|7DUR|aRCR
337	31114 24135	   	171.93	DCR|2VULN|2DMG|1AART|2RCVC|1DUR	14RCVC|2AART|36DMG|58VULN|7DUR|9LWND|aRCR
338	31114 23145	   	171.83	DCR|2VULN|2DMG|1AART|2RCVC|1DUR	14RCVC|2AART|36DMG|58VULN|7DUST|9DUR|aRCR
339	33621 15111	   	171.67	DCR|3VULN|2DMG|2DUR|2RCVC	16RCVC|239VULN|4LHND|59DMG|7RCR|89DUR|9BPWR|aFEWX
340	33621 15112	   	171.67	DCR|3VULN|2DMG|2DUR|2RCVC	16RCVC|239VULN|4LHND|59DMG|7RCR|89DUR|9BPWR|aMGNSTR
341	33621 15113	   	171.67	DCR|3VULN|2DMG|2DUR|2RCVC	16RCVC|239VULN|4LHND|59DMG|7RCR|89DUR|9BPWR|aBELT
342	33621 15115	   	171.67	DCR|3VULN|2DMG|2DUR|2RCVC	16RCVC|239VULN|4LHND|59DMG|7RCR|89DUR|9BPWR|aRPLT
343	31146 43122	   	171.22	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1RCVC|2AART|36DMG|4RCR|5ASPD|79DUR|8VULN|aBEXP
344	31146 43131	   	171.22	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1RCVC|2AART|36DMG|4RCR|5ASPD|7aDUR|8VULN|9RPLT
345	31146 43231	   	171.22	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1RCVC|2AART|36DMG|4RCR|5ASPD|7aDUR|8RPLT|9VULN
346	31141 42141	   	171.16	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1aRCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LIT
347	34112 11213	 * 	171.14	ACR|3VULN|2DMG|3DUR	1RCVC|289DUR|37aVULN|49BEXP|5RCR|69DMG|9BPWR
348	34112 11215	 * 	171.14	ACR|3DMG|2VULN|3DUR	1RCVC|289DUR|37VULN|49BEXP|5RCR|69aDMG|9BPWR
349	33631 27347	   	171.04	DCR|2VULN|2DMG|1FLTHEA|1DUR|1ASPD	1RCVC|23VULN|4MBVNT|57DMG|6RCR|8FLTHEA|9ASPD|aDUR
350	31311 32162	   	170.86	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC|1ASPD	13RCVC|2AART|4LIT|5RCR|6DMG|79VULN|8ASPD|aZMB
351	31142 36363	   	170.81	ACR|2VULN|2DMG|1AART	1aRCVC|2AART|37DMG|4RCR|57ERES|67LIT|7BPWR|89VULN
352	33631 33457	   	170.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|239VULN|4MBVNT|5DMG|6DUR|7RCR|8CDMG|aZMB
353	31142 11255	   	170.62	ACR|2AART|2DMG|2ZMB|2DUR	1RCVC|28AART|3aDMG|4RCR|5ERES|6RMIN|7aDUR|9aZMB|aBPWR
354	31541 32162	   	170.56	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC|1ASPD	14RCVC|2AART|3LIT|5RCR|6DMG|79VULN|8ASPD|aZMB
355	31143 43113	   	170.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|29AART|3DMG|4RCR|57BEXP|6ZMB|8VULN|aCDMG
356	31146 41112	   	170.44	ACR|2AART|2DMG|1VULN|1ASPD	1RCVC|29AART|36DMG|4RCR|5ASPD|7LWND|8VULN|aRMIN
357	31146 51112	   	170.44	ACR|2AART|2DMG|1VULN|1ASPD	1RCVC|29AART|37DMG|4RCR|5ASPD|6LHND|8VULN|aRMIN
358	31142 45111	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|36DMG|4RCR|5ERES|7BEXP|8VULN|aDUR
359	31142 51113	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|2aAART|37DMG|4RCR|5ERES|6LHND|8VULN|9DUR
360	31143 21111	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|37DMG|4RCR|5BEXP|6ERES|8VULN|aDUR
361	31143 51111	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|37DMG|4RCR|5BEXP|6TLV|8VULN|aDUR
362	31144 21112	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|37DMG|4RCR|5DUR|6ERES|8VULN|aBEXP
363	31144 21113	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|37DMG|4RCR|5DUR|6ERES|8VULN|aBELT
364	31144 21114	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|37DMG|4RCR|5DUR|6ERES|8VULN|aFEWX
365	31144 21163	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|2aAART|37DMG|4RCR|5DUR|6ERES|8VULN|9LHND
366	31144 51112	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|37DMG|4RCR|5DUR|6TLV|8VULN|aBEXP
367	31144 51113	   	170.34	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|37DMG|4RCR|5DUR|6TLV|8VULN|aBELT
368	36121 51115	   	170.33	DCR|3VULN|2AART|1DMG	1RCVC|2LWND|368VULN|49AART|5LHND|7DMG|aRCR
369	31142 43111	   	170.24	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|36DMG|4RCR|5ERES|7DUST|8VULN|aDUR
370	31142 46113	   	170.24	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|2aAART|36DMG|4RCR|5ERES|7LEGI|8VULN|9DUR
371	31144 21115	   	170.24	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|37DMG|4RCR|5DUR|6ERES|8VULN|aMBVNT
372	31144 21116	   	170.24	ACR|2AART|2DMG|1VULN|1DUR	1RCVC|29AART|37DMG|4RCR|5DUR|6ERES|8VULN|aDUST
373	31322 13155	   	170.20	DCR|3VULN|1AART|1DMG|2RCVC|1DUR	13RCVC|2AART|458VULN|6DUR|7DUST|9DMG|aRCR
374	33631 24618	   	170.07	DCR|3VULN|2DMG|1ZMB	1RCVC|239VULN|4MBVNT|59DMG|6RCR|789DUST|9BPWR|aZMB
375	31141 41121	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7LWND|8VULN|9DUR|aBEXP
376	31141 41122	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7aLWND|8VULN|9DUR
377	31141 41124	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7LWND|8VULN|9DUR|aDMSP
378	31141 41126	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7LWND|8VULN|9DUR|aBELT
379	31141 42122	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9aRMIN
380	31141 42123	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9RMIN|aFEWX
381	31141 42124	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9RMIN|aBELT
382	31141 42125	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9RMIN|aLWND
383	31141 42143	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LIT|aRMIN
384	31141 42161	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LWND|aFEWX
385	31141 42163	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LWND|aCGEN
386	31141 45121	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7aBEXP|8VULN|9DUR
387	31141 45122	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7BEXP|8VULN|9DUR|aRMIN
388	31141 45131	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|79BEXP|8VULN|aDUR
389	31141 46121	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7LHND|8VULN|9DUR|aBEXP
390	31141 46122	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7LHND|8VULN|9DUR|aLWND
391	31143 41121	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5aBEXP|6ZMB|8VULN|9DUR
392	31143 41122	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6ZMB|8VULN|9DUR|aRMIN
393	31143 41125	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6ZMB|8VULN|9DUR|aLIT
394	31143 41126	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6ZMB|8VULN|9DUR|aLHND
395	31143 41131	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|59BEXP|6ZMB|8VULN|aDUR
396	31143 41336	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|37DMG|4RCR|5BEXP|6ZMB|8MLV|9ASPD|aVULN
397	31143 41612	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6ZMB|8DUR|9DMSP|aVULN
398	31143 41621	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5aBEXP|6ZMB|8DUR|9VULN
399	31143 41622	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6ZMB|8DUR|9VULN|aRMIN
400	31143 43151	   	169.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3DMG|4RCR|57BEXP|6ZMB|89VULN|aDUR
401	31141 11113	   	169.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3DMG|4RCR|5ZMB|6RMIN|7DUR|8aVULN|9LIT
402	31141 11161	   	169.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3DMG|4RCR|5ZMB|6RMIN|7DUR|89VULN|aFEWX
403	31141 11163	   	169.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3DMG|4RCR|5ZMB|6RMIN|7DUR|89VULN|aCGEN
404	31141 51121	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5ZMB|6LHND|8VULN|9DUR|aBEXP
405	31141 51122	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5ZMB|6LHND|8VULN|9DUR|aLWND
406	31141 51124	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5ZMB|6LHND|8VULN|9DUR|aDMSP
407	31141 51126	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5ZMB|6LHND|8VULN|9DUR|aBELT
408	31141 51161	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5ZMB|69LHND|8VULN|aDUR
409	31141 16151	   	169.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3DMG|4RCR|5ZMB|6RMIN|7ERES|89VULN|aDUR
410	31141 41123	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7LWND|8VULN|9DUR|aVENICY
411	31141 42111	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LEGI|aFEWX
412	31141 42113	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LEGI|aCGEN
413	31141 42115	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LEGI|aDMSP
414	31141 42142	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LIT|aERES
415	31141 42162	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LWND|aDLOT
416	31141 43121	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8VULN|9DUR|aBEXP
417	31141 43122	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8VULN|9DUR|aLWND
418	31141 43123	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8VULN|9DUR|aDMSP
419	31141 43125	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8VULN|9DUR|aLIT
420	31141 43126	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8VULN|9DUR|aLHND
421	31141 43336	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8MLV|9ASPD|aVULN
422	31141 43612	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8DUR|9DMSP|aVULN
423	31141 43621	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8DUR|9VULN|aBEXP
424	31141 43622	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8DUR|9VULN|aLWND
425	31141 43623	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8DUR|9VULN|aDMSP
426	31142 42152	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ERES|7ASPD|8VULN|9ZMB|aRMIN
427	31143 41124	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5BEXP|6ZMB|8VULN|9DUR|aLEGI
428	31141 11162	   	169.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3DMG|4RCR|5ZMB|6RMIN|7DUR|89VULN|aDLOT
429	31141 11165	   	169.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|2AART|3DMG|4RCR|5ZMB|6RMIN|7DUR|89VULN|aLEGI
430	31141 21635	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|39DMG|4RCR|5ZMB|6BASICY|7ASPD|8CGEN|aVULN
431	31141 51228	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5ZMB|6LHND|8MBVNT|9DUR|aVULN
432	31141 51264	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|37DMG|4RCR|5ZMB|6LHND|8MBVNT|9VULN|aASPD
433	31144 41131	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|6ZMB|8VULN|9MBVNT|aBEXP
434	31144 41132	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|6ZMB|8VULN|9MBVNT|aLWND
435	31144 41133	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|6ZMB|8VULN|9MBVNT|aDMSP
436	31144 41212	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|6ZMB|8MBVNT|9DMSP|aVULN
437	31144 41221	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|6ZMB|8MBVNT|9VULN|aBEXP
438	31144 41222	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|6ZMB|8MBVNT|9VULN|aLWND
439	31144 41223	   	169.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|37DMG|4RCR|5DUR|6ZMB|8MBVNT|9VULN|aDMSP
440	36121 51152	   	169.89	DCR|3VULN|1AART|1DMG|1ZMB	1RCVC|2LWND|368VULN|4AART|5LHND|7DMG|9ZMB|aRCR
441	26315 22112	   	169.80	ACR|3DMG|1AART|1VULN|1ZMB	1FEWX|278DMG|3BASICY|4RCR|5ZMB|6BEXP|9VULN|aAART
442	31112 33412	   	169.79	DCR|2VULN|2DMG|1AART|2RCVC	14RCVC|2AART|37DMG|5LIT|6BELT|8RCR|9aVULN
443	31141 42112	   	169.79	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LEGI|aDLOT
444	31141 42116	   	169.79	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|36DMG|4RCR|5ZMB|7ASPD|8VULN|9LEGI|aDUST
445	31141 43124	   	169.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8VULN|9DUR|aLEGI
446	31141 43224	   	169.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|36DMG|4RCR|5ZMB|7DUST|8MBVNT|9VULN|aDUR
447	31141 23223	   	169.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|3aDMG|4RCR|5ZMB|6BASICY|7AIRHEA|8DUR|9VULN
448	33262 53123	   	169.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|25VULN|3CGEN|4LSRHEA|6RCR|7CDMG|8DMG|9DUR|aAART
449	33631 22237	   	169.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|23VULN|4MBVNT|5DMG|6RCR|7MLV|8CDMG|9DUR|aAART
450	26315 12112	   	169.70	ACR|3DMG|1AART|1VULN|1ZMB	1FEWX|278DMG|3BASICY|4RCR|5ZMB|6DUST|9VULN|aAART
451	31142 36361	   	169.64	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37DMG|4RCR|57ERES|67LIT|7BPWR|89VULN|aFEWX
452	31143 14163	   	169.64	ACR|2VULN|2DMG|1AART	1RCVC|2AART|3aDMG|4RCR|5BEXP|67FEWX|89VULN
453	33631 21237	   	169.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|23VULN|4MBVNT|5DMG|6RCR|7ERES|8CDMG|9DUR|aAART
454	31142 41122	   	169.54	ACR|2VULN|2DMG|1AART	1RCVC|2AART|36DMG|4RCR|5ERES|7LWND|89VULN|aRMIN
455	31142 41124	   	169.54	ACR|2VULN|2DMG|1AART	1RCVC|2AART|36DMG|4RCR|5ERES|7LWND|89VULN|aFEWX
456	31142 51122	   	169.54	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37DMG|4RCR|5ERES|6LHND|89VULN|aRMIN
457	31142 51124	   	169.54	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37DMG|4RCR|5ERES|6LHND|89VULN|aFEWX
458	31143 21152	   	169.54	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37DMG|4RCR|5BEXP|6ERES|89VULN|aRMIN
459	31143 21154	   	169.54	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37DMG|4RCR|5BEXP|6ERES|89VULN|aBELT
460	31143 21155	   	169.54	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37DMG|4RCR|5BEXP|6ERES|89VULN|aLWND
461	31143 21156	   	169.54	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37DMG|4RCR|5aBEXP|6ERES|89VULN
462	31142 41125	   	169.44	ACR|2VULN|2DMG|1AART	1RCVC|2AART|36DMG|4RCR|5ERES|7LWND|89VULN|aMBVNT
463	31142 41126	   	169.44	ACR|2VULN|2DMG|1AART	1RCVC|2AART|36DMG|4RCR|5ERES|7LWND|89VULN|aDUST
464	31142 43152	   	169.44	ACR|2VULN|2DMG|1AART	1RCVC|2AART|36DMG|4RCR|5ERES|7DUST|89VULN|aRMIN
465	31142 46122	   	169.44	ACR|2DMG|2VULN|1AART	1RCVC|2AART|36DMG|4RCR|5ERES|7LEGI|89VULN|aRMIN
466	31142 51125	   	169.44	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37DMG|4RCR|5ERES|6LHND|89VULN|aMBVNT
467	31142 51126	   	169.44	ACR|2VULN|2DMG|1AART	1RCVC|2AART|37DMG|4RCR|5ERES|6LHND|89VULN|aDUST
468	46422 22313	 * 	169.41	DCR|4VULN|1AART|1CDMG|1DUR	1BELT|2356VULN|4AART|7LEGI|8DUR|9CDMG|aRCR
469	31511 32163	   	169.21	ACR|2AART|2VULN|1DMG|1ASPD	1aRCVC|24AART|3LIT|5RCR|6DMG|79VULN|8ASPD
470	34124 15122	   	169.20	DCR|4VULN|1AART|1ASPD|1DUR	1RCVC|2DUR|378aVULN|4AART|5ASPD|6FEWX|9RCR
471	42341 23261	   	169.15	DCR|2VULN|2DMG|1AART|2DUR	1BELT|2LWND|36DMG|4AART|56DUR|6BPWR|79VULN|8CGEN|aRCR
472	31111 43414	 * 	169.05	DCR|2AART|1VULN|1DMG|1CDMG|2RCVC|1DUR	14RCVC|2aAART|3DMG|5LWND|6CDMG|7RCR|8VULN|9DUR
473	42341 23161	   	169.05	DCR|2VULN|2DMG|1AART|2DUR	1BELT|2LWND|36DMG|4AART|56DUR|6BPWR|79VULN|8ERES|aRCR
474	31126 41122	   	168.96	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2AART|36DMG|4LWND|5ASPD|7LHND|89VULN|aRCR
475	31136 41152	   	168.96	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2AART|36DMG|4BEXP|5ASPD|7LWND|89VULN|aRCR
476	31136 51152	   	168.96	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2AART|37DMG|4BEXP|5ASPD|6LHND|89VULN|aRCR
477	31152 41122	   	168.96	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2AART|36DMG|4ASPD|5LHND|7LWND|89VULN|aRCR
