0	Index      	 *	Score 	Summary	Detail	
1	21112 16334	 * 	202.73	ACR|3VULN|3DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38aDMG|4RCR|568VULN|7SELL|8BPWR|9ASPD
326	25612 34232	   	179.89	ACR|3VULN|1AART|2CDMG|2ASPD|1DUR	17CDMG|26ASPD|358VULN|4RCR|9AART|aDUR
327	22116 12322	   	179.86	ACR|3VULN|1AART|1DMG|2CDMG	1aCDMG|267VULN|3DMG|4RCR|5DUST|8AART|9TLV
328	22112 15543	   	179.67	ACR|2VULN|2DMG|3ZMB|1CDMG	1CDMG|25VULN|3aDMG|4RCR|6FEWX|789ZMB
329	22112 65533	   	179.67	ACR|2VULN|2DMG|3ZMB|1CDMG	1CDMG|25VULN|3aDMG|4RCR|6BEXP|789ZMB
330	22114 15533	   	179.67	ACR|2VULN|2DMG|3ZMB|1CDMG	1CDMG|26VULN|3aDMG|4RCR|5LHND|789ZMB
331	26112 15533	   	179.67	ACR|2VULN|2DMG|3ZMB|1CDMG	1CDMG|2LWND|3aDMG|4RCR|56VULN|789ZMB
332	22116 15533	   	179.57	ACR|2VULN|2DMG|3ZMB|1CDMG	1CDMG|26VULN|3aDMG|4RCR|5DUST|789ZMB
333	21112 11355	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|569VULN|7FEWX|8LWND|aAART
334	21112 11415	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|568VULN|7FEWX|9BEXP|aAART
335	21112 11455	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|568VULN|7FEWX|9LHND|aAART
336	21112 12115	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8LHND|9BEXP|aAART
337	21112 52415	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|578VULN|6LWND|9BEXP|aAART
338	26112 12315	   	179.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|567VULN|8DUR|9BEXP|aAART
339	22112 22555	   	179.42	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1aCDMG|25aVULN|3DMG|4RCR|6CGEN|7SELL|8aLHND|9AART|aBPWR
340	21112 11435	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|568VULN|7FEWX|9DUST|aAART
341	21112 12135	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|567VULN|8LHND|9DUST|aAART
342	21112 52435	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3DMG|4RCR|578VULN|6LWND|9DUST|aAART
343	26112 12335	   	179.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LWND|3DMG|4RCR|567VULN|8DUR|9DUST|aAART
344	22312 12465	 * 	179.39	ACR|3VULN|2DMG|3CDMG	19aCDMG|25aVULN|3ERES|4RCR|6FEWX|7aDMG|8RPLT|aBPWR
345	22111 35331	   	179.29	ACR|2DMG|2AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8aAART|9FEWX
346	22111 36331	   	179.29	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8aAART|9FEWX
347	25612 34231	 * 	179.26	ACR|3VULN|1AART|3ASPD|2CDMG	17CDMG|26aASPD|358VULN|4RCR|9AART
348	21112 16634	   	179.24	ACR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2DUR|3DMG|4RCR|569VULN|7SELL|8LIT|aAART
349	22111 35351	   	179.19	ACR|2DMG|2AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|37DMG|4RCR|5RCVC|6ASPD|8aAART|9DUST
350	22111 36351	   	179.19	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|27VULN|3DMG|4RCR|5RCVC|6ASPD|8aAART|9DUST
351	22152 11532	   	179.18	DCR|2VULN|2DMG|1AART|2CDMG	1aCDMG|24VULN|37DMG|5ERES|6RCVC|8AART|9RCR
352	22312 12665	   	178.76	ACR|3VULN|1AART|2CDMG|1DMG	19CDMG|258VULN|3ERES|4RCR|6FEWX|7DMG|aAART
353	22312 44215	   	178.66	ACR|3VULN|1AART|2CDMG|1DMG	17CDMG|258VULN|36ERES|4RCR|9DMG|aAART
354	22156 11113	 * 	178.61	DCR|3VULN|2DMG|3CDMG|1DUR	158CDMG|246VULN|37DMG|9DUR|aRCR
355	22112 33343	   	178.58	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1CDMG|25VULN|3DMG|4RCR|67ASPD|8AART|9DUR|aCGEN
356	25612 32343	   	178.58	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1CDMG|26ASPD|35VULN|4RCR|7DMG|8AART|9DUR|aCGEN
357	22314 12543	 * 	178.54	ACR|4VULN|2AART|1CDMG	1CDMG|2678VULN|3ERES|4RCR|5LHND|9aAART
358	26312 12543	   	178.54	ACR|4VULN|2AART|1CDMG	1CDMG|2LWND|3ERES|4RCR|5678VULN|9aAART
359	22111 12352	   	178.49	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2aVULN|37DMG|4RCR|5RCVC|6FEWX|8AART|9RPLT
360	22111 12361	   	178.49	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|29VULN|37DMG|4RCR|5RCVC|6FEWX|8AART|aMLV
361	22111 12363	   	178.49	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|29VULN|37DMG|4RCR|5RCVC|6FEWX|8AART|aLIT
362	22111 12364	   	178.49	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|29VULN|37DMG|4RCR|5RCVC|6FEWX|8AART|aLHND
363	22111 12366	   	178.49	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|29VULN|37DMG|4RCR|5RCVC|6FEWX|8AART|aDMSP
364	22112 33345	   	178.48	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1CDMG|25VULN|3DMG|4RCR|67ASPD|8AART|9DUR|aDUST
365	22112 33356	   	178.48	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1CDMG|25VULN|3DMG|4RCR|67ASPD|8AART|9DUST|aDUR
366	22111 12365	   	178.39	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|29VULN|37DMG|4RCR|5RCVC|6FEWX|8AART|aMBVNT
367	22112 31342	   	178.29	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD|1DUR	1aCDMG|25VULN|3DMG|4RCR|6ASPD|7DMSP|8AART|9DUR
368	25216 23225	 * 	178.09	ACR|2VULN|3CDMG|1AART|1DMG|1ASPD	18aCDMG|2ASPD|3aBEXP|4RCR|5DMG|6ERES|7AART|9aVULN|aBPWR
369	22112 33322	   	177.96	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	1aCDMG|25VULN|3DMG|4RCR|67ASPD|8AART|9MLV
370	22112 33332	   	177.96	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	1aCDMG|25VULN|3DMG|4RCR|67ASPD|8AART|9FEWX
371	25612 32322	   	177.96	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	1aCDMG|26ASPD|35VULN|4RCR|7DMG|8AART|9MLV
372	25612 32332	   	177.96	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	1aCDMG|26ASPD|35VULN|4RCR|7DMG|8AART|9FEWX
373	22112 15424	   	177.94	ACR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|25aVULN|39DMG|4RCR|6FEWX|7ZMB|8RPLT
374	22112 65623	   	177.94	ACR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|25aVULN|38DMG|4RCR|6BEXP|7ZMB|9FEWX
375	22114 15623	   	177.94	ACR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|26aVULN|38DMG|4RCR|5LHND|7ZMB|9FEWX
376	26112 15623	   	177.94	ACR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|2LWND|38DMG|4RCR|56aVULN|7ZMB|9FEWX
377	22153 51114	   	177.87	DCR|3VULN|3DMG|1CDMG	1CDMG|246VULN|367DMG|5RCVC|6BPWR|8LHND|9BEXP|aRCR
378	22112 33352	   	177.86	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	1aCDMG|25VULN|3DMG|4RCR|67ASPD|8AART|9DUST
379	25612 32352	   	177.86	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	1aCDMG|26ASPD|35VULN|4RCR|7DMG|8AART|9DUST
380	22112 12243	   	177.84	ACR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|25aVULN|37DMG|4RCR|6FEWX|8ERES|9ZMB
381	22112 15636	   	177.84	ACR|3DMG|2VULN|1CDMG|1ZMB	1CDMG|25VULN|38aDMG|4RCR|6FEWX|7ZMB|9BASHEA
382	22112 15663	   	177.84	ACR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|25aVULN|38DMG|4RCR|6FEWX|7ZMB|9LEGI
383	22112 45633	   	177.84	ACR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|25aVULN|37DMG|4RCR|6ERES|8BEXP|9ZMB
384	22115 12243	   	177.84	ACR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|26aVULN|37DMG|4RCR|5FEWX|8ERES|9ZMB
385	22153 51134	   	177.77	DCR|3VULN|3DMG|1CDMG	1CDMG|246VULN|367DMG|5RCVC|6BPWR|8LHND|9DUST|aRCR
386	21153 21136	 * 	177.76	DCR|2VULN|2DMG|2CDMG|1FLTHEA|1DUR	16CDMG|2DUR|38DMG|49VULN|5LIT|7RCR|aFLTHEA
387	22163 21136	   	177.76	DCR|2VULN|2DMG|2CDMG|1FLTHEA|1DUR	16CDMG|29VULN|38DMG|4DUR|5LIT|7RCR|aFLTHEA
388	22112 45333	   	177.74	ACR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|25aVULN|37DMG|4RCR|6ERES|8DUST|9ZMB
389	22112 15542	   	177.73	ACR|3VULN|3ZMB|1DMG|1CDMG	1CDMG|25aVULN|3DMG|4RCR|6FEWX|789ZMB
390	22112 65532	   	177.73	ACR|3VULN|3ZMB|1DMG|1CDMG	1CDMG|25aVULN|3DMG|4RCR|6BEXP|789ZMB
391	22114 15532	   	177.73	ACR|3VULN|3ZMB|1DMG|1CDMG	1CDMG|26aVULN|3DMG|4RCR|5LHND|789ZMB
392	26112 15532	   	177.73	ACR|3VULN|3ZMB|1DMG|1CDMG	1CDMG|2LWND|3DMG|4RCR|56aVULN|789ZMB
393	22116 15532	   	177.63	ACR|3VULN|3ZMB|1DMG|1CDMG	1CDMG|26aVULN|3DMG|4RCR|5DUST|789ZMB
394	25112 15315	   	177.56	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	17CDMG|27ASPD|3FEWX|4RCR|5LHND|67VULN|7BPWR|8LWND|9AART|aDMG
395	25212 15315	   	177.56	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD	17CDMG|27ASPD|3BEXP|4RCR|5LHND|67VULN|7BPWR|8LWND|9AART|aDMG
396	21114 15533	   	177.55	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5LHND|67VULN|7BPWR|8CGEN|9AART|aRCVC
397	25612 62322	   	177.39	ACR|2VULN|3CDMG|1AART|1DMG|1ASPD	16aCDMG|2ASPD|35VULN|4RCR|7DMG|8AART|9MLV
398	25612 62332	   	177.39	ACR|2VULN|3CDMG|1AART|1DMG|1ASPD	16aCDMG|2ASPD|35VULN|4RCR|7DMG|8AART|9FEWX
399	22116 32423	 * 	177.28	ACR|2VULN|2DMG|3CDMG|2ASPD	17aCDMG|2aVULN|39DMG|4RCR|5DUST|6aASPD|8RPLT|aBPWR
400	24311 51345	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2LIT|3RCR|4MBVNT|5FEWX|6AART|7DMG|89aVULN
401	24332 12164	   	176.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2LIT|3RCR|4FEWX|56aVULN|7AART|8LWND|9DMG
402	22116 16213	   	176.62	ACR|2VULN|2DMG|2CDMG|2DUR|1ASPD|1SELL	1aCDMG|26VULN|3aDMG|4RCR|5DUST|7SELL|8ASPD|9aDUR|aBPWR
403	22116 36213	   	176.62	ACR|2VULN|2DMG|2CDMG|2DUR|1ASPD|1SELL	1aCDMG|27VULN|3aDMG|4RCR|5DUST|6ASPD|8SELL|9aDUR|aBPWR
404	22111 62352	   	176.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|27aVULN|3DMG|4RCR|5RCVC|6BEXP|8AART|9RPLT
405	22111 62361	   	176.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|279VULN|3DMG|4RCR|5RCVC|6BEXP|8AART|aMLV
406	22111 62363	   	176.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|279VULN|3DMG|4RCR|5RCVC|6BEXP|8AART|aLIT
407	22111 62364	   	176.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|279VULN|3DMG|4RCR|5RCVC|6BEXP|8AART|aLHND
408	22111 62366	   	176.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|279VULN|3DMG|4RCR|5RCVC|6BEXP|8AART|aDMSP
409	22112 31331	   	176.48	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3DMG|4RCR|6ASPD|7DMSP|8aAART|9FEWX
410	22111 62365	   	176.45	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|279VULN|3DMG|4RCR|5RCVC|6BEXP|8AART|aMBVNT
411	22112 23321	   	176.38	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3DMG|4RCR|6CGEN|7ASPD|8aAART|9TLV
412	22112 31351	   	176.38	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3DMG|4RCR|6ASPD|7DMSP|8aAART|9DUST
413	22112 43341	   	176.38	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3DMG|4RCR|6ERES|7ASPD|8aAART|9CGEN
414	22312 35341	   	176.38	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3ERES|4RCR|6ASPD|7DMG|8aAART|9CGEN
415	25612 25321	   	176.38	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|2ASPD|35VULN|4RCR|6CGEN|7DMG|8aAART|9TLV
416	41612 35321	   	176.38	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1RMIN|25VULN|3CDMG|4RCR|6ASPD|7DMG|8aAART|9TLV
417	43612 35321	   	176.38	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1RMIN|2CDMG|35VULN|4RCR|6ASPD|7DMG|8aAART|9TLV
418	41532 22523	   	176.37	ACR|3VULN|2DMG|2ASPD|1DUR	1RMIN|27aVULN|3RCR|4DUR|5aASPD|6BEXP|8LIT|9aDMG|aBPWR
419	22112 43321	   	176.28	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3DMG|4RCR|6ERES|7ASPD|8aAART|9TLV
420	22312 35321	   	176.28	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|25VULN|3ERES|4RCR|6ASPD|7DMG|8aAART|9TLV
421	21152 33343	 * 	176.26	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	1CDMG|29DUR|3DMG|45VULN|67ASPD|8AART|aRCR
422	22162 33343	   	176.26	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	1CDMG|25VULN|3DMG|49DUR|67ASPD|8AART|aRCR
423	21114 15313	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5LHND|67VULN|7BPWR|8LWND|9AART|aFEWX
424	21114 15314	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5LHND|67VULN|7BPWR|8aLWND|9AART
425	21114 15531	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5aLHND|67VULN|7BPWR|8CGEN|9AART
426	21114 15532	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5LHND|67VULN|7BPWR|8CGEN|9AART|aBEXP
427	21115 15313	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5FEWX|67VULN|7BPWR|8LWND|9AART|aBELT
428	21115 15314	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5FEWX|67VULN|7BPWR|8aLWND|9AART
429	21115 15316	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5aFEWX|67VULN|7BPWR|8LWND|9AART
430	21115 15613	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5FEWX|67VULN|7BPWR|8LHND|9AART|aBELT
431	43111 15315	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1RMIN|27CDMG|3FEWX|4RCR|57DUR|67VULN|7BPWR|8LWND|9AART|aDMG
432	43211 15315	   	176.24	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1RMIN|27CDMG|3BEXP|4RCR|57DUR|67VULN|7BPWR|8LWND|9AART|aDMG
433	22311 12425	   	176.15	ACR|3DMG|2VULN|2CDMG	1aCDMG|2aVULN|3ERES|4RCR|5RCVC|6FEWX|79aDMG|8RPLT|aBPWR
434	21116 15313	   	176.14	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5DUST|67VULN|7BPWR|8LWND|9AART|aBELT
435	21116 15314	   	176.14	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5DUST|67VULN|7BPWR|8aLWND|9AART
436	21116 15316	   	176.14	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5DUST|67VULN|7BPWR|8LWND|9AART|aFEWX
437	21116 15613	   	176.14	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5DUST|67VULN|7BPWR|8LHND|9AART|aBELT
438	22112 32315	   	175.92	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1CDMG|25VULN|3aDMG|4RCR|6ASPD|7SELL|8ZMB|9DUR
439	22312 21262	   	175.91	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1aCDMG|25VULN|3ERES|4RCR|6CGEN|7AART|8ZMB|9DMG
440	41526 22322	   	175.90	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1RMIN|245VULN|3RCR|6SELL|7DMG|8AART|9MLV|aCDMG
441	41526 22332	   	175.90	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1RMIN|245VULN|3RCR|6SELL|7DMG|8AART|9FEWX|aCDMG
442	14122 51123	   	175.82	DCR|3VULN|1AART|1DMG|1ASPD	17LHND|2RCVC|3AART|457VULN|6RCR|7BPWR|8CGEN|9ASPD|aDMG
443	14122 51323	   	175.72	DCR|3VULN|1AART|1DMG|1ASPD	17LHND|2RCVC|3AART|457VULN|6RCR|7BPWR|8ERES|9ASPD|aDMG
444	22112 12311	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|69FEWX|8AART|aMLV
445	22112 12313	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|69FEWX|8AART|aLIT
446	22112 12314	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|69FEWX|8AART|aLHND
447	22112 12316	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|69FEWX|8AART|aDMSP
448	22112 12333	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9MLV|aCGEN
449	22112 12343	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9aCGEN
450	22112 12351	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9RPLT|aLHND
451	22112 12356	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9RPLT|aCGEN
452	22112 11315	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|3aDMG|4RCR|679FEWX|8AART
453	22115 11315	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|3aDMG|4RCR|579FEWX|8AART
454	22115 12311	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|59FEWX|8AART|aMLV
455	22115 12313	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|59FEWX|8AART|aLIT
456	22115 12314	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|59FEWX|8AART|aLHND
457	22115 12316	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|59FEWX|8AART|aDMSP
458	22115 12333	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9MLV|aCGEN
459	22115 12343	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9aCGEN
460	22115 12351	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9RPLT|aLHND
461	22115 12356	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9RPLT|aCGEN
462	21114 15334	   	175.64	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5LHND|67VULN|7BPWR|8LWND|9FEWX|aAART
463	21115 15161	   	175.64	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5FEWX|67VULN|7BPWR|8MLV|9LIT|aAART
464	43111 15251	   	175.64	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1RMIN|27CDMG|3FEWX|4RCR|57DUR|67VULN|7BPWR|8LIT|9DMG|aAART
465	43211 15251	   	175.64	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	1RMIN|27CDMG|3BEXP|4RCR|57DUR|67VULN|7BPWR|8LIT|9DMG|aAART
466	22112 12315	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|69FEWX|8AART|aMBVNT
467	22112 12323	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9ERES|aCGEN
468	22112 12335	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9MLV|aDUST
469	22112 12345	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9CGEN|aDUST
470	22112 12353	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9RPLT|aDUST
471	22115 12315	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|59FEWX|8AART|aMBVNT
472	22115 12323	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9ERES|aCGEN
473	22115 12335	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9MLV|aDUST
474	22115 12345	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9CGEN|aDUST
475	22115 12353	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9RPLT|aDUST
476	31114 41333	   	175.58	DCR|4VULN|1AART|1DMG	178BEXP|2458VULN|38DUST|6RCR|8BPWR|9AART|aDMG
477	21115 15135	   	175.54	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5FEWX|67VULN|7BPWR|8MLV|9TLV|aAART
478	21115 15221	   	175.54	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5FEWX|67VULN|7BPWR|8LIT|9TLV|aAART
479	21115 15261	   	175.54	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5FEWX|67VULN|7BPWR|8LIT|9ERES|aAART
480	21116 15161	   	175.54	ACR|2VULN|1AART|2CDMG|1DMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5DUST|67VULN|7BPWR|8MLV|9LIT|aAART
481	22112 66313	   	175.49	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR|1SELL	18CDMG|25VULN|38DMG|4RCR|68BEXP|7SELL|8BPWR|9DUR|aZMB
482	22114 16323	   	175.49	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR|1SELL	18CDMG|26VULN|38DMG|4RCR|58LHND|7SELL|8BPWR|9DUR|aZMB
483	26112 56323	   	175.49	ACR|2VULN|2DMG|2CDMG|1ZMB|1DUR|1SELL	18CDMG|26LWND|38DMG|4RCR|58VULN|7SELL|8BPWR|9DUR|aZMB
484	22112 12325	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|25VULN|37DMG|4RCR|6FEWX|8AART|9ERES|aDUST
485	22113 13556	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|2aVULN|37DMG|4RCR|5LIT|6DLOT|8AART|9TLV
486	22115 12325	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|26VULN|37DMG|4RCR|5FEWX|8AART|9ERES|aDUST
487	11114 45333	   	175.48	DCR|4VULN|1AART|1DMG	18LHND|2458VULN|378DUST|6RCR|8BPWR|9AART|aDMG
488	21116 15135	   	175.44	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5DUST|67VULN|7BPWR|8MLV|9TLV|aAART
489	21116 15221	   	175.44	ACR|2VULN|1AART|2CDMG|1DMG|2DUR	17CDMG|27DUR|3DMG|4RCR|5DUST|67VULN|7BPWR|8LIT|9TLV|aAART
490	21112 43415	   	175.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3DMG|4RCR|5aVULN|6RMIN|7LHND|8ZMB|9AART
491	21112 55115	   	175.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3aDMG|4RCR|5VULN|6LWND|7ZMB|8RMIN|9AART
