0	Index      	 *	Score 	Summary	Detail	
1	14331 26135	 * 	192.12	DCR|3VULN|2DMG|1AART|2ASPD	17DMG|2RMIN|3BEXP|479VULN|57ASPD|6RCR|7BPWR|8DUST|aAART
331	25341 32114	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9ERES|aBEXP
332	25341 32121	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9TLV|aLHND
333	25341 32124	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9TLV|aBEXP
334	25341 32131	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9BASICY|aLIT
335	25341 32135	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9BASICY|aRMIN
336	25341 32212	   	164.11	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8LIT|9DUR|aDUST
337	25341 32261	   	164.11	DCR|2VULN|2AART|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8LIT|9DUST|aASPD
338	25341 32322	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8RCVC|9TLV|aDUR
339	25341 32326	   	164.11	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8RCVC|9TLV|aASPD
340	25341 32342	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8RCVC|9ERES|aDUR
341	25341 32532	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8MLV|9CANHEL|aDUR
342	25341 32621	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8LHND|9DUR|aERES
343	25341 32633	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|23VULN|4DMG|56AART|7RCR|8LHND|9TLV|aDUR
344	12121 35441	   	164.11	DCR|2VULN|2DMG|2FLTHEA|1DUR	1aDMG|2AIRHEA|3aFLTHEA|4RMIN|5DUST|6DUR|7RCR|8aVULN|9RPLT|aBPWR
345	15231 43352	   	164.01	DCR|2VULN|2DMG|1AART	1aDMG|24ERES|3RPLT|5aLWND|6RCR|7RCVC|8AART|9aVULN|aBPWR
346	13531 32115	   	164.01	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9ERES|aDUST
347	13531 32125	   	164.01	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9TLV|aDUST
348	13531 32134	   	164.01	DCR|2AART|2VULN|1DMG|1ASPD	1DMG|2CGEN|34VULN|56AART|7RCR|8ASPD|9BASICY|aLSRHEA
349	25341 32115	   	164.01	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9ERES|aDUST
350	25341 32125	   	164.01	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9TLV|aDUST
351	25341 32134	   	164.01	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|23VULN|4DMG|56AART|7RCR|8ASPD|9BASICY|aLSRHEA
352	35141 32126	   	163.91	DCR|2AART|2DMG|1VULN|1ASPD	13ERES|2VULN|4aDMG|56AART|7RCR|8ASPD|9VENICY
353	35141 32136	   	163.91	DCR|2AART|2DMG|1VULN|1ASPD	13ERES|2VULN|4aDMG|56AART|7RCR|8ASPD|9SNIHEL
354	13531 22153	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9MLV|aZMB
355	13531 22163	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9MGNLIT|aZMB
356	13531 22543	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8MLV|9ASPD|aZMB
357	25341 22153	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|5AART|6DMSP|7RCR|8ASPD|9MLV|aZMB
358	25341 22163	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|5AART|6DMSP|7RCR|8ASPD|9MGNLIT|aZMB
359	11131 55522	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2BEXP|3ERES|4RCR|5ASPD|69VULN|7LHND|8CDMG|aAART
360	11131 56522	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2BEXP|3ERES|4RCR|5ASPD|69VULN|7LWND|8CDMG|aAART
361	11134 35522	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2BEXP|3ERES|4RCR|59VULN|6ASPD|7LHND|8CDMG|aAART
362	11134 36522	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2BEXP|3ERES|4RCR|59VULN|6ASPD|7LWND|8CDMG|aAART
363	12133 36431	 * 	163.71	DCR|2DMG|3CDMG|1VULN|1FLTHEA|1DUR	17DMG|2AIRHEA|3FLTHEA|469CDMG|5DUR|8RCR|aVULN
364	63531 35311	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2CGEN|34VULN|5AART|6DUR|7RCR|8DMG|9LIT|aZMB
365	63531 35331	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2CGEN|34VULN|5AART|6DUR|7RCR|8DMG|9LHND|aZMB
366	13531 22113	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9ERES|aZMB
367	13531 22123	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9TLV|aZMB
368	13531 22133	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2CGEN|34VULN|5AART|6DMSP|7RCR|8ASPD|9BASICY|aZMB
369	25341 22113	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|5AART|6DMSP|7RCR|8ASPD|9ERES|aZMB
370	25341 22123	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|5AART|6DMSP|7RCR|8ASPD|9TLV|aZMB
371	25341 22133	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|5AART|6DMSP|7RCR|8ASPD|9BASICY|aZMB
372	13212 42236	   	163.58	DCR|2VULN|2DMG|2CDMG|1ZMB	17DMG|27CGEN|3RPLT|4ZMB|5aVULN|67CDMG|7BPWR|8BELT|9RCR
373	11363 14514	   	163.44	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1DMG|2BEXP|3VULN|4MBVNT|5CDMG|6AART|7LHND|8RCR|9ZMB|aFLTHEA
374	11363 17514	   	163.44	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1DMG|2BEXP|3VULN|4MBVNT|5CDMG|6AART|7FEWX|8RCR|9ZMB|aFLTHEA
375	11364 14382	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2BEXP|36aVULN|4MBVNT|5DUR|7NUKE|8RCR|9AART
376	13531 22364	   	163.41	DCR|2VULN|2DMG|1AART	1aDMG|2CGEN|34VULN|5AART|69DMSP|7RCR|8RCVC
377	13531 22534	   	163.41	DCR|2VULN|2DMG|1AART	1aDMG|2aCGEN|34VULN|5AART|6DMSP|7RCR|8MLV|9aCANHEL|aBPWR
378	13531 22553	   	163.41	DCR|2VULN|2DMG|1AART	19DMG|2CGEN|34VULN|5AART|6aDMSP|7RCR|8MLV
379	15212 42236	   	163.38	DCR|2VULN|2DMG|2CDMG|1ZMB	17DMG|27ERES|3RPLT|4ZMB|5aVULN|67CDMG|7BPWR|8BELT|9RCR
380	12134 62215	   	163.34	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1DMG|2AIRHEA|3FLTHEA|4CDMG|5MLV|6ZMB|7RCR|8CANHEL|9VULN|aAART
381	11363 14543	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2BEXP|3VULN|4MBVNT|5CDMG|6AART|7LHND|8RCR|aDUR
382	11363 15543	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2BEXP|3VULN|4MBVNT|5CDMG|6AART|7LWND|8RCR|aDUR
383	12131 62215	   	163.24	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1DMG|2AIRHEA|3FLTHEA|4CDMG|5TLV|6ZMB|7RCR|8CANHEL|9VULN|aAART
384	11243 63531	   	163.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	18DMG|2BEXP|3FEWX|4CDMG|5RCR|6DUR|7AART|9LHND|aVULN
385	11243 63233	   	163.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2BEXP|3FEWX|4CDMG|5RCR|6DUR|7AART|8LIT|9aVULN
386	13543 23135	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2CGEN|39VULN|4ZMB|5BEXP|6RCR|7ERES|8ASPD|aAART
387	13544 33131	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2CGEN|39VULN|4ZMB|5LWND|6RCR|7ERES|8ASPD|aAART
388	13221 43113	   	163.02	DCR|3VULN|1AART|1DMG|1ASPD	1DMG|2CGEN|3RPLT|4LIT|578VULN|6AART|9RCR|aASPD
389	13221 43116	   	163.02	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2CGEN|3RPLT|4LIT|578VULN|6AART|9RCR|aDUR
390	25143 32135	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|29VULN|3ERES|4ZMB|5DUST|6RCR|7DMG|8ASPD|aAART
391	33543 32135	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2CGEN|39VULN|4ZMB|5DUST|6RCR|7DMG|8ASPD|aAART
392	13134 63112	   	162.83	ACR|2VULN|2AART|1DMG|1ASPD	1DMG|2CGEN|3LHND|4RCR|59VULN|6BELT|7ASPD|8aAART
393	15134 63112	   	162.73	ACR|2VULN|2AART|1DMG|1ASPD	1DMG|2ERES|3LHND|4RCR|59VULN|6BELT|7ASPD|8aAART
394	11263 73541	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2BEXP|3FEWX|4MBVNT|5CDMG|6DUR|7AART|8RCR|aVULN
395	11264 63541	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2BEXP|3FEWX|4MBVNT|5DUR|6CDMG|7AART|8RCR|aVULN
396	11613 43411	   	162.52	DCR|3DMG|1AART|1VULN|1ASPD	145DMG|234BEXP|4BPWR|6VULN|7AART|8RPLT|9RCR|aASPD
397	11131 54311	   	162.49	ACR|2DMG|2AART|1VULN|1ASPD|1SELL	1aDMG|2BEXP|3ERES|4RCR|5ASPD|6VULN|7SELL|89AART
398	11134 34311	   	162.49	ACR|2DMG|2AART|1VULN|1ASPD|1SELL	1aDMG|2BEXP|3ERES|4RCR|5VULN|6ASPD|7SELL|89AART
399	13134 63212	   	162.23	ACR|2VULN|2AART|1DMG|1ASPD	1DMG|2CGEN|3LHND|4RCR|58VULN|6BELT|7ASPD|9aAART
400	11366 26324	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|2BEXP|35aVULN|4MBVNT|6RCR|7RMIN|8ZMB|9CDMG
401	13146 22215	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	178DMG|2CGEN|3LHND|4ZMB|5DUST|6RCR|9VULN|aCDMG
402	13543 21325	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|2CGEN|39aVULN|4ZMB|5BEXP|6RCR|7DUST|8CDMG
403	21366 24324	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2BEXP|35aVULN|4MBVNT|6RCR|7DMG|8ZMB|9CDMG
404	14331 23116	   	162.20	DCR|3DMG|2VULN|1ASPD	18aDMG|2RMIN|3aBEXP|49VULN|5ASPD|6RCR|7aERES|aBPWR
405	45331 23116	   	162.20	DCR|3DMG|2VULN|1ASPD	1RMIN|28aDMG|3aBEXP|49VULN|5ASPD|6RCR|7aERES|aBPWR
406	11136 23224	   	162.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|2BEXP|3ERES|4RCR|5LSRHEA|6VULN|7ZMB|8AART|9DUR
407	15134 63212	   	162.13	ACR|2VULN|2AART|1DMG|1ASPD	1DMG|2ERES|3LHND|4RCR|58VULN|6BELT|7ASPD|9aAART
408	11366 23324	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|2BEXP|35aVULN|4MBVNT|6RCR|7ERES|8ZMB|9CDMG
409	11366 23614	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|2BEXP|35aVULN|4MBVNT|6RCR|7ERES|8CDMG|9ZMB
410	11366 24614	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|2BEXP|35aVULN|4MBVNT|6RCR|7NUKE|8CDMG|9ZMB
411	41366 22324	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1RMIN|2DUST|35aVULN|4MBVNT|6RCR|7DMG|8ZMB|9CDMG
412	61366 24324	   	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1TLV|2BEXP|35aVULN|4MBVNT|6RCR|7DMG|8ZMB|9CDMG
