0	Index      	 *	Score 	Summary	Detail	
1	43322 34116	 * 	195.30	DCR|3DMG|2VULN|1AART|2DUR|1ZMB	179DMG|29VULN|3RPLT|4ZMB|5AART|6LIT|89DUR|9BPWR|aRCR
328	44231 52311	   	166.38	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2ERES|3AART|479VULN|5FEWX|6DMSP|8ZMB|aRCR
329	44233 52311	   	166.38	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2ERES|3AART|479VULN|5BEXP|6DMSP|8ZMB|aRCR
330	46261 23311	   	166.38	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2ZMB|3AART|469VULN|57FEWX|8ERES|aRCR
331	25523 72341	   	166.37	DCR|3DMG|1AART|1CDMG|1ZMB	1BEXP|268DMG|3ZMB|4MBVNT|5RCVC|7RCR|9AART|aCDMG
332	26324 14113	   	166.37	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1BEXP|28AART|3ZMB|4VULN|5DMG|6CGEN|7RCR|9DUR|aASPD
333	13384 47114	   	166.33	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2VULN|3MBVNT|4RCR|5ASPD|6DMG|78AART|9DUR|aCDMG
334	62512 32433	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AIRHEL|29DMG|3BEXP|4RPLT|5AART|6CDMG|7RCR|8DUR|aVULN
335	13347 62436	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|6CDMG|7aDMG|8RCR|9ZMB
336	43511 23342	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1aDMG|27VULN|3ZMB|4BASICY|5ASPD|6CDMG|8RCR|9LWND
337	46111 23342	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1aDMG|2ZMB|37VULN|4BASICY|5ASPD|6CDMG|8RCR|9LWND
338	43323 16162	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	19DMG|26VULN|3RPLT|4ZMB|5DUR|7CDMG|8RCR|aDUST
339	16154 33322	   	166.30	DCR|2VULN|3ZMB|1DMG|1CDMG|1ASPD	1CGEN|256ZMB|35VULN|4RPLT|5BPWR|7CDMG|8RCR|9ASPD|aDMG
340	44231 22341	   	166.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|29ERES|3AART|467VULN|5FEWX|8ZMB|aRCR
341	44232 22411	   	166.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|25ERES|3AART|479VULN|6LHND|8ZMB|aRCR
342	44233 22341	   	166.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|29ERES|3AART|467VULN|5BEXP|8ZMB|aRCR
343	44236 22311	   	166.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|28ERES|3AART|467VULN|5LHND|9ZMB|aRCR
344	45211 12511	   	166.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2TLV|3AART|4ZMB|579VULN|6CGEN|8ERES|aRCR
345	45211 32511	   	166.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2TLV|3AART|4ZMB|579VULN|6MLV|8ERES|aRCR
346	45232 12411	   	166.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2TLV|3AART|4ERES|579VULN|6CGEN|8ZMB|aRCR
347	45232 32411	   	166.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2TLV|3AART|4ERES|579VULN|6MLV|8ZMB|aRCR
348	26323 34113	   	166.27	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1BEXP|28AART|3ZMB|4VULN|5TLV|6DMG|7RCR|9DUR|aASPD
349	26324 34113	   	166.27	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|28AART|3ZMB|4VULN|5DMG|6NUKE|7RCR|9DUR|aASPD
350	16233 53611	   	166.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3AART|4LHND|5RCVC|6RCR|7DMG|8CDMG|9DUR|aVULN
351	33383 47114	   	166.23	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2VULN|3MBVNT|4RCR|5ASPD|6DMG|78AART|9DUR|aCDMG
352	33554 33322	   	166.20	DCR|2VULN|3ZMB|1DMG|1CDMG|1ASPD	1ERES|25VULN|356ZMB|4RPLT|5BPWR|7CDMG|8RCR|9ASPD|aDMG
353	36154 33322	   	166.20	DCR|2VULN|3ZMB|1DMG|1CDMG|1ASPD	1ERES|256ZMB|35VULN|4RPLT|5BPWR|7CDMG|8RCR|9ASPD|aDMG
354	44232 12411	   	166.18	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|25ERES|3AART|479VULN|6DUST|8ZMB|aRCR
355	43312 62433	   	166.17	DCR|3DMG|2VULN|1CDMG|1SELL	168DMG|29VULN|3RPLT|4SELL|5DUST|7RCR|aCDMG
356	56323 34113	   	166.17	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUST|28AART|3ZMB|4VULN|5TLV|6DMG|7RCR|9DUR|aASPD
357	33236 22311	   	166.16	DCR|4VULN|1AART|1ZMB|1DUR	1ERES|2679VULN|3MLV|4DUR|5AART|8ZMB|aRCR
358	35136 22311	   	166.16	DCR|4VULN|1AART|1ZMB|1DUR	1ERES|2MLV|3679VULN|4DUR|5AART|8ZMB|aRCR
359	16214 34111	   	166.13	DCR|2AART|2VULN|1DMG|2ZMB	1CGEN|24ZMB|38AART|5FEWX|6DMG|79VULN|aRCR
360	26323 34163	   	166.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|28AART|3ZMB|4VULN|5TLV|6DMG|7RCR|9RMIN|aCDMG
361	36214 34111	   	166.03	DCR|2AART|2VULN|1DMG|2ZMB	1ERES|24ZMB|38AART|5FEWX|6DMG|79VULN|aRCR
362	33341 34817	   	166.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	18ERES|28VULN|3MBVNT|4AART|5DUR|6DMG|78CDMG|8BPWR|9LHND|aRCR
363	33341 34867	   	166.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	18ERES|28VULN|3MBVNT|4AART|5DUR|6DMG|78CDMG|8BPWR|9CGEN|aRCR
364	43324 16232	   	166.02	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	1DMG|25aVULN|3RPLT|45ZMB|5BPWR|6BEXP|7CDMG|8DUR|9RCR
365	13386 44182	   	165.97	ACR|3DMG|1VULN|2DUR|1ZMB|1ASPD	1aCGEN|2VULN|3MBVNT|4RCR|56aDMG|7ASPD|8ZMB|9aDUR|aBPWR
366	43151 21362	   	165.95	DCR|2VULN|2DMG|1AART|2DUR	15DMG|27VULN|3DUST|45DUR|5BPWR|6NUKE|8LWND|9AART|aRCR
367	43535 32331	 * 	165.94	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1DMG|2VULN|3ZMB|458DUR|6CGEN|7RCR|9CDMG|aAART
368	46135 32331	   	165.94	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1DMG|2ZMB|3VULN|458DUR|6CGEN|7RCR|9CDMG|aAART
369	43324 36232	   	165.92	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	1DMG|25aVULN|3RPLT|45ZMB|5BPWR|6DUST|7CDMG|8DUR|9RCR
370	16151 12362	   	165.92	DCR|2VULN|2DMG|2ZMB|1CDMG	1aCGEN|28ZMB|3aVULN|4RPLT|5CDMG|6FEWX|7RCR|9aDMG|aBPWR
371	41331 62332	   	165.92	DCR|2VULN|2DMG|2ZMB|1CDMG	1aDMG|2FEWX|3RPLT|4aCGEN|5CDMG|69VULN|7RCR|8aZMB|aBPWR
372	43331 12332	   	165.92	DCR|2VULN|2DMG|2ZMB|1CDMG	1aDMG|29VULN|3RPLT|4aCGEN|5CDMG|6FEWX|7RCR|8aZMB|aBPWR
373	43451 12332	   	165.92	DCR|2VULN|2DMG|2ZMB|1CDMG	1aDMG|29VULN|3aCGEN|4RPLT|5CDMG|6FEWX|7RCR|8aZMB|aBPWR
374	26134 35111	   	165.91	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9DUR|aMLV
375	26134 35112	   	165.91	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9DUR|aLWND
376	26134 35114	   	165.91	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9DUR|aFEWX
377	26134 35117	   	165.91	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9DUR|aLHND
378	26134 35123	   	165.91	DCR|2AART|2VULN|1DMG|1ASPD	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9LHND|aASPD
379	26134 35143	   	165.91	DCR|2AART|2VULN|1DMG|1ASPD	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9FEWX|aASPD
380	26134 35151	   	165.91	DCR|2AART|2VULN|1DMG|1ASPD	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9ASPD|aLHND
381	26134 35152	   	165.91	DCR|2AART|2VULN|1DMG|1ASPD	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9ASPD|aRMIN
382	26134 35153	   	165.91	DCR|2AART|2VULN|1DMG|1ASPD	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9ASPD|aLWND
383	26134 35163	   	165.91	DCR|2AART|2VULN|1DMG|1DUR	19BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|aDUR
384	26134 35453	   	165.91	DCR|2AART|2VULN|1DMG|1ASPD	1BEXP|29AART|3MBVNT|45VULN|6DMG|7RCR|8LHND|aASPD
385	25523 73243	   	165.82	DCR|3VULN|2DMG|2ZMB	18BEXP|26DMG|38ZMB|4MBVNT|5RCVC|78aVULN|8BPWR|9RCR
386	43323 46113	   	165.82	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1DMG|2VULN|3RPLT|46ZMB|5DUR|7CDMG|8RCR|9AART|aASPD
387	41512 22336	 * 	165.82	DCR|2VULN|2DMG|2ZMB|1FLTHEA	19DMG|29FEWX|38ZMB|4MLV|59VULN|6NUKE|7RCR|9BPWR|aFLTHEA
388	26134 35118	   	165.81	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9DUR|aDUST
389	26134 35184	   	165.81	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|28AART|3MBVNT|45VULN|6DMG|7RCR|9TLV|aDUR
390	43321 13165	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	19DMG|27VULN|3RPLT|4ZMB|5aCDMG|6FEWX|8RCR
391	35242 33325	   	165.76	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	15ERES|2MLV|37AART|4RCR|6DMG|8ZMB|9VULN|aCDMG
392	13384 24728	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1CGEN|269VULN|3MBVNT|4RCR|5ASPD|7DMG|8MGNLIT|aAART
393	13384 42542	 * 	165.74	ACR|3DMG|1AART|1VULN|1ASPD	1CGEN|2VULN|3MBVNT|4RCR|5ASPD|689DMG|7RMIN|aAART
394	13386 44447	   	165.74	ACR|3DMG|1AART|1VULN|1ASPD	1CGEN|2VULN|3MBVNT|4RCR|569DMG|7ASPD|8FEWX|aAART
395	43321 12363	   	165.72	DCR|2VULN|2DMG|2ZMB|1CDMG	19DMG|2aVULN|3RPLT|48ZMB|5CDMG|6FEWX|7RCR
396	16245 12122	   	165.68	ACR|2DMG|1AART|1FLTHEA|1CDMG|1ZMB	1CGEN|2ZMB|3AART|4RCR|58BELT|6FLTHEA|7aDMG|9CDMG
397	26343 34111	   	165.68	DCR|2AART|2VULN|1DMG|1ZMB	1BEXP|28AART|3ZMB|4CGEN|5RCVC|6DMG|79VULN|aRCR
398	43321 13111	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3RPLT|4ZMB|5CDMG|6FEWX|8RCR|9AART|aMLV
399	43321 13112	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3RPLT|4ZMB|5CDMG|6FEWX|8RCR|9AART|aLWND
400	43321 13116	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3RPLT|4ZMB|5CDMG|6FEWX|8RCR|9AART|aLHND
401	43321 64111	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3RPLT|4ZMB|5CDMG|7FEWX|8RCR|9AART|aMLV
402	43321 64112	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3RPLT|4ZMB|5CDMG|7FEWX|8RCR|9AART|aLWND
403	43325 16111	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3RPLT|4ZMB|5FEWX|7CDMG|8RCR|9AART|aMLV
404	43325 16112	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3RPLT|4ZMB|5FEWX|7CDMG|8RCR|9AART|aLWND
405	43551 13111	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3ZMB|4RPLT|5CDMG|6FEWX|8RCR|9AART|aMLV
406	43551 13112	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3ZMB|4RPLT|5CDMG|6FEWX|8RCR|9AART|aLWND
407	46151 13111	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|37VULN|4RPLT|5CDMG|6FEWX|8RCR|9AART|aMLV
408	46151 13112	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|37VULN|4RPLT|5CDMG|6FEWX|8RCR|9AART|aLWND
409	45211 24113	   	165.67	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DMG|2TLV|38AART|4ZMB|5VULN|6FEWX|7RCR|9DUR|aASPD
410	13386 23337	   	165.64	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|269VULN|3MBVNT|4RCR|5DMG|7DUR|8DUST|aAART
411	13386 34137	   	165.64	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|289VULN|3MBVNT|4RCR|5DMG|6DUR|7DUST|aAART
412	33383 42532	   	165.64	ACR|3DMG|1AART|1VULN|1ASPD	1ERES|2VULN|3MBVNT|4RCR|5ASPD|689DMG|7RMIN|aAART
413	66534 32123	   	165.63	ACR|2VULN|2AART|1DMG|1ASPD	1AIRHEL|2MBVNT|3RCR|4RPLT|5ASPD|68VULN|7aAART|9DMG
414	36243 12122	   	165.58	ACR|2DMG|1AART|1FLTHEA|1CDMG|1ZMB	1ERES|2ZMB|3AART|4RCR|58BELT|6FLTHEA|7aDMG|9CDMG
415	26363 34111	   	165.58	DCR|2AART|2VULN|1DMG|1ZMB	1BEXP|28AART|3ZMB|4TLV|5RCVC|6DMG|79VULN|aRCR
416	43321 33111	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3RPLT|4ZMB|5CDMG|6DUST|8RCR|9AART|aMLV
417	43321 33112	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3RPLT|4ZMB|5CDMG|6DUST|8RCR|9AART|aLWND
418	43321 33116	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3RPLT|4ZMB|5CDMG|6DUST|8RCR|9AART|aLHND
419	43321 61111	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3RPLT|4ZMB|5CDMG|7DUST|8RCR|9AART|aMLV
420	43321 61112	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3RPLT|4ZMB|5CDMG|7DUST|8RCR|9AART|aLWND
421	43321 61116	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3RPLT|4ZMB|5CDMG|7DUST|8RCR|9AART|aLHND
422	43326 16111	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3RPLT|4ZMB|5DUST|7CDMG|8RCR|9AART|aMLV
423	43326 16112	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3RPLT|4ZMB|5DUST|7CDMG|8RCR|9AART|aLWND
424	43551 33111	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3ZMB|4RPLT|5CDMG|6DUST|8RCR|9AART|aMLV
425	43551 33112	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3ZMB|4RPLT|5CDMG|6DUST|8RCR|9AART|aLWND
426	46151 33111	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|37VULN|4RPLT|5CDMG|6DUST|8RCR|9AART|aMLV
427	46151 33112	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ZMB|37VULN|4RPLT|5CDMG|6DUST|8RCR|9AART|aLWND
428	26134 45136	   	165.57	DCR|3VULN|2AART|1ZMB	1BEXP|28AART|3MBVNT|45aVULN|6ZMB|7RCR|9LIT
429	26134 45174	   	165.57	DCR|3VULN|2AART|1ZMB	1BEXP|28AART|3MBVNT|45aVULN|6ZMB|7RCR|9RMIN
430	13384 47244	 * 	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2VULN|3MBVNT|4RCR|5ASPD|69DMG|7AART|8BEXP|aCDMG
431	13384 47344	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2VULN|3MBVNT|4RCR|5ASPD|69DMG|7AART|8LHND|aCDMG
432	13384 47544	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2VULN|3MBVNT|4RCR|5ASPD|69DMG|7AART|8FEWX|aCDMG
433	25527 22332	 * 	165.50	DCR|2VULN|2DMG|3ZMB	1BEXP|2aDMG|368ZMB|4MBVNT|59VULN|7RCR
434	33383 47244	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2VULN|3MBVNT|4RCR|5ASPD|69DMG|7AART|8BEXP|aCDMG
435	33383 47344	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2VULN|3MBVNT|4RCR|5ASPD|69DMG|7AART|8LHND|aCDMG
436	33383 47544	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2VULN|3MBVNT|4RCR|5ASPD|69DMG|7AART|8FEWX|aCDMG
437	46321 42613	   	165.42	DCR|2DMG|1AART|2ZMB|2ASPD|1CDMG	18DMG|28ZMB|3DUST|4MBVNT|5LWND|68ASPD|7RCR|8BPWR|9AART|aCDMG
438	13386 43263	   	165.42	ACR|3VULN|2DMG|2DUR	1CGEN|29aVULN|3MBVNT|4RCR|56DMG|78DUR
439	63351 11231	 * 	165.41	ACR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	13AIRHEL|2FLTHEA|46AART|5RCR|7VULN|8LHND|9DMG|aCDMG
440	13621 45222	   	165.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|27VULN|3CDMG|4ZMB|5RCR|6LIT|8ERES|9DMG|aAART
441	16114 23311	   	165.40	DCR|3VULN|1DMG|2CDMG|2ZMB	1aCGEN|28ZMB|37aVULN|4CANSTR|5DMG|6aCDMG|9RCR|aBPWR
442	33386 43263	   	165.32	ACR|3VULN|2DMG|2DUR	1ERES|29aVULN|3MBVNT|4RCR|56DMG|78DUR
443	26134 26128	   	165.31	DCR|3VULN|2AART|1ZMB|1DUR	1BEXP|28AART|3MBVNT|456VULN|7ZMB|9DUR|aRCR
444	63351 13811	   	165.31	ACR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	13AIRHEL|2FLTHEA|46AART|5RCR|7MBVNT|8DMG|9VULN|aCDMG
