0	Index      	 *	Score 	Summary	Detail	
1	43322 15413	 * 	206.58	DCR|4VULN|1AART|3CDMG|1DMG	1AART|237aVULN|47CGEN|578CDMG|6RCR|7BPWR|9DMG
329	33134 15315	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5DMG|69VULN|7CDMG|8LWND|aRMIN
330	33134 15413	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|69VULN|7CDMG|8aFEWX
331	33134 16413	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5DMG|69VULN|7LWND|8CDMG|aFEWX
332	63134 12513	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1FEWX|2ASPD|3RCR|4AART|5DMG|6aVULN|7LHND|8DUR|9CDMG
333	23134 12412	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|5DMG|69VULN|7LHND|8CDMG|aDUR
334	23134 14412	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|5DMG|69VULN|7FEWX|8CDMG|aDUR
335	23134 15312	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2ASPD|3RCR|4AART|5DMG|69VULN|7CDMG|8LWND|aDUR
336	23134 15412	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|5DMG|69VULN|7CDMG|8FEWX|aDUR
337	23134 16412	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2ASPD|3RCR|4AART|5DMG|69VULN|7LWND|8CDMG|aDUR
338	63134 12412	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1FEWX|2ASPD|3RCR|4AART|5DMG|69VULN|7LHND|8CDMG|aDUR
339	23131 15626	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|5RMIN|6aVULN|7CDMG|8DMG|9DUR
340	23132 54116	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	15BEXP|2ASPD|3RCR|4AART|6aVULN|7CDMG|8DMG|9DUR
341	23135 42413	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|5DUR|6DMG|7LHND|8CDMG|9aVULN
342	33132 42413	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5BEXP|6DMG|7LHND|8CDMG|9aVULN
343	33132 46413	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5BEXP|6DMG|7LWND|8CDMG|9aVULN
344	33134 52413	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|6FEWX|7LHND|8CDMG|9aVULN
345	53133 54132	   	176.70	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1DUST|25ASPD|3RCR|4AART|6VULN|7CDMG|8DMG|9ZMB|aDUR
346	33134 11242	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|57DMG|6VULN|8DUST|9LWND|aCDMG
347	33134 11262	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|57DMG|6VULN|8DUST|9LHND|aCDMG
348	33134 12463	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|6aVULN|7LHND|8CDMG|9DUST
349	33134 15363	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5DMG|6aVULN|7CDMG|8LWND|9DUST
350	33134 15513	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|69VULN|7CDMG|8DUST|aFEWX
351	33134 21326	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|57DMG|6DUST|8CDMG|9LWND|aVULN
352	33136 41326	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5DUST|67DMG|8CDMG|9LWND|aVULN
353	53134 12513	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|2ASPD|3RCR|4AART|5DMG|6aVULN|7LHND|8DUR|9CDMG
354	23133 41316	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|5DUST|67DMG|8CDMG|9DUR|aVULN
355	23134 15512	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|5DMG|69VULN|7CDMG|8DUST|aDUR
356	23134 21316	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3RCR|4AART|57DMG|6DUST|8CDMG|9DUR|aVULN
357	53132 41316	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUST|2ASPD|3RCR|4AART|5BEXP|67DMG|8CDMG|9DUR|aVULN
358	53134 11313	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUST|2ASPD|3RCR|4AART|57DMG|6VULN|8CDMG|9DUR|aFEWX
359	53134 11315	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUST|2ASPD|3RCR|4AART|57DMG|6VULN|8CDMG|9DUR|aRMIN
360	53134 11322	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUST|2ASPD|3RCR|4AART|57DMG|6VULN|8CDMG|9CGEN|aDUR
361	53134 11362	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUST|2ASPD|3RCR|4AART|57DMG|6VULN|8CDMG|9BEXP|aDUR
362	53134 12412	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|2ASPD|3RCR|4AART|5DMG|69VULN|7LHND|8CDMG|aDUR
363	53134 15112	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|2ASPD|3RCR|4AART|5DMG|69VULN|7CDMG|8BEXP|aDUR
364	53134 15312	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUST|2ASPD|3RCR|4AART|5DMG|69VULN|7CDMG|8LWND|aDUR
365	63134 21316	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1FEWX|2ASPD|3RCR|4AART|57DMG|6DUST|8CDMG|9DUR|aVULN
366	33131 15631	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5RMIN|6aVULN|7CDMG|8DMG|9LSRREG
367	33134 22413	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DMG|6DUST|7LHND|8CDMG|9aVULN
368	33134 26413	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2ASPD|3RCR|4AART|5DMG|6DUST|7LWND|8CDMG|9aVULN
369	33136 42413	   	176.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3RCR|4AART|5DUST|6DMG|7LHND|8CDMG|9aVULN
370	33134 21336	   	176.63	ACR|2DMG|1AART|2CDMG|2ASPD|2DUR	1aDUR|2aASPD|3RCR|4AART|57DMG|6DUST|8aCDMG|9RCVC|aBPWR
371	33136 41336	   	176.63	ACR|2DMG|1AART|2CDMG|2ASPD|2DUR	1aDUR|2aASPD|3RCR|4AART|5DUST|67DMG|8aCDMG|9RCVC|aBPWR
372	33133 24136	   	176.63	ACR|2DMG|1AART|3ASPD|1CDMG|2DUR	1aDUR|25aASPD|3RCR|4AART|6DUST|7CDMG|8aDMG|9RCVC|aBPWR
373	43322 11125	   	176.63	DCR|2VULN|1AART|3CDMG|1DMG	1AART|23VULN|4CGEN|59aCDMG|6RCR|7LHND|8DMG
374	43322 12125	   	176.63	DCR|2VULN|1AART|3CDMG|1DMG	1AART|23VULN|4CGEN|59aCDMG|6RCR|7FEWX|8DMG
375	32614 31123	   	176.61	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|2LWND|3AART|4CGEN|579DMG|6RCR|8ZMB|aCDMG
