0	Index      	 *	Score 	Summary	Detail	
1	13325 46112	 * 	192.35	ACR|2DMG|1AART|1VULN|2CDMG|2DUR|1ZMB	1aCDMG|2ZMB|3RCVC|4RCR|5aDMG|6AART|7TLV|8VULN|9aDUR|aBPWR
315	14222 25214	   	163.34	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	19CDMG|26VULN|39MLV|4RCR|5DMG|7ERES|89DUR|9BPWR|aZMB
316	62212 25612	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2FEWX|39VULN|4ASPD|5CDMG|6AART|7DMG|8RCR|aMBVNT
317	14222 25116	   	163.31	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|26VULN|39MLV|4RCR|5DMG|7ERES|89LHND|9BPWR|aAART
318	12125 44122	   	163.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2RCVC|3ASPD|4RCR|5DMG|6AART|7VULN|8LIT|9TLV|aZMB
319	14522 26212	   	163.22	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|26aVULN|3RMIN|4RCR|5DMG|7ASPD|8DUR|9MGNLIT
320	12464 22112	 * 	163.22	3VULN|2DMG|1AART|2CDMG|2ASPD|1DUR	1aCDMG|2RCVC|36DMG|4AART|56aVULN|6aBPWR|7CGEN|8DUR|9aASPD
321	14222 53216	   	163.21	ACR|2VULN|1AART|1DMG|2CDMG	17CDMG|27VULN|3MLV|4RCR|5DMG|67DUST|7BPWR|8FEWX|9RPLT|aAART
322	11761 41721	   	163.19	DCR|2VULN|1AART|2CDMG|1DMG	1aCDMG|2MBVNT|3aVULN|4LIT|5AART|6DMG|7NUKE|8RCR|9aDUST|aBPWR
323	21136 53224	   	163.15	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AIRHEA|2ZMB|36DUR|4AART|5LIT|7RCR|8CDMG|9aVULN
324	14222 26212	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|26aVULN|3MLV|4RCR|5DMG|7ASPD|8DUR|9LSRHEA
325	12464 21112	   	163.12	3VULN|2DMG|1AART|2CDMG|2ASPD|1DUR	1aCDMG|2RCVC|36DMG|4AART|56aVULN|6aBPWR|7ERES|8DUR|9aASPD
326	13325 41121	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7LHND|8LIT|9ASPD|aVULN
327	13325 41323	   	163.05	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7LHND|8LWND|9ASPD|aVULN
328	13325 43121	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7BEXP|8LIT|9ASPD|aVULN
329	13325 43214	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|78BEXP|9ASPD|aVULN
330	13325 44123	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8LIT|9ASPD|aLHND
331	13325 44213	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8BEXP|9DUR|aLHND
332	13325 44322	   	163.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8LWND|9ASPD|aFEWX
333	12425 13324	   	163.00	ACR|2DMG|1AART|2CDMG|2ZMB	1aCDMG|2RCVC|35DMG|4RCR|6aZMB|7MBVNT|8AART|9aMLV|aBPWR
334	13325 42121	   	162.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7DUST|8LIT|9ASPD|aVULN
335	13325 44212	   	162.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8BEXP|9DUR|aMBVNT
336	13325 44323	   	162.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8LWND|9ASPD|aTLV
337	14522 13162	 * 	162.90	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1CDMG|29aVULN|3RMIN|4RCR|5DMG|6LWND|7FLTHEA|8ERES
338	31622 23162	   	162.90	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2BEXP|3CDMG|4RCR|5DMG|69aVULN|7FLTHEA|8ERES
339	35622 23162	   	162.90	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1RMIN|2LHND|3CDMG|4RCR|5DMG|69aVULN|7FLTHEA|8ERES
340	61522 23162	   	162.90	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1LHND|2CDMG|3RMIN|4RCR|5DMG|69aVULN|7FLTHEA|8ERES
341	13325 46131	   	162.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7TLV|8VULN|9DUST|aDUR
342	12425 41112	 * 	162.83	ACR|2DMG|1AART|2ASPD|1CDMG|1DUR	1CDMG|2RCVC|35DMG|4RCR|69ASPD|7AART|8DUR|aLHND
343	12425 41113	   	162.83	ACR|2DMG|1AART|2ASPD|1CDMG|1DUR	1CDMG|2RCVC|35DMG|4RCR|69ASPD|7AART|8DUR|aLIT
344	14226 24461	   	162.81	ACR|2VULN|2AART|1CDMG|2DUR	1CDMG|29VULN|3MLV|4RCR|5MBVNT|68AART|7aDUR
345	14226 24484	   	162.81	ACR|2VULN|2AART|1CDMG|2DUR	1CDMG|2aVULN|3MLV|4RCR|5MBVNT|68AART|79DUR
346	62352 22611	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|2FEWX|3DMG|49VULN|5aCDMG|6AART|7CGEN|8RCR
347	14313 23622	   	162.78	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|26VULN|3BEXP|4DUST|5RCR|7FLTHEA|8DMG|9ZMB|aDUR
348	11228 23417	 * 	162.74	ACR|3VULN|3CDMG|1AART	179CDMG|2MBVNT|37MLV|4RMIN|5RCR|679VULN|79BPWR|89CGEN|aAART
349	12425 16331	   	162.74	ACR|3DMG|2CDMG|2DUR|1ZMB	1aCDMG|2RCVC|35aDMG|4RCR|6ZMB|7BEXP|8aDUR|9BELT|aBPWR
350	12425 41111	   	162.73	ACR|2DMG|1AART|2ASPD|1CDMG|1DUR	1CDMG|2RCVC|35DMG|4RCR|69ASPD|7AART|8DUR|aMBVNT
351	14116 22611	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1aCDMG|29VULN|3LHND|4DUST|5DMG|6AART|7CGEN|8RCR
352	32133 22664	   	162.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RMIN|2RCVC|3VULN|4ZMB|5LHND|6DUR|7aDMG|8RCR|9AART
353	14222 13653	   	162.55	ACR|3VULN|1DMG|2CDMG|1ASPD|1SELL	17CDMG|27aVULN|3MLV|4RCR|5DMG|67LWND|7BPWR|8SELL|9ASPD
354	12425 41123	   	162.53	ACR|2DMG|1AART|2CDMG|1ASPD|1DUR	1aCDMG|2RCVC|35DMG|4RCR|6ASPD|7AART|8DUR|9FEWX
355	11466 41741	 * 	162.47	DCR|3DMG|1AART|1CDMG|1ZMB	1CDMG|2MBVNT|3ZMB|4RCVC|57aDMG|6MGNLIT|8AART|9RCR
356	13325 44132	   	162.43	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1aCDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8LIT|9FEWX
357	13325 44331	   	162.43	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1aCDMG|2ZMB|3RCVC|4RCR|5DMG|6AART|7VULN|8LWND|9FEWX
358	14222 25216	 * 	162.39	ACR|2VULN|3CDMG|1DMG|3DUR	19aCDMG|26VULN|39aMLV|4RCR|5DMG|7ERES|89aDUR|9aBPWR
359	13325 61212	   	162.35	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ZMB|36RCVC|4RCR|5aDMG|7AART|8FEWX|9ASPD
