0	Index      	 *	Score 	Summary	Detail	
1	61251 64214	 * 	192.90	DCR|3VULN|2DMG|1AART|2DUR	1aDUR|26aVULN|3AART|4MBVNT|5RCVC|7NUKE|8RCR|9aDMG|aBPWR
334	61353 32312	   	165.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|29aVULN|3AIRHEA|4CANHEL|5RCR|6AART|7DUST|8DMG
335	61353 35312	   	165.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|29aVULN|3AIRHEA|4CANHEL|5RCR|6AART|7LEGI|8DMG
336	41622 26223	   	165.45	DCR|2VULN|2DMG|3CDMG|1ASPD	16aCDMG|2NUKE|3MLV|4aVULN|5BEXP|7ASPD|8aDMG|9RCR|aBPWR
337	41623 26223	   	165.45	DCR|2VULN|2DMG|3CDMG|1ASPD	16aCDMG|2NUKE|3MLV|4aVULN|5LHND|7ASPD|8aDMG|9RCR|aBPWR
338	44122 16223	   	165.45	DCR|2VULN|2DMG|3CDMG|1ASPD	16aCDMG|2RMIN|3TLV|4aVULN|5BEXP|7ASPD|8aDMG|9RCR|aBPWR
339	44123 16223	   	165.45	DCR|2VULN|2DMG|3CDMG|1ASPD	16aCDMG|2RMIN|3TLV|4aVULN|5LHND|7ASPD|8aDMG|9RCR|aBPWR
340	62242 26311	   	165.42	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	12DUR|3LIT|4RCR|5AART|6LHND|7ASPD|8VULN|9aDMG
341	62242 33241	   	165.42	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	12DUR|3LIT|4RCR|5AART|6ASPD|7aDMG|8VULN|9LWND
342	62242 33262	   	165.42	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	12DUR|3LIT|4RCR|5AART|6ASPD|7DMG|89VULN|aLHND
343	62242 33361	   	165.42	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	12DUR|3LIT|4RCR|5AART|6ASPD|7aDMG|8LHND|9VULN
344	51312 15122	   	165.38	DCR|3VULN|1AART|1DMG	1LHND|24aVULN|3AIRHEA|5RCVC|6RCR|7AART|8MLV|9DMG
345	51312 15522	   	165.38	DCR|3VULN|1AART|1DMG	1LHND|24aVULN|3AIRHEA|5RCVC|6RCR|7AART|8CGEN|9DMG
346	41122 26223	   	165.35	DCR|2VULN|2DMG|3CDMG|1ASPD	16aCDMG|2NUKE|3TLV|4aVULN|5BEXP|7ASPD|8aDMG|9RCR|aBPWR
347	41123 26223	   	165.35	DCR|2VULN|2DMG|3CDMG|1ASPD	16aCDMG|2NUKE|3TLV|4aVULN|5LHND|7ASPD|8aDMG|9RCR|aBPWR
348	62242 11263	   	165.32	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	12DUR|3LIT|4RCR|5AART|6ERES|7ASPD|89VULN|aDMG
349	62242 33221	   	165.32	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	12DUR|3LIT|4RCR|5AART|6ASPD|7aDMG|8VULN|9DUST
350	62242 33261	   	165.32	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	12DUR|3LIT|4RCR|5AART|6ASPD|7DMG|89VULN|aDUST
351	61141 27434	   	165.27	ACR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3MBVNT|46DMG|5RCR|79LIT|aAART
352	61141 27444	   	165.27	ACR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3MBVNT|46DMG|5RCR|7LIT|9FEWX|aAART
353	51141 23146	   	165.27	ACR|2VULN|2DMG|1AART|1ASPD	1LHND|28VULN|3MBVNT|46DMG|5RCR|7ASPD|9CGEN|aAART
354	51141 26126	   	165.27	ACR|2VULN|2DMG|1AART|1DUR	19LHND|27VULN|3MBVNT|46DMG|5RCR|8DUR|aAART
355	61141 22387	   	165.27	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29VULN|3MBVNT|46DMG|5RCR|7BEXP|8BELT|aAART
356	61141 23487	   	165.27	ACR|2VULN|2DMG|1AART|1DUR	1DUR|29VULN|3MBVNT|46DMG|5RCR|7BELT|8FEWX|aAART
357	23632 46223	   	165.16	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB|1ASPD	13MLV|2aCDMG|4VULN|5ZMB|6aDUR|7ASPD|8aDMG|9RCR|aBPWR
358	45312 42111	   	165.15	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	13CDMG|2VULN|4DMG|5ZMB|6aAART|7BEXP|8DUST|9RCR
359	52141 27333	   	165.14	ACR|3DMG|1AART|1VULN|1DUR	1LHND|2DUR|3MBVNT|468DMG|5RCR|7AART|9CGEN|aVULN
360	52141 27363	   	165.14	ACR|3DMG|1AART|1VULN|1DUR	1LHND|2DUR|3MBVNT|468DMG|5RCR|7AART|9RMIN|aVULN
361	61141 62214	   	165.14	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2VULN|3MBVNT|48aDMG|5RCR|6BELT|7AART|9FEWX
362	61141 62313	   	165.14	ACR|3VULN|1AART|1DMG|1DUR	1DUR|29aVULN|3MBVNT|4DMG|5RCR|6BELT|7AART|8CGEN
363	61141 62416	   	165.14	ACR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3MBVNT|4DMG|5RCR|6BELT|7AART|9FEWX
364	61141 62426	   	165.14	ACR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3MBVNT|4DMG|5RCR|6BELT|7AART|9LHND
365	61141 62472	   	165.14	ACR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3MBVNT|4DMG|5RCR|6BELT|7AART|9MLV
366	61141 37611	   	165.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8RCVC|aFEWX
367	61141 37613	   	165.12	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8RCVC|aCGEN
368	51311 55321	   	165.10	DCR|3VULN|2DMG|2DUR	1LHND|24aVULN|3AIRHEA|5DUST|6aDMG|7RCR|8LWND|9aDUR|aBPWR
369	26431 27111	   	165.08	ACR|4VULN|2DMG	17MLV|2LHND|3789VULN|4MBVNT|5RCR|67DMG|7BPWR|aFEWX
370	26431 27113	   	165.08	ACR|4VULN|2DMG	17MLV|2LHND|3789VULN|4MBVNT|5RCR|67DMG|7BPWR|aCGEN
371	26431 27134	   	165.08	ACR|4VULN|2DMG	17MLV|2LHND|378aVULN|4MBVNT|5RCR|67DMG|7BPWR|9BEXP
372	26431 27444	   	165.08	ACR|4VULN|2DMG	17MLV|2LHND|379aVULN|4MBVNT|5RCR|67DMG|7BPWR|8BEXP
373	51141 37111	   	165.08	ACR|4VULN|2DMG	17LHND|2789VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aFEWX
374	51141 37113	   	165.08	ACR|4VULN|2DMG	17LHND|2789VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aCGEN
375	51141 37117	   	165.08	ACR|4VULN|2DMG	17LHND|2789VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aDMSP
376	51141 37134	   	165.08	ACR|4VULN|2DMG	17LHND|278aVULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9BEXP
377	51141 37164	   	165.08	ACR|4VULN|2DMG	17LHND|278aVULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RPLT
378	24512 43312	   	165.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2RMIN|3CDMG|4aDMG|5ZMB|6AART|7VULN|8BEXP|9RCR
379	61141 62234	   	165.04	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2VULN|3MBVNT|48aDMG|5RCR|6BELT|7AART|9DUST
380	61141 62436	   	165.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3MBVNT|4DMG|5RCR|6BELT|7AART|9DUST
381	61141 37314	   	165.03	ACR|2VULN|2DMG|3DUR|1CDMG	178DUR|27VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9BEXP|aCDMG
382	61141 51273	   	165.03	ACR|2VULN|2DMG|3DUR|1CDMG	19aDUR|2aVULN|3MBVNT|48DMG|5RCR|6CDMG|7aMLV|aBPWR
383	61141 37612	   	165.02	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8RCVC|aTLV
384	61141 37614	   	165.02	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8RCVC|aDUST
385	66312 23632	 * 	165.02	DCR|3DMG|1VULN|3DUR|1FLTHEA|1ASPD	167DUR|2RPLT|3FLTHEA|47BEXP|567DMG|67BPWR|8ASPD|9VULN|aRCR
386	51141 62713	   	165.00	ACR|2VULN|2AART|1DMG|1ZMB	1LHND|29VULN|3MBVNT|4DMG|5RCR|6BELT|7aAART|8ZMB
387	21431 27111	   	164.98	ACR|4VULN|2DMG	17MLV|2DUST|3789VULN|4MBVNT|5RCR|67DMG|7BPWR|aFEWX
388	21431 27113	   	164.98	ACR|4VULN|2DMG	17MLV|2DUST|3789VULN|4MBVNT|5RCR|67DMG|7BPWR|aCGEN
389	21431 27117	   	164.98	ACR|4VULN|2DMG	17MLV|2DUST|3789VULN|4MBVNT|5RCR|67DMG|7BPWR|aDMSP
390	21431 27184	   	164.98	ACR|4VULN|2DMG	17MLV|2DUST|378aVULN|4MBVNT|5RCR|67DMG|7BPWR|9BEXP
391	26431 27112	   	164.98	ACR|4VULN|2DMG	17MLV|2LHND|3789VULN|4MBVNT|5RCR|67DMG|7BPWR|aTLV
392	26431 27114	   	164.98	ACR|4VULN|2DMG	17MLV|2LHND|3789VULN|4MBVNT|5RCR|67DMG|7BPWR|aDUST
393	51141 37112	   	164.98	ACR|4VULN|2DMG	17LHND|2789VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aTLV
394	51141 37114	   	164.98	ACR|4VULN|2DMG	17LHND|2789VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|aDUST
395	24512 43112	   	164.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2RMIN|3CDMG|4aDMG|5ZMB|6AART|7VULN|8DUST|9RCR
396	44112 43312	   	164.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RMIN|3TLV|4aDMG|5ZMB|6AART|7VULN|8BEXP|9RCR
397	61141 61147	   	164.93	ACR|2VULN|2DMG|3DUR|1CDMG	178DUR|27VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|9ERES|aCDMG
398	61316 12343	   	164.90	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	15DUR|24VULN|3AIRHEA|6RCR|7DMG|8LWND|9AART|aASPD
399	21431 27112	   	164.88	ACR|4VULN|2DMG	17MLV|2DUST|3789VULN|4MBVNT|5RCR|67DMG|7BPWR|aTLV
400	21431 27114	   	164.88	ACR|4VULN|2DMG	17MLV|2aDUST|3789VULN|4MBVNT|5RCR|67DMG|7BPWR
401	51141 26317	   	164.88	ACR|4VULN|2DMG	1LHND|279aVULN|3MBVNT|46DMG|5RCR|8RPLT
402	44112 43112	   	164.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2RMIN|3TLV|4aDMG|5ZMB|6AART|7VULN|8DUST|9RCR
403	61141 61228	   	164.82	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|47aDMG|5RCR|6BELT|7BPWR|8LWND|9RCVC
404	61141 61428	   	164.82	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|47aDMG|5RCR|6BELT|7BPWR|8FEWX|9RCVC
405	61141 37131	   	164.82	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RCVC|aFEWX
406	61141 37133	   	164.82	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RCVC|aCGEN
407	61141 37138	   	164.82	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RCVC|aBEXP
408	45251 32122	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|267VULN|3LHND|4DUR|5RCR|8DUST|9ZMB|aDMG
409	51141 52124	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|27aVULN|3MBVNT|4DMG|5RCR|6CDMG|8DUR|9ZMB
410	61141 52225	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|27aVULN|3MBVNT|4DMG|5RCR|6CDMG|8LWND|9ZMB
411	61141 52824	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|27aVULN|3MBVNT|4DMG|5RCR|6CDMG|8ZMB|9LHND
412	61141 53524	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|28aVULN|3MBVNT|4DMG|5RCR|6CDMG|7ZMB|9LHND
413	61141 37132	   	164.72	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RCVC|aTLV
414	61141 37134	   	164.72	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RCVC|aDUST
415	61141 37137	   	164.72	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RCVC|aLEGI
416	51141 37135	   	164.63	ACR|3VULN|2DMG|1CDMG	17LHND|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9BEXP|aCDMG
417	51141 37445	   	164.63	ACR|3VULN|2DMG|1CDMG	17LHND|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8FEWX|aCDMG
418	51141 51273	   	164.63	ACR|3VULN|2DMG|1CDMG	1aLHND|29aVULN|3MBVNT|48DMG|5RCR|6CDMG|7aMLV|aBPWR
419	61316 11332	   	164.63	DCR|3VULN|1DMG|3DUR|1ZMB	159DUR|247VULN|3AIRHEA|6RCR|8DMG|aZMB
420	21431 27135	   	164.53	ACR|3VULN|2DMG|1CDMG	17MLV|2DUST|378VULN|4MBVNT|5RCR|67DMG|7BPWR|9FEWX|aCDMG
421	21431 27245	   	164.53	ACR|3VULN|2DMG|1CDMG	17MLV|2DUST|379VULN|4MBVNT|5RCR|67DMG|7BPWR|8LHND|aCDMG
422	61141 37146	   	164.52	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|69RMIN|7BPWR|aRCVC
423	61141 37154	   	164.52	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9FEWX|aRCVC
424	61141 37435	   	164.52	ACR|3VULN|2DMG|2DUR	17DUR|279VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|8BELT|aRCVC
425	66222 42311	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RPLT|3SNIHEL|4aVULN|5DMG|6BELT|7RCR|8AART|9CDMG
426	21431 52543	   	164.43	ACR|3DMG|2VULN|1CDMG	1aMLV|2aDUST|37VULN|4MBVNT|5RCR|6CDMG|89aDMG|aBPWR
427	51141 52541	   	164.43	ACR|3DMG|2VULN|1CDMG	1LHND|27VULN|3MBVNT|489DMG|5RCR|6CDMG|aCGEN
428	51141 52543	   	164.43	ACR|3DMG|2VULN|1CDMG	1LHND|27VULN|3MBVNT|489DMG|5RCR|6CDMG|aLIT
429	51141 52544	   	164.43	ACR|3DMG|2VULN|1CDMG	1LHND|27VULN|3MBVNT|489DMG|5RCR|6CDMG|aMLV
430	51141 52741	   	164.43	ACR|3VULN|2DMG|1CDMG	1LHND|278VULN|3MBVNT|49DMG|5RCR|6CDMG|aFEWX
431	24313 32336	   	164.41	DCR|2VULN|2DMG|1AART	1MLV|2RMIN|3MBVNT|4aVULN|5LSRREG|6RCR|7AART|89DMG
432	24314 32336	   	164.41	DCR|2VULN|2DMG|1AART	1MLV|2RMIN|3MBVNT|4aVULN|5BASHEA|6RCR|7AART|89DMG
433	51163 32336	   	164.41	DCR|2VULN|2DMG|1AART	14LHND|2aVULN|3MBVNT|5AIRHEA|6RCR|7AART|89DMG
434	51141 63413	   	164.40	ACR|2VULN|2AART|1DMG|1ZMB	1LHND|29VULN|3MBVNT|4DMG|5RCR|6BELT|7ZMB|8aAART
435	42632 23316	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2LHND|3TLV|46VULN|5LWND|7AART|8DMG|9RCR|aZMB
436	61171 23423	   	164.37	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|29aVULN|3MBVNT|4FLTHEA|5RPLT|6DMG|7ZMB|8RCR
437	61143 47284	   	164.36	DCR|2VULN|2DMG|2CDMG|2DUR|1SELL	1aDUR|27VULN|3MBVNT|4aDMG|5SELL|6DLOT|8aCDMG|9RCR|aBPWR
438	51141 52542	   	164.33	ACR|3DMG|2VULN|1CDMG	1LHND|27VULN|3MBVNT|489DMG|5RCR|6CDMG|aDUST
439	51141 52743	   	164.33	ACR|3VULN|2DMG|1CDMG	1LHND|278VULN|3MBVNT|49DMG|5RCR|6CDMG|aTLV
440	61141 17116	   	164.32	ACR|3VULN|2DMG|2DUR	17DUR|289VULN|3MBVNT|47DMG|5RCR|67ERES|7BPWR|aRCVC
441	61177 31232	   	164.30	DCR|3VULN|1AART|1FLTHEA|2DUR	19DUR|29aVULN|3MBVNT|4FLTHEA|5BASICY|6AART|79CGEN|8RCR|9BPWR
442	42421 52322	   	164.26	ACR|3VULN|1DMG|2CDMG|1ZMB	16CDMG|2LHND|3DUST|467VULN|5RCR|6BPWR|8BEXP|9ZMB|aDMG
443	61462 33311	 * 	164.21	DCR|3VULN|2DMG|3DUR	146DUR|28aVULN|3CGEN|56DMG|6BPWR|7MLV|9RCR
444	61532 33311	   	164.21	DCR|3VULN|2DMG|3DUR	136DUR|28aVULN|4CGEN|56DMG|6BPWR|7MLV|9RCR
445	23632 41323	   	164.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13aMLV|2CDMG|4aVULN|5ZMB|6DUR|7aDMG|8RMIN|9RCR|aBPWR
446	51141 42742	   	164.19	ACR|3VULN|2DMG|1CDMG|1SELL	1LHND|278VULN|3MBVNT|49DMG|5RCR|6SELL|aCDMG
447	51141 42547	   	164.19	ACR|3DMG|2VULN|1CDMG|1SELL	1LHND|27VULN|3MBVNT|489DMG|5RCR|6SELL|aCDMG
448	51312 12245	   	164.18	DCR|3VULN|1AART|1DMG	1LHND|24aVULN|3AIRHEA|5RCVC|6RCR|7DMG|8FEWX|9AART
449	61532 35311	   	164.11	DCR|3VULN|2DMG|3DUR	136DUR|28aVULN|4CGEN|56DMG|6BPWR|7TLV|9RCR
450	61532 36311	   	164.11	DCR|3VULN|2DMG|3DUR	136DUR|28aVULN|4CGEN|56DMG|6BPWR|7ERES|9RCR
451	45131 12352	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|29VULN|346RPLT|5AART|7ASPD|8RCR|aDMG
452	45322 36132	   	164.01	DCR|2VULN|2DMG|2CDMG|1ASPD	13CDMG|24VULN|58DMG|6TLV|7RCR|9CGEN|aASPD
453	41122 41623	 * 	163.99	DCR|3VULN|1DMG|2CDMG|2ASPD	1aCDMG|2NUKE|3TLV|46aVULN|5BEXP|7DMG|8aASPD|9RCR|aBPWR
454	41123 41623	   	163.99	DCR|3VULN|1DMG|2CDMG|2ASPD	1aCDMG|2NUKE|3TLV|46aVULN|5LHND|7DMG|8aASPD|9RCR|aBPWR
455	61141 24476	   	163.98	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	18DUR|2VULN|3MBVNT|46DMG|5RCR|7CGEN|9ZMB|aAART
456	61141 23454	   	163.94	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2VULN|3MBVNT|46aDMG|5RCR|7BELT|8FEWX|9AART
457	61316 11342	   	163.91	DCR|4VULN|1DMG|2DUR	15DUR|2479VULN|3AIRHEA|6RCR|8DMG|aLHND
458	42422 13223	   	163.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2LHND|3DUST|4aVULN|58DMG|6DUR|7ZMB|9RCR
459	42452 33223	   	163.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2LHND|3DUST|4DUR|58DMG|6aVULN|7ZMB|9RCR
460	42512 33223	   	163.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2LHND|3DUR|4DUST|58DMG|6aVULN|7ZMB|9RCR
461	45212 13223	   	163.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2aVULN|3LHND|4DUST|58DMG|6DUR|7ZMB|9RCR
462	45252 23223	   	163.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2aVULN|3LHND|4DUR|58DMG|6DUST|7ZMB|9RCR
463	61141 73354	   	163.84	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2VULN|3MBVNT|47aDMG|5RCR|6DUST|8BELT|9AART
464	61316 11341	   	163.81	DCR|4VULN|1DMG|2DUR	15DUR|2479VULN|3AIRHEA|6RCR|8DMG|aTLV
465	61353 31632	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3AIRHEA|4CANHEL|5RCR|6AART|7CGEN|9DMG|aCDMG
466	61312 11336	   	163.62	DCR|3VULN|1DMG|2DUR|1ZMB	19DUR|247VULN|3AIRHEA|5RCVC|6RCR|8DMG|aZMB
467	23655 11223	   	163.58	DCR|2VULN|2DMG|2CDMG|1ZMB	13MLV|2aCDMG|4CGEN|5ZMB|6aVULN|7BEXP|8aDMG|9RCR|aBPWR
468	62512 43211	 * 	163.54	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	12aDUR|3CDMG|4DMG|5ZMB|6AART|7VULN|8LWND|9RCR
469	41611 63223	   	163.48	DCR|2VULN|2DMG|2CDMG|1ZMB	1aCDMG|2NUKE|3MLV|4aDMG|58BEXP|6ZMB|7aVULN|9RCR|aBPWR
470	61173 35322	   	163.46	DCR|3VULN|1DMG|1FLTHEA|2DUR	17DUR|25aVULN|3MBVNT|4FLTHEA|6RCR|8DMG|9BEXP
471	63141 27742	 * 	163.42	ACR|3DMG|1AART|2ZMB|2DUR	18DUR|2LEGI|3MBVNT|468DMG|5RCR|78ZMB|8BPWR|9DUST|aAART
472	41111 63223	   	163.38	DCR|2VULN|2DMG|2CDMG|1ZMB	1aCDMG|2NUKE|3TLV|4aDMG|58BEXP|6ZMB|7aVULN|9RCR|aBPWR
473	45362 11223	   	163.38	DCR|2VULN|2DMG|2CDMG|1ZMB	13CDMG|2aVULN|4CGEN|5ZMB|6aERES|7BEXP|8aDMG|9RCR|aBPWR
474	41112 41622	   	163.34	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|2NUKE|3TLV|4DMG|5ZMB|6AART|7CGEN|8RCR|9FLTHEA|aVULN
475	51141 23467	   	163.34	ACR|3DMG|1AART|1VULN|1ASPD	1LHND|2VULN|3MBVNT|469DMG|5RCR|7ASPD|8BEXP|aAART
476	52141 22167	   	163.34	ACR|3DMG|1AART|1VULN|1DUR	1LHND|2DUR|3MBVNT|469DMG|5RCR|7RMIN|8VULN|aAART
477	52141 24167	   	163.34	ACR|3DMG|1AART|1VULN|1DUR	1LHND|2DUR|3MBVNT|469DMG|5RCR|7MLV|8VULN|aAART
478	61141 24267	   	163.34	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2VULN|3MBVNT|469DMG|5RCR|7CGEN|8LHND|aAART
479	61141 24626	   	163.34	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2VULN|3MBVNT|469DMG|5RCR|7CGEN|8BELT|aAART
480	45322 36313	   	163.31	DCR|2VULN|2DMG|3CDMG	13aCDMG|24VULN|5aDMG|6TLV|7RCR|8LHND|9aFEWX|aBPWR
481	51141 61235	   	163.29	ACR|3VULN|2DMG|1ZMB	17LHND|279VULN|3MBVNT|47DMG|5RCR|6BELT|7BPWR|8ZMB|aRCVC
482	41613 63123	   	163.28	DCR|2VULN|2DMG|2CDMG|1ZMB	1aCDMG|2NUKE|3MLV|4aDMG|58DUST|6ZMB|7aVULN|9RCR|aBPWR
483	61141 52263	   	163.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|27VULN|3MBVNT|4DMG|5RCR|6CDMG|8LWND|9AART|aRCVC
484	52141 23167	   	163.24	ACR|3DMG|1AART|1VULN|1DUR	1LHND|2DUR|3MBVNT|469DMG|5RCR|7ERES|8VULN|aAART
485	61141 23826	   	163.24	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2VULN|3MBVNT|469DMG|5RCR|7BELT|8ERES|aAART
486	51141 17128	   	163.22	ACR|3VULN|2DMG|2DUR	17aLHND|28aVULN|3MBVNT|47DMG|5RCR|67ERES|7aBPWR|9aDUR
487	51141 28128	   	163.22	ACR|3VULN|2DMG|2DUR	1aLHND|28aVULN|3MBVNT|46DMG|5RCR|7CGEN|9aDUR|aBPWR
488	61141 24158	   	163.22	ACR|3VULN|2DMG|2DUR	1aDUR|28aVULN|3MBVNT|46DMG|5RCR|7CGEN|9aFEWX|aBPWR
489	61141 37141	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|69RMIN|7BPWR|aFEWX
490	61141 37143	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|69RMIN|7BPWR|aCGEN
491	61141 37148	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|69RMIN|7BPWR|aBEXP
492	61141 37151	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9FEWX|aLIT
493	61141 37153	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9FEWX|aBEXP
494	61141 37161	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RPLT|aLHND
495	61141 37163	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RPLT|aLWND
496	61141 37164	   	163.22	ACR|3VULN|2DMG|2DUR	17DUR|278VULN|3MBVNT|47DMG|5RCR|6RMIN|7BPWR|9RPLT|aBELT
497	61141 37261	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8LHND|aBEXP
498	61141 37263	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8aLHND
499	61141 37264	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6aRMIN|7BPWR|8LHND
500	61141 37422	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8BELT|aRPLT
501	61141 37424	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8BELT|aLHND
502	61141 37425	   	163.22	ACR|3DMG|2VULN|2DUR	17DUR|27VULN|3MBVNT|479DMG|5RCR|6RMIN|7BPWR|8BELT|aLWND
