0	Index      	 *	Score 	Summary	Detail	
1	23365 61212	 * 	216.64	DCR|3DMG|2AART|1VULN|1ASPD	128DMG|3VULN|4MULFIG|5LHND|6RCR|7ASPD|9aAART
337	23365 63323	   	189.29	DCR|2VULN|2DMG|1AART	12DMG|3aVULN|4MULFIG|5LHND|6RCR|7AART|8RMIN|9ERES
338	23336 63412	   	189.26	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	12DMG|37VULN|4AAC|5ERES|6MBVNT|8AART|9RCR|aZMB
339	23356 63412	   	189.26	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|37VULN|4TLV|5ERES|6MBVNT|8AART|9RCR|aZMB
340	25136 63412	   	189.26	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	13DMG|27VULN|4AAC|5ERES|6MBVNT|8AART|9RCR|aZMB
341	23231 35563	 * 	189.22	DCR|3DMG|1AART|1ASPD|1NUKE|1ZMB|1DUR	126DMG|3ZMB|4ERES|5DUR|7NUKE|8ASPD|9RCR|aAART
342	23231 36563	   	189.22	DCR|3DMG|1AART|1ASPD|1AAC|1ZMB|1DUR	126DMG|3ZMB|4ERES|5DUR|7AAC|8ASPD|9RCR|aAART
343	23233 31441	   	189.18	DCR|3DMG|1VULN|1ASPD|1ZMB	126DMG|3ZMB|4ERES|5FEWX|7RCR|8RMIN|9VULN|aASPD
344	23341 21461	   	189.18	DCR|3DMG|1VULN|1ASPD|1NUKE|1ZMB	125DMG|3VULN|4NUKE|6CGEN|7RCR|8RMIN|9ZMB|aASPD
345	22163 51153	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1DUR	13DMG|2BEXP|4SNIFST|5DUR|6AART|7AAC|8RCR|9ASPD|aVULN
346	23216 31441	   	189.08	DCR|3DMG|1VULN|1ASPD|1ZMB	126DMG|3ZMB|4DUST|5ERES|7RCR|8RMIN|9VULN|aASPD
347	25264 31483	   	189.08	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1DMG|2VULN|35ZMB|4MBVNT|6RCR|7BEXP|8ASPD|9DUR|aAART
348	23163 51153	   	189.01	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1DUR	12DMG|3DUST|4SNIFST|5DUR|6AART|7AAC|8RCR|9ASPD|aVULN
349	23311 31662	   	189.00	DCR|3DMG|2ASPD|1VULN	125DMG|3VULN|4CGEN|6AME|7RCR|8RPLT|9aASPD
350	25111 31662	   	189.00	DCR|3DMG|2ASPD|1VULN	135DMG|2VULN|4CGEN|6AME|7RCR|8RPLT|9aASPD
351	25261 31445	   	189.00	DCR|2DMG|2ASPD|1VULN|2ZMB	1aDMG|2VULN|3aZMB|4MBVNT|5AELBLL|6RCR|79BEXP|8aASPD|aBPWR
352	23336 42316	   	188.94	DCR|2DMG|1AART|1VULN|1ASPD|1AAC|1ZMB	12DMG|3VULN|4AAC|5ERES|6AART|7ZMB|8TLV|9RCR|aASPD
353	25216 11141	   	188.93	DCR|2DMG|1VULN|1ASPD|1CDMG|2ZMB	19DMG|2VULN|39ZMB|4LHND|5RPLT|6CDMG|7RCR|89DUST|9BPWR|aASPD
354	25236 11141	   	188.93	DCR|2DMG|1VULN|1ASPD|1CDMG|2ZMB	19DMG|2VULN|39ZMB|4LWND|5RPLT|6CDMG|7RCR|89DUST|9BPWR|aASPD
355	23111 13535	   	188.90	DCR|3DMG|2ASPD|1VULN	125DMG|369DUST|49CGEN|7RCR|89ASPD|9BPWR|aVULN
356	23331 21662	   	188.90	DCR|3DMG|2ASPD|1VULN|1AAC	125DMG|3VULN|4AAC|6CGEN|7RCR|8RPLT|9aASPD
357	23331 31662	   	188.90	DCR|3DMG|2ASPD|1VULN|1AAC	125DMG|3VULN|4AAC|6AME|7RCR|8RPLT|9aASPD
358	23341 21662	   	188.90	DCR|3DMG|2ASPD|1VULN|1NUKE	125DMG|3VULN|4NUKE|6CGEN|7RCR|8RPLT|9aASPD
359	23341 31662	   	188.90	DCR|3DMG|2ASPD|1VULN|1NUKE	125DMG|3VULN|4NUKE|6AME|7RCR|8RPLT|9aASPD
360	23351 21662	   	188.90	DCR|3DMG|2ASPD|1VULN	125DMG|3VULN|4TLV|6CGEN|7RCR|8RPLT|9aASPD
361	23351 31662	   	188.90	DCR|3DMG|2ASPD|1VULN	125DMG|3VULN|4TLV|6AME|7RCR|8RPLT|9aASPD
362	25131 21662	   	188.90	DCR|3DMG|2ASPD|1VULN|1AAC	135DMG|2VULN|4AAC|6CGEN|7RCR|8RPLT|9aASPD
363	25131 31662	   	188.90	DCR|3DMG|2ASPD|1VULN|1AAC	135DMG|2VULN|4AAC|6AME|7RCR|8RPLT|9aASPD
364	22111 31543	   	188.83	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2BEXP|4CGEN|6AME|7RCR|8ZMB|9VULN|aAART
365	22616 31522	   	188.83	DCR|3DMG|1VULN|1AART|1ZMB	145DMG|26BEXP|3VULN|7RCR|8ZMB|9FEWX|aAART
366	23311 31551	   	188.83	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4CGEN|6AME|7RCR|8ZMB|9LIT|aAART
367	24111 31543	   	188.83	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2FEWX|4CGEN|6AME|7RCR|8ZMB|9VULN|aAART
368	25111 31551	   	188.83	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2VULN|4CGEN|6AME|7RCR|8ZMB|9LIT|aAART
369	25316 31522	   	188.83	DCR|3DMG|1VULN|1AART|1ZMB	145DMG|2VULN|36BEXP|7RCR|8ZMB|9FEWX|aAART
370	33613 52513	   	188.79	DCR|2DMG|1VULN|1AART|2CDMG	126LWND|35CDMG|45DMG|5BPWR|7AART|8RCR|9RMIN|aVULN
371	23321 21613	   	188.75	DCR|3DMG|2VULN|2DUR	125DMG|3aVULN|4ERES|6aCGEN|7RCR|8RPLT|9aDUR|aBPWR
372	23321 31613	   	188.75	DCR|3DMG|2VULN|2DUR	125DMG|3aVULN|4ERES|6aAME|7RCR|8RPLT|9aDUR|aBPWR
373	23331 21556	   	188.75	DCR|3DMG|2VULN|1AAC|2ZMB	125DMG|3aVULN|4AAC|6CGEN|7RCR|8aZMB|9aLIT|aBPWR
374	25121 21613	   	188.75	DCR|3DMG|2VULN|2DUR	135DMG|2aVULN|4ERES|6aCGEN|7RCR|8RPLT|9aDUR|aBPWR
375	25121 31613	   	188.75	DCR|3DMG|2VULN|2DUR	135DMG|2aVULN|4ERES|6aAME|7RCR|8RPLT|9aDUR|aBPWR
376	22111 21543	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2BEXP|4CGEN|6ERES|7RCR|8ZMB|9VULN|aAART
377	22121 21543	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2BEXP|4ERES|6CGEN|7RCR|8ZMB|9VULN|aAART
378	22121 31543	   	188.73	DCR|3DMG|1AART|1VULN|1ZMB	135DMG|2BEXP|4ERES|6AME|7RCR|8ZMB|9VULN|aAART
379	22131 21542	   	188.73	DCR|3DMG|1AART|1VULN|1AAC|1ZMB	135DMG|2BEXP|4AAC|6CGEN|7RCR|8ZMB|9VULN|aAART
380	22141 21542	   	188.73	DCR|3DMG|1AART|1VULN|1NUKE|1ZMB	135DMG|2BEXP|4NUKE|6CGEN|7RCR|8ZMB|9VULN|aAART
381	22151 21543	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2BEXP|4TLV|6CGEN|7RCR|8ZMB|9VULN|aAART
382	23311 21523	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4CGEN|6ERES|7RCR|8ZMB|9FEWX|aAART
383	23311 21551	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4CGEN|6ERES|7RCR|8ZMB|9LIT|aAART
384	23311 31523	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4CGEN|6AME|7RCR|8ZMB|9MBVNT|aAART
385	23321 21523	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4ERES|6CGEN|7RCR|8ZMB|9FEWX|aAART
386	23321 21551	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4ERES|6CGEN|7RCR|8ZMB|9LIT|aAART
387	23321 31551	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4ERES|6AME|7RCR|8ZMB|9LIT|aAART
388	23331 21522	   	188.73	DCR|3DMG|1AART|1VULN|1AAC|1ZMB	125DMG|3VULN|4AAC|6CGEN|7RCR|8ZMB|9FEWX|aAART
389	23331 31522	   	188.73	DCR|3DMG|1VULN|1AART|1AAC|1ZMB	125DMG|3VULN|4AAC|6AME|7RCR|8ZMB|9FEWX|aAART
390	23341 21522	   	188.73	DCR|3DMG|1AART|1VULN|1NUKE|1ZMB	125DMG|3VULN|4NUKE|6CGEN|7RCR|8ZMB|9FEWX|aAART
391	23341 31522	   	188.73	DCR|3DMG|1VULN|1AART|1NUKE|1ZMB	125DMG|3VULN|4NUKE|6AME|7RCR|8ZMB|9FEWX|aAART
392	23351 21523	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4TLV|6CGEN|7RCR|8ZMB|9FEWX|aAART
393	23351 21551	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4TLV|6CGEN|7RCR|8ZMB|9LIT|aAART
394	23351 31551	   	188.73	DCR|3DMG|1AART|1VULN|1ZMB	125DMG|3VULN|4TLV|6AME|7RCR|8ZMB|9LIT|aAART
395	24111 21543	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2FEWX|4CGEN|6ERES|7RCR|8ZMB|9VULN|aAART
396	24121 21543	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2FEWX|4ERES|6CGEN|7RCR|8ZMB|9VULN|aAART
397	24121 31543	   	188.73	DCR|3DMG|1AART|1VULN|1ZMB	135DMG|2FEWX|4ERES|6AME|7RCR|8ZMB|9VULN|aAART
398	24131 21542	   	188.73	DCR|3DMG|1AART|1VULN|1AAC|1ZMB	135DMG|2FEWX|4AAC|6CGEN|7RCR|8ZMB|9VULN|aAART
399	25111 21523	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2VULN|4CGEN|6ERES|7RCR|8ZMB|9FEWX|aAART
400	25111 21551	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2VULN|4CGEN|6ERES|7RCR|8ZMB|9LIT|aAART
401	25111 31523	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2VULN|4CGEN|6AME|7RCR|8ZMB|9MBVNT|aAART
402	25121 21523	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2VULN|4ERES|6CGEN|7RCR|8ZMB|9FEWX|aAART
403	25121 21551	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2VULN|4ERES|6CGEN|7RCR|8ZMB|9LIT|aAART
404	25121 31551	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2VULN|4ERES|6AME|7RCR|8ZMB|9LIT|aAART
405	25131 21522	   	188.73	DCR|3DMG|1AART|1VULN|1AAC|1ZMB	135DMG|2VULN|4AAC|6CGEN|7RCR|8ZMB|9FEWX|aAART
406	25131 31522	   	188.73	DCR|3DMG|1VULN|1AART|1AAC|1ZMB	135DMG|2VULN|4AAC|6AME|7RCR|8ZMB|9FEWX|aAART
407	25141 21522	   	188.73	DCR|3DMG|1AART|1VULN|1NUKE|1ZMB	135DMG|2VULN|4NUKE|6CGEN|7RCR|8ZMB|9FEWX|aAART
408	25141 31522	   	188.73	DCR|3DMG|1VULN|1AART|1NUKE|1ZMB	135DMG|2VULN|4NUKE|6AME|7RCR|8ZMB|9FEWX|aAART
409	25151 21523	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2VULN|4TLV|6CGEN|7RCR|8ZMB|9FEWX|aAART
410	26131 21543	   	188.73	DCR|3DMG|1VULN|1AART|1AAC|1ZMB	135DMG|2LWND|4AAC|6CGEN|7RCR|8ZMB|9VULN|aAART
411	23331 14441	   	188.72	DCR|3DMG|2VULN|1ASPD|1AAC|1SELL	125DMG|37VULN|4AAC|6DUST|8SELL|9ASPD|aRCR
412	23346 32413	   	188.70	DCR|3DMG|1AART|1VULN|1NUKE|1DUR	128DMG|3VULN|4NUKE|58ERES|6RCR|78VENFST|8BPWR|9DUR|aAART
413	23151 33531	   	188.70	DCR|3DMG|2ASPD|1VULN	125DMG|39DUST|469TLV|7RCR|89ASPD|9BPWR|aVULN
414	25221 13253	 * 	188.65	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|28VULN|3ZMB|4RMIN|5RCR|6LHND|78CGEN|8BPWR|9CDMG|aAART
415	23311 21613	   	188.65	DCR|3DMG|2VULN|2DUR	125DMG|3aVULN|4CGEN|6aERES|7RCR|8RPLT|9aDUR|aBPWR
416	25111 21613	   	188.65	DCR|3DMG|2VULN|2DUR	135DMG|2aVULN|4CGEN|6aERES|7RCR|8RPLT|9aDUR|aBPWR
417	22136 31542	   	188.63	DCR|3DMG|1AART|1VULN|1AAC|1ZMB	136DMG|2BEXP|4AAC|5ERES|7RCR|8ZMB|9VULN|aAART
418	22242 31343	   	188.63	DCR|3DMG|1AART|1VULN|1ZMB	156DMG|2BEXP|3ZMB|45TLV|5BPWR|7RCR|8ERES|9VULN|aAART
419	23216 31243	   	188.63	DCR|3DMG|1AART|1VULN|1ZMB	126DMG|3ZMB|4DUST|5ERES|7RCR|8AME|9VULN|aAART
420	24242 31343	   	188.63	DCR|3DMG|1AART|1VULN|1ZMB	156DMG|2FEWX|3ZMB|45TLV|5BPWR|7RCR|8ERES|9VULN|aAART
421	23111 31543	   	188.63	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3DUST|4CGEN|6TLV|7RCR|8ZMB|9VULN|aAART
422	23321 31523	   	188.63	DCR|3DMG|1AART|1VULN|1ZMB	125DMG|3VULN|4ERES|6AME|7RCR|8ZMB|9MBVNT|aAART
423	23331 31562	   	188.63	DCR|3DMG|1VULN|1AART|1AAC|1ZMB	125DMG|3VULN|4AAC|6AME|7RCR|8ZMB|9DUST|aAART
424	23341 31562	   	188.63	DCR|3DMG|1VULN|1AART|1NUKE|1ZMB	125DMG|3VULN|4NUKE|6AME|7RCR|8ZMB|9DUST|aAART
425	23351 31523	   	188.63	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4TLV|6AME|7RCR|8ZMB|9MBVNT|aAART
426	23351 31563	   	188.63	DCR|3DMG|1VULN|1AART|1ZMB	125DMG|3VULN|4TLV|6AME|7RCR|8ZMB|9DUST|aAART
427	25121 31523	   	188.63	DCR|3DMG|1AART|1VULN|1ZMB	135DMG|2VULN|4ERES|6AME|7RCR|8ZMB|9MBVNT|aAART
428	25131 31562	   	188.63	DCR|3DMG|1VULN|1AART|1AAC|1ZMB	135DMG|2VULN|4AAC|6AME|7RCR|8ZMB|9DUST|aAART
429	25151 31523	   	188.63	DCR|3DMG|1VULN|1AART|1ZMB	135DMG|2VULN|4TLV|6AME|7RCR|8ZMB|9MBVNT|aAART
430	22663 26131	   	188.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|26BEXP|349VULN|5ZMB|7DUR|8CDMG|aRCR
431	22663 51131	   	188.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2BEXP|349VULN|5ZMB|6CDMG|7AELBLL|8DUR|aRCR
432	25363 26131	   	188.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|249VULN|36BEXP|5ZMB|7DUR|8CDMG|aRCR
433	25363 51131	   	188.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|249VULN|3BEXP|5ZMB|6CDMG|7AELBLL|8DUR|aRCR
434	25223 35141	   	188.58	DCR|2VULN|2DMG|1CDMG|1ZMB	18DMG|29VULN|3ZMB|4RMIN|5CDMG|6LIT|7RCVC|aRCR
435	23341 21561	   	188.55	DCR|3DMG|2VULN|1NUKE|2ZMB	125DMG|3aVULN|4NUKE|6CGEN|7RCR|89ZMB
436	23121 31543	   	188.53	DCR|3DMG|1AART|1VULN|1ZMB	125DMG|3DUST|4ERES|6TLV|7RCR|8ZMB|9VULN|aAART
437	23136 31542	   	188.53	DCR|3DMG|1AART|1VULN|1AAC|1ZMB	126DMG|3DUST|4AAC|5ERES|7RCR|8ZMB|9VULN|aAART
438	25223 16241	   	188.48	DCR|3VULN|1DMG|1CDMG|1ZMB|2RMIN	1DMG|269VULN|3ZMB|48RMIN|5CDMG|7LIT|aRCR
439	25243 12261	   	188.48	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|267VULN|3ZMB|4TLV|5CDMG|8CGEN|9DUR|aRCR
440	25216 11111	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|29VULN|3ZMB|4LHND|5RPLT|6CDMG|7RCR|8DUST|aASPD
441	25216 11342	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|29VULN|3ZMB|4LHND|5RPLT|6CDMG|7RCR|8ERES|aASPD
442	25236 11111	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|29VULN|3ZMB|4LWND|5RPLT|6CDMG|7RCR|8DUST|aASPD
443	25236 11342	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|29VULN|3ZMB|4LWND|5RPLT|6CDMG|7RCR|8ERES|aASPD
444	25261 35243	   	188.38	DCR|2VULN|2ASPD|1DMG|1ZMB	1DMG|29VULN|3ZMB|4MBVNT|57AELBLL|6RCR|8aASPD
445	23331 21546	 * 	188.37	DCR|3DMG|2VULN|2AAC|1ZMB	125DMG|39VULN|4aAAC|6CGEN|7RCR|8ZMB
446	22613 26131	   	188.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14DMG|26BEXP|39VULN|5ZMB|7DUR|8CDMG|aRCR
447	22613 44131	   	188.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14DMG|2BEXP|39VULN|5ZMB|6DUR|7AELBLL|8CDMG|aRCR
448	22613 51131	   	188.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14DMG|2BEXP|39VULN|5ZMB|6CDMG|7AELBLL|8DUR|aRCR
449	24613 51131	   	188.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14DMG|2FEWX|39VULN|5ZMB|6CDMG|7AELBLL|8DUR|aRCR
450	25313 26131	   	188.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14DMG|29VULN|36BEXP|5ZMB|7DUR|8CDMG|aRCR
451	25313 44131	   	188.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14DMG|29VULN|3BEXP|5ZMB|6DUR|7AELBLL|8CDMG|aRCR
452	25313 51131	   	188.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14DMG|29VULN|3BEXP|5ZMB|6CDMG|7AELBLL|8DUR|aRCR
453	26261 41454	 * 	188.31	DCR|2DMG|1MDPS|2ASPD|1VULN|1ZMB	19DMG|29LWND|3ZMB|4MBVNT|5VULN|69ASPD|7RCR|8LEGI|9BPWR|aMDPS
454	23341 21562	   	188.23	DCR|3DMG|1VULN|1ASPD|1NUKE|2ZMB	125DMG|3VULN|4NUKE|6CGEN|7RCR|89ZMB|aASPD
455	33611 11551	   	187.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	12LWND|39CDMG|4DMG|5DUR|67VULN|8ASPD|aRCR
456	25261 34483	   	187.77	DCR|4VULN|1DMG|1ZMB	1DMG|289aVULN|3ZMB|4MBVNT|5AELBLL|6RCR|7FEWX
457	25431 13363	   	187.76	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|28VULN|3MLV|4LWND|58AELBLL|6RPLT|7AART|8BPWR|9ZMB|aRCR
458	22261 41615	   	187.75	DCR|2DMG|2ASPD|1VULN|2ZMB	1aDMG|2aBEXP|38ZMB|4MBVNT|5VULN|6aASPD|7RCR|9RCVC|aBPWR
459	22242 53411	   	187.64	DCR|2VULN|2DMG|1ASPD|1ZMB	15DMG|2BEXP|3ZMB|457TLV|5BPWR|69VULN|8RCR|aASPD
460	23231 53152	   	187.64	DCR|3DMG|2VULN|1ZMB|1DUR	129DMG|3ZMB|4ERES|5DUR|67VULN|8BEXP|aRCR
461	23231 53352	   	187.54	DCR|3DMG|2VULN|1ZMB|1DUR	129DMG|3ZMB|4ERES|5DUR|67VULN|8DUST|aRCR
462	21346 33126	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE	1DMG|2AELBLL|37VULN|4NUKE|5ERES|6RCR|8BEXP|9AART|aASPD
463	22613 33413	   	187.50	DCR|3DMG|2VULN|1MDPS|1ZMB	14aDMG|2BEXP|39VULN|5ZMB|6RMIN|7MDPS|8RCR
464	22663 33423	   	187.50	DCR|3DMG|2VULN|1MDPS|1ZMB	19aDMG|2BEXP|34VULN|5ZMB|6RMIN|7MDPS|8RCR
465	25313 33413	   	187.50	DCR|3DMG|2VULN|1MDPS|1ZMB	14aDMG|29VULN|3BEXP|5ZMB|6RMIN|7MDPS|8RCR
466	25363 33423	   	187.50	DCR|3DMG|2VULN|1MDPS|1ZMB	19aDMG|24VULN|3BEXP|5ZMB|6RMIN|7MDPS|8RCR
467	25264 34254	   	187.46	DCR|2ASPD|1VULN|1DMG|1CDMG|2ZMB	1DMG|2VULN|35ZMB|4MBVNT|6RCR|7FEWX|8CDMG|9aASPD
468	25264 34435	 * 	187.45	DCR|2VULN|2DMG|3ZMB|1AAC	1aDMG|28VULN|35aZMB|4MBVNT|6RCR|7aFEWX|9AAC|aBPWR
469	23316 63226	   	187.33	DCR|3VULN|2DMG|1CDMG	12DMG|379VULN|4CGEN|5ERES|6MBVNT|8CDMG|aRCR
470	23231 32342	   	187.32	DCR|3DMG|1VULN|1ASPD|1ZMB|1DUR	126DMG|3ZMB|4ERES|5DUR|7ASPD|8BEXP|9VULN|aRCR
471	23346 33611	   	187.24	DCR|3DMG|2VULN|1NUKE|1ZMB	12aDMG|37VULN|4NUKE|5ERES|6RCR|8ZMB|9MLV
472	23336 63226	   	187.23	DCR|3VULN|2DMG|1CDMG|1AAC	12DMG|379VULN|4AAC|5ERES|6MBVNT|8CDMG|aRCR
473	25223 12241	   	187.21	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|267VULN|3ZMB|4RMIN|5CDMG|8CGEN|9BEXP|aRCR
474	26613 13531	   	187.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	14DMG|2LWND|3VULN|5ZMB|6RPLT|7AART|8MBVNT|9ASPD|aRCR
475	25223 12441	   	187.11	DCR|3VULN|1DMG|1NUKE|1CDMG|1ZMB	1DMG|267VULN|3ZMB|4RMIN|5CDMG|8NUKE|9BEXP|aRCR
476	25223 12541	   	187.11	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMG|267VULN|3ZMB|4RMIN|5CDMG|8ERES|9BEXP|aRCR
477	22261 41683	   	187.08	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1DMG|2BEXP|38ZMB|4MBVNT|5VULN|6ASPD|7RCR|9DUR|aAART
478	22261 41451	   	187.00	DCR|2DMG|2ASPD|1VULN|2ZMB	19DMG|2BEXP|39ZMB|4MBVNT|5VULN|6aASPD|7RCR|89LHND|9BPWR
479	24261 41451	   	187.00	DCR|2DMG|2ASPD|1VULN|2ZMB	19DMG|2FEWX|39ZMB|4MBVNT|5VULN|6aASPD|7RCR|89LHND|9BPWR
480	22261 41645	   	187.00	DCR|2DMG|2ASPD|1VULN|2ZMB	1aDMG|29aBEXP|38ZMB|4MBVNT|5VULN|6aASPD|7RCR|aBPWR
481	25223 16151	   	186.97	DCR|2VULN|2DMG|1CDMG|1ZMB	18DMG|26VULN|3ZMB|4RMIN|5CDMG|7LIT|9DMSP|aRCR
482	23331 24123	   	186.90	DCR|3DMG|2ASPD|1VULN|1AAC	125DMG|3VULN|4AAC|6CGEN|7BELT|8RCR|9aASPD
483	23331 34123	   	186.90	DCR|3DMG|2ASPD|1VULN|1AAC	125DMG|3VULN|4AAC|6AME|7BELT|8RCR|9aASPD
484	23341 24123	   	186.90	DCR|3DMG|2ASPD|1VULN|1NUKE	125DMG|3VULN|4NUKE|6CGEN|7BELT|8RCR|9aASPD
485	23341 34123	   	186.90	DCR|3DMG|2ASPD|1VULN|1NUKE	125DMG|3VULN|4NUKE|6AME|7BELT|8RCR|9aASPD
486	25131 24123	   	186.90	DCR|3DMG|2ASPD|1VULN|1AAC	135DMG|2VULN|4AAC|6CGEN|7BELT|8RCR|9aASPD
487	25131 34123	   	186.90	DCR|3DMG|2ASPD|1VULN|1AAC	135DMG|2VULN|4AAC|6AME|7BELT|8RCR|9aASPD
488	25141 24123	   	186.90	DCR|3DMG|2ASPD|1VULN|1NUKE	135DMG|2VULN|4NUKE|6CGEN|7BELT|8RCR|9aASPD
489	25141 34123	   	186.90	DCR|3DMG|2ASPD|1VULN|1NUKE	135DMG|2VULN|4NUKE|6AME|7BELT|8RCR|9aASPD
490	23226 16314	   	186.89	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|6VULN|7RCR|8RCVC|9CDMG|aCGEN
491	23226 16316	   	186.89	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|6VULN|7RCR|8RCVC|9CDMG|aBELT
492	22261 41151	   	186.80	DCR|2DMG|2ASPD|1VULN|2ZMB	19DMG|2BEXP|39ZMB|4MBVNT|5VULN|6aASPD|7RCR|89DUST|9BPWR
493	24261 41151	   	186.80	DCR|2DMG|2ASPD|1VULN|2ZMB	19DMG|2FEWX|39ZMB|4MBVNT|5VULN|6aASPD|7RCR|89DUST|9BPWR
494	26261 41151	   	186.80	DCR|2DMG|2ASPD|1VULN|2ZMB	19DMG|2LWND|39ZMB|4MBVNT|5VULN|6aASPD|7RCR|89DUST|9BPWR
495	23226 16311	   	186.79	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1MSE	12DMG|3ZMB|4RPLT|5ASPD|6VULN|7RCR|8RCVC|9CDMG|aMSE
496	23226 16313	   	186.79	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|6VULN|7RCR|8RCVC|9CDMG|aDUST
497	23226 16315	   	186.79	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|3ZMB|4RPLT|5ASPD|6VULN|7RCR|8RCVC|9CDMG|aLEGI
498	25313 33441	   	186.78	DCR|3DMG|1MDPS|1VULN|1CDMG|2ZMB	149DMG|2VULN|39BEXP|59ZMB|6RMIN|7MDPS|8RCR|9BPWR|aCDMG
