0	Index      	 *	Score 	Summary	Detail	
1	13252 11463	 * 	214.63	DCR|3DMG|1AART|1VULN|1ASPD|1NUKE	1LIT|258DMG|3ASPD|4AART|6VULN|7CGEN|9RCR|aNUKE
335	32323 41512	   	186.32	DCR|3VULN|2AART	18MLV|235VULN|4RMIN|6DUST|7RCR|9aAART
336	22324 52522	   	186.31	DCR|3VULN|1AART|1DMG	1TLV|237VULN|4RMIN|5AART|6LIT|8MULARM|9RCR|aDMG
337	13262 22323	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|57VULN|6CDMG|8LWND|9TLV|aRCR
338	13262 22333	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2DMG|34ASPD|57VULN|6CDMG|8LWND|9ERES|aRCR
339	22323 31312	   	186.22	DCR|3VULN|2AART	18TLV|235VULN|4RMIN|6FEWX|7RCR|9aAART
340	32323 41514	   	186.19	DCR|4VULN|1AART	18aMLV|235aVULN|4RMIN|6aDUST|7RCR|9AART|aBPWR
341	42435 21132	   	186.17	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2DMG|36RCVC|49VULN|5RMIN|7RCR|8DUR|aAART
342	34583 41312	   	186.15	DCR|3VULN|1ASPD|1CDMG|1DUR	1MLV|2MBVNT|3DUR|457VULN|6RCR|8FEWX|9CDMG|aASPD
343	53151 11143	 * 	186.15	DCR|3VULN|1MDPS|1DMG|1CDMG|1DUR	1MULFIG|2MLV|389VULN|4CDMG|5MDPS|6RCR|7DMG|aDUR
344	22323 41312	   	186.12	DCR|3VULN|2AART	18TLV|235VULN|4RMIN|6DUST|7RCR|9aAART
345	22323 31314	   	186.09	DCR|4VULN|1AART	18aTLV|235aVULN|4RMIN|6aFEWX|7RCR|9AART|aBPWR
346	22323 31615	   	186.09	DCR|4VULN|1AART	1TLV|2358VULN|4RMIN|6FEWX|7RCR|9AART|aBEXP
347	22323 31616	   	186.09	DCR|4VULN|1AART	1TLV|2358VULN|4RMIN|6FEWX|7RCR|9AART|aLHND
348	22323 31652	   	186.09	DCR|4VULN|1AART	1TLV|2358VULN|4RMIN|6FEWX|7RCR|9LWND|aAART
349	41211 62124	   	186.06	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	13LHND|2AART|4aASPD|5VULN|6DMSP|7RCR|8ZMB|9CDMG
350	24583 41312	   	186.05	DCR|3VULN|1ASPD|1CDMG|1DUR	1TLV|2MBVNT|3DUR|457VULN|6RCR|8FEWX|9CDMG|aASPD
351	34332 41234	 * 	186.00	DCR|2VULN|2DMG|1MDPS|1CDMG|1DUR	19MLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|79DMG|8MDPS|9BPWR|aCDMG
352	34332 42434	   	186.00	DCR|2VULN|2DMG|1MDPS|1CDMG|1DUR	19MLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|7MDPS|89DMG|9BPWR|aCDMG
353	22323 41611	   	185.99	DCR|4VULN|1AART	1TLV|2358VULN|4RMIN|6DUST|7RCR|9AART|aBEXP
354	22323 41616	   	185.99	DCR|4VULN|1AART	1TLV|2358VULN|4RMIN|6DUST|7RCR|9AART|aLHND
355	22323 41652	   	185.99	DCR|4VULN|1AART	1TLV|2358VULN|4RMIN|6DUST|7RCR|9LWND|aAART
356	22323 31611	   	185.99	DCR|4VULN|1AART|1MSE	1TLV|2358VULN|4RMIN|6FEWX|7RCR|9AART|aMSE
357	22323 31613	   	185.99	DCR|4VULN|1AART	1aTLV|2358VULN|4RMIN|6FEWX|7RCR|9AART
358	22321 61262	   	185.99	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|23VULN|4RMIN|5FEWX|6RCR|7ZMB|8RCVC|9DMG|aAART
359	22336 12366	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1TLV|237VULN|4MLV|5LHND|6ASPD|8ZMB|9RCR|aDMG
360	32311 15366	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1MLV|237VULN|4LWND|5ERES|6ASPD|8ZMB|9RCR|aDMG
361	32313 15366	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1MLV|237VULN|4LWND|5TLV|6ASPD|8ZMB|9RCR|aDMG
362	32351 12366	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1MLV|237VULN|4LHND|5ERES|6ASPD|8ZMB|9RCR|aDMG
363	32353 12366	   	185.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1MLV|237VULN|4LHND|5TLV|6ASPD|8ZMB|9RCR|aDMG
364	34384 11373	   	185.96	DCR|2VULN|1MDPS|2ASPD|1AART|1DUR	1MLV|2MBVNT|34VULN|56ASPD|7MDPS|8RCR|9AART|aDUR
365	34364 11331	   	185.96	DCR|3VULN|1ASPD|1DMG|1DUR	1MLV|2MBVNT|37aVULN|4ASPD|5DUR|6LWND|8RCR|9DMG
366	34364 21331	   	185.96	DCR|3VULN|1ASPD|1DMG|1DUR	1MLV|2MBVNT|37aVULN|4ASPD|5DUR|6LHND|8RCR|9DMG
367	22323 31624	 * 	185.94	DCR|5VULN|1MDPS	1TLV|23589VULN|4RMIN|6FEWX|7RCR|aMDPS
368	53151 11133	   	185.90	DCR|2VULN|1MDPS|2DMG|1CDMG|1DUR	1MULFIG|2MLV|38VULN|4CDMG|5MDPS|6RCR|79DMG|aDUR
369	22323 41314	   	185.89	DCR|4VULN|1AART	18aTLV|235aVULN|4RMIN|6aDUST|7RCR|9AART|aBPWR
370	22323 41613	   	185.89	DCR|4VULN|1AART	1aTLV|2358VULN|4RMIN|6DUST|7RCR|9AART
371	22311 15366	   	185.89	DCR|3VULN|1DMG|1ASPD|1ZMB	1TLV|237VULN|4LWND|5ERES|6ASPD|8ZMB|9RCR|aDMG
372	22351 12366	   	185.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1TLV|237VULN|4LHND|5ERES|6ASPD|8ZMB|9RCR|aDMG
373	24364 11331	   	185.86	DCR|3VULN|1ASPD|1DMG|1DUR	1TLV|2MBVNT|37aVULN|4ASPD|5DUR|6LWND|8RCR|9DMG
374	24364 21331	   	185.86	DCR|3VULN|1ASPD|1DMG|1DUR	1TLV|2MBVNT|37aVULN|4ASPD|5DUR|6LHND|8RCR|9DMG
375	11143 43235	   	185.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2DUST|3ZMB|4CGEN|5VULN|6RCR|7AART|8ASPD|9DMG|aDUR
376	22323 41624	   	185.84	DCR|5VULN|1MDPS	1TLV|23589VULN|4RMIN|6DUST|7RCR|aMDPS
377	24332 41234	   	185.80	DCR|2VULN|2DMG|1MDPS|1CDMG|1DUR	19TLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|79DMG|8MDPS|9BPWR|aCDMG
378	24332 42434	   	185.80	DCR|2VULN|2DMG|1MDPS|1CDMG|1DUR	19TLV|2MBVNT|39VULN|4LHND|5DUR|6RCR|7MDPS|89DMG|9BPWR|aCDMG
379	42133 12361	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1LHND|24DMG|34ERES|4BPWR|57VULN|6ASPD|8ZMB|9RCR|aMLV
380	42133 12364	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1LHND|24DMG|34ERES|4BPWR|57VULN|6ASPD|8ZMB|9RCR|aAME
381	42133 12365	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1LHND|24DMG|34ERES|4BPWR|57VULN|6ASPD|8ZMB|9RCR|aFEWX
382	34364 21337	   	185.72	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|2MBVNT|37VULN|4ASPD|5DUR|6LHND|8RCR|9aDMG
383	42133 12363	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1LHND|24DMG|34aERES|4BPWR|57VULN|6ASPD|8ZMB|9RCR
384	32335 12141	   	185.63	DCR|2VULN|1AART|1ASPD|1DMG	14MLV|23VULN|5ASPD|6RCVC|7DMG|8RCR|9ERES|aAART
385	32335 12161	   	185.63	DCR|2VULN|1AART|1ASPD|1DMG	14MLV|23VULN|5ASPD|6RCVC|7DMG|8RCR|9TLV|aAART
386	12262 33355	   	185.60	DCR|2VULN|2ASPD|1CDMG|1ZMB	1LIT|2RMIN|34ASPD|58VULN|6CGEN|7ZMB|9RCR|aCDMG
387	13246 11212	   	185.60	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	1LIT|27DMG|3ASPD|4RPLT|5SELL|6aVULN|8ZMB|9RCR
388	22223 41626	   	185.57	DCR|4VULN|1DMG|1ZMB	14TLV|2589VULN|3ZMB|6DUST|7RCR|aDMG
389	22313 51362	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	15TLV|23VULN|4LWND|6ASPD|7RCR|8CGEN|9DMG|aAART
390	22353 51362	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	15TLV|23VULN|4LHND|6ASPD|7RCR|8CGEN|9DMG|aAART
391	42133 11366	   	185.43	DCR|2DMG|1VULN|1ASPD|1NUKE|1ZMB	17LHND|24DMG|34ERES|4BPWR|5VULN|6ASPD|8ZMB|9RCR|aNUKE
392	42143 21621	   	185.40	DCR|3VULN|1AART|1DMG	1LHND|2DMG|3ERES|4AELBLL|589VULN|6RCVC|7RCR|aAART
393	42331 21621	   	185.40	DCR|3VULN|1AART|1DMG	14LHND|2DMG|389VULN|5ERES|6RCVC|7RCR|aAART
394	42333 21621	   	185.40	DCR|3VULN|1AART|1DMG	14LHND|2DMG|389VULN|5TLV|6RCVC|7RCR|aAART
395	42623 21621	   	185.40	DCR|3VULN|1AART|1DMG	1LHND|2DMG|3AELBLL|4TLV|589VULN|6RCVC|7RCR|aAART
396	42631 21621	   	185.40	DCR|3VULN|1AART|1DMG	1LHND|2DMG|3AELBLL|489VULN|5ERES|6RCVC|7RCR|aAART
397	42633 21621	   	185.40	DCR|3VULN|1AART|1DMG	1LHND|2DMG|3AELBLL|489VULN|5TLV|6RCVC|7RCR|aAART
398	14224 32423	   	185.40	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1LIT|24ERES|3ASPD|5MDPS|69VULN|7RCR|8DMG|aAART
399	22313 51462	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	15TLV|23VULN|4LWND|6ASPD|7RCR|8AAC|9DMG|aAART
400	63225 22135	   	185.37	DCR|3VULN|1AART|1DMG	1BEXP|2LHND|3DUST|4AART|57aVULN|6RCR|8DMG|9CGEN
401	22243 22165	   	185.36	DCR|3VULN|2ASPD|2ZMB	19aTLV|25aVULN|36ZMB|4AELBLL|7aASPD|8RCR|aBPWR
402	42133 21616	   	185.34	DCR|3DMG|2VULN|1DUR	1LHND|24aDMG|34ERES|4BPWR|58VULN|6RCVC|7RCR|9DUR
403	42113 21621	   	185.30	DCR|3VULN|1AART|1DMG	1LHND|2DMG|34ERES|589VULN|6RCVC|7RCR|aAART
404	24313 41772	   	185.27	DCR|3VULN|1AART|1DMG	1TLV|2MBVNT|378VULN|4BEXP|5AELBLL|6RCR|9DMG|aAART
405	13242 13531	   	185.27	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	1LIT|2aDMG|3ASPD|4RPLT|5RCVC|6VULN|7RCR|8AAC|9AART
406	63125 22121	 * 	185.21	DCR|3VULN|1MDPS|1AART|1DMG|1DUR	1BEXP|2LHND|3DUR|4AART|57aVULN|6RCR|8DMG|9MDPS
407	63125 22122	   	185.21	DCR|2VULN|1MDPS|1AART|1DMG|2DUR	1BEXP|2LHND|3aDUR|4AART|57VULN|6RCR|8DMG|9MDPS
408	63125 22123	 * 	185.21	DCR|2VULN|2AART|1MDPS|1DMG|1DUR	1BEXP|2LHND|3DUR|4aAART|57VULN|6RCR|8DMG|9MDPS
409	63125 22124	   	185.21	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1BEXP|2LHND|3DUR|4AART|57VULN|6RCR|8DMG|9MDPS|aERES
410	63125 22125	   	185.21	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1BEXP|2LHND|3DUR|4AART|57VULN|6RCR|8DMG|9MDPS|aFEWX
411	63125 22126	   	185.21	DCR|2VULN|1MDPS|1AART|1DMG|1DUR|1MSE	1BEXP|2LHND|3DUR|4AART|57VULN|6RCR|8DMG|9MDPS|aMSE
412	24342 41772	   	185.17	DCR|3VULN|1AART|1DMG	1TLV|2MBVNT|378VULN|4CGEN|5ERES|6RCR|9DMG|aAART
413	42133 21221	   	185.16	DCR|2VULN|2DMG|1AART	1LHND|24DMG|34ERES|4BPWR|59VULN|6RCVC|7RCR|8DMSP|aAART
414	12262 42352	   	185.16	DCR|3VULN|2ASPD|1DUR	1LIT|2RMIN|34ASPD|568VULN|7DUR|9RCR|aFEWX
415	12262 42353	   	185.16	DCR|3VULN|2ASPD|1DUR	1LIT|2RMIN|34ASPD|568VULN|7DUR|9RCR|aLWND
416	34323 18322	 * 	185.13	DCR|2VULN|2AART|2CDMG	1MLV|2MBVNT|35VULN|4DLOT|69CDMG|7RCR|8aAART
417	32324 12333	 * 	185.05	DCR|3VULN|1MDPS|1AART|3DUR	18MLV|238VULN|4RMIN|5AART|68aDUR|7MDPS|8BPWR|9RCR
418	24323 18322	   	185.03	DCR|2VULN|2AART|2CDMG	1TLV|2MBVNT|35VULN|4DLOT|69CDMG|7RCR|8aAART
419	22323 31622	   	184.88	DCR|5VULN|1DUR	1TLV|23589VULN|4RMIN|6FEWX|7RCR|aDUR
420	22321 61362	   	184.81	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|23VULN|4RMIN|58FEWX|6RCR|7ZMB|9DMG|aAART
421	22323 41622	   	184.78	DCR|5VULN|1DUR	1TLV|23589VULN|4RMIN|6DUST|7RCR|aDUR
