0	Index      	 *	Score 	Summary	Detail	
1	35215 52221	 * 	197.00	ACR|3VULN|2DMG|1AART|2RCVC|1DUR	14RCVC|2RCR|368VULN|5aDMG|7AART|9DUR
334	66333 31328	   	168.67	ACR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2aTLV|3ASPD|4AART|5RCR|69DMG|78VULN
335	35633 32324	   	168.63	ACR|1AART|1VULN|2ASPD|1CDMG|2DUR|1ZMB	1RCVC|2RCR|3aDUR|4AART|5ZMB|6aBEXP|7CDMG|8VULN|9aASPD|aBPWR
336	35215 36213	   	168.61	ACR|2VULN|1AART|1DMG|2DUR|3RCVC	149RCVC|2RCR|38VULN|5DMG|67DUR|aAART
337	35215 23125	   	168.57	ACR|2DMG|1AART|1VULN|2ASPD|2RCVC	14RCVC|2RCR|3VULN|58DMG|6FEWX|79ASPD|aAART
338	32253 16321	   	168.54	ACR|2VULN|2DMG|2CDMG|1DUR	1RCVC|28DMG|38CDMG|4RCR|5LSRICY|6aVULN|78DUST|8BPWR|9DUR
339	68144 11712	 * 	168.45	DCR|3VULN|2AART|1FLTHEA|1DUR	1MBVNT|267VULN|3DUR|4FLTHEA|5aAART|8ERES|9RCR
340	32251 34322	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7FEWX|8AART|aBEXP
341	32251 34323	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7FEWX|8AART|aRMIN
342	32251 34324	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7FEWX|8AART|aLIT
343	32251 34325	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7FEWX|8AART|aCGEN
344	35231 53313	   	168.33	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2RCR|38VULN|4DUR|5BELT|6AART|7ASPD|9LWND|aDMG
345	35231 53323	   	168.33	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2RCR|38VULN|4DUR|5BELT|6AART|7ASPD|9DMG|aMLV
346	35231 53324	   	168.33	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2RCR|38VULN|4DUR|5BELT|6AART|7ASPD|9DMG|aCGEN
347	35231 53325	   	168.33	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2RCR|38VULN|4DUR|5BELT|6AART|7ASPD|9DMG|aLWND
348	35231 53333	   	168.33	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2RCR|38VULN|4DUR|5BELT|6AART|7ASPD|9BEXP|aDMG
349	35231 53353	   	168.33	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2RCR|38VULN|4DUR|5BELT|6AART|7ASPD|9LIT|aDMG
350	32251 33322	   	168.31	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7DUST|8AART|aBEXP
351	32251 33323	   	168.31	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7DUST|8AART|aRMIN
352	32251 33324	   	168.31	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7DUST|8AART|aLIT
353	32251 33325	   	168.31	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7DUST|8AART|aCGEN
354	32251 34326	   	168.31	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7FEWX|8AART|aTLV
355	35232 63311	   	168.28	ACR|2VULN|1DMG|2ASPD|1CDMG|2DUR	1RCVC|2RCR|35VULN|4aDUR|67ASPD|8CDMG|9DMG
356	35115 22511	 * 	168.27	ACR|2DMG|2AART|1VULN|2RCVC	14RCVC|2RCR|36FEWX|5aDMG|78AART|9VULN
357	35232 33333	   	168.24	ACR|4VULN|3DUR|1CDMG	1RCVC|2RCR|3579VULN|48aDUR|6CDMG
358	35232 33233	   	168.23	ACR|3VULN|1AART|1CDMG|1DUR	1RCVC|2RCR|357VULN|4DUR|6CDMG|8BELT|9CGEN|aAART
359	35231 52322	   	168.23	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2RCR|38VULN|4DUR|5BELT|6AART|7TLV|9DMG|aASPD
360	35231 53321	   	168.23	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2RCR|38VULN|4DUR|5BELT|6AART|7ASPD|9DMG|aDUST
361	35231 53342	   	168.23	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2RCR|38VULN|4DUR|5BELT|6AART|7ASPD|9TLV|aDMG
362	32251 33326	   	168.21	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7DUST|8AART|aTLV
363	35315 12533	   	168.17	ACR|2VULN|2AART|1DMG|2RCVC	14RCVC|2RCR|3DUST|5DMG|6LWND|7aAART|89VULN
364	35232 33253	   	168.13	ACR|3VULN|1AART|1CDMG|1DUR	1RCVC|2RCR|357VULN|4DUR|6CDMG|8BELT|9TLV|aAART
365	35232 63235	   	168.13	ACR|3VULN|1AART|2ASPD|1DUR	1RCVC|2RCR|358VULN|4DUR|67ASPD|9CGEN|aAART
366	35233 33432	   	168.11	ACR|4VULN|2CDMG|1DUR|2RCVC	15RCVC|2RCR|379aVULN|4DUR|68CDMG
367	64533 34415	   	168.10	DCR|2VULN|2DMG|3ZMB	1MBVNT|257ZMB|37VULN|47LIT|6RCR|7BPWR|8RMIN|9aDMG
368	64533 34115	   	168.00	DCR|2VULN|2DMG|3ZMB	1MBVNT|257ZMB|37VULN|47LIT|6RCR|7BPWR|8ERES|9aDMG
369	35133 63341	   	167.98	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3FEWX|4aAART|5ZMB|6DUR|7ASPD|8CDMG|9VULN
370	35633 32321	   	167.98	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3DUR|4aAART|5ZMB|6BEXP|7CDMG|8VULN|9ASPD
371	35333 63341	   	167.88	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3DUST|4aAART|5ZMB|6DUR|7ASPD|8CDMG|9VULN
372	35232 26632	   	167.87	ACR|3VULN|1AART|2DUR|1ASPD|1SELL	1RCVC|2RCR|356VULN|46DUR|6BPWR|7SELL|8AART|9LWND|aASPD
373	35233 24332	   	167.86	ACR|3VULN|1AART|3DUR|2RCVC	15RCVC|2RCR|369VULN|469DUR|69BPWR|79LSRICY|8AART|aFEWX
374	35233 24333	   	167.86	ACR|3VULN|1AART|3DUR|2RCVC	15RCVC|2RCR|369VULN|469DUR|69BPWR|79LSRICY|8AART|aDMSP
375	35233 24334	   	167.86	ACR|3VULN|1AART|3DUR|2RCVC	15RCVC|2RCR|369VULN|469DUR|69BPWR|79LSRICY|8AART|aBEXP
376	35233 24335	   	167.86	ACR|3VULN|1AART|3DUR|2RCVC	15RCVC|2RCR|369VULN|469DUR|69BPWR|79LSRICY|8AART|aRPLT
377	35115 22223	   	167.83	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC	14RCVC|2RCR|36FEWX|5DMG|7AART|89VULN|aZMB
378	35233 24331	   	167.76	ACR|3VULN|1AART|3DUR|2RCVC	15RCVC|2RCR|369VULN|469DUR|69BPWR|79LSRICY|8AART|aCANSTR
379	35233 24336	   	167.76	ACR|3VULN|1AART|3DUR|2RCVC	15RCVC|2RCR|369VULN|469DUR|69BPWR|79LSRICY|8AART|aERES
380	35613 61311	   	167.71	ACR|2AART|1VULN|1DMG|3RCVC|1ASPD|1DUR	145RCVC|2RCR|3DUR|67AART|8ASPD|9VULN|aDMG
381	35232 21151	   	167.49	ACR|3VULN|1DMG|3DUR|1ASPD	1RCVC|2RCR|356VULN|469DUR|6BPWR|7LEGI|8DMG|aASPD
382	35232 22151	   	167.49	ACR|3VULN|1DMG|3DUR|1ASPD	1RCVC|2RCR|356VULN|469DUR|6BPWR|7DUST|8DMG|aASPD
383	32253 14611	 * 	167.45	ACR|4VULN|1DMG|1CDMG	1RCVC|2DMG|3CDMG|4RCR|5LSRICY|689aVULN|7LIT
384	35212 33442	   	167.44	ACR|3VULN|1DMG|2CDMG|2RCVC	14RCVC|2RCR|37aVULN|5LWND|68CDMG|9DMG
385	35212 36142	   	167.44	ACR|3VULN|1DMG|2CDMG|2RCVC	14RCVC|2RCR|39aVULN|5LWND|68CDMG|7DMG
386	32253 11354	   	167.41	ACR|2DMG|1AART|1VULN|2CDMG	1RCVC|28DMG|38CDMG|4RCR|5LSRICY|6VULN|78LHND|8BPWR|9LWND|aAART
387	32251 35511	   	167.21	ACR|2DMG|1AART|1VULN|2CDMG	1RCVC|29DMG|35CDMG|4RCR|6VULN|7CGEN|8RMIN|aAART
388	32256 12243	   	167.21	ACR|2DMG|1AART|1VULN|2CDMG	1RCVC|27DMG|39CDMG|4RCR|5RPLT|6BEXP|8VULN|aAART
389	35631 21215	   	167.18	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|4AART|5CGEN|6RPLT|7ZMB|8aVULN|9CDMG
390	32251 31311	   	167.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCVC|29DMG|35CDMG|4RCR|6VULN|7ERES|8CGEN|aAART
391	32251 31341	   	167.11	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7ERES|8CGEN|aAART
392	32251 31511	   	167.11	ACR|2DMG|1AART|1VULN|2CDMG	1RCVC|29DMG|35CDMG|4RCR|6VULN|7ERES|8RMIN|aAART
393	32251 31541	   	167.11	ACR|2VULN|1AART|1DMG|2CDMG	1RCVC|2DMG|35CDMG|4RCR|69VULN|7ERES|8RMIN|aAART
394	32256 63111	 * 	167.10	ACR|3DMG|1VULN|2ASPD|1CDMG	1RCVC|289DMG|3CDMG|4RCR|5RPLT|69CGEN|79ASPD|9BPWR|aVULN
395	35233 33332	   	167.10	ACR|4VULN|1CDMG|2DUR|2RCVC	15RCVC|2RCR|379aVULN|48DUR|6CDMG
396	35232 42236	   	167.02	ACR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2RCR|35VULN|4DUR|6FEWX|7aDMG|8CDMG|9LWND
397	35234 32236	   	167.02	ACR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2RCR|37VULN|4DUR|5FEWX|6aDMG|8CDMG|9LWND
398	35532 32236	   	167.02	ACR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2RCR|3LHND|4DUR|57VULN|6aDMG|8CDMG|9LWND
