0	Index      	 *	Score 	Summary	Detail	
1	26422 46134	 * 	190.42	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	19CGEN|2RCR|3AART|4MBVNT|59DMG|6aVULN|7DUR|89ASPD|9BPWR
323	52323 23626	   	165.71	DCR|3VULN|2DMG|1ASPD	18LWND|28aVULN|3RCVC|48DMG|5MBVNT|6RCR|7RPLT|8BPWR|9ASPD
324	52323 23617	   	165.71	DCR|3VULN|2DMG|1DUR	18LWND|289VULN|3RCVC|48DMG|5MBVNT|6RCR|7RPLT|8BPWR|aDUR
325	26424 51423	   	165.70	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|38AART|4MBVNT|56VULN|7RCVC|9DMG|aERES
326	26422 41137	   	165.69	ACR|2DMG|1AART|1VULN|2ASPD	19CGEN|2RCR|3AART|4MBVNT|59DMG|6VULN|7DUST|89ASPD|9BPWR|aERES
327	26422 21236	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|6LHND|7DUST|8aVULN|9CDMG
328	26422 43531	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4MBVNT|58DMG|6VULN|7MLV|9CDMG|aDUST
329	26422 43543	   	165.69	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4MBVNT|58DMG|6VULN|7MLV|9TLV|aCDMG
330	26422 43831	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|68VULN|7MLV|9CDMG|aDUST
331	26422 43843	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2RCR|3AART|4MBVNT|5DMG|68VULN|7MLV|9TLV|aCDMG
332	46422 31233	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3AART|4BEXP|5DMG|6LHND|7DUST|8aVULN|9CDMG
333	46432 22233	   	165.69	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3AART|4LWND|5DMG|6DUST|7BEXP|8aVULN|9CDMG
334	46132 12171	   	165.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2RCR|3DUST|4ZMB|5DUR|69VULN|7MBVNT|8DMG|aAART
335	26413 11163	   	165.68	ACR|3VULN|1AART|1ZMB|1ASPD	14CGEN|2RCR|3AART|5ZMB|6ASPD|7ERES|89aVULN
336	26632 11326	 * 	165.67	ACR|3VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1CGEN|2RCR|3FEWX|4ZMB|5DUR|68aVULN|7CDMG|9FLTHEA
337	14564 23313	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|29VULN|3CDMG|4MBVNT|5MLV|6RCR|7DUST|8DMG|aAART
338	26422 33844	   	165.59	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCR|3AART|4MBVNT|5aDMG|6DUST|7TLV|8VULN|9CDMG
339	64323 21211	   	165.43	DCR|4VULN|1DMG|1CDMG	1DMG|2589VULN|3RPLT|4CGEN|6RCR|7DMSP|aCDMG
340	64323 24211	   	165.43	DCR|4VULN|1DMG|1CDMG	1DMG|2589VULN|3RPLT|47CGEN|6RCR|aCDMG
341	62342 32233	 * 	165.35	DCR|2VULN|2DMG|3CDMG|1DUR	15DMG|2MLV|3DUR|45aCDMG|5BPWR|68VULN|7DUST|9RCR
342	26433 11113	 * 	165.32	ACR|2AART|2VULN|2ZMB|1ASPD	1CGEN|2RCR|34AART|59ZMB|6ASPD|7ERES|8aVULN
343	26522 63212	   	165.26	ACR|4VULN|1DMG|1ZMB|1SELL	1CGEN|2RCR|3SELL|4LEGI|5789VULN|6ZMB|aDMG
344	26532 42221	   	165.26	ACR|4VULN|1DMG|1ZMB|1SELL	1CGEN|2RCR|3SELL|458aVULN|6DMG|7DUST|9ZMB
345	26463 21223	   	165.25	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2RCR|3AART|4ERES|5ZMB|6DUST|7RCVC|89DMG|aVULN
346	46413 21223	   	165.25	ACR|2DMG|1AART|1VULN|1ZMB	1ERES|2RCR|3AART|4CGEN|5ZMB|6DUST|7RCVC|89DMG|aVULN
347	26433 11126	   	165.25	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7ERES|8VULN|9DMG|aRCVC
348	26135 32325	 * 	165.23	ACR|2DMG|1AART|2ZMB|1CDMG|1ASPD	19CGEN|2RCR|3DUST|49ZMB|5ASPD|6AIRHEA|7AART|89DMG|9BPWR|aCDMG
349	14441 43323	   	165.21	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	19ASPD|29VULN|3AART|4MBVNT|5DUR|6LWND|79LHND|8RCR|9BPWR|aDMG
350	13341 61323	   	165.21	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	19ASPD|29LWND|3AART|4MBVNT|5DUR|6LHND|79VULN|8RCR|9BPWR|aDMG
351	24432 32113	   	165.20	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1CGEN|27VULN|36AART|4DUR|5CDMG|8MLV|9RCR|aZMB
352	13342 28336	   	165.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2LWND|3AART|4MBVNT|5DMG|6LHND|7aVULN|8RCR|9CDMG
353	63223 35214	   	165.02	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|23LWND|3BPWR|4CDMG|5RPLT|6VULN|78AART|9RCR|aCGEN
354	64323 25221	   	164.99	DCR|4VULN|1DMG|1ZMB	1DMG|258aVULN|3RPLT|4CGEN|6RCR|7RCVC|9ZMB
355	63223 35211	   	164.92	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|23LWND|3BPWR|4CDMG|5RPLT|6VULN|78AART|9RCR|aNUKE
356	63223 35215	   	164.92	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|23LWND|3BPWR|4CDMG|5RPLT|6VULN|78AART|9RCR|aDUST
357	63345 41322	   	164.88	DCR|3VULN|1AART|1DMG	1DMG|2LWND|3AART|4MBVNT|5SNIHEL|6RCR|7LHND|89aVULN
358	63623 35211	   	164.82	DCR|2DMG|2AART|1VULN|1CDMG	13DMG|2LWND|4CDMG|5RPLT|6VULN|78AART|9RCR|aNUKE
359	24421 64243	 * 	164.78	DCR|3AART|2VULN|1DMG|1DUR	1CGEN|2aVULN|378AART|4MBVNT|5DUR|6DMG|9RCR
360	24422 64243	   	164.78	DCR|3AART|2VULN|1DMG|1DUR	1CGEN|2aVULN|378AART|4MBVNT|5DMG|6DUR|9RCR
361	24422 42212	   	164.78	DCR|3AART|2VULN|1DMG|1DUR	1CGEN|26VULN|38aAART|4MBVNT|5DMG|7DUR|9RCR
362	24422 42813	   	164.72	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|268VULN|3AART|4MBVNT|5DMG|7DUR|9RCR|aBEXP
363	24422 44212	   	164.72	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|268VULN|3AART|4MBVNT|5DMG|7LWND|9RCR|aDUR
364	24422 48212	   	164.72	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|268VULN|3AART|4MBVNT|5DMG|7LHND|9RCR|aDUR
365	24424 83212	   	164.72	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|257VULN|3AART|4MBVNT|6LHND|8DMG|9RCR|aDUR
366	26321 22423	   	164.69	ACR|2VULN|1AART|1DMG|1FLTHEA	14CGEN|2RCR|3RPLT|5AART|6DMG|7FLTHEA|89VULN|aLIT
367	26321 22426	   	164.69	ACR|2VULN|1AART|1DMG|1FLTHEA	14CGEN|2RCR|3RPLT|5AART|6DMG|7FLTHEA|89VULN|aFEWX
368	26321 24623	   	164.69	ACR|2DMG|1AART|1VULN|1CDMG	14CGEN|2RCR|3RPLT|5AART|67DMG|8BELT|9CDMG|aVULN
369	26532 41222	   	164.68	ACR|3VULN|2DMG|1ASPD|1SELL	1CGEN|2RCR|3SELL|458VULN|6aDMG|7ASPD|9TLV
370	63234 41323	   	164.68	DCR|2DMG|2AART|1VULN|1ZMB	13DMG|23LWND|3BPWR|4LIT|5MBVNT|6VULN|7aAART|8RCR|9ZMB
371	63262 41323	   	164.68	DCR|2DMG|2AART|1VULN|1ZMB	13DMG|23LWND|3BPWR|4MBVNT|5LIT|6VULN|7aAART|8RCR|9ZMB
372	24422 42811	   	164.62	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|268VULN|3AART|4MBVNT|5DMG|7DUR|9RCR|aNUKE
373	24422 42814	   	164.62	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|268VULN|3AART|4MBVNT|5DMG|7DUR|9RCR|aERES
374	64323 26211	   	164.61	DCR|5VULN|1DMG	1DMG|25789VULN|3RPLT|4CGEN|6RCR|aRMIN
375	64323 26212	   	164.61	DCR|5VULN|1DMG	1DMG|25789VULN|3RPLT|4CGEN|6RCR|aLHND
376	64323 26213	   	164.61	DCR|5VULN|1DMG	1DMG|25789VULN|3RPLT|4CGEN|6RCR|aDMSP
377	64323 26231	   	164.61	DCR|5VULN|1DMG	1DMG|2578aVULN|3RPLT|4CGEN|6RCR|9RMIN
378	26321 22421	   	164.59	ACR|2VULN|1AART|1DMG|1FLTHEA	14CGEN|2RCR|3RPLT|5AART|6DMG|7FLTHEA|89VULN|aMBVNT
379	26321 22452	   	164.59	ACR|2DMG|1AART|1VULN|1FLTHEA	14CGEN|2RCR|3RPLT|5AART|6aDMG|7FLTHEA|8VULN|9CANHEL
380	24426 43212	   	164.58	DCR|2AART|2VULN|1DMG|1ZMB	1CGEN|26VULN|3aAART|4MBVNT|5ZMB|7RMIN|8DMG|9RCR
381	24424 12211	   	164.58	DCR|2AART|2VULN|1DMG|1ZMB	1CGEN|25VULN|38AART|4MBVNT|6FEWX|7ZMB|9RCR|aDMG
382	63634 41323	   	164.58	DCR|2DMG|2AART|1VULN|1ZMB	13DMG|2LWND|4LIT|5MBVNT|6VULN|7aAART|8RCR|9ZMB
383	63662 41323	   	164.58	DCR|2DMG|2AART|1VULN|1ZMB	13DMG|2LWND|4MBVNT|5LIT|6VULN|7aAART|8RCR|9ZMB
384	26433 12263	   	164.57	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7CDMG|8VULN|9FEWX|aDUR
385	14631 23116	   	164.49	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1ASPD|29VULN|38DMG|4FEWX|5ZMB|6RCR|7RPLT|aDUR
386	24424 22211	   	164.48	DCR|2AART|2VULN|1DMG|1ZMB	1CGEN|25VULN|38AART|4MBVNT|6DUST|7ZMB|9RCR|aDMG
387	26433 12613	   	164.47	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7CDMG|8DUST|9DMG|aDUR
388	61113 65122	   	164.39	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	18DMG|2ERES|3ASPD|4CGEN|5ZMB|6RCR|7DUR|9aVULN
389	26422 46321	   	164.38	ACR|2DMG|1AART|1VULN|2DUR	1CGEN|2RCR|3AART|4MBVNT|5aDMG|6VULN|78DUR|9LWND
390	26422 46341	   	164.38	ACR|2DMG|1AART|1VULN|2DUR	1CGEN|2RCR|3AART|4MBVNT|5aDMG|6VULN|78DUR|9BEXP
391	26421 54121	   	164.38	ACR|2DMG|1AART|1VULN|2DUR	1CGEN|2RCR|3AART|4MBVNT|57DUR|6VULN|8LWND|9aDMG
392	62123 53326	 * 	164.37	DCR|2VULN|2DMG|2ASPD|1CDMG|1SELL	1aDMG|2MLV|3aASPD|4CDMG|5RPLT|6SELL|7RCR|8LWND|9aVULN|aBPWR
393	46222 61331	   	164.30	ACR|2DMG|2AART|1VULN	1ERES|2RCR|3LWND|4RCVC|5LIT|6VULN|78AART|9aDMG
394	26422 46311	   	164.28	ACR|2DMG|1AART|1VULN|2DUR	1CGEN|2RCR|3AART|4MBVNT|5aDMG|6VULN|78DUR|9DUST
395	61123 23326	 * 	164.27	DCR|2VULN|2DMG|2ASPD|1CDMG|1SELL	1aDMG|2ERES|3aASPD|4CDMG|5RPLT|6SELL|7RCR|8LWND|9aVULN|aBPWR
396	12532 55213	   	164.25	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1ASPD|2MLV|3CDMG|4TLV|5DUR|6VULN|79DMG|8AART|aRCR
397	26433 12316	   	164.24	ACR|2AART|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|2RCR|34AART|5ZMB|6aASPD|7CDMG|8LWND|9DMG
398	14333 62242	 * 	164.23	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|28VULN|3RPLT|49CDMG|5CANSTR|6DMG|7AART|aRCR
399	14631 24232	   	164.16	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1ASPD|28aVULN|3DMG|4FEWX|5ZMB|6RCR|7DUR|9RCVC
400	55223 23348	   	164.11	DCR|2VULN|2DMG|1AART	12aLWND|3BEXP|4aDMG|5MBVNT|6RCR|7RPLT|8AART|9aVULN|aBPWR
401	56223 23348	   	164.11	DCR|2VULN|2DMG|1AART	1aLWND|2DMSP|3BEXP|4aDMG|5MBVNT|6RCR|7RPLT|8AART|9aVULN|aBPWR
402	26413 62221	   	164.05	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	14CGEN|2RCR|38AART|5ZMB|6VULN|7DUR|9DMG|aFEWX
403	26413 62222	   	164.05	ACR|2AART|1DMG|1VULN|1ZMB|1DUR	14CGEN|2RCR|38AART|5ZMB|6VULN|7DUR|9DMG|aLWND
404	26433 62321	   	164.05	ACR|2AART|1DMG|1VULN|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6VULN|7DUR|8BEXP|9LWND|aDMG
405	26433 21262	   	164.05	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6FEWX|7MLV|8DMG|9VULN|aDUR
406	26433 31262	   	164.05	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6BEXP|7MLV|8DMG|9VULN|aDUR
407	26433 53333	   	164.05	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6DUR|7LIT|8BEXP|9DMG|aVULN
408	63261 23345	   	164.01	DCR|2VULN|2DMG|1AART	13DMG|23LWND|3BPWR|4MBVNT|5FEWX|6RCR|7RPLT|8AART|9aVULN
409	26321 22113	   	164.00	ACR|2DMG|1AART|1FLTHEA|2DUR|1ASPD	14aCGEN|2RCR|3RPLT|5AART|6aDMG|7FLTHEA|8ASPD|9aDUR|aBPWR
410	26226 35211	   	163.95	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3LWND|4RCVC|5DMG|68VULN|7AART|9ZMB|aFEWX
411	26226 35212	   	163.95	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3aLWND|4RCVC|5DMG|68VULN|7AART|9ZMB
412	26413 62223	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	14CGEN|2RCR|38AART|5ZMB|6VULN|7DUR|9DMG|aMBVNT
413	26424 12261	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	16CGEN|2RCR|38AART|4MBVNT|5VULN|7ZMB|9DUR|aDMG
414	26432 31262	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5DUST|6ZMB|7MLV|8DMG|9VULN|aDUR
415	26433 11121	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7ERES|8VULN|9DMG|aFEWX
416	26433 11122	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7ERES|8VULN|9DMG|aLWND
417	26433 11123	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7ERES|8VULN|9DMG|aRPLT
418	26433 11125	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7ERES|8VULN|9DMG|aLIT
419	26433 11141	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1CGEN|2RCR|34AART|5ZMB|6ASPD|7ERES|8VULN|9LIT|aDMG
420	26433 62121	   	163.95	ACR|2AART|1DMG|1VULN|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6VULN|7DUR|8LEGI|9LWND|aDMG
421	26433 62311	   	163.95	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6VULN|7DUR|8BEXP|9DUST|aDMG
422	14631 23523	 * 	163.88	DCR|2VULN|3ASPD|1DMG|2ZMB|1DUR	189ASPD|28VULN|3DMG|4FEWX|58ZMB|6RCR|7RPLT|8BPWR|aDUR
423	26226 35213	   	163.85	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3LWND|4RCVC|5DMG|68VULN|7AART|9ZMB|aERES
424	26432 23151	   	163.85	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|56DUST|7ZMB|8VULN|9DUR|aDMG
425	26433 62111	   	163.85	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2RCR|34AART|5ZMB|6VULN|7DUR|8LEGI|9DUST|aDMG
426	26422 44225	   	163.83	ACR|3AART|1VULN|1DMG|2ASPD	1CGEN|2RCR|378AART|4MBVNT|5DMG|6VULN|9aASPD
427	46351 22113	   	163.70	ACR|2DMG|1AART|1FLTHEA|2DUR|1ASPD	14aERES|2RCR|3RPLT|5AART|6aDMG|7FLTHEA|8ASPD|9aDUR|aBPWR
428	26434 33231	   	163.69	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|34AART|5LHND|6LWND|7VULN|8aDMG|9FEWX
429	26434 33321	   	163.69	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|34AART|5LHND|6LWND|7VULN|8BEXP|9aDMG
430	26421 21336	   	163.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DUR|6LHND|7aVULN|8ZMB|9CDMG
431	26421 23236	   	163.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DUR|6LHND|7ZMB|8aVULN|9CDMG
432	26424 24336	   	163.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5aVULN|6LHND|7DUR|8ZMB|9CDMG
433	46431 31333	   	163.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2RCR|3AART|4LWND|5DUR|6BEXP|7aVULN|8ZMB|9CDMG
434	26511 62322	   	163.66	ACR|2VULN|1AART|1FLTHEA|2DUR|1ASPD|1SELL	1aCGEN|2RCR|3SELL|4aDUR|5AART|6ASPD|7FLTHEA|8MBVNT|9aVULN|aBPWR
435	23451 32332	   	163.63	ACR|2AART|2VULN|1DMG|1DUR	17CGEN|2LWND|38AART|47LIT|5RCR|67VULN|7BPWR|9DMG|aDUR
436	26422 42251	   	163.59	ACR|2AART|2DMG|1VULN	17CGEN|2RCR|38AART|4MBVNT|5aDMG|6VULN|9LIT
437	26422 42271	   	163.59	ACR|2AART|2VULN|1DMG	17CGEN|2RCR|38AART|4MBVNT|5DMG|69VULN|aFEWX
438	26422 42272	   	163.59	ACR|2AART|2VULN|1DMG	17aCGEN|2RCR|38AART|4MBVNT|5DMG|69VULN
439	26422 44321	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5aDMG|6VULN|8FEWX|9LWND
440	26422 44341	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5aDMG|6VULN|8FEWX|9BEXP
441	26422 44831	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5aDMG|6VULN|8LWND|9FEWX
442	26424 64321	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5VULN|6aDMG|8FEWX|9LWND
443	26424 64341	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5VULN|6aDMG|8FEWX|9BEXP
444	26432 61231	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|34AART|5DUST|68DMG|7MLV|9VULN|aFEWX
445	26432 61232	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|34AART|5DUST|68DMG|7MLV|9VULN|aLWND
446	26434 33211	   	163.59	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|34AART|5LHND|6LWND|7VULN|8aDMG|9DUST
447	26421 33236	   	163.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4MBVNT|5DUR|6DUST|7ZMB|8aVULN|9CDMG
448	26511 22116	   	163.56	ACR|2DMG|1AART|1FLTHEA|2DUR|1ASPD|1SELL	1CGEN|2RCR|3SELL|49DUR|5AART|6aDMG|7FLTHEA|8ASPD
449	26422 41262	   	163.49	ACR|2AART|2VULN|1DMG	19CGEN|2RCR|3aAART|4MBVNT|5DMG|68VULN|7DUST
450	26422 42273	   	163.49	ACR|2AART|2VULN|1DMG	17CGEN|2RCR|38AART|4MBVNT|5DMG|69VULN|aERES
451	26422 44121	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5aDMG|6VULN|8LEGI|9LWND
452	26422 44141	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5aDMG|6VULN|8LEGI|9BEXP
453	26422 44184	   	163.49	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|37AART|4MBVNT|5DMG|6aVULN|8LEGI|9RMIN
454	26422 44311	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5aDMG|6VULN|8FEWX|9DUST
455	26422 44811	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5aDMG|6VULN|8LWND|9DUST
456	26422 44844	   	163.49	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|37AART|4MBVNT|5DMG|6aVULN|8LWND|9TLV
457	26424 53221	   	163.49	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|38AART|4MBVNT|56VULN|7TLV|9BEXP|aDMG
458	26424 64121	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5VULN|6aDMG|8LEGI|9LWND
459	26424 64141	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5VULN|6aDMG|8LEGI|9BEXP
460	26424 64311	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5VULN|6aDMG|8FEWX|9DUST
461	26432 22227	 * 	163.49	ACR|2AART|2VULN|2CDMG	1aCGEN|2RCR|34AART|56DUST|7aCDMG|8aVULN|9MBVNT|aBPWR
462	26432 61233	   	163.49	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|34AART|5DUST|68DMG|7MLV|9VULN|aMBVNT
463	24451 31332	   	163.43	ACR|2AART|2VULN|1DMG|1DUR	1CGEN|26VULN|38AART|4LIT|5RCR|7LWND|9DMG|aDUR
464	26422 41212	   	163.39	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|3aAART|4MBVNT|5DMG|68VULN|79DUST
465	26422 44111	   	163.39	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5aDMG|6VULN|8LEGI|9DUST
466	26422 44154	   	163.39	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|37AART|4MBVNT|5DMG|6aVULN|8LEGI|9ERES
467	26424 31512	   	163.39	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|3aAART|4MBVNT|57VULN|69DUST|8DMG
468	26424 61212	   	163.39	ACR|2AART|2VULN|1DMG	1CGEN|2RCR|3aAART|4MBVNT|58VULN|6DMG|79DUST
469	26424 64111	   	163.39	ACR|2AART|2DMG|1VULN	1CGEN|2RCR|37AART|4MBVNT|5VULN|6aDMG|8LEGI|9DUST
470	26413 61221	   	163.25	ACR|2DMG|1AART|1VULN|1ZMB	14CGEN|2RCR|3AART|5ZMB|6VULN|7MLV|89DMG|aFEWX
471	26413 61222	   	163.25	ACR|2DMG|1AART|1VULN|1ZMB	14aCGEN|2RCR|3AART|5ZMB|6VULN|7MLV|89DMG
472	26413 63221	   	163.25	ACR|2DMG|1AART|1VULN|1ZMB	14CGEN|2RCR|3AART|5ZMB|6VULN|7RMIN|89DMG|aFEWX
473	26413 63222	   	163.25	ACR|2DMG|1AART|1VULN|1ZMB	14aCGEN|2RCR|3AART|5ZMB|6VULN|7RMIN|89DMG
474	26422 12128	   	163.25	ACR|2DMG|1AART|1VULN|1ZMB	19CGEN|2RCR|3AART|4MBVNT|59DMG|6ERES|7ZMB|89LHND|9BPWR|aVULN
475	26451 13332	   	163.25	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4LIT|5RMIN|68VULN|7LHND|9DMG|aZMB
476	26413 25111	   	163.24	ACR|3ZMB|1AART|1DMG|1VULN	147CGEN|2RCR|3AART|579ZMB|67FEWX|7BPWR|8VULN|aDMG
477	26413 35111	   	163.24	ACR|3ZMB|1AART|1DMG|1VULN	147CGEN|2RCR|3AART|579ZMB|67BEXP|7BPWR|8VULN|aDMG
478	14564 22221	   	163.21	DCR|4VULN|1CDMG|1ZMB|1ASPD	1ASPD|278aVULN|3CDMG|4MBVNT|5MLV|6RCR|9ZMB
479	61623 24121	 * 	163.20	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1SELL	1DMG|2ERES|3ZMB|4CDMG|5RPLT|6SELL|7RCR|8VULN|9FLTHEA|aAART
480	26413 61223	   	163.15	ACR|2DMG|1AART|1VULN|1ZMB	14CGEN|2RCR|3AART|5ZMB|6VULN|7MLV|89DMG|aERES
481	26413 63223	   	163.15	ACR|2DMG|1AART|1VULN|1ZMB	14CGEN|2RCR|3AART|5ZMB|6VULN|7RMIN|89DMG|aERES
482	26424 52321	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4MBVNT|56VULN|7ZMB|8FEWX|9LWND|aDMG
483	26426 43121	   	163.15	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2RCR|3AART|4MBVNT|5ZMB|6VULN|7MLV|8LHND|9aDMG
484	26453 32332	   	163.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4LIT|5LHND|68VULN|7TLV|9DMG|aZMB
485	26422 12821	   	163.05	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2RCR|3AART|4MBVNT|5aDMG|6ERES|7ZMB|8VULN|9LWND
486	26422 12841	   	163.05	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2RCR|3AART|4MBVNT|5aDMG|6ERES|7ZMB|8VULN|9BEXP
487	26424 31181	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4MBVNT|57VULN|6DUST|8LWND|9ZMB|aDMG
488	26424 52121	   	163.05	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3AART|4MBVNT|56VULN|7ZMB|8LEGI|9LWND|aDMG
