0	Index      	 *	Score 	Summary	Detail	
1	16227 42384	 * 	187.77	DCR|3VULN|2DMG|1AART|1ZMB	1aLHND|25aVULN|3MBVNT|4ZMB|6CGEN|7RCR|8aDMG|9AART|aBPWR
329	46221 82331	   	160.06	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|26aVULN|3MBVNT|4ZMB|5CGEN|7RCR|8DMG|9ASPD
330	46521 12121	   	160.03	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|24VULN|34CDMG|4BPWR|58CGEN|6RCR|7DMG|9ZMB|aLIT
331	46521 12122	   	160.03	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|24VULN|34CDMG|4BPWR|58CGEN|6RCR|7DMG|9ZMB|aRCVC
332	46521 12123	   	160.03	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	1DUR|24VULN|34CDMG|4BPWR|58CGEN|6RCR|7DMG|9ZMB|aLHND
333	63236 62314	   	160.01	DCR|3DMG|1AART|2ZMB|1DUR	16ZMB|2DUR|34TLV|568DMG|6BPWR|7RCR|9MBVNT|aAART
334	11132 11155	   	160.00	DCR|3DMG|2VULN|1DUR	19LHND|2BEXP|359DMG|4CGEN|6FEWX|7RCR|89VULN|9BPWR|aDUR
335	51132 31155	   	160.00	DCR|3DMG|2VULN|1DUR	19FEWX|2BEXP|359DMG|4CGEN|6LWND|7RCR|89VULN|9BPWR|aDUR
336	51132 21152	   	160.00	DCR|3DMG|2VULN|1DUR	19FEWX|2BEXP|359DMG|4CGEN|6DUR|7RCR|89VULN|9BPWR|aLIT
337	51132 21154	   	160.00	DCR|3DMG|2VULN|1DUR	19FEWX|2BEXP|359DMG|4aCGEN|6DUR|7RCR|89VULN|9BPWR
338	51132 21156	   	160.00	DCR|3DMG|2VULN|1DUR	19FEWX|2BEXP|359DMG|4CGEN|6DUR|7RCR|89VULN|9BPWR|aRCVC
339	51136 31151	   	160.00	DCR|3VULN|2DMG|1DUR	19FEWX|26BEXP|39DMG|4CGEN|5DUR|7RCR|89aVULN|9BPWR
340	46222 82331	   	159.96	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|26aVULN|3MBVNT|4ZMB|5ERES|7RCR|8DMG|9ASPD
341	46227 42331	   	159.96	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|25aVULN|3MBVNT|4ZMB|6ERES|7RCR|8DMG|9ASPD
342	53132 21152	   	159.90	DCR|3DMG|2VULN|1DUR	19FEWX|2DUST|359DMG|4CGEN|6DUR|7RCR|89VULN|9BPWR|aLIT
343	53132 21154	   	159.90	DCR|3DMG|2VULN|1DUR	19FEWX|2DUST|359DMG|4aCGEN|6DUR|7RCR|89VULN|9BPWR
344	53132 21156	   	159.90	DCR|3DMG|2VULN|1DUR	19FEWX|2DUST|359DMG|4CGEN|6DUR|7RCR|89VULN|9BPWR|aRCVC
345	11132 21155	   	159.90	DCR|3DMG|2VULN|1DUR	19LHND|2BEXP|359DMG|4CGEN|6DUST|7RCR|89VULN|9BPWR|aDUR
346	53132 31155	   	159.90	DCR|3DMG|2VULN|1DUR	19FEWX|2DUST|359DMG|4CGEN|6LWND|7RCR|89VULN|9BPWR|aDUR
347	51132 21151	   	159.90	DCR|3DMG|2VULN|1DUR	19FEWX|2BEXP|359DMG|4CGEN|6DUR|7RCR|89VULN|9BPWR|aERES
348	51152 21151	   	159.90	DCR|3VULN|2DMG|1DUR	19FEWX|2BEXP|39DMG|4RCVC|5ERES|6DUR|7RCR|89aVULN|9BPWR
349	61136 43322	   	159.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2TLV|39DMG|4DMSP|5RCR|6CGEN|7VULN|8AART|aDUR
350	65224 12142	   	159.82	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1ZMB|2SELL|3aVULN|4LWND|5MBVNT|6DMG|7AART|8RCR|9DUR
351	16132 11321	   	159.80	DCR|3VULN|2DMG|1DUR	1LHND|28aVULN|35DMG|4CGEN|6FEWX|7RCR|9DUR
352	16165 11321	   	159.80	DCR|3VULN|2DMG|1DUR	1LHND|28aVULN|34DMG|5CGEN|6FEWX|7RCR|9DUR
353	16462 11321	   	159.80	DCR|3VULN|2DMG|1DUR	1LHND|28aVULN|3CGEN|45DMG|6FEWX|7RCR|9DUR
354	16662 11321	   	159.80	DCR|3VULN|2DMG|1DUR	1LHND|28aVULN|3MLV|45DMG|6FEWX|7RCR|9DUR
355	46132 11331	   	159.80	DCR|3VULN|2DMG|1DUR	1DUR|28aVULN|35DMG|4CGEN|6FEWX|7RCR|9LHND
356	46132 11341	   	159.80	DCR|3VULN|2DMG|1DUR	1DUR|289VULN|35DMG|4CGEN|6FEWX|7RCR|aBEXP
357	46132 11343	   	159.80	DCR|3VULN|2DMG|1DUR	1DUR|289VULN|35DMG|4CGEN|6FEWX|7RCR|aLHND
358	53132 21151	   	159.80	DCR|3DMG|2VULN|1DUR	19FEWX|2DUST|359DMG|4CGEN|6DUR|7RCR|89VULN|9BPWR|aERES
359	53136 21151	   	159.80	DCR|3VULN|2DMG|1DUR	19FEWX|26DUST|39DMG|4CGEN|5DUR|7RCR|89aVULN|9BPWR
360	16162 11321	   	159.70	DCR|3VULN|2DMG|1DUR	1LHND|28aVULN|34DMG|5ERES|6FEWX|7RCR|9DUR
361	46132 11311	   	159.70	DCR|3VULN|2DMG|1DUR	1DUR|28aVULN|35DMG|4CGEN|6FEWX|7RCR|9MBVNT
362	46132 11342	   	159.70	DCR|3VULN|2DMG|1DUR	1DUR|289VULN|35DMG|4CGEN|6FEWX|7RCR|aERES
363	46162 11331	   	159.70	DCR|3VULN|2DMG|1DUR	1DUR|28aVULN|34DMG|5ERES|6FEWX|7RCR|9LHND
364	53142 21151	   	159.70	DCR|3VULN|2DMG|1DUR	19FEWX|24DUST|39DMG|5ERES|6DUR|7RCR|89aVULN|9BPWR
365	41366 12331	   	159.65	ACR|2DMG|1AART|1VULN|3DUR|1SELL	13aDUR|2BEXP|4RCR|5SELL|67DMG|8VULN|9AART
366	41366 13331	   	159.65	ACR|2VULN|1AART|1DMG|3DUR|1SELL	13aDUR|2BEXP|4RCR|5SELL|6DMG|78VULN|9AART
367	46162 11311	   	159.60	DCR|3VULN|2DMG|1DUR	1DUR|28aVULN|34DMG|5ERES|6FEWX|7RCR|9MBVNT
368	65233 33333	   	159.54	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|37VULN|4TLV|5RCR|6CDMG|89DMG|aLHND
369	65233 33334	   	159.54	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|37VULN|4TLV|5RCR|6CDMG|89DMG|aBEXP
370	65233 33335	   	159.54	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|37VULN|4TLV|5RCR|6CDMG|89DMG|aLIT
371	65233 33336	   	159.54	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|37VULN|4TLV|5RCR|6CDMG|89DMG|aRPLT
372	65263 33333	   	159.54	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|37VULN|4ERES|5RCR|6CDMG|89DMG|aLHND
373	65233 11135	   	159.54	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|3aVULN|4TLV|5RCR|69DMG|7LIT|8CDMG
374	46163 11222	   	159.46	DCR|2VULN|2DMG|3DUR|1ZMB	167DUR|25VULN|34DMG|8ZMB|9RCR|aLIT
375	65233 33331	   	159.44	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|37VULN|4TLV|5RCR|6CDMG|89DMG|aVENICY
376	65233 33332	   	159.44	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|37VULN|4TLV|5RCR|6CDMG|89DMG|aMBVNT
377	65263 33331	   	159.44	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|37VULN|4ERES|5RCR|6CDMG|89DMG|aVENICY
378	65263 33332	   	159.44	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|37VULN|4ERES|5RCR|6CDMG|89DMG|aMBVNT
379	46163 11221	   	159.36	DCR|2VULN|2DMG|3DUR|1ZMB	167DUR|25VULN|34DMG|8ZMB|9RCR|aERES
380	46163 11223	   	159.36	DCR|2VULN|2DMG|3DUR|1ZMB	167DUR|25VULN|34DMG|8ZMB|9RCR|aDUST
381	46532 23132	 * 	159.32	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|267VULN|3CDMG|4RCR|5RMIN|8LHND|9ERES|aAART
382	46532 23312	   	159.32	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|267VULN|3CDMG|4RCR|5RMIN|8TLV|9LWND|aAART
383	16163 22241	   	159.31	DCR|3DMG|2VULN|1CDMG	1LHND|25VULN|347DMG|6CDMG|8LIT|9RMIN|aRCR
384	16163 22251	   	159.31	DCR|3DMG|2VULN|1CDMG	1LHND|25VULN|347DMG|6CDMG|8LIT|9MLV|aRCR
385	62221 11425	 * 	159.29	DCR|2DMG|3ZMB|1AART|1DUR	14aZMB|2BEXP|3aTLV|5DUR|6FEWX|7RCR|8AART|9aDMG|aBPWR
386	21665 13131	 * 	159.28	ACR|2VULN|1DMG|2CDMG|2DUR|1ASPD	1CGEN|2TLV|3aDUR|4RCR|5aCDMG|6DMG|7aVULN|8MLV|9ASPD|aBPWR
387	61423 61113	 * 	159.26	DCR|2DMG|3ZMB|1VULN|1CDMG	146ZMB|2TLV|3BEXP|56DMG|6BPWR|7DMSP|8RCR|9CDMG|aVULN
388	61423 63113	   	159.26	DCR|2DMG|3ZMB|1VULN|1CDMG	146ZMB|2TLV|37BEXP|56DMG|6BPWR|8RCR|9CDMG|aVULN
389	62223 61113	   	159.26	DCR|2DMG|3ZMB|1VULN|1CDMG	146ZMB|2BEXP|3TLV|56DMG|6BPWR|7DMSP|8RCR|9CDMG|aVULN
390	62223 63113	   	159.26	DCR|2DMG|3ZMB|1VULN|1CDMG	146ZMB|27BEXP|3TLV|56DMG|6BPWR|8RCR|9CDMG|aVULN
391	61136 31325	   	159.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|26TLV|38DMG|4DMSP|5RCR|7DUR|9AART|aVULN
392	11526 52323	 * 	159.13	DCR|2AART|1DMG|1CDMG|1FLTHEA|1ZMB	1LHND|2BEXP|3CDMG|4FLTHEA|5ZMB|6RCR|78AART|9FEWX|aDMG
393	11526 52333	 * 	159.03	DCR|2AART|1VULN|1FLTHEA|1CDMG|1ZMB	1LHND|2BEXP|3CDMG|4FLTHEA|5ZMB|6RCR|78AART|9ERES|aVULN
394	61113 62422	   	158.98	DCR|2DMG|1AART|1VULN|2ZMB	1aZMB|2TLV|3aDMG|4FEWX|5VULN|6aCGEN|7RCR|8AART|9RCVC|aBPWR
395	11115 62126	   	158.97	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1LHND|2BEXP|39DMG|4SELL|5AART|6CDMG|7DUR|8VULN|aRCR
396	52522 22633	   	158.88	DCR|2VULN|1AART|2CDMG|1FLTHEA	159FEWX|2LHND|39CDMG|4FLTHEA|6RCR|7DUST|89VULN|9BPWR|aAART
397	23262 51162	   	158.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2DUR|3TLV|4RCR|5DMG|6aVULN|7AART|8RPLT|9ASPD
398	43232 43871	   	158.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2DUST|3MBVNT|4BEXP|56DMG|7VULN|8RCR|9AART|aZMB
399	46521 13111	 * 	158.72	DCR|4VULN|2CDMG|1DUR	1DUR|2479VULN|34CDMG|4BPWR|5CGEN|6RCR|8LHND|aLIT
400	46521 13112	   	158.72	DCR|4VULN|2CDMG|1DUR	1DUR|2479VULN|34CDMG|4BPWR|5CGEN|6RCR|8LHND|aRCVC
401	46521 13113	   	158.72	DCR|4VULN|2CDMG|1DUR	1DUR|2479VULN|34CDMG|4BPWR|5CGEN|6RCR|8aLHND
402	46521 13211	   	158.72	DCR|4VULN|2CDMG|1DUR	1DUR|2479VULN|34CDMG|4BPWR|5CGEN|6RCR|8FEWX|aLIT
403	46521 13212	   	158.72	DCR|4VULN|2CDMG|1DUR	1DUR|2479VULN|34CDMG|4BPWR|5CGEN|6RCR|8FEWX|aRCVC
404	46521 13213	   	158.72	DCR|4VULN|2CDMG|1DUR	1DUR|2479VULN|34CDMG|4BPWR|5CGEN|6RCR|8FEWX|aLHND
405	16532 13422	   	158.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18LHND|27VULN|3CDMG|4ASPD|5LWND|6DMG|9RCR|aAART
406	16532 22422	   	158.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18LHND|26VULN|3CDMG|4ASPD|5LWND|7DMG|9RCR|aAART
407	41551 13332	   	158.58	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	14DUR|2BEXP|3CDMG|5CGEN|6RCR|78VULN|9AART|aASPD
408	43312 34413	   	158.46	DCR|2VULN|1AART|1DMG|2DUR	13DUR|2DUST|4CGEN|5ERES|6RCR|7DMG|8AART|9aVULN
409	65233 16332	   	158.34	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1ZMB|2SELL|38VULN|4TLV|5RCR|6DMG|7DUR|9ERES|aAART
410	11353 34423	   	158.32	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2BEXP|3DUR|4RCR|57VULN|6RCVC|8AART|9DMG|aASPD
411	12662 53222	   	158.32	ACR|2VULN|2DMG|2ASPD|1DUR	129LHND|3DUR|4RCR|59DMG|6aVULN|7LIT|89ASPD|9BPWR
412	16133 11352	   	158.24	DCR|3VULN|1AART|1DMG|1SELL	1LHND|258VULN|3DMG|4CGEN|6FEWX|7RCR|9SELL|aAART
413	46531 12111	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|29VULN|3CDMG|4RCR|5RCVC|67DMG|8LHND|aLIT
414	46531 12112	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|29VULN|3CDMG|4RCR|5aRCVC|67DMG|8LHND
415	46531 12113	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|29VULN|3CDMG|4RCR|5RCVC|67DMG|8aLHND
416	46531 12211	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|29VULN|3CDMG|4RCR|5RCVC|67DMG|8FEWX|aLIT
417	46531 12212	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|29VULN|3CDMG|4RCR|5aRCVC|67DMG|8FEWX
418	46531 12213	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|29VULN|3CDMG|4RCR|5RCVC|67DMG|8FEWX|aLHND
419	46532 22322	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|26VULN|3CDMG|4RCR|5RMIN|79DMG|8BELT|aLIT
420	23265 13611	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1CGEN|2DUR|3TLV|4RCR|5CDMG|68DMG|79VULN|aLIT
421	23265 13612	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1CGEN|2DUR|3TLV|4RCR|5CDMG|68DMG|79VULN|aRCVC
422	23265 13613	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1CGEN|2DUR|3TLV|4RCR|5CDMG|68DMG|79VULN|aLHND
423	46532 22321	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1DUR|26VULN|3CDMG|4RCR|5RMIN|79DMG|8BELT|aLSRHEA
424	61136 61331	   	158.08	ACR|3DMG|1VULN|1ZMB|1DUR|1ASPD	1ZMB|26TLV|368DMG|4DMSP|5RCR|6BPWR|7DUR|9ASPD|aVULN
425	16116 31335	 * 	157.98	DCR|4VULN|1DMG|1CDMG|1SELL	1LHND|267aVULN|3DMG|4SELL|5LIT|8CDMG|9RCR
426	63613 22163	   	157.92	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1ZMB|2DUR|3LSRHEA|49VULN|5SELL|6ERES|7DMG|8RCR|aAART
427	26335 24233	   	157.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CGEN|2ZMB|3aVULN|46DUR|5CDMG|7LSRICY|8RCR|9AART
428	21112 21511	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2TLV|3aDMG|4aFEWX|5ERES|6aVULN|7RCR|8ASPD|9CDMG|aBPWR
