0	Index      	 *	Score 	Summary	Detail	
1	31112 64111	 * 	190.59	ACR|3DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	179DMG|2DUR|37ASPD|47CGEN|5RCR|6AART|7BPWR|8ZMB|aVULN
324	35336 23212	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	19DMG|2LWND|3VULN|4AART|5FEWX|6LIT|7RCR|8ASPD|aZMB
325	36244 47272	   	164.36	DCR|2VULN|2DMG|3DUR|1ZMB	1aDMG|2MBVNT|39aDUR|4BEXP|5ZMB|6aVULN|7RCR|8RPLT|aBPWR
326	31154 61312	   	164.36	DCR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1DMG|27DUR|3ASPD|4ZMB|5VULN|68AART|9RCR|aLEGI
327	11336 31111	   	164.30	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	14DUR|24ERES|3RCVC|4BPWR|5ASPD|6AART|7RCR|8VULN|9aDMG
328	11336 31114	   	164.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|24ERES|3RCVC|4BPWR|5ASPD|6AART|7RCR|8aVULN|9DMG
329	23242 63251	   	164.29	DCR|2DMG|1AART|1FLTHEA|1ZMB|1ASPD|1DUR	1MLV|2LHND|3DUR|4ASPD|5AART|6FLTHEA|7RCR|89DMG|aZMB
330	35333 23212	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	19DMG|2LWND|3VULN|4AART|5DUST|6LIT|7RCR|8ASPD|aZMB
331	13132 15641	   	164.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	16DUR|23LWND|47VULN|5AART|8ZMB|9RCR|aDMG
332	26427 43446	   	164.25	DCR|2VULN|2DMG|1AART|1DUR	1MLV|2MBVNT|3LWND|48DMG|5DUR|6aVULN|7AART|9RCR
333	36258 34141	   	164.24	DCR|3DMG|2AART|1ASPD|1DUR	17aDMG|2MBVNT|3DUR|4ASPD|59AART|6RMIN|8RCR
334	33331 65226	   	164.22	DCR|3DMG|1AART|1VULN|1ASPD	18aDMG|2LHND|3VULN|4AART|5ASPD|6LSRICY|7LWND|9RCR
335	11226 31111	   	164.20	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	13DUR|24ERES|5ASPD|6AART|7RCR|8VULN|9aDMG
336	11226 31114	   	164.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	13DUR|24ERES|5ASPD|6AART|7RCR|8aVULN|9DMG
337	31532 15612	   	164.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMG|26DUR|37VULN|4TLV|5AART|8ZMB|9RCR|aDMSP
338	31212 51532	   	164.15	DCR|2VULN|1AART|1DMG|2DUR|1ASPD|1SELL	1DMG|23DUR|4BELT|58VULN|6RCR|7ASPD|9SELL|aAART
339	33331 31226	   	164.12	DCR|3DMG|1AART|1VULN|1ASPD	18aDMG|2LHND|3VULN|4AART|5ASPD|6BEXP|7BASHEA|9RCR
340	35331 21226	   	164.12	DCR|3DMG|1AART|1VULN|1ASPD	18aDMG|2LWND|3VULN|4AART|5ASPD|6LHND|7BASHEA|9RCR
341	31552 23282	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	1aDMG|2DUR|3aVULN|4DUST|5RMIN|6FEWX|7RCR|8MBVNT|9aCDMG|aBPWR
342	36174 47132	 * 	164.11	DCR|2VULN|2DMG|3ASPD|1DUR	1aDMG|2MBVNT|38aASPD|49LHND|5DUR|6aVULN|7RCR|aBPWR
343	32232 34552	   	164.02	DCR|3VULN|3DMG	138DMG|23aCGEN|3aBPWR|4RPLT|5aFEWX|67aVULN|9RCR
344	35333 23165	   	164.01	DCR|2VULN|2DMG|1AART	1aDMG|2LWND|3aVULN|4AART|5DUST|6LIT|7RCR|8aMLV|9LEGI|aBPWR
345	31563 72311	   	164.01	DCR|2DMG|2AART|1VULN|2DUR	1aDMG|28DUR|3VULN|4RCVC|5MBVNT|67AART|9RCR
346	31563 72314	   	164.01	DCR|2VULN|2AART|1DMG|2DUR	1DMG|28DUR|3aVULN|4RCVC|5MBVNT|67AART|9RCR
347	35223 72314	   	164.01	DCR|2DMG|2AART|1VULN|2DUR	14DMG|2LWND|38DUR|5MBVNT|67AART|9RCR|aVULN
348	36324 27272	   	163.97	DCR|3DMG|2VULN|1ZMB	19aDMG|2MBVNT|3aVULN|4LHND|5ZMB|6aFEWX|7RCR|8RPLT|aBPWR
349	36324 77232	   	163.97	DCR|3VULN|2DMG|1ZMB	1aDMG|2MBVNT|39aVULN|4LHND|5ZMB|6aBEXP|7RCR|8RPLT|aBPWR
350	32263 24463	   	163.92	DCR|3VULN|3DMG	13aDMG|23aCGEN|3aBPWR|4MLV|5MBVNT|6LHND|78aVULN|9RCR
351	36258 32114	   	163.91	DCR|2DMG|1AART|2CDMG|2ASPD|1DUR	1aDMG|2MBVNT|3DUR|4aASPD|5AART|6RMIN|7DMSP|8RCR|9aCDMG|aBPWR
352	33162 55312	 * 	163.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1DMG|24LHND|3aASPD|5RCR|6AART|7VULN|8ZMB|9CDMG
353	32251 12614	   	163.85	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|235CGEN|3BPWR|4aVULN|6ASPD|7BEXP|8AART|9RCR
354	31112 64412	 * 	163.83	ACR|2DMG|1AART|3ASPD|1CDMG|1DUR	17DMG|2DUR|37aASPD|47CGEN|5RCR|6AART|7BPWR|8FEWX|9CDMG
355	31112 64612	   	163.83	ACR|2DMG|1AART|3ASPD|1CDMG|1DUR	17DMG|2DUR|37aASPD|47CGEN|5RCR|6AART|7BPWR|8BEXP|9CDMG
356	32521 12614	   	163.75	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|25CGEN|3aVULN|6ASPD|7BEXP|8AART|9RCR
357	31242 42253	 * 	163.73	ACR|2DMG|2AART|3DUR|2ZMB	17DMG|238DUR|47ZMB|5RCR|67ERES|7BPWR|9aAART
358	31112 64512	   	163.73	ACR|2DMG|1AART|3ASPD|1CDMG|1DUR	17DMG|2DUR|37aASPD|47CGEN|5RCR|6AART|7BPWR|8DUST|9CDMG
359	33341 12651	   	163.71	DCR|3VULN|2DMG|1ZMB|1ASPD	18DMG|2LHND|368VULN|4ASPD|5ERES|78LWND|8BPWR|9ZMB|aRCR
360	31336 36611	   	163.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1aDMG|24DUR|3RCVC|5CGEN|6AART|7VULN|8ZMB|9RCR
361	36254 74141	   	163.64	DCR|3DMG|2AART|1ASPD|1DUR	17aDMG|2MBVNT|3DUR|4ASPD|5RMIN|69AART|8RCR
362	11633 34233	 * 	163.63	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2ERES|3FLTHEA|4RCR|5DUST|6LWND|79VULN|8DMG|aAART
363	33132 65226	   	163.62	DCR|3DMG|1AART|1VULN|1ASPD	18aDMG|2LHND|3ASPD|4VULN|5AART|6LSRICY|7LWND|9RCR
364	31366 31112	   	163.61	DCR|2DMG|2AART|1VULN|1DUR	19DMG|2DUR|34RCVC|5CGEN|6aAART|7RCR|8VULN
365	31335 36611	   	163.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1aDMG|24DUR|3RCVC|5ERES|6AART|7VULN|8ZMB|9RCR
366	35223 71173	   	163.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	14DMG|2LWND|37DUR|5MBVNT|6AART|8ZMB|9RCR|aVULN
367	31126 63162	   	163.56	DCR|2DMG|1AART|3ASPD|2DUR|1ZMB	17DMG|27DUR|37aASPD|4RMIN|5LEGI|6AART|7BPWR|8ZMB|9RCR
368	26422 13846	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2MBVNT|3LWND|4DMG|5AART|6DUR|78aVULN|9RCR
369	33132 31226	   	163.52	DCR|3DMG|1AART|1VULN|1ASPD	18aDMG|2LHND|3ASPD|4VULN|5AART|6BEXP|7BASHEA|9RCR
370	33342 31226	   	163.52	DCR|3DMG|1AART|1VULN|1ASPD	18aDMG|2LHND|3VULN|4ASPD|5AART|6BEXP|7BASHEA|9RCR
371	35132 21226	   	163.52	DCR|3DMG|1AART|1VULN|1ASPD	18aDMG|2LWND|3ASPD|4VULN|5AART|6LHND|7BASHEA|9RCR
372	35342 21226	   	163.52	DCR|3DMG|1AART|1VULN|1ASPD	18aDMG|2LWND|3VULN|4ASPD|5AART|6LHND|7BASHEA|9RCR
373	31365 31112	   	163.51	DCR|2DMG|2AART|1VULN|1DUR	19DMG|2DUR|34RCVC|5ERES|6aAART|7RCR|8VULN
374	31451 21163	   	163.51	DCR|2DMG|2AART|1VULN|1DUR	1aDMG|2DUR|3ERES|4RPLT|5VULN|69AART|7RCR|8BELT
375	31212 51553	   	163.46	DCR|3VULN|1DMG|2ASPD|2DUR	1DMG|23DUR|4BELT|589VULN|6RCR|7aASPD
376	36332 11227	   	163.32	DCR|3DMG|1AART|1VULN|1DUR	18aDMG|2MBVNT|3VULN|4TLV|5AART|6DUR|7CANHEL|9RCR
377	36254 72114	   	163.31	DCR|2DMG|1AART|2CDMG|2ASPD|1DUR	1aDMG|2MBVNT|3DUR|4aASPD|5RMIN|6AART|7DMSP|8RCR|9aCDMG|aBPWR
378	31634 24222	   	163.22	ACR|3DMG|2VULN|2DUR	16aDMG|2aDUR|3BELT|48LHND|5RCR|7BASHEA|9aVULN|aBPWR
379	36145 82114	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	14DMG|2MBVNT|3ASPD|5TLV|6AART|7VULN|8RCR|9CDMG|aLWND
380	31312 54431	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2DUR|3RCVC|4BELT|58VULN|6RCR|7MGNLIT|9ZMB|aAART
381	31511 63112	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	19DMG|2DUR|3VULN|4LWND|5LIT|6AART|7RCR|8MLV|aZMB
382	32241 31624	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13DMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8ZMB|9DUR|aVULN
383	36484 33241	   	163.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DMG|2MBVNT|38LWND|4LHND|5ZMB|68DUR|7AART|8BPWR|9RCR|aVULN
384	36214 63241	   	163.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DMG|2MBVNT|38DUR|4LWND|5ZMB|68LHND|7AART|8BPWR|9RCR|aVULN
385	36224 63241	   	163.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DMG|2MBVNT|38DUR|4LHND|5ZMB|68LWND|7AART|8BPWR|9RCR|aVULN
386	36145 82113	   	163.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	14DMG|2MBVNT|3ASPD|5TLV|6AART|7VULN|8RCR|9CDMG|aERES
387	13524 31351	   	163.09	DCR|2VULN|2DMG|2ASPD|2DUR	18DUR|2LWND|38VULN|4CANSTR|59ASPD|68DMG|7RCR|8BPWR|aRPLT
388	13524 31352	   	163.09	DCR|2VULN|2DMG|2ASPD|2DUR	18DUR|2LWND|38VULN|4CANSTR|59ASPD|68DMG|7RCR|8BPWR|aRMIN
389	13524 31353	   	163.09	DCR|2VULN|2DMG|2ASPD|2DUR	18DUR|2LWND|38VULN|4CANSTR|59ASPD|68DMG|7RCR|8BPWR|aLHND
390	31511 63312	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	19DMG|2DUR|3VULN|4LWND|5LIT|6AART|7RCR|8TLV|aZMB
391	31511 63412	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	19DMG|2DUR|3VULN|4LWND|5LIT|6AART|7RCR|8ERES|aZMB
392	35351 63212	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	19DMG|2LWND|3VULN|4DUST|5LIT|6AART|7RCR|8ASPD|aZMB
393	33343 14422	   	163.03	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	18DMG|2LHND|38VULN|4ASPD|5BELT|6BEXP|78DUR|8BPWR|9CDMG|aRCR
394	33331 63124	   	163.01	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DMG|2LHND|3VULN|48AART|5ASPD|6LSRICY|7DUR|9RCR|aCDMG
395	35331 63124	   	163.01	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DMG|2LWND|3VULN|48AART|5ASPD|6LSRICY|7DUR|9RCR|aCDMG
396	31536 13521	   	162.99	DCR|2VULN|2DMG|1CDMG|2DUR	18DMG|26DUR|38VULN|458TLV|7RCR|8BPWR|9CDMG|aLHND
397	31536 13522	   	162.99	DCR|2VULN|2DMG|1CDMG|2DUR	18DMG|26DUR|38VULN|458TLV|7RCR|8BPWR|9CDMG|aCGEN
398	36253 47132	   	162.99	DCR|2VULN|2DMG|2ASPD|2DUR	1aDMG|2MBVNT|3aDUR|48ASPD|5DUST|6aVULN|7RCR|9RPLT|aBPWR
399	36264 47132	   	162.99	DCR|2VULN|2DMG|2ASPD|2DUR	1aDMG|2MBVNT|3aDUR|4DUST|58ASPD|6aVULN|7RCR|9RPLT|aBPWR
400	36133 61182	 * 	162.98	DCR|3AART|2VULN|1DMG|1ASPD	1DMG|2MBVNT|3ASPD|48VULN|5RCVC|67aAART|9RCR
401	32253 51612	   	162.98	DCR|2DMG|2AART|1VULN|1ZMB	13DMG|23CGEN|3BPWR|4VULN|5BEXP|67AART|8ZMB|9RCR|aDMSP
402	36214 43443	   	162.96	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DMG|2MBVNT|3aDUR|4LWND|5ZMB|6VULN|7AART|9RCR
403	36214 43843	   	162.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMG|2MBVNT|3aDUR|4LWND|5ZMB|68VULN|7AART|9RCR
404	36314 33443	   	162.96	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DMG|2MBVNT|3VULN|4LWND|5ZMB|6aDUR|7AART|9RCR
405	36314 33843	   	162.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMG|2MBVNT|38VULN|4LWND|5ZMB|6aDUR|7AART|9RCR
406	36444 33443	   	162.96	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DMG|2MBVNT|3LWND|4VULN|5ZMB|6aDUR|7AART|9RCR
407	36444 33843	   	162.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMG|2MBVNT|3LWND|48VULN|5ZMB|6aDUR|7AART|9RCR
408	31154 62112	   	162.92	DCR|2AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1DMG|2DUR|3ASPD|48ZMB|5VULN|67AART|9RCR|aLEGI
409	33331 11124	   	162.91	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DMG|2LHND|3VULN|48AART|5ASPD|6DUR|7BASHEA|9RCR|aCDMG
410	35331 11124	   	162.91	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DMG|2LWND|3VULN|48AART|5ASPD|6DUR|7BASHEA|9RCR|aCDMG
411	36253 47112	   	162.89	DCR|2VULN|2DMG|2ASPD|2DUR	1aDMG|2MBVNT|3aDUR|48ASPD|59DUST|6aVULN|7RCR|aBPWR
412	36264 47112	   	162.89	DCR|2VULN|2DMG|2ASPD|2DUR	1aDMG|2MBVNT|3aDUR|49DUST|58ASPD|6aVULN|7RCR|aBPWR
413	32123 51614	   	162.88	DCR|2DMG|2AART|1VULN|1ZMB	14DMG|2CGEN|3LHND|5BEXP|67AART|8ZMB|9RCR|aVULN
414	32353 51611	   	162.88	DCR|2DMG|2AART|1VULN|1ZMB	1aDMG|23CGEN|4VULN|5BEXP|67AART|8ZMB|9RCR
415	32513 51611	   	162.88	DCR|2DMG|2AART|1VULN|1ZMB	1aDMG|24CGEN|3VULN|5BEXP|67AART|8ZMB|9RCR
416	32523 51612	   	162.88	DCR|2DMG|2AART|1VULN|1ZMB	14DMG|2CGEN|3VULN|5BEXP|67AART|8ZMB|9RCR|aDMSP
417	32533 51611	   	162.88	DCR|2DMG|2AART|1VULN|1ZMB	1aDMG|2CGEN|3VULN|4DMSP|5BEXP|67AART|8ZMB|9RCR
418	31112 66212	   	162.81	ACR|2DMG|1AART|2ASPD|1CDMG|2DUR	18DMG|28DUR|3aASPD|4CGEN|5RCR|6AART|78LHND|8BPWR|9CDMG
419	32151 21153	   	162.81	DCR|2VULN|2DMG|1AART	1aDMG|2CGEN|3LHND|4RPLT|59VULN|6AART|7RCR|8BELT
420	32151 21366	   	162.81	DCR|2VULN|2DMG|1AART	1aDMG|2CGEN|3LHND|4RPLT|59VULN|6AART|7RCR|8FEWX
421	32241 31144	   	162.81	DCR|2VULN|2DMG|1AART	13DMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8aVULN|9MLV
422	36316 64141	   	162.80	DCR|3VULN|2DMG|2DUR	19DMG|2MBVNT|379VULN|4LWND|5aDUR|69LHND|8RCR|9BPWR
423	36215 48142	   	162.80	DCR|3DMG|2VULN|2DUR	169DMG|2MBVNT|39DUR|4LWND|5LHND|79VULN|8RCR|9BPWR|aCGEN
424	36215 48143	   	162.80	DCR|3DMG|2VULN|2DUR	169DMG|2MBVNT|39DUR|4LWND|5LHND|79VULN|8RCR|9BPWR|aMLV
425	36215 48144	   	162.80	DCR|3DMG|2VULN|2DUR	169DMG|2MBVNT|39DUR|4LWND|5LHND|79VULN|8RCR|9BPWR|aRMIN
426	36225 48142	   	162.80	DCR|3DMG|2VULN|2DUR	169DMG|2MBVNT|39DUR|4LHND|5LWND|79VULN|8RCR|9BPWR|aCGEN
427	36225 48143	   	162.80	DCR|3DMG|2VULN|2DUR	169DMG|2MBVNT|39DUR|4LHND|5LWND|79VULN|8RCR|9BPWR|aMLV
428	36225 48144	   	162.80	DCR|3DMG|2VULN|2DUR	169DMG|2MBVNT|39DUR|4LHND|5LWND|79VULN|8RCR|9BPWR|aRMIN
429	32241 31134	   	162.71	DCR|2VULN|2DMG|1AART	13DMG|235CGEN|3BPWR|4DUST|6AART|7RCR|8aVULN|9ERES
430	33451 21153	   	162.71	DCR|2VULN|2DMG|1AART	1aDMG|2LHND|3ERES|4RPLT|59VULN|6AART|7RCR|8BELT
431	36333 61183	   	162.68	DCR|2VULN|2AART|1DMG|1ZMB	1DMG|2MBVNT|38VULN|4TLV|5RCVC|67AART|9RCR|aZMB
432	31132 11454	   	162.66	DCR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1DMG|26DUR|3ASPD|4VULN|57AART|8RPLT|9ZMB|aRCR
433	32624 12316	   	162.59	DCR|2DMG|1AART|1VULN|2CDMG	16DMG|2CGEN|3SNIHEL|4TLV|59CDMG|7RCR|8VULN|aAART
434	31342 52243	   	162.52	ACR|2VULN|2DMG|2ZMB|2DUR	17DMG|27DUR|3RCVC|47ZMB|5RCR|6DMSP|7BPWR|89VULN|aRPLT
435	36258 24124	   	162.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	17DMG|2MBVNT|39DUR|4ASPD|5AART|6CGEN|8RCR|aVULN
436	36132 17327	   	162.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1aDMG|2MBVNT|3ASPD|4VULN|5AART|69DUR|7RPLT|8RCR
437	31342 52236	   	162.42	ACR|2VULN|2DMG|2ZMB|2DUR	17DMG|27DUR|3RCVC|47ZMB|5RCR|6DMSP|7BPWR|8aVULN|9ERES
438	31132 65124	   	162.41	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DMG|2DUR|3ASPD|4VULN|58AART|6LSRICY|7LWND|9RCR|aCDMG
439	33132 63124	   	162.41	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DMG|2LHND|3ASPD|4VULN|58AART|6LSRICY|7DUR|9RCR|aCDMG
440	33342 63124	   	162.41	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DMG|2LHND|3VULN|4ASPD|58AART|6LSRICY|7DUR|9RCR|aCDMG
441	35132 63124	   	162.41	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DMG|2LWND|3ASPD|4VULN|58AART|6LSRICY|7DUR|9RCR|aCDMG
442	31342 12254	 * 	162.40	ACR|2DMG|1VULN|3DUR|2ZMB|1CDMG	17DMG|267DUR|39RCVC|47ZMB|5RCR|7BPWR|8VULN|aCDMG
443	31132 61123	   	162.31	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DMG|2DUR|3ASPD|4VULN|58AART|6LSRICY|7LEGI|9RCR|aCDMG
444	31542 61123	   	162.31	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DMG|2DUR|3VULN|4ASPD|58AART|6LSRICY|7LEGI|9RCR|aCDMG
445	33132 11124	   	162.31	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DMG|2LHND|3ASPD|4VULN|58AART|6DUR|7BASHEA|9RCR|aCDMG
446	33342 11124	   	162.31	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DMG|2LHND|3VULN|4ASPD|58AART|6DUR|7BASHEA|9RCR|aCDMG
447	35132 11124	   	162.31	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DMG|2LWND|3ASPD|4VULN|58AART|6DUR|7BASHEA|9RCR|aCDMG
448	35342 11124	   	162.31	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DMG|2LWND|3VULN|4ASPD|58AART|6DUR|7BASHEA|9RCR|aCDMG
449	31242 55232	 * 	162.28	ACR|2VULN|2DMG|3DUR|1ZMB	1aDMG|23aDUR|4ZMB|5RCR|6DMSP|7DUST|8aVULN|9MBVNT|aBPWR
450	31342 15232	   	162.28	ACR|2VULN|2DMG|3DUR|1ZMB	1aDMG|26aDUR|3RCVC|4ZMB|5RCR|7DUST|8aVULN|9MBVNT|aBPWR
451	31242 52226	 * 	162.28	ACR|2DMG|3ZMB|1VULN|3DUR	17DMG|237DUR|47aZMB|5RCR|6DMSP|7BPWR|8VULN|9LIT
452	31342 12226	   	162.28	ACR|2DMG|3ZMB|1VULN|3DUR	17DMG|267DUR|3RCVC|47aZMB|5RCR|7BPWR|8VULN|9LIT
453	33331 65224	   	162.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2LHND|3VULN|4AART|5ASPD|6LSRICY|7LWND|9RCR|aCDMG
454	31242 22232	   	162.18	ACR|2VULN|2DMG|3DUR|1ZMB	1aDMG|23aDUR|4ZMB|5RCR|67DUST|8aVULN|9MBVNT|aBPWR
455	33331 31224	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2LHND|3VULN|4AART|5ASPD|6BEXP|7BASHEA|9RCR|aCDMG
456	35331 21224	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	18DMG|2LWND|3VULN|4AART|5ASPD|6LHND|7BASHEA|9RCR|aCDMG
457	35331 21524	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2LWND|38VULN|4AART|5ASPD|6LHND|7BASHEA|9RCR|aCDMG
458	31634 61132	   	162.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	18DMG|2DUR|3BELT|4LHND|5RCR|6CDMG|7VULN|9AART|aFEWX
459	31634 61133	   	162.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	18DMG|2DUR|3BELT|4LHND|5RCR|6CDMG|7VULN|9AART|aMLV
460	31433 38832	 * 	162.01	DCR|2VULN|2DMG|3DUR|2ASPD	1aDMG|267DUR|3ERES|4aVULN|5MBVNT|8aASPD|9RCR|aBPWR
461	13322 63216	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1DUR|2LWND|3CGEN|48aDMG|5AART|6FLTHEA|7RCR|9FEWX
462	13322 63231	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1DUR|2LWND|3CGEN|489DMG|5AART|6FLTHEA|7RCR|aRPLT
463	13322 63232	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1DUR|2aLWND|3CGEN|489DMG|5AART|6FLTHEA|7RCR
464	13322 63234	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1DUR|2LWND|3CGEN|489DMG|5AART|6FLTHEA|7RCR|aFEWX
465	13322 63235	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1DUR|2LWND|3CGEN|489DMG|5AART|6FLTHEA|7RCR|aBEXP
466	25222 63216	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1MLV|2LWND|3DUR|48aDMG|5AART|6FLTHEA|7RCR|9FEWX
467	25222 63231	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1MLV|2LWND|3DUR|489DMG|5AART|6FLTHEA|7RCR|aRPLT
468	25222 63232	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1MLV|2aLWND|3DUR|489DMG|5AART|6FLTHEA|7RCR
469	25222 63234	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1MLV|2LWND|3DUR|489DMG|5AART|6FLTHEA|7RCR|aFEWX
470	25222 63235	   	162.01	DCR|3DMG|1AART|1FLTHEA|1DUR	1MLV|2LWND|3DUR|489DMG|5AART|6FLTHEA|7RCR|aBEXP
471	31112 62151	   	161.99	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DMG|2DUR|3ASPD|4CGEN|5RCR|69AART|7DMSP|8ZMB|aVULN
472	31112 65151	   	161.99	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DMG|2DUR|3ASPD|47CGEN|5RCR|69AART|8ZMB|aVULN
473	32251 12611	   	161.92	DCR|3DMG|1AART|1VULN|1ASPD	13aDMG|235CGEN|3BPWR|4VULN|6ASPD|7BEXP|8AART|9RCR
474	54322 63233	   	161.91	DCR|3DMG|1AART|1FLTHEA|1DUR	1LWND|2DUST|3CGEN|489DMG|5AART|6FLTHEA|7RCR|aDUR
475	32552 22115	 * 	161.90	3VULN|3DMG|3ZMB|1AART	19aDMG|2CGEN|39aVULN|4RPLT|5FEWX|6AART|7AIRHEL|89aZMB|9aBPWR
476	36142 55341	   	161.90	DCR|3DMG|1AART|2ASPD|2DUR	149DMG|2MBVNT|39ASPD|5RMIN|6RCVC|79DUR|8RCR|9BPWR|aAART
477	36142 85341	   	161.90	DCR|3DMG|1AART|2ASPD|2DUR	149DMG|2MBVNT|39ASPD|5RMIN|6DMSP|79DUR|8RCR|9BPWR|aAART
478	31156 61311	   	161.88	DCR|2DMG|2AART|2DUR|1ZMB|1ASPD	1aDMG|27DUR|3ASPD|4ZMB|5LEGI|68AART|9RCR
479	36142 34662	   	161.84	DCR|3DMG|2VULN|1DUR|1ASPD	148DMG|2MBVNT|3ASPD|5RMIN|68ERES|78VULN|8BPWR|9RCR|aDUR
480	31532 11613	   	161.84	DCR|2AART|1VULN|1DMG|3DUR|1ZMB	1DMG|26aDUR|3VULN|4TLV|57AART|8ZMB|9RCR
481	32521 12611	   	161.82	DCR|3DMG|1AART|1VULN|1ASPD	14aDMG|25CGEN|3VULN|6ASPD|7BEXP|8AART|9RCR
482	32211 21553	   	161.81	DCR|3DMG|2VULN|1CDMG	137DMG|23CGEN|3BPWR|4CDMG|5MLV|6aVULN|8RPLT|9RCR
483	32262 21553	   	161.81	DCR|3DMG|2VULN|1CDMG	137DMG|23CGEN|3BPWR|4MLV|5CDMG|6aVULN|8RPLT|9RCR
484	36251 74124	   	161.80	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	17DMG|2MBVNT|39DUR|4ASPD|5ERES|6AART|8RCR|aVULN
