0	Index      	 *	Score 	Summary	Detail	
1	62222 34423	 * 	188.61	DCR|5VULN|3CDMG|1DMG	1489aVULN|2RCVC|3DMG|59aCDMG|69aLHND|7RCR|9aBPWR
341	52425 21213	 * 	161.72	DCR|3VULN|2AART|2ZMB	1LHND|2RCVC|35ZMB|468VULN|7aAART|9RCR
342	52635 21213	   	161.72	DCR|3VULN|2AART|2ZMB	1LHND|2RCVC|368VULN|45ZMB|7aAART|9RCR
343	53425 21213	   	161.72	DCR|3VULN|2AART|2ZMB	12LHND|35ZMB|468VULN|7aAART|9RCR
344	53635 21213	   	161.72	DCR|3VULN|2AART|2ZMB	12LHND|368VULN|45ZMB|7aAART|9RCR
345	62435 21213	   	161.72	DCR|3VULN|2AART|2ZMB	168VULN|2RCVC|35ZMB|4LHND|7aAART|9RCR
346	62621 33512	   	161.67	DCR|3VULN|2DMG|1ZMB	139VULN|2RCVC|4MGNSTR|569BEXP|79DMG|8RCR|9BPWR|aZMB
347	62322 61224	 * 	161.65	DCR|4VULN|2ASPD|1CDMG|2DUR	1469VULN|2RCVC|39ASPD|5CDMG|7DUST|89DUR|9BPWR|aRCR
348	22412 61125	   	161.63	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1RMIN|2LIT|3FEWX|4CDMG|5AART|6RCR|7DMG|89VULN|aSELL
349	25125 32111	   	161.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2AART|3MLV|4ZMB|5DUR|6VULN|7RCR|8DMG|9CGEN|aCDMG
350	32332 42524	   	161.62	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1LIT|24VULN|3SELL|5ASPD|6DMG|7RCR|8AART|9DUST|aZMB
351	43323 13521	   	161.60	DCR|2VULN|1AART|3CDMG|1ASPD	13DUST|238CDMG|3BPWR|4AART|59VULN|6RCR|7RMIN|aASPD
352	43323 13625	   	161.60	DCR|2VULN|1AART|3CDMG|1DUR	13DUST|23aCDMG|3BPWR|4AART|58VULN|6RCR|7RMIN|9DUR
353	43323 16521	   	161.60	DCR|2VULN|1AART|3CDMG|1ASPD	13DUST|238CDMG|3BPWR|4AART|59VULN|6RCR|7CGEN|aASPD
354	25163 32141	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2AART|3MLV|4ERES|5DUR|6VULN|7RCR|8DMG|9ZMB|aCDMG
355	25263 32141	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2AART|3CGEN|4ERES|5DUR|6VULN|7RCR|8DMG|9ZMB|aCDMG
356	25525 32111	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2AART|3ERES|4ZMB|5DUR|6VULN|7RCR|8DMG|9CGEN|aCDMG
357	13632 33515	   	161.52	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1SELL|24VULN|3BEXP|5CDMG|69DMG|7RCR|8ERES|aZMB
358	32143 35513	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2VULN|3DUR|4DUST|5aDMG|6RPLT|7CDMG|8RCR|9AART
359	31632 23366	   	161.38	DCR|2DMG|1AART|1VULN|1CDMG	1aLIT|2AART|3ERES|4aLWND|5VULN|6RMIN|7RCR|8CDMG|9aDMG|aBPWR
360	32622 13166	   	161.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|26VULN|3CGEN|4DMG|5RCR|7CDMG|8DUST|9ASPD|aAART
361	32622 15533	   	161.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|26VULN|3CGEN|4DMG|5RCR|7ASPD|8CDMG|9BASHEA|aAART
362	31221 32421	   	161.31	DCR|2AART|2VULN|1DMG|1ASPD	137LIT|24AART|57VULN|6RCVC|7BPWR|8ASPD|9RCR|aDMG
363	31221 56421	   	161.31	DCR|2AART|2VULN|1DMG|1ASPD	136LIT|24AART|56VULN|6BPWR|7RCVC|8ASPD|9RCR|aDMG
364	31222 32421	   	161.31	DCR|2AART|2VULN|1DMG|1ASPD	137LIT|24AART|5RCVC|67VULN|7BPWR|8ASPD|9RCR|aDMG
365	25216 62131	   	161.28	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2AART|3CGEN|4LWND|58DMG|6VULN|7RCR|9BEXP|aCDMG
366	31152 23366	   	161.28	DCR|2DMG|1AART|1VULN|1CDMG	1aLIT|2AART|3LHND|4aERES|5VULN|6RMIN|7RCR|8CDMG|9aDMG|aBPWR
367	32462 11253	   	161.27	ACR|4VULN|1DMG|1ASPD|1DUR	1LIT|246aVULN|3LHND|5RCR|7DUR|8DMG|9ASPD
368	32622 11526	   	161.27	ACR|4VULN|1DMG|1DUR|1ASPD	1LIT|2689VULN|3CGEN|4DMG|5RCR|7DUR|aASPD
369	25122 34631	   	161.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RMIN|2aAART|3MLV|4ZMB|5ERES|6VULN|7DMG|8CDMG|9RCR
370	25216 27121	   	161.18	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2AART|3CGEN|4LWND|58DMG|6MBVNT|7RCR|9VULN|aCDMG
371	25216 32121	   	161.18	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2AART|3CGEN|4LWND|58DMG|6DUST|7RCR|9VULN|aCDMG
372	32112 11131	   	161.03	ACR|2VULN|2AART|1DMG|1DUR	14LIT|26VULN|3DUR|5RCR|7aAART|8DMG|9RCVC
373	32152 11131	   	161.03	ACR|2VULN|2AART|1DMG|1DUR	1LIT|26VULN|3DUR|4DMSP|5RCR|7aAART|8DMG|9RCVC
374	62132 11131	   	161.03	ACR|2VULN|2AART|1DMG|1DUR	16VULN|29RCVC|3DUR|4LIT|5RCR|7aAART|8DMG
375	32322 16454	   	161.02	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LIT|26VULN|3SELL|4ZMB|5AART|7MBVNT|8RCR|9DMG|aDUR
376	31235 24112	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13LIT|2AART|4ASPD|5LHND|6CDMG|78DMG|9VULN|aRCR
377	64312 16122	 * 	160.98	DCR|2VULN|2DMG|3ASPD|1ZMB	18VULN|2TLV|368ASPD|4LHND|5ZMB|78DMG|8BPWR|9MLV|aRCR
378	64332 16122	   	160.98	DCR|2VULN|2DMG|3ASPD|1ZMB	18VULN|2TLV|368ASPD|4FEWX|5ZMB|78DMG|8BPWR|9MLV|aRCR
379	61231 36221	   	160.93	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1VULN|2BEXP|3AART|4CGEN|5DMG|6aASPD|7RCR|8ZMB|9DUR
380	61231 36122	   	160.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2BEXP|3AART|4CGEN|58DMG|6ASPD|7RCR|9RCVC|aDUR
381	61231 36152	   	160.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2BEXP|3AART|4CGEN|58DMG|6ASPD|7RCR|9DUR|aRMIN
382	62222 53122	   	160.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2RCVC|3DMG|5CDMG|6ZMB|7LHND|8LWND|9AART|aRCR
383	25121 36213	   	160.87	DCR|3VULN|2AART|1ZMB	1RMIN|2aAART|37MLV|4ZMB|568VULN|9RCR
384	43323 13624	   	160.86	DCR|2VULN|1AART|2CDMG|2DUR	13DUST|23CDMG|3BPWR|4AART|58VULN|6RCR|7RMIN|9aDUR
385	43323 14611	   	160.86	DCR|2VULN|1AART|2CDMG|2DUR	138DUST|23CDMG|38BPWR|4AART|58VULN|6RCR|78DUR|9ERES|aLHND
386	43323 14612	   	160.86	DCR|2VULN|1AART|2CDMG|2DUR	138DUST|23CDMG|38BPWR|4AART|58VULN|6RCR|78DUR|9ERES|aBEXP
387	43323 14613	   	160.86	DCR|2VULN|1AART|2CDMG|2DUR	138DUST|23CDMG|38BPWR|4AART|58VULN|6RCR|78DUR|9ERES|aLIT
388	43323 14631	   	160.86	DCR|2VULN|1AART|2CDMG|2DUR	138DUST|23CDMG|38BPWR|4AART|58VULN|6RCR|78DUR|9TLV|aLHND
389	43323 14632	   	160.86	DCR|2VULN|1AART|2CDMG|2DUR	138DUST|23CDMG|38BPWR|4AART|58VULN|6RCR|78DUR|9TLV|aBEXP
390	43323 14633	   	160.86	DCR|2VULN|1AART|2CDMG|2DUR	138DUST|23CDMG|38BPWR|4AART|58VULN|6RCR|78DUR|9TLV|aLIT
391	61243 12631	   	160.83	DCR|2AART|2VULN|1DMG|1SELL	18VULN|28BEXP|3aAART|4SELL|5RCVC|6RCR|78LWND|8BPWR|9DMG
392	32622 15522	   	160.82	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LIT|26aVULN|3CGEN|4DMG|5RCR|7ASPD|8CDMG|9DUR
393	61231 36151	   	160.80	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2BEXP|3AART|4CGEN|58DMG|6ASPD|7RCR|9DUR|aMBVNT
394	31336 61124	   	160.78	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1LIT|2AART|3FEWX|4CGEN|5SELL|6RCR|7DMG|89VULN|aZMB
395	62222 56122	   	160.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2RCVC|3DMG|5CDMG|6ZMB|7LEGI|8LWND|9AART|aRCR
396	61231 22256	   	160.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2BEXP|37AART|4CGEN|5DMG|6RPLT|8ZMB|9RCR|aCDMG
397	61245 12131	   	160.73	DCR|2AART|2VULN|1DMG|1SELL	15VULN|25BEXP|3aAART|4SELL|5BPWR|6RCR|7LWND|8RCVC|9DMG
398	16123 14621	   	160.71	DCR|2VULN|1AART|1DMG|2DUR|1SELL	1SELL|238DUST|4AART|58VULN|6RCR|78DUR|8BPWR|9DMG|aLHND
399	16123 14622	   	160.71	DCR|2VULN|1AART|1DMG|2DUR|1SELL	1SELL|238DUST|4AART|58VULN|6RCR|78DUR|8BPWR|9DMG|aBEXP
400	16123 14623	   	160.71	DCR|2VULN|1AART|1DMG|2DUR|1SELL	1SELL|238DUST|4AART|58VULN|6RCR|78DUR|8BPWR|9DMG|aLIT
401	16323 14621	   	160.71	DCR|2VULN|1AART|1DMG|2DUR|1SELL	1SELL|238DUST|38BPWR|4AART|58VULN|6RCR|78DUR|9DMG|aLHND
402	16323 14622	   	160.71	DCR|2VULN|1AART|1DMG|2DUR|1SELL	1SELL|238DUST|38BPWR|4AART|58VULN|6RCR|78DUR|9DMG|aBEXP
403	16323 14623	   	160.71	DCR|2VULN|1AART|1DMG|2DUR|1SELL	1SELL|238DUST|38BPWR|4AART|58VULN|6RCR|78DUR|9DMG|aLIT
404	32215 33423	   	160.71	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|29aVULN|3AART|4FEWX|5ASPD|6ERES|7CDMG|8RCR
405	32242 23423	   	160.71	DCR|3VULN|1AART|1CDMG|1DUR	1LIT|29aVULN|3AART|4RMIN|5ERES|6DUR|7CDMG|8RCR
406	61225 33423	   	160.71	DCR|3VULN|1AART|1CDMG|1ASPD	19aVULN|2BEXP|3AART|4LIT|5ASPD|6ERES|7CDMG|8RCR
407	22212 53111	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|24LIT|3AART|5CDMG|68DMG|7RCR|9VULN|aLHND
408	22212 53115	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|24LIT|3AART|5CDMG|68DMG|7RCR|9VULN|aLWND
409	22212 53136	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|24LIT|3AART|5CDMG|68DMG|7RCR|9MLV|aVULN
410	61231 36134	   	160.66	DCR|2DMG|1AART|1VULN|1ASPD|1DUR|1SELL	1VULN|2BEXP|3AART|4CGEN|58DMG|6ASPD|7RCR|9SELL|aDUR
411	31132 11423	   	160.64	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3LHND|4SELL|5CGEN|69aVULN|7DMG|8RCR
412	31336 11423	   	160.64	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3FEWX|4CGEN|5SELL|69aVULN|7DMG|8RCR
413	31332 61423	   	160.63	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3FEWX|4CGEN|59aVULN|6SELL|7DMG|8RCR
414	22212 53112	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|24LIT|3AART|5CDMG|68DMG|7RCR|9VULN|aLEGI
415	22212 53116	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|24LIT|3AART|5CDMG|68DMG|7RCR|9VULN|aMBVNT
416	22212 53126	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|24LIT|3AART|5CDMG|68DMG|7RCR|9ERES|aVULN
417	61231 36161	   	160.58	DCR|2DMG|1AART|1VULN|2ASPD	1VULN|2BEXP|3AART|4CGEN|58DMG|69ASPD|7RCR|aLWND
418	64153 33112	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2TLV|3RPLT|4BEXP|5CDMG|6RCR|7AART|8LWND|9aDMG
419	61513 21412	   	160.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2BEXP|3ZMB|4ERES|5DUST|6AART|7DUR|8RCR|9aDMG
420	63513 21412	   	160.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2LHND|3ZMB|4ERES|5DUST|6AART|7DUR|8RCR|9aDMG
421	31133 11423	   	160.54	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3LHND|4SELL|5ERES|69aVULN|7DMG|8RCR
422	31152 61423	   	160.54	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3LHND|4ERES|59aVULN|6SELL|7DMG|8RCR
423	31156 11423	   	160.54	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3LHND|4ERES|5SELL|69aVULN|7DMG|8RCR
424	31352 61423	   	160.54	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3FEWX|4ERES|59aVULN|6SELL|7DMG|8RCR
425	31356 11423	   	160.54	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3FEWX|4ERES|5SELL|69aVULN|7DMG|8RCR
426	31632 61423	   	160.54	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3ERES|4LWND|59aVULN|6SELL|7DMG|8RCR
427	31636 11423	   	160.54	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2AART|3ERES|4LWND|5SELL|69aVULN|7DMG|8RCR
428	62222 63224	   	160.53	DCR|4VULN|1DMG|1CDMG	1469VULN|2RCVC|3DMG|5CDMG|7CANHEL|8RCR|aRPLT
429	62222 63225	   	160.53	DCR|4VULN|1DMG|1CDMG	1469VULN|2RCVC|3DMG|5CDMG|7CANHEL|8RCR|aCGEN
430	62222 63226	   	160.53	DCR|4VULN|1DMG|1CDMG	1469VULN|2aRCVC|3DMG|5CDMG|7CANHEL|8RCR
431	62222 63231	   	160.53	DCR|4VULN|1DMG|1CDMG	146aVULN|2RCVC|3DMG|5CDMG|7CANHEL|8RCR|9RMIN
432	22212 53113	   	160.43	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1RMIN|24LIT|3AART|5CDMG|68DMG|7RCR|9VULN|aSELL
433	32622 11322	   	160.43	ACR|2VULN|2AART|1DMG|1DUR	1LIT|26VULN|3CGEN|4DMG|5RCR|7DUR|89AART|aBEXP
434	32622 11324	   	160.43	ACR|2VULN|2AART|1DMG|1DUR	1LIT|26VULN|3CGEN|4DMG|5RCR|7DUR|89AART|aRMIN
435	32622 41323	   	160.43	ACR|2DMG|2AART|1VULN|1DUR	16LIT|2VULN|3CGEN|4aDMG|5RCR|7DUR|89AART
436	32622 51323	   	160.43	ACR|2DMG|2AART|1VULN|1DUR	1LIT|2VULN|3CGEN|4aDMG|5RCR|6RCVC|7DUR|89AART
437	35622 11335	   	160.43	ACR|2VULN|2AART|1DMG|1DUR	1LIT|2LHND|3CGEN|4DMG|5RCR|6aVULN|7DUR|89AART
438	52141 32141	   	160.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2RCVC|3DUR|4AART|5CGEN|6VULN|7RCR|8DMG|9ZMB|aCDMG
439	53141 32141	   	160.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	12LHND|3DUR|4AART|5CGEN|6VULN|7RCR|8DMG|9ZMB|aCDMG
440	62222 63211	   	160.43	DCR|4VULN|1DMG|1CDMG	146aVULN|2RCVC|3DMG|5CDMG|7CANHEL|8RCR|9ERES
441	62222 63221	   	160.43	DCR|4VULN|1DMG|1CDMG	1469VULN|2RCVC|3DMG|5CDMG|7CANHEL|8RCR|aTLV
442	62222 63222	   	160.43	DCR|4VULN|1DMG|1CDMG	1469VULN|2RCVC|3DMG|5CDMG|7CANHEL|8RCR|aDUST
443	32333 21124	   	160.41	DCR|4VULN|1AART|1ASPD|1SELL	1LIT|2456VULN|3SELL|7RCR|8AART|9ASPD|aRPLT
444	32333 21125	   	160.41	DCR|4VULN|1AART|1ASPD|1SELL	1aLIT|2456VULN|3SELL|7RCR|8AART|9ASPD
445	32334 21126	   	160.41	DCR|4VULN|1AART|1ASPD|1SELL	15LIT|246aVULN|3SELL|7RCR|8AART|9ASPD
446	62143 34311	   	160.40	DCR|3VULN|2AART|1DUR	16aVULN|2RCVC|3DUR|45AART|7RCR|8LWND|9RPLT
447	61231 36163	   	160.33	DCR|2DMG|1AART|1VULN|2ASPD|1SELL	1VULN|2BEXP|3AART|4CGEN|58DMG|69ASPD|7RCR|aSELL
448	32622 11321	   	160.33	ACR|2VULN|2AART|1DMG|1DUR	1LIT|26VULN|3CGEN|4DMG|5RCR|7DUR|89AART|aTLV
449	32622 11325	   	160.33	ACR|2VULN|2AART|1DMG|1DUR	1LIT|26VULN|3CGEN|4DMG|5RCR|7DUR|89AART|aERES
450	42241 32141	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2DUR|3DMSP|4AART|5CGEN|6VULN|7RCR|8DMG|9ZMB|aCDMG
451	62145 32211	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2RCVC|3DUR|4AART|5DMG|6DUST|7RCR|8ZMB|9CGEN|aCDMG
452	32333 21111	   	160.31	DCR|4VULN|1AART|1DUR|1SELL	1LIT|2456VULN|3SELL|7RCR|8AART|9TLV|aDUR
453	61216 23212	   	160.28	DCR|3VULN|1AART|1DMG	16aVULN|2BEXP|3AART|4LWND|5RPLT|7DMG|8RCR|9LHND
454	13463 12631	   	160.23	DCR|2AART|2VULN|1DMG|1SELL	1SELL|28VULN|38FEWX|4aAART|5RCVC|6RCR|78LWND|8BPWR|9DMG
455	32261 63125	 * 	160.23	DCR|3ZMB|1AART|1VULN|1DMG	1LIT|2VULN|3AART|45aZMB|6RCR|7CGEN|8DMG|9BEXP
456	32622 12524	   	160.23	ACR|5VULN|1DMG	1LIT|2689aVULN|3CGEN|4DMG|5RCR|7FEWX
457	32622 23524	   	160.23	ACR|5VULN|1DMG	1LIT|2789aVULN|3CGEN|4DMG|5RCR|6LWND
458	23142 41423	   	160.21	DCR|3VULN|1AART|1CDMG|1DUR	1RMIN|2CGEN|3DUR|4AART|59aVULN|6CDMG|7LIT|8RCR
459	33413 21126	   	160.21	DCR|3VULN|1AART|1CDMG|1ASPD	12LIT|3CDMG|4RCVC|56aVULN|7RCR|8AART|9ASPD
460	44216 23212	   	160.18	DCR|3VULN|1AART|1DMG	1DUST|26aVULN|3AART|4LWND|5RPLT|7DMG|8RCR|9LHND
461	44216 23232	   	160.18	DCR|3VULN|1AART|1DMG	1DUST|269VULN|3AART|4LWND|5RPLT|7DMG|8RCR|aMLV
462	44216 23233	   	160.18	DCR|3VULN|1AART|1DMG	1DUST|269VULN|3AART|4LWND|5RPLT|7DMG|8RCR|aCGEN
463	61216 23234	   	160.18	DCR|3VULN|1AART|1DMG	16aVULN|2BEXP|3AART|4LWND|5RPLT|7DMG|8RCR|9NUKE
464	32232 14534	   	160.17	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LIT|26VULN|3AART|4SELL|5CGEN|7DMG|8CDMG|9DUR|aRCR
465	43123 13351	   	160.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	13DUST|2CDMG|4AART|5aVULN|6RCR|7RMIN|8DUR|9ZMB
466	43123 16351	   	160.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	13DUST|2CDMG|4AART|5aVULN|6RCR|7CGEN|8DUR|9ZMB
467	43123 13642	   	160.15	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	13DUST|2CDMG|4AART|58VULN|6RCR|7RMIN|9ASPD|aZMB
468	32331 42425	   	160.14	DCR|4VULN|1DMG|1ZMB|1SELL	1LIT|249aVULN|3SELL|5ZMB|6DMG|7RCR|8DMSP
469	32331 42625	   	160.14	DCR|4VULN|1DMG|1ZMB|1SELL	18LIT|249aVULN|3SELL|5ZMB|6DMG|7RCR
470	13465 12131	   	160.13	DCR|2AART|2VULN|1DMG|1SELL	1SELL|25VULN|35FEWX|4aAART|5BPWR|6RCR|7LWND|8RCVC|9DMG
471	44216 23231	   	160.08	DCR|3VULN|1AART|1DMG	1DUST|269VULN|3AART|4LWND|5RPLT|7DMG|8RCR|aERES
472	32216 41423	   	160.04	DCR|3VULN|1AART|1DMG|1SELL	1LIT|29aVULN|3AART|4FEWX|5SELL|6CGEN|7DMG|8RCR
473	32232 21423	   	160.04	DCR|3VULN|1AART|1DMG|1SELL	1LIT|29aVULN|3AART|4SELL|5CGEN|6LWND|7DMG|8RCR
474	34232 61423	   	160.04	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2FEWX|3AART|4CGEN|59aVULN|6SELL|7DMG|8RCR
475	34236 11423	   	160.04	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2FEWX|3AART|4CGEN|5SELL|69aVULN|7DMG|8RCR
476	35232 11423	   	160.04	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2LHND|3AART|4SELL|5CGEN|69aVULN|7DMG|8RCR
477	61231 61423	   	160.04	DCR|3VULN|1AART|1DMG|1SELL	19aVULN|2BEXP|3AART|4CGEN|5DMG|6SELL|7LIT|8RCR
478	61242 31423	   	160.04	DCR|3VULN|1AART|1DMG|1SELL	19aVULN|2BEXP|3AART|4SELL|5DMG|6CGEN|7LIT|8RCR
479	63631 21423	   	160.04	DCR|3VULN|1AART|1DMG|1SELL	19aVULN|2LHND|3AART|4CGEN|5DMG|6SELL|7LIT|8RCR
480	32122 11124	   	160.02	DCR|3VULN|1AART|1DMG|1DUR	1LIT|256VULN|3DUR|49BEXP|7AART|8DMG|aRCR
481	25625 33311	   	160.02	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUR|67VULN|8LHND|9LWND|aCDMG
482	32336 24363	   	160.01	DCR|4VULN|1AART|1ASPD|1SELL	18LIT|2468VULN|3SELL|58LWND|7RCR|8BPWR|9AART|aASPD
483	32241 23424	   	160.01	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1LIT|29VULN|3AART|4RMIN|5aZMB|6DUR|7CDMG|8RCR
484	32262 23424	   	160.01	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1LIT|29VULN|3AART|4aZMB|5RMIN|6DUR|7CDMG|8RCR
485	62242 23163	   	160.00	DCR|3VULN|2DMG|1ASPD	15aVULN|2RCVC|3aDMG|4ASPD|6FEWX|7RCR|8aLSRICY|9RMIN|aBPWR
486	32334 21154	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	15LIT|246VULN|3SELL|7RCR|8AART|9CDMG|aDUR
487	32214 61423	   	159.93	DCR|3VULN|1AART|1DMG|1SELL	1LIT|29aVULN|3AART|4FEWX|5ERES|6SELL|7DMG|8RCR
488	32233 21423	   	159.93	DCR|3VULN|1AART|1DMG|1SELL	1LIT|29aVULN|3AART|4SELL|5ERES|6LWND|7DMG|8RCR
489	32256 21423	   	159.93	DCR|3VULN|1AART|1DMG|1SELL	1LIT|29aVULN|3AART|4ERES|5SELL|6LWND|7DMG|8RCR
490	35233 11423	   	159.93	DCR|3VULN|1AART|1DMG|1SELL	1LIT|2LHND|3AART|4SELL|5ERES|69aVULN|7DMG|8RCR
491	61242 21423	   	159.93	DCR|3VULN|1AART|1DMG|1SELL	19aVULN|2BEXP|3AART|4SELL|5DMG|6ERES|7LIT|8RCR
492	32142 11134	   	159.92	DCR|3VULN|1AART|1DMG|1DUR	1LIT|256VULN|3DUR|4DUST|7AART|8DMG|9RCVC|aRCR
493	25622 33311	   	159.92	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUST|67VULN|8DUR|9LWND|aCDMG
494	25622 33341	   	159.92	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUST|67VULN|8DUR|9CDMG|aDMSP
495	25622 33342	   	159.92	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUST|67VULN|8DUR|9CDMG|aFEWX
496	25622 33351	   	159.92	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUST|67VULN|8DUR|9FEWX|aCDMG
497	25622 33421	   	159.92	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUST|67VULN|8BEXP|9DUR|aCDMG
498	25621 24321	   	159.92	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|5LWND|6CDMG|7aVULN|8DUR|9ERES
499	25621 24331	   	159.92	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|5LWND|6CDMG|7aVULN|8DUR|9TLV
500	25625 33211	   	159.92	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|5DUR|67VULN|8DUST|9LWND|aCDMG
501	32251 23424	   	159.91	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1LIT|29VULN|3AART|4ERES|5aZMB|6DUR|7CDMG|8RCR
502	63132 31634	   	159.83	ACR|4VULN|1DMG|2DUR	168aVULN|28LHND|3FEWX|4LIT|5RCR|78DUR|8BPWR|9DMG
503	32142 11154	   	159.82	DCR|3VULN|1AART|1DMG|1DUR	1LIT|256VULN|3DUR|49DUST|7AART|8DMG|aRCR
504	25622 33224	   	159.82	ACR|2AART|2VULN|1CDMG|1ASPD	1RMIN|23AART|4RCR|58DUST|67VULN|9ASPD|aCDMG
505	25622 33243	   	159.82	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|23AART|4RCR|58DUST|67VULN|9CDMG|aDUR
506	32333 21363	   	159.81	DCR|4VULN|1AART|1ASPD|1SELL	1LIT|2456VULN|3SELL|7RCR|8LWND|9AART|aASPD
507	62242 23512	   	159.80	DCR|3VULN|2DMG|1ASPD	15aVULN|2RCVC|39DMG|4ASPD|6FEWX|7RCR|8RMIN
508	25622 23235	 * 	159.73	ACR|3AART|1VULN|1DMG|1CDMG	1RMIN|237AART|4RCR|5DUST|6CDMG|8RPLT|9VULN|aDMG
509	25121 23332	   	159.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RMIN|2AART|3MLV|4ZMB|5VULN|6CDMG|78DUR|9DMG|aRCR
510	25125 24332	   	159.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RMIN|2AART|3MLV|4ZMB|58DUR|6CDMG|7VULN|9DMG|aRCR
