0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42315 31622	5	 * 	270.68	DCR|5VULN|1TLV|1DUR|1ASPD	15BEXP|23456VULN|5BPWR|7RCR|8ASPD|9TLV|aDUR
366	41328 14311	6	   	245.11	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aLEGI
367	41328 14314	6	   	245.11	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aDUST
368	41328 14341	6	   	245.11	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9DUST|aTLV
369	41328 14614	6	   	245.11	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|35aVULN|4MBVNT|5BPWR|7RCR|8ERES|9TLV
370	41328 17341	6	   	245.11	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7LEGI|9RCR|aTLV
371	41328 54311	5	   	245.11	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aLEGI
372	41328 54314	5	   	245.11	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9TLV|aDUST
373	41328 54341	5	   	245.11	DCR|3VULN|3DUR|1TLV	1BEXP|256DUR|358VULN|4MBVNT|5BPWR|7RCR|9DUST|aTLV
374	21328 46114	5	   	245.11	DCR|3VULN|3DUR|1TLV|1NUKE	1FEWX|258DUR|35aVULN|4MBVNT|5BPWR|6NUKE|7RCR|9TLV
375	21328 76114	6	   	245.11	DCR|3VULN|3DUR|1TLV	1FEWX|258DUR|35aVULN|4MBVNT|5BPWR|6ERES|7RCR|9TLV
376	41328 46114	5	   	245.11	DCR|3VULN|3DUR|1TLV|1NUKE	1BEXP|258DUR|35aVULN|4MBVNT|5BPWR|6NUKE|7RCR|9TLV
377	22315 66332	6	   	245.05	DCR|4VULN|2DMG|1SELL	15FEWX|2345VULN|5BPWR|6SELL|7RCR|89DMG|aRPLT
378	22312 12365	6	   	244.95	DCR|5VULN|1AART	1FEWX|23478VULN|5LIT|6DLOT|9RCR|aAART
379	22312 15365	7	   	244.95	DCR|5VULN|1AART	1FEWX|23478VULN|5LIT|6DLOT|9RCR|aAART
380	32123 42425	10	 * 	244.90	DCR|4VULN|2ASPD|1DUR	13aERES|2DUR|457aVULN|6aASPD|8RCR|9RCVC|aBPWR
381	35126 43313	8	   	244.80	DCR|4VULN|2ASPD|1DUR|1NUKE	1ERES|2NUKE|37ASPD|468aVULN|5DUR|9RCR
382	21633 33511	3	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|2DUR|3AART|46aVULN|5CDMG|7DMG|8RCR|9CGEN
383	21633 33511	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|2DUR|3AART|46aVULN|5CDMG|7DMG|8RCR|9CGEN
384	21633 33522	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|2DUR|3AART|469VULN|5CDMG|7DMG|8RCR|aLHND
385	21633 33522	3	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|2DUR|3AART|469VULN|5CDMG|7DMG|8RCR|aLHND
386	21633 33523	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1aFEWX|2DUR|3AART|469VULN|5CDMG|7DMG|8RCR
387	21633 33523	3	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1aFEWX|2DUR|3AART|469VULN|5CDMG|7DMG|8RCR
388	22613 33511	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|26aVULN|3AART|4DUR|5CDMG|7DMG|8RCR|9CGEN
389	22613 33522	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|269VULN|3AART|4DUR|5CDMG|7DMG|8RCR|aLHND
390	22613 33523	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1aFEWX|269VULN|3AART|4DUR|5CDMG|7DMG|8RCR
391	41633 33511	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1BEXP|2DUR|3AART|46aVULN|5CDMG|7DMG|8RCR|9CGEN
392	41633 33522	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1BEXP|2DUR|3AART|469VULN|5CDMG|7DMG|8RCR|aLHND
393	41633 33523	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1BEXP|2DUR|3AART|469VULN|5CDMG|7DMG|8RCR|aFEWX
394	42613 33511	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1BEXP|26aVULN|3AART|4DUR|5CDMG|7DMG|8RCR|9CGEN
395	42613 33522	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1BEXP|269VULN|3AART|4DUR|5CDMG|7DMG|8RCR|aLHND
396	42613 33523	4	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1BEXP|269VULN|3AART|4DUR|5CDMG|7DMG|8RCR|aFEWX
397	21116 33521	1	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|2AART|369VULN|4LWND|5CDMG|7DMG|8RCR|aTLV
398	21135 31521	1	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|2AART|349VULN|5DMG|6CDMG|7LWND|8RCR|aTLV
399	21146 33521	1	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|2AART|369VULN|4BEXP|5CDMG|7DMG|8RCR|aTLV
400	22616 33521	3	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|269VULN|3AART|4LWND|5CDMG|7DMG|8RCR|aTLV
401	22635 31521	3	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|249VULN|3AART|5DMG|6CDMG|7LWND|8RCR|aTLV
402	23366 33521	4	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|2LWND|369VULN|4AART|5CDMG|7DMG|8RCR|aTLV
403	41116 33521	1	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1BEXP|2AART|369VULN|4LWND|5CDMG|7DMG|8RCR|aTLV
404	41126 33521	1	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1BEXP|2AART|369VULN|4FEWX|5CDMG|7DMG|8RCR|aTLV
405	42336 13521	3	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1BEXP|239VULN|4CDMG|5AART|6FEWX|7DMG|8RCR|aTLV
406	21633 33526	4	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|2DUR|3AART|469VULN|5CDMG|7DMG|8RCR|aBBNT
407	21633 33526	3	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|2DUR|3AART|469VULN|5CDMG|7DMG|8RCR|aBBNT
408	21633 33541	3	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|2DUR|3AART|46aVULN|5CDMG|7DMG|8RCR|9ERES
409	21633 33541	4	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|2DUR|3AART|46aVULN|5CDMG|7DMG|8RCR|9ERES
410	22613 33526	4	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|269VULN|3AART|4DUR|5CDMG|7DMG|8RCR|aBBNT
411	22613 33541	4	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|26aVULN|3AART|4DUR|5CDMG|7DMG|8RCR|9ERES
412	21135 32521	1	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|2AART|349VULN|5DMG|6CDMG|7DUST|8RCR|aTLV
413	22635 32521	3	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|249VULN|3AART|5DMG|6CDMG|7DUST|8RCR|aTLV
414	41136 33521	1	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1BEXP|2AART|369VULN|4LEGI|5CDMG|7DMG|8RCR|aTLV
415	42322 36124	3	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1BEXP|2367VULN|4ASPD|5ERES|8DUR|9RCR|aAART
416	61112 63332	2	   	244.34	DCR|3VULN|2DUR|2LIT|1CDMG	1aMLV|2aLIT|3CDMG|4BBNT|56DUR|78aVULN|9RCR|aBPWR
417	61141 63332	2	   	244.34	DCR|3VULN|2DUR|2LIT|1CDMG	1aMLV|2aLIT|3CDMG|46DUR|5TBNT|78aVULN|9RCR|aBPWR
418	61612 63332	3	   	244.34	DCR|3VULN|2DUR|2LIT|1CDMG	1aMLV|2aLIT|3CDMG|4BBNT|56DUR|78aVULN|9RCR|aBPWR
419	32123 31631	7	   	244.22	DCR|3VULN|2ASPD|1DUR|1CDMG	13aERES|2DUR|45aVULN|6LIT|7CDMG|8aASPD|9RCR|aBPWR
420	32123 32631	6	   	244.22	DCR|3VULN|2ASPD|1DUR|1CDMG	13aERES|2DUR|45aVULN|6LIT|7CDMG|8aASPD|9RCR|aBPWR
421	22342 61633	9	   	244.10	DCR|3VULN|2DUR|1DMG	1FEWX|23aVULN|4LHND|5LIT|69DUR|7DMG|8RCR
422	21353 31635	9	   	244.10	DCR|3VULN|2DUR|1DMG	1FEWX|29DUR|35aVULN|4BEXP|6LIT|7DMG|8RCR
423	41328 31843	10	   	244.07	DCR|2VULN|3DUR|1DMG|1CDMG	1BEXP|258DUR|35VULN|4MBVNT|5BPWR|6LIT|7DMG|9CDMG|aRCR
424	21321 65343	7	   	244.01	DCR|3VULN|3DUR|2LIT	1aFEWX|268DUR|36aVULN|4MBVNT|5BELT|6aBPWR|7aLIT|9RCR
425	22315 23624	8	   	243.95	DCR|4VULN|1DMG|1DUR	15FEWX|2345VULN|5BPWR|6LHND|7ZMB|8DMG|9RCR|aDUR
426	22315 43622	8	   	243.95	DCR|4VULN|1DMG|1DUR	15FEWX|2345VULN|5BPWR|6ZMB|7DUR|8DMG|9RCR|aDMSP
427	22315 43623	8	   	243.95	DCR|4VULN|1DMG|1DUR	15FEWX|2345VULN|5BPWR|6aZMB|7DUR|8DMG|9RCR
428	22315 53622	8	   	243.95	DCR|4VULN|1DMG|1DUR	15FEWX|2345VULN|5BPWR|6CGEN|7DUR|8DMG|9RCR|aDMSP
429	22315 53623	8	   	243.95	DCR|4VULN|1DMG|1DUR	15FEWX|2345VULN|5BPWR|6CGEN|7DUR|8DMG|9RCR|aZMB
430	22315 53633	8	   	243.95	DCR|4VULN|1DMG|1DUR	159FEWX|2345VULN|5BPWR|6CGEN|7DUR|8DMG|aRCR
431	53515 34241	10	   	243.95	DCR|4VULN|2CDMG|1DUR	19ZMB|25CGEN|3459VULN|59BPWR|6MBVNT|7RCR|89CDMG|aDUR
432	22311 53211	10	   	243.85	DCR|4VULN|1DMG|1DUR	1FEWX|2349VULN|5LHND|6DUR|7LWND|8DMG|aRCR
433	22311 63624	8	   	243.85	DCR|4VULN|1DMG|1DUR	1FEWX|2346VULN|5LHND|7ZMB|8DMG|9RCR|aDUR
434	22315 33428	10	   	243.85	DCR|4VULN|1DMG|1TLV	159FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8TLV|aDMG
435	22315 33438	9	   	243.85	DCR|4VULN|1DMG|1TLV	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8TLV|9MLV|aDMG
436	22315 33471	10	   	243.85	DCR|4VULN|1DMG|1TLV	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8TLV|9DMSP|aDMG
437	22315 33784	10	   	243.85	DCR|4VULN|1DMG|1TLV	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8RMIN|9DMG|aTLV
438	22315 33838	8	   	243.85	DCR|4VULN|1DMG|1TLV	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CGEN|9TLV|aDMG
439	22316 65313	4	   	243.85	DCR|4VULN|1DMG|1TLV	1FEWX|2349VULN|5RPLT|6RCR|7MLV|8TLV|aDMG
440	22365 33481	10	   	243.85	DCR|4VULN|1DMG|1TLV	15FEWX|2359VULN|4RCVC|5BPWR|6MBVNT|7RCR|8TLV|aDMG
441	42311 53211	10	   	243.85	DCR|4VULN|1DMG|1DUR	1BEXP|2349VULN|5LHND|6DUR|7LWND|8DMG|aRCR
442	42315 33418	10	   	243.85	DCR|4VULN|1DMG|1TLV	159BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8TLV|aDMG
443	42315 33428	9	   	243.85	DCR|4VULN|1DMG|1TLV	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8TLV|9CGEN|aDMG
444	42315 33438	8	   	243.85	DCR|4VULN|1DMG|1TLV	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8TLV|9CGEN|aDMG
445	42315 33448	9	   	243.85	DCR|4VULN|1DMG|1TLV	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8TLV|9MLV|aDMG
446	42315 33471	10	   	243.85	DCR|4VULN|1DMG|1TLV	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8TLV|9DMSP|aDMG
447	22315 11421	5	   	243.85	DCR|4VULN|1DMG|1TLV	156FEWX|2345VULN|5BPWR|7RCR|8TLV|9TBNT|aDMG
448	22315 32528	6	   	243.85	DCR|4VULN|1DMG|1TLV	15FEWX|2345VULN|5BPWR|6MBVNT|7CGEN|8TLV|9RCR|aDMG
449	22215 33481	10	   	243.85	DCR|4VULN|1DMG|1TLV	15FEWX|2459VULN|3RCVC|5BPWR|6MBVNT|7RCR|8TLV|aDMG
450	42215 33481	10	   	243.85	DCR|4VULN|1DMG|1TLV	15BEXP|2459VULN|3RCVC|5BPWR|6MBVNT|7RCR|8TLV|aDMG
451	22311 11664	5	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|2348VULN|5LHND|6TBNT|7RCR|9DUR|aDMG
452	22311 56211	10	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|2349VULN|5LHND|6DUR|7DUST|8DMG|aRCR
453	22313 53211	10	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|2349VULN|5DUST|6DUR|7LWND|8DMG|aRCR
454	22315 33375	7	   	243.75	DCR|4VULN|1DMG|1DUR	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8TBNT|9DUR|aDMG
455	22315 33484	8	   	243.75	DCR|4VULN|2TLV|1DUR	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8aTLV|9DUR
456	22315 33524	9	   	243.75	DCR|4VULN|1DMG|1DUR	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8DUR|9DLOT|aDMG
457	22315 33548	10	   	243.75	DCR|4VULN|1DMG|1DUR	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8DUR|9DUST|aDMG
458	22315 33838	7	   	243.75	DCR|4VULN|1DMG|1TLV	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8ERES|9TLV|aDMG
459	22334 15136	3	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|238aVULN|4DUST|5DUR|6RPLT|7DMG|9RCR
460	22335 25136	3	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|238aVULN|4DUST|5RPLT|6DUR|7DMG|9RCR
461	42311 56211	10	   	243.75	DCR|4VULN|1DMG|1DUR	1BEXP|2349VULN|5LHND|6DUR|7DUST|8DMG|aRCR
462	42313 53211	10	   	243.75	DCR|4VULN|1DMG|1DUR	1BEXP|2349VULN|5DUST|6DUR|7LWND|8DMG|aRCR
463	42315 33484	8	   	243.75	DCR|4VULN|2TLV|1DUR	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8aTLV|9DUR
464	42315 33524	9	   	243.75	DCR|4VULN|1DMG|1DUR	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8DUR|9DLOT|aDMG
465	42325 36122	4	   	243.75	DCR|4VULN|1DMG|1DUR	1BEXP|2367VULN|4ERES|5DMG|8DUR|9RCR|aDMSP
466	42325 36123	4	   	243.75	DCR|4VULN|1DMG|1DUR	1BEXP|2367VULN|4ERES|5DMG|8DUR|9RCR|aZMB
467	32123 13253	8	   	243.71	DCR|3VULN|3DUR|2LIT	13aERES|267DUR|45aVULN|8aLIT|9RCR|aBPWR
468	22315 43621	8	   	243.71	DCR|4VULN|1DMG|1DUR|1SELL	15FEWX|2345VULN|5BPWR|6ZMB|7DUR|8DMG|9RCR|aSELL
469	22315 53621	8	   	243.71	DCR|4VULN|1DMG|1DUR|1SELL	15FEWX|2345VULN|5BPWR|6CGEN|7DUR|8DMG|9RCR|aSELL
470	22414 63311	9	   	243.71	DCR|4VULN|2CDMG|1DUR|1SELL	18FEWX|289aVULN|3LWND|4SELL|5DUR|68CDMG|7RCR|8BPWR
471	22313 11664	5	   	243.65	DCR|4VULN|1DMG|1DUR	1FEWX|2348VULN|5DUST|6TBNT|7RCR|9DUR|aDMG
472	22313 51264	9	   	243.65	DCR|4VULN|2CDMG|1DUR	1FEWX|2347VULN|5DUST|6DUR|89CDMG|aRCR
473	32123 52433	8	   	243.65	DCR|4VULN|1DMG|1DUR	13ERES|2DUR|457aVULN|6ZMB|8RCR|9DMG
474	32633 81384	3	   	243.55	DCR|4VULN|1DMG|1DUR	1ERES|2DUR|3DMG|4MBVNT|5TBNT|679aVULN|8RCR
475	42325 36121	4	   	243.51	DCR|4VULN|1DMG|1DUR|1SELL	1BEXP|2367VULN|4ERES|5DMG|8DUR|9RCR|aSELL
476	42315 31122	5	   	243.43	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8CGEN|9MLV|aDUR
477	42315 31135	5	   	243.43	DCR|5VULN|1DUR	159BEXP|23456VULN|5BPWR|7RCR|8CGEN|aDUR
478	42315 31141	5	   	243.43	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8aCGEN|9DUR
479	42315 31143	5	   	243.43	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8CGEN|9DUR|aRMIN
480	42315 31152	5	   	243.43	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8CGEN|9LHND|aDUR
481	42315 31321	5	   	243.43	DCR|5VULN|1TLV	15BEXP|23456VULN|5BPWR|7RCR|8ZMB|9TLV|aLHND
482	42315 31335	5	   	243.43	DCR|5VULN|1DUR	159BEXP|23456VULN|5BPWR|7RCR|8ZMB|aDUR
483	42315 31341	5	   	243.43	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8ZMB|9DUR|aCGEN
484	42315 31342	5	   	243.43	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8ZMB|9DUR|aLHND
485	42315 31413	5	   	243.43	DCR|5VULN|1DUR	158BEXP|23456VULN|58BPWR|7RCR|9LHND|aDUR
486	42315 31423	5	   	243.43	DCR|5VULN|1DUR	158BEXP|23456VULN|58BPWR|7RCR|9RPLT|aDUR
487	42315 31511	5	   	243.43	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8FEWX|9LWND|aDUR
488	42315 31532	5	   	243.43	DCR|5VULN|1DUR	15BEXP|23456VULN|5BPWR|7RCR|8FEWX|9CGEN|aDUR
489	42315 34323	5	   	243.43	DCR|5VULN|1TLV	15BEXP|23456VULN|5BPWR|7LHND|8ZMB|9TLV|aRCR
490	22315 11613	5	   	243.43	DCR|5VULN|1DUR	156FEWX|23458VULN|5BPWR|7RCR|9LHND|aDUR
491	22315 11623	5	   	243.43	DCR|5VULN|1DUR	156FEWX|23458VULN|5BPWR|7RCR|9RPLT|aDUR
492	22315 11653	5	   	243.43	DCR|5VULN|1DUR	156FEWX|23458VULN|5BPWR|7RCR|9LWND|aDUR
493	22315 11661	5	   	243.43	DCR|5VULN|1DUR	156FEWX|23458VULN|5BPWR|7RCR|9DUR|aBEXP
494	22315 11662	5	   	243.43	DCR|5VULN|1DUR	156FEWX|23458VULN|5BPWR|7RCR|9DUR|aCGEN
495	22315 22112	10	   	243.43	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6LHND|8RCVC|9RCR|aDUR
496	22315 22112	9	   	243.43	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6LHND|8RCVC|9RCR|aDUR
497	22315 22163	7	   	243.43	DCR|5VULN|1TLV	15FEWX|23457VULN|5BPWR|6LHND|8CGEN|9TLV|aRCR
498	22315 22323	7	   	243.43	DCR|5VULN|1TLV	15FEWX|23457VULN|5BPWR|6LHND|8ZMB|9TLV|aRCR
499	22315 22412	9	   	243.43	DCR|5VULN|1TLV	15FEWX|23457VULN|5BPWR|6LHND|8RPLT|9RCR|aTLV
500	22365 22633	8	   	243.43	DCR|5VULN|1TLV	15FEWX|23579VULN|4RCVC|5BPWR|6LHND|8TLV|aRCR
501	42315 22112	10	   	243.43	DCR|5VULN|1DUR	15BEXP|23457VULN|5BPWR|6LHND|8RCVC|9RCR|aDUR
502	42315 22112	9	   	243.43	DCR|5VULN|1DUR	15BEXP|23457VULN|5BPWR|6LHND|8RCVC|9RCR|aDUR
503	42315 22163	7	   	243.43	DCR|5VULN|1TLV	15BEXP|23457VULN|5BPWR|6LHND|8CGEN|9TLV|aRCR
504	42315 22323	7	   	243.43	DCR|5VULN|1TLV	15BEXP|23457VULN|5BPWR|6LHND|8ZMB|9TLV|aRCR
505	42315 22412	9	   	243.43	DCR|5VULN|1TLV	15BEXP|23457VULN|5BPWR|6LHND|8RPLT|9RCR|aTLV
506	42315 23623	8	   	243.43	DCR|5VULN|1TLV	15BEXP|23458VULN|5BPWR|6LHND|7ZMB|9TLV|aRCR
507	22215 22633	8	   	243.43	DCR|5VULN|1TLV	15FEWX|24579VULN|3RCVC|5BPWR|6LHND|8TLV|aRCR
508	42215 22633	8	   	243.43	DCR|5VULN|1TLV	15BEXP|24579VULN|3RCVC|5BPWR|6LHND|8TLV|aRCR
509	22311 62112	9	   	243.33	DCR|5VULN|1DUR	1FEWX|23467VULN|5LHND|8RCVC|9RCR|aDUR
510	22311 62112	10	   	243.33	DCR|5VULN|1DUR	1FEWX|23467VULN|5LHND|8RCVC|9RCR|aDUR
511	22311 62163	7	   	243.33	DCR|5VULN|1TLV	1FEWX|23467VULN|5LHND|8CGEN|9TLV|aRCR
512	22311 62323	7	   	243.33	DCR|5VULN|1TLV	1FEWX|23467VULN|5LHND|8ZMB|9TLV|aRCR
513	22311 62412	9	   	243.33	DCR|5VULN|1TLV	1FEWX|23467VULN|5LHND|8RPLT|9RCR|aTLV
514	22311 62512	10	   	243.33	DCR|5VULN|1DUR	18FEWX|23467VULN|5LHND|9RCR|aDUR
515	22311 62512	9	   	243.33	DCR|5VULN|1DUR	18FEWX|23467VULN|5LHND|9RCR|aDUR
516	22315 12112	9	   	243.33	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6DUST|8RCVC|9RCR|aDUR
517	22315 12143	7	   	243.33	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6DUST|8CGEN|9DUR|aRCR
518	22315 12163	9	   	243.33	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6DUST|8RCVC|9DUR|aRCR
519	22315 12163	8	   	243.33	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6DUST|8RCVC|9DUR|aRCR
520	22315 12412	9	   	243.33	DCR|5VULN|1TLV	15FEWX|23457VULN|5BPWR|6DUST|8RPLT|9RCR|aTLV
521	22315 12414	10	   	243.33	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6DUST|8RPLT|9RCR|aDUR
522	22315 32222	9	   	243.33	DCR|5VULN|1TLV	158FEWX|23457VULN|5BPWR|6MBVNT|9RCR|aTLV
523	22315 32224	10	   	243.33	DCR|5VULN|1DUR	158FEWX|23457VULN|5BPWR|6MBVNT|9RCR|aDUR
524	22315 32311	7	   	243.33	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6MBVNT|8RCR|9LWND|aDUR
525	22315 32332	7	   	243.33	DCR|5VULN|1DUR	15FEWX|23457VULN|5BPWR|6MBVNT|8RCR|9CGEN|aDUR
526	22315 33411	9	   	243.33	DCR|5VULN|1TLV	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9BEXP
527	22315 33421	10	   	243.33	DCR|5VULN|1TLV	159FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV
528	22315 33443	8	   	243.33	DCR|5VULN|1TLV	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9DMSP
529	22315 33454	8	   	243.33	DCR|5VULN|1TLV	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9BELT
530	22315 33461	8	   	243.33	DCR|5VULN|1TLV	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9LHND
531	22315 33461	9	   	243.33	DCR|5VULN|1TLV	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9LHND
532	22315 33473	9	   	243.33	DCR|5VULN|1TLV	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8TLV|9DMSP
533	22315 33481	9	   	243.33	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aCGEN
534	22315 33482	9	   	243.33	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aLHND
535	22315 33483	10	   	243.33	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aLHND
536	22315 33484	9	   	243.33	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aMLV
537	22315 33484	10	   	243.33	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aBEXP
538	22315 33485	9	   	243.33	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aLWND
539	22315 33485	10	   	243.33	DCR|5VULN|1TLV	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8TLV|aRPLT
540	22315 33511	9	   	243.33	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9RMIN
541	22315 33511	8	   	243.33	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9CGEN
542	22315 33518	10	   	243.33	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9RMIN
543	22315 33543	8	   	243.33	DCR|5VULN|1DUR	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8DUR|aLHND
544	22315 33548	8	   	243.33	DCR|5VULN|1DUR	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8DUR|aLWND
545	22315 33551	9	   	243.33	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9CGEN
546	22315 33581	9	   	243.33	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9MLV
547	22315 33611	7	   	243.33	DCR|5VULN|1DUR	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8DUR|9CGEN
548	22315 33643	7	   	243.33	DCR|5VULN|1DUR	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8DUR|aLHND
549	22315 33648	7	   	243.33	DCR|5VULN|1DUR	15FEWX|23459VULN|5BPWR|6MBVNT|7RCR|8DUR|aLWND
