0	Index      	Bounty	 *	Score 	Summary	Detail	
1	14631 23353	6	 * 	273.85	DCR|4VULN|3LIT|1TLV|1DUR|1CDMG	19BEXP|2679VULN|3DUR|4TLV|569LIT|69BPWR|8RCR|aCDMG
346	43353 31353	5	   	246.88	DCR|4VULN|2DUR	19CGEN|269aVULN|3LHND|4RCVC|5LIT|79DUR|8RCR|9BPWR
347	43533 31353	5	   	246.88	DCR|4VULN|2DUR	149CGEN|269aVULN|3LIT|5LHND|79DUR|8RCR|9BPWR
348	44232 21353	5	   	246.88	DCR|4VULN|2DUR	129CGEN|349aVULN|5LHND|6LIT|79DUR|8RCR|9BPWR
349	14631 23326	6	   	246.84	DCR|3VULN|2DUR|1TLV|2LIT	1BEXP|267VULN|39DUR|4TLV|56LIT|6BPWR|8RCR|aTBNT
350	34135 63323	1	   	246.84	DCR|3VULN|2DUR|1TLV|2LIT	1LWND|23LIT|4TLV|59DUR|67aVULN|8RCR
351	54135 33323	1	   	246.84	DCR|3VULN|2DUR|1TLV|2LIT	1LHND|23LIT|4TLV|59DUR|67aVULN|8RCR
352	23241 35211	7	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2ZMB|34DUR|578VULN|6RMIN|9RCR|aDMG
353	23244 25211	7	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2ZMB|34DUR|5RMIN|678VULN|9RCR|aDMG
354	24241 32314	6	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2CGEN|34DUR|567VULN|8DMG|9RCR|aZMB
355	24241 32316	6	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2CGEN|34DUR|567VULN|8DMG|9RCR|aMLV
356	24241 34211	7	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2CGEN|34DUR|568VULN|7ZMB|9RCR|aDMG
357	31143 35153	10	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	12LWND|379VULN|46DUR|5ASPD|8DMG|aRCR
358	31143 35211	7	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	12LWND|378VULN|46DUR|5ASPD|9RCR|aDMG
359	31133 61356	5	   	246.78	DCR|4VULN|2DUR	129LWND|369aVULN|4ERES|5LIT|79DUR|8RCR|9BPWR
360	54133 21353	4	   	246.78	DCR|4VULN|2DUR	139LHND|259aVULN|45ERES|59BPWR|6LIT|79DUR|8RCR
361	54133 31353	5	   	246.78	DCR|4VULN|2DUR	139LHND|269aVULN|4ERES|5LIT|79DUR|8RCR|9BPWR
362	23313 13532	6	   	246.75	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	13ASPD|2ZMB|48DMG|5CDMG|6aVULN|7DUR|9RCR
363	21635 31121	1	   	246.72	DCR|4VULN|2ASPD|1AART	14ASPD|259aVULN|3AART|6LIT|7RMIN|8RCR
364	21635 34121	1	   	246.72	DCR|4VULN|2ASPD|1AART	14ASPD|259aVULN|3AART|6LIT|7ZMB|8RCR
365	22235 31121	2	   	246.72	DCR|4VULN|2ASPD|1AART	14ASPD|2AART|359aVULN|6LIT|7RMIN|8RCR
366	22235 34121	2	   	246.72	DCR|4VULN|2ASPD|1AART	14ASPD|2AART|359aVULN|6LIT|7ZMB|8RCR
367	22563 14112	4	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8LEGI|9RPLT|aLHND
368	22563 14121	4	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8LEGI|9LWND|aBEXP
369	22563 14311	4	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8BBNT|9MLV|aDMSP
370	22563 14312	4	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8BBNT|9MLV|aLWND
371	22563 14331	4	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8BBNT|9CGEN|aDMSP
372	22563 14332	4	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8BBNT|9CGEN|aLWND
373	22213 14344	2	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|357VULN|47FEWX|6RCR|7BPWR|8BBNT|9aDUR
374	26212 64133	1	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|24DUR|3RPLT|5DMG|68aVULN|7RCR|9DUST
375	26212 64133	2	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|24DUR|3RPLT|5DMG|68aVULN|7RCR|9DUST
376	24241 32312	6	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2CGEN|34DUR|567VULN|8DMG|9RCR|aDUST
377	24241 32315	6	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2CGEN|34DUR|567VULN|8DMG|9RCR|aBBNT
378	24241 36212	6	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2CGEN|34DUR|568VULN|7DMG|9RCR|aDUST
379	41523 61323	3	   	246.68	DCR|4VULN|2DUR	1CGEN|2LWND|3LIT|456aVULN|79DUR|8RCR
380	42523 35323	3	   	246.68	DCR|4VULN|2DUR	1CGEN|29DUR|3LIT|456aVULN|7LHND|8RCR
381	22562 14212	5	   	246.67	DCR|2VULN|3DUR|2ASPD|1CDMG|1AART	17ASPD|2AART|357DUR|47VULN|6RCR|7BPWR|8RCVC|9DUST|aCDMG
382	22562 14312	5	   	246.67	DCR|2VULN|3DUR|2ASPD|1CDMG|1AART	17ASPD|2AART|357DUR|47VULN|6RCR|7BPWR|8DMSP|9DUST|aCDMG
383	23324 12344	10	   	246.67	DCR|3VULN|3ASPD|2DUR	13aASPD|2ZMB|4RPLT|58aVULN|6RCR|7aDUR|9BELT|aBPWR
384	22253 15532	2	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	1aASPD|2AART|39aVULN|4ERES|5TBNT|6CGEN|7aDUR|8RCR|aBPWR
385	22263 15532	2	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	1aASPD|2AART|39aVULN|4CGEN|5TBNT|6ERES|7aDUR|8RCR|aBPWR
386	22453 12532	2	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	1aASPD|2AART|3aDUR|4ERES|5BBNT|6CGEN|79aVULN|8RCR|aBPWR
387	22463 12532	2	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	1aASPD|2AART|3aDUR|4CGEN|5BBNT|6ERES|79aVULN|8RCR|aBPWR
388	22513 12532	4	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	1aASPD|2AART|3aDUR|4CGEN|5BBNT|6ERES|79aVULN|8RCR|aBPWR
389	22513 32532	5	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	1aASPD|2AART|3aDUR|4CGEN|5ERES|6BBNT|79aVULN|8RCR|aBPWR
390	22553 12532	3	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	1aASPD|2AART|3aDUR|4ERES|5BBNT|6CGEN|79aVULN|8RCR|aBPWR
391	22563 12532	3	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	1aASPD|2AART|3aDUR|4CGEN|5BBNT|6ERES|79aVULN|8RCR|aBPWR
392	22563 14122	4	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8LEGI|9LWND|aTBNT
393	22563 14132	4	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8LEGI|9BBNT|aMLV
394	22563 14133	4	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8LEGI|9BBNT|aCGEN
395	22563 14313	4	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8BBNT|9MLV|aDUST
396	22563 14333	4	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8BBNT|9CGEN|aDUST
397	26641 32312	6	   	246.60	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|24DUR|3ERES|567VULN|8DMG|9RCR|aDUST
398	14433 61323	1	   	246.58	DCR|4VULN|2DUR	1BEXP|2LIT|3ERES|456aVULN|79DUR|8RCR
399	15533 61323	3	   	246.58	DCR|4VULN|2DUR	1BEXP|2ERES|3LIT|456aVULN|79DUR|8RCR
400	34433 61323	1	   	246.58	DCR|4VULN|2DUR	1LWND|2LIT|3ERES|456aVULN|79DUR|8RCR
401	35533 61323	3	   	246.58	DCR|4VULN|2DUR	1LWND|2ERES|3LIT|456aVULN|79DUR|8RCR
402	54433 31323	1	   	246.58	DCR|4VULN|2DUR	1LHND|2LIT|3ERES|456aVULN|79DUR|8RCR
403	55533 31323	3	   	246.58	DCR|4VULN|2DUR	1LHND|2ERES|3LIT|456aVULN|79DUR|8RCR
404	22563 14131	4	   	246.51	DCR|3VULN|2DUR|2ASPD|1AART	17ASPD|2AART|37DUR|457VULN|6RCR|7BPWR|8LEGI|9BBNT|aTBNT
405	24241 52133	10	   	246.35	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	19ASPD|2CGEN|34DUR|57VULN|6TLV|8DMG|aRCR
406	45143 32133	10	   	246.35	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1CGEN|2TLV|37VULN|46DUR|59ASPD|8DMG|aRCR
407	21232 45334	6	 * 	246.34	DCR|3VULN|2ASPD|1DMG|2CDMG	17ASPD|23LWND|479VULN|5RPLT|67CDMG|7BPWR|8DMG|aRCR
408	21232 45334	5	   	246.34	DCR|3VULN|2ASPD|1DMG|2CDMG	17ASPD|23LWND|479VULN|5RPLT|67CDMG|7BPWR|8DMG|aRCR
409	22435 14321	2	   	246.32	DCR|3VULN|3ASPD|2DUR|1AART|1SELL	147ASPD|2AART|37DUR|57aVULN|6RCR|7BPWR|8FEWX|9SELL
410	22535 14321	3	   	246.32	DCR|3VULN|3ASPD|2DUR|1AART|1SELL	147ASPD|2AART|37DUR|57aVULN|6RCR|7BPWR|8FEWX|9SELL
411	24121 12516	5	 * 	246.24	DCR|3VULN|2ASPD|2TLV|1DMG	1aASPD|2CGEN|35aVULN|4RCVC|6DMG|7ERES|8aTLV|9RCR|aBPWR
412	54233 23351	5	   	246.10	DCR|3VULN|1DUR|1TLV|2LIT|1CDMG	19LHND|279VULN|3DUR|4TLV|5RCVC|69LIT|8RCR|9BPWR|aCDMG
413	14631 22323	10	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1BEXP|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RMIN|aRCR
414	14631 22341	10	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1BEXP|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RCR|aRMIN
415	14631 22342	9	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1BEXP|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RCR|aZMB
416	14631 22343	10	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1BEXP|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RCR|aRCVC
417	54231 22323	10	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1LHND|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RMIN|aRCR
418	54231 22341	10	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1LHND|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RCR|aRMIN
419	54231 22342	9	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1LHND|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RCR|aZMB
420	54231 22343	10	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1LHND|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RCR|aBELT
421	14131 22346	10	   	246.00	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1BEXP|268VULN|3LHND|4TLV|56LIT|6BPWR|7CDMG|9RCR|aDUR
422	23153 41335	9	   	245.98	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2ZMB|3aVULN|4aDMG|5LIT|6aDUR|7FEWX|8RCR|9LWND|aBPWR
423	23143 31335	9	   	245.98	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2ZMB|3aVULN|4aDUR|5FEWX|6aDMG|7LIT|8RCR|9LWND|aBPWR
424	23143 31365	9	   	245.98	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2ZMB|3aVULN|4aDUR|5FEWX|6aDMG|7LIT|8RCR|9BEXP|aBPWR
425	31143 14512	3	   	245.96	DCR|3VULN|2DMG|1CDMG|1AART	127LWND|378VULN|47DMG|5AART|6RCR|7BPWR|9DUST|aCDMG
426	31153 14512	4	   	245.96	DCR|3VULN|2DMG|1CDMG|1AART	127LWND|378VULN|47DMG|5AART|6RCR|7BPWR|9DUST|aCDMG
427	34333 14512	2	   	245.96	DCR|3VULN|2DMG|1CDMG|1AART	147LWND|278VULN|37DMG|5AART|6RCR|7BPWR|9DUST|aCDMG
428	14631 22341	9	   	245.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	1BEXP|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RCR|aDUST
429	54231 22341	9	   	245.90	DCR|3VULN|1DUR|1TLV|2LIT|1CDMG	1LHND|268VULN|3DUR|4TLV|56LIT|6BPWR|7CDMG|9RCR|aDUST
430	23151 31345	9	   	245.88	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2ZMB|3aVULN|4aDMG|5DUST|6aDUR|7LIT|8RCR|9FEWX|aBPWR
431	23151 31365	9	   	245.88	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2ZMB|3aVULN|4aDMG|5DUST|6aDUR|7LIT|8RCR|9BEXP|aBPWR
432	23153 41315	8	   	245.88	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2ZMB|3aVULN|4aDMG|5LIT|6aDUR|7FEWX|8RCR|9DUST|aBPWR
433	23153 41325	9	   	245.88	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2ZMB|3aVULN|4aDMG|5LIT|6aDUR|7FEWX|8RCR|9DUST|aBPWR
434	23143 31315	8	   	245.88	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2ZMB|3aVULN|4aDUR|5FEWX|6aDMG|7LIT|8RCR|9DUST|aBPWR
435	23143 31325	9	   	245.88	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2ZMB|3aVULN|4aDUR|5FEWX|6aDMG|7LIT|8RCR|9DUST|aBPWR
436	24142 32313	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2CGEN|367VULN|4DUR|5RCVC|8DMG|9RCR|aCDMG
437	24142 36213	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2CGEN|368VULN|4DUR|5RCVC|7DMG|9RCR|aCDMG
438	24142 36323	10	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2CGEN|368VULN|4DUR|5RCVC|7CDMG|9DMG|aRCR
439	24146 32313	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2CGEN|367VULN|4DUR|5DMSP|8DMG|9RCR|aCDMG
440	24221 32313	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2CGEN|3DUR|4RCVC|567VULN|8DMG|9RCR|aCDMG
441	24221 36213	6	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2CGEN|3DUR|4RCVC|568VULN|7DMG|9RCR|aCDMG
442	24221 36323	10	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2CGEN|3DUR|4RCVC|568VULN|7CDMG|9DMG|aRCR
443	54332 36213	6	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|268VULN|3ASPD|4TLV|5DMSP|7DMG|9RCR|aCDMG
444	54332 36323	10	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|268VULN|3ASPD|4TLV|5DMSP|7CDMG|9DMG|aRCR
445	42232 61231	7	   	245.83	DCR|3VULN|2DUR|1TLV|1CDMG	18CGEN|28DUR|3LWND|4TLV|5BELT|678VULN|8BPWR|9RCR|aCDMG
446	42232 62231	6	   	245.83	DCR|3VULN|2DUR|1TLV|1CDMG	18CGEN|28DUR|3LWND|4TLV|5BELT|678VULN|8BPWR|9RCR|aCDMG
447	22213 14346	2	   	245.77	DCR|3VULN|2ASPD|1DUR|1CDMG|1AART	17ASPD|2AART|357VULN|47FEWX|6RCR|7BPWR|8BBNT|9DUR|aCDMG
448	26621 32313	6	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2DUR|3ERES|4RCVC|567VULN|8DMG|9RCR|aCDMG
449	24135 35213	4	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1ASPD|2CGEN|357VULN|4ERES|6TLV|8DMG|9RCR|aCDMG
450	41523 61331	3	   	245.75	DCR|4VULN|1DUR|1CDMG	1CGEN|2LWND|3LIT|4569VULN|7DUR|8RCR|aCDMG
451	42523 35331	3	   	245.75	DCR|4VULN|1DUR|1CDMG	1CGEN|2DUR|3LIT|4569VULN|7LHND|8RCR|aCDMG
452	22435 34123	3	   	245.71	ACR|3VULN|2DMG|3ASPD|2LIT|1AART	13aASPD|2AART|3aBPWR|4RCR|569VULN|7aDMG|8aLIT
453	22435 14311	2	   	245.67	DCR|2VULN|3ASPD|2DUR|1TLV|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8FEWX|9TLV|aLHND
454	22435 14312	2	   	245.67	DCR|2VULN|3ASPD|2DUR|1TLV|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8FEWX|9TLV|aLWND
455	22435 14332	2	   	245.67	DCR|2VULN|3ASPD|2DUR|1TLV|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8FEWX|9LHND|aTLV
456	22535 14311	3	   	245.67	DCR|2VULN|3ASPD|2DUR|1TLV|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8FEWX|9TLV|aLHND
457	22535 14312	3	   	245.67	DCR|2VULN|3ASPD|2DUR|1TLV|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8FEWX|9TLV|aLWND
458	22535 14332	3	   	245.67	DCR|2VULN|3ASPD|2DUR|1TLV|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8FEWX|9LHND|aTLV
459	26631 32313	6	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2DUR|34ERES|567VULN|8DMG|9RCR|aCDMG
460	14433 61331	1	   	245.65	DCR|4VULN|1DUR|1CDMG	1BEXP|2LIT|3ERES|4569VULN|7DUR|8RCR|aCDMG
461	15533 61331	3	   	245.65	DCR|4VULN|1DUR|1CDMG	1BEXP|2ERES|3LIT|4569VULN|7DUR|8RCR|aCDMG
462	34433 61331	1	   	245.65	DCR|4VULN|1DUR|1CDMG	1LWND|2LIT|3ERES|4569VULN|7DUR|8RCR|aCDMG
463	35533 61331	3	   	245.65	DCR|4VULN|1DUR|1CDMG	1LWND|2ERES|3LIT|4569VULN|7DUR|8RCR|aCDMG
464	54433 31331	1	   	245.65	DCR|4VULN|1DUR|1CDMG	1LHND|2LIT|3ERES|4569VULN|7DUR|8RCR|aCDMG
465	55533 31331	3	   	245.65	DCR|4VULN|1DUR|1CDMG	1LHND|2ERES|3LIT|4569VULN|7DUR|8RCR|aCDMG
466	45241 13111	7	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1CGEN|2TLV|34DUR|57aVULN|6CDMG|8RCR|9BEXP
467	45241 13121	7	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1CGEN|2TLV|34DUR|57aVULN|6CDMG|8RCR|9LWND
468	43424 11311	3	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1CGEN|28aVULN|3CDMG|4TLV|56DUR|7RCR|9BEXP
469	43424 11321	3	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1CGEN|28aVULN|3CDMG|4TLV|56DUR|7RCR|9LWND
470	45241 11311	6	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1CGEN|2TLV|34DUR|58aVULN|6CDMG|7RCR|9BEXP
471	45241 11321	6	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1CGEN|2TLV|34DUR|58aVULN|6CDMG|7RCR|9LWND
472	42232 24233	5	   	245.61	DCR|3VULN|3DUR|1TLV	18aCGEN|28aDUR|36LWND|4TLV|5BELT|78aVULN|8aBPWR|9RCR
473	42232 63533	6	   	245.61	DCR|3VULN|3DUR|1TLV	178aCGEN|27aDUR|3LWND|4TLV|5BELT|67aVULN|7aBPWR|9RCR
474	42232 63533	7	   	245.61	DCR|3VULN|3DUR|1TLV	178aCGEN|27aDUR|3LWND|4TLV|5BELT|67aVULN|7aBPWR|9RCR
475	42232 63633	7	   	245.61	DCR|3VULN|3DUR|1TLV	17aCGEN|27aDUR|38LWND|4TLV|5BELT|67aVULN|7aBPWR|9RCR
476	42232 63633	6	   	245.61	DCR|3VULN|3DUR|1TLV	17aCGEN|27aDUR|38LWND|4TLV|5BELT|67aVULN|7aBPWR|9RCR
477	42232 66233	6	   	245.61	DCR|3VULN|3DUR|1TLV	178aCGEN|28aDUR|3LWND|4TLV|5BELT|68aVULN|8aBPWR|9RCR
478	22435 14313	2	   	245.57	DCR|2VULN|3ASPD|2DUR|1TLV|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8FEWX|9TLV|aLEGI
479	22535 14313	3	   	245.57	DCR|2VULN|3ASPD|2DUR|1TLV|1AART	147ASPD|2AART|37DUR|57VULN|6RCR|7BPWR|8FEWX|9TLV|aLEGI
480	12334 21333	7	   	245.56	DCR|3VULN|2DUR|1DMG|1AART	149BEXP|2DLOT|39DUR|5AART|679VULN|8RCR|9BPWR|aDMG
481	31241 23252	9	   	245.52	DCR|2VULN|3DUR|1DMG|1CDMG|1AART	12LWND|346DUR|56VULN|6BPWR|7DMG|8RCR|9AART|aCDMG
482	12235 33353	2	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	19BEXP|2DLOT|3AART|46TLV|59DUR|79aVULN|8RCR|9BPWR
483	12235 62353	2	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	19BEXP|2DLOT|3AART|47TLV|59DUR|69aVULN|8RCR|9BPWR
484	52235 32353	2	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	19LHND|2DLOT|3AART|47TLV|59DUR|69aVULN|8RCR|9BPWR
485	62235 33353	2	   	245.46	DCR|3VULN|2DUR|2TLV|1AART	19FEWX|2DLOT|3AART|46TLV|59DUR|79aVULN|8RCR|9BPWR
486	33126 11232	2	   	245.42	DCR|2VULN|3DUR|2ASPD|1CDMG	19LWND|245DUR|39ASPD|6LIT|7CDMG|89VULN|9BPWR|aRCR
487	56126 11232	1	   	245.42	DCR|2VULN|3DUR|2ASPD|1CDMG	19LHND|245DUR|39ASPD|6LIT|7CDMG|89VULN|9BPWR|aRCR
488	26226 11232	3	   	245.42	DCR|2VULN|3DUR|2ASPD|1CDMG	19ASPD|245DUR|39LWND|6LIT|7CDMG|89VULN|9BPWR|aRCR
489	26253 41232	6	   	245.42	DCR|2VULN|3DUR|2ASPD|1CDMG	19ASPD|246DUR|39LWND|5LIT|7CDMG|89VULN|9BPWR|aRCR
490	26256 11232	4	   	245.42	DCR|2VULN|3DUR|2ASPD|1CDMG	19ASPD|245DUR|39LWND|6LIT|7CDMG|89VULN|9BPWR|aRCR
491	26326 11232	3	   	245.42	DCR|2VULN|3DUR|2ASPD|1CDMG	19ASPD|245DUR|39LHND|6LIT|7CDMG|89VULN|9BPWR|aRCR
492	26353 41232	6	   	245.42	DCR|2VULN|3DUR|2ASPD|1CDMG	19ASPD|246DUR|39LHND|5LIT|7CDMG|89VULN|9BPWR|aRCR
493	26356 11232	4	   	245.42	DCR|2VULN|3DUR|2ASPD|1CDMG	19ASPD|245DUR|39LHND|6LIT|7CDMG|89VULN|9BPWR|aRCR
494	42232 61133	7	   	245.41	DCR|3VULN|3DUR|1TLV	1aCGEN|28aDUR|3LWND|4TLV|5BELT|67aVULN|9RCR|aBPWR
495	42232 61333	8	   	245.41	DCR|3VULN|3DUR|1TLV	1aCGEN|28aDUR|3LWND|4TLV|5BELT|67aVULN|9RCR|aBPWR
496	42232 62133	6	   	245.41	DCR|3VULN|3DUR|1TLV	1aCGEN|28aDUR|3LWND|4TLV|5BELT|67aVULN|9RCR|aBPWR
497	21635 21337	1	   	245.36	DCR|3VULN|3ASPD|1DMG|1AART	146ASPD|256VULN|3AART|6BPWR|7MBVNT|8FEWX|9DMG|aRCR
498	22235 21337	2	   	245.36	DCR|3VULN|3ASPD|1DMG|1AART	146ASPD|2AART|356VULN|6BPWR|7MBVNT|8FEWX|9DMG|aRCR
499	21635 31113	1	 * 	245.36	DCR|3VULN|3ASPD|3LIT|1AART	14aASPD|25aVULN|3AART|69aLIT|7RMIN|8RCR|aBPWR
500	22235 31113	2	   	245.36	DCR|3VULN|3ASPD|3LIT|1AART	14aASPD|2AART|35aVULN|69aLIT|7RMIN|8RCR|aBPWR
501	16241 26213	8	   	245.31	DCR|3VULN|3DUR|1TLV	12BEXP|346DUR|569VULN|6BPWR|7ZMB|8RCR|aTLV
502	31241 26213	8	   	245.31	DCR|3VULN|3DUR|1TLV	12LWND|346DUR|569VULN|6BPWR|7ZMB|8RCR|aTLV
503	24121 42512	5	   	245.30	DCR|4VULN|2ASPD|1TLV	17ASPD|267CGEN|3567VULN|49RCVC|67BPWR|8TLV|aRCR
504	22235 21637	2	   	245.26	DCR|3VULN|3ASPD|1DMG|1AART	146ASPD|2AART|356VULN|6BPWR|7MBVNT|8DUST|9DMG|aRCR
505	45241 33333	7	   	245.21	DCR|3VULN|3DUR|1TLV	1CGEN|2TLV|349DUR|568VULN|7RPLT|aRCR
506	24121 22522	5	   	245.20	DCR|4VULN|2ASPD|1TLV	17ASPD|267CGEN|3579VULN|4RCVC|7BPWR|8TLV|aRCR
507	24121 22522	6	   	245.20	DCR|4VULN|2ASPD|1TLV	17ASPD|267CGEN|3579VULN|4RCVC|7BPWR|8TLV|aRCR
508	16155 23222	7	   	245.19	DCR|4VULN|2DMG	12BEXP|3689VULN|47DMG|5RCVC|aRCR
509	23242 34132	8	   	245.15	DCR|2VULN|2DUR|2ASPD|1DMG|2LIT	19ASPD|29ZMB|34DUR|58LIT|69VULN|7RCR|9BPWR|aDMG
510	23253 34532	8	   	245.15	DCR|2VULN|2DUR|2ASPD|1DMG|2LIT	19ASPD|29ZMB|38DUR|46LIT|59VULN|7RCR|9BPWR|aDMG
511	23313 51263	6	 * 	245.10	DCR|2VULN|3ASPD|1DMG|2CDMG|1DUR	136ASPD|2ZMB|4DMG|56CDMG|6BPWR|78VULN|9DUR|aRCR
512	23324 12351	9	   	245.00	DCR|4VULN|2ASPD|1DUR	13ASPD|2ZMB|4RPLT|589aVULN|6RCR|7DUR
