0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31131 44412	9	 * 	258.45	DCR|3VULN|3DMG|1DUR|2LIT	17LIT|267DMG|3ERES|4FEWX|579VULN|7BPWR|8DUR|aRCR
334	41453 11331	2	   	229.17	DCR|2VULN|3DUR|1TLV|1AART	1BEXP|26VULN|3TLV|4AART|5ZMB|7RCR|89aDUR
335	11616 25213	2	   	228.80	DCR|4VULN|1DMG|1CDMG	14LWND|2347VULN|4BPWR|5RPLT|6RCR|8DMG|9CGEN|aCDMG
336	11561 21314	8	   	228.71	DCR|3VULN|1TLV|1DMG	18LWND|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9DMG|aFEWX
337	11561 21316	9	   	228.71	DCR|3VULN|1TLV|1DMG	18LWND|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9ZMB|aDMG
338	11561 21342	10	   	228.71	DCR|3VULN|1TLV|1DMG	18LWND|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9FEWX|aDMG
339	11255 26311	10	   	228.70	DCR|4VULN|1DMG|1CDMG	1LWND|249aVULN|3FEWX|5LHND|6DMG|7CDMG|8RCR
340	14253 26311	10	   	228.70	DCR|4VULN|1DMG|1CDMG	1LWND|2LHND|3FEWX|459aVULN|6DMG|7CDMG|8RCR
341	15322 25233	4	   	228.70	DCR|4VULN|1DMG|1CDMG	1LWND|23RPLT|4579VULN|6RCR|8DMG|aCDMG
342	45322 25233	4	   	228.70	DCR|4VULN|1DMG|1CDMG	1BEXP|23RPLT|4579VULN|6RCR|8DMG|aCDMG
343	11561 21311	8	   	228.61	DCR|3VULN|1TLV|1DMG	18LWND|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9DMG|aERES
344	11561 21312	8	   	228.61	DCR|3VULN|1TLV|1DMG	18LWND|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9DMG|aDUST
345	11561 21313	8	   	228.61	DCR|3VULN|1TLV|1DMG	18LWND|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9DMG|aBBNT
346	11561 21352	10	   	228.61	DCR|3VULN|1TLV|1DMG	18LWND|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9LEGI|aDMG
347	41561 21311	8	   	228.61	DCR|3VULN|1TLV|1DMG	18BEXP|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9DMG|aERES
348	41561 21312	8	   	228.61	DCR|3VULN|1TLV|1DMG	18BEXP|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9DMG|aDUST
349	41561 21313	8	   	228.61	DCR|3VULN|1TLV|1DMG	18BEXP|258VULN|3LIT|4TLV|68CGEN|7RCR|8BPWR|9DMG|aBBNT
350	11223 35641	2	   	228.61	DCR|3VULN|1TLV|2CDMG	18LWND|278VULN|3RMIN|4ASPD|5FEWX|68CDMG|8BPWR|9RCR|aTLV
351	41531 24331	7	   	228.61	DCR|3VULN|1TLV|1DMG	17BEXP|257VULN|3LIT|4DMG|67CGEN|7BPWR|8RCR|9TLV|aERES
352	41531 24332	7	   	228.61	DCR|3VULN|1TLV|1DMG	17BEXP|257VULN|3LIT|4DMG|67CGEN|7BPWR|8RCR|9TLV|aDUST
353	41531 24333	7	   	228.61	DCR|3VULN|1TLV|1DMG	17BEXP|257VULN|3LIT|4DMG|67CGEN|7BPWR|8RCR|9TLV|aBBNT
354	15322 25261	4	   	228.51	DCR|3VULN|1TLV|1DMG	1LWND|23RPLT|457VULN|6RCR|8DMG|9ASPD|aTLV
355	31251 53153	6	   	228.51	DCR|3VULN|1TLV|1DMG	1LIT|2DMG|3LWND|4BELT|59aVULN|6TLV|7RCVC|8RCR
