0	Index      	 *	Score 	Summary	Detail	
1	51338 51422	 * 	180.07	DCR|3VULN|2AART|3CDMG	1MLV|25aCDMG|3MBVNT|458VULN|5BPWR|6RCR|79AART
326	62651 22223	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2LIT|3BELT|4BEXP|57VULN|6RCR|8DMG|9AART|aDUR
327	43532 32361	   	152.64	ACR|3VULN|1AART|1ZMB	1VENICY|26LHND|3RCR|456VULN|6BPWR|7ERES|8ZMB|9AART|aLEGI
328	43532 32362	   	152.64	ACR|3VULN|1AART|1ZMB	1VENICY|26LHND|3RCR|456VULN|6BPWR|7aERES|8ZMB|9AART
329	51625 12323	 * 	152.57	DCR|2VULN|2CDMG|2ZMB|2ASPD|1DUR	1MLV|2aCDMG|3DUR|46ZMB|5aASPD|7TLV|8RCR|9aVULN|aBPWR
330	51332 46823	   	152.57	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2CDMG|3MBVNT|4VULN|5DUR|6AART|7ASPD|8RCR|9DMG|aERES
331	14134 12232	   	152.56	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DMSP|35DMG|4VULN|6RCR|7DUR|8FEWX|9AART|aCANHEL
332	34134 12532	   	152.56	DCR|2DMG|1AART|1VULN|1DUR	1BEXP|2DMSP|35DMG|4VULN|6RCR|7DUR|8DUST|9AART|aCANHEL
333	41234 42123	   	152.56	DCR|2DMG|1AART|1VULN|1DUR	1VENICY|2NUKE|38LWND|4VULN|5AART|6aDMG|7RCR|9DUR
334	41314 42123	   	152.56	DCR|2DMG|1AART|1VULN|1DUR	1VENICY|2NUKE|3VULN|48LWND|5AART|6aDMG|7RCR|9DUR
335	66331 21363	   	152.56	DCR|2VULN|1AART|2CDMG|1DUR	1LEGI|23CDMG|4DUR|5LIT|6RCR|7LHND|8aVULN|9AART
336	51333 31161	   	152.49	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1MLV|2CDMG|3MBVNT|49VULN|5SNIHEL|6AART|7RCR|8ASPD|aDUR
337	44231 44338	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	1VENICY|2DUR|3MBVNT|47VULN|5ERES|6RCR|8LHND|9AART|aDMG
338	51338 54121	 * 	152.43	DCR|3VULN|2CDMG|2ZMB	1MLV|25CDMG|3MBVNT|457VULN|5BPWR|6RCR|8LIT|9aZMB
339	43511 13113	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1VENICY|2LHND|3RCR|4LIT|5DUST|6ASPD|7DMG|89VULN|aAART
340	34132 63351	   	152.38	DCR|2VULN|1AART|1DMG|1CDMG	19BEXP|2DMSP|3DMG|49VULN|5AART|6CDMG|7DUST|89MLV|9BPWR|aRCR
341	62153 52321	   	152.32	DCR|3VULN|1AART|1ZMB	1LEGI|2LIT|3ZMB|45aVULN|6RCR|7BEXP|8BELT|9AART
342	62651 22321	   	152.32	DCR|3VULN|1AART|1ZMB	1LEGI|2LIT|3BELT|4BEXP|57aVULN|6RCR|8ZMB|9AART
343	66131 21412	   	152.27	DCR|2VULN|2DMG|2CDMG	1LEGI|27CDMG|36FEWX|47SNIHEL|57DMG|7BPWR|8aVULN|9RCR
344	43234 42534	   	152.22	DCR|3VULN|1AART|1ZMB	1VENICY|2LHND|3MBVNT|48aVULN|5ZMB|6RCR|7FEWX|9AART
345	62153 51321	   	152.22	DCR|3VULN|1AART|1ZMB	1LEGI|2LIT|3ZMB|45aVULN|6RCR|7MBVNT|8BELT|9AART
346	51337 54414	   	152.20	DCR|4VULN|1CDMG|1ASPD	1MLV|2CDMG|3MBVNT|4578VULN|6RCR|9RPLT|aASPD
347	14112 61361	   	152.18	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMSP|3DMG|4LHND|5AART|69VULN|7CDMG|8MLV|aRCR
348	66631 21312	   	152.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LEGI|2CDMG|3AART|4DLOT|5DUR|6RCR|7LHND|8VULN|9DUST|aDMG
349	51337 54432	   	152.10	DCR|4VULN|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4578VULN|6RCR|9DUST|aDUR
350	43234 37444	 * 	152.10	DCR|5VULN|2ZMB	18VENICY|2LHND|3MBVNT|4678aVULN|58ZMB|8BPWR|9RCR
351	43274 31443	   	151.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VENICY|2LHND|3MBVNT|4ERES|5CDMG|6AART|7RCR|8ZMB|9DMG|aVULN
352	51321 52136	   	151.97	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|4LIT|569VULN|7RCR|8FEWX|aAART
353	14134 12512	   	151.96	DCR|2DMG|1AART|1VULN|1DUR	18DUST|2DMSP|35DMG|4VULN|6RCR|7DUR|9LWND|aAART
354	51337 51321	   	151.96	DCR|2VULN|2AART|1CDMG	18MLV|2CDMG|3MBVNT|45VULN|6RCR|79AART|aRCVC
355	51337 51324	   	151.96	DCR|2VULN|2AART|1CDMG	18MLV|2CDMG|3MBVNT|45VULN|6RCR|79AART|aCGEN
356	32633 63511	   	151.94	DCR|2VULN|2DMG|1AART|1ASPD|1DUR|1MSE	1BEXP|2MSE|3ASPD|4aVULN|5DUR|69DMG|7RCR|8AART
357	21355 54144	   	151.92	DCR|3VULN|2DMG|1AART|2MSE	18MSE|2FEWX|3AART|48aVULN|5BELT|6MBVNT|78DMG|8BPWR|9RCR
358	31333 13312	   	151.89	DCR|2AART|1VULN|1DMG|1ZMB	1BEXP|2FEWX|39AART|4VULN|5RPLT|6DMG|7RCR|8CGEN|aZMB
359	51337 51323	   	151.86	DCR|2VULN|2AART|1CDMG	18MLV|2CDMG|3MBVNT|45VULN|6RCR|79AART|aERES
360	31331 35522	   	151.84	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	1BEXP|2FEWX|3AART|4VULN|5DUST|6DMG|7CGEN|8FLTHEA|9RCR|aCDMG
361	31331 63162	   	151.84	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1BEXP|2FEWX|3AART|4VULN|5DUST|6RMIN|7FLTHEA|8DMG|9RCR|aCDMG
362	51332 46843	 * 	151.77	DCR|3CDMG|1AART|1VULN|2ASPD|1DUR	19MLV|29aCDMG|3MBVNT|4VULN|5DUR|6AART|79ASPD|8RCR|9BPWR
363	51333 32168	   	151.77	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|49aVULN|5SNIHEL|6AART|7ERES|8RCR
364	14134 12632	 * 	151.74	DCR|2VULN|2DMG|2DUR	1DUST|2DMSP|35DMG|48VULN|6RCR|7aDUR|9LIT
365	31331 33122	   	151.74	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	1BEXP|2FEWX|3AART|4VULN|5DUST|6DMG|7FLTHEA|8NUKE|9RCR|aCDMG
366	14134 32341	   	151.68	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1DUST|2DMSP|35DMG|4VULN|6SELL|7ZMB|8RCR|9AART|aRMIN
367	14134 32342	   	151.68	DCR|2DMG|1AART|1VULN|1ZMB|1SELL	1DUST|2DMSP|35DMG|4VULN|6SELL|7ZMB|8RCR|9AART|aBEXP
368	51338 54134	   	151.68	DCR|4VULN|2CDMG	1MLV|25CDMG|3MBVNT|457aVULN|5BPWR|6RCR|8LIT|9CGEN
369	51338 54222	   	151.68	DCR|4VULN|2CDMG	1MLV|25CDMG|3MBVNT|4579VULN|5BPWR|6RCR|8CGEN|aLHND
370	51338 54411	   	151.68	DCR|4VULN|2CDMG	1MLV|25CDMG|3MBVNT|4578VULN|5BPWR|6RCR|9RPLT|aCGEN
371	51338 54413	   	151.68	DCR|4VULN|2CDMG	1aMLV|25CDMG|3MBVNT|4578VULN|5BPWR|6RCR|9RPLT
372	51338 54442	   	151.68	DCR|4VULN|2CDMG	1MLV|25CDMG|3MBVNT|4578VULN|5BPWR|6RCR|9CGEN|aLHND
373	51338 53121	   	151.67	DCR|2VULN|3CDMG|1AART	1MLV|257CDMG|3MBVNT|45VULN|5BPWR|6RCR|8NUKE|9AART|aCGEN
374	51338 53221	   	151.67	DCR|2VULN|3CDMG|1AART	1MLV|257CDMG|3MBVNT|45VULN|5BPWR|6RCR|8ERES|9AART|aCGEN
375	55631 11223	   	151.64	ACR|3VULN|2ASPD|1CDMG|1ZMB	1MLV|24aVULN|3ZMB|5RCR|6LWND|7aASPD|8CDMG|9aCGEN|aBPWR
376	66633 21223	   	151.60	DCR|1AART|1VULN|1DMG|2CDMG	1LEGI|2aCDMG|3AART|4DLOT|5VULN|6RCR|7LHND|8CGEN|9DMG
377	51337 53422	   	151.58	DCR|4VULN|2CDMG	1MLV|27CDMG|3MBVNT|4589VULN|6RCR|aRPLT
378	51337 53424	   	151.58	DCR|4VULN|2CDMG	1MLV|27CDMG|3MBVNT|4589VULN|6RCR|aBEXP
379	51338 54223	   	151.58	DCR|4VULN|2CDMG	1MLV|25CDMG|3MBVNT|4579VULN|5BPWR|6RCR|8CGEN|aTLV
380	51338 54443	   	151.58	DCR|4VULN|2CDMG	1MLV|25CDMG|3MBVNT|4578VULN|5BPWR|6RCR|9CGEN|aTLV
381	24134 13331	   	151.57	DCR|2VULN|2DMG|1AART|1ZMB|3MSE	149MSE|2DMSP|34DMG|49BPWR|59VULN|6RCR|79LIT|8AART|aZMB
382	24154 13331	   	151.57	DCR|2VULN|2DMG|1AART|1ZMB|2MSE	19MSE|2DMSP|35DMG|49VULN|6RCR|79LIT|8AART|9BPWR|aZMB
383	31333 63553	   	151.57	DCR|3VULN|1AART|1CDMG	17BEXP|26FEWX|3AART|468VULN|5RPLT|6BPWR|9RCR|aCDMG
384	51338 53124	   	151.57	DCR|2VULN|3CDMG|1AART	1MLV|257CDMG|3MBVNT|45VULN|5BPWR|6RCR|8NUKE|9AART|aBASHEA
385	51338 53224	   	151.57	DCR|2VULN|3CDMG|1AART	1MLV|257CDMG|3MBVNT|45VULN|5BPWR|6RCR|8ERES|9AART|aCANHEL
386	43532 31531	   	151.50	ACR|3VULN|1DMG|1CDMG|1SELL	1VENICY|26LHND|3RCR|456VULN|6BPWR|7LIT|8DMG|9SELL|aCDMG
387	51337 53423	   	151.48	DCR|4VULN|2CDMG	1MLV|27CDMG|3MBVNT|4589VULN|6RCR|aERES
388	51337 53433	   	151.48	DCR|4VULN|2CDMG	1MLV|27CDMG|3MBVNT|458aVULN|6RCR|9DUST
389	51338 54431	   	151.48	DCR|4VULN|2CDMG	1MLV|25CDMG|3MBVNT|4578VULN|5BPWR|6RCR|9DUST|aERES
390	51338 54434	   	151.48	DCR|4VULN|2CDMG	1MLV|25CDMG|3MBVNT|4578VULN|5BPWR|6RCR|9DUST|aTLV
391	24134 13351	   	151.47	DCR|2VULN|2DMG|1AART|1ZMB|2MSE	14MSE|2DMSP|34DMG|4BPWR|59VULN|6RCR|7LIT|8AART|aZMB
392	22134 13331	   	151.47	DCR|2VULN|2DMG|1AART|1ZMB|4MSE	1249MSE|34DMG|49BPWR|59VULN|6RCR|79LIT|8AART|aZMB
393	22154 13331	   	151.47	DCR|2VULN|2DMG|1AART|1ZMB|3MSE	129MSE|35DMG|49VULN|6RCR|79LIT|8AART|9BPWR|aZMB
394	31332 14553	   	151.47	DCR|3VULN|1AART|1CDMG	16BEXP|2FEWX|3AART|458VULN|7RPLT|9RCR|aCDMG
395	34134 12612	   	151.45	DCR|3DMG|1VULN|1DUR|1ASPD	1BEXP|2DMSP|35aDMG|4VULN|6RCR|7DUR|8ASPD|9LEGI
396	22134 13351	   	151.37	DCR|2VULN|2DMG|1AART|1ZMB|3MSE	124MSE|34DMG|4BPWR|59VULN|6RCR|7LIT|8AART|aZMB
397	22154 13351	   	151.37	DCR|2VULN|2DMG|1AART|1ZMB|2MSE	12MSE|35DMG|49VULN|6RCR|7LIT|8AART|aZMB
398	44234 44542	   	151.36	DCR|3VULN|1AART|1ZMB|1DUR	1VENICY|2DUR|3MBVNT|468VULN|5ZMB|7RCVC|9RCR|aAART
399	66234 23732	   	151.26	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1LEGI|2CDMG|3FLTHEA|4MBVNT|5BEXP|6ASPD|79VULN|8RCR|aDMG
400	11334 23422	   	151.25	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	19DUST|2FEWX|3AART|49VULN|5DUR|6RPLT|7ZMB|89ASPD|9BPWR|aRCR
401	51337 54214	   	151.23	DCR|3VULN|1DMG|1CDMG	1aMLV|2CDMG|3MBVNT|457VULN|6RCR|8CGEN|9DMG
402	14134 11322	   	151.23	DCR|3DMG|1VULN|1CDMG	1DUST|2DMSP|35aDMG|4VULN|6RCR|7RPLT|8FEWX|9CDMG
403	35431 24333	 * 	151.14	ACR|3DMG|2VULN|1AART|1MSE	1aBEXP|24TLV|34aDMG|4aBPWR|5RCR|6MSE|7DUST|8aVULN|9AART
404	35431 34333	 * 	151.14	ACR|3DMG|2VULN|1AART|1MSE	1aBEXP|24TLV|34aDMG|4aBPWR|5RCR|6DUST|7MSE|8aVULN|9AART
405	55631 32322	   	151.14	ACR|3VULN|1DMG|1ZMB|1DUR	1MLV|249VULN|3ZMB|5RCR|6DUST|7CGEN|8DMG|aDUR
406	55631 31321	   	151.14	ACR|3VULN|1DMG|1ZMB|1ASPD	1MLV|249VULN|3ZMB|5RCR|6DUST|7ASPD|8DMG|aCGEN
407	55631 31323	   	151.14	ACR|3VULN|1DMG|1ZMB|1ASPD	1aMLV|249VULN|3ZMB|5RCR|6DUST|7ASPD|8DMG
408	51337 53412	   	151.13	DCR|3VULN|2CDMG|1FLTHEA	1MLV|27CDMG|3MBVNT|458VULN|6RCR|9RPLT|aFLTHEA
409	51337 54211	   	151.13	DCR|3VULN|1DMG|1CDMG	1MLV|2CDMG|3MBVNT|457VULN|6RCR|8CGEN|9DMG|aERES
410	51135 33321	   	151.13	DCR|3VULN|1DMG|1CDMG	1MLV|2CDMG|3FEWX|489VULN|57ERES|6RCR|aDMG
411	51235 33321	   	151.13	DCR|3VULN|1DMG|1CDMG	1MLV|2CDMG|3BEXP|489VULN|57ERES|6RCR|aDMG
412	51136 21161	   	151.08	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|38FEWX|45VULN|6BEXP|7AART|9DMG|aRCR
413	15431 24333	 * 	151.04	ACR|3DMG|2VULN|1AART|1MSE	1aDUST|24TLV|34aDMG|4aBPWR|5RCR|6BEXP|7MSE|8aVULN|9AART
414	25431 24333	 * 	151.04	ACR|3DMG|2VULN|1AART|2MSE	1aMSE|24TLV|34aDMG|4aBPWR|5RCR|6BEXP|7DUST|8aVULN|9AART
415	51332 43227	 * 	151.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MLV|2CDMG|3MBVNT|4VULN|5aDUR|6AART|7CGEN|8RCR|9DMG
416	44232 28412	   	151.01	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1VENICY|2DUR|3MBVNT|45VULN|6BEXP|7RCR|8CDMG|9ZMB|aDMG
417	34132 31355	   	150.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2DMSP|3DMG|4VULN|5AART|6DUR|7CDMG|8MLV|9RCR|aASPD
418	51332 45227	   	150.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MLV|2CDMG|3MBVNT|4VULN|5aDUR|6AART|7TLV|8RCR|9DMG
419	31136 16326	 * 	150.88	ACR|3VULN|2DMG	1BEXP|23FEWX|489VULN|5RCR|6MLV|7aDMG
420	31332 12655	   	150.83	DCR|2VULN|1AART|1DMG|1ZMB	16BEXP|2FEWX|3AART|45VULN|7DMG|8LWND|9ZMB|aRCR
421	31331 31345	   	150.73	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|29FEWX|3AART|4VULN|5DUST|68DMG|7ZMB|aRCR
422	31332 12455	   	150.73	DCR|2VULN|1AART|1DMG|1ZMB	16BEXP|2FEWX|3AART|45VULN|7DMG|8DUST|9ZMB|aRCR
423	43232 28482	   	150.66	DCR|2VULN|2DMG|1CDMG	1VENICY|2LHND|3MBVNT|45VULN|6BEXP|7RCR|8CDMG|9aDMG
424	51382 31184	   	150.64	DCR|3DMG|1VULN|2CDMG	18MLV|26CDMG|3MBVNT|468DMG|5RCVC|68BPWR|78LHND|9RCR|aVULN
425	51382 33184	   	150.64	DCR|3DMG|1VULN|2CDMG	18MLV|26CDMG|3MBVNT|468DMG|5RCVC|68BPWR|78LWND|9RCR|aVULN
426	11335 54472	   	150.63	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|2FEWX|3AART|4VULN|5BELT|6MBVNT|78DMG|9ZMB|aRCR
427	33546 22132	   	150.46	DCR|3DMG|2VULN	14aBEXP|2RPLT|345DMG|4BPWR|6CANHEL|79VULN|8RCR
428	33546 22133	   	150.46	DCR|3DMG|2VULN	14BEXP|2RPLT|345DMG|4BPWR|6CANHEL|79VULN|8RCR|aFEWX
429	34132 31353	   	150.34	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2DMSP|3DMG|4VULN|5AART|6DUR|7aCDMG|8MLV|9RCR
430	43532 31521	 * 	150.33	ACR|3VULN|1DMG|2DUR	1VENICY|26LHND|3RCR|456VULN|6BPWR|7LIT|8DMG|9aDUR
431	44232 33823	 * 	150.30	DCR|4VULN|1CDMG|2DUR	1VENICY|26DUR|3MBVNT|456aVULN|6BPWR|7FEWX|8CDMG|9RCR
432	14132 36611	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DMSP|3DMG|4aVULN|5AART|6DUR|7LIT|8RCR|9FEWX
433	14132 31353	   	150.24	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUST|2DMSP|3DMG|4VULN|5AART|6DUR|7aCDMG|8MLV|9RCR
434	34132 31453	   	150.24	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|2DMSP|3DMG|4VULN|5AART|6DUR|7aCDMG|8TLV|9RCR
435	51233 36151	   	150.19	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1MLV|2CDMG|3BEXP|49VULN|5SNIHEL|6AART|7ASPD|8RCR|aDUR
436	51332 47215	   	150.19	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1MLV|2CDMG|3MBVNT|4aVULN|5DUR|6AART|7RPLT|8RCR|9ASPD
437	13136 35623	 * 	150.16	DCR|2DMG|2AART|1CDMG	1DUST|2RPLT|3CGEN|4LWND|59DMG|68AART|7RCR|aCDMG
438	14132 31453	   	150.14	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUST|2DMSP|3DMG|4VULN|5AART|6DUR|7aCDMG|8TLV|9RCR
439	43234 45534	   	150.12	DCR|2VULN|1AART|1FLTHEA|1ZMB	1VENICY|2LHND|3MBVNT|48VULN|5ZMB|6RCR|7DUST|9AART|aFLTHEA
