0	Index      	 *	Score 	Summary	Detail	
1	11116 43513	 * 	192.27	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	18VULN|2MLV|3ZMB|4CDMG|5DMG|6RCR|7AART|9DUR|aFLTHEA
325	12316 13132	   	164.01	DCR|3VULN|2DMG|1CDMG	139VULN|2LEGI|4CDMG|59DMG|69VENICY|7DMSP|8RCR|9BPWR|aLWND
326	12316 13133	   	164.01	DCR|3VULN|2DMG|1CDMG	139VULN|2LEGI|4CDMG|59DMG|69VENICY|7aDMSP|8RCR|9BPWR
327	12316 13135	   	164.01	DCR|3VULN|2DMG|1CDMG	139VULN|2LEGI|4CDMG|59DMG|69VENICY|7DMSP|8RCR|9BPWR|aLIT
328	12316 13136	   	164.01	DCR|3VULN|2DMG|1CDMG	139VULN|2LEGI|4CDMG|59DMG|69VENICY|7DMSP|8RCR|9BPWR|aCGEN
329	33116 42136	 * 	163.98	DCR|2VULN|2CDMG|1DMG|2ZMB|1DUR	1FEWX|2CGEN|3aZMB|4aCDMG|5DMG|6RCR|7aVULN|8DUR|9MLV|aBPWR
330	14332 33635	   	163.92	DCR|3VULN|3DMG	138VULN|28LWND|4RCVC|5MLV|6CGEN|78aDMG|8BPWR|9RCR
331	12312 36123	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2LEGI|4CDMG|5FEWX|6MLV|7RCR|8DUR|9AART|aDMG
332	12313 66123	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2LEGI|4CDMG|5MLV|6BEXP|7RCR|8DUR|9AART|aDMG
333	12316 13134	   	163.91	DCR|3VULN|2DMG|1CDMG	139VULN|2LEGI|4CDMG|59DMG|69VENICY|7DMSP|8RCR|9BPWR|aMBVNT
334	31116 42136	   	163.88	DCR|2VULN|1DMG|2CDMG|2ZMB|1DUR	1FEWX|2TLV|3aZMB|4aCDMG|5DMG|6RCR|7aVULN|8DUR|9MLV|aBPWR
335	33116 42116	   	163.88	DCR|2VULN|1DMG|2CDMG|2ZMB|1DUR	1FEWX|2CGEN|3aZMB|4aCDMG|5DMG|6RCR|7aVULN|8DUR|9ERES|aBPWR
336	12332 33635	   	163.82	DCR|3VULN|3DMG	138VULN|2LEGI|4RCVC|5MLV|68CGEN|78aDMG|8BPWR|9RCR
337	12362 33635	   	163.82	DCR|3VULN|3DMG	138VULN|2LEGI|4DMSP|5MLV|68CGEN|78aDMG|8BPWR|9RCR
338	12314 43423	 * 	163.81	DCR|2VULN|2AART|1CDMG|1FLTHEA	13VULN|2LEGI|4CDMG|5LWND|69AART|7RCR|8CGEN|aFLTHEA
339	31116 42116	   	163.78	DCR|2VULN|1DMG|2CDMG|2ZMB|1DUR	1FEWX|2TLV|3aZMB|4aCDMG|5DMG|6RCR|7aVULN|8DUR|9ERES|aBPWR
340	32133 34524	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2LHND|3ZMB|4DUR|5AART|6aVULN|7RCR|8RPLT|9DMG
341	13242 52252	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2MGNLIT|3ERES|4RCR|5BEXP|6CDMG|79DMG|8ASPD|aAART
342	13245 22252	   	163.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2MGNLIT|3ERES|4RCR|5CDMG|6BEXP|79DMG|8ASPD|aAART
343	53222 45132	   	163.73	ACR|2VULN|2DMG|1AART	1MLV|26DMG|3LIT|4RCR|5AART|7TLV|8LWND|9aVULN
344	11413 41113	   	163.68	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1VULN|25MLV|3DMG|4CDMG|6RCR|7AART|8RMIN|9DUR|aFLTHEA
345	11413 41223	   	163.68	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1VULN|25MLV|3DMG|4CDMG|6RCR|7AART|8BEXP|9ASPD|aFLTHEA
346	11413 41423	   	163.68	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1VULN|25MLV|3DMG|4CDMG|6RCR|7AART|8LWND|9ASPD|aFLTHEA
347	32133 34355	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2LHND|3ZMB|4DUR|5AART|6aVULN|7RCR|8TLV|9DMG
348	11426 12335	   	163.62	DCR|3VULN|3DMG	167VULN|2MLV|35aDMG|4CGEN|8DUST|9RCR
349	12332 53635	   	163.62	DCR|3DMG|3VULN	138VULN|2LEGI|4RCVC|5MLV|68ERES|78aDMG|8BPWR|9RCR
350	11416 43113	   	163.58	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1VULN|28MLV|3DMG|4CDMG|5NUKE|6RCR|7AART|9DUR|aFLTHEA
351	11381 44355	   	163.58	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1VULN|2MLV|3MBVNT|4FLTHEA|5LHND|6RCR|7AART|8DMG|9CDMG|aDUR
352	11413 41523	   	163.58	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1VULN|25MLV|3DMG|4CDMG|6RCR|7AART|8DUST|9ASPD|aFLTHEA
353	11413 41623	   	163.58	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1VULN|25MLV|3DMG|4CDMG|6RCR|7AART|8LEGI|9ASPD|aFLTHEA
354	13251 33553	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2MGNLIT|3ERES|4ZMB|5AART|6DUST|7RCR|9ASPD|aDMG
355	11381 41282	   	163.47	DCR|2VULN|1AART|1FLTHEA|2ASPD|1ZMB	18VULN|28MLV|3MBVNT|4FLTHEA|5LHND|6RCR|78ASPD|8BPWR|9ZMB|aAART
356	11382 41282	   	163.47	DCR|2VULN|1AART|1FLTHEA|2ASPD|1ZMB	18VULN|28MLV|3MBVNT|4FLTHEA|5BEXP|6RCR|78ASPD|8BPWR|9ZMB|aAART
357	11384 41282	   	163.47	DCR|2VULN|1AART|1FLTHEA|2ASPD|1ZMB	18VULN|28MLV|3MBVNT|4FLTHEA|5FEWX|6RCR|78ASPD|8BPWR|9ZMB|aAART
358	15381 41282	   	163.47	DCR|2VULN|1AART|2ASPD|1FLTHEA|1ZMB	18VULN|28CGEN|3MBVNT|4FLTHEA|5LHND|6RCR|78ASPD|8BPWR|9ZMB|aAART
359	15382 41282	   	163.47	DCR|2VULN|1AART|2ASPD|1FLTHEA|1ZMB	18VULN|28CGEN|3MBVNT|4FLTHEA|5BEXP|6RCR|78ASPD|8BPWR|9ZMB|aAART
360	15384 41282	   	163.47	DCR|2VULN|1AART|2ASPD|1FLTHEA|1ZMB	18VULN|28CGEN|3MBVNT|4FLTHEA|5FEWX|6RCR|78ASPD|8BPWR|9ZMB|aAART
361	13623 22662	   	163.46	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2MGNLIT|38AART|4TLV|5RCR|6DMG|7CGEN|9ZMB|aCDMG
362	13623 21662	   	163.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2MGNLIT|38AART|4TLV|5RCR|6DMG|7ERES|9ZMB|aCDMG
363	13623 23131	   	163.33	ACR|2AART|2VULN|1DMG|1ASPD	17VULN|2MGNLIT|39AART|4TLV|5RCR|6DMG|8BEXP|aASPD
364	13623 23133	   	163.33	ACR|2AART|2VULN|1DMG|1DUR	17VULN|2MGNLIT|39AART|4TLV|5RCR|6DMG|8BEXP|aDUR
365	13623 23653	   	163.33	ACR|2AART|2VULN|1DMG|1ASPD	17VULN|2MGNLIT|3aAART|4TLV|5RCR|6DMG|8LWND|9ASPD
366	13623 43131	   	163.33	ACR|2AART|2VULN|1DMG|1ASPD	17VULN|2MGNLIT|39AART|4TLV|5RCR|6ASPD|8BEXP|aDMG
367	13623 14321	   	163.33	ACR|2AART|2VULN|1DMG|1ASPD	19VULN|2MGNLIT|37AART|4TLV|5RCR|6LWND|8DMG|aASPD
368	13623 14323	   	163.33	ACR|2AART|2VULN|1DMG|1DUR	19VULN|2MGNLIT|37AART|4TLV|5RCR|6LWND|8DMG|aDUR
369	11367 16122	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2MLV|3MBVNT|4CDMG|58DMG|6DUR|7RCR|9BELT|aAART
370	13623 25531	   	163.23	ACR|2AART|2VULN|1DMG|1ASPD	18VULN|2MGNLIT|39AART|4TLV|5RCR|6DMG|7DUST|aASPD
371	13623 25533	   	163.23	ACR|2AART|2VULN|1DMG|1DUR	18VULN|2MGNLIT|39AART|4TLV|5RCR|6DMG|7DUST|aDUR
372	13623 43331	   	163.23	ACR|2AART|2VULN|1DMG|1ASPD	17VULN|2MGNLIT|39AART|4TLV|5RCR|6ASPD|8MBVNT|aDMG
373	11134 42163	   	163.14	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1VULN|2MLV|3ZMB|4RCVC|5ASPD|6AART|79CDMG|8RCR|aDMG
374	11234 42163	   	163.14	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1VULN|2MLV|3DMSP|4ZMB|5ASPD|6AART|79CDMG|8RCR|aDMG
375	15323 13873	 * 	163.11	ACR|2VULN|1AART|1DMG|2CDMG	17VULN|24CGEN|3MBVNT|5RCR|6AART|89CDMG|aDMG
376	12331 54242	   	163.11	DCR|3VULN|1AART|1CDMG|1DUR	135VULN|2LEGI|4RCVC|6RCR|7AART|8LSRICY|9DUR|aCDMG
377	11364 53614	   	163.11	DCR|3VULN|1AART|1CDMG|1DUR	18aVULN|25MLV|3MBVNT|4CDMG|6RCR|7AART|9DUR
378	12331 54532	   	163.01	DCR|3VULN|1AART|1CDMG|1DUR	135VULN|2LEGI|4RCVC|6RCR|7AART|8DUR|9AIRHEA|aCDMG
379	53223 26152	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1MLV|2DMG|3LIT|4RCR|5ASPD|6CGEN|7AART|8ZMB|9aVULN
380	11416 43323	   	162.95	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1VULN|2MLV|3DMG|48CDMG|5NUKE|6RCR|7AART|9FEWX|aFLTHEA
381	15331 35734	   	162.92	DCR|3VULN|1AART|1DMG|1ASPD	157VULN|2CGEN|3MBVNT|4ASPD|6FEWX|8RCR|9DMG|aAART
382	13623 23262	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ASPD|9ZMB|aBELT
383	13623 23263	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ASPD|9ZMB|aBEXP
384	13623 23264	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ASPD|9ZMB|aRMIN
385	13623 23265	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ASPD|9ZMB|aLHND
386	13623 23266	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ASPD|9ZMB|aMLV
387	13623 23461	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8CGEN|9ZMB|aASPD
388	13623 23463	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8CGEN|9ZMB|aDUR
389	13623 22261	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|7CGEN|9ZMB|aASPD
390	13623 22263	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|7CGEN|9ZMB|aDUR
391	13623 24261	   	162.89	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1VULN|2MGNLIT|3AART|4TLV|5RCR|6aDMG|7RCVC|8ASPD|9ZMB
392	13623 42261	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2MGNLIT|3AART|4TLV|5RCR|6ASPD|7CGEN|9ZMB|aDMG
393	13623 21261	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|7ERES|9ZMB|aASPD
394	13623 21263	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|7ERES|9ZMB|aDUR
395	13623 23561	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ERES|9ZMB|aASPD
396	13623 23563	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|2MGNLIT|3AART|4TLV|5RCR|6DMG|8ERES|9ZMB|aDUR
397	13623 32261	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|2MGNLIT|3AART|4TLV|5RCR|6ERES|8ASPD|9ZMB|aDMG
398	13623 41261	   	162.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2MGNLIT|3AART|4TLV|5RCR|6ASPD|7ERES|9ZMB|aDMG
399	13622 43263	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2MGNLIT|3AART|4TLV|5CDMG|6RPLT|8ASPD|9RCR|aDMG
400	34313 26135	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2LWND|3VULN|4CDMG|5DUST|6DUR|7AART|8RCR|9aDMG
401	12331 52635	   	162.68	DCR|4VULN|1DMG|1ZMB	1359VULN|2LEGI|4RCVC|6RCR|7LHND|8ZMB|aDMG
402	14331 54221	   	162.68	DCR|3VULN|1AART|1DMG	135VULN|2LWND|4RCVC|6RCR|7AART|8LSRICY|9DMG|aRMIN
403	14331 54222	   	162.68	DCR|3VULN|1AART|1DMG	135VULN|2LWND|4RCVC|6RCR|7AART|8LSRICY|9DMG|aBELT
404	14331 54223	   	162.68	DCR|3VULN|1AART|1DMG	135VULN|2LWND|4RCVC|6RCR|7AART|8LSRICY|9DMG|aBEXP
405	12413 26135	   	162.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2LEGI|3BEXP|4CDMG|5DUST|6DUR|7AART|8RCR|9aDMG
406	62313 26135	   	162.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2LEGI|3VULN|4CDMG|5DUST|6DUR|7AART|8RCR|9aDMG
407	62313 26163	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2LEGI|39VULN|4CDMG|5DUST|6DUR|7AART|8RCR|aDMG
408	12331 54221	   	162.58	DCR|3VULN|1AART|1DMG	135VULN|2LEGI|4RCVC|6RCR|7AART|8LSRICY|9DMG|aRMIN
409	12331 54222	   	162.58	DCR|3VULN|1AART|1DMG	135VULN|2LEGI|4RCVC|6RCR|7AART|8LSRICY|9DMG|aBELT
410	12331 54223	   	162.58	DCR|3VULN|1AART|1DMG	135VULN|2LEGI|4RCVC|6RCR|7AART|8LSRICY|9DMG|aBEXP
411	12331 54225	   	162.58	DCR|3VULN|1AART|1DMG	135VULN|2LEGI|4RCVC|6RCR|7AART|8LSRICY|9DMG|aMLV
412	12361 54221	   	162.58	DCR|3VULN|1AART|1DMG	135VULN|2LEGI|4DMSP|6RCR|7AART|8LSRICY|9DMG|aRMIN
413	12361 54222	   	162.58	DCR|3VULN|1AART|1DMG	135VULN|2LEGI|4DMSP|6RCR|7AART|8LSRICY|9DMG|aBELT
414	12361 54223	   	162.58	DCR|3VULN|1AART|1DMG	135VULN|2LEGI|4DMSP|6RCR|7AART|8LSRICY|9DMG|aBEXP
415	13623 23163	   	162.53	ACR|2VULN|2DMG|1AART	17VULN|2MGNLIT|3AART|4TLV|5RCR|6aDMG|8BEXP|9CGEN
416	13623 23453	   	162.53	ACR|2VULN|2DMG|1AART	17VULN|2MGNLIT|3AART|4TLV|5RCR|6aDMG|8CGEN|9FEWX
417	13623 22253	   	162.53	ACR|2VULN|2DMG|1AART	18VULN|2MGNLIT|3AART|4TLV|5RCR|6aDMG|7CGEN|9FEWX
418	13623 24321	   	162.53	ACR|2VULN|2DMG|1AART	18VULN|2MGNLIT|3AART|4TLV|5RCR|69DMG|7RCVC|aBEXP
419	13623 24322	   	162.53	ACR|2VULN|2DMG|1AART	18VULN|2MGNLIT|3AART|4TLV|5RCR|69DMG|7RCVC|aLIT
420	13623 24323	   	162.53	ACR|2VULN|2DMG|1AART	18VULN|2MGNLIT|3AART|4TLV|5RCR|69DMG|7RCVC|aLHND
421	13623 24324	   	162.53	ACR|2VULN|2DMG|1AART	18VULN|2MGNLIT|3AART|4TLV|5RCR|69DMG|7RCVC|aFEWX
422	13623 25623	   	162.53	ACR|2VULN|2DMG|1AART	19VULN|2MGNLIT|3AART|49TLV|5RCR|6aDMG|7DUST|89MLV|9BPWR
423	12156 15323	   	162.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2LEGI|3ZMB|4CDMG|5DMG|6aDUR|7RCR|8TLV|9AART
424	12331 54135	   	162.48	DCR|3VULN|1AART|1DMG	135VULN|2LEGI|4RCVC|6RCR|7AART|8ERES|9RPLT|aDMG
425	13265 33422	   	162.48	DCR|3VULN|1AART|2CDMG	189VULN|2MGNLIT|38ERES|4LEGI|58CDMG|6RCR|7AART|8BPWR|aLIT
426	13265 33423	   	162.48	DCR|3VULN|1AART|2CDMG	189VULN|2MGNLIT|38ERES|4LEGI|58CDMG|6RCR|7AART|8BPWR|aFEWX
427	33116 43513	   	162.46	DCR|2DMG|2AART|1CDMG|1ZMB	1FEWX|2aCGEN|3ZMB|4CDMG|57DMG|6RCR|89AART
428	33412 43512	   	162.46	DCR|2DMG|2AART|1CDMG|1ZMB	15FEWX|2CGEN|3aDMG|4CDMG|6RCR|7ZMB|89AART
429	13623 21253	   	162.43	ACR|2VULN|2DMG|1AART	18VULN|2MGNLIT|3AART|4TLV|5RCR|6aDMG|7ERES|9FEWX
430	13623 23553	   	162.43	ACR|2VULN|2DMG|1AART	17VULN|2MGNLIT|3AART|4TLV|5RCR|6aDMG|8ERES|9FEWX
431	13623 24326	   	162.43	ACR|2VULN|2DMG|1AART	18VULN|2MGNLIT|3AART|4TLV|5RCR|69DMG|7RCVC|aERES
432	14333 15253	   	162.41	DCR|2VULN|2AART|1DMG|1DUR	13VULN|2LWND|4RCVC|5RPLT|6DUR|7RCR|89AART|aDMG
433	13265 33521	   	162.38	DCR|3VULN|1AART|2CDMG	19aVULN|2MGNLIT|3ERES|4LEGI|58CDMG|6RCR|7AART
434	13623 32266	   	162.33	ACR|3VULN|1AART|2ZMB|1ASPD	17aVULN|2MGNLIT|3AART|4aTLV|5RCR|6ERES|8ASPD|9aZMB|aBPWR
435	33116 42533	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|28CGEN|3ZMB|4CDMG|5DMG|6RCR|79aVULN
436	33116 43151	   	162.33	DCR|3DMG|1VULN|1CDMG|1ZMB	1FEWX|2CGEN|3ZMB|4CDMG|578DMG|6RCR|9VULN|aLHND
437	33116 43152	   	162.33	DCR|3DMG|1VULN|1CDMG|1ZMB	1FEWX|2CGEN|3ZMB|4CDMG|578DMG|6RCR|9VULN|aBEXP
438	12333 15253	   	162.31	DCR|2VULN|2AART|1DMG|1DUR	13VULN|2LEGI|4RCVC|5RPLT|6DUR|7RCR|89AART|aDMG
439	12363 15253	   	162.31	DCR|2VULN|2AART|1DMG|1DUR	13VULN|2LEGI|4DMSP|5RPLT|6DUR|7RCR|89AART|aDMG
