0	Index      	 *	Score 	Summary	Detail	
1	63112 13262	 * 	195.42	DCR|3VULN|3DMG|1AART	16aVULN|2LIT|3LHND|4AART|569DMG|6BPWR|7RCR|8BELT
336	64221 23631	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5CDMG|6RCR|8RPLT|9AART|aTLV
337	14213 26153	   	170.32	DCR|3VULN|2DMG|2ZMB	17LWND|2aDMG|37ZMB|457VULN|6RCR|7BPWR|89RCVC
338	14213 26251	   	170.32	DCR|3VULN|2DMG|2ZMB	178LWND|29DMG|37ZMB|457VULN|6RCR|7BPWR|aLHND
339	14213 26253	   	170.32	DCR|3VULN|2DMG|2ZMB	178LWND|29DMG|37ZMB|457VULN|6RCR|7BPWR|aCGEN
340	64243 23113	   	170.32	DCR|3VULN|2DMG|2ZMB	159VULN|2aDMG|39ZMB|479LHND|6RCR|8RCVC|9BPWR
341	14213 26123	   	170.22	DCR|3VULN|2DMG|2ZMB	17LWND|2aDMG|37ZMB|457VULN|6RCR|7BPWR|8RCVC|9DUST
342	64213 26123	   	170.22	DCR|3VULN|2DMG|2ZMB	147VULN|2aDMG|37ZMB|57LWND|6RCR|7BPWR|8RCVC|9DUST
343	22246 15313	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2AART|3LEGI|4BEXP|5RCR|6DMG|7CDMG|89VULN|aZMB
344	22246 15323	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|2AART|3LEGI|4BEXP|5RCR|69DMG|7CDMG|8VULN|aZMB
345	32246 15313	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2AART|3LEGI|4BEXP|5RCR|6DMG|7CDMG|89VULN|aZMB
346	32246 15323	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DMSP|2AART|3LEGI|4BEXP|5RCR|69DMG|7CDMG|8VULN|aZMB
347	52124 12411	   	170.19	ACR|4VULN|1AART|1CDMG	1CGEN|2CDMG|3RCR|4569VULN|7LHND|8AART|aRPLT
348	52124 12412	   	170.19	ACR|4VULN|1AART|1CDMG	1CGEN|2CDMG|3RCR|4569VULN|7LHND|8AART|aMLV
349	14111 16231	 * 	170.14	ACR|2AART|2DMG|1VULN|1FLTHEA	1LWND|26DMG|3aAART|4CGEN|5RCR|7LIT|8VULN|9FLTHEA
350	64111 26211	   	170.14	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2DMG|38AART|4CGEN|5RCR|6FEWX|9CDMG|aLIT
351	64111 26212	   	170.14	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2DMG|38AART|4CGEN|5RCR|6FEWX|9CDMG|aRCVC
352	64111 26213	   	170.14	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2DMG|38AART|4CGEN|5RCR|6aFEWX|9CDMG
353	13225 42511	 * 	170.10	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1LWND|2DUST|37VULN|4RCR|59ASPD|6AART|8DMG|aZMB
354	52124 11411	   	170.09	ACR|4VULN|1AART|1CDMG	1CGEN|2CDMG|3RCR|4569VULN|7DUST|8AART|aRPLT
355	52124 11412	   	170.09	ACR|4VULN|1AART|1CDMG	1CGEN|2CDMG|3RCR|4569VULN|7DUST|8AART|aMLV
356	52124 12413	   	170.09	ACR|4VULN|1AART|1CDMG	1CGEN|2CDMG|3RCR|4569VULN|7LHND|8AART|aNUKE
357	64222 13343	   	170.08	DCR|3VULN|1AART|1DMG|1ZMB	179VULN|2DMG|3ZMB|4LIT|5AART|6CGEN|8RCR|aLHND
358	64111 11221	   	170.04	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|26DMG|38AART|47CGEN|5RCR|9ERES|aCDMG
359	64111 11261	   	170.04	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|26DMG|38AART|47CGEN|5RCR|9TLV|aCDMG
360	64111 52221	   	170.04	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2DMG|38AART|46CGEN|5RCR|9ERES|aCDMG
361	64111 62221	   	170.04	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2DMG|38AART|4CGEN|5RCR|6RCVC|9ERES|aCDMG
362	52124 11413	   	169.99	ACR|4VULN|1AART|1CDMG	1CGEN|2CDMG|3RCR|4569VULN|7DUST|8AART|aNUKE
363	64211 14364	   	169.98	DCR|3VULN|1AART|1DMG|1ZMB	14aVULN|2DMG|3ZMB|5RMIN|6MBVNT|7RCR|8LWND|9AART
364	64222 13313	   	169.98	DCR|3VULN|1AART|1DMG|1ZMB	17aVULN|2DMG|3ZMB|4LIT|5AART|6CGEN|8RCR|9SNIHEL
365	14434 21133	   	169.78	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1LWND|24DMG|3aDUR|5ASPD|6RCR|78VULN|9ZMB
366	14213 22132	   	169.72	DCR|4VULN|1DMG|1ZMB|1DUR	1LWND|2DMG|3ZMB|4589VULN|6RCR|7FEWX|aDUR
367	64213 22132	   	169.72	DCR|4VULN|1DMG|1ZMB|1DUR	1489VULN|2DMG|3ZMB|5LWND|6RCR|7FEWX|aDUR
368	64243 22132	   	169.72	DCR|4VULN|1DMG|1ZMB|1DUR	1589VULN|2DMG|3ZMB|4LHND|6RCR|7FEWX|aDUR
369	64111 16312	   	169.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|26DMG|3AART|4aCGEN|5RCR|7LIT|8CDMG|9ZMB
370	64111 16313	   	169.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|26DMG|3AART|4CGEN|5RCR|7LIT|8CDMG|9ZMB|aLWND
371	14213 22335	   	169.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1LWND|2DMG|3ZMB|45VULN|6RCR|7FEWX|8AART|9aDUR
372	64213 22335	   	169.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14VULN|2DMG|3ZMB|5LWND|6RCR|7FEWX|8AART|9aDUR
373	64111 16311	   	169.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|26DMG|3AART|4CGEN|5RCR|7LIT|8CDMG|9ZMB|aMBVNT
374	52124 11126	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2CDMG|3RCR|456VULN|7DUST|8ZMB|9ASPD|aDMG
375	61211 23153	 * 	169.57	ACR|4VULN|3ZMB|1CDMG	1347VULN|27LWND|5RCR|67aZMB|7BPWR|8CDMG|9LHND
376	61211 23163	   	169.57	ACR|4VULN|3ZMB|1CDMG	1347VULN|27LWND|5RCR|67aZMB|7BPWR|8CDMG|9BEXP
377	64111 12341	   	169.57	ACR|2VULN|2DMG|1AART|1DUR	17VULN|26DMG|3AART|4CGEN|5RCR|8aRMIN|9DUR
378	64111 12342	   	169.57	ACR|2VULN|2DMG|1AART|1DUR	17VULN|26DMG|3AART|4CGEN|5RCR|8RMIN|9DUR|aBELT
379	64111 16223	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	18VULN|26DMG|3AART|4CGEN|5RCR|7LIT|9ASPD|aLHND
380	64111 11343	   	169.57	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|26DMG|3AART|47CGEN|5RCR|8RMIN|9DUR
381	53151 35333	   	169.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2DUST|3AART|4DMG|5RCR|6ERES|7CDMG|89VULN|aZMB
382	64111 35133	   	169.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2DMG|3AART|4CGEN|5RCR|6ERES|7CDMG|8DUST|aZMB
383	22154 16333	   	169.48	DCR|3VULN|1AART|1DMG|1ZMB	1RCVC|2AART|38aVULN|4ZMB|5MGNLIT|6DMG|7CGEN|9RCR
384	32154 16333	   	169.48	DCR|3VULN|1AART|1DMG|1ZMB	1DMSP|2AART|38aVULN|4ZMB|5MGNLIT|6DMG|7CGEN|9RCR
385	64111 12161	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	17VULN|26DMG|3AART|4CGEN|5RCR|8DUR|9ERES|aRMIN
386	64111 12162	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	17VULN|26DMG|3AART|4aCGEN|5RCR|8DUR|9ERES
387	64111 12163	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	17VULN|26DMG|3AART|4CGEN|5RCR|8DUR|9ERES|aDMSP
388	64111 33316	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	18VULN|28DMG|3AART|4CGEN|5RCR|6ERES|78DUST|8BPWR|9RMIN|aDUR
389	64111 33352	   	169.47	ACR|2VULN|2DMG|1AART|1ASPD	18VULN|28DMG|3AART|4CGEN|5RCR|6ERES|78DUST|8BPWR|9ASPD|aBEXP
390	64111 33363	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	18VULN|28DMG|3AART|4CGEN|5RCR|6ERES|78DUST|8BPWR|9DUR|aRMIN
391	61211 23313	   	169.39	ACR|4VULN|1DMG|2ZMB|1ASPD	1347VULN|27LWND|5RCR|67ZMB|7BPWR|8FEWX|9ASPD|aDMG
392	22154 12333	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1RCVC|2AART|38aVULN|4ZMB|5MGNLIT|6DMG|7ERES|9RCR
393	32154 12333	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1DMSP|2AART|38aVULN|4ZMB|5MGNLIT|6DMG|7ERES|9RCR
394	64223 11311	   	169.38	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|25aDMG|3ZMB|4LIT|6AART|7MLV|8RCR|9SNIHEL
395	64223 16311	   	169.38	DCR|3DMG|1AART|1VULN|1ZMB	1VULN|25aDMG|3ZMB|4LIT|6AART|7CGEN|8RCR|9SNIHEL
396	14132 32167	   	169.38	DCR|2AART|2VULN|1DMG|1ZMB	1LWND|2DMG|35AART|4LHND|6MBVNT|7RCR|8ZMB|9aVULN
397	14132 32477	   	169.38	DCR|2AART|2VULN|1DMG|1ZMB	1LWND|2DMG|35AART|4LHND|6MBVNT|7RCR|8aVULN|9ZMB
398	14132 32635	   	169.38	DCR|2AART|2DMG|1VULN|1ZMB	1LWND|28DMG|35AART|4LHND|6MBVNT|7RCR|9VULN|aZMB
399	64111 33361	   	169.37	ACR|2VULN|2DMG|1AART|1DUR	18VULN|28DMG|3AART|4CGEN|5RCR|6ERES|78aDUST|8BPWR|9DUR
400	64111 33362	   	169.37	ACR|2VULN|2DMG|1AART|1DUR	18VULN|28DMG|3AART|4CGEN|5RCR|6ERES|78DUST|8BPWR|9DUR|aDLOT
401	64111 12121	   	169.33	ACR|2VULN|2DMG|1AART|1DUR|1SELL	17VULN|26DMG|3AART|4CGEN|5RCR|8DUR|9SELL|aLIT
402	64111 12122	   	169.33	ACR|2VULN|2DMG|1AART|1DUR|1SELL	17VULN|26DMG|3AART|4CGEN|5RCR|8DUR|9SELL|aRCVC
403	64111 12123	   	169.33	ACR|2VULN|2DMG|1AART|1DUR|1SELL	17VULN|26DMG|3AART|4CGEN|5RCR|8DUR|9SELL|aFEWX
404	64111 12124	   	169.33	ACR|2VULN|2DMG|1AART|1DUR|1SELL	17VULN|26DMG|3AART|4CGEN|5RCR|8DUR|9SELL|aLWND
405	14111 12535	   	169.33	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1LWND|26DMG|3AART|4CGEN|5RCR|79VULN|8SELL|aDUR
406	64112 22231	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|27DMG|3AART|45CGEN|6ZMB|8RCR|9RCVC|aCDMG
407	64112 22251	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|27DMG|3AART|459CGEN|6ZMB|8RCR|aCDMG
408	64115 22231	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|27DMG|3AART|4CGEN|5DMSP|6ZMB|8RCR|9RCVC|aCDMG
409	64116 22231	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|27DMG|3AART|4CGEN|59RCVC|6ZMB|8RCR|aCDMG
410	55412 22133	   	169.27	DCR|4VULN|2DMG	1CGEN|2MBVNT|3aDMG|4589VULN|6RCR|7FEWX
411	52122 23636	   	169.23	ACR|3VULN|2DMG|1CDMG	1CGEN|2CDMG|3RCR|47aVULN|5BELT|6DUST|89DMG
412	64111 33353	   	169.23	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	18VULN|28DMG|3AART|4CGEN|5RCR|6ERES|78DUST|8BPWR|9ASPD|aSELL
413	14334 21153	   	169.14	DCR|3DMG|2VULN|1DUR|1ASPD	1LWND|24aDMG|3LHND|5ASPD|6RCR|78VULN|9DUR
414	14534 21132	   	169.14	DCR|3VULN|2DMG|1DUR|1ASPD	1LWND|24DMG|3BEXP|5ASPD|6RCR|789VULN|aDUR
415	14334 21363	   	169.14	DCR|3DMG|2VULN|1DUR|1ASPD	1LWND|24aDMG|3LHND|5ASPD|6RCR|79VULN|8DUR
416	64212 16144	   	169.13	DCR|4VULN|1DMG|1CDMG|1ZMB	1468VULN|2DMG|3ZMB|5RCVC|7MBVNT|9RCR|aCDMG
417	52124 32111	   	169.06	ACR|3VULN|1DMG|2CDMG|1ZMB	1CGEN|26CDMG|3RCR|459VULN|7LHND|8ZMB|aDMG
418	14634 21132	   	169.04	DCR|3VULN|2DMG|1DUR|1ASPD	1LWND|24DMG|3DUST|5ASPD|6RCR|789VULN|aDUR
419	64153 11223	   	169.03	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|249DMG|3AART|5CDMG|6DMSP|7CGEN|8ERES|aRCR
420	52124 15122	   	168.99	ACR|4VULN|1AART|1CDMG	1CGEN|2CDMG|3RCR|4567VULN|8FEWX|9BELT|aAART
421	52124 31111	   	168.96	ACR|3VULN|2CDMG|1DMG|1ZMB	1CGEN|26CDMG|3RCR|459VULN|7DUST|8ZMB|aDMG
422	14224 24112	 * 	168.94	DCR|3DMG|1VULN|3ASPD|1ZMB	179LWND|279DMG|3ZMB|4CGEN|579ASPD|6RCR|79BPWR|8RCVC|aVULN
423	54232 23633	   	168.91	DCR|3DMG|2VULN|1CDMG	1CGEN|249DMG|3CDMG|5aVULN|6RCR|7FEWX|8BELT
424	54232 23512	   	168.91	DCR|3VULN|2DMG|1CDMG	1aCGEN|24DMG|3CDMG|589VULN|6RCR|7FEWX
425	54232 23513	   	168.91	DCR|3VULN|2DMG|1CDMG	1CGEN|24DMG|3CDMG|589VULN|6RCR|7FEWX|aDMSP
426	54232 24112	   	168.91	DCR|3DMG|2VULN|1CDMG	1CGEN|24aDMG|3CDMG|58VULN|6RCR|79BELT
427	54232 23511	   	168.81	DCR|3VULN|2DMG|1CDMG	1CGEN|24DMG|3CDMG|589VULN|6RCR|7FEWX|aNUKE
428	13223 42535	   	168.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1LWND|2DUST|37VULN|4RCR|5ZMB|6AART|8DMG|9aDUR
429	14155 32142	   	168.72	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1LWND|24DMG|3AART|5DUR|6MBVNT|7RCR|8aZMB|9VULN
430	14213 22111	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	1LWND|2DMG|3ZMB|458VULN|6RCR|7FEWX|9aCDMG
431	14213 23111	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	1LWND|2DMG|3ZMB|458VULN|6RCR|7LHND|9aCDMG
432	64213 22111	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	148VULN|2DMG|3ZMB|5LWND|6RCR|7FEWX|9aCDMG
433	64213 23111	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	148VULN|2DMG|3ZMB|5LWND|6RCR|7LHND|9aCDMG
434	64243 22111	   	168.64	DCR|3VULN|1DMG|2CDMG|1ZMB	158VULN|2DMG|3ZMB|4LHND|6RCR|7FEWX|9aCDMG
435	14213 22324	   	168.63	DCR|2VULN|2AART|1DMG|1ZMB|1SELL	1LWND|2DMG|3ZMB|45VULN|6RCR|7FEWX|8aAART|9SELL
436	64213 22324	   	168.63	DCR|2VULN|2AART|1DMG|1ZMB|1SELL	14VULN|2DMG|3ZMB|5LWND|6RCR|7FEWX|8aAART|9SELL
437	64111 13421	   	168.59	ACR|3DMG|2VULN|1AART|1CDMG|1MSE	19VULN|269DMG|3AART|4CGEN|5RCR|7MSE|89MLV|9BPWR|aCDMG
438	61211 31416	   	168.50	ACR|3VULN|1AART|1DMG|1ZMB	134VULN|2LWND|5RCR|6LEGI|7TLV|8AART|9ZMB|aDMG
439	63123 26523	   	168.50	DCR|3VULN|1AART|1CDMG|2DUR	158VULN|2LIT|3LHND|49DUR|6RCR|7AART|aCDMG
440	22125 22243	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCVC|2AART|37VULN|49DUR|5DMSP|6ZMB|8RCR|aDMG
441	22126 22243	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15RCVC|2AART|37VULN|49DUR|6ZMB|8RCR|aDMG
442	32125 22243	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15DMSP|2AART|37VULN|49DUR|6ZMB|8RCR|aDMG
443	32126 22243	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DMSP|2AART|37VULN|49DUR|5RCVC|6ZMB|8RCR|aDMG
444	64111 13321	   	168.39	ACR|3DMG|2VULN|1AART|1CDMG|1MSE	19VULN|269DMG|3AART|4CGEN|5RCR|7MSE|89ERES|9BPWR|aCDMG
445	12533 52241	   	168.36	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1LWND|24CDMG|3RCR|5LIT|6AART|7VULN|8DMG|9ZMB|aDUR
446	64111 15131	   	168.28	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|26DMG|3AART|4CGEN|5RCR|79DUR|8FEWX|aZMB
447	14213 22314	   	168.22	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1LWND|2DMG|3aZMB|45VULN|6RCR|7FEWX|8AART|9ASPD
448	14213 22332	   	168.22	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1LWND|2DMG|3aZMB|45VULN|6RCR|7FEWX|8AART|9DUR
449	14224 21331	   	168.22	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1LWND|2DMG|3aZMB|4CGEN|5ASPD|6RCR|79VULN|8AART
450	64213 22314	   	168.22	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	14VULN|2DMG|3aZMB|5LWND|6RCR|7FEWX|8AART|9ASPD
451	64213 22332	   	168.22	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	14VULN|2DMG|3aZMB|5LWND|6RCR|7FEWX|8AART|9DUR
452	12536 12224	 * 	168.21	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	1LWND|24CDMG|3RCR|5RMIN|6VULN|7aAART|8DUR|9DMG
453	13225 42532	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LWND|2DUST|379VULN|4RCR|5ASPD|6AART|8DMG|aBEXP
454	12322 35651	   	168.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LWND|2CDMG|3VULN|4AART|5BEXP|6RCR|7ZMB|89DUR|aDMG
455	61211 21613	   	168.10	ACR|3VULN|1AART|1DMG|1ZMB	134VULN|27LWND|5RCR|6ZMB|8RCVC|9AART|aDMG
456	61211 26613	   	168.10	ACR|3VULN|1AART|1DMG|1ZMB	134VULN|2LWND|5RCR|6ZMB|78RCVC|9AART|aDMG
457	64221 62232	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2DMG|3ZMB|4LIT|5CDMG|7RCR|8LHND|9AART|aFEWX
458	64221 62233	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2DMG|3ZMB|4LIT|5CDMG|7RCR|8LHND|9AART|aMLV
459	64222 11363	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2DMG|3ZMB|4LIT|5AART|6CGEN|7LHND|8RCR|aCDMG
460	64222 13323	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5AART|6CGEN|8RCR|9LWND|aCDMG
461	64222 13332	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5AART|6aCGEN|8RCR|9CDMG
462	64222 13333	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5AART|6CGEN|8RCR|9CDMG|aLWND
463	64222 13334	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5AART|6CGEN|8RCR|9CDMG|aRMIN
464	64222 13351	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5AART|69CGEN|8RCR|aCDMG
465	64222 13361	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|49LIT|5AART|6CGEN|8RCR|aCDMG
466	64222 21323	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5AART|6BEXP|8RCR|9MLV|aCDMG
467	64222 21353	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5AART|6BEXP|8RCR|9CGEN|aCDMG
468	64222 31335	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2DMG|3ZMB|46LIT|5AART|7MLV|8RCR|9CDMG
469	64222 31341	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2DMG|3ZMB|46LIT|5AART|7MLV|8RCR|aCDMG
470	12533 52252	   	168.01	ACR|2VULN|1AART|1DMG|2CDMG	1LWND|24CDMG|3RCR|5LIT|6AART|79VULN|8DMG|aCGEN
471	12533 53432	 * 	168.01	ACR|2DMG|1AART|1VULN|2CDMG	1LWND|24CDMG|3RCR|5LIT|6AART|7BELT|8VULN|9aDMG
472	64222 12363	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2DMG|3ZMB|4LIT|5AART|6CGEN|7DUST|8RCR|aCDMG
473	64222 13331	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2DMG|3ZMB|4LIT|5AART|6CGEN|8RCR|9CDMG|aMBVNT
474	22416 62323	   	167.94	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1RCVC|2AART|38CDMG|4DUR|5BEXP|6VULN|7RCR|9DMG|aZMB
475	32416 62323	   	167.94	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DMSP|2AART|38CDMG|4DUR|5BEXP|6VULN|7RCR|9DMG|aZMB
476	12533 52251	   	167.91	ACR|2VULN|1AART|1DMG|2CDMG	1LWND|24CDMG|3RCR|5LIT|6AART|79VULN|8DMG|aMBVNT
477	13225 42533	   	167.89	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1LWND|2DUST|379VULN|4RCR|5ASPD|6AART|8DMG|aSELL
478	22412 23523	   	167.88	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1RCVC|2AART|3CDMG|4DUR|5CGEN|6RCR|7VULN|8aZMB|9DMG
479	32412 23523	   	167.88	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DMSP|2AART|3CDMG|4DUR|5CGEN|6RCR|7VULN|8aZMB|9DMG
480	13223 42524	   	167.75	ACR|2VULN|2AART|1DMG|1ZMB|1SELL	1LWND|2DUST|37VULN|4RCR|5ZMB|6aAART|8DMG|9SELL
481	52124 14121	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	1CGEN|2CDMG|3RCR|456VULN|7MGNSTR|8aDUR|9AART
482	63123 22155	   	167.70	DCR|3VULN|2DMG|2DUR	15aVULN|2LIT|3aLHND|48DUR|6RCR|7MLV|9aDMG|aBPWR
483	65533 12213	   	167.66	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1VULN|24CDMG|3RCR|5LIT|6DMG|7AART|8NUKE|9ZMB|aDUR
484	22225 22235	   	167.58	DCR|2AART|2VULN|1DMG|1ZMB	1RCVC|25AART|3LEGI|47VULN|6ZMB|8RCR|9BELT|aDMG
485	32225 22235	   	167.58	DCR|2AART|2VULN|1DMG|1ZMB	1DMSP|25AART|3LEGI|47VULN|6ZMB|8RCR|9BELT|aDMG
486	14155 32344	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|24DMG|3AART|5DUR|6MBVNT|7RCR|8RMIN|9VULN|aCDMG
487	14156 32414	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|24DMG|3AART|5BEXP|6MBVNT|7RCR|8VULN|9ASPD|aCDMG
488	26511 23315	   	167.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	13RCVC|2DUR|4VULN|5RCR|6ZMB|7DMG|8aAART|9CDMG
489	36511 23315	   	167.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DUR|3RCVC|4VULN|5RCR|6ZMB|7DMG|8aAART|9CDMG
490	14111 12653	   	167.50	ACR|2AART|2DMG|1VULN|1ZMB	1LWND|26DMG|3aAART|48CGEN|5RCR|7VULN|9ZMB
491	64223 11323	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7MLV|8RCR|9LWND|aCDMG
492	64223 11332	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7MLV|8RCR|9CDMG|aCGEN
493	64223 11334	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7MLV|8RCR|9CDMG|aRMIN
494	64223 11353	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7MLV|8RCR|9CGEN|aCDMG
495	64223 14323	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7BEXP|8RCR|9MLV|aCDMG
496	64223 16323	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7CGEN|8RCR|9LWND|aCDMG
497	64223 16332	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7aCGEN|8RCR|9CDMG
498	64223 16333	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|25DMG|3ZMB|4LIT|6AART|7CGEN|8RCR|9CDMG|aLWND
499	14155 32424	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|24DMG|3AART|5DUR|6MBVNT|7RCR|8VULN|9ERES|aCDMG
500	12536 12343	   	167.41	ACR|2VULN|1AART|1DMG|2CDMG	1LWND|24CDMG|3RCR|5RMIN|68VULN|7AART|9RPLT|aDMG
501	14155 32114	   	167.40	DCR|3DMG|1AART|1ZMB|1ASPD|1DUR	1LWND|24aDMG|3AART|5DUR|6MBVNT|7RCR|8ZMB|9ASPD
502	14111 12526	   	167.39	ACR|3DMG|1AART|1VULN|1DUR|1SELL	1LWND|269DMG|3AART|4CGEN|5RCR|7VULN|8SELL|aDUR
