0	Index      	 *	Score 	Summary	Detail	
1	33343 22322	 * 	203.86	DCR|3VULN|2DMG|1AART|2ASPD|1DUR	14ASPD|2AART|34aVULN|4BPWR|5LIT|6RCR|7DUR|89DMG
323	33131 22323	   	175.23	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1ASPD|2AART|3RCR|4LIT|5ERES|6VULN|7ZMB|89DMG|aDUR
324	33131 22363	   	175.23	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2AART|3RCR|4LIT|5ERES|69VULN|7ZMB|8DMG|aDUR
325	33163 22323	   	175.23	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1ASPD|2AART|3RCR|4ERES|5LIT|6VULN|7ZMB|89DMG|aDUR
326	33163 22363	   	175.23	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2AART|3RCR|4ERES|5LIT|69VULN|7ZMB|8DMG|aDUR
327	33131 35322	   	175.23	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1ASPD|2AART|3RCR|4LIT|5ERES|6ZMB|7DUR|89DMG|aVULN
328	33163 35322	   	175.23	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1ASPD|2AART|3RCR|4ERES|5LIT|6ZMB|7DUR|89DMG|aVULN
329	33342 25112	   	175.20	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	14ASPD|2AART|34VULN|4BPWR|5BEXP|6RCR|7ZMB|8LHND|9DUR|aCDMG
330	33342 25512	   	175.10	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	14ASPD|2AART|34VULN|4BPWR|5BEXP|6RCR|7ZMB|8DUST|9DUR|aCDMG
331	33152 35261	 * 	175.04	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1ASPD|2AART|3RCR|48VULN|5RCVC|6LHND|7aZMB|9DMG
332	33342 24124	   	175.02	DCR|3VULN|1AART|2ASPD|1CDMG	14ASPD|2AART|34aVULN|4BPWR|5BEXP|6RCR|7RCVC|8TLV|9CDMG
333	33332 22311	   	175.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|8DMG|9LHND|aZMB
334	33332 22333	   	175.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|8DMG|9ZMB|aDMSP
335	33332 22335	   	175.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|8DMG|9ZMB|aCGEN
336	33332 22336	   	175.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|8DMG|9ZMB|aRPLT
337	33332 23332	   	175.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7FEWX|8DMG|9ZMB|aDUR
338	33133 12221	   	175.00	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	19ASPD|2AART|3RCR|4LIT|5ZMB|6RPLT|78DMG|aVULN
339	33133 43682	 * 	175.00	ACR|2DMG|1AART|2CDMG|2ASPD|1ZMB	19ASPD|2AART|3RCR|49LIT|5ZMB|6aCDMG|7MBVNT|89DMG|9BPWR
340	33353 22311	   	174.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|8DMG|9LHND|aZMB
341	33353 22333	   	174.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|8DMG|9ZMB|aDMSP
342	33353 22335	   	174.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|8DMG|9ZMB|aCGEN
343	33353 22336	   	174.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|8DMG|9ZMB|aRPLT
344	33353 23332	   	174.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7FEWX|8DMG|9ZMB|aDUR
345	33332 21332	   	174.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUST|8DMG|9ZMB|aDUR
346	33332 22351	   	174.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUR|8DMG|9DUST|aZMB
347	33333 63516	 * 	174.82	DCR|3AART|2VULN|1DMG|1ASPD|1DUR	1ASPD|257AART|36VULN|4LIT|8RCR|9DUR|aDMG
348	33352 24241	   	174.82	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|349VULN|5BEXP|6RCR|7RCVC|8CGEN|aDMG
349	33353 21332	   	174.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUST|8DMG|9ZMB|aDUR
350	33353 22351	   	174.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUR|8DMG|9DUST|aZMB
351	33133 22262	 * 	174.77	ACR|3VULN|1AART|2ZMB|1DUR|1ASPD	1ASPD|2AART|3RCR|4LIT|57ZMB|69aVULN|8DUR
352	33352 24141	   	174.72	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|349VULN|5BEXP|6RCR|7RCVC|8TLV|aDMG
353	33343 23311	   	174.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|9LHND|aZMB
354	33343 23333	   	174.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|9ZMB|aCGEN
355	33343 23336	   	174.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|9ZMB|aRPLT
356	33332 23124	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7FEWX|8RMIN|9aDMG
357	33332 23224	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7FEWX|8CGEN|9aDMG
358	33332 23323	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7FEWX|89DMG|aMLV
359	33332 23325	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7FEWX|89DMG|aBEXP
360	33132 33345	   	174.64	ACR|3VULN|1AART|2FLTHEA|1ASPD	1ASPD|2AART|3RCR|46LIT|56FLTHEA|6BPWR|78aVULN|9RCVC
361	33252 25261	 * 	174.62	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1ASPD|2AART|3LHND|48VULN|5RCVC|6RCR|7aZMB|9DMG
362	33343 21311	   	174.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8DMG|9LHND|aZMB
363	33343 21331	   	174.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8DMG|9ZMB|aBEXP
364	33343 21333	   	174.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8DMG|9ZMB|aCGEN
365	33343 21336	   	174.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8DMG|9ZMB|aRPLT
366	33343 23351	   	174.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8DMG|9DUST|aZMB
367	33343 23423	   	174.58	DCR|2VULN|1AART|3ASPD|1CDMG|1ZMB	149ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7FEWX|8CDMG|aZMB
368	33345 23161	   	174.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	14ASPD|2AART|34VULN|4BPWR|58LHND|6RCR|7TLV|9DMG|aZMB
369	33355 25131	   	174.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	19ASPD|2AART|34VULN|58LHND|6RCR|7ZMB|aDMG
370	33345 23242	   	174.57	DCR|4VULN|1AART|2ASPD	14ASPD|2AART|3489VULN|4BPWR|5LHND|6RCR|7TLV|aRCVC
371	33332 21124	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUST|8RMIN|9aDMG
372	33332 21224	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUST|8CGEN|9aDMG
373	33332 21323	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUST|89DMG|aMLV
374	33332 23324	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7FEWX|89DMG|aDUST
375	33353 23124	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7FEWX|8RMIN|9aDMG
376	33353 23224	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7FEWX|8CGEN|9aDMG
377	33353 23323	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7FEWX|89DMG|aMLV
378	33353 23325	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7FEWX|89DMG|aBEXP
379	42231 36116	 * 	174.53	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2AART|37RPLT|456VULN|8RCR|9DMG|aCDMG
380	52231 36116	   	174.53	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2AART|37RPLT|456VULN|8RCR|9DMG|aCDMG
381	33343 23431	   	174.52	DCR|3VULN|1AART|2ASPD|1CDMG	14ASPD|2AART|34aVULN|4BPWR|5LIT|6RCR|7FEWX|8CDMG|9RCVC
382	33343 21423	   	174.48	DCR|2VULN|1AART|3ASPD|1CDMG|1ZMB	149ASPD|2AART|34VULN|4BPWR|5LIT|6RCR|7DUST|8CDMG|aZMB
383	33332 21324	   	174.45	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7aDUST|89DMG
384	33332 21326	   	174.45	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|35VULN|45LIT|5BPWR|6RCR|7DUST|89DMG|aTLV
385	33353 21124	   	174.45	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUST|8RMIN|9aDMG
386	33353 21224	   	174.45	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUST|8CGEN|9aDMG
387	33353 21323	   	174.45	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUST|89DMG|aMLV
388	33353 23324	   	174.45	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7FEWX|89DMG|aDUST
389	22231 36116	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2AART|37RPLT|456VULN|8RCR|9DMG|aCDMG
390	33342 12124	   	174.43	DCR|3VULN|1AART|2CDMG|2ASPD	14ASPD|2AART|34aVULN|4BPWR|5BEXP|6CGEN|79CDMG|8RCR
391	33343 21431	   	174.42	DCR|3VULN|1AART|2ASPD|1CDMG	14ASPD|2AART|34aVULN|4BPWR|5LIT|6RCR|7DUST|8CDMG|9RCVC
392	33353 21324	   	174.35	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7aDUST|89DMG
393	33353 21326	   	174.35	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2AART|34VULN|5LIT|6RCR|7DUST|89DMG|aTLV
394	33341 52124	   	174.33	DCR|3VULN|1AART|2CDMG|2ASPD	14ASPD|2AART|34aVULN|4BPWR|5ERES|6FEWX|79CDMG|8RCR
395	33342 52124	   	174.33	DCR|3VULN|1AART|2CDMG|2ASPD	14ASPD|2AART|34aVULN|4BPWR|5BEXP|6ERES|79CDMG|8RCR
396	33333 22461	   	174.23	DCR|2AART|2VULN|1CDMG|2DUR|1ASPD	1ASPD|25AART|3aVULN|4LIT|6RCR|79DUR|8CDMG
397	33124 62363	 * 	174.13	ACR|2AART|2VULN|3ASPD|2DUR	19aASPD|27AART|3RCR|4CGEN|59DUR|69VULN|8RMIN|9BPWR
398	33126 32363	   	174.13	ACR|2AART|2VULN|3ASPD|2DUR	19aASPD|27AART|3RCR|4CGEN|59VULN|69DUR|8RMIN|9BPWR
399	33342 25321	   	174.12	DCR|3VULN|1AART|2ZMB|2ASPD	14ASPD|2AART|349VULN|4BPWR|5BEXP|6RCR|7aZMB|8RMIN
400	33345 25211	   	174.12	DCR|3VULN|1AART|2ZMB|2ASPD	14ASPD|2AART|348VULN|4BPWR|5LHND|6RCR|7aZMB|9CGEN
401	33345 25321	   	174.12	DCR|3VULN|1AART|2ZMB|2ASPD	14ASPD|2AART|349VULN|4BPWR|5LHND|6RCR|7aZMB|8CGEN
402	36334 34357	 * 	174.09	DCR|3ZMB|3CDMG|1VULN|3ASPD|1DMG	19aASPD|2MBVNT|3DMG|49aCDMG|5VULN|6DUST|79aZMB|8RCR|9aBPWR
403	33333 22332	   	174.06	DCR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|25AART|3VULN|4LIT|6RCR|7aDUR|8DMG|9ZMB
404	33132 12342	 * 	174.04	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD|1DUR	1ASPD|2AART|3RCR|4LIT|5FLTHEA|6LWND|7DUR|8VULN|9CDMG|aDMG
405	33332 23361	   	174.02	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|359VULN|45LIT|5BPWR|6RCR|7FEWX|8DMG|aRCVC
406	33342 25221	   	174.02	DCR|3VULN|1AART|2ZMB|2ASPD	14ASPD|2AART|349VULN|4BPWR|5BEXP|6RCR|7aZMB|8ERES
407	33126 63235	   	174.01	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2AART|3RCR|47CGEN|5689VULN|aDUR
408	33126 66231	   	174.01	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2AART|3RCR|4CGEN|568aVULN|7LHND|9DUR
409	33353 23361	   	173.92	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|349VULN|5LIT|6RCR|7FEWX|8DMG|aRCVC
410	33332 21361	   	173.92	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2AART|359VULN|45LIT|5BPWR|6RCR|7DUST|8DMG|aRCVC
411	33125 16235	   	173.87	ACR|3VULN|2AART|1ASPD|1DUR	1ASPD|25AART|3RCR|4CGEN|6RCVC|789VULN|aDUR
