0	Index      	 *	Score 	Summary	Detail	
1	13433 16131	 * 	187.27	DCR|3VULN|3DMG|3DUR	19aDUR|2RPLT|3BEXP|49aVULN|5ERES|6RCR|7FEWX|89aDMG|9aBPWR
334	22263 12425	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|356VULN|4AART|7NUKE|8CDMG|9RCR|aRMIN
335	22263 12426	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|356VULN|4AART|7NUKE|8CDMG|9RCR|aLWND
336	22263 15421	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|356VULN|4AART|7ERES|8CDMG|9RCR|aBEXP
337	22263 15422	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|356VULN|4AART|7ERES|8CDMG|9RCR|aMLV
338	22263 15423	   	157.71	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|356VULN|4AART|7ERES|8CDMG|9RCR|aCGEN
339	23365 13126	   	157.69	ACR|3VULN|1AART|2ZMB	1DMSP|2ERES|3AART|4RCR|5LEGI|678VULN|9aZMB
340	13213 34411	 * 	157.68	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1DUR|2RPLT|3LHND|4RCVC|5DMG|6FLTHEA|7VULN|8RCR|9AART|aCDMG
341	54233 32233	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|3aVULN|4RPLT|5DMG|6DUST|7AART|8DUR|9RCR
342	14263 12422	   	157.61	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RCVC|356VULN|4AART|7NUKE|8CDMG|9RCR|aTLV
343	22263 12422	   	157.61	DCR|3VULN|1AART|1CDMG|1DUR	1DMSP|2DUR|356VULN|4AART|7NUKE|8CDMG|9RCR|aTLV
344	22433 34411	   	157.58	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1DMSP|2DUR|3LEGI|4RPLT|5DMG|6FLTHEA|7VULN|8RCR|9AART|aCDMG
345	11116 53211	   	157.56	ACR|2AART|3ZMB|1VULN|2DUR	14DUR|2DUST|39aZMB|5RCR|68AART|7VULN
346	11136 53214	   	157.56	ACR|2AART|3ZMB|1VULN|2DUR	1aDUR|2DUST|349ZMB|5RCR|68AART|7VULN
347	22263 36363	   	157.56	DCR|3VULN|1AART|1ZMB|1DUR	1DMSP|2DUR|35aVULN|4AART|6ZMB|79RCVC|8RCR
348	32115 53252	   	157.52	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1FEWX|2BEXP|3ZMB|45DUR|68AART|7VULN|9RCR|aDMG
349	14263 12321	   	157.46	DCR|3VULN|1AART|1ZMB|1DUR	1DUR|2RCVC|356VULN|4AART|7NUKE|8RCR|9FEWX|aZMB
350	22263 12321	   	157.46	DCR|3VULN|1AART|1ZMB|1DUR	1DMSP|2DUR|356VULN|4AART|7NUKE|8RCR|9FEWX|aZMB
351	54263 12312	   	157.46	DCR|3VULN|1AART|1ZMB|1DUR	1MLV|2ZMB|356VULN|4AART|7NUKE|8RCR|9DUR|aLIT
352	54263 12332	   	157.46	DCR|3VULN|1AART|1ZMB|1ASPD	1MLV|2ZMB|356VULN|4AART|7NUKE|8RCR|9RMIN|aASPD
353	54263 13332	   	157.46	DCR|3VULN|1AART|1ZMB|1DUR	1MLV|2ZMB|356VULN|4AART|7DUR|8RCR|9TLV|aLIT
354	24163 12311	   	157.46	DCR|3VULN|1AART|1ZMB|1DUR	1DMSP|256VULN|3FEWX|4AART|7NUKE|8RCR|9DUR|aZMB
355	24163 12322	   	157.46	DCR|3VULN|1AART|1ZMB|1ASPD	1DMSP|256VULN|3FEWX|4AART|7NUKE|8RCR|9ZMB|aASPD
356	24563 12311	   	157.46	DCR|3VULN|1AART|1ZMB|1DUR	1DMSP|256VULN|3BEXP|4AART|7NUKE|8RCR|9DUR|aZMB
357	24563 12322	   	157.46	DCR|3VULN|1AART|1ZMB|1ASPD	1DMSP|256VULN|3BEXP|4AART|7NUKE|8RCR|9ZMB|aASPD
358	24252 13422	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMSP|237VULN|4MBVNT|5DMG|6LWND|8RCR|9ZMB|aCDMG
359	24252 31422	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMSP|236VULN|4MBVNT|5DMG|7LWND|8RCR|9ZMB|aCDMG
360	24252 37222	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMSP|236VULN|4MBVNT|5DMG|7BEXP|8RCR|9ZMB|aCDMG
361	24252 83222	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1DMSP|237VULN|4MBVNT|5DMG|6BEXP|8RCR|9ZMB|aCDMG
362	22242 31525	   	157.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14DMSP|2DUR|36VULN|5DMG|7LWND|8AART|9CDMG|aRCR
363	14233 33341	   	157.39	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|2RCVC|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aFEWX
364	14233 33342	   	157.39	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|2RCVC|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aLWND
365	14233 33346	   	157.39	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1DUR|2RCVC|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aCGEN
366	22233 33341	   	157.39	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DMSP|2DUR|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aFEWX
367	22233 33342	   	157.39	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DMSP|2DUR|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aLWND
368	22233 33346	   	157.39	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DMSP|2DUR|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aCGEN
369	31123 16633	 * 	157.37	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	17FEWX|27DUST|3ZMB|4AART|5BASHEA|67VULN|7BPWR|8FLTHEA|9CDMG|aRCR
370	11563 15221	   	157.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2DUST|3AART|5BEXP|6DMG|7ASPD|8CDMG|9RCR|aVULN
371	22263 12356	   	157.36	DCR|3VULN|1AART|1ZMB|1DUR	1DMSP|2DUR|356VULN|4AART|7NUKE|8RCR|9TLV|aZMB
372	54263 11312	   	157.36	DCR|3VULN|1AART|1ZMB|1DUR	1MLV|2ZMB|356VULN|4AART|7LEGI|8RCR|9DUR|aERES
373	54263 13322	   	157.36	DCR|3VULN|1AART|1ZMB|1DUR	1MLV|2ZMB|356VULN|4AART|7DUR|8RCR|9DUST|aERES
374	64263 12312	   	157.36	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|2ZMB|356VULN|4AART|7NUKE|8RCR|9DUR|aLIT
375	64263 12332	   	157.36	DCR|3VULN|1AART|1ZMB|1ASPD	1ERES|2ZMB|356VULN|4AART|7NUKE|8RCR|9RMIN|aASPD
376	55213 23221	   	157.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	12MLV|2BPWR|3CDMG|4ZMB|5aVULN|6RCR|7DUR|8LHND|9AART
377	55213 26321	   	157.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	12MLV|2BPWR|3CDMG|4ZMB|5aVULN|6RCR|7LWND|8DUR|9AART
378	14233 33343	   	157.29	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1DUR|2RCVC|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aDLOT
379	14233 33345	   	157.29	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|2RCVC|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aDUST
380	22233 33343	   	157.29	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DMSP|2DUR|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aDLOT
381	22233 33345	   	157.29	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DMSP|2DUR|36VULN|4RPLT|56DMG|6BPWR|7ASPD|8ZMB|9RCR|aDUST
382	23362 15341	   	157.28	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DMSP|2ERES|3AART|4RCR|5DUR|6VULN|7ASPD|8CGEN|9DMG|aCDMG
383	12121 63252	 * 	157.28	DCR|2AART|1VULN|1DMG|2ZMB|1DUR	1DUR|2BEXP|36ZMB|48AART|5FEWX|7VULN|9RCR|aDMG
384	24166 13132	   	157.28	DCR|3VULN|1AART|1DMG	1DMSP|278VULN|3FEWX|4AART|5LWND|6DMG|9RCR|aLIT
