0	Index      	 *	Score 	Summary	Detail	
1	31263 23163	 * 	186.06	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8aVULN|9ASPD
339	56132 23614	   	163.38	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2MGNLIT|3MBVNT|4ZMB|579VULN|6DMG|8AART|aRCR
340	31261 63221	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2AART|3CDMG|47DMG|5LHND|6VULN|8DMSP|9RCR|aDUR
341	31145 33126	   	163.31	DCR|3VULN|2AART|1CDMG	1ERES|27AART|345VULN|6MBVNT|8RMIN|9RCR|aCDMG
342	21141 12325	   	163.30	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1CGEN|2AART|348VULN|5LHND|6ASPD|7DUR|9RCR|aZMB
343	21141 42324	   	163.30	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1CGEN|2AART|348VULN|5LHND|6ZMB|7DUR|9RCR|aASPD
344	31145 31124	   	163.22	DCR|4VULN|1AART|1ZMB	1ERES|2AART|3458VULN|6MBVNT|7TLV|9RCR|aZMB
345	31145 31624	   	163.22	DCR|4VULN|1AART|1ZMB	18ERES|2AART|3458VULN|6MBVNT|78TLV|8BPWR|9RCR|aZMB
346	31262 22325	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15ERES|2AART|3CDMG|47DMG|6ASPD|8LHND|9RCR|aVULN
347	31262 22425	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15ERES|2AART|3CDMG|47DMG|6ASPD|8BEXP|9RCR|aVULN
348	31262 23225	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	15ERES|2AART|3CDMG|48DMG|6ASPD|7FEWX|9RCR|aVULN
349	21233 36243	   	163.14	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1ASPD	1CGEN|2AART|35CDMG|4LHND|6ZMB|7DMG|8ASPD|9RCR|aVULN
350	21143 36313	   	163.08	DCR|3AART|2VULN|1DMG|1ASPD	1CGEN|268AART|34VULN|5DMG|7DMSP|9ASPD|aRCR
351	21145 35314	   	163.08	DCR|3VULN|1AART|2CDMG	1CGEN|2AART|345VULN|6MBVNT|7RCR|8aCDMG|9MLV
352	21151 63422	 * 	163.04	DCR|3AART|2VULN|1CDMG|1ZMB	1CGEN|28aAART|36VULN|4ERES|5CDMG|7ZMB|9RCR
353	31161 63422	   	163.04	DCR|3AART|2VULN|1CDMG|1ZMB	1ERES|28aAART|36VULN|4CGEN|5CDMG|7ZMB|9RCR
354	21223 24614	   	163.02	DCR|3VULN|1AART|2CDMG|1ASPD	17CGEN|2AART|36CDMG|4BELT|569VULN|6BPWR|8ASPD|aRCR
355	21223 26614	   	163.02	DCR|3VULN|1AART|2CDMG|1ASPD	1CGEN|2AART|36CDMG|4BELT|569VULN|6BPWR|7RCVC|8ASPD|aRCR
356	21255 53131	   	163.01	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1CGEN|2AART|3CDMG|45ZMB|69VULN|7RCR|8FEWX|aDUR
357	36256 34331	   	163.01	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2MBVNT|3AART|459VULN|6CGEN|7RCR|8CDMG|aDUR
358	31145 35314	   	162.98	DCR|3VULN|1AART|2CDMG	1ERES|2AART|345VULN|6MBVNT|7RCR|8aCDMG|9MLV
359	31153 22321	   	162.98	DCR|3VULN|1AART|1DMG	146ERES|2AART|38aVULN|5DMG|7RCR|9LSRICY
360	31153 22343	   	162.98	DCR|3VULN|1AART|1DMG	146ERES|2AART|38aVULN|5DMG|7RCR|9BEXP
361	31153 22353	   	162.98	DCR|3VULN|1AART|1DMG	146ERES|2AART|38aVULN|5DMG|7RCR|9LHND
362	31153 22363	   	162.98	DCR|3VULN|1AART|1DMG	146ERES|2AART|38aVULN|5DMG|7RCR|9LWND
363	31153 22425	   	162.98	DCR|3DMG|1AART|1VULN	146ERES|2AART|3VULN|58aDMG|7RCR|9LSRICY
364	31153 22441	   	162.98	DCR|3DMG|1AART|1VULN	146ERES|2AART|3VULN|58aDMG|7RCR|9BEXP
365	31153 22451	   	162.98	DCR|3DMG|1AART|1VULN	146ERES|2AART|3VULN|58aDMG|7RCR|9LHND
366	31153 22461	   	162.98	DCR|3DMG|1AART|1VULN	146ERES|2AART|3VULN|58aDMG|7RCR|9LWND
367	31263 22525	   	162.94	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	17ERES|2AART|38CDMG|4DMG|5ZMB|6DUR|9RCR|aVULN
368	31253 53131	   	162.91	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1ERES|2AART|3CDMG|45ZMB|69VULN|7RCR|8FEWX|aDUR
369	21255 53231	   	162.91	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1CGEN|2AART|3CDMG|45ZMB|69VULN|7RCR|8LEGI|aDUR
370	31142 61125	   	162.87	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|2AART|348VULN|5MLV|6ZMB|7TLV|9RCR|aCDMG
371	23166 61331	   	162.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|25VULN|3LHND|4CDMG|6LIT|7AART|8RCR|9DMG|aDUR
372	31253 53231	   	162.81	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1ERES|2AART|3CDMG|45ZMB|69VULN|7RCR|8LEGI|aDUR
373	21261 61523	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	17CGEN|2AART|38CDMG|4DMG|5LHND|6aVULN|9RCR
374	21261 63523	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2AART|38CDMG|4DMG|57LHND|6aVULN|9RCR
375	21411 12322	 * 	162.79	DCR|2VULN|1AART|3ASPD|1DMG	1CGEN|2AART|357ASPD|45LIT|5BPWR|68VULN|9RCR|aDMG
376	21451 62322	   	162.79	DCR|2VULN|1AART|3ASPD|1DMG	14CGEN|2AART|345ASPD|4BPWR|6LIT|78VULN|9RCR|aDMG
377	21143 12363	   	162.77	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1CGEN|2AART|348VULN|5DMG|6LHND|7DUR|9SELL|aRCR
378	33166 61331	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|25VULN|3LHND|4CDMG|6LIT|7AART|8RCR|9DMG|aDUR
379	23161 52623	   	162.62	DCR|3VULN|1AART|2ASPD|1CDMG	1CGEN|26aVULN|3LHND|4CDMG|58ASPD|7AART|9RCR
380	31253 34326	   	162.62	DCR|2AART|2VULN|2ZMB|1CDMG	1ERES|27AART|3CDMG|45ZMB|6CGEN|8aVULN|9RCR
381	31261 63522	   	162.59	DCR|2DMG|1AART|1VULN|2CDMG	1ERES|2AART|38CDMG|47DMG|5LHND|6VULN|9RCR|aDUST
382	33161 52623	   	162.52	DCR|3VULN|1AART|2ASPD|1CDMG	1ERES|26aVULN|3LHND|4CDMG|58ASPD|7AART|9RCR
383	26231 23525	   	162.43	DCR|3DMG|1VULN|1CDMG|1ZMB	1CGEN|235DMG|45LHND|5BPWR|6RCR|7ZMB|8VULN|9RPLT|aCDMG
384	31232 64531	   	162.39	DCR|2AART|2VULN|1CDMG|2DUR	16ERES|27AART|3CDMG|4FEWX|56VULN|6BPWR|8RCR|9aDUR
385	52233 63243	 * 	162.38	DCR|5VULN|1ZMB|1DUR	1LWND|24789VULN|3ERES|5DUR|6RCR|aZMB
386	21255 53123	 * 	162.38	DCR|2VULN|1AART|2CDMG|2ZMB	1CGEN|2AART|39CDMG|45ZMB|6aVULN|7RCR|8FEWX
387	36256 34323	   	162.38	DCR|3VULN|1AART|2CDMG	1ERES|2MBVNT|3AART|45aVULN|6CGEN|7RCR|89CDMG
388	36256 34334	   	162.38	DCR|3VULN|1AART|2CDMG	1ERES|2MBVNT|3AART|459VULN|6CGEN|7RCR|8aCDMG
389	52131 62336	   	162.38	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1LWND|2VULN|3LIT|4DUR|5FLTHEA|6RCR|7DMG|8ERES|9AART|aCDMG
390	23161 52523	   	162.32	DCR|3VULN|1AART|2CDMG|1ASPD	1CGEN|26aVULN|3LHND|48CDMG|5ASPD|7AART|9RCR
391	26233 52363	   	162.31	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1CGEN|23DMG|4LHND|58VULN|6AART|7DUR|9SELL|aRCR
392	26231 21322	   	162.30	DCR|3DMG|2VULN|1DUR	17CGEN|235DMG|45LHND|5BPWR|6RCR|89VULN|aDUR
393	26231 21326	   	162.30	DCR|3DMG|2VULN|1ASPD	17CGEN|235DMG|45LHND|5BPWR|6RCR|89VULN|aASPD
394	26231 24322	   	162.30	DCR|3DMG|2VULN|1DUR	1CGEN|235DMG|457LHND|5BPWR|6RCR|89VULN|aDUR
395	26231 24326	   	162.30	DCR|3DMG|2VULN|1ASPD	1CGEN|235DMG|457LHND|5BPWR|6RCR|89VULN|aASPD
396	26251 21322	   	162.30	DCR|3DMG|2VULN|1DUR	17CGEN|235DMG|45LWND|5BPWR|6RCR|89VULN|aDUR
397	26251 21326	   	162.30	DCR|3DMG|2VULN|1ASPD	17CGEN|235DMG|45LWND|5BPWR|6RCR|89VULN|aASPD
398	31253 53123	   	162.28	DCR|2VULN|1AART|2CDMG|2ZMB	1ERES|2AART|39CDMG|45ZMB|6aVULN|7RCR|8FEWX
399	21255 53223	   	162.28	DCR|2VULN|1AART|2CDMG|2ZMB	1CGEN|2AART|39CDMG|45ZMB|6aVULN|7RCR|8LEGI
400	33161 52523	   	162.22	DCR|3VULN|1AART|2CDMG|1ASPD	1ERES|26aVULN|3LHND|48CDMG|5ASPD|7AART|9RCR
401	31253 53223	   	162.18	DCR|2VULN|1AART|2CDMG|2ZMB	1ERES|2AART|39CDMG|45ZMB|6aVULN|7RCR|8LEGI
402	11513 42522	   	162.08	DCR|2VULN|2AART|2CDMG|1ZMB	12CDMG|2BPWR|3ERES|46VULN|5MLV|7aAART|8ZMB|9RCR
403	13133 21145	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2BEXP|3LWND|47VULN|5RCR|6DUR|8FEWX|9AART|aDMG
404	31262 53531	   	162.03	DCR|1AART|1VULN|2CDMG|1DMG|2DUR	15ERES|2AART|38CDMG|4DMG|6VULN|7RCR|9aDUR
405	31263 24125	   	162.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|2AART|3CDMG|4DMG|5ZMB|68DUR|7DMSP|9RCR|aVULN
406	16133 21145	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|3LWND|47VULN|5RCR|6DUR|8FEWX|9AART|aDMG
407	31263 22125	   	161.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	17ERES|2AART|3CDMG|4DMG|5ZMB|68DUR|9RCR|aVULN
408	26222 42115	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	14CGEN|23DMG|5AART|6RCR|79LHND|8VULN|aCDMG
409	26222 42121	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	14CGEN|23DMG|5AART|6RCR|7LHND|8VULN|9RMIN|aCDMG
410	26222 44131	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	14CGEN|23DMG|5AART|6RCR|7BEXP|8VULN|9MLV|aCDMG
411	26222 42225	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	14CGEN|23DMG|5AART|6RCR|7LHND|8RMIN|9CDMG|aVULN
412	23114 65211	   	161.86	DCR|4VULN|1AART|1DUR	1CGEN|2578VULN|3LHND|4DUR|6RCR|9BEXP|aAART
413	22316 14243	   	161.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	17CGEN|2RPLT|37BEXP|4DMG|5DUR|67VULN|7BPWR|8RCR|9AART|aCDMG
414	26222 46131	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	14CGEN|23DMG|5AART|6RCR|7LEGI|8VULN|9MLV|aCDMG
415	26222 42152	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	14CGEN|23DMG|5AART|6RCR|7LHND|8VULN|9CDMG|aDUST
416	26222 44121	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	14CGEN|23DMG|5AART|6RCR|7BEXP|8VULN|9ERES|aCDMG
417	23114 65221	   	161.76	DCR|4VULN|1AART|1DUR	1CGEN|2578VULN|3LHND|4DUR|6RCR|9MBVNT|aAART
418	33114 65211	   	161.76	DCR|4VULN|1AART|1DUR	1ERES|2578VULN|3LHND|4DUR|6RCR|9BEXP|aAART
419	33133 65211	   	161.76	DCR|4VULN|1AART|1DUR	1ERES|2478VULN|3LHND|5DUR|6RCR|9BEXP|aAART
420	51234 63231	   	161.76	DCR|4VULN|1AART|1DUR	1LWND|2FEWX|3ERES|4578VULN|6RCR|9DUR|aAART
421	52214 63211	   	161.76	DCR|4VULN|1AART|1DUR	1LWND|2578VULN|3ERES|4DUR|6RCR|9BEXP|aAART
422	52233 63211	   	161.76	DCR|4VULN|1AART|1DUR	1LWND|2478VULN|3ERES|5DUR|6RCR|9BEXP|aAART
423	21161 63611	   	161.70	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1CGEN|2AART|36VULN|48ASPD|5CDMG|7RCR|9LHND|aDUR
424	21161 63621	   	161.70	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1CGEN|2AART|36VULN|48ASPD|5CDMG|7RCR|9FEWX|aDUR
425	21161 63632	   	161.70	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1CGEN|2AART|36VULN|48ASPD|5CDMG|7RCR|9DUR|aLHND
426	21161 63633	   	161.70	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1CGEN|2AART|36VULN|48ASPD|5CDMG|7RCR|9DUR|aRPLT
427	26222 46121	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	14CGEN|23DMG|5AART|6RCR|7LEGI|8VULN|9ERES|aCDMG
428	26222 41125	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	14CGEN|23DMG|5AART|6RCR|7TLV|8DUST|9CDMG|aVULN
429	26226 26332	   	161.67	DCR|3DMG|2VULN|1ZMB	14aCGEN|23aDMG|5RMIN|6FEWX|7ZMB|8RCR|9aVULN|aBPWR
430	33114 65221	   	161.66	DCR|4VULN|1AART|1DUR	1ERES|2578VULN|3LHND|4DUR|6RCR|9MBVNT|aAART
431	33133 65221	   	161.66	DCR|4VULN|1AART|1DUR	1ERES|2478VULN|3LHND|5DUR|6RCR|9MBVNT|aAART
432	52214 63221	   	161.66	DCR|4VULN|1AART|1DUR	1LWND|2578VULN|3ERES|4DUR|6RCR|9MBVNT|aAART
433	52233 63221	   	161.66	DCR|4VULN|1AART|1DUR	1LWND|2478VULN|3ERES|5DUR|6RCR|9MBVNT|aAART
434	22316 11243	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2RPLT|3BEXP|4DMG|5DUR|67VULN|8RCR|9AART|aCDMG
435	26222 25125	   	161.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	14CGEN|23DMG|5AART|6MLV|7CDMG|8ASPD|9RCR|aVULN
436	31262 21624	   	161.54	DCR|2AART|2DMG|1CDMG|1ASPD|1DUR	15ERES|27AART|3CDMG|4aDMG|6ASPD|8DUR|9RCR
437	31263 23121	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9BEXP|aLWND
438	31263 23122	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9BEXP|aCGEN
439	31263 23123	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9BEXP|aLHND
440	31263 23124	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9aBEXP
441	31263 23134	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9CGEN|aFEWX
442	31263 23136	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9CGEN|aLWND
443	31263 23141	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9aLWND
444	31263 23143	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9LWND|aDMSP
445	31263 23144	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9LWND|aBEXP
446	31263 23146	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9LWND|aRPLT
447	31263 23233	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8FEWX|9CGEN|aVULN
448	31263 23331	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8BELT|9LHND|aVULN
449	21265 33131	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8FEWX|9VULN|aDUR
450	31263 13131	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6LHND|7RCR|8VULN|9CGEN|aDUR
451	31263 13164	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6LHND|7RCR|8VULN|9ASPD|aFEWX
452	31263 13165	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6LHND|7RCR|8VULN|9ASPD|aRMIN
453	31263 13311	   	161.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6LHND|7RCR|8BELT|9DUR|aVULN
454	31263 23111	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9DUST|aLWND
455	31263 23112	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9DUST|aCGEN
456	31263 23113	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9DUST|aLHND
457	31263 23114	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9DUST|aBEXP
458	31263 23116	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9DUST|aRPLT
459	31263 23125	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9BEXP|aTLV
460	31263 23132	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9CGEN|aDUST
461	31263 23145	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1aERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9LWND
462	31263 23461	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8DUST|9VULN|aLWND
463	31263 23462	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8DUST|9VULN|aCGEN
464	31263 23463	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8DUST|9VULN|aLHND
465	21265 33231	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8LEGI|9VULN|aDUR
466	21265 33423	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8NUKE|9ASPD|aVULN
467	21463 24313	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3ASPD|4ZMB|5DMG|6ERES|7RCR|8CDMG|9TLV|aVULN
468	31252 53411	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	15ERES|2AART|3CDMG|4ZMB|6VULN|7RCR|8DMG|9MLV|aDUR
469	31252 53431	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	15ERES|2AART|3CDMG|4ZMB|6VULN|7RCR|8DMG|9BEXP|aDUR
470	31256 13411	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	16ERES|2AART|3CDMG|4ZMB|5VULN|7RCR|8DMG|9MLV|aDUR
471	31256 13431	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	16ERES|2AART|3CDMG|4ZMB|5VULN|7RCR|8DMG|9BEXP|aDUR
472	31263 13163	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6LHND|7RCR|8VULN|9ASPD|aMBVNT
473	31263 33131	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8FEWX|9VULN|aDUR
474	31463 34313	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2AART|3ASPD|4ZMB|5DMG|6MLV|7RCR|8CDMG|9TLV|aVULN
475	21133 16352	   	161.41	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2AART|37aVULN|4LIT|5LWND|6CDMG|8RCR|9DUR
476	21161 63121	   	161.40	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1CGEN|2AART|36VULN|4ASPD|59CDMG|7RCR|8FEWX|aDUR
477	21161 63511	   	161.40	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1CGEN|2AART|36VULN|4ASPD|58CDMG|7RCR|9LHND|aDUR
478	21161 63521	   	161.40	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1CGEN|2AART|36VULN|4ASPD|58CDMG|7RCR|9FEWX|aDUR
479	21161 63532	   	161.40	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1CGEN|2AART|36VULN|4ASPD|58CDMG|7RCR|9DUR|aLHND
480	21161 63533	   	161.40	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1CGEN|2AART|36VULN|4ASPD|58CDMG|7RCR|9DUR|aRPLT
481	52131 63522	   	161.37	DCR|2AART|1DMG|1VULN|1FLTHEA|1DUR	1LWND|2VULN|3LIT|4DUR|5FLTHEA|6RCR|7aAART|8LSRREG|9DMG
482	11333 26154	 * 	161.34	DCR|3DMG|1VULN|2CDMG|1ZMB	12CDMG|2BPWR|3FEWX|478DMG|5TLV|6ZMB|9RCR|aVULN
483	31263 23115	   	161.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1aERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8VULN|9DUST
484	31153 22242	   	161.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	146ERES|2AART|3VULN|5DMG|7RCR|8CDMG|9ZMB|aDUR
485	31252 53421	   	161.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	15ERES|2AART|3CDMG|4ZMB|6VULN|7RCR|8DMG|9DUST|aDUR
486	31256 13421	   	161.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	16ERES|2AART|3CDMG|4ZMB|5VULN|7RCR|8DMG|9DUST|aDUR
487	31263 33231	   	161.33	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8LEGI|9VULN|aDUR
488	31263 33423	   	161.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6TLV|7RCR|8NUKE|9ASPD|aVULN
489	31263 33615	   	161.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|69TLV|7RCR|8ASPD|aVULN
490	31133 16352	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1ERES|2AART|37aVULN|4LIT|5LWND|6CDMG|8RCR|9DUR
491	31232 65511	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	16ERES|2AART|3CDMG|4FEWX|567VULN|6BPWR|8RCR|9MLV|aDUR
492	31232 65521	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	16ERES|2AART|3CDMG|4FEWX|567VULN|6BPWR|8RCR|9RMIN|aDUR
493	31232 65532	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	16ERES|2AART|3CDMG|4FEWX|567VULN|6BPWR|8RCR|9DUR|aBELT
494	21161 63221	   	161.30	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1CGEN|2AART|36VULN|4ASPD|59CDMG|7RCR|8LEGI|aDUR
495	31251 23165	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4ZMB|5LHND|6DUR|7DMG|8VULN|9ASPD|aRCR
496	31256 23215	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4ZMB|5VULN|6DUR|7DMG|8ASPD|9BEXP|aRCR
497	31263 25235	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7ASPD|8LHND|9VULN|aRCR
498	31263 26215	   	161.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7VULN|8ASPD|9BEXP|aRCR
499	21133 16341	   	161.26	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|29AART|37VULN|4LIT|5LWND|6CDMG|8RCR|aZMB
