0	Index      	 *	Score 	Summary	Detail	
1	22232 14154	 * 	187.18	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	19ERES|29CDMG|36DMG|4ZMB|5AART|7RPLT|89VULN|9BPWR|aRCR
320	53426 31131	 * 	159.42	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR|2MSE	19MSE|2DUR|39VULN|4AART|5ERES|6RCR|7DMG|89ASPD|9BPWR|aCDMG
321	13225 13351	   	159.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|5RMIN|6DMG|78AART|9VULN|aDUST
322	13225 13356	   	159.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|5RMIN|6DMG|78AART|9VULN|aTLV
323	34225 13242	   	159.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2BEXP|3CDMG|4RCR|5RMIN|6DMG|79AART|8ASPD|aVULN
324	22222 61422	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|38DMG|4FEWX|5VULN|6RCR|7MGNLIT|9AART|aLSRICY
325	22222 61423	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|38DMG|4FEWX|5VULN|6RCR|7MGNLIT|9AART|aDMSP
326	22222 61425	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|38DMG|4aFEWX|5VULN|6RCR|7MGNLIT|9AART
327	22222 61426	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|38DMG|4FEWX|5VULN|6RCR|7MGNLIT|9AART|aCGEN
328	33123 35245	   	159.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|4AART|5aDMG|6MBVNT|7VULN|8ZMB|9RCR
329	11423 25253	   	159.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aLHND|2DUST|38VULN|4DMG|5RCR|6ZMB|7ASPD|9AART
330	11423 21252	   	159.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2DUST|38VULN|4DMG|5RCR|6ZMB|7CGEN|9AART|aASPD
331	36423 21252	   	159.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2LHND|38VULN|4DMG|5RCR|6ZMB|7CGEN|9AART|aASPD
332	33223 21252	   	159.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ASPD|38VULN|4FEWX|5RCR|6ZMB|7CGEN|9AART|aDMG
333	33353 21252	   	159.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ASPD|3LHND|48VULN|5RCR|6ZMB|7CGEN|9AART|aDMG
334	33433 21252	   	159.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ASPD|3FEWX|48VULN|5RCR|6ZMB|7CGEN|9AART|aDMG
335	22212 65262	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4LHND|5aVULN|6RCR|7DUST|8LWND|9AART
336	22222 61421	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|38DMG|4FEWX|5VULN|6RCR|7MGNLIT|9AART|aDUST
337	22222 63138	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|3aDMG|4FEWX|5VULN|6RCR|7CGEN|8MBVNT|9AART
338	22222 65633	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4FEWX|5aVULN|6RCR|7DUST|8CGEN|9AART
339	22244 63233	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4aVULN|5DUST|6RCR|7CGEN|8BEXP|9AART
340	22262 61422	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|38DMG|4DUST|5VULN|6RCR|7MGNLIT|9AART|aBEXP
341	22262 63233	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4DUST|5aVULN|6RCR|7CGEN|8BEXP|9AART
342	33123 43212	   	159.27	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|578DMG|6RCR|7BPWR|9LIT|aRCVC
343	11423 25252	   	159.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2DUST|38VULN|4DMG|5RCR|6ZMB|7ASPD|9AART|aERES
344	11423 22252	   	159.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2DUST|38VULN|4DMG|5RCR|6ZMB|7TLV|9AART|aASPD
345	32253 25252	   	159.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ERES|3LWND|48VULN|5RCR|6ZMB|7ASPD|9AART|aDMG
346	33223 22252	   	159.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ASPD|38VULN|4FEWX|5RCR|6ZMB|7TLV|9AART|aDMG
347	33353 22252	   	159.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ASPD|3LHND|48VULN|5RCR|6ZMB|7TLV|9AART|aDMG
348	33433 22252	   	159.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ASPD|3FEWX|48VULN|5RCR|6ZMB|7TLV|9AART|aDMG
349	36423 22252	   	159.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2LHND|38VULN|4DMG|5RCR|6ZMB|7TLV|9AART|aASPD
350	22222 64252	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	18ERES|2CDMG|3DMG|4FEWX|57VULN|6RCR|9AART|aTLV
351	22222 64253	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	18ERES|2CDMG|3DMG|4FEWX|57VULN|6RCR|9AART|aDUST
352	22244 63133	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4aVULN|5DUST|6RCR|7CGEN|8MBVNT|9AART
353	22262 61421	   	159.18	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|38DMG|4aDUST|5VULN|6RCR|7MGNLIT|9AART
354	22262 61423	   	159.18	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2CDMG|38DMG|4DUST|5VULN|6RCR|7MGNLIT|9AART|aTLV
355	22262 63133	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4DUST|5aVULN|6RCR|7CGEN|8MBVNT|9AART
356	22256 51112	 * 	159.14	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1ERES|2CDMG|3DMG|4RPLT|5AART|68ASPD|7ZMB|9VULN|aRCR
357	14222 42215	   	159.10	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|28BEXP|3CDMG|4RCR|5DMG|69VULN|7RCVC|aAART
358	22256 21361	   	159.03	DCR|2DMG|1AART|2CDMG|1ZMB	1ERES|28CDMG|3aDMG|4RPLT|5AART|6RCR|7BEXP|9ZMB
359	33255 35232	   	159.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2ASPD|34VULN|5CGEN|6AART|7RCR|8DUR|9MLV|aDMG
360	33255 35133	 * 	159.00	DCR|3VULN|2AART|1ASPD	1DUST|2ASPD|34aVULN|5CGEN|69AART|7RCR|8ERES
361	22246 22142	   	158.99	DCR|2VULN|1AART|2CDMG|1DMG	1ERES|26CDMG|3DMG|47VULN|5TLV|8AART|9RCR|aDMSP
362	22246 22143	   	158.99	DCR|2VULN|1AART|2CDMG|1DMG	1ERES|26CDMG|3DMG|47VULN|5TLV|8AART|9RCR|aCGEN
363	23223 11464	   	158.93	ACR|2VULN|2DMG|1AART	1ERES|2LHND|3LWND|48VULN|5RCR|6RPLT|7aDMG|9AART
364	33235 35251	   	158.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	14DUST|2ASPD|39VULN|5CGEN|6AART|7RCR|8DUR|aDMG
365	33255 35331	   	158.90	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1DUST|2ASPD|34VULN|5CGEN|6AART|7RCR|89CDMG|aDUR
366	32115 42161	   	158.88	DCR|3DMG|1AART|1VULN	1DUST|2ERES|3MBVNT|4RCVC|57aDMG|6AART|8VULN|9RCR
367	32115 43161	   	158.88	DCR|3DMG|1AART|1VULN	17DUST|27ERES|3MBVNT|4RCVC|57aDMG|6AART|7BPWR|8VULN|9RCR
368	14225 13336	 * 	158.87	ACR|2AART|1VULN|1DMG|2CDMG	1LHND|2BEXP|39CDMG|4RCR|5RMIN|6DMG|78AART|aVULN
369	11423 31253	   	158.83	ACR|2VULN|2DMG|1AART	1LHND|2DUST|38VULN|46DMG|5RCR|7BEXP|9AART|aLEGI
370	11423 31255	   	158.83	ACR|2VULN|2DMG|1AART	1LHND|2DUST|38VULN|46DMG|5RCR|7BEXP|9AART|aERES
371	11423 35253	   	158.83	ACR|2VULN|2DMG|1AART	1LHND|2DUST|38VULN|46DMG|5RCR|7FEWX|9AART|aLEGI
372	32453 31234	   	158.83	ACR|2VULN|2DMG|1AART	1DUST|2ERES|3FEWX|48VULN|5RCR|6aDMG|7CGEN|9AART
373	36423 31253	   	158.83	ACR|2VULN|2DMG|1AART	1DUST|2LHND|38VULN|46DMG|5RCR|7BEXP|9AART|aLEGI
374	22222 64331	   	158.81	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|2CDMG|3DMG|4FEWX|57VULN|6RCR|8aDUR|9ZMB
375	22222 63315	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4FEWX|59VULN|6RCR|78CGEN|aAART
376	34225 13336	   	158.77	ACR|2AART|1VULN|1DMG|2CDMG	1DUST|2BEXP|39CDMG|4RCR|5RMIN|6DMG|78AART|aVULN
377	22262 64331	   	158.71	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|2CDMG|3DMG|4DUST|57VULN|6RCR|8aDUR|9ZMB
378	13126 65142	 * 	158.69	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	1LHND|2DUR|3MBVNT|46AART|5RCR|7VULN|89ASPD|aDMG
379	22222 63174	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4FEWX|59VULN|6RCR|7CGEN|8MBVNT|aAART
380	22262 63315	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4DUST|59VULN|6RCR|78CGEN|aAART
381	13222 44212	 * 	158.60	ACR|3CDMG|1AART|1VULN|1DMG|1DUR	1LHND|2DUR|379CDMG|4RCR|5DMG|6VULN|8BEXP|aAART
382	14225 13162	   	158.59	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2BEXP|3CDMG|4RCR|5RMIN|69DMG|7AART|8ERES|aVULN
383	22212 66174	   	158.58	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4LHND|59VULN|6RCR|7NUKE|8MBVNT|aAART
384	22262 63174	   	158.58	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2CDMG|3DMG|4DUST|59VULN|6RCR|7CGEN|8MBVNT|aAART
385	11222 44412	   	158.50	ACR|3CDMG|1AART|1VULN|1DMG|1DUR	1LHND|2DUST|379CDMG|4RCR|5DMG|6VULN|8DUR|aAART
386	13222 44112	   	158.50	ACR|3CDMG|1AART|1VULN|1DMG|1DUR	1LHND|2DUR|379CDMG|4RCR|5DMG|6VULN|8MBVNT|aAART
387	11222 26632	   	158.49	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3CDMG|4RCR|5DMG|6ERES|7AART|8aVULN|9CGEN
388	11222 26662	   	158.49	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3CDMG|4RCR|5DMG|6ERES|7AART|8aVULN|9BEXP
389	36222 26632	   	158.49	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2LHND|3CDMG|4RCR|5DMG|6ERES|7AART|8aVULN|9CGEN
390	11225 13162	   	158.49	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2DUST|3CDMG|4RCR|5RMIN|69DMG|7AART|8ERES|aVULN
391	14222 26612	   	158.49	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2BEXP|3CDMG|4RCR|5DMG|6ERES|7AART|8aVULN|9DUST
392	34225 13162	   	158.49	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2BEXP|3CDMG|4RCR|5RMIN|69DMG|7AART|8ERES|aVULN
393	36225 13162	   	158.49	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2LHND|3CDMG|4RCR|5RMIN|69DMG|7AART|8ERES|aVULN
394	13222 42513	   	158.49	ACR|3VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|5DMG|69aVULN|7RCVC|8DMSP
395	22231 55342	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ERES|2CDMG|39DMG|4ZMB|5LWND|6RCR|7AART|8MLV|aASPD
396	33223 23665	   	158.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2ASPD|3VULN|4FEWX|5RCR|6ZMB|7AART|8RCVC|9CDMG|aDMG
397	22242 13265	   	158.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18ERES|2CDMG|3DMG|45VULN|6DUR|7RMIN|9RCR|aAART
398	15421 52122	 * 	158.37	DCR|3VULN|2CDMG|1FLTHEA|1DUR	1aLHND|2FEWX|39aVULN|4DUR|5FLTHEA|6RCR|7RMIN|8aCDMG|aBPWR
399	13222 12423	   	158.33	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1LHND|2DUR|3CDMG|4RCR|56DMG|7ZMB|8SELL|9ASPD|aVULN
400	13225 13341	   	158.32	ACR|2DMG|2AART|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|5RMIN|69DMG|78AART|aRCVC
401	13222 11143	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3CDMG|4RCR|56DMG|78CGEN|9aVULN
402	33123 42222	   	158.19	DCR|3DMG|1AART|1ASPD|1DUR	1DUST|2ASPD|3RPLT|4AART|578DMG|6RCR|9DUR|aFEWX
403	33123 42225	   	158.19	DCR|3DMG|1AART|1ASPD|1DUR	1DUST|2ASPD|3RPLT|4AART|578DMG|6RCR|9DUR|aMLV
404	22212 64115	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1ERES|2CDMG|3DMG|4LHND|579VULN|6RCR|8CGEN|aDUR
405	22212 61425	 * 	158.17	DCR|3DMG|1VULN|1CDMG|1DUR	1ERES|2CDMG|38aDMG|4LHND|5VULN|6RCR|7MGNLIT|9DUR
406	22212 64611	   	158.17	DCR|3VULN|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3DMG|4LHND|579VULN|6RCR|8ASPD|aRMIN
407	22212 64612	   	158.17	DCR|3VULN|1DMG|1CDMG|1ASPD	1ERES|2CDMG|3DMG|4aLHND|579VULN|6RCR|8ASPD
408	33223 23221	   	158.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2ASPD|3VULN|4FEWX|5RCR|6ZMB|7AART|8DMG|9RCVC|aCDMG
409	33223 33621	   	158.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2ASPD|3VULN|4FEWX|5RCR|6DMG|7AART|8ZMB|9RCVC|aCDMG
410	33433 23221	   	158.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2ASPD|3FEWX|4VULN|5RCR|6ZMB|7AART|8DMG|9RCVC|aCDMG
411	33433 33621	   	158.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2ASPD|3FEWX|4VULN|5RCR|6DMG|7AART|8ZMB|9RCVC|aCDMG
412	13222 16243	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	17LHND|2DUR|3CDMG|4RCR|56DMG|8ERES|9aVULN
413	33123 42223	   	158.09	DCR|3DMG|1AART|1DUR|1ASPD	1DUST|2ASPD|3RPLT|4AART|578DMG|6RCR|9DUR|aLEGI
414	33123 42226	   	158.09	DCR|3DMG|1AART|1ASPD|1DUR	1aDUST|2ASPD|3RPLT|4AART|578DMG|6RCR|9DUR
415	22212 63425	   	158.07	DCR|3DMG|1VULN|1CDMG|1DUR	1ERES|2CDMG|38aDMG|4LHND|5VULN|6RCR|7LSRREG|9DUR
416	22212 64213	   	158.07	DCR|3VULN|1DMG|1CDMG|1ASPD	18ERES|2CDMG|3DMG|4LHND|57aVULN|6RCR|9ASPD
417	22212 64253	   	158.07	DCR|3VULN|1DMG|1CDMG|1DUR	18ERES|2CDMG|3DMG|4LHND|57aVULN|6RCR|9DUR
418	33123 45235	   	158.05	DCR|2AART|2DMG|1ZMB|1ASPD	1DUST|2ASPD|3RPLT|48AART|5aDMG|6RCR|7RMIN|9ZMB
419	33123 43211	   	157.97	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|578DMG|6RCR|7BPWR|9LIT|aDMSP
420	33123 43213	   	157.97	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|578DMG|6RCR|7BPWR|9LIT|aLHND
421	33123 43214	   	157.97	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|578DMG|6RCR|7BPWR|9LIT|aLWND
422	11423 25212	 * 	157.95	ACR|3VULN|1DMG|2ASPD|1ZMB	1aLHND|2DUST|38aVULN|4DMG|5RCR|6ZMB|7aASPD|9RMIN|aBPWR
423	13222 12333	   	157.95	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1LHND|2DUR|38CDMG|4RCR|56DMG|7ZMB|9LWND|aVULN
424	13222 12344	   	157.95	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1LHND|2DUR|38CDMG|4RCR|56DMG|7ZMB|9VULN|aFEWX
425	13222 12345	   	157.95	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1LHND|2DUR|38CDMG|4RCR|56DMG|7ZMB|9VULN|aRPLT
426	11423 41343	   	157.92	ACR|3VULN|2DMG|1DUR	19LHND|2DUST|379VULN|4aDMG|5RCR|6DUR|89MLV|9BPWR
427	22212 64421	   	157.92	DCR|3VULN|1DMG|1CDMG|1ASPD|1SELL	1ERES|2CDMG|3DMG|4LHND|57aVULN|6RCR|8SELL|9ASPD
428	22222 64421	   	157.92	DCR|3VULN|1DMG|1CDMG|1ASPD|1SELL	1ERES|2CDMG|3DMG|4FEWX|57aVULN|6RCR|8SELL|9ASPD
429	11126 48732	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2DUST|3MBVNT|4AART|5RCR|6DMSP|7DMG|8aVULN|9CDMG
430	11126 48632	   	157.89	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2DUST|3MBVNT|4AART|5RCR|6DMSP|78DMG|9CDMG|aVULN
431	33123 43155	   	157.87	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|57aDMG|6RCR|7BPWR|8ERES|9CGEN
432	33123 43162	   	157.87	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|579DMG|6RCR|7BPWR|8ERES|aMLV
433	33123 43165	   	157.87	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3aRPLT|4AART|579DMG|6RCR|7BPWR|8ERES
434	33123 43252	   	157.87	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|578DMG|6RCR|7BPWR|9ERES|aMLV
435	33123 43255	   	157.87	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3aRPLT|4AART|578DMG|6RCR|7BPWR|9ERES
436	33123 43315	   	157.87	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|57aDMG|6RCR|7BPWR|8CGEN|9TLV
437	13127 41175	   	157.85	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LHND|2DUR|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8BEXP|9aDMG
438	15127 41422	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|2FEWX|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8aVULN|9ASPD
439	13226 26432	   	157.85	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2DUR|3CDMG|4RCR|5BEXP|6CGEN|7ZMB|8DMG|9AART|aVULN
440	11323 26255	   	157.85	ACR|3DMG|1VULN|1CDMG|1ZMB	1LHND|2DUST|3LWND|478DMG|5RCR|6ZMB|9CDMG|aVULN
441	36423 25212	   	157.85	ACR|3VULN|1DMG|2ASPD|1ZMB	1aDUST|2LHND|38aVULN|4DMG|5RCR|6ZMB|7aASPD|9RMIN|aBPWR
442	13222 12341	   	157.85	ACR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1LHND|2DUR|38CDMG|4RCR|56DMG|7ZMB|9VULN|aLEGI
443	31524 22212	   	157.85	DCR|2VULN|2DMG|2DUR|1ZMB	12aDUST|3aVULN|45DMG|6MBVNT|7ZMB|8RCR|9aDUR|aBPWR
444	22231 55131	 * 	157.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2CDMG|3DMG|48ZMB|5aLWND|6RCR|7AART|9VULN
445	22231 55133	   	157.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2CDMG|3DMG|48ZMB|5LWND|6RCR|7AART|9VULN|aLHND
446	22231 55135	   	157.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2CDMG|3DMG|48ZMB|5LWND|6RCR|7AART|9VULN|aCGEN
447	22231 55631	   	157.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2CDMG|3DMG|49ZMB|5aLWND|6RCR|7AART|8VULN
448	22231 55633	   	157.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2CDMG|3DMG|49ZMB|5LWND|6RCR|7AART|8VULN|aLHND
449	33123 43115	   	157.77	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|57aDMG|6RCR|7BPWR|8ERES|9TLV
450	33123 43161	   	157.77	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|579DMG|6RCR|7BPWR|8ERES|aTLV
451	33123 43164	   	157.77	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|579DMG|6RCR|7BPWR|8ERES|aNUKE
452	33123 43251	   	157.77	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|578DMG|6RCR|7BPWR|9ERES|aTLV
453	33123 43254	   	157.77	DCR|3DMG|1AART|2ASPD	17DUST|27ASPD|3RPLT|4AART|578DMG|6RCR|7BPWR|9ERES|aNUKE
454	11127 41422	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|2DUST|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8aVULN|9ASPD
455	36127 41422	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2LHND|3MBVNT|4AART|5CDMG|6ZMB|7RCR|8aVULN|9ASPD
456	11423 33253	   	157.75	ACR|3DMG|1VULN|1CDMG|1ZMB	1LHND|2DUST|3VULN|468DMG|5RCR|7NUKE|9CDMG|aZMB
457	36423 33253	   	157.75	ACR|3DMG|1VULN|1CDMG|1ZMB	1DUST|2LHND|3VULN|468DMG|5RCR|7NUKE|9CDMG|aZMB
458	33223 25264	   	157.75	ACR|3VULN|1DMG|2ASPD|1ZMB	1DUST|27ASPD|39aVULN|4FEWX|5RCR|6ZMB|8DMG
459	22231 55132	   	157.74	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1aERES|2CDMG|3DMG|48ZMB|5LWND|6RCR|7AART|9VULN
460	22231 55134	   	157.74	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2CDMG|3DMG|48ZMB|5LWND|6RCR|7AART|9VULN|aDUST
461	22231 55136	   	157.74	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2CDMG|3DMG|48ZMB|5LWND|6RCR|7AART|9VULN|aMBVNT
462	22231 55632	   	157.74	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1aERES|2CDMG|3DMG|49ZMB|5LWND|6RCR|7AART|8VULN
463	11423 41223	   	157.72	ACR|3VULN|2DMG|1DUR	1LHND|2DUST|378VULN|4aDMG|5RCR|6DUR|9CGEN
464	36423 41223	   	157.72	ACR|3VULN|2DMG|1DUR	1DUST|2LHND|378VULN|4aDMG|5RCR|6DUR|9CGEN
465	11423 41233	   	157.62	ACR|3VULN|2DMG|1DUR	1LHND|2DUST|378VULN|4aDMG|5RCR|6DUR|9TLV
466	36423 41233	   	157.62	ACR|3VULN|2DMG|1DUR	1DUST|2LHND|378VULN|4aDMG|5RCR|6DUR|9TLV
467	33215 35334	   	157.54	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1DUST|2ASPD|3VULN|4RCVC|5CGEN|6AART|7RCR|89CDMG|aDMG
468	22212 64114	   	157.54	DCR|3VULN|1DMG|2CDMG	1ERES|2aCDMG|3DMG|4LHND|579VULN|6RCR|8CGEN
469	22222 64114	   	157.54	DCR|3VULN|1DMG|2CDMG	1ERES|2aCDMG|3DMG|4FEWX|579VULN|6RCR|8CGEN
470	22222 64224	   	157.54	DCR|3VULN|1DMG|2CDMG	18aERES|2aCDMG|3DMG|49FEWX|57aVULN|6RCR|aBPWR
471	31524 13631	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	12DUST|38VULN|45DMG|6DLOT|7RCR|9CDMG|aASPD
472	31524 13633	   	157.50	DCR|2VULN|2DMG|1CDMG|1DUR	12DUST|38VULN|45DMG|6DLOT|7RCR|9CDMG|aDUR
473	14222 41262	   	157.49	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2BEXP|3CDMG|4RCR|5DMG|6aVULN|7CGEN|8LWND|9AART
474	11222 16213	   	157.49	ACR|2VULN|2DMG|2CDMG	17LHND|2DUST|38CDMG|4RCR|56DMG|9aVULN
475	11222 16514	   	157.49	ACR|2VULN|2DMG|2CDMG	17LHND|2DUST|3aCDMG|4RCR|56DMG|89VULN
476	11222 24124	   	157.49	ACR|2VULN|2DMG|2CDMG	1LHND|2DUST|3aCDMG|4RCR|5aDMG|6ERES|7aVULN|8CANHEL|9MLV|aBPWR
477	11222 24164	   	157.49	ACR|2VULN|2DMG|2CDMG	1LHND|2DUST|3aCDMG|4RCR|5aDMG|6ERES|7aVULN|8CANHEL|9CGEN|aBPWR
478	11222 54124	   	157.49	ACR|2VULN|2DMG|2CDMG	1LHND|2DUST|3aCDMG|4RCR|5aDMG|6TLV|7aVULN|8CANHEL|9MLV|aBPWR
479	14222 13343	   	157.49	ACR|2VULN|2DMG|2CDMG	1LHND|2BEXP|38CDMG|4RCR|56DMG|7TLV|9aVULN
480	36222 16213	   	157.49	ACR|2VULN|2DMG|2CDMG	1DUST|27LHND|38CDMG|4RCR|56DMG|9aVULN
481	36222 24124	   	157.49	ACR|2VULN|2DMG|2CDMG	1DUST|2LHND|3aCDMG|4RCR|5aDMG|6ERES|7aVULN|8CANHEL|9MLV|aBPWR
482	22256 21632	   	157.44	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1ERES|29CDMG|3DMG|4RPLT|5AART|6RCR|7BEXP|8VULN|aASPD
