0	Index      	 *	Score 	Summary	Detail	
1	13152 51343	 * 	192.75	ACR|4VULN|2AART|1DMG	1ERES|2RCR|3LIT|49AART|568aVULN|7DMG
330	13135 22543	   	169.45	ACR|4VULN|1DMG|2ZMB	17ERES|2RCR|3LIT|467aVULN|57ZMB|7BPWR|8DMG|9LWND
331	63125 31341	   	169.43	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7BELT|8DUR|9aVULN
332	63125 32323	   	169.43	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7BEXP|8aVULN|9DUR
333	63125 35323	   	169.43	ACR|2AART|2VULN|1DMG|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7LHND|8aVULN|9DUR
334	63125 36133	   	169.43	ACR|2AART|2VULN|1DMG|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7DUR|8LWND|9aVULN
335	63125 36332	   	169.43	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7DUR|89VULN|aBEXP
336	63125 36333	   	169.43	ACR|2VULN|2AART|1DMG|1DUR	1CGEN|2RCR|3LIT|4DMG|56AART|7DUR|89VULN|aDMSP
337	63223 25324	   	169.43	ACR|2VULN|2DMG|2CDMG|1DUR	1aCGEN|2RCR|3VENICY|4aVULN|57CDMG|6RCVC|8DUR|9aDMG|aBPWR
338	63532 21252	 * 	169.43	ACR|2VULN|2DMG|2FLTHEA|1DUR	1CGEN|2RCR|3MBVNT|4aFLTHEA|5LWND|6LIT|7aDMG|8DUR|9aVULN|aBPWR
339	13135 22515	   	169.35	ACR|4VULN|1DMG|2ZMB	17ERES|2RCR|3LIT|4679VULN|57ZMB|7BPWR|8DMG|aLEGI
340	13125 31221	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7BELT|8aVULN|9DUR
341	13125 31225	   	169.33	ACR|2DMG|2AART|1VULN|1DUR	1ERES|2RCR|3LIT|4aDMG|56AART|7BELT|8VULN|9DUR
342	13125 31341	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7BELT|8DUR|9aVULN
343	13125 31345	   	169.33	ACR|2DMG|2AART|1VULN|1DUR	1ERES|2RCR|3LIT|4aDMG|56AART|7BELT|8DUR|9VULN
344	13125 32323	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7BEXP|8aVULN|9DUR
345	13125 35323	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7LHND|8aVULN|9DUR
346	13125 36133	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8LWND|9aVULN
347	13125 36332	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|89VULN|aBEXP
348	13125 36333	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|89VULN|aDMSP
349	13125 36334	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|89VULN|aBELT
350	13125 36336	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|89VULN|aCGEN
351	13125 36353	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8aVULN|9LHND
352	13125 36361	   	169.33	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8aVULN|9BELT
353	13532 21252	   	169.33	ACR|2VULN|2DMG|2FLTHEA|1DUR	1ERES|2RCR|3MBVNT|4aFLTHEA|5LWND|6LIT|7aDMG|8DUR|9aVULN|aBPWR
354	13125 33336	   	169.33	ACR|2DMG|2AART|1VULN|1DUR	178ERES|2RCR|38LIT|48DMG|56AART|8BPWR|9DUR|aVULN
355	13312 55511	   	169.24	ACR|4VULN|1AART|1ZMB	1ERES|2RCR|34RCVC|568aVULN|7ZMB|9AART
356	11632 22216	   	169.23	ACR|3VULN|2DMG|1CDMG	148ERES|24aVULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|9CDMG
357	13125 36235	   	169.23	ACR|2VULN|2AART|1DMG|1DUR	1ERES|2RCR|3LIT|4DMG|56AART|7DUR|8DUST|9aVULN
358	13125 36335	   	169.23	ACR|2VULN|2AART|1DMG|1DUR	1aERES|2RCR|3LIT|4DMG|56AART|7DUR|89VULN
359	13223 25324	   	169.23	ACR|2VULN|2DMG|2CDMG|1DUR	1aERES|2RCR|3VENICY|4aVULN|57CDMG|6RCVC|8DUR|9aDMG|aBPWR
360	13533 55312	   	169.16	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6ZMB|7VULN|8DMG|9AART|aLHND
361	13533 55314	   	169.16	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6ZMB|7VULN|8DMG|9AART|aBEXP
362	13533 53318	   	169.16	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6ZMB|7LHND|8DMG|9AART|aVULN
363	13322 55511	   	169.14	ACR|4VULN|1AART|1ZMB	14ERES|2RCR|3RCVC|4BPWR|568aVULN|7ZMB|9AART
364	63533 37112	 * 	169.11	ACR|2VULN|1AART|2CDMG|2FLTHEA	1aCGEN|2RCR|3MBVNT|4aFLTHEA|57CDMG|6AIRHEL|8AART|9aVULN|aBPWR
365	32334 11525	 * 	169.11	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	15LHND|2DUR|3ZMB|456DMG|5BPWR|7ASPD|8CDMG|9RCR|aVULN
366	63135 32214	   	169.09	ACR|3VULN|2DMG|1ZMB	17CGEN|2RCR|3LIT|49aVULN|5ZMB|68DMG
367	63135 12262	 * 	169.08	ACR|3VULN|3ZMB|1DMG	17CGEN|2RCR|3LIT|479VULN|567ZMB|7BPWR|8BELT|aDMG
368	13533 55313	   	169.06	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6ZMB|7VULN|8DMG|9AART|aDUST
369	13433 31511	   	169.03	ACR|2VULN|1AART|2CDMG|1FLTHEA|1ASPD	1ERES|2RCR|3LHND|4FLTHEA|58CDMG|6aVULN|7ASPD|9AART
370	32333 11525	   	169.01	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2DUR|3ZMB|456DMG|7ASPD|8CDMG|9RCR|aVULN
371	13135 35211	   	168.99	ACR|3VULN|2DMG|1ZMB	1ERES|2RCR|3LIT|479VULN|5ZMB|68DMG|aLHND
372	13135 35213	   	168.99	ACR|3VULN|2DMG|1ZMB	1ERES|2RCR|3LIT|479VULN|5ZMB|68DMG|aLWND
373	13135 35243	   	168.99	ACR|3VULN|2DMG|1ZMB	1ERES|2RCR|3LIT|47aVULN|5ZMB|68DMG|9LWND
374	13152 25351	   	168.91	ACR|2AART|2VULN|1CDMG|2DUR	17ERES|2RCR|3LIT|48AART|57VULN|67DUR|7BPWR|9MLV|aCDMG
375	13533 37112	   	168.91	ACR|2VULN|1AART|2FLTHEA|2CDMG	1aERES|2RCR|3MBVNT|4aFLTHEA|57CDMG|6AIRHEL|8AART|9aVULN|aBPWR
376	13125 21425	   	168.89	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2RCR|3LIT|47DMG|5AART|6MLV|8ZMB|9DUR|aVULN
377	13135 35215	   	168.89	ACR|3VULN|2DMG|1ZMB	1ERES|2RCR|3LIT|479VULN|5ZMB|68DMG|aLEGI
378	13135 12262	   	168.88	ACR|3VULN|3ZMB|1DMG	17ERES|2RCR|3LIT|479VULN|567ZMB|7BPWR|8BELT|aDMG
379	11632 25242	   	168.84	ACR|3VULN|1AART|1DMG|1ASPD	148ERES|248VULN|3RCR|48BPWR|5BEXP|6DMG|78FEWX|9AART|aASPD
380	12236 12162	 * 	168.82	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	13ERES|23ASPD|3BPWR|48VULN|5DUR|6DMG|7AART|9ZMB|aRCR
381	12236 12662	 * 	168.82	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	13ERES|23ASPD|3BPWR|4VULN|5DUR|68DMG|7AART|9ZMB|aRCR
382	13122 16146	   	168.74	ACR|3DMG|3ZMB|1VULN|1SELL	18ERES|2RCR|36LIT|468DMG|5SELL|68BPWR|78aZMB|9VULN
383	11632 21621	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	14ERES|24aVULN|3RCR|4BPWR|5BEXP|6DMG|7LHND|8DUR|9AART
384	11632 23621	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	14ERES|24aVULN|3RCR|4BPWR|5BEXP|6DMG|7LWND|8DUR|9AART
385	63125 26312	   	168.73	ACR|2VULN|2DMG|1AART	19CGEN|2RCR|3LIT|49DMG|5AART|6MLV|7ERES|89VULN|9BPWR|aBEXP
386	13533 18145	   	168.56	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6LIT|7VULN|8ZMB|9DMG|aAART
387	13534 27145	   	168.56	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|5VULN|6LIT|7CDMG|8ZMB|9DMG|aAART
388	63534 18411	   	168.53	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	17CGEN|2RCR|3MBVNT|4FLTHEA|57VULN|67DUST|7BPWR|8ASPD|9DMG|aAART
389	63534 33611	   	168.53	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1CGEN|2RCR|3MBVNT|4FLTHEA|57VULN|6BEXP|8DMG|9ASPD|aAART
390	63534 36311	   	168.53	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1CGEN|2RCR|3MBVNT|4FLTHEA|5VULN|6BEXP|78DMG|9ASPD|aAART
391	63534 38341	   	168.53	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1CGEN|2RCR|3MBVNT|4FLTHEA|5VULN|6BEXP|7ASPD|89DMG|aAART
392	13534 57122	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7DMG|8DUR|9LWND|aAART
393	13534 57141	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7DMG|8DUR|9MLV|aAART
394	13534 57211	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7DMG|8BEXP|9ASPD|aAART
395	13534 57411	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7DMG|8LWND|9ASPD|aAART
396	13528 63441	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1ERES|2RCR|3MBVNT|4DUR|5DMG|68VULN|7RMIN|9FLTHEA|aAART
397	13531 54611	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|5BEXP|67VULN|8DMG|9ASPD|aAART
398	13532 57411	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|5LWND|67VULN|8ASPD|9DMG|aAART
399	13534 34611	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|57VULN|6BEXP|8DMG|9ASPD|aAART
400	13534 51611	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7BEXP|8DMG|9ASPD|aAART
401	13534 52411	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7FEWX|8ASPD|9DMG|aAART
402	13534 52611	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|56VULN|7FEWX|8DMG|9ASPD|aAART
403	13534 67411	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2RCR|3MBVNT|4FLTHEA|57VULN|6LWND|8ASPD|9DMG|aAART
404	63534 13411	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1CGEN|2RCR|3MBVNT|4FLTHEA|57VULN|6DUST|8ASPD|9DMG|aAART
405	63534 13611	   	168.43	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1CGEN|2RCR|3MBVNT|4FLTHEA|57VULN|6DUST|8DMG|9ASPD|aAART
406	63534 16311	   	168.43	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1CGEN|2RCR|3MBVNT|4FLTHEA|5VULN|6DUST|78DMG|9ASPD|aAART
407	13433 36251	   	168.43	ACR|2VULN|2AART|1FLTHEA|1CDMG	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|6aVULN|78AART|9RMIN
408	13534 18411	   	168.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	17ERES|2RCR|3MBVNT|4FLTHEA|57VULN|67DUST|7BPWR|8ASPD|9DMG|aAART
409	13534 18611	   	168.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	17ERES|2RCR|3MBVNT|4FLTHEA|57VULN|67DUST|7BPWR|8DMG|9ASPD|aAART
410	13433 36263	   	168.33	ACR|2VULN|2AART|1FLTHEA|1CDMG	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|69VULN|78AART|aDUST
411	63153 11312	   	168.30	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	16CGEN|2RCR|3LIT|4AART|5DUR|7DMG|8VULN|9FLTHEA|aCDMG
412	13135 33331	   	168.26	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2RCR|3LIT|4VULN|5ZMB|6DMG|78AART|9MLV|aCDMG
413	13534 88344	   	168.21	ACR|2VULN|2DMG|1FLTHEA|2DUR	17ERES|2RCR|3MBVNT|4FLTHEA|57VULN|67DUR|7BPWR|8BEXP|9aDMG
414	13156 51312	   	168.20	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1ERES|2RCR|35LIT|4AART|6DUR|7DMG|8VULN|9FLTHEA|aCDMG
415	13345 51312	   	168.20	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1ERES|2RCR|3RCVC|4AART|5LIT|6DUR|7DMG|8VULN|9FLTHEA|aCDMG
416	13152 13325	   	168.18	ACR|4VULN|1AART|1DUR	1ERES|2RCR|3LIT|4AART|578aVULN|6CGEN|9DUR
417	11632 26115	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5BEXP|6DMG|7ASPD|8FEWX|aAART
418	11635 11115	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5ASPD|6DMG|7BEXP|8FEWX|aAART
419	11635 13215	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|248VULN|3RCR|4BPWR|5ASPD|6DMG|7FEWX|9BEXP|aAART
420	13153 41312	   	168.10	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	16ERES|2RCR|3LIT|4AART|5DUR|7DMG|8VULN|9FLTHEA|aCDMG
421	13534 34653	 * 	168.05	ACR|4VULN|1DMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|579aVULN|6BEXP|8DMG
422	11632 22516	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5BEXP|6DMG|7MBVNT|8ASPD|aAART
423	11632 26215	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5BEXP|6DMG|7ASPD|8DUST|aAART
424	11635 11215	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	14ERES|249VULN|3RCR|4BPWR|5ASPD|6DMG|7BEXP|8DUST|aAART
425	61635 12311	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14CGEN|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9CDMG|aERES
426	61635 12313	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14CGEN|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9CDMG|aTLV
427	11635 12314	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9CDMG|aFEWX
428	11635 12315	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9CDMG|aCGEN
429	11635 12316	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9CDMG|aBEXP
430	11635 12352	   	167.93	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9FLTHEA|aLHND
431	11635 12311	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14aERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9CDMG
432	11635 12312	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9CDMG|aDUST
433	11635 12351	   	167.83	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	14aERES|24VULN|3RCR|4BPWR|5ASPD|6DMG|7AART|8LWND|9FLTHEA
434	63152 63321	   	167.82	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3LIT|4AART|578VULN|6RMIN|9DUR|aCDMG
435	13341 22213	   	167.72	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2RCR|3RCVC|4AART|5DUR|68aVULN|7LHND|9CDMG
436	13341 22254	   	167.72	ACR|3VULN|1AART|1FLTHEA|1DUR	1ERES|2RCR|3RCVC|4AART|5DUR|68aVULN|7LHND|9FLTHEA
437	13152 13321	   	167.72	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2RCR|3LIT|4AART|578VULN|6CGEN|9DUR|aCDMG
438	13152 52321	   	167.72	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|2RCR|3LIT|4AART|568VULN|7RMIN|9DUR|aCDMG
439	63152 43321	   	167.72	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3LIT|4AART|578VULN|6ERES|9DUR|aCDMG
440	63534 33631	   	167.70	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1CGEN|2RCR|3MBVNT|4FLTHEA|57aVULN|6BEXP|8DMG|9CDMG
441	13135 33153	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCR|3LIT|4aVULN|5ZMB|6DMG|7AART|8ASPD|9LHND
442	13135 33165	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCR|3LIT|4aVULN|5ZMB|6DMG|7AART|8ASPD|9RCVC
443	13135 33223	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2RCR|3LIT|4aVULN|5ZMB|6DMG|7AART|8CGEN|9DUR
444	13355 12162	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCR|3RCVC|48VULN|5ASPD|6DMG|7AART|9ZMB|aBEXP
445	13355 12163	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCR|3RCVC|48VULN|5ASPD|6DMG|7AART|9ZMB|aLWND
446	12233 65632	 * 	167.65	ACR|2DMG|1AART|1VULN|3ASPD|1DUR	139ERES|239ASPD|39BPWR|4VULN|5RCR|6RPLT|7DUR|89DMG|aAART
447	13531 54631	   	167.60	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|5BEXP|67aVULN|8DMG|9CDMG
448	13534 34631	   	167.60	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|57aVULN|6BEXP|8DMG|9CDMG
449	13534 51631	   	167.60	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|56aVULN|7BEXP|8DMG|9CDMG
450	13534 52631	   	167.60	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|56aVULN|7FEWX|8DMG|9CDMG
451	13534 57231	   	167.60	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|56aVULN|7DMG|8BEXP|9CDMG
452	63534 13631	   	167.60	ACR|3VULN|1DMG|1CDMG|1FLTHEA	1CGEN|2RCR|3MBVNT|4FLTHEA|57aVULN|6DUST|8DMG|9CDMG
453	13355 12511	   	167.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCR|3RCVC|49VULN|5ASPD|6DMG|7AART|8CANSTR|aZMB
454	13125 56312	   	167.50	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	16ERES|2RCR|3LIT|4DMG|5AART|7DUR|8VULN|9FLTHEA|aCDMG
455	13534 18631	   	167.50	ACR|3VULN|1DMG|1CDMG|1FLTHEA	17ERES|2RCR|3MBVNT|4FLTHEA|57aVULN|67DUST|7BPWR|8DMG|9CDMG
456	62231 31642	   	167.41	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1CGEN|26ASPD|3AART|4TLV|5DUR|7RCR|8DMG|9aVULN
457	11635 41231	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	14ERES|24VULN|3RCR|4BPWR|5ASPD|6LIT|7DMG|8AART|9MLV|aCDMG
458	12133 12161	   	167.33	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	13ERES|2ASPD|48VULN|5RCR|6DMG|7AART|9ZMB|aDUR
459	12133 12661	   	167.33	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	13ERES|2ASPD|4VULN|5RCR|68DMG|7AART|9ZMB|aDUR
460	13635 11224	 * 	167.30	ACR|3DMG|1VULN|2CDMG|1ASPD	1aERES|2RCR|3RMIN|4ASPD|56aDMG|7BASHEA|8VULN|9aCDMG|aBPWR
461	63155 33112	 * 	167.26	ACR|3AART|2DMG|1VULN	1CGEN|2RCR|3LIT|468AART|59DMG|7ERES|aVULN
462	13151 31362	 * 	167.20	ACR|3DMG|1AART|1VULN	168ERES|2RCR|3LIT|4AART|58LWND|789DMG|8BPWR|aVULN
463	13152 51153	   	167.20	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4AART|56aVULN|7DMG|8LWND|9LHND
464	13152 51161	   	167.20	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4AART|56aVULN|7DMG|8LWND|9BELT
465	13152 51312	   	167.20	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4AART|568VULN|7DMG|9LHND|aBEXP
466	13152 51314	   	167.20	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4AART|568VULN|7DMG|9LHND|aBELT
467	13152 51316	   	167.20	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4AART|568VULN|7DMG|9LHND|aCGEN
468	13152 51332	   	167.20	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4AART|568VULN|7DMG|9CGEN|aLHND
469	13152 51333	   	167.20	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4AART|568VULN|7DMG|9CGEN|aBEXP
470	11633 26632	   	167.13	ACR|2VULN|2DMG|1FLTHEA|1CDMG	14ERES|24VULN|3RCR|4BPWR|5CANSTR|6RMIN|7FLTHEA|8CDMG|9aDMG
471	13152 51315	   	167.10	ACR|3VULN|1AART|1DMG	1aERES|2RCR|3LIT|4AART|568VULN|7DMG|9LHND
472	13152 51331	   	167.10	ACR|3VULN|1AART|1DMG	1aERES|2RCR|3LIT|4AART|568VULN|7DMG|9CGEN
473	13152 51334	   	167.10	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4AART|568VULN|7DMG|9CGEN|aTLV
474	13152 51335	   	167.10	ACR|3VULN|1AART|1DMG	1ERES|2RCR|3LIT|4AART|568VULN|7DMG|9CGEN|aDUST
475	13152 51352	   	167.10	ACR|3VULN|1AART|1DMG	19ERES|2RCR|3LIT|4AART|568VULN|7DMG|aCGEN
476	13152 52363	   	167.10	ACR|3VULN|1AART|2CDMG	1ERES|2RCR|3LIT|4AART|568VULN|7RMIN|9aCDMG
477	13342 21135	   	167.10	ACR|3VULN|1AART|1DMG	17ERES|2RCR|3RCVC|4AART|5LWND|689VULN|aDMG
478	12233 12162	   	167.10	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	13ERES|23ASPD|3BPWR|48VULN|5RCR|6DMG|7AART|9ZMB|aBEXP
479	12233 12163	   	167.10	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	13ERES|23ASPD|3BPWR|48VULN|5RCR|6DMG|7AART|9ZMB|aLWND
480	12233 12662	   	167.10	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	13ERES|23ASPD|3BPWR|4VULN|5RCR|68DMG|7AART|9ZMB|aBEXP
481	12233 12663	   	167.10	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	13ERES|23ASPD|3BPWR|4VULN|5RCR|68DMG|7AART|9ZMB|aLWND
482	12233 42562	 * 	167.04	ACR|2VULN|2AART|1DMG|2ASPD	137ERES|23ASPD|37BPWR|47VULN|5RCR|67LIT|8aAART|9DMG
483	13152 31356	   	167.00	ACR|3VULN|1AART|1DMG	169ERES|2RCR|3LIT|4AART|58aVULN|7DMG
484	13152 51351	   	167.00	ACR|3VULN|1AART|1DMG	19aERES|2RCR|3LIT|4AART|568VULN|7DMG
485	12233 12164	   	167.00	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	13aERES|23ASPD|3BPWR|48VULN|5RCR|6DMG|7AART|9ZMB
486	12233 12165	   	167.00	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	13ERES|23ASPD|3BPWR|48VULN|5RCR|6DMG|7AART|9ZMB|aNUKE
487	12233 12166	   	167.00	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	13ERES|23ASPD|3BPWR|48VULN|5RCR|6DMG|7AART|9ZMB|aDLOT
488	12233 12511	   	167.00	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	13ERES|23ASPD|3BPWR|49VULN|5RCR|6DMG|7AART|8CANSTR|aZMB
489	12233 12664	   	167.00	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	13aERES|23ASPD|3BPWR|4VULN|5RCR|68DMG|7AART|9ZMB
