0	Index      	 *	Score 	Summary	Detail	
1	41344 13111	 * 	182.46	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	14DUR|2ERES|367VULN|5AART|8CDMG|9RCR|aDMG
375	33613 24411	   	157.93	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2VULN|35LHND|4aDMG|6RCR|7AART|8BEXP|9ZMB
376	33226 24411	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|24VULN|3FEWX|5MLV|6RCR|7AART|8BEXP|9ZMB|aDMG
377	42162 23213	   	157.86	DCR|2VULN|1AART|1DMG|2DUR	12DUR|2BPWR|34VULN|5DUST|6RCR|7RPLT|8DLOT|9AART|aDMG
378	42114 63112	   	157.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	12DUR|2BPWR|37VULN|4RMIN|5AART|6RCVC|8CDMG|9RCR|aZMB
379	42223 33112	   	157.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	12DUR|2BPWR|3MLV|4RCVC|5AART|67VULN|8CDMG|9RCR|aZMB
380	42463 33112	   	157.85	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	12DUR|2BPWR|3RCVC|4MLV|5AART|67VULN|8CDMG|9RCR|aZMB
381	61343 23224	   	157.85	DCR|2VULN|2DMG|2DUR|1ZMB	15aDUST|2ERES|3aVULN|47DUR|6ZMB|8RCR|9aDMG|aBPWR
382	61313 42242	   	157.85	DCR|2VULN|2DMG|2DUR|1ZMB	1DUST|2ERES|35VULN|46DMG|7aDUR|8RCR|9ZMB
383	11313 24315	   	157.83	DCR|2VULN|1AART|1DMG|1ZMB	15LHND|2ERES|38VULN|4DMG|6RCR|7AART|9DUST|aZMB
384	31422 24411	   	157.83	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2LHND|34VULN|5ERES|6RCR|7AART|8BEXP|9ZMB|aDMG
385	33222 24411	   	157.83	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|24VULN|3FEWX|5ERES|6RCR|7AART|8BEXP|9ZMB|aDMG
386	33622 24411	   	157.83	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|24VULN|3LHND|5ERES|6RCR|7AART|8BEXP|9ZMB|aDMG
387	22133 46123	   	157.81	DCR|2VULN|2DMG|1AART	12FEWX|2BPWR|35VULN|49DUST|67DMG|8RCR|aAART
388	22162 46123	   	157.81	DCR|2VULN|2DMG|1AART	12FEWX|2BPWR|34VULN|59DUST|67DMG|8RCR|aAART
389	23513 61631	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2LHND|3ASPD|49DMG|56VULN|7RCR|8LIT|aCDMG
390	23521 61631	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2LHND|3ASPD|46VULN|59DMG|7RCR|8LIT|aCDMG
391	43135 21422	   	157.80	DCR|2VULN|2DMG|1FLTHEA|1DUR	1DUR|2LHND|3FLTHEA|4CGEN|58VULN|6LIT|7RCR|9aDMG
392	33213 53434	   	157.80	DCR|3VULN|2DMG|2DUR	1TLV|258VULN|3FEWX|49DMG|67DUR|aRCR
393	43612 15111	 * 	157.78	DCR|2DMG|1AART|2CDMG|3DUR	17aDUR|2aLHND|3BELT|4AART|57ERES|67DMG|7aBPWR|8aCDMG|9RCR
394	62123 46121	   	157.71	DCR|2VULN|2DMG|1AART	129DUST|2BPWR|35VULN|4FEWX|67DMG|8RCR|aAART
395	21413 51124	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	18FEWX|2ERES|35VULN|49DMG|6DUR|7RCR|aCDMG
396	33213 51124	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1TLV|25VULN|38FEWX|49DMG|6DUR|7RCR|aCDMG
397	33213 51631	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1TLV|25VULN|3FEWX|49DMG|6DUR|7RCR|8LIT|aCDMG
398	33412 51631	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1TLV|23VULN|49DMG|5DUST|6DUR|7RCR|8LIT|aCDMG
399	11311 15521	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2ERES|3aVULN|4DMG|5BELT|6CGEN|7RCR|8AART|9CDMG
400	31411 15521	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2LHND|3aVULN|4DMG|5BELT|6CGEN|7RCR|8AART|9CDMG
401	33611 15521	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2aVULN|3LHND|4DMG|5BELT|6CGEN|7RCR|8AART|9CDMG
402	33421 63252	   	157.57	DCR|3VULN|1AART|1CDMG|1ZMB	1TLV|235VULN|4RCVC|6CDMG|7AART|8MLV|9ZMB|aRCR
403	33421 63352	   	157.57	DCR|3VULN|1AART|1CDMG|1ZMB	1TLV|235VULN|4RCVC|6CDMG|7AART|8RMIN|9ZMB|aRCR
404	33412 51324	   	157.50	DCR|2VULN|2DMG|1CDMG|1DUR	1TLV|23VULN|49DMG|58DUST|6DUR|7RCR|aCDMG
405	61313 51324	   	157.50	DCR|2VULN|2DMG|1CDMG|1DUR	18DUST|2ERES|35VULN|49DMG|6DUR|7RCR|aCDMG
406	64413 22233	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2MLV|35VULN|49DMG|6RCR|7LHND|8DUR|aZMB
407	61313 23634	   	157.44	DCR|3VULN|1DMG|2CDMG	1aDUST|2aERES|359VULN|4DMG|6RCR|7RPLT|8aCDMG|aBPWR
408	33411 22323	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1TLV|236VULN|4DMG|5LIT|7MLV|8RCR|9ZMB|aCDMG
409	33411 24124	   	157.31	DCR|5VULN|1DMG	1TLV|2367aVULN|4DMG|5LIT|8RCVC|9RCR
410	21413 42221	   	157.30	DCR|3DMG|2VULN|1DUR	1FEWX|2ERES|35VULN|469DMG|7DUR|8RCR|aBEXP
411	21413 42222	   	157.30	DCR|3DMG|2VULN|1DUR	1FEWX|2ERES|35VULN|469DMG|7DUR|8RCR|aLIT
412	21413 42225	   	157.30	DCR|3DMG|2VULN|1DUR	1FEWX|2ERES|35VULN|469DMG|7DUR|8RCR|aLHND
413	21413 55223	   	157.30	DCR|3VULN|2DMG|1DUR	1FEWX|2ERES|357VULN|49DMG|6DUR|8RCR|aRPLT
414	24413 43121	   	157.30	DCR|3VULN|2DMG|1ASPD	1FEWX|2MLV|35aVULN|46DMG|7ERES|8RCR|9ASPD
415	21413 41224	   	157.30	DCR|3DMG|2VULN|1DUR	1FEWX|2ERES|35VULN|469DMG|7BEXP|8RCR|aDUR
416	21411 55221	   	157.30	DCR|3VULN|2DMG|1DUR	1FEWX|2ERES|37aVULN|49DMG|5RCVC|6DUR|8RCR
417	21413 32221	   	157.30	DCR|3VULN|2DMG|1DUR	16FEWX|2ERES|35aVULN|49DMG|7DUR|8RCR
418	21413 54221	   	157.30	DCR|3VULN|2DMG|1DUR	1FEWX|2ERES|35aVULN|49DMG|6DUR|7DMSP|8RCR
419	21441 25221	   	157.30	DCR|3VULN|2DMG|1DUR	1FEWX|2ERES|37aVULN|4DUR|59DMG|6RCVC|8RCR
420	41213 25221	   	157.30	DCR|3VULN|2DMG|1DUR	1DUR|2ERES|3FEWX|49DMG|57aVULN|6RCVC|8RCR
421	41221 25221	   	157.30	DCR|3VULN|2DMG|1DUR	1DUR|2ERES|3FEWX|47aVULN|59DMG|6RCVC|8RCR
422	41316 25221	   	157.30	DCR|3VULN|2DMG|1DUR	1DUR|2ERES|37aVULN|49DMG|5BEXP|6RCVC|8RCR
423	41351 25221	   	157.30	DCR|3VULN|2DMG|1DUR	1DUR|2ERES|37aVULN|4BEXP|59DMG|6RCVC|8RCR
424	41361 25221	   	157.30	DCR|3VULN|2DMG|1DUR	1DUR|2ERES|37aVULN|4FEWX|59DMG|6RCVC|8RCR
425	42132 24433	   	157.26	DCR|2VULN|1AART|1DMG|2DUR	12DUR|2BPWR|38VULN|45DUST|6RCR|7DMSP|9DMG|aAART
426	42162 24333	   	157.26	DCR|2VULN|1AART|1DMG|2DUR	12DUR|2BPWR|34VULN|58DUST|6RCR|7DMSP|9DMG|aAART
427	21413 42223	   	157.20	DCR|3DMG|2VULN|1DUR	1FEWX|2ERES|35VULN|469DMG|7DUR|8RCR|aAIRHEL
428	33213 43121	   	157.20	DCR|3VULN|2DMG|1ASPD	1TLV|25aVULN|3FEWX|46DMG|7ERES|8RCR|9ASPD
429	36413 43121	   	157.20	DCR|3VULN|2DMG|1ASPD	1TLV|2BEXP|35aVULN|46DMG|7ERES|8RCR|9ASPD
430	41312 25221	   	157.20	DCR|3VULN|2DMG|1DUR	1DUR|2ERES|37aVULN|49DMG|5DUST|6RCVC|8RCR
431	61311 55221	   	157.20	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|37aVULN|49DMG|5RCVC|6DUR|8RCR
432	61313 41252	   	157.20	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|35aVULN|46DMG|7FEWX|8RCR|9DUR
433	61313 42221	   	157.20	DCR|3DMG|2VULN|1DUR	1DUST|2ERES|35VULN|469DMG|7DUR|8RCR|aFEWX
434	61313 42222	   	157.20	DCR|3DMG|2VULN|1DUR	1DUST|2ERES|35VULN|469DMG|7DUR|8RCR|aLIT
435	61313 42225	   	157.20	DCR|3DMG|2VULN|1DUR	1DUST|2ERES|35VULN|469DMG|7DUR|8RCR|aLHND
436	61313 54221	   	157.20	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|35aVULN|49DMG|6DUR|7DMSP|8RCR
437	61313 55223	   	157.20	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|357VULN|49DMG|6DUR|8RCR|aRPLT
438	61341 25221	   	157.20	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|37aVULN|4DUR|59DMG|6RCVC|8RCR
439	61213 65222	   	157.20	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|3FEWX|49DMG|567VULN|8RCR|aDUR
440	61221 65222	   	157.20	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|3FEWX|467VULN|59DMG|8RCR|aDUR
441	61313 35222	   	157.20	DCR|3VULN|2DMG|1DUR	1DUST|2ERES|357VULN|49DMG|6FEWX|8RCR|aDUR
442	61313 35226	   	157.20	DCR|3VULN|2DMG|1ASPD	1DUST|2ERES|357VULN|49DMG|6FEWX|8RCR|aASPD
443	61313 41224	   	157.20	DCR|3DMG|2VULN|1DUR	1DUST|2ERES|35VULN|469DMG|7FEWX|8RCR|aDUR
444	33412 43121	   	157.10	DCR|3VULN|2DMG|1ASPD	1TLV|23aVULN|46DMG|5DUST|7ERES|8RCR|9ASPD
445	34413 43121	   	157.10	DCR|3VULN|2DMG|1ASPD	1TLV|2DUST|35aVULN|46DMG|7ERES|8RCR|9ASPD
446	61313 42223	   	157.10	DCR|3DMG|2VULN|1DUR	1DUST|2ERES|35VULN|469DMG|7DUR|8RCR|aAIRHEL
447	43135 21412	 * 	157.00	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1DUR|2LHND|3FLTHEA|4CGEN|58VULN|6LIT|7RCR|9CDMG|aAART
448	11341 62254	   	156.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2ERES|3VULN|4DUR|5aDMG|6MBVNT|7ZMB|8AART|9RCR
449	33231 62257	   	156.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2VULN|3FEWX|4DUR|5aDMG|6MBVNT|7ZMB|8AART|9RCR
450	41213 62254	   	156.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2ERES|3FEWX|4aDMG|5VULN|6MBVNT|7ZMB|8AART|9RCR
451	41221 62254	   	156.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2ERES|3FEWX|4VULN|5aDMG|6MBVNT|7ZMB|8AART|9RCR
452	41313 62254	   	156.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2ERES|3VULN|4aDMG|5LHND|6MBVNT|7ZMB|8AART|9RCR
453	12215 25511	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	12LHND|2BPWR|3MLV|4aDMG|5AART|6LWND|7RCR|8VULN|9ZMB
454	13215 25511	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	12LHND|3MLV|4aDMG|5AART|6LWND|7RCR|8VULN|9ZMB
455	33415 33151	 * 	156.82	4VULN|2DMG|1AART|1CDMG|1ZMB	17TLV|237aVULN|47DMG|5AART|6NUKE|7BPWR|8CDMG|9ZMB
456	56311 61212	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2DUST|3aAART|4FEWX|5ERES|6RCR|7CDMG|8VULN|9DMG
457	11515 25311	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|23ERES|4aDMG|5AART|6LWND|7RCR|8VULN|9ZMB
458	15422 22152	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	17LHND|2ZMB|34VULN|58ERES|6RCR|9AART|aDMG
459	25422 23213	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2ZMB|34VULN|5ERES|6RCR|7RPLT|8DLOT|9AART|aDMG
460	65422 23213	   	156.53	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|34VULN|5ERES|6RCR|7RPLT|8DLOT|9AART|aDMG
461	33222 24326	 * 	156.52	DCR|4VULN|1AART	1TLV|248aVULN|3FEWX|5ERES|6RCR|7AART|9LIT
462	15431 21224	   	156.51	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1LHND|2ZMB|3VULN|48DUR|59DMG|6RCVC|7RCR|aCDMG
463	25431 21224	   	156.51	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1FEWX|2ZMB|3VULN|48DUR|59DMG|6RCVC|7RCR|aCDMG
464	45213 21224	   	156.51	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	18DUR|2ZMB|3FEWX|49DMG|5VULN|6RCVC|7RCR|aCDMG
465	45221 21224	   	156.51	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	18DUR|2ZMB|3FEWX|4VULN|59DMG|6RCVC|7RCR|aCDMG
466	41314 21224	   	156.41	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	18DUR|2ERES|3VULN|49DMG|5MLV|6ZMB|7RCR|aCDMG
467	11313 61515	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	15LHND|2ERES|38VULN|4DMG|6LWND|7RCR|9CDMG|aAART
468	31414 31313	   	156.38	DCR|2VULN|1AART|1DMG|1FLTHEA	1TLV|2LHND|39VULN|4DMG|5MLV|6RMIN|7RCR|8FLTHEA|aAART
469	33614 31313	   	156.38	DCR|2VULN|1AART|1DMG|1FLTHEA	1TLV|29VULN|3LHND|4DMG|5MLV|6RMIN|7RCR|8FLTHEA|aAART
470	36414 31313	   	156.38	DCR|2VULN|1AART|1DMG|1FLTHEA	1TLV|2BEXP|39VULN|4DMG|5MLV|6RMIN|7RCR|8FLTHEA|aAART
471	56311 61211	   	156.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2DUST|3AART|4FEWX|5ERES|6RCR|7CDMG|8VULN|9DMG|aZMB
472	21413 51226	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1FEWX|2ERES|35VULN|49DMG|68DUR|7RCR|aASPD
473	33213 51226	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1TLV|25VULN|3FEWX|49DMG|68DUR|7RCR|aASPD
474	34414 31313	   	156.28	DCR|2VULN|1AART|1DMG|1FLTHEA	1TLV|2DUST|39VULN|4DMG|5MLV|6RMIN|7RCR|8FLTHEA|aAART
475	61314 31363	   	156.28	DCR|2VULN|1AART|1DMG|1FLTHEA	1DUST|2ERES|39VULN|4DMG|5MLV|6RMIN|7RCR|8FLTHEA|aAART
476	12162 24521	   	156.27	DCR|3VULN|1AART|1CDMG	124LHND|24BPWR|348VULN|5DUST|6RCR|7AART|9CDMG|aCGEN
477	12162 24522	   	156.27	DCR|3VULN|1AART|1CDMG	124LHND|24BPWR|348VULN|5DUST|6RCR|7AART|9CDMG|aBEXP
478	12162 24523	   	156.27	DCR|3VULN|1AART|1CDMG	124LHND|24BPWR|348VULN|5DUST|6RCR|7AART|9CDMG|aFEWX
479	13162 24521	   	156.27	DCR|3VULN|1AART|1CDMG	124LHND|348VULN|4BPWR|5DUST|6RCR|7AART|9CDMG|aCGEN
480	13162 24522	   	156.27	DCR|3VULN|1AART|1CDMG	124LHND|348VULN|4BPWR|5DUST|6RCR|7AART|9CDMG|aBEXP
481	13162 24523	   	156.27	DCR|3VULN|1AART|1CDMG	124LHND|348VULN|4BPWR|5DUST|6RCR|7AART|9CDMG|aFEWX
482	43611 12262	 * 	156.26	DCR|2DMG|1AART|3ASPD|2DUR	19DUR|2LHND|3BELT|4AART|5RMIN|69DMG|79aASPD|8RCR|9BPWR
483	33224 65311	   	156.24	DCR|3VULN|1AART|1DMG|1SELL	17TLV|248VULN|3FEWX|5AART|6SELL|9RCR|aDMG
484	12162 21355	   	156.23	DCR|2VULN|1AART|1DMG|1ZMB	124LHND|24BPWR|34VULN|5DUST|6RCR|7ZMB|8MGNSTR|9DMG|aAART
485	13162 21355	   	156.23	DCR|2VULN|1AART|1DMG|1ZMB	124LHND|34VULN|4BPWR|5DUST|6RCR|7ZMB|8MGNSTR|9DMG|aAART
486	33213 61552	   	156.22	DCR|4VULN|1DMG|1DUR	1TLV|258aVULN|3FEWX|4DMG|6LWND|7RCR|9DUR
487	23526 32423	   	156.18	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1FEWX|2LHND|3ASPD|47VULN|5AART|6CDMG|8RCR|9aDUR
488	33412 51226	   	156.18	DCR|2VULN|2DMG|2DUR|1ASPD	1TLV|23VULN|49DMG|5DUST|68DUR|7RCR|aASPD
489	61313 51226	   	156.18	DCR|2VULN|2DMG|2DUR|1ASPD	1DUST|2ERES|35VULN|49DMG|68DUR|7RCR|aASPD
490	15432 61331	   	156.14	DCR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2ZMB|389VULN|4DUR|5CDMG|6RCR|7BELT|aASPD
491	34242 61212	   	156.14	DCR|2AART|1VULN|1DMG|1CDMG	1TLV|2DUST|3FEWX|4aAART|5LIT|6RCR|7CDMG|8VULN|9DMG
492	61242 61212	   	156.14	DCR|2AART|1VULN|1DMG|1CDMG	1DUST|2ERES|3FEWX|4aAART|5LIT|6RCR|7CDMG|8VULN|9DMG
493	14422 21135	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2MLV|34VULN|5ERES|6RCR|7ZMB|8LWND|9DMG|aAART
494	14422 21353	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2MLV|34VULN|5ERES|6RCR|7ZMB|8LSRICY|9DMG|aAART
495	22133 21355	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	12FEWX|2BPWR|35VULN|4DUST|6RCR|7ZMB|8MGNSTR|9DMG|aAART
496	22162 21355	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	12FEWX|2BPWR|34VULN|5DUST|6RCR|7ZMB|8MGNSTR|9DMG|aAART
497	24422 21353	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2MLV|34VULN|5ERES|6RCR|7ZMB|8LSRICY|9DMG|aAART
498	33226 21353	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|24VULN|3FEWX|5MLV|6RCR|7ZMB|8LSRICY|9DMG|aAART
499	21216 55311	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	13FEWX|2ERES|4aDMG|5BEXP|6AART|7RCR|8VULN|9ZMB
500	22212 55511	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	12FEWX|2BPWR|3MLV|4aDMG|5DUST|6AART|7RCR|8VULN|9ZMB
501	33226 24352	   	156.07	DCR|3VULN|1AART|1CDMG	1TLV|24aVULN|3FEWX|5MLV|6RCR|7AART|8VENICY|9CDMG
502	31422 21135	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2LHND|34VULN|5ERES|6RCR|7ZMB|8LWND|9DMG|aAART
503	31422 21353	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2LHND|34VULN|5ERES|6RCR|7ZMB|8LSRICY|9DMG|aAART
504	33222 21353	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|24VULN|3FEWX|5ERES|6RCR|7ZMB|8LSRICY|9DMG|aAART
505	33442 21353	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|23VULN|4BEXP|5ERES|6RCR|7ZMB|8LSRICY|9DMG|aAART
506	33452 21353	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|23VULN|4FEWX|5ERES|6RCR|7ZMB|8LSRICY|9DMG|aAART
507	33622 21135	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|24VULN|3LHND|5ERES|6RCR|7ZMB|8LWND|9DMG|aAART
508	33622 21353	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|24VULN|3LHND|5ERES|6RCR|7ZMB|8LSRICY|9DMG|aAART
509	36422 21353	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2BEXP|34VULN|5ERES|6RCR|7ZMB|8LSRICY|9DMG|aAART
510	62123 21355	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	12DUST|2BPWR|35VULN|4FEWX|6RCR|7ZMB|8MGNSTR|9DMG|aAART
511	62621 34133	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	12DUST|2BPWR|3ZMB|4RCVC|57VULN|6RCR|8RMIN|9DMG|aAART
512	21212 55311	   	156.03	DCR|2DMG|1AART|1VULN|1ZMB	13FEWX|2ERES|4aDMG|5DUST|6AART|7RCR|8VULN|9ZMB
513	61211 55311	   	156.03	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|2ERES|3FEWX|4aDMG|5RCVC|6AART|7RCR|8VULN|9ZMB
514	51216 42122	   	156.02	ACR|2VULN|2DMG|1CDMG|1ASPD	127LIT|3aVULN|47DMG|5RCR|67MLV|7BPWR|8ASPD|9CDMG
515	42162 51232	   	156.01	DCR|3VULN|1DMG|2DUR|1ZMB	12DUR|2BPWR|34aVULN|5DUST|6LWND|7ZMB|8RCR|9DMG
516	11313 41226	 * 	155.98	DCR|3DMG|1AART|1VULN	15LHND|2ERES|3VULN|469DMG|7BEXP|8RCR|aAART
517	11313 44226	   	155.98	DCR|3DMG|1AART|1VULN	15LHND|2ERES|3VULN|469DMG|7LWND|8RCR|aAART
518	21413 13264	   	155.98	DCR|3VULN|1AART|1DMG	1FEWX|2ERES|359VULN|4DMG|6RPLT|7LHND|8RCR|aAART
519	33213 13264	   	155.98	DCR|3VULN|1AART|1DMG	1TLV|259VULN|3FEWX|4DMG|6RPLT|7LHND|8RCR|aAART
520	33411 22355	   	155.98	DCR|3VULN|1AART|1DMG	1TLV|236VULN|4DMG|5LIT|7MLV|8RCR|9CGEN|aAART
521	34422 24321	   	155.97	DCR|3VULN|1AART|1CDMG	1TLV|2DUST|348VULN|5ERES|6RCR|7AART|9CDMG|aCGEN
522	34422 24322	   	155.97	DCR|3VULN|1AART|1CDMG	1TLV|2DUST|348VULN|5ERES|6RCR|7AART|9CDMG|aBEXP
523	34422 24323	   	155.97	DCR|3VULN|1AART|1CDMG	1TLV|2DUST|348VULN|5ERES|6RCR|7AART|9CDMG|aFEWX
524	21512 55311	   	155.93	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|23ERES|4aDMG|5DUST|6AART|7RCR|8VULN|9ZMB
525	34422 21353	   	155.93	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2DUST|34VULN|5ERES|6RCR|7ZMB|8LSRICY|9DMG|aAART
526	22133 44123	   	155.88	DCR|3VULN|1AART|1DMG	12FEWX|2BPWR|357VULN|49DUST|6DMG|8RCR|aAART
527	22162 44123	   	155.88	DCR|3VULN|1AART|1DMG	12FEWX|2BPWR|347VULN|59DUST|6DMG|8RCR|aAART
528	33421 61241	 * 	155.88	DCR|3VULN|1AART|2CDMG	1TLV|235VULN|4RCVC|69CDMG|7BEXP|8RCR|aAART
529	23513 61124	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	18FEWX|2LHND|3ASPD|4DMG|569VULN|7RCR|aCDMG
530	23521 61124	   	155.87	DCR|3VULN|1DMG|1CDMG|1ASPD	18FEWX|2LHND|3ASPD|469VULN|5DMG|7RCR|aCDMG
531	62123 44121	   	155.78	DCR|3VULN|1AART|1DMG	129DUST|2BPWR|357VULN|4FEWX|6DMG|8RCR|aAART
532	21413 61513	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2ERES|358VULN|4DMG|6LWND|7RCR|9CDMG|aDUR
533	42112 22624	   	155.76	DCR|2VULN|2DMG|3DUR	12aDUR|2aBPWR|3aVULN|4RMIN|5ERES|6RCR|78LHND|9aDMG
534	42112 24324	   	155.76	DCR|2VULN|2DMG|3DUR	12aDUR|2aBPWR|3aVULN|4RMIN|5ERES|6RCR|7DMSP|8BEXP|9aDMG
535	34242 61211	   	155.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2DUST|3FEWX|4AART|5LIT|6RCR|7CDMG|8VULN|9DMG|aZMB
536	61242 61211	   	155.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2ERES|3FEWX|4AART|5LIT|6RCR|7CDMG|8VULN|9DMG|aZMB
537	61313 61513	   	155.67	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2ERES|358VULN|4DMG|6LWND|7RCR|9CDMG|aDUR
538	42112 22524	   	155.66	DCR|2VULN|2DMG|3DUR	12aDUR|2aBPWR|3aVULN|4RMIN|58ERES|6RCR|7LHND|9aDMG
539	42113 33524	   	155.66	DCR|2VULN|2DMG|3DUR	12aDUR|2aBPWR|3aVULN|4RMIN|5BEXP|6RCR|78ERES|9aDMG
540	24422 21236	   	155.62	DCR|3VULN|2CDMG|1ZMB|1DUR	19FEWX|2MLV|349VULN|5ERES|6RCR|7ZMB|89CDMG|9BPWR|aDUR
541	22621 36412	   	155.62	DCR|3VULN|1DMG|1ZMB|1DUR	12FEWX|2BPWR|3ZMB|4RCVC|589VULN|6RCR|7DMG|aDUR
542	25221 36412	   	155.62	DCR|3VULN|1DMG|1ZMB|1DUR	13FEWX|2ZMB|4RCVC|589VULN|6RCR|7DMG|aDUR
543	44422 21132	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1DUR|2MLV|34aVULN|5ERES|6RCR|7ZMB|8LWND|9DMG
544	21413 25342	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2ERES|357VULN|4DMG|6RCR|8BEXP|9ZMB|aDUR
545	25422 25322	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2ZMB|347VULN|5ERES|6RCR|8BEXP|9DMG|aDUR
546	33213 25342	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|257VULN|3FEWX|4DMG|6RCR|8BEXP|9ZMB|aDUR
547	33213 25653	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|257VULN|3FEWX|4DMG|6RCR|8LHND|9DUR|aZMB
548	15426 23232	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|34aVULN|5MLV|6RCR|7LEGI|8DUR|9DMG
549	45422 21132	   	155.52	DCR|3VULN|1DMG|1ZMB|1DUR	1DUR|2ZMB|34aVULN|5ERES|6RCR|7RMIN|8LWND|9DMG
