0	Index      	 *	Score 	Summary	Detail	
1	61114 21214	 * 	194.62	DCR|3VULN|2DMG|1AART|3DUR	13DMG|234DUR|3BPWR|5LIT|6RCR|789VULN|aAART
327	12231 61264	   	167.23	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	16CGEN|2CDMG|3DMG|4ZMB|58VULN|7RCR|9SELL|aAART
328	13334 62161	   	167.22	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2LHND|3AART|456VULN|7DUR|8RCR|9FEWX|aDMG
329	13334 65121	   	167.22	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2LHND|3AART|456VULN|7LWND|8RCR|9DUR|aDMG
330	12262 34214	   	167.14	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CGEN|2CDMG|37DMG|4ASPD|5DUR|6RCR|8aVULN|9LIT
331	12262 34232	   	167.14	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1CGEN|2CDMG|37DMG|4ASPD|5DUR|6RCR|89VULN|aDMSP
332	12262 34233	   	167.14	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|37DMG|4ASPD|5DUR|6RCR|89VULN|aLHND
333	12262 34234	   	167.14	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|37DMG|4ASPD|5DUR|6RCR|89VULN|aRPLT
334	12262 34433	   	167.14	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|37DMG|4ASPD|5DUR|6RCR|8FEWX|9aVULN
335	62131 21264	   	167.13	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMG|2CDMG|3TLV|4ZMB|58VULN|6DMSP|7RCR|9SELL|aAART
336	13334 62131	   	167.12	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2LHND|3AART|456VULN|7DUR|8RCR|9DUST|aDMG
337	13334 63121	   	167.12	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2LHND|3AART|456VULN|7DUST|8RCR|9DUR|aDMG
338	13334 63135	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|2LHND|3AART|456VULN|7DUST|8RCR|9DMG|aASPD
339	62162 34232	   	167.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	17DMG|2CDMG|3TLV|4ASPD|5DUR|6RCR|89VULN|aDMSP
340	62162 34233	   	167.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	17DMG|2CDMG|3TLV|4ASPD|5DUR|6RCR|89VULN|aLHND
341	12262 34231	   	167.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|37DMG|4ASPD|5DUR|6RCR|89VULN|aERES
342	12262 34235	   	167.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|37DMG|4ASPD|5DUR|6RCR|89VULN|aDUST
343	12262 34633	   	167.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|37DMG|4ASPD|5DUR|6RCR|8DUST|9aVULN
344	62162 32322	   	167.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	18DMG|2CDMG|3TLV|4ASPD|5DUR|6RCR|7RMIN|9aVULN
345	62162 33633	   	167.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	18DMG|2CDMG|3TLV|4ASPD|5DUR|6RCR|7BEXP|9aVULN
346	62251 53121	   	167.01	DCR|2VULN|2DMG|2CDMG|2DUR	13DMG|29CDMG|4aDUR|57VULN|6LIT|8RCR
347	44312 12121	   	166.97	DCR|4VULN|2AART	19AART|2aFEWX|3aDUST|456aVULN|7RMIN|8RCR|aBPWR
348	62162 34231	   	166.94	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	17DMG|2CDMG|3TLV|4ASPD|5DUR|6RCR|89VULN|aERES
349	12225 31363	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2CDMG|39DMG|4DUST|5DUR|6RCR|7LIT|8AART|aVULN
350	61435 33321	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2DUR|36CGEN|4AART|5CDMG|7RCR|89VULN|aMBVNT
351	61435 33331	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19DMG|2DUR|36CGEN|4AART|5CDMG|7RCR|8VULN|aMBVNT
352	43222 16131	 * 	166.87	DCR|3AART|2VULN|1CDMG|1DUR	148AART|2LIT|3CDMG|5LWND|6RCR|7aVULN|9DUR
353	43223 16431	   	166.77	DCR|3AART|2VULN|1CDMG|1DUR	148AART|2LIT|3CDMG|5DUST|6RCR|7aVULN|9DUR
354	12232 32462	   	166.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2CDMG|3DMG|4ZMB|5DUR|6RCR|7RMIN|8ASPD|9AART|aVULN
355	41412 51231	   	166.77	DCR|4VULN|2AART	19AART|2ERES|357aVULN|4BELT|6DUST|8RCR
356	61114 25111	   	166.76	DCR|2VULN|2DMG|3DUR|1ZMB	13DMG|234DUR|3BPWR|5LIT|6RCR|7RPLT|8ZMB|9aVULN
357	43232 22621	   	166.71	DCR|2AART|2VULN|2CDMG|1DUR	1aAART|29LIT|39CDMG|4RMIN|5DUR|6FEWX|7RCR|89VULN|9BPWR
358	41451 11331	   	166.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|28ERES|38VULN|4CDMG|5DUST|68DUR|7NUKE|8BPWR|9DMG|aRCR
359	61331 12225	 * 	166.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DMG|2DUR|3RMIN|4AART|5CGEN|6RCR|7CDMG|8aZMB|9VULN
360	61432 12225	   	166.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DMG|2DUR|3CGEN|4AART|5MLV|6RCR|7CDMG|8aZMB|9VULN
361	62132 32462	   	166.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2CDMG|3TLV|4ZMB|5DUR|6RCR|7RMIN|8ASPD|9AART|aVULN
362	43113 52161	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aAART|2LIT|3VULN|4ZMB|5DUST|6CDMG|7RCR|8CGEN|9DMG
363	43113 52361	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aAART|2LIT|3VULN|4ZMB|5DUST|6CDMG|7RCR|8MLV|9DMG
364	63121 21141	   	166.61	DCR|3DMG|2VULN|1CDMG	139DMG|23aLHND|3aBPWR|4CDMG|5aVULN|6DMSP|7RCR|8aERES
365	63121 21234	   	166.61	DCR|3VULN|2DMG|1CDMG	13DMG|239LHND|3BPWR|4CDMG|58aVULN|6DMSP|7RCR
366	43232 42621	   	166.61	DCR|2AART|2VULN|2CDMG|1DUR	1aAART|29LIT|39CDMG|4RMIN|5DUR|6DUST|7RCR|89VULN|9BPWR
367	61433 12225	   	166.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DMG|2DUR|3CGEN|4AART|5TLV|6RCR|7CDMG|8aZMB|9VULN
368	43223 16342	   	166.56	DCR|2AART|2VULN|1CDMG|1ZMB	14AART|2LIT|3CDMG|5DUST|6RCR|78VULN|9ZMB|aBELT
369	63613 35333	 * 	166.56	3VULN|3DMG|3CDMG|1AART|1ASPD	189DMG|2aLHND|38aVULN|4ASPD|5BEXP|6AART|78aCDMG|8aBPWR
370	62231 21234	   	166.51	DCR|3VULN|2DMG|1CDMG	13DMG|2CDMG|49LHND|58aVULN|6DMSP|7RCR
371	61164 12123	   	166.51	DCR|2DMG|2AART|1VULN|2DUR	13DMG|23DUR|3BPWR|4TLV|5RMIN|69AART|7FEWX|8RCR|aVULN
372	61135 33342	   	166.50	DCR|2VULN|2DMG|3DUR|1ZMB|1ASPD	13DMG|236DUR|3BPWR|4LWND|58VULN|7ASPD|9RCR|aZMB
373	43124 31522	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|24LIT|34VULN|4BPWR|5RPLT|6VENICY|7DMG|8RCR|9DUR|aCDMG
374	12211 11142	   	166.41	DCR|3VULN|2DMG|1CDMG	1aCGEN|2CDMG|3aDMG|468ERES|59aVULN|7RCR|aBPWR
375	34253 33632	   	166.41	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|36DMG|4CDMG|589VULN|7RCR|aDMSP
376	34253 33633	   	166.41	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|36DMG|4CDMG|589VULN|7RCR|aLHND
377	34253 33643	   	166.41	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|36DMG|4CDMG|58aVULN|7RCR|9FEWX
378	62261 21243	   	166.41	DCR|3VULN|2DMG|1CDMG	13DMG|2CDMG|4FEWX|58aVULN|6DMSP|7RCR|9ERES
379	62333 32514	   	166.41	DCR|3VULN|2DMG|1CDMG	16DMG|2CDMG|3LHND|4DUST|58aVULN|7RCR|9LIT
380	62333 32525	   	166.41	DCR|3VULN|2DMG|1CDMG	16DMG|2CDMG|3LHND|4DUST|58aVULN|7RCR|9RPLT
381	62333 32532	   	166.41	DCR|3VULN|2DMG|1CDMG	16DMG|2CDMG|3LHND|4DUST|589VULN|7RCR|aDMSP
382	62333 32533	   	166.41	DCR|3VULN|2DMG|1CDMG	16DMG|2CDMG|3aLHND|4DUST|589VULN|7RCR
383	62333 32534	   	166.41	DCR|3VULN|2DMG|1CDMG	16DMG|2CDMG|3LHND|4DUST|589VULN|7RCR|aRPLT
384	62333 32562	   	166.41	DCR|3VULN|2DMG|1CDMG	16DMG|2CDMG|3LHND|4DUST|58aVULN|7RCR|9CGEN
385	63121 21261	   	166.37	DCR|3VULN|2DMG|1CDMG|1SELL	13DMG|23LHND|3BPWR|4CDMG|58aVULN|6DMSP|7RCR|9SELL
386	43111 52621	   	166.35	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2LIT|38VULN|4ZMB|59DUR|6CDMG|7RCR|aRCVC
387	12653 22343	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2CDMG|3BEXP|4DUR|5aVULN|6RCR|7ERES|8DMG|9AART
388	12225 32363	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	17CGEN|2CDMG|38DMG|4DUST|5DUR|6RCR|9AART|aVULN
389	34253 33631	   	166.31	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|36DMG|4CDMG|589VULN|7RCR|aERES
390	34253 33634	   	166.31	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|36DMG|4CDMG|589VULN|7RCR|aDUST
391	62241 21224	   	166.31	DCR|3VULN|2DMG|1CDMG	13DMG|2CDMG|49DUST|58aVULN|6DMSP|7RCR
392	62241 21243	   	166.31	DCR|3VULN|2DMG|1CDMG	13DMG|2CDMG|4DUST|58aVULN|6DMSP|7RCR|9ERES
393	62333 32531	   	166.31	DCR|3VULN|2DMG|1CDMG	16DMG|2CDMG|3LHND|4DUST|589VULN|7RCR|aERES
394	62333 32535	   	166.31	DCR|3VULN|2DMG|1CDMG	16DMG|2CDMG|3LHND|4aDUST|589VULN|7RCR
395	62333 32552	   	166.31	DCR|3VULN|2DMG|1CDMG	16DMG|2CDMG|3LHND|4DUST|58aVULN|7RCR|9NUKE
396	61115 42331	   	166.28	DCR|2DMG|1AART|1VULN|3DUR	13DMG|234DUR|3BPWR|5AART|6RCR|7VULN|8RCVC|9BELT|aLHND
397	61115 42332	   	166.28	DCR|2DMG|1AART|1VULN|3DUR	13DMG|234DUR|3BPWR|5AART|6RCR|7VULN|8RCVC|9BELT|aLSRICY
398	61115 43311	   	166.28	DCR|2DMG|1AART|1VULN|3DUR	13DMG|234DUR|3BPWR|5AART|6RCR|7LHND|8RCVC|9LIT|aVULN
399	62231 21261	   	166.27	DCR|3VULN|2DMG|1CDMG|1SELL	13DMG|2CDMG|4LHND|58aVULN|6DMSP|7RCR|9SELL
400	62261 21261	   	166.27	DCR|3VULN|2DMG|1CDMG|1SELL	13DMG|2CDMG|4FEWX|58aVULN|6DMSP|7RCR|9SELL
401	43111 52531	   	166.27	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|29LIT|39VULN|4ZMB|5DUR|69CDMG|7RCR|8RPLT|9BPWR|aRMIN
402	43111 52532	   	166.27	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|29LIT|39VULN|4ZMB|5DUR|69CDMG|7RCR|8RPLT|9BPWR|aLWND
403	43111 52533	   	166.27	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|29LIT|39VULN|4ZMB|5DUR|69CDMG|7RCR|8RPLT|9BPWR|aMGNSTR
404	43223 16263	   	166.25	DCR|2AART|1VULN|1DMG|2CDMG	14AART|2LIT|3aCDMG|5DUST|6RCR|7VULN|8RCVC|9DMG
405	43222 16533	 * 	166.25	DCR|3AART|2VULN|2CDMG	14aAART|2LIT|39CDMG|5LWND|6RCR|78VULN
406	12225 35325	   	166.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CGEN|2CDMG|3DMG|4DUST|58DUR|6RCR|7AART|9VULN|aZMB
407	61115 42321	   	166.18	DCR|2DMG|1AART|1VULN|3DUR	13DMG|234DUR|3BPWR|5AART|6RCR|7VULN|8RCVC|9LWND|aERES
408	61115 42322	   	166.18	DCR|2DMG|1AART|1VULN|3DUR	13DMG|234DUR|3BPWR|5AART|6RCR|7VULN|8RCVC|9LWND|aMBVNT
409	61115 42333	   	166.18	DCR|2DMG|1AART|1VULN|3DUR	13DMG|234DUR|3BPWR|5AART|6RCR|7VULN|8RCVC|9BELT|aDUST
410	62241 21261	   	166.17	DCR|3VULN|2DMG|1CDMG|1SELL	13DMG|2CDMG|4DUST|58aVULN|6DMSP|7RCR|9SELL
411	62125 33363	   	166.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18DMG|2CDMG|3TLV|47DUST|5DUR|6RCR|9AART|aVULN
412	61115 41111	   	166.11	DCR|2DMG|1AART|3DUR|2ZMB|1ASPD	13DMG|234DUR|3BPWR|5AART|6RCR|7RPLT|89ZMB|aASPD
413	43223 31126	   	166.02	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2LIT|3CDMG|5DUST|68VULN|7MLV|9DMG|aRCR
414	43111 26131	   	165.96	DCR|1AART|3ZMB|1VULN|1DMG|1DUR	1AART|2LIT|3VULN|469ZMB|5DUR|7RCR|8RMIN|aDMG
415	43223 33126	   	165.92	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2LIT|3CDMG|5DUST|68VULN|7TLV|9DMG|aRCR
416	46312 22361	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3DUST|458VULN|6FEWX|7MLV|9RCR|aDMG
417	62521 26111	   	165.82	DCR|2DMG|3CDMG|1VULN|1ZMB|1DUR|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7ZMB|8DUR|9BEXP|aVULN
418	62521 26331	   	165.82	DCR|2DMG|3CDMG|1VULN|1ZMB|1DUR|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7ZMB|8LHND|9DUR|aVULN
419	46312 11261	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3DUST|456VULN|7FEWX|8ERES|9RCR|aDMG
420	62124 34131	   	165.81	DCR|2VULN|2DMG|3CDMG	17DMG|27aCDMG|3TLV|4DUST|57aLHND|6RCR|7aBPWR|8FEWX|9aVULN
421	11143 25332	   	165.69	DCR|2VULN|2DMG|1CDMG|2DUR	1CGEN|2aDUR|3LWND|4CDMG|5aVULN|6RCR|78DMG|9aLIT|aBPWR
422	13143 25341	   	165.69	DCR|2VULN|2DMG|1CDMG|2DUR	1CGEN|2aLHND|3LWND|4CDMG|5aVULN|6RCR|78DMG|9aDUR|aBPWR
423	61115 42233	   	165.68	DCR|2DMG|1AART|1VULN|3DUR	13DMG|234DUR|3BPWR|5AART|6RCR|7VULN|8LIT|9DMSP|aRCVC
424	31243 31335	   	165.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|3LHND|4CDMG|5VULN|6aDMG|7LIT|8RCR|9AART
425	42434 11331	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LHND|3MLV|45VULN|6ZMB|7FEWX|8CDMG|9DMG|aRCR
426	63641 31132	   	165.63	DCR|3DMG|2VULN|2CDMG	168DMG|2LHND|38VULN|49CDMG|5LIT|78AIRHEA|8BPWR|aRCR
427	36513 13331	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LWND|25DUR|3AART|46VULN|7MBVNT|8CDMG|9DMG|aRCR
428	13543 22335	   	165.59	DCR|2VULN|2DMG|1CDMG|2DUR	1CGEN|2aLHND|39DUR|4CDMG|5aVULN|6RCR|7ERES|8aDMG|aBPWR
429	42434 13331	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LHND|3MLV|45VULN|6ZMB|7DUST|8CDMG|9DMG|aRCR
430	13352 43125	   	165.54	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1CGEN|2LHND|36AART|4CDMG|5DMG|7RCR|8BEXP|9VULN|aZMB
431	13334 61314	   	165.52	DCR|4VULN|1AART|1ZMB	19CGEN|279LHND|3AART|4569VULN|8RCR|9BPWR|aZMB
432	11143 25311	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1CGEN|2aDUR|3LWND|4CDMG|5aVULN|6RCR|78DMG|9aDUST|aBPWR
433	11143 25325	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1CGEN|2aDUR|3LWND|4CDMG|5aVULN|6RCR|78DMG|9aTLV|aBPWR
434	11143 25342	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1CGEN|29DUR|3LWND|4CDMG|5aVULN|6RCR|78DMG
435	42312 42231	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LHND|3DUST|45VULN|6NUKE|7CDMG|8ZMB|9DMG|aRCR
436	42612 42231	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LHND|3LEGI|45VULN|6NUKE|7CDMG|8ZMB|9DMG|aRCR
437	44312 42231	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2FEWX|3DUST|45VULN|6NUKE|7CDMG|8ZMB|9DMG|aRCR
438	13352 43341	   	165.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2LHND|36AART|4CDMG|5DMG|7RCR|8VULN|9TLV|aZMB
439	12232 31561	   	165.42	DCR|2VULN|2CDMG|1DMG|2DUR|1ZMB	1CGEN|2aCDMG|3DMG|4ZMB|5aDUR|6RCR|7LWND|8aVULN|9RMIN|aBPWR
440	12232 32151	   	165.42	DCR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1CGEN|2aCDMG|3DMG|4ZMB|5aDUR|6RCR|7RMIN|8FEWX|9aVULN|aBPWR
441	12232 33561	   	165.42	DCR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1CGEN|2aCDMG|3DMG|4ZMB|5aDUR|6RCR|7BEXP|8aVULN|9RMIN|aBPWR
442	12232 36561	   	165.42	DCR|2VULN|2CDMG|1DMG|2DUR|1ZMB	1CGEN|2aCDMG|3DMG|4ZMB|5aDUR|6RCR|7LHND|8aVULN|9RMIN|aBPWR
443	62521 23233	   	165.37	DCR|2VULN|2DMG|3CDMG|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7DUST|89VULN|aMGNLIT
444	12225 34313	   	165.32	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	17CGEN|27CDMG|38DMG|4DUST|57DUR|6RCR|7BPWR|9ZMB|aVULN
445	62132 32151	   	165.32	DCR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1DMG|2aCDMG|3TLV|4ZMB|5aDUR|6RCR|7RMIN|8FEWX|9aVULN|aBPWR
446	23121 23544	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1BELT|2ERES|379VULN|4ASPD|5FEWX|6AART|8RCR|aDMG
447	62521 23231	   	165.27	DCR|2VULN|2DMG|3CDMG|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7DUST|89VULN|aLSRHEA
448	62521 23232	   	165.27	DCR|2VULN|2DMG|3CDMG|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7DUST|89VULN|aTLV
449	62521 23236	   	165.27	DCR|2VULN|2DMG|3CDMG|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7aDUST|89VULN
450	62521 23251	   	165.27	DCR|2VULN|2DMG|3CDMG|1SELL	15DMG|235CDMG|4SELL|5BPWR|6RCR|7DUST|8aVULN|9ERES
451	23164 21221	   	165.25	DCR|5VULN|1AART	1BELT|2ERES|3579aVULN|4LWND|6AART|8RCR
452	12262 31553	   	165.20	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|3DMG|4ASPD|5DUR|6RCR|7LWND|89aVULN
453	23154 21235	   	165.20	DCR|3VULN|2AART|2DUR	1BELT|2aERES|37aVULN|4RCVC|5aDUR|69AART|8RCR|aBPWR
454	62321 11563	   	165.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3LHND|4RPLT|5LWND|6ZMB|79VULN|8RCR|aAART
455	43222 12361	   	165.07	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2LIT|3CDMG|5LWND|6RCR|7FEWX|8VULN|9DMG|aDUR
456	43111 52622	   	165.05	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2LIT|38VULN|4ZMB|59DUR|6CDMG|7RCR|aFEWX
457	34213 28471	   	164.86	ACR|3DMG|2VULN|1DUR|1ASPD	18LWND|2MBVNT|389DMG|4ASPD|5RCR|6LHND|78VULN|8BPWR|aDUR
458	62343 32361	   	164.81	DCR|2VULN|2DMG|2CDMG|2DUR	16DMG|2aCDMG|3LHND|4LWND|5aVULN|7CGEN|8aDUR|9RCR|aBPWR
459	13126 35251	   	164.78	DCR|3VULN|2CDMG|1DMG|1DUR	1CGEN|2aLHND|3LWND|4DMG|5aCDMG|6RCR|7DUR|89aVULN|aBPWR
460	61353 51232	   	164.74	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	14DMG|2DUR|3RMIN|5ASPD|6CDMG|7RCR|89VULN|aDMSP
461	61353 51233	   	164.74	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	14DMG|2DUR|3RMIN|5ASPD|6CDMG|7RCR|89VULN|aLHND
462	61331 12345	   	164.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2DUR|3RMIN|4AART|5CGEN|6RCR|7CDMG|8RCVC|9ZMB|aVULN
463	61331 12361	   	164.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2DUR|3RMIN|4AART|5CGEN|6RCR|7CDMG|8RCVC|9VULN|aZMB
464	61432 12361	   	164.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2DUR|3CGEN|4AART|5MLV|6RCR|7CDMG|8RCVC|9VULN|aZMB
465	61114 21153	   	164.73	DCR|3DMG|1VULN|3DUR|1ZMB	13aDMG|234DUR|3BPWR|5LIT|6RCR|7VULN|8TLV|9ZMB
466	62333 15361	   	164.71	DCR|2VULN|2DMG|2CDMG|2DUR	18DMG|2aCDMG|3LHND|4DUST|5aVULN|6CGEN|7aDUR|9RCR|aBPWR
467	23134 21225	   	164.65	DCR|4VULN|1AART|2DUR	1BELT|24aERES|379aVULN|5aDUR|6AART|8RCR|aBPWR
468	61353 51231	   	164.64	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	14DMG|2DUR|3RMIN|5ASPD|6CDMG|7RCR|89VULN|aERES
469	34253 33144	   	164.64	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1LWND|2MBVNT|36DMG|4CDMG|59VULN|7RCR|8DUR|aASPD
470	61433 12361	   	164.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2DUR|3CGEN|4AART|5TLV|6RCR|7CDMG|8RCVC|9VULN|aZMB
