0	Index      	 *	Score 	Summary	Detail	
1	11226 42623	 * 	188.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCVC|2LIT|3AART|4aVULN|58DMG|6RCR|7DUR|9ZMB
312	13362 33334	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2LHND|3BEXP|4ZMB|5DMG|6AART|7RCR|8VULN|9CDMG|aDUR
313	52324 21341	 * 	163.21	DCR|4VULN|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|4589VULN|6RCR|7TLV|aCDMG
314	52322 33163	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|4VULN|5aDMG|6AART|7RCR|89RMIN
315	52322 33312	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9RPLT|aBEXP
316	52322 33316	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9RPLT|aLIT
317	52322 33331	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9BELT|aLWND
318	52322 33333	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9BELT|aRPLT
319	52322 33336	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3aMLV|48VULN|5DMG|6AART|7RCR|9BELT
320	52322 33352	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9RMIN|aRPLT
321	52322 33356	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9RMIN|aLHND
322	16362 33623	   	163.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2VULN|3DUST|4ZMB|5DMG|6AART|7RCR|8CDMG|9MLV|aASPD
323	52322 33313	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9RPLT|aLEGI
324	52322 33315	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9RPLT|aERES
325	52322 33322	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9ERES|aRPLT
326	52322 33326	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9ERES|aLHND
327	52322 33332	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5DMG|6AART|7RCR|9BELT|aERES
328	52625 33323	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2ASPD|34BEXP|58VULN|6AART|7RCR|9ERES|aDMG
329	32524 22253	   	163.01	DCR|3VULN|1AART|1CDMG|1ASPD	1TLV|2ASPD|3ERES|45aVULN|6RCR|7AART|8BEXP|9CDMG
330	16325 22315	   	163.00	DCR|2AART|2VULN|3ZMB	1RCVC|27VULN|37DUST|49AART|567ZMB|7BPWR|8FEWX|aRCR
331	55231 12432	   	163.00	ACR|2VULN|1AART|2CDMG|2ZMB	1aZMB|2AART|3RPLT|4RCR|5aLWND|6FEWX|78VULN|9aCDMG|aBPWR
332	51322 43435	 * 	162.92	DCR|3DMG|2VULN|2ZMB	13ZMB|23LWND|3BPWR|4MBVNT|567DMG|8aVULN|9RCR
333	52322 32532	   	162.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3MLV|49VULN|5DMG|6AART|7DUR|8BEXP|aRCR
334	55231 12124	   	162.90	ACR|2VULN|1AART|1DMG|2ZMB	1aZMB|2AART|3RPLT|4RCR|5LWND|6FEWX|79VULN|8DMG
335	55233 11124	   	162.90	ACR|2VULN|1AART|1DMG|2ZMB	1aZMB|2AART|3RPLT|4RCR|59VULN|6FEWX|7BEXP|8DMG
336	32315 41361	 * 	162.89	ACR|2VULN|2DMG|2ASPD|1ZMB	1TLV|2aASPD|3SNIHEL|4RCVC|5RCR|6FEWX|7aVULN|8ZMB|9aDMG|aBPWR
337	12122 43435	   	162.87	DCR|3DMG|2VULN|1ZMB	1RCVC|2ZMB|3DUST|4MBVNT|567DMG|8aVULN|9RCR
338	12322 43435	   	162.87	DCR|3DMG|2VULN|1ZMB	1RCVC|2ZMB|3LEGI|4MBVNT|567DMG|8aVULN|9RCR
339	55212 13211	   	162.85	DCR|2AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1ZMB|29AART|3RPLT|4CDMG|5ASPD|6VULN|7aDUR|8RCR
340	53355 21311	   	162.76	DCR|2DMG|1VULN|2ZMB|1CDMG|2DUR	13ZMB|23DUR|3BPWR|4ERES|5VULN|6RCR|7FEWX|89DMG|aCDMG
341	12115 33311	   	162.66	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2ZMB|3DUST|4ASPD|58aVULN|6AART|7RCR|9RPLT
342	16364 23311	   	162.66	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|258VULN|3DUST|4ZMB|6RCR|7MLV|9DUR|aAART
343	52322 63162	   	162.58	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1ZMB|26ASPD|3MLV|4VULN|57DMG|8CGEN|9RCR|aAART
344	16364 21311	   	162.56	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|258VULN|3DUST|4ZMB|6RCR|7TLV|9DUR|aAART
345	12122 51314	   	162.52	DCR|2VULN|2DMG|2ZMB|1CDMG	1RCVC|28ZMB|3DUST|4MBVNT|58DMG|68VULN|7BELT|8BPWR|9CDMG|aRCR
346	12322 51314	   	162.52	DCR|2VULN|2DMG|2ZMB|1CDMG	1RCVC|28ZMB|3LEGI|4MBVNT|58DMG|68VULN|7BELT|8BPWR|9CDMG|aRCR
347	16362 33621	   	162.51	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2VULN|3DUST|4ZMB|5DMG|6AART|7RCR|8aCDMG|9MLV
348	16362 33631	   	162.51	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2VULN|3DUST|4ZMB|5DMG|6AART|7RCR|89CDMG|aFEWX
349	16362 33632	   	162.51	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2VULN|3DUST|4ZMB|5DMG|6AART|7RCR|89CDMG|aBEXP
350	16362 33633	   	162.51	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1RCVC|2VULN|3DUST|4ZMB|5DMG|6AART|7RCR|89CDMG|aLHND
351	53211 23136	   	162.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LEGI|58VULN|6DMG|7RCR|9AART|aRCVC
352	53211 23336	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LEGI|5VULN|68DMG|7RCR|9AART|aRCVC
353	12215 22253	   	162.46	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|5aVULN|6RCR|7AART|8BEXP|9CDMG
354	12215 22411	   	162.46	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|58VULN|6RCR|7AART|9LIT|aCDMG
355	12215 22431	   	162.46	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|58VULN|6RCR|7AART|9RPLT|aCDMG
356	12215 22452	   	162.46	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|58VULN|6RCR|7AART|9CDMG|aCGEN
357	12215 22453	   	162.46	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|58VULN|6RCR|7AART|9CDMG|aLIT
358	12215 22513	   	162.46	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|5aVULN|6RCR|7AART|8CDMG|9BEXP
359	12215 22533	   	162.46	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|5aVULN|6RCR|7AART|8CDMG|9LHND
360	12223 22253	   	162.46	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4aVULN|5ERES|6RCR|7AART|8BEXP|9CDMG
361	12255 22253	   	162.46	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4ERES|5aVULN|6RCR|7AART|8BEXP|9CDMG
362	52324 21313	   	162.46	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3MLV|458VULN|6RCR|7TLV|9DUR|aDMG
363	52324 25313	   	162.46	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3MLV|458VULN|6RCR|7ERES|9DUR|aDMG
364	52524 21313	   	162.46	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3ERES|458VULN|6RCR|7MLV|9DUR|aDMG
365	16362 33611	   	162.41	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2VULN|3DUST|4ZMB|5DMG|6AART|7RCR|8aCDMG|9TLV
366	52324 22522	   	162.41	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	19ZMB|2ASPD|3MLV|45VULN|6RCR|7AART|8CDMG|aCGEN
367	52324 22523	   	162.41	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	19ZMB|2ASPD|3MLV|45VULN|6RCR|7AART|8CDMG|aLIT
368	52153 34322	   	162.40	DCR|2VULN|3ZMB|1AART|2ASPD	15aZMB|2aASPD|3LHND|4MBVNT|6AART|7BEXP|8aVULN|9RCR|aBPWR
369	52153 35323	   	162.40	DCR|2VULN|3ZMB|1AART|2ASPD	15aZMB|2aASPD|3LHND|4MBVNT|6AART|7LWND|8aVULN|9RCR|aBPWR
370	52253 34322	   	162.40	DCR|2VULN|3ZMB|1AART|2ASPD	15aZMB|2aASPD|3LWND|4MBVNT|6AART|7BEXP|8aVULN|9RCR|aBPWR
371	16353 32234	   	162.38	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2VULN|3DUST|4CDMG|5MLV|6DMG|7RCR|8aAART|9DUR
372	12215 22361	   	162.36	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1RCVC|2ZMB|3aASPD|4TLV|59VULN|6RCR|7AART|8DUR
373	12215 22451	   	162.36	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|58VULN|6RCR|7AART|9CDMG|aDUST
374	12215 22553	   	162.36	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3ASPD|4TLV|5aVULN|6RCR|7AART|8CDMG|9DUST
375	52524 23313	   	162.36	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3ERES|458VULN|6RCR|7TLV|9DUR|aDMG
376	11226 21126	   	162.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2LIT|36AART|4VULN|5DMG|7CDMG|8RMIN|9ZMB|aRCR
377	11226 21526	   	162.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2LIT|36AART|4VULN|5DMG|7CDMG|8CGEN|9ZMB|aRCR
378	52324 22361	   	162.31	DCR|2VULN|1AART|2ZMB|2ASPD|1DUR	19ZMB|2aASPD|3MLV|45VULN|6RCR|7AART|8DUR
379	52324 22521	   	162.31	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	19ZMB|2ASPD|3MLV|45VULN|6RCR|7AART|8CDMG|aDUST
380	52322 31336	   	162.30	DCR|1AART|1VULN|1DMG|2CDMG|2ZMB|1ASPD	18ZMB|2ASPD|38MLV|4VULN|5DMG|6AART|78CDMG|8BPWR|9SNIHEL|aRCR
381	12142 36151	   	162.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2ZMB|3DUST|4DUR|57DMG|6AART|8VULN|9RCR|aBEXP
382	12142 36152	   	162.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2ZMB|3DUST|4DUR|57DMG|6AART|8VULN|9RCR|aRMIN
383	12142 36153	   	162.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2ZMB|3DUST|4DUR|57DMG|6AART|8VULN|9RCR|aCGEN
384	12342 36151	   	162.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2ZMB|3LEGI|4DUR|57DMG|6AART|8VULN|9RCR|aBEXP
385	12342 36152	   	162.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2ZMB|3LEGI|4DUR|57DMG|6AART|8VULN|9RCR|aRMIN
386	12342 36153	   	162.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2ZMB|3LEGI|4DUR|57DMG|6AART|8VULN|9RCR|aCGEN
387	16362 32351	   	162.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7DUR|9RCR|aBEXP
388	16362 32352	   	162.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7DUR|9RCR|aRMIN
389	16362 32353	   	162.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCVC|28VULN|3DUST|4ZMB|5DMG|6AART|7DUR|9RCR|aCGEN
390	52335 21342	 * 	162.23	DCR|3VULN|1DMG|2ASPD|1ZMB	1ZMB|24ASPD|34MLV|4BPWR|589VULN|6RCR|7TLV|aDMG
391	12226 63361	   	162.14	DCR|2VULN|2DMG|2ASPD|1ZMB	1aRCVC|2ZMB|35ASPD|45VULN|5BPWR|6DUST|78DMG|9RCR
392	52315 21342	   	162.13	DCR|3VULN|1DMG|2ASPD|1ZMB	1ZMB|24ASPD|3MLV|589VULN|6RCR|7TLV|aDMG
393	55122 23162	   	162.12	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	16ZMB|2AART|3ERES|48VULN|5ASPD|7CGEN|9DMG|aRCR
394	54131 33312	   	162.09	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1ZMB|29TLV|3LHND|4FEWX|59VULN|6ASPD|7RCR|89DMG|9BPWR|aDUR
395	12223 22363	   	162.08	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1RCVC|29ZMB|3ASPD|4VULN|5ERES|6RCR|7AART|8DUR|aDMG
396	12255 22363	   	162.08	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1RCVC|29ZMB|3ASPD|4ERES|5VULN|6RCR|7AART|8DUR|aDMG
397	26226 21126	   	162.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCVC|36AART|4VULN|5DMG|7CDMG|8RMIN|9ZMB|aRCR
398	55262 11231	   	162.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2AART|3RPLT|4DMG|5CDMG|6VULN|7DUST|8aDUR|9RCR
399	16622 23153	   	161.96	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3BEXP|4AART|5ASPD|6ZMB|7RCR|8RMIN|9CDMG
400	16622 23431	   	161.96	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3BEXP|4AART|5ASPD|6ZMB|7RCR|8FEWX|9CDMG
401	16352 32223	   	161.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2VULN|3DUST|4CDMG|5ZMB|6DMG|7RCR|8AART|9MLV|aASPD
402	16352 32261	   	161.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2VULN|3DUST|4CDMG|5ZMB|6DMG|7RCR|8AART|9RPLT|aDUR
403	32522 26342	   	161.90	DCR|3VULN|2DMG|1ASPD	1TLV|2ASPD|37ERES|489VULN|5aDMG|6RCR
404	52164 13311	   	161.86	DCR|2VULN|2DMG|2ASPD|1ZMB	1ZMB|29ASPD|3LHND|4ERES|59VULN|6FEWX|7RCR|89DMG|9BPWR|aMGNLIT
405	16322 23641	   	161.86	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3DUST|4AART|5ASPD|6ZMB|7RCR|8CDMG|9LHND
406	16322 23651	   	161.86	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3DUST|4AART|5ASPD|6ZMB|7RCR|8CDMG|9FEWX
407	16622 23253	   	161.86	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3BEXP|4AART|5ASPD|6ZMB|7RCR|8ERES|9CDMG
408	16622 23613	   	161.86	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3BEXP|4AART|5ASPD|6ZMB|7RCR|8CDMG|9TLV
409	16352 32214	   	161.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2VULN|3DUST|4CDMG|5ZMB|6DMG|7RCR|8AART|9TLV|aASPD
410	52125 53331	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	15ZMB|2ASPD|3LHND|4AART|6LWND|7RCR|8aVULN|9CDMG
411	52125 63331	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	15ZMB|2ASPD|3LHND|4AART|6BEXP|7RCR|8aVULN|9CDMG
412	52153 24322	   	161.80	DCR|2VULN|3ZMB|1AART|2ASPD	15aZMB|2aASPD|3LHND|4MBVNT|6FEWX|7AART|8aVULN|9RCR|aBPWR
413	16322 22354	   	161.80	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1RCVC|28VULN|3DUST|4aAART|5ASPD|6ZMB|7DUR|9RCR
414	16661 32231	   	161.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1RCVC|2VULN|3BEXP|4ZMB|5SELL|6DMG|7RCR|8AART|9CDMG|aASPD
415	51221 23111	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2LWND|3ERES|4LHND|58VULN|69DMG|7RCR|aCDMG
416	52164 13313	   	161.76	DCR|2VULN|2DMG|2ASPD|1ZMB	1ZMB|29ASPD|3LHND|4ERES|59VULN|6FEWX|7RCR|89DMG|9BPWR|aDUST
417	54121 23111	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2TLV|3LHND|4LWND|58VULN|69DMG|7RCR|aCDMG
418	54221 23111	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|2TLV|3LWND|4LHND|58VULN|69DMG|7RCR|aCDMG
419	16322 23613	   	161.76	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3DUST|4AART|5ASPD|6ZMB|7RCR|8CDMG|9TLV
420	12165 22431	   	161.73	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2ZMB|349DUST|58VULN|6RCR|7AART|aDMG
421	16361 32231	   	161.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1RCVC|2VULN|3DUST|4ZMB|5SELL|6DMG|7RCR|8AART|9CDMG|aASPD
422	24116 21334	   	161.67	DCR|3VULN|2DMG|1CDMG|1SELL	168LIT|2RMIN|3SELL|4CDMG|58DMG|78aVULN|8BPWR|9RCR
423	16132 23121	   	161.64	DCR|3VULN|1DMG|2CDMG	1RCVC|28aVULN|3LHND|4aERES|5DMG|6RCR|7LIT|9aCDMG|aBPWR
424	16622 32215	 * 	161.62	DCR|2AART|2VULN|3ASPD|1DUR	1RCVC|27VULN|37BEXP|49AART|567ASPD|7BPWR|8DUR|aRCR
425	52141 21326	 * 	161.57	DCR|3VULN|3ZMB|3ASPD	18aZMB|28aASPD|3LHND|4FEWX|58aVULN|6RCVC|7BELT|8aBPWR|9RCR
426	16353 32241	   	161.48	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2aVULN|3DUST|4CDMG|5MLV|6DMG|7RCR|8AART|9LEGI
427	16354 32213	   	161.48	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2aVULN|3DUST|4CDMG|5RMIN|6DMG|7RCR|8AART|9TLV
428	53265 22233	   	161.46	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR|1SELL	14ZMB|2DUR|3ERES|5aVULN|6RCR|7SELL|8AART|9CDMG
429	16524 21316	   	161.46	DCR|2VULN|2DMG|1ZMB|1DUR	1RCVC|29VULN|39ERES|4MBVNT|5FEWX|6RCR|7DUR|89DMG|9BPWR|aZMB
430	12142 32154	   	161.43	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1RCVC|2ZMB|3DUST|47DUR|5DMG|6aAART|8VULN|9RCR
431	12342 32154	   	161.43	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1RCVC|2ZMB|3LEGI|47DUR|5DMG|6aAART|8VULN|9RCR
432	16322 32215	   	161.42	DCR|2AART|2VULN|3ASPD|1DUR	1RCVC|27VULN|37DUST|49AART|567ASPD|7BPWR|8DUR|aRCR
433	53322 35326	 * 	161.37	DCR|2AART|1DMG|1VULN|2ZMB|2DUR	13ZMB|23DUR|3BPWR|4MBVNT|5DMG|6aAART|7LWND|8VULN|9RCR
434	52322 31156	   	161.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3MLV|4VULN|5DMG|6AART|7CDMG|8DMSP|9RCR|aDUR
435	16542 21331	   	161.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2VULN|3ERES|49DUR|58DMG|6RCR|7FEWX|aAART
436	52323 22411	   	161.36	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5RCVC|6RCR|7AART|9LIT|aCDMG
437	52323 22431	   	161.36	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5RCVC|6RCR|7AART|9RPLT|aCDMG
438	52323 22452	   	161.36	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5RCVC|6RCR|7AART|9CDMG|aCGEN
439	52323 22453	   	161.36	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5RCVC|6RCR|7AART|9CDMG|aLIT
440	16551 32233	   	161.34	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1RCVC|2aVULN|3ERES|4FEWX|5SELL|6DMG|7RCR|8AART|9CDMG
441	55232 22263	   	161.32	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1ZMB|2AART|3RPLT|4RCR|5LIT|6TLV|78CDMG|9DMG|aVULN
442	16352 32221	   	161.31	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2VULN|3DUST|4aCDMG|5ZMB|6DMG|7RCR|8AART|9MLV
443	16352 32231	   	161.31	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2VULN|3DUST|49CDMG|5ZMB|6DMG|7RCR|8AART|aFEWX
444	16352 32232	   	161.31	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2VULN|3DUST|49CDMG|5ZMB|6DMG|7RCR|8AART|aBEXP
445	16352 32233	   	161.31	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1RCVC|2VULN|3DUST|49CDMG|5ZMB|6DMG|7RCR|8AART|aLHND
446	16352 32235	   	161.31	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1RCVC|2VULN|3DUST|49CDMG|5ZMB|6DMG|7RCR|8AART|aLWND
447	16622 21211	   	161.27	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RCVC|29VULN|389BEXP|4AART|5ASPD|6ZMB|79CDMG|9BPWR|aRCR
448	52323 22451	   	161.26	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|48VULN|5RCVC|6RCR|7AART|9CDMG|aDUST
449	52523 22253	   	161.26	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3ERES|4aVULN|5RCVC|6RCR|7AART|8BEXP|9CDMG
450	11226 33332	   	161.22	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1RCVC|2LIT|3AART|4VULN|5DMG|69DUR|7ZMB|8RCR|aASPD
451	16352 32211	   	161.21	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2VULN|3DUST|4aCDMG|5ZMB|6DMG|7RCR|8AART|9TLV
452	11213 42162	   	161.17	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1RCVC|2LIT|39AART|4RMIN|5VULN|6RCR|7DUR|8ASPD|aDMG
453	53211 23132	   	161.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LEGI|58VULN|6DMG|7RCR|9AART|aDUST
454	53211 23332	   	161.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUR|3ERES|4LEGI|5VULN|68DMG|7RCR|9AART|aDUST
455	53611 23411	   	161.02	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|2aDUR|3DUST|4MLV|5VULN|6DMG|7RCR|89AART
456	11142 51511	   	161.00	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|29LIT|39FEWX|4RCR|5CDMG|6DMG|7LEGI|89VULN|9BPWR|aAART
457	52323 22363	   	160.98	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	19ZMB|2ASPD|3MLV|4VULN|5RCVC|6RCR|7AART|8DUR|aDMG
458	12224 43363	   	160.97	DCR|2VULN|2DMG|2ASPD|1ZMB	1RCVC|2ZMB|3aASPD|46VULN|5LWND|78DMG|9RCR
459	11226 41211	   	160.94	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7FEWX|8CDMG|aCGEN
460	11226 41213	   	160.94	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7FEWX|8CDMG|aLWND
461	11226 41214	   	160.94	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7FEWX|8CDMG|aBELT
462	11226 41216	   	160.94	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7aFEWX|8CDMG
463	11226 43211	   	160.94	DCR|2AART|1DMG|1VULN|1CDMG	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7LWND|8CDMG|aCGEN
464	11226 43213	   	160.94	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7aLWND|8CDMG
465	11226 43214	   	160.94	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2LIT|39AART|4VULN|5DMG|6RCR|7LWND|8CDMG|aFEWX
