0	Index      	 *	Score 	Summary	Detail	
1	26121 22233	 * 	187.37	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8BEXP|9aVULN
310	31121 31413	   	160.30	ACR|3DMG|1VULN|2CDMG|1DUR	1ERES|29aDMG|3VULN|4LWND|5RCR|6aLHND|7DUR|8aCDMG|aBPWR
311	31361 31413	   	160.30	ACR|3DMG|1VULN|2CDMG|1DUR	1ERES|29aDMG|3LWND|4VULN|5RCR|6aLHND|7DUR|8aCDMG|aBPWR
312	12436 12533	   	160.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2DUR|3DMG|4AART|5CDMG|6TLV|7RCR|8ASPD|9LIT|aVULN
313	12436 32121	   	160.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2DUR|3DMG|4AART|5CDMG|6ASPD|7RCR|8ERES|9MLV|aVULN
314	12436 32133	   	160.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2DUR|3DMG|4AART|5CDMG|6ASPD|7RCR|8ERES|9LIT|aVULN
315	14436 32331	   	160.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2FEWX|3DMG|4AART|5CDMG|6ASPD|7RCR|8DUR|9VULN|aDUST
316	14436 32332	   	160.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2FEWX|3DMG|4AART|5CDMG|6ASPD|7RCR|8DUR|9VULN|aCANHEL
317	26113 23161	   	160.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1DUST|2CDMG|3DMG|4RCR|579VULN|6FEWX|8BEXP|aZMB
318	16412 32152	   	160.24	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1RCVC|29CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8ERES|aLHND
319	16412 32153	   	160.24	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1RCVC|29CDMG|3AART|4ASPD|5DMG|6VULN|7RCR|8ERES|aCGEN
320	16424 12333	   	160.24	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2aCDMG|3AART|4BEXP|5DMG|6TLV|7RCR|8DUR|9VULN
321	22252 34342	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2LIT|3CDMG|4ZMB|5ASPD|6RCR|7NUKE|8AART|9VULN|aDMG
322	12436 12323	 * 	160.17	DCR|2DMG|1AART|3DUR|1CDMG	1RCVC|28aDUR|3aDMG|4AART|5CDMG|6TLV|7RCR|9aFEWX|aBPWR
323	12436 12433	   	160.17	DCR|2DMG|1AART|3DUR|1CDMG	1RCVC|29aDUR|3aDMG|4AART|5CDMG|6TLV|7RCR|8aLWND|aBPWR
324	26113 25318	   	160.15	ACR|3DMG|1VULN|1CDMG|1ZMB	1DUST|2CDMG|39aDMG|4RCR|5VULN|6FEWX|7MBVNT|8ZMB
325	11124 43327	   	160.13	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2MLV|34DMG|5FEWX|6RCR|7MBVNT|8VULN|9ZMB|aAART
326	31161 11356	 * 	160.03	ACR|5VULN|1DMG	17ERES|2DMG|3489aVULN|5RCR|6LHND
327	31161 31366	   	160.03	ACR|5VULN|1DMG	17ERES|2DMG|3489aVULN|5RCR|6FEWX
328	26161 45414	   	160.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1DUST|2CDMG|39DMG|4MBVNT|5ASPD|6RCR|7aVULN|8LWND
329	53436 32331	   	159.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1FEWX|2RCVC|3DMG|4AART|5CDMG|6ASPD|7RCR|8DUR|9VULN|aDUST
330	53436 32332	   	159.97	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1FEWX|2RCVC|3DMG|4AART|5CDMG|6ASPD|7RCR|8DUR|9VULN|aCANHEL
331	11126 13211	   	159.96	ACR|3DMG|1VULN|1CDMG|1ASPD|2RCVC	17RCVC|2MLV|349DMG|5RCR|6ASPD|8VULN|aCDMG
332	26425 22233	   	159.88	DCR|2VULN|1AART|2CDMG|2ZMB	1DUST|25CDMG|3NUKE|45ZMB|5BPWR|6AART|7RCR|8BEXP|9aVULN
333	51152 41233	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2RPLT|3DMG|45VULN|6RCR|79TLV|8AART|aCDMG
334	26112 36236	   	159.83	ACR|2DMG|1AART|2ZMB|1CDMG|1ASPD	19DUST|2CDMG|39DMG|4RCR|5BEXP|6LHND|79ZMB|8AART|9BPWR|aASPD
335	31121 56431	   	159.78	ACR|2VULN|2DMG|2ASPD|1ZMB	17ERES|27DMG|38VULN|4aLWND|5RCR|67ASPD|7BPWR|9ZMB
336	31121 56432	   	159.78	ACR|2VULN|2DMG|2ASPD|1ZMB	17ERES|27DMG|38VULN|4LWND|5RCR|67ASPD|7BPWR|9ZMB|aLHND
337	26163 51211	   	159.78	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4MBVNT|5aVULN|6RCR|7TLV|8AART|9RMIN
338	26163 51241	   	159.78	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4MBVNT|5aVULN|6RCR|7TLV|8AART|9CGEN
339	26163 52211	   	159.78	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4MBVNT|5aVULN|6RCR|7ERES|8AART|9RMIN
340	31121 56433	   	159.68	ACR|2VULN|2DMG|2ASPD|1ZMB	17ERES|27DMG|38VULN|4LWND|5RCR|67ASPD|7BPWR|9ZMB|aMBVNT
341	26163 52231	   	159.68	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4MBVNT|5aVULN|6RCR|7ERES|8AART|9TLV
342	26163 52234	   	159.68	DCR|2DMG|1AART|1VULN|1CDMG	1aDUST|2CDMG|3aDMG|4MBVNT|5VULN|6RCR|7ERES|8AART|9aTLV|aBPWR
343	12436 12633	   	159.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2DUR|3DMG|4AART|5aCDMG|6TLV|7RCR|8FEWX|9VULN
344	14436 12333	   	159.64	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RCVC|2FEWX|3DMG|4AART|5aCDMG|6TLV|7RCR|8DUR|9VULN
345	62433 22324	   	159.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LIT|3LWND|4AART|5LHND|6aVULN|7ZMB|8DMG|9RCR
346	33126 13211	   	159.56	ACR|3DMG|1VULN|1CDMG|1ASPD	1ERES|27RCVC|349DMG|5RCR|6ASPD|8VULN|aCDMG
347	11115 23642	   	159.48	DCR|3VULN|1AART|1DMG	1RCVC|2MLV|3DMG|4BELT|58aVULN|6LIT|7AART|9RCR
348	31162 42133	 * 	159.41	DCR|2VULN|2DMG|2CDMG|1DUR	1ERES|2aDMG|34VULN|5LWND|6aLHND|7DUR|8aCDMG|9RCR|aBPWR
349	31163 45133	   	159.41	DCR|2VULN|2DMG|2CDMG|1DUR	1ERES|2aDMG|34VULN|5DUR|6aLWND|7LHND|8aCDMG|9RCR|aBPWR
350	53436 12333	   	159.34	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1FEWX|2RCVC|3DMG|4AART|5aCDMG|6TLV|7RCR|8DUR|9VULN
351	33124 42324	   	159.22	DCR|3DMG|1VULN|1ZMB|1DUR	1ERES|2RCVC|34aDMG|5FEWX|6RCR|7DUR|8VULN|9ZMB
352	33115 23642	   	159.08	DCR|3VULN|1AART|1DMG	1ERES|2RCVC|3DMG|4BELT|58aVULN|6LIT|7AART|9RCR
353	11121 23325	   	159.01	DCR|3DMG|2VULN|1ASPD	1RCVC|2MLV|346DMG|5ASPD|7CGEN|8aVULN|9RCR
354	12664 22321	   	158.99	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5FEWX|6AART|7LHND|9DMG|aRMIN
355	12664 22323	   	158.99	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5FEWX|6AART|7LHND|9DMG|aRPLT
356	12666 22321	   	158.99	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5BEXP|6AART|7LHND|9DMG|aRMIN
357	12666 22323	   	158.99	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5BEXP|6AART|7LHND|9DMG|aRPLT
358	33124 43362	   	158.97	DCR|3DMG|2VULN	17ERES|2RCVC|347DMG|57FEWX|6RCR|7BPWR|8BEXP|9aVULN
359	26112 41411	   	158.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4RCR|5BEXP|6ZMB|7AART|8ASPD|9FEWX|aVULN
360	26112 41433	   	158.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4RCR|5BEXP|6ZMB|7AART|8ASPD|9CGEN|aVULN
361	12664 21321	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5FEWX|6AART|7DUST|9DMG|aRMIN
362	12664 21323	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5FEWX|6AART|7DUST|9DMG|aRPLT
363	12666 21321	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5BEXP|6AART|7DUST|9DMG|aRMIN
364	12666 21323	   	158.89	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5BEXP|6AART|7DUST|9DMG|aRPLT
365	33124 43172	   	158.87	DCR|3DMG|2VULN	17ERES|2RCVC|347DMG|57FEWX|6RCR|7BPWR|8MBVNT|9aVULN
366	33124 43262	   	158.87	DCR|3DMG|2VULN	17ERES|2RCVC|347DMG|57FEWX|6RCR|7BPWR|8DUST|9aVULN
367	26112 41236	   	158.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	18DUST|2CDMG|3DMG|4RCR|5BEXP|6ZMB|7AART|9VULN|aASPD
368	26122 24111	   	158.81	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1DUST|2CDMG|39DMG|4ZMB|5BEXP|6RCR|7VULN|8aDUR
369	26122 24151	   	158.81	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1DUST|2CDMG|3DMG|4ZMB|5BEXP|6RCR|79VULN|8aDUR
370	31161 53327	   	158.80	ACR|3VULN|1AART|1DMG	1ERES|2DMG|348VULN|5RCR|6RCVC|7MBVNT|9FEWX|aAART
371	63323 12133	   	158.76	DCR|2DMG|1AART|1VULN|2DUR	15DUR|2BELT|3aDMG|4LIT|6RCVC|7RCR|8AART|9VULN
372	11126 13241	   	158.75	ACR|3DMG|1VULN|2DUR|1ASPD|2RCVC	17RCVC|2aMLV|34aDMG|5RCR|6ASPD|8VULN|9aDUR|aBPWR
373	31121 63424	   	158.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|39VULN|4LWND|5RCR|6LIT|7ZMB|8DUR|aAART
374	26141 22423	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2CDMG|35DMG|4TLV|6AART|7RCR|8LWND|9BEXP|aVULN
375	26141 22632	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2CDMG|35DMG|4TLV|6AART|7RCR|8FEWX|9VULN|aBEXP
376	26141 22633	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2CDMG|35DMG|4TLV|6AART|7RCR|8FEWX|9VULN|aMLV
377	44612 22231	   	158.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2LIT|3AART|4ZMB|5DMG|6VULN|7DUR|8RCR|9CGEN|aCDMG
378	33121 23325	   	158.61	DCR|3DMG|2VULN|1ASPD	1ERES|2RCVC|346DMG|5ASPD|7CGEN|8aVULN|9RCR
379	26112 61633	   	158.59	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|58BEXP|6RMIN|7AART|9aVULN
380	31161 32426	   	158.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18ERES|2DMG|34VULN|5RCR|6FEWX|7DUR|9ZMB|aAART
381	26141 22114	   	158.58	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2CDMG|35DMG|4TLV|6AART|7RCR|8ERES|9BEXP|aVULN
382	26141 22121	   	158.58	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2CDMG|35DMG|4TLV|6AART|7RCR|8ERES|9MLV|aVULN
383	26141 22135	   	158.58	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2CDMG|35DMG|4TLV|6AART|7RCR|8ERES|9LIT|aVULN
384	26141 22631	   	158.58	DCR|2DMG|1AART|1VULN|1CDMG	1aDUST|2CDMG|35DMG|4TLV|6AART|7RCR|8FEWX|9VULN
385	26163 53224	   	158.58	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4MBVNT|57VULN|6RCR|8ERES|9FEWX|aAART
386	44612 22221	   	158.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2LIT|3AART|4ZMB|5DMG|6VULN|7DUR|8RCR|9ERES|aCDMG
387	12436 12353	   	158.53	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|28DUR|3DMG|4AART|5CDMG|6TLV|7RCR|9VENICY|aVULN
388	26113 14342	   	158.50	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6ERES|8RCVC|9TLV|aAART
389	26113 15342	   	158.50	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2CDMG|37DMG|4RCR|5VULN|6ERES|8RCVC|9TLV|aAART
390	11126 22632	   	158.50	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MLV|34DMG|5RCR|6FEWX|7RMIN|8CDMG|9VULN|aAART
391	26112 61233	   	158.49	ACR|2VULN|1AART|1DMG|1CDMG	18DUST|2CDMG|3DMG|4RCR|5BEXP|6RMIN|7AART|9aVULN
392	26122 21112	   	158.45	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3aDMG|4ZMB|5BEXP|6RCR|7AART|8LIT|9ASPD
393	16213 41141	   	158.44	DCR|2VULN|1AART|2CDMG|2DUR|2RCVC	16RCVC|28CDMG|3ERES|48DUR|58VULN|7AART|8BPWR|9RCR|aRPLT
394	16213 41142	   	158.44	DCR|2VULN|1AART|2CDMG|2DUR|2RCVC	16RCVC|28CDMG|3ERES|48DUR|58VULN|7AART|8BPWR|9RCR|aLHND
395	16213 41143	   	158.44	DCR|2VULN|1AART|2CDMG|2DUR|2RCVC	16RCVC|28CDMG|3ERES|48DUR|58VULN|7AART|8BPWR|9RCR|aCGEN
396	11126 26632	   	158.40	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MLV|34DMG|5RCR|6FEWX|7ERES|8CDMG|9VULN|aAART
397	26161 41541	   	158.35	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|38DMG|4MBVNT|5ASPD|6RCR|7AART|9MLV|aZMB
398	26561 21233	   	158.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	18DUST|2CDMG|3BEXP|4ZMB|5ASPD|6RCR|7AART|9aVULN
399	26111 44223	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4RCR|5ASPD|6LWND|7VULN|8AART|9BEXP|aZMB
400	26112 44213	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5BEXP|6ZMB|7VULN|8AART|9RMIN|aDUR
401	26113 26213	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5VULN|6FEWX|7ZMB|8AART|9RMIN|aDUR
402	26113 26253	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5VULN|6FEWX|7ZMB|8AART|9CGEN|aDUR
403	26112 64213	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5BEXP|6RMIN|7VULN|8AART|9ZMB|aDUR
404	26113 42213	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5VULN|6ZMB|7BEXP|8AART|9RMIN|aDUR
405	26113 42226	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|3DMG|4RCR|5VULN|6ZMB|79BEXP|8AART|aASPD
406	26113 42253	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5VULN|6ZMB|7BEXP|8AART|9CGEN|aDUR
407	26113 42263	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5VULN|6ZMB|7BEXP|8AART|9BELT|aDUR
408	26113 62213	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5VULN|6RMIN|7BEXP|8AART|9ZMB|aDUR
409	31161 63332	   	158.30	ACR|4VULN|1DMG|1ZMB	1ERES|2DMG|348aVULN|5RCR|6MLV|7CGEN|9ZMB
410	12664 31321	   	158.29	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5FEWX|6DUST|7AART|9DMG|aRMIN
411	12664 31323	   	158.29	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5FEWX|6DUST|7AART|9DMG|aRPLT
412	12666 31321	   	158.29	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5BEXP|6DUST|7AART|9DMG|aRMIN
413	12666 31323	   	158.29	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RCR|48VULN|5BEXP|6DUST|7AART|9DMG|aRPLT
414	31123 63224	   	158.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|39VULN|4LWND|5DUR|6LIT|7ZMB|8RCR|aAART
415	31226 31224	   	158.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3ZMB|4LHND|5DUR|6LIT|79VULN|8RCR|aAART
416	31363 63224	   	158.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3LWND|49VULN|5DUR|6LIT|7ZMB|8RCR|aAART
417	26112 11111	   	158.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5BEXP|6ERES|7DUR|8AART|9ZMB|aVULN
418	26113 26233	   	158.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5VULN|6FEWX|7ZMB|8AART|9TLV|aDUR
419	26113 21213	   	158.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2CDMG|3DMG|4RCR|5VULN|6FEWX|7TLV|8AART|9ZMB|aDUR
420	33126 13241	   	158.25	ACR|3DMG|1VULN|2DUR|1ASPD	1aERES|27RCVC|34aDMG|5RCR|6ASPD|8VULN|9aDUR|aBPWR
421	26111 11526	   	158.22	ACR|2VULN|2DMG|1CDMG|1ASPD	1aDUST|2CDMG|3aDMG|4RCR|5ASPD|6RPLT|7CGEN|8aVULN|9RMIN|aBPWR
422	26133 11182	   	158.21	DCR|3DMG|1AART|1CDMG|1DUR	1DUST|2CDMG|359DMG|4BELT|6MBVNT|7AART|8RCR|aDUR
423	26346 21332	   	158.20	ACR|4VULN|2CDMG|1ZMB	1DUST|23CDMG|4789VULN|5RCR|6ZMB|aFEWX
424	31163 31526	   	158.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17ERES|2DMG|34VULN|5DUR|6FEWX|8RCR|9ZMB|aAART
425	25212 35226	   	158.15	DCR|2VULN|2DMG|2DUR|1ZMB	1DUST|2MLV|3aDUR|4aVULN|5BEXP|6aDMG|7FEWX|8RCR|9ZMB|aBPWR
426	26113 23356	   	158.12	ACR|2VULN|2DMG|1CDMG|1DUR	1DUST|2CDMG|3aDMG|4RCR|57VULN|6FEWX|8LIT|9DUR
427	26346 21333	   	158.10	ACR|4VULN|2CDMG|1ZMB	1aDUST|23CDMG|4789VULN|5RCR|6ZMB
428	33126 21632	   	158.10	ACR|2DMG|1AART|1VULN|1CDMG	1ERES|2RCVC|34DMG|5RCR|6FEWX|7MLV|8CDMG|9VULN|aAART
429	24161 13316	   	158.07	DCR|3VULN|2AART|1ZMB	12DUST|349VULN|5ZMB|68AART|7RCVC|aRCR
430	61152 43212	 * 	158.07	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|2RPLT|3DMG|457VULN|6RCR|8ERES|9VENICY|aCDMG
431	26113 65144	   	158.02	ACR|2VULN|2DMG|1CDMG|1DUR	1DUST|2CDMG|37DMG|4RCR|59VULN|6RMIN|8MBVNT|aDUR
432	26116 23622	   	158.00	ACR|2DMG|1AART|2CDMG|2ZMB	18DUST|28CDMG|37DMG|4RCR|5MLV|68ZMB|8BPWR|9LWND|aAART
433	26112 64223	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|59BEXP|6RMIN|7aVULN|8AART
434	26113 24323	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6FEWX|7BELT|8AART|9RPLT
435	26113 24333	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6FEWX|7BELT|8AART|9LWND
436	26113 24353	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6FEWX|7BELT|8AART|9LHND
437	26113 33514	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9BEXP|aDMSP
438	26113 33515	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9BEXP|aCGEN
439	26113 33516	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9BEXP|aFEWX
440	26113 33534	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9LWND|aDMSP
441	26113 33535	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9LWND|aCGEN
442	26113 33536	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9LWND|aFEWX
443	26113 62223	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6RMIN|79BEXP|8AART
444	26113 62251	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6RMIN|7BEXP|8AART|9CGEN
445	26116 31511	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5MLV|6CGEN|7aVULN|8AART|9BEXP
446	26116 31521	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5MLV|6CGEN|7aVULN|8AART|9LWND
447	26114 62233	   	157.99	ACR|2DMG|1AART|1VULN|1CDMG	19DUST|2CDMG|39DMG|4RCR|5LEGI|6RMIN|79BEXP|8AART|9BPWR|aVULN
448	12125 21431	   	157.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3aVULN|49LWND|5RPLT|6RCR|7AART|8DMG
449	12265 21431	   	157.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|3RPLT|4aVULN|59LWND|6RCR|7AART|8DMG
450	12365 21431	   	157.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2DUR|39LWND|4aVULN|5RPLT|6RCR|7AART|8DMG
451	26121 22515	   	157.96	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1DUST|2CDMG|35DMG|4ZMB|6AART|7RCR|8ASPD|9BEXP|aRCVC
452	12436 32342	   	157.95	DCR|1AART|3CDMG|1DMG|2DUR|1ASPD	1RCVC|28DUR|3DMG|4AART|59aCDMG|6ASPD|7RCR
453	31163 32524	   	157.95	DCR|2VULN|2DMG|2DUR|1ZMB	1ERES|2aDMG|34VULN|57DUR|6FEWX|8RCR|9ZMB
454	26113 11414	   	157.92	ACR|2VULN|2DMG|1CDMG|1DUR	1DUST|2CDMG|38DMG|4RCR|5aVULN|6ERES|7DUR|9VENICY
455	26112 14223	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|59BEXP|6ERES|7aVULN|8AART
456	26112 14251	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5BEXP|6ERES|7aVULN|8AART|9CGEN
457	26113 13223	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6ERES|79BEXP|8AART
458	26113 13251	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6ERES|7BEXP|8AART|9CGEN
459	26113 16511	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6ERES|7CGEN|8AART|9BEXP
460	26113 16521	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6ERES|7CGEN|8AART|9LWND
461	26113 21226	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6FEWX|7TLV|8AART|9BEXP
462	26113 21246	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6FEWX|7TLV|8AART|9LWND
463	26113 21251	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6FEWX|7TLV|8AART|9CGEN
464	26113 22251	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|5aVULN|6FEWX|7ERES|8AART|9CGEN
465	26113 33512	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9BEXP|aERES
466	26113 33532	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9LWND|aERES
467	26113 33552	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9TLV|aBEXP
468	26113 33553	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2CDMG|3DMG|4RCR|57VULN|6LHND|8AART|9TLV|aMLV
