0	Index      	 *	Score 	Summary	Detail	
1	33261 13526	 * 	194.35	DCR|2VULN|2DMG|1AART|2CDMG|2DUR|1ASPD	18DUR|28DMG|3ASPD|45VULN|68CDMG|7AART|8BPWR|9LIT|aRCR
328	22132 61614	   	165.63	DCR|3VULN|2AART|1DMG	1LWND|246VULN|34TLV|4BPWR|59AART|7RPLT|8DMG|aRCR
329	22316 64332	   	165.58	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1LWND|26VULN|3LIT|4DMG|5AART|7DUST|8ZMB|9RCR|aFLTHEA
330	33115 22124	   	165.55	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|39VULN|4CDMG|5LHND|6AART|7DMSP|8ASPD|aRCR
331	33211 15354	   	165.55	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3ASPD|48LHND|57VULN|6AART|9CDMG|aRCR
332	12132 61614	   	165.53	DCR|3VULN|2AART|1DMG	1DUST|246VULN|34TLV|4BPWR|59AART|7RPLT|8DMG|aRCR
333	33112 64134	   	165.47	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|3679VULN|4CDMG|5RCVC|8TLV|aRCR
334	33214 13214	 * 	165.42	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2DMG|35ASPD|4LHND|6CDMG|79AART|8VULN|aRCR
335	33264 13114	   	165.42	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2DMG|35ASPD|4VULN|6CDMG|79AART|8LWND|aRCR
336	33246 32315	 * 	165.35	DCR|2VULN|2DMG|2ASPD|2DUR|1SELL	1aDUR|2aDMG|37ASPD|4RPLT|5MLV|6RCR|8SELL|9aVULN|aBPWR
337	53116 33225	   	165.33	DCR|4VULN|1DMG|1CDMG	1RPLT|2DMG|3DUST|479aVULN|5RMIN|6RCR|8CDMG
338	53314 73612	   	165.33	DCR|4VULN|1DMG|1CDMG	1RPLT|2DMG|3MBVNT|479aVULN|5DMSP|6RCR|8CDMG
339	53253 32532	   	165.32	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	15RPLT|29DMG|39DUR|4ERES|6RCR|7ZMB|89CDMG|9BPWR|aVULN
340	33543 32532	   	165.32	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	19DUR|29DMG|3ERES|45RPLT|6RCR|7ZMB|89CDMG|9BPWR|aVULN
341	33653 32532	   	165.32	DCR|2DMG|1VULN|2CDMG|2DUR|1ZMB	19DUR|29DMG|35RPLT|4ERES|6RCR|7ZMB|89CDMG|9BPWR|aVULN
342	51352 22352	   	165.29	ACR|3VULN|1AART|1CDMG|1ZMB	1RPLT|2RCVC|348VULN|5RCR|6ZMB|7DLOT|9AART|aCDMG
343	31223 32543	   	165.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12DUR|3DMG|4RPLT|5CGEN|6RCR|7ZMB|8CDMG|9AART|aVULN
344	33442 23212	 * 	164.99	ACR|2AART|1VULN|1DMG|2ZMB|1ASPD|1DUR|1SELL	1DUR|2DMG|3SELL|46ZMB|5RCR|79AART|8VULN|aASPD
345	33236 52611	   	164.95	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|3ASPD|4BELT|5FEWX|68VULN|7AART|9CDMG|aRCR
346	33261 13134	   	164.95	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3ASPD|45VULN|6CDMG|7AART|89LWND|aRCR
347	33221 13224	   	164.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3ASPD|4CGEN|5ERES|6CDMG|7AART|89VULN|aRCR
348	33254 33224	   	164.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2DMG|3ASPD|4CDMG|5CGEN|6ERES|7AART|89VULN|aRCR
349	22342 34841	   	164.85	DCR|2VULN|2DMG|1AART|1DUR	1LWND|24VULN|3LIT|5MBVNT|6AART|7DUR|8aDMG|9RCR
350	23612 26334	 * 	164.83	ACR|2VULN|1AART|3CDMG|1ASPD	19LWND|2BELT|3RCR|4RCVC|5AART|69VULN|789CDMG|9BPWR|aASPD
351	33244 42221	   	164.74	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|26DMG|3ASPD|4RPLT|5FEWX|7RCR|8CDMG|9aVULN
352	33433 15142	   	164.71	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|27DMG|3SELL|49VULN|5MLV|6BEXP|8RCR|aAART
353	33242 42221	   	164.64	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|26DMG|3ASPD|4RPLT|5DUST|7RCR|8CDMG|9aVULN
354	31213 23212	   	164.61	DCR|2VULN|2DMG|3DUR|1CDMG	127DUR|37DMG|4ERES|5aVULN|67LWND|7BPWR|8RCR|9CDMG
355	34132 16126	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16DUR|24MLV|34VULN|4BPWR|5AART|7CDMG|8DMG|9LIT|aRCR
356	33432 15142	   	164.61	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|27DMG|3SELL|49VULN|5ERES|6BEXP|8RCR|aAART
357	53428 13221	   	164.58	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|25DMG|3RCR|4MBVNT|6CDMG|79VULN|8RMIN|aZMB
358	22222 33661	   	164.48	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|248VULN|3BASICY|5DMG|6DUST|7ZMB|9RCR|aAART
359	53428 13321	   	164.48	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|25DMG|3RCR|4MBVNT|6CDMG|78VULN|9ERES|aZMB
360	53428 13341	   	164.48	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|25DMG|3RCR|4MBVNT|6CDMG|78VULN|9TLV|aZMB
361	33113 16143	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|379VULN|4CDMG|5CGEN|6BEXP|8RCR|aZMB
362	33116 16142	   	164.47	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|379VULN|4CDMG|5ZMB|6BEXP|8RCR|aDMSP
363	53327 13314	   	164.43	ACR|3VULN|2DMG|1CDMG	14RPLT|2aDMG|3MBVNT|5RCR|6CDMG|789VULN
364	53327 43614	   	164.43	ACR|3VULN|2DMG|1CDMG	14RPLT|2aDMG|3MBVNT|5RCR|679VULN|8CDMG
365	62113 51141	   	164.42	DCR|4VULN|2DMG|1SELL	17LHND|279aVULN|3TLV|4SELL|5FEWX|67DMG|7BPWR|8RCR
366	33352 36132	   	164.41	DCR|3VULN|2DMG|3DUR	158DUR|28DMG|3BEXP|457VULN|58BPWR|68LWND|9RCR|aLHND
367	33352 36135	   	164.41	DCR|3VULN|2DMG|3DUR	158DUR|28DMG|3BEXP|457VULN|58BPWR|68LWND|9RCR|aFEWX
368	33162 36133	   	164.41	DCR|3VULN|2DMG|3DUR	158DUR|28DMG|37aVULN|45FEWX|58BPWR|68LWND|9RCR
369	33232 66413	   	164.41	DCR|2AART|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1DUR|2DMG|3ASPD|4BELT|5aAART|6RCR|7CDMG|89ZMB
370	33113 25142	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|39aVULN|4CDMG|5CGEN|6ZMB|7ERES|8RCR
371	33114 16143	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|379VULN|4CDMG|5TLV|6BEXP|8RCR|aZMB
372	33115 35143	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|369VULN|4CDMG|5LHND|7ERES|8RCR|aZMB
373	33116 36142	   	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|39aVULN|4CDMG|5ZMB|6ERES|7CGEN|8RCR
