0	Index      	 *	Score 	Summary	Detail	
1	61433 36132	 * 	191.62	DCR|4VULN|2DMG|2ASPD|1ZMB	19ASPD|2ZMB|39DMG|4RMIN|5LEGI|689aVULN|7RCR|9BPWR
321	23633 16431	   	166.64	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	1aDUR|2ASPD|3aVULN|46DMG|5CGEN|7aZMB|8RPLT|9RCR|aBPWR
322	33433 16431	   	166.64	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	1aVULN|2ASPD|3aDUR|46DMG|5CGEN|7aZMB|8RPLT|9RCR|aBPWR
323	22324 23152	   	166.62	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9LIT|aERES
324	22324 23155	   	166.62	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9LIT|aTLV
325	22324 23161	   	166.62	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9MLV|aDUST
326	22324 23164	   	166.62	DCR|3DMG|1AART|1VULN|1DUR	1DUR|26FEWX|356DMG|4AART|6BPWR|7VULN|8RCR|9MLV|aERES
327	23534 11153	   	166.54	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2ASPD|3BEXP|4CDMG|5RMIN|68aVULN|7RCR|9AART
328	61314 63313	   	166.54	DCR|2VULN|1DMG|2CDMG|2ASPD|1ZMB	19ASPD|2ZMB|39CDMG|4LEGI|5DMG|6RCR|7DUST|89VULN|9BPWR|aRPLT
329	23631 16431	   	166.54	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	1aDUR|2ASPD|3aVULN|46DMG|5ERES|7aZMB|8RPLT|9RCR|aBPWR
330	33431 16431	   	166.54	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	1aVULN|2ASPD|3aDUR|46DMG|5ERES|7aZMB|8RPLT|9RCR|aBPWR
331	63233 16151	   	166.51	DCR|3VULN|2DMG|2ASPD	1aASPD|28aVULN|3MLV|4NUKE|5LWND|6aDMG|7RCR|9RPLT|aBPWR
332	12341 11115	   	166.51	DCR|3VULN|2DMG|1CDMG	1LHND|2FEWX|39DMG|4CDMG|5MLV|68aVULN|7RCR
333	12343 11115	   	166.51	DCR|3VULN|2DMG|1CDMG	1LHND|2FEWX|39DMG|4CDMG|5CGEN|68aVULN|7RCR
334	12344 11115	   	166.51	DCR|3VULN|2DMG|1CDMG	1LHND|2FEWX|39DMG|4CDMG|5RMIN|68aVULN|7RCR
335	32142 16341	   	166.51	DCR|3VULN|2DMG|1CDMG	19aVULN|2FEWX|3aMLV|4CDMG|5MBVNT|6DUST|7RCR|8aDMG|aBPWR
336	32341 41115	   	166.51	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|39DMG|4CDMG|5MLV|6BEXP|7RCR
337	32341 51115	   	166.51	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|39DMG|4CDMG|5MLV|6LHND|7RCR
338	32343 41115	   	166.51	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|39DMG|4CDMG|5CGEN|6BEXP|7RCR
339	32343 51115	   	166.51	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|39DMG|4CDMG|5CGEN|6LHND|7RCR
340	32344 31115	   	166.51	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|39DMG|4CDMG|5RMIN|6LHND|7RCR
341	33233 16151	   	166.51	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3MLV|4NUKE|5LWND|6aDMG|7RCR|9RPLT|aBPWR
342	33234 16151	   	166.51	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3MLV|4NUKE|5FEWX|6aDMG|7RCR|9RPLT|aBPWR
343	36342 31151	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7RPLT|8MLV|9AART
344	36342 31152	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|3aDMG|4CDMG|5BELT|6RCR|7RPLT|8MLV|9AART
345	63233 16124	   	166.41	DCR|3VULN|2DMG|2ASPD	1aASPD|28aVULN|3MLV|4NUKE|5LWND|6aDMG|7RCR|9MBVNT|aBPWR
346	32341 31115	   	166.41	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|39DMG|4CDMG|5MLV|6LEGI|7RCR
347	32341 31121	   	166.41	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|3aDMG|4CDMG|5MLV|6LEGI|7RCR|9aDUST|aBPWR
348	32343 31115	   	166.41	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|39DMG|4CDMG|5CGEN|6LEGI|7RCR
349	32343 31121	   	166.41	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|3aDMG|4CDMG|5CGEN|6LEGI|7RCR|9aDUST|aBPWR
350	32346 31115	   	166.41	DCR|3VULN|2DMG|1CDMG	18aVULN|2FEWX|39DMG|4CDMG|5DUST|6CGEN|7RCR
351	33233 16124	   	166.41	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3MLV|4NUKE|5LWND|6aDMG|7RCR|9MBVNT|aBPWR
352	33236 16151	   	166.41	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3MLV|4NUKE|5DUST|6aDMG|7RCR|9RPLT|aBPWR
353	33334 16151	   	166.41	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3ERES|4NUKE|5FEWX|6aDMG|7RCR|9RPLT|aBPWR
354	32323 22513	   	166.41	DCR|2VULN|2DMG|2CDMG|1DUR	17VULN|2FEWX|39DMG|4DUR|5ERES|6RCR|8aCDMG
355	36613 22513	   	166.41	DCR|2VULN|2DMG|2CDMG|1DUR	17VULN|2DUR|3FEWX|49DMG|5ERES|6RCR|8aCDMG
356	61363 21314	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4LIT|59DMG|6aVULN|7CGEN|8RCR
357	51314 21331	   	166.34	DCR|3DMG|1AART|1VULN|1ZMB|1SELL	16CGEN|2ZMB|3VULN|4SELL|56aDMG|6BPWR|7AART|8LIT|9RCR
358	33214 64213	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2ASPD|3MLV|4CDMG|5aDMG|6RCR|7RPLT|8DUST|9AART
359	33336 16151	   	166.31	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3ERES|4NUKE|5DUST|6aDMG|7RCR|9RPLT|aBPWR
360	61363 22314	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4LIT|59DMG|6aVULN|7ERES|8RCR
361	61521 51323	   	166.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3RCVC|4CDMG|5DMG|6LHND|79AART|8VULN|aRCR
362	32331 43215	   	166.27	DCR|3VULN|2DMG|1ZMB	178VULN|2FEWX|3aDMG|4BEXP|5LWND|6RCR|9ZMB
363	33314 64213	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2ASPD|3ERES|4CDMG|5aDMG|6RCR|7RPLT|8DUST|9AART
364	33531 35431	   	166.21	DCR|3VULN|2DMG|1ZMB|1ASPD	13aVULN|2ASPD|4aDMG|5ZMB|6FEWX|7aCGEN|8RPLT|9RCR|aBPWR
365	51324 15131	   	166.21	DCR|3VULN|2DMG|1ZMB|1ASPD	1aCGEN|2ZMB|38aVULN|4ASPD|5FEWX|6aDMG|7RPLT|9RCR|aBPWR
366	23642 32431	   	166.20	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3aVULN|4CDMG|5BELT|6RCR|7ZMB|8RCVC|9AART
367	33442 32431	   	166.20	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1aVULN|2ASPD|3DUR|4CDMG|5BELT|6RCR|7ZMB|8RCVC|9AART
368	32336 43215	   	166.17	DCR|3VULN|2DMG|1ZMB	178VULN|2FEWX|3aDMG|4BEXP|5DUST|6RCR|9ZMB
369	51323 15131	   	166.11	DCR|3VULN|2DMG|1ZMB|1ASPD	1aCGEN|2ZMB|38aVULN|4ASPD|5DUST|6aDMG|7RPLT|9RCR|aBPWR
370	51363 15131	   	166.11	DCR|3VULN|2DMG|1ZMB|1ASPD	1aCGEN|2ZMB|38aVULN|4DUST|5ASPD|6aDMG|7RPLT|9RCR|aBPWR
371	33533 43433	   	166.05	DCR|3VULN|2DMG|1CDMG|1ASPD	136VULN|2ASPD|48DMG|56DUST|6BPWR|7CDMG|9TLV|aRCR
372	21612 12652	 * 	166.01	DCR|2VULN|2AART|1DMG|2DUR	15DUR|26LIT|3LHND|45VULN|5BPWR|79AART|8RCR|aDMG
373	36331 36351	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	16aVULN|2DUR|34DMG|5CGEN|7ZMB|8RPLT|9RCR
374	33511 65141	 * 	165.98	DCR|3VULN|1DMG|2ZMB|2ASPD	138VULN|29ASPD|45ZMB|6RCR|7MBVNT|aDMG
375	31341 23533	   	165.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1aVULN|2LIT|3DLOT|49DUR|5ZMB|6AART|7DMG|8RCR
376	33211 26223	   	165.94	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	168VULN|2ASPD|3MLV|4CDMG|5RPLT|7RCR|9DUR|aAART
377	63211 26223	   	165.94	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1ASPD|268VULN|3MLV|4CDMG|5RPLT|7RCR|9DUR|aAART
378	23142 32312	 * 	165.86	DCR|3ZMB|1AART|3ASPD|3DUR|1CDMG	189DUR|289ASPD|3LHND|4CDMG|5BELT|6RCR|789ZMB|89BPWR|aAART
379	36343 51331	   	165.85	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1aVULN|25DUR|3DMG|4CDMG|6RCR|7LHND|8ASPD|9ZMB
380	33311 26223	   	165.84	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	168VULN|2ASPD|3ERES|4CDMG|5RPLT|7RCR|9DUR|aAART
381	63311 26223	   	165.84	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1ASPD|268VULN|3ERES|4CDMG|5RPLT|7RCR|9DUR|aAART
382	36331 67213	   	165.82	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2DUR|34aDMG|5CGEN|6MBVNT|7RCR|8DUST|9AART
383	36332 67213	   	165.72	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2DUR|34aDMG|5ERES|6MBVNT|7RCR|8DUST|9AART
384	22324 26116	   	165.70	DCR|3DMG|1AART|2ASPD|2DUR	1aDUR|26FEWX|356DMG|4AART|6aBPWR|7aLWND|8RCR|9aASPD
385	25634 22133	   	165.70	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|2MLV|378VULN|4ZMB|5FEWX|6RCR|9ASPD|aAART
386	36134 22133	   	165.70	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	178VULN|2DUR|3MLV|4ZMB|5FEWX|6RCR|9ASPD|aAART
387	52433 22133	   	165.70	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1CGEN|2FEWX|3DUR|4ZMB|578VULN|6RCR|9ASPD|aAART
388	52533 61133	   	165.70	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1CGEN|2FEWX|358VULN|4ZMB|6RCR|7DUR|9ASPD|aAART
389	61324 12323	   	165.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4BEXP|5DMG|69AART|7RCVC|8VULN|aRCR
390	51126 43131	   	165.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13CGEN|2ZMB|4CDMG|5AART|6aDMG|7LIT|8VULN|9RCR
391	33222 66232	   	165.66	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	18aVULN|2ASPD|3MLV|4RCVC|5DUR|6RCR|7ZMB|9DMG
392	63222 66232	   	165.66	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|28aVULN|3MLV|4RCVC|5DUR|6RCR|7ZMB|9DMG
393	33522 65111	   	165.66	DCR|4VULN|1DMG|1DUR|1ASPD	138aVULN|2ASPD|4MLV|5DUR|6RCR|7RPLT|9DMG
394	21154 12341	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|2LIT|36VULN|4CDMG|7AART|8ERES|9RCR|aDMG
395	22324 12146	   	165.60	DCR|3DMG|1AART|1CDMG|2DUR	17DUR|2FEWX|357DMG|4AART|67LWND|7BPWR|8RCR|9LSRREG|aCDMG
396	22324 12166	   	165.60	DCR|3DMG|1AART|1CDMG|2DUR	17DUR|2FEWX|357DMG|4AART|67LWND|7BPWR|8RCR|9SNIHEL|aCDMG
397	25632 22133	   	165.60	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|2MLV|378VULN|4ZMB|5DUST|6RCR|9ASPD|aAART
398	36132 22133	   	165.60	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	178VULN|2DUR|3MLV|4ZMB|5DUST|6RCR|9ASPD|aAART
399	36234 22133	   	165.60	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	178VULN|2DUR|3TLV|4ZMB|5FEWX|6RCR|9ASPD|aAART
400	33523 66223	   	165.60	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	138VULN|2ASPD|4MLV|5DUST|6RCR|7ZMB|9DUR|aAART
401	33322 66232	   	165.56	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	18aVULN|2ASPD|3ERES|4RCVC|5DUR|6RCR|7ZMB|9DMG
402	33322 66241	   	165.56	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	189VULN|2ASPD|3ERES|4RCVC|5DUR|6RCR|7ZMB|aDMG
403	63322 66232	   	165.56	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|28aVULN|3ERES|4RCVC|5DUR|6RCR|7ZMB|9DMG
404	33522 62235	   	165.56	DCR|4VULN|1DMG|1DUR|1ASPD	138aVULN|2ASPD|4MLV|5DUR|6RCR|7TLV|9DMG
405	36232 22133	   	165.50	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	178VULN|2DUR|3TLV|4ZMB|5DUST|6RCR|9ASPD|aAART
406	25612 21351	   	165.37	ACR|3DMG|2VULN|2DUR|1SELL	1aDUR|2MLV|3aVULN|4RCR|5SELL|6LHND|7DUST|89aDMG|aBPWR
407	36331 67412	   	165.32	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2DUR|348DMG|5CGEN|6MBVNT|7RCR|9LHND|aAART
408	36112 51351	   	165.27	ACR|3DMG|2VULN|2DUR|1SELL	1aVULN|2aDUR|3MLV|4RCR|5SELL|6LEGI|7DUST|89aDMG|aBPWR
409	36332 67412	   	165.22	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2DUR|348DMG|5ERES|6MBVNT|7RCR|9LHND|aAART
410	36322 51224	   	165.21	DCR|3DMG|1AART|1VULN|2DUR	1VULN|24DUR|368DMG|5ERES|7AART|9LHND|aRCR
411	36314 22133	   	165.20	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	178VULN|2DUR|3DMG|4RMIN|5FEWX|6RCR|9ASPD|aCDMG
412	31321 23553	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	1aVULN|2LIT|3DLOT|4BEXP|5ZMB|69AART|7DMG|8RCR
413	36212 51351	   	165.17	ACR|3DMG|2VULN|2DUR|1SELL	1aVULN|2aDUR|3TLV|4RCR|5SELL|6LEGI|7DUST|89aDMG|aBPWR
414	31355 16133	 * 	165.13	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1VULN|2LIT|3DLOT|47DMG|5CDMG|68ASPD|9RCR|aAART
415	36342 32131	   	165.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2aDUR|3DMG|4CDMG|5BELT|6RCR|7ZMB|8LIT|9AART
416	36332 67431	   	165.12	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2DUR|348DMG|59ERES|6MBVNT|7RCR|aAART
417	13523 22511	   	165.10	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LHND|2ASPD|37aVULN|4DUR|5ERES|6RCR|8CDMG|9DMG
418	33123 22511	   	165.10	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	17aVULN|2ASPD|3LHND|4DUR|5ERES|6RCR|8CDMG|9DMG
419	33522 62261	   	165.10	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	138VULN|2ASPD|4MLV|5DUR|6RCR|7TLV|9CDMG|aDMG
420	63123 22511	   	165.10	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|27aVULN|3LHND|4DUR|5ERES|6RCR|8CDMG|9DMG
421	36312 22133	   	165.10	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	178VULN|2DUR|3DMG|4RMIN|5DUST|6RCR|9ASPD|aCDMG
422	22324 26115	   	165.04	DCR|3DMG|2AART|1DUR|1ASPD	1DUR|26FEWX|356DMG|4aAART|6BPWR|7LWND|8RCR|9ASPD
423	32322 15515	   	165.00	DCR|2VULN|2DMG|1CDMG|2DUR	19VULN|2FEWX|39DMG|4aDUR|5CDMG|69DUST|7RCR|8RCVC|9BPWR
424	33213 16451	   	164.96	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3MLV|4CDMG|5RCR|7RCVC|8aDMG|9DUR
425	33214 61341	   	164.88	DCR|3DMG|1VULN|2ASPD|1CDMG	1VULN|28ASPD|3MLV|4CDMG|59aDMG|6RCR|7LHND
426	33313 16451	   	164.86	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	16VULN|2ASPD|3ERES|4CDMG|5RCR|7RCVC|8aDMG|9DUR
427	22324 12155	   	164.80	DCR|3DMG|2AART|2DUR	17DUR|2FEWX|357DMG|49AART|67LWND|7BPWR|8RCR|aRCVC
428	33313 11235	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	16aVULN|2ASPD|3ERES|4CDMG|5RCR|7DMG|8LWND|9ZMB
429	63313 11235	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|26aVULN|3ERES|4CDMG|5RCR|7DMG|8LWND|9ZMB
430	33214 62611	   	164.78	DCR|3DMG|1VULN|1CDMG|2ASPD	1VULN|29ASPD|3MLV|4CDMG|59aDMG|6RCR|7TLV|89ERES|9BPWR
431	33314 61341	   	164.78	DCR|3DMG|1VULN|2ASPD|1CDMG	1VULN|28ASPD|3ERES|4CDMG|59aDMG|6RCR|7LHND
432	23633 65131	   	164.70	DCR|3VULN|1DMG|2ZMB|2DUR|1ASPD	1aDUR|2ASPD|38aVULN|4DMG|5CGEN|6aZMB|7RPLT|9RCR|aBPWR
433	33433 65131	   	164.70	DCR|3VULN|1DMG|2ZMB|2DUR|1ASPD	18aVULN|2ASPD|3aDUR|4DMG|5CGEN|6aZMB|7RPLT|9RCR|aBPWR
434	33511 54111	 * 	164.64	DCR|4VULN|3ZMB|1ASPD	138aVULN|2ASPD|458ZMB|68BASICY|7RCR|8BPWR|9RMIN
435	32323 26131	   	164.61	DCR|2VULN|2AART|1DMG|1DUR	19VULN|2FEWX|3DMG|4DUR|5ERES|6RCR|7BASICY|8aAART
436	36613 26131	   	164.61	DCR|2VULN|2AART|1DMG|1DUR	19VULN|2DUR|3FEWX|4DMG|5ERES|6RCR|7BASICY|8aAART
437	23631 65131	   	164.60	DCR|3VULN|1DMG|2ZMB|2DUR|1ASPD	1aDUR|2ASPD|38aVULN|4DMG|5ERES|6aZMB|7RPLT|9RCR|aBPWR
438	33431 65131	   	164.60	DCR|3VULN|1DMG|2ZMB|2DUR|1ASPD	18aVULN|2ASPD|3aDUR|4DMG|5ERES|6aZMB|7RPLT|9RCR|aBPWR
439	33511 54131	   	164.54	DCR|4VULN|3ZMB|1ASPD	138aVULN|2ASPD|458ZMB|68BASICY|7RCR|8BPWR|9ERES
440	33216 41323	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19VULN|2ASPD|3MLV|4CDMG|5DUST|6BEXP|7RCR|8AART|aDMG
441	35313 65213	   	164.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2SNIHEL|3LWND|4AART|5ASPD|6aDMG|7RPLT|8RCR|9CDMG
442	63216 41323	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|29VULN|3MLV|4CDMG|5DUST|6BEXP|7RCR|8AART|aDMG
443	32323 22123	   	164.48	DCR|3VULN|1DMG|2CDMG|1DUR	178VULN|2FEWX|3DMG|4DUR|5ERES|6RCR|9aCDMG
444	36613 22123	   	164.48	DCR|3VULN|1DMG|2CDMG|1DUR	178VULN|2DUR|3FEWX|4DMG|5ERES|6RCR|9aCDMG
445	33316 41323	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19VULN|2ASPD|3ERES|4CDMG|5DUST|6BEXP|7RCR|8AART|aDMG
446	63316 41323	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|29VULN|3ERES|4CDMG|5DUST|6BEXP|7RCR|8AART|aDMG
447	33511 64132	   	164.41	DCR|3VULN|1AART|2ZMB|1ASPD	138VULN|2ASPD|45ZMB|6RCR|7AART|9MLV|aBEXP
448	52133 22663	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2FEWX|3LHND|4ZMB|57VULN|6RCR|8AART|9DUR|aDMG
449	31525 11411	 * 	164.31	DCR|2AART|2VULN|2CDMG|1DUR	1aVULN|2aLIT|3DUR|4LWND|59AART|6aCDMG|7RCR|8RPLT|aBPWR
450	33511 64133	   	164.31	DCR|3VULN|1AART|2ZMB|1ASPD	138VULN|2ASPD|45ZMB|6RCR|7AART|9MLV|aERES
451	23621 62236	   	164.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2ASPD|38VULN|5CGEN|6RCR|7TLV|9DMG|aAART
452	33421 62236	   	164.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	18VULN|2ASPD|34DUR|5CGEN|6RCR|7TLV|9DMG|aAART
453	23642 32231	   	164.29	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3aVULN|4CDMG|58BELT|6RCR|7ZMB|9AART
454	33442 32231	   	164.29	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1aVULN|2ASPD|3DUR|4CDMG|58BELT|6RCR|7ZMB|9AART
455	63442 32231	   	164.29	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2aVULN|3DUR|4CDMG|58BELT|6RCR|7ZMB|9AART
456	51332 22663	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2ZMB|37VULN|4LHND|5DUST|6RCR|8AART|9DUR|aDMG
457	36341 31341	   	164.21	DCR|2VULN|2DMG|2CDMG|1DUR	1aVULN|2DUR|3aDMG|49CDMG|5MLV|6LEGI|7RCR|8aLHND|aBPWR
458	34322 25411	   	164.21	DCR|4VULN|2DMG|1CDMG|1DUR|1MSE	189aVULN|2MSE|39DMG|4DUR|5CDMG|69LHND|7RCR|9BPWR
459	23622 62236	   	164.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2ASPD|38VULN|5ERES|6RCR|7TLV|9DMG|aAART
460	33422 62236	   	164.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	18VULN|2ASPD|34DUR|5ERES|6RCR|7TLV|9DMG|aAART
461	33511 63243	 * 	164.19	DCR|2VULN|3ZMB|2CDMG|1ASPD|1DUR	13VULN|2ASPD|459ZMB|6RCR|78CDMG|aDUR
462	23641 16131	   	164.14	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2ASPD|36aVULN|4CDMG|5MLV|7BELT|8RCR|9AART
463	33441 16131	   	164.14	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	16aVULN|2ASPD|3DUR|4CDMG|5MLV|7BELT|8RCR|9AART
464	22324 11243	   	164.12	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2FEWX|35aDMG|4AART|6LWND|7AIRHEA|8VULN|9RCR
465	22324 16343	   	164.12	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2FEWX|35aDMG|4AART|6LWND|7VULN|8BASICY|9RCR
466	36341 41113	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2DUR|39DMG|4aCDMG|5MLV|6BEXP|7RCR
467	36341 51112	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2DUR|39DMG|4aCDMG|5MLV|6LHND|7RCR
468	22331 11113	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2FEWX|39DMG|4aCDMG|5MLV|68VULN|7RCR
469	22333 11113	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2FEWX|39DMG|4aCDMG|5CGEN|68VULN|7RCR
470	32322 65411	   	164.11	DCR|4VULN|2DMG|1CDMG|1DUR|2MSE	189aVULN|2FEWX|39DMG|4DUR|5CDMG|69MSE|7RCR|9BPWR
471	35116 63212	   	164.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2SNIHEL|3BEXP|4AART|5CDMG|6RCR|7ZMB|8DMG|9ASPD|aRCVC
472	35216 63212	   	164.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2SNIHEL|3FEWX|4AART|5CDMG|6RCR|7ZMB|8DMG|9ASPD|aRCVC
473	35316 63212	   	164.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2SNIHEL|3LWND|4AART|5CDMG|6RCR|7ZMB|8DMG|9ASPD|aRCVC
474	36342 12131	   	164.02	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3DMG|4CDMG|5BELT|6RCVC|7ERES|8RCR|9AART
475	22334 11155	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DMG|4CDMG|5RMIN|68VULN|7RCR|9AART|aCGEN
476	32322 15212	   	164.01	DCR|2VULN|2DMG|2CDMG|1DUR	19VULN|2FEWX|39DMG|4DUR|5aCDMG|689DUST|7RCR|9BPWR
477	32322 55141	   	164.01	DCR|2DMG|2VULN|2CDMG|1DUR	1aVULN|2FEWX|3aDMG|4DUR|59CDMG|6LEGI|7RCR|8aERES|aBPWR
478	36331 67123	   	164.01	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2DUR|34DMG|5CGEN|6MBVNT|7RCR|9aCDMG
479	36341 31112	   	164.01	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2DUR|39DMG|4aCDMG|5MLV|6LEGI|7RCR
480	36346 31113	   	164.01	DCR|2VULN|2DMG|2CDMG|1DUR	18VULN|2DUR|39DMG|4aCDMG|5DUST|6CGEN|7RCR
481	36613 22151	   	164.01	DCR|4VULN|1DMG|2DUR	178aVULN|2aDUR|3FEWX|4DMG|5aERES|6RCR|9RPLT|aBPWR
482	34322 15411	   	164.01	DCR|4VULN|2DMG|1CDMG|1DUR|1MSE	189aVULN|2MSE|39DMG|4DUR|5CDMG|69DUST|7RCR|9BPWR
