0	Index      	 *	Score 	Summary	Detail	
1	61621 33222	 * 	184.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2ERES|36aVULN|4RCR|5ZMB|7LIT|8DMG|9AART
314	61321 31423	   	157.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4AART|5aVULN|6DUST|7RCR|8SNIHEL|9DUR
315	34123 24513	   	157.62	ACR|2VULN|2AART|1CDMG|1DUR	1BEXP|2LHND|3DUR|4RCR|57VULN|6aAART|8MLV|9CDMG
316	25233 12314	   	157.61	DCR|2VULN|2DMG|1AART	18LHND|2CGEN|3AART|48DMG|5LIT|6LWND|78VULN|8BPWR|9BELT|aRCR
317	23116 22612	   	157.59	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUST|3DUR|4VULN|5RCR|68AART|7MLV|9CDMG|aDMG
318	26126 22612	   	157.59	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2VULN|3DUR|4DUST|5RCR|68AART|7MLV|9CDMG|aDMG
319	61621 31315	   	157.59	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1CDMG|2ERES|36VULN|4RCR|5aZMB|7RCVC|8ASPD|9DMG
320	62562 33221	   	157.52	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUST|346VULN|5RCR|7CGEN|8DUR|9AART|aLHND
321	62562 33223	   	157.52	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUST|346VULN|5RCR|7CGEN|8DUR|9AART|aRMIN
322	23123 22615	   	157.52	ACR|2VULN|2AART|1CDMG|1DUR	1LHND|2DUST|3DUR|4RCR|5aVULN|68AART|7MLV|9CDMG
323	23123 24513	   	157.52	ACR|2VULN|2AART|1CDMG|1DUR	1LHND|2DUST|3DUR|4RCR|57VULN|6aAART|8MLV|9CDMG
324	22233 12314	   	157.51	DCR|2VULN|2DMG|1AART	18LHND|2TLV|3AART|48DMG|5LIT|6LWND|78VULN|8BPWR|9BELT|aRCR
325	63121 53253	   	157.51	DCR|2AART|2VULN|2CDMG|1ASPD	18CDMG|23LWND|46AART|57VULN|9ASPD|aRCR
326	23116 23612	   	157.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DUST|3DUR|4VULN|5RCR|68AART|7TLV|9CDMG|aDMG
327	26126 23612	   	157.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2VULN|3DUR|4DUST|5RCR|68AART|7TLV|9CDMG|aDMG
328	64322 35322	   	157.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LIT|4DUR|5ERES|6RCVC|7DMG|8RCR|9AART|aVULN
329	62562 31221	   	157.42	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUST|346VULN|5RCR|7DUR|8ERES|9AART|aLHND
330	62562 31223	   	157.42	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUST|346VULN|5RCR|7DUR|8ERES|9AART|aRMIN
331	62562 33222	   	157.42	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2aDUST|346VULN|5RCR|7CGEN|8DUR|9AART
332	23123 23615	   	157.42	ACR|2VULN|2AART|1CDMG|1DUR	1LHND|2DUST|3DUR|4RCR|5aVULN|68AART|7TLV|9CDMG
333	26622 13122	 * 	157.40	ACR|2DMG|2AART|1VULN	1LHND|2VULN|3RCVC|4aDMG|5RCR|6TLV|78AART|9MGNSTR
334	26622 13142	   	157.40	ACR|2DMG|2AART|1VULN	1LHND|2VULN|3RCVC|4aDMG|5RCR|6TLV|78AART|9BELT
335	61625 33221	   	157.39	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2ERES|36VULN|4RCR|5RMIN|7LIT|8DMG|9AART|aBEXP
336	11232 11121	 * 	157.36	DCR|2VULN|1AART|1DMG|2DUR	12DUR|3ERES|4DMG|5TLV|69VULN|7RCR|8AART|aRCVC
337	15232 11121	   	157.36	DCR|2VULN|1AART|1DMG|2DUR	12DUR|2BPWR|3ERES|4DMG|5TLV|69VULN|7RCR|8AART|aRCVC
338	62562 31222	   	157.32	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2aDUST|346VULN|5RCR|7DUR|8ERES|9AART
339	61623 33432	   	157.29	ACR|2VULN|2DMG|2CDMG	15CDMG|268ERES|3aVULN|4RCR|79DMG
340	26622 23422	   	157.28	ACR|2DMG|1AART|1VULN|2DUR	1aLHND|2VULN|3RCVC|4aDMG|5RCR|6FEWX|7BEXP|8aDUR|9AART|aBPWR
341	25232 36124	   	157.25	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG	16LHND|2CGEN|3AART|4DMG|56ZMB|6BPWR|7CDMG|8RCR|9RCVC|aVULN
342	26622 33422	   	157.18	ACR|2DMG|1AART|1VULN|2DUR	1aLHND|2VULN|3RCVC|4aDMG|5RCR|6DUST|7FEWX|8aDUR|9AART|aBPWR
343	22232 36124	   	157.15	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	16LHND|2TLV|3AART|4DMG|56ZMB|6BPWR|7CDMG|8RCR|9RCVC|aVULN
344	61621 63221	   	157.12	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	16CDMG|2ERES|3VULN|4RCR|5ZMB|7LIT|8DMG|9AART|aBEXP
345	61623 53221	   	157.12	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	15CDMG|2ERES|3VULN|4RCR|6ZMB|7LIT|8DMG|9AART|aBEXP
346	64121 11533	 * 	157.11	DCR|2AART|1VULN|1CDMG|2DUR|1ZMB	1CDMG|2ZMB|3MLV|48AART|5VULN|6BEXP|7RCR|9aDUR
347	22232 54124	   	157.05	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LHND|2TLV|3AART|4DMG|57ZMB|6CDMG|8RCR|9RCVC|aVULN
348	64362 23133	 * 	157.04	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ZMB	1CDMG|2ZMB|3LIT|4RCR|5ERES|6FLTHEA|79AART|8CGEN|aVULN
349	64132 13224	 * 	157.03	ACR|2DMG|1AART|2ZMB|1CDMG|1DUR	1CDMG|2aZMB|3MLV|4DUR|5RCR|6aLIT|7LWND|8aDMG|9AART|aBPWR
350	64121 31533	   	157.01	DCR|2AART|1VULN|1CDMG|2DUR|1ZMB	1CDMG|2ZMB|3MLV|48AART|5VULN|6DUST|7RCR|9aDUR
351	26414 31232	   	156.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|2VULN|3AART|4ASPD|5CDMG|6RMIN|7RCR|8CGEN|9DUR|aDMG
352	61332 33563	   	156.96	ACR|3VULN|1CDMG|2DUR|1ZMB|1ASPD	1CDMG|2ERES|3ZMB|4aDUR|5RCR|679VULN|8ASPD
353	26622 13532	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3RCVC|4DMG|5RCR|6TLV|7AART|9ZMB|aLWND
354	26622 13533	   	156.95	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|28VULN|3RCVC|4DMG|5RCR|6TLV|7AART|9ZMB|aBELT
355	62562 31132	   	156.92	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUST|346VULN|5RCR|7DUR|8LIT|9MLV|aAART
356	23116 24622	   	156.92	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|2DUST|3DUR|47VULN|5RCR|6AART|8ASPD|9CANSTR|aDMG
357	26414 31132	   	156.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LHND|2VULN|3AART|4ASPD|5CDMG|6RMIN|7RCR|8ERES|9DUR|aDMG
358	26115 33427	   	156.76	DCR|3VULN|1AART|1ZMB|1DUR	1LHND|24aVULN|3DUR|5MBVNT|6DUST|7RCR|8ZMB|9AART
359	26215 13427	   	156.76	DCR|3VULN|1AART|1ZMB|1DUR	1LHND|24aVULN|3DUST|5MBVNT|6DUR|7RCR|8ZMB|9AART
360	62333 62523	   	156.73	DCR|2VULN|1AART|2CDMG|1ZMB	18CDMG|2DUST|3RPLT|4LEGI|58VULN|6RCR|78LHND|8BPWR|9AART|aZMB
361	11533 61321	   	156.69	ACR|2DMG|1AART|1VULN|3DUR	123DUR|47DUST|5RCR|6VULN|89DMG|aAART
362	15533 61321	   	156.69	ACR|2DMG|1AART|1VULN|3DUR	123DUR|2BPWR|47DUST|5RCR|6VULN|89DMG|aAART
363	23123 35342	 * 	156.54	ACR|4VULN|1DMG|1DUR	1LHND|2DUST|3DUR|4RCR|5678VULN|9ERES|aDMG
364	31132 35511	   	156.53	ACR|3VULN|2CDMG|2DUR|1ZMB	18BEXP|23DUR|48CDMG|5RCR|689VULN|7LEGI|8BPWR|aZMB
365	31332 33565	   	156.53	ACR|3VULN|2CDMG|2DUR|1ZMB	13BEXP|23DUR|3BPWR|48CDMG|5RCR|69aVULN|7ZMB
366	34123 35323	   	156.44	ACR|5VULN|1ASPD|1DUR	1BEXP|2LHND|3DUR|4RCR|56789VULN|aASPD
367	31132 33565	   	156.43	ACR|3VULN|2CDMG|2DUR|1ZMB	1BEXP|23DUR|48CDMG|5RCR|69aVULN|7ZMB
368	64132 12262	   	156.43	ACR|2DMG|1AART|2ZMB|1CDMG|1DUR	1CDMG|29ZMB|3MLV|4DUR|5RCR|69LIT|7LHND|89DMG|9BPWR|aAART
369	64132 13262	   	156.43	ACR|2DMG|1AART|2ZMB|1CDMG|1DUR	1CDMG|29ZMB|3MLV|4DUR|5RCR|69LIT|7LWND|89DMG|9BPWR|aAART
370	26623 51111	   	156.40	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|25VULN|3RCVC|48DMG|6LSRICY|7CDMG|9RCR|aDUR
371	23123 35323	   	156.34	ACR|5VULN|1ASPD|1DUR	1LHND|2DUST|3DUR|4RCR|56789VULN|aASPD
372	26414 31311	   	156.34	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1aLHND|2VULN|3AART|4ASPD|58CDMG|6RMIN|7RCR|9DMG
373	26414 31312	   	156.34	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1LHND|2VULN|3AART|4ASPD|58CDMG|6RMIN|7RCR|9DMG|aLWND
374	26414 31313	   	156.34	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1LHND|2VULN|3AART|4ASPD|58CDMG|6aRMIN|7RCR|9DMG
375	26623 31111	   	156.30	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|25VULN|3RCVC|48DMG|6SNIHEL|7CDMG|9RCR|aDUR
376	34622 13513	   	156.19	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LHND|3DMSP|4DMG|5RCR|6TLV|7AART|8aVULN|9CDMG
377	23123 53412	   	156.18	ACR|3VULN|1DMG|1CDMG|1DUR	1LHND|2DUST|3DUR|4RCR|578VULN|6BELT|9DMG|aCDMG
378	23132 31122	   	156.16	DCR|2VULN|1AART|1DMG|2DUR	1aLHND|26aDUST|35DUR|4DMG|7RCR|8AART|9aVULN|aBPWR
379	61332 33551	   	156.07	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2ERES|3ZMB|4DUR|5RCR|67VULN|8ASPD|9BELT|aDMG
380	11232 11122	   	156.06	DCR|2VULN|1AART|1DMG|2DUR	12DUR|3ERES|4DMG|5TLV|69VULN|7RCR|8AART|aBEXP
381	15232 11122	   	156.06	DCR|2VULN|1AART|1DMG|2DUR	12DUR|2BPWR|3ERES|4DMG|5TLV|69VULN|7RCR|8AART|aBEXP
382	31432 33432	   	156.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3DMSP|4CDMG|5RCR|6VULN|7ZMB|8AART|9LWND|aDMG
383	35532 33432	   	156.05	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	12BEXP|2BPWR|3DUR|4CDMG|5RCR|6VULN|7ZMB|8AART|9LWND|aDMG
384	34123 33611	   	155.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3DUR|4RCR|56VULN|7ZMB|8AART|9CDMG|aLIT
385	34123 33614	   	155.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3DUR|4RCR|56VULN|7ZMB|8AART|9CDMG|aRPLT
386	34123 33616	   	155.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3DUR|4RCR|56VULN|7ZMB|8AART|9CDMG|aLWND
387	11232 11123	   	155.96	DCR|2VULN|1AART|1DMG|2DUR	12DUR|3aERES|4DMG|5TLV|69VULN|7RCR|8AART
388	11232 11124	   	155.96	DCR|2VULN|1AART|1DMG|2DUR	12DUR|3ERES|4DMG|5TLV|69VULN|7RCR|8AART|aLEGI
389	15232 11123	   	155.96	DCR|2VULN|1AART|1DMG|2DUR	12DUR|2BPWR|3aERES|4DMG|5TLV|69VULN|7RCR|8AART
390	15232 11124	   	155.96	DCR|2VULN|1AART|1DMG|2DUR	12DUR|2BPWR|3ERES|4DMG|5TLV|69VULN|7RCR|8AART|aLEGI
391	31432 33452	   	155.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3DMSP|4CDMG|5RCR|6VULN|7ZMB|8AART|9DUST|aDMG
392	33432 33442	   	155.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUST|3DMSP|4CDMG|5RCR|6VULN|7ZMB|8AART|9DUR|aDMG
393	13241 33514	 * 	155.93	DCR|3VULN|3ZMB|2DUR	18DUR|2TLV|3DMSP|4RPLT|58aZMB|689VULN|7RCR|8BPWR
394	23116 25115	   	155.90	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1LHND|2DUST|38DUR|4aVULN|5RCR|6AART|7ASPD|9CDMG
395	64236 31322	 * 	155.88	DCR|2VULN|1AART|2CDMG|2ZMB	15CDMG|24ZMB|34LHND|4BPWR|6aVULN|7LIT|8RCR|9AART
396	23123 33611	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2DUST|3DUR|4RCR|56VULN|7ZMB|8AART|9CDMG|aLIT
397	23123 33614	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2DUST|3DUR|4RCR|56VULN|7ZMB|8AART|9CDMG|aRPLT
398	23123 33616	   	155.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2DUST|3DUR|4RCR|56VULN|7ZMB|8AART|9CDMG|aLWND
399	33232 33442	   	155.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|23DUST|4CDMG|5RCR|6VULN|7ZMB|8AART|9DUR|aDMG
400	61332 16352	   	155.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4DUR|5RCR|6LIT|7DUST|8AART|9DMG|aVULN
401	62432 33432	   	155.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|23DUST|4DUR|5RCR|6VULN|7ZMB|8AART|9LWND|aDMG
402	11533 63513	 * 	155.84	ACR|2AART|1VULN|3DUR|1CDMG|1ZMB	123DUR|4DUST|5RCR|6VULN|7ZMB|8CDMG|9aAART
403	62421 32313	   	155.77	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|236DUST|4aAART|5VULN|7DUR|8DMG|9RCR
404	11134 35632	 * 	155.73	DCR|2VULN|1DMG|3DUR|1CDMG|1ZMB	128DUR|368MLV|4DMG|5ZMB|78VULN|8BPWR|9RCR|aCDMG
405	25232 36134	   	155.64	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG	169LHND|2CGEN|3AART|4DMG|56ZMB|6BPWR|7CDMG|8RCR|aVULN
406	11133 14631	   	155.60	DCR|2VULN|2DMG|3DUR|1ASPD	128DUR|3MLV|48DMG|5LWND|6ASPD|78VULN|8BPWR|9RCR|aCGEN
407	11133 14633	   	155.60	DCR|2VULN|2DMG|3DUR|1ASPD	128DUR|3MLV|48DMG|5LWND|6ASPD|78VULN|8BPWR|9RCR|aLHND
408	11133 14635	   	155.60	DCR|2VULN|2DMG|3DUR|1ASPD	128DUR|3MLV|48DMG|5LWND|6ASPD|78VULN|8BPWR|9RCR|aFEWX
409	15133 14631	   	155.60	DCR|2VULN|2DMG|3DUR|1ASPD	128DUR|28BPWR|3MLV|48DMG|5LWND|6ASPD|78VULN|9RCR|aCGEN
410	15133 14633	   	155.60	DCR|2VULN|2DMG|3DUR|1ASPD	128DUR|28BPWR|3MLV|48DMG|5LWND|6ASPD|78VULN|9RCR|aLHND
411	34123 25212	   	155.58	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|28LHND|3DUR|4RCR|5VULN|6AART|7ASPD|9CDMG|aDMG
412	22232 36134	   	155.54	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	169LHND|2TLV|3AART|4DMG|56ZMB|6BPWR|7CDMG|8RCR|aVULN
413	22232 36156	   	155.54	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	16LHND|2TLV|3AART|4DMG|56ZMB|6BPWR|7CDMG|8RCR|9BELT|aVULN
414	11133 14634	   	155.50	DCR|2VULN|2DMG|3DUR|1ASPD	128DUR|3MLV|48DMG|5LWND|6ASPD|78VULN|8BPWR|9RCR|aERES
415	23123 25212	   	155.48	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	18LHND|2DUST|3DUR|4RCR|5VULN|6AART|7ASPD|9CDMG|aDMG
416	23116 24215	   	155.48	ACR|2VULN|1AART|2CDMG|2DUR	1aLHND|2DUST|3aDUR|47VULN|5RCR|6AART|8BEXP|9aCDMG|aBPWR
417	22232 36164	   	155.44	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	16LHND|29TLV|3AART|4DMG|56ZMB|6BPWR|7CDMG|8RCR|aVULN
418	22232 54134	   	155.44	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	19LHND|2TLV|3AART|4DMG|57ZMB|6CDMG|8RCR|aVULN
419	26623 41133	   	155.44	DCR|2VULN|1AART|1DMG|1DUR	1LHND|25VULN|3aRCVC|4DMG|6DUR|7RCR|8AART|9DUST
420	16432 11121	   	155.44	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2CGEN|3aRCVC|4DMG|5TLV|69VULN|7RCR|8AART
421	64223 33152	   	155.41	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1CDMG|2ZMB|3LHND|4RCR|5AART|6LWND|7RCVC|8VULN|9DUST|aDMG
422	61621 33252	   	155.39	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1CDMG|2ERES|36VULN|4RCR|59ZMB|7LIT|8DMG|aDUR
423	23123 25412	   	155.38	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LHND|28DUST|3DUR|4RCR|5VULN|6AART|7ASPD|9CDMG|aDMG
424	61322 34115	 * 	155.37	DCR|1AART|1DMG|2ZMB|1CDMG|1FLTHEA|1DUR	1CDMG|2ERES|37ZMB|4AART|5DMG|6DUR|8RCR|9LHND|aFLTHEA
425	25232 53124	   	155.37	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2CGEN|3AART|4DMG|5ZMB|6CDMG|79RCVC|8RCR|aVULN
426	22214 61523	   	155.37	DCR|2VULN|1AART|2ZMB|1CDMG	1LHND|2TLV|3AART|4LWND|5CDMG|69ZMB|7RCR|8aVULN
427	61623 33431	   	155.36	ACR|3DMG|1VULN|2CDMG	15CDMG|268ERES|3VULN|4RCR|79aDMG
428	21621 51422	   	155.35	DCR|2VULN|2DMG|1ZMB|1DUR	1aLHND|2DUR|3DMSP|4aDMG|5RMIN|6MLV|7RCR|8ZMB|9aVULN|aBPWR
429	64122 34122	 * 	155.35	DCR|3ZMB|1AART|1DMG|1CDMG|1DUR	1CDMG|27aZMB|39MLV|4AART|5DMG|6DUR|8RCR
430	12432 11121	   	155.34	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2ERES|3aRCVC|4DMG|5TLV|69VULN|7RCR|8AART
431	61521 33521	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|3BEXP|4RCR|5ZMB|67VULN|8ASPD|9AART|aLHND
432	61621 33123	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|36VULN|4RCR|5ZMB|7LIT|8CGEN|9AART|aDUR
433	61626 33323	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|36VULN|4RCR|5CGEN|7LIT|8ZMB|9AART|aDUR
434	22232 53124	   	155.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2TLV|3AART|4DMG|5ZMB|6CDMG|79RCVC|8RCR|aVULN
435	21621 21422	   	155.25	DCR|2VULN|2DMG|1ZMB|1DUR	1aLHND|2DUR|3DMSP|4aDMG|5RMIN|6ERES|7RCR|8ZMB|9aVULN|aBPWR
436	24521 21422	   	155.25	DCR|2VULN|2DMG|1ZMB|1DUR	12aLHND|3DUR|4aDMG|5RMIN|6ERES|7RCR|8ZMB|9aVULN|aBPWR
437	61332 16262	   	155.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3ZMB|4DUR|5RCR|6LIT|7DUST|8DMG|9AART|aVULN
438	61521 33522	   	155.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|3BEXP|4RCR|5ZMB|67VULN|8ASPD|9AART|aDUST
439	61621 35321	   	155.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|36VULN|4RCR|5ZMB|7ASPD|8DUST|9AART|aLHND
440	61621 35323	   	155.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|36VULN|4RCR|5ZMB|7ASPD|8DUST|9AART|aRMIN
441	62221 35353	   	155.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|28DUST|3CGEN|4RCR|5ZMB|6aVULN|7DUR|9AART
442	34235 33113	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	1BEXP|2LHND|3aDUST|4aDMG|5ZMB|6aVULN|7RCR|8LIT|9DUR|aBPWR
443	23116 24513	   	155.12	ACR|2VULN|2AART|1CDMG|1DUR	1LHND|2DUST|3DUR|47VULN|5RCR|6aAART|8MLV|9CDMG
444	23116 22615	   	155.12	ACR|2VULN|2AART|1CDMG|1DUR	1LHND|2DUST|3DUR|4aVULN|5RCR|68AART|7MLV|9CDMG
445	33222 36541	   	155.09	ACR|2VULN|2DMG|2CDMG	19BEXP|236DUST|4aDMG|5RCR|79VULN|89CDMG|9BPWR
446	61332 23512	   	155.09	ACR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|2ERES|38ZMB|4DUR|5RCR|6FEWX|789VULN|8BPWR|aBEXP
447	61332 23513	   	155.09	ACR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|2ERES|38ZMB|4DUR|5RCR|6FEWX|789VULN|8BPWR|aCGEN
448	61332 23514	   	155.09	ACR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|2ERES|38ZMB|4DUR|5RCR|6FEWX|789VULN|8BPWR|aRPLT
449	61332 23516	   	155.09	ACR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|2ERES|38ZMB|4DUR|5RCR|6FEWX|789VULN|8BPWR|aBELT
450	61332 23525	   	155.09	ACR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|2ERES|38ZMB|4DUR|5RCR|6FEWX|78aVULN|8BPWR|9LWND
451	61332 53512	   	155.09	ACR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|2ERES|38ZMB|4DUR|5RCR|6LWND|789VULN|8BPWR|aBEXP
452	61332 53513	   	155.09	ACR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|2ERES|38ZMB|4DUR|5RCR|6LWND|789VULN|8BPWR|aCGEN
453	21322 13555	   	155.08	ACR|2DMG|1AART|1VULN|2DUR	13aLHND|23DUR|3aBPWR|4aDMG|5RCR|6TLV|7AART|8VULN|9aLIT
454	61621 35322	   	155.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|36VULN|4RCR|5ZMB|7ASPD|8aDUST|9AART
455	23116 23615	   	155.02	ACR|2VULN|2AART|1CDMG|1DUR	1LHND|2DUST|3DUR|4aVULN|5RCR|68AART|7TLV|9CDMG
456	61623 41223	 * 	154.99	ACR|2VULN|2AART|2CDMG	15CDMG|2ERES|36VULN|4RCR|7LIT|8DUST|9aAART
457	61332 43512	   	154.99	ACR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|2ERES|38ZMB|4DUR|5RCR|6DUST|789VULN|8BPWR|aBEXP
458	61332 43513	   	154.99	ACR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|2ERES|38ZMB|4DUR|5RCR|6DUST|789VULN|8BPWR|aCGEN
459	21122 13555	   	154.98	ACR|2DMG|1AART|1VULN|2DUR	1aLHND|23DUR|4aDMG|5RCR|6TLV|7AART|8VULN|9aLIT|aBPWR
460	66221 13262	   	154.97	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|29LHND|3CGEN|4RCR|5ZMB|69LIT|7DUR|89DMG|9BPWR|aAART
461	31332 33525	 * 	154.96	ACR|1AART|1VULN|2CDMG|3DUR|2ZMB	13aBEXP|23aDUR|3aBPWR|48CDMG|5RCR|6VULN|7aZMB|9AART
462	64323 22431	   	154.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LIT|4DUR|5AART|6RPLT|7aVULN|8RCR|9LWND
463	14322 13553	   	154.88	ACR|2VULN|1AART|1DMG|2DUR	13DUR|23LHND|3BPWR|4DMG|5RCR|6TLV|7AART|8aVULN|9LIT
464	21322 13553	   	154.88	ACR|2VULN|1AART|1DMG|2DUR	13LHND|23DUR|3BPWR|4DMG|5RCR|6TLV|7AART|8aVULN|9LIT
465	23123 24561	   	154.87	ACR|2VULN|2AART|1ZMB|1DUR	1LHND|2DUST|3DUR|4RCR|57VULN|6aAART|8MLV|9ZMB
466	31132 33525	   	154.86	ACR|1AART|1VULN|2CDMG|3DUR|2ZMB	1aBEXP|23aDUR|48CDMG|5RCR|6VULN|7aZMB|9AART|aBPWR
467	14122 13553	   	154.78	ACR|2VULN|1AART|1DMG|2DUR	13DUR|2LHND|4DMG|5RCR|6TLV|7AART|8aVULN|9LIT
468	21122 13553	   	154.78	ACR|2VULN|1AART|1DMG|2DUR	1LHND|23DUR|4DMG|5RCR|6TLV|7AART|8aVULN|9LIT
469	64225 13232	   	154.77	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3LHND|4RCR|5RMIN|6LIT|7DUR|89DMG|aAART
470	64521 11323	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	1CDMG|29ZMB|3CGEN|4AART|5aVULN|6BEXP|7RCR|8DUST
471	64521 21323	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	1CDMG|29ZMB|3CGEN|4AART|5aVULN|6LHND|7RCR|8DUST
472	61621 33332	   	154.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|36VULN|4RCR|5ZMB|7LIT|8DUR|9MLV|aAART
473	61621 33352	   	154.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2ERES|36VULN|4RCR|5ZMB|7LIT|8DUR|9CGEN|aAART
