0	Index      	 *	Score 	Summary	Detail	
1	62243 52418	 * 	184.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|4aVULN|59DMG|6RCR|7CDMG|8AART
319	23322 46632	   	163.09	DCR|4VULN|1DMG|1ZMB	1LSRICY|2389VULN|4ZMB|5RCVC|6VENICY|7RCR|aDMG
320	16151 51112	   	163.03	DCR|4VULN|1DMG|2ASPD	1LWND|26ASPD|346aVULN|5RMIN|6BPWR|7RCR|8DMG|9FEWX
321	36151 51112	   	163.03	DCR|4VULN|1DMG|2ASPD	1BEXP|26ASPD|346aVULN|5RMIN|6BPWR|7RCR|8DMG|9FEWX
322	16152 21112	   	162.93	DCR|4VULN|1DMG|2ASPD	1LWND|25ASPD|345aVULN|5BPWR|6ERES|7RCR|8DMG|9FEWX
323	16151 51132	   	162.93	DCR|4VULN|1DMG|2ASPD	1LWND|26ASPD|346aVULN|5RMIN|6BPWR|7RCR|8DMG|9DUST
324	36151 51132	   	162.93	DCR|4VULN|1DMG|2ASPD	1BEXP|26ASPD|346aVULN|5RMIN|6BPWR|7RCR|8DMG|9DUST
325	13433 32461	 * 	162.88	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5LIT|6FLTHEA|7ASPD|8CDMG|9aAART
326	16133 31461	   	162.88	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5LIT|6FLTHEA|7ZMB|8CDMG|9aAART
327	62243 52453	   	162.88	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1CGEN|2MBVNT|39ASPD|4VULN|5DMG|6RCR|7CDMG|8AART|aDUR
328	16152 21132	   	162.83	DCR|4VULN|1DMG|2ASPD	1LWND|25ASPD|345aVULN|5BPWR|6ERES|7RCR|8DMG|9DUST
329	52121 53242	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|29ERES|3CDMG|45VULN|6DUR|7AART|8RCR|aDMG
330	21322 72386	   	162.58	DCR|3VULN|1AART|1DMG	1LSRICY|2RPLT|3MBVNT|458VULN|6RCR|7AART|9BEXP|aDMG
331	21322 72316	   	162.48	DCR|3VULN|1AART|1DMG	1LSRICY|2RPLT|3MBVNT|458VULN|6RCR|7AART|9DUST|aDMG
332	21322 72326	   	162.48	DCR|3VULN|1AART|1DMG	1LSRICY|2RPLT|3MBVNT|458VULN|6RCR|7AART|9LEGI|aDMG
333	23343 72316	   	162.48	DCR|3VULN|1AART|1DMG	1LSRICY|238VULN|4RPLT|5MBVNT|6RCR|7AART|9DUST|aDMG
334	23343 72326	   	162.48	DCR|3VULN|1AART|1DMG	1LSRICY|238VULN|4RPLT|5MBVNT|6RCR|7AART|9LEGI|aDMG
335	51121 13212	   	162.47	DCR|3VULN|1AART|1CDMG|1ZMB	1MLV|2CGEN|3CDMG|459VULN|6BEXP|7AART|8RCR|aZMB
336	36156 13332	   	162.42	DCR|3VULN|1AART|1DMG|1ASPD	168BEXP|2ASPD|348VULN|58LSRHEA|7AART|8BPWR|9RCR|aDMG
337	51121 23212	   	162.37	DCR|3VULN|1AART|1CDMG|1ZMB	1MLV|2CGEN|3CDMG|459VULN|6DUST|7AART|8RCR|aZMB
338	43452 21123	 * 	162.36	DCR|3VULN|1DMG|2ZMB|2DUR	1aDUR|245VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9CGEN
339	21322 74818	 * 	162.36	DCR|4VULN|1AART|1ASPD	1LSRICY|2RPLT|3MBVNT|457aVULN|6RCR|8ASPD|9AART
340	21262 61235	   	162.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LSRICY|2RPLT|3DUR|4RCR|57VULN|6ZMB|8AART|9ERES|aDMG
341	13433 31233	   	162.28	ACR|2DMG|3ZMB|1VULN|1FLTHEA	19LWND|2VULN|379ZMB|4RCR|5LIT|6FLTHEA|89DMG|9BPWR|aLHND
342	13433 31235	   	162.28	ACR|2DMG|3ZMB|1VULN|1FLTHEA	19LWND|2VULN|379ZMB|4RCR|5LIT|6FLTHEA|89DMG|9BPWR|aRMIN
343	13433 31236	   	162.28	ACR|2DMG|3ZMB|1VULN|1FLTHEA	19LWND|2VULN|379ZMB|4RCR|5LIT|6FLTHEA|89DMG|9BPWR|aCGEN
344	43152 21241	   	162.25	DCR|3VULN|1AART|2DUR|1ZMB	15DUR|246VULN|3LHND|7RCR|8ZMB|9AART|aFEWX
345	43152 21243	   	162.25	DCR|3VULN|1AART|2DUR|1ZMB	15DUR|246VULN|3LHND|7RCR|8ZMB|9AART|aCGEN
346	53152 21241	   	162.25	DCR|3VULN|1AART|2DUR|1ZMB	1MLV|25DUR|345VULN|5BPWR|6ERES|7RCR|8ZMB|9AART|aFEWX
347	53152 21243	   	162.25	DCR|3VULN|1AART|2DUR|1ZMB	1MLV|25DUR|345VULN|5BPWR|6ERES|7RCR|8ZMB|9AART|aCGEN
348	55112 21241	   	162.25	DCR|3VULN|1AART|2DUR|1ZMB	1MLV|235VULN|45DUR|5BPWR|6ERES|7RCR|8ZMB|9AART|aFEWX
349	55112 21243	   	162.25	DCR|3VULN|1AART|2DUR|1ZMB	1MLV|235VULN|45DUR|5BPWR|6ERES|7RCR|8ZMB|9AART|aCGEN
350	65112 21241	   	162.25	DCR|3VULN|1AART|2DUR|1ZMB	1CGEN|235VULN|45DUR|5BPWR|6ERES|7RCR|8ZMB|9AART|aFEWX
351	42152 52122	 * 	162.20	DCR|3VULN|1AART|3DUR|1ASPD	167DUR|2FEWX|37LWND|47aVULN|5AART|7BPWR|8RCR|9ASPD
352	23425 15221	   	162.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2VULN|3MLV|4RCR|5AART|6ZMB|7DMG|8RCVC|9CDMG|aASPD
353	24615 21321	   	162.15	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LSRICY|2AART|3CGEN|4DMG|5RCR|6RCVC|7CDMG|8ZMB|9VULN|aASPD
354	43152 21242	   	162.15	DCR|3VULN|1AART|2DUR|1ZMB	15DUR|246VULN|3LHND|7RCR|8ZMB|9AART|aDUST
355	53152 21242	   	162.15	DCR|3VULN|1AART|2DUR|1ZMB	1MLV|25DUR|345VULN|5BPWR|6ERES|7RCR|8ZMB|9AART|aDUST
356	55112 21242	   	162.15	DCR|3VULN|1AART|2DUR|1ZMB	1MLV|235VULN|45DUR|5BPWR|6ERES|7RCR|8ZMB|9AART|aDUST
357	65112 21242	   	162.15	DCR|3VULN|1AART|2DUR|1ZMB	1CGEN|235VULN|45DUR|5BPWR|6ERES|7RCR|8ZMB|9AART|aDUST
358	65112 21243	   	162.15	DCR|3VULN|1AART|2DUR|1ZMB	1CGEN|235VULN|45DUR|5BPWR|6aERES|7RCR|8ZMB|9AART
359	36133 24412	   	162.10	DCR|3VULN|2DMG|1ASPD	1BEXP|2ASPD|38aVULN|4MLV|59DMG|6RCR|7LEGI
360	36133 25312	   	162.10	DCR|3VULN|2DMG|1ASPD	1BEXP|2ASPD|37aVULN|4MLV|59DMG|6RCR|8DUST
361	62243 53512	   	162.10	DCR|3VULN|2DMG|1ASPD	1CGEN|2MBVNT|3ASPD|48aVULN|59DMG|6RCR|7BEXP
362	13433 31521	   	162.08	ACR|2DMG|3ZMB|1VULN|1FLTHEA	1LWND|2VULN|378ZMB|4RCR|5LIT|6FLTHEA|9aDMG
363	22525 15221	   	162.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|7DMG|8RCVC|9CDMG|aASPD
364	23334 45333	   	162.01	DCR|3VULN|1AART|1CDMG|1DUR	1LSRICY|238VULN|4CGEN|5LHND|6RCR|7DUR|9AART|aCDMG
365	13153 51141	   	161.98	DCR|3VULN|1AART|1DMG	1LWND|246VULN|36LHND|5RCVC|6BPWR|7RCR|8DMG|9AART|aFEWX
366	13153 51143	   	161.98	DCR|3VULN|1AART|1DMG	1LWND|246VULN|36LHND|5RCVC|6BPWR|7RCR|8DMG|9AART|aCGEN
367	23331 42522	   	161.98	DCR|3VULN|1AART|1DMG	1LSRICY|239VULN|47CGEN|5DUST|6RCR|8AART|aDMG
368	56523 32332	   	161.97	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1MLV|2ZMB|3DUR|4FLTHEA|5DMG|6VULN|7CGEN|8RCR|9AART|aASPD
369	13333 42883	   	161.93	ACR|2DMG|2VULN|1AART	1aLWND|2aVULN|3ERES|4RCR|5BEXP|6MBVNT|7aDMG|8AART|9LEGI|aBPWR
370	23331 45333	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1LSRICY|238VULN|4CGEN|5DUST|6RCR|7DUR|9AART|aCDMG
371	22525 43222	 * 	161.90	ACR|3VULN|1AART|2CDMG	19LSRICY|2TLV|389VULN|4RCR|5AART|69CDMG|7RMIN|9BPWR|aLHND
372	13153 21141	   	161.88	DCR|3VULN|1AART|1DMG	1LWND|246VULN|3LHND|5RCVC|7RCR|8DMG|9AART|aFEWX
373	13153 21143	   	161.88	DCR|3VULN|1AART|1DMG	1LWND|246VULN|3LHND|5RCVC|7RCR|8DMG|9AART|aCGEN
374	13153 51142	   	161.88	DCR|3VULN|1AART|1DMG	1LWND|246VULN|36LHND|5RCVC|6BPWR|7RCR|8DMG|9AART|aDUST
375	21322 74616	   	161.88	DCR|3VULN|1AART|1DMG	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8AART|9DUST|aDMG
376	21322 74626	   	161.88	DCR|3VULN|1AART|1DMG	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8AART|9LEGI|aDMG
377	62243 48474	   	161.88	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1CGEN|2MBVNT|38ASPD|49VULN|5DMG|6ZMB|7AART|aRCR
378	62243 48484	   	161.88	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1CGEN|2MBVNT|38ASPD|4VULN|59DMG|6ZMB|7AART|aRCR
379	13331 42883	   	161.83	ACR|2DMG|2VULN|1AART	1aLWND|2aVULN|3ERES|4RCR|5DUST|6MBVNT|7aDMG|8AART|9LEGI|aBPWR
380	62212 44487	   	161.81	DCR|3VULN|1AART|2ASPD|1DUR	1CGEN|2MBVNT|3aASPD|4DUR|5AART|689VULN|7RCR
381	22525 43221	   	161.80	ACR|3VULN|1AART|2CDMG	19LSRICY|2TLV|389VULN|4RCR|5AART|69CDMG|7RMIN|9BPWR|aDUST
382	13153 21142	   	161.78	DCR|3VULN|1AART|1DMG	1LWND|246VULN|3LHND|5RCVC|7RCR|8DMG|9AART|aDUST
383	13153 21144	   	161.78	DCR|3VULN|1AART|1DMG	1LWND|246VULN|3LHND|5RCVC|7RCR|8DMG|9AART|aTLV
384	13433 32523	 * 	161.71	ACR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD|1DUR	1LWND|28VULN|3ZMB|4RCR|5LIT|6FLTHEA|7ASPD|9DUR|aAART
385	16133 31523	   	161.71	ACR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD|1DUR	1LWND|2ASPD|38VULN|4RCR|5LIT|6FLTHEA|7ZMB|9DUR|aAART
386	62812 48214	   	161.71	DCR|2AART|2DMG|1VULN|1DUR	1CGEN|2MBVNT|37DMG|4DUR|5aAART|6VULN|8RCR|9MGNLIT
387	43152 51112	 * 	161.71	DCR|4VULN|1DMG|2DUR	15DUR|246aVULN|36LHND|6BPWR|7RCR|8DMG|9FEWX
388	53151 51112	   	161.71	DCR|4VULN|1DMG|2DUR	1MLV|26DUR|346aVULN|5RMIN|6BPWR|7RCR|8DMG|9FEWX
389	55111 51112	   	161.71	DCR|4VULN|1DMG|2DUR	1MLV|236aVULN|46DUR|5RMIN|6BPWR|7RCR|8DMG|9FEWX
390	65111 51112	   	161.71	DCR|4VULN|1DMG|2DUR	1CGEN|236aVULN|46DUR|5RMIN|6BPWR|7RCR|8DMG|9FEWX
391	65111 51132	   	161.71	DCR|4VULN|1DMG|2DUR	1CGEN|236aVULN|46DUR|5RMIN|6BPWR|7RCR|8DMG|9LHND
392	24215 21123	   	161.70	ACR|2VULN|1AART|1DMG|1CDMG	1LSRICY|2AART|3ERES|4DMG|5RCR|6RCVC|7CDMG|8CGEN|9aVULN
393	43152 21112	   	161.61	DCR|4VULN|1DMG|2DUR	15DUR|246aVULN|3LHND|7RCR|8DMG|9FEWX
394	43652 21112	   	161.61	DCR|4VULN|1DMG|2DUR	15DUR|246aVULN|3LWND|7RCR|8DMG|9FEWX
395	53152 21112	   	161.61	DCR|4VULN|1DMG|2DUR	1MLV|25DUR|345aVULN|5BPWR|6ERES|7RCR|8DMG|9FEWX
396	53152 21153	   	161.61	DCR|4VULN|1DMG|2DUR	1MLV|25DUR|345aVULN|5BPWR|6ERES|7RCR|8DMG|9RPLT
397	55112 21112	   	161.61	DCR|4VULN|1DMG|2DUR	1MLV|235aVULN|45DUR|5BPWR|6ERES|7RCR|8DMG|9FEWX
398	55112 21153	   	161.61	DCR|4VULN|1DMG|2DUR	1MLV|235aVULN|45DUR|5BPWR|6ERES|7RCR|8DMG|9RPLT
399	65112 21112	   	161.61	DCR|4VULN|1DMG|2DUR	1CGEN|235aVULN|45DUR|5BPWR|6ERES|7RCR|8DMG|9FEWX
400	65112 21132	   	161.61	DCR|4VULN|1DMG|2DUR	1CGEN|235aVULN|45DUR|5BPWR|6ERES|7RCR|8DMG|9LHND
401	65112 21153	   	161.61	DCR|4VULN|1DMG|2DUR	1CGEN|235aVULN|45DUR|5BPWR|6ERES|7RCR|8DMG|9RPLT
402	43152 51132	   	161.61	DCR|4VULN|1DMG|2DUR	15DUR|246aVULN|36LHND|6BPWR|7RCR|8DMG|9DUST
403	53151 51132	   	161.61	DCR|4VULN|1DMG|2DUR	1MLV|26DUR|346aVULN|5RMIN|6BPWR|7RCR|8DMG|9DUST
404	55111 51132	   	161.61	DCR|4VULN|1DMG|2DUR	1MLV|236aVULN|46DUR|5RMIN|6BPWR|7RCR|8DMG|9DUST
405	65111 21162	   	161.61	DCR|4VULN|1DMG|2DUR	1CGEN|2369VULN|4aDUR|5RMIN|7RCR|8DMG
406	13332 42443	   	161.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|25VULN|357ERES|4RCR|5BPWR|6ZMB|8DMG|9AART|aASPD
407	43152 21132	   	161.51	DCR|4VULN|1DMG|2DUR	15DUR|246aVULN|3LHND|7RCR|8DMG|9DUST
408	43652 21132	   	161.51	DCR|4VULN|1DMG|2DUR	15DUR|246aVULN|3LWND|7RCR|8DMG|9DUST
409	53152 21132	   	161.51	DCR|4VULN|1DMG|2DUR	1MLV|25DUR|345aVULN|5BPWR|6ERES|7RCR|8DMG|9DUST
410	55112 21132	   	161.51	DCR|4VULN|1DMG|2DUR	1MLV|235aVULN|45DUR|5BPWR|6ERES|7RCR|8DMG|9DUST
411	16133 41531	   	161.42	ACR|3VULN|1AART|1CDMG|1ASPD	18LWND|2ASPD|368VULN|4RCR|58LIT|7AART|8BPWR|9CDMG|aCGEN
412	13462 21141	   	161.39	DCR|2VULN|1AART|1DMG|2ZMB	1LWND|25VULN|35ZMB|4RCVC|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
413	13462 21143	   	161.39	DCR|2VULN|1AART|1DMG|2ZMB	1LWND|25VULN|35ZMB|4RCVC|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
414	21322 74546	   	161.38	DCR|3VULN|1AART|1DMG	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8FEWX|9AART|aDMG
415	42432 41212	   	161.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2aFEWX|3ZMB|4MLV|5AART|6aDMG|7VULN|8RCR|9aTLV|aBPWR
416	23324 53232	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|23VULN|4ZMB|5LHND|6DMG|7RCR|8LWND|9AART|aASPD
417	23324 53235	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LSRICY|23VULN|4ZMB|5LHND|6DMG|7RCR|8LWND|9AART|aDUR
418	23324 53532	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|23VULN|4ZMB|5LHND|6DMG|7RCR|8BEXP|9AART|aASPD
419	16111 21245	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	14LWND|2ASPD|36VULN|5RMIN|7RCR|8ZMB|9AART|aDMG
420	24242 43142	   	161.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LSRICY|2AART|35ERES|45VULN|5BPWR|6RCR|7MBVNT|8DUR|9CDMG|aZMB
421	11132 35145	   	161.33	ACR|2VULN|2DMG|1AART	1LWND|25TLV|35VULN|4RCR|5BPWR|67CGEN|8aDMG|9AART
422	11132 36145	   	161.33	ACR|2VULN|2DMG|1AART	17LWND|25TLV|35VULN|4RCR|5BPWR|6CGEN|8aDMG|9AART
423	13332 35145	   	161.33	ACR|2VULN|2DMG|1AART	1LWND|25VULN|35ERES|4RCR|5BPWR|67CGEN|8aDMG|9AART
424	13332 36145	   	161.33	ACR|2VULN|2DMG|1AART	17LWND|25VULN|35ERES|4RCR|5BPWR|6CGEN|8aDMG|9AART
425	13433 32542	   	161.33	ACR|4VULN|1FLTHEA|1ZMB|1ASPD	1LWND|289aVULN|3ZMB|4RCR|5LIT|6FLTHEA|7ASPD
426	16133 31542	   	161.33	ACR|4VULN|1FLTHEA|1ZMB|1ASPD	1LWND|2ASPD|389aVULN|4RCR|5LIT|6FLTHEA|7ZMB
427	16133 41532	   	161.32	ACR|3VULN|1AART|1CDMG|1ASPD	18LWND|2ASPD|368VULN|4RCR|58LIT|7AART|8BPWR|9CDMG|aVENICY
428	16133 41533	   	161.32	ACR|3VULN|1AART|1CDMG|1ASPD	18LWND|2ASPD|368VULN|4RCR|58LIT|7AART|8BPWR|9CDMG|aDUST
429	13462 21142	   	161.29	DCR|2VULN|1AART|1DMG|2ZMB	1LWND|25VULN|35ZMB|4RCVC|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
430	23261 23233	   	161.27	DCR|3VULN|1AART|1CDMG|1ZMB	1LSRICY|245VULN|3LHND|6FEWX|7ZMB|8RCR|9AART|aCDMG
431	34332 42263	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2DUST|3ZMB|4CGEN|5AART|69DMG|7DUR|8RCR|aVULN
432	62843 62441	 * 	161.22	DCR|3VULN|3DMG	1CGEN|2MBVNT|356DMG|467VULN|6BPWR|8VENICY|9DMSP|aRCR
433	24521 31413	   	161.18	DCR|2DMG|1AART|1VULN|1CDMG	1LSRICY|2AART|3VULN|49DMG|5DUST|6LHND|7RCR|8DMSP|aCDMG
434	23361 33233	   	161.17	DCR|3VULN|1AART|1CDMG|1ZMB	1LSRICY|235VULN|4DUST|6LHND|7ZMB|8RCR|9AART|aCDMG
435	13336 22145	   	161.13	ACR|2VULN|2DMG|1AART	1LWND|26VULN|37ERES|4RCR|5TLV|8aDMG|9AART
436	13433 31223	 * 	161.10	ACR|1AART|1DMG|1VULN|2ZMB|1FLTHEA|1DUR	1LWND|2VULN|37ZMB|4RCR|5LIT|6FLTHEA|8DMG|9DUR|aAART
437	23525 61322	   	161.10	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|2aVULN|3CGEN|4RCR|5AART|6BEXP|78ZMB|9DMG
438	25225 14212	   	161.10	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|2CGEN|3BEXP|4RCR|5AART|67ZMB|8DMG|9aVULN
439	25225 16322	   	161.10	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|2CGEN|3BEXP|4RCR|5AART|68ZMB|7aVULN|9DMG
440	23425 24223	   	161.10	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|2aVULN|3MLV|4RCR|5AART|6LIT|7aZMB|8DMG|9aTLV|aBPWR
441	11132 66362	   	161.09	ACR|2VULN|2DMG|1AART|1SELL	1LWND|25TLV|35VULN|4RCR|5BPWR|6SELL|7LHND|8aDMG|9AART
442	11134 36362	   	161.09	ACR|2VULN|2DMG|1AART|1SELL	1LWND|26TLV|36VULN|4RCR|5SELL|6BPWR|7LHND|8aDMG|9AART
443	13332 66362	   	161.09	ACR|2VULN|2DMG|1AART|1SELL	1LWND|25VULN|35ERES|4RCR|5BPWR|6SELL|7LHND|8aDMG|9AART
444	13334 36362	   	161.09	ACR|2VULN|2DMG|1AART|1SELL	1LWND|26VULN|36ERES|4RCR|5SELL|6BPWR|7LHND|8aDMG|9AART
445	24521 31613	   	161.08	DCR|2DMG|1AART|1VULN|1CDMG	1LSRICY|2AART|3VULN|49DMG|58DUST|6LHND|7RCR|aCDMG
446	46152 21123	 * 	161.06	DCR|3VULN|1DMG|2ASPD|2DUR	1aDUR|25ASPD|345VULN|5BPWR|6ERES|7RCR|8DMG|9CGEN
447	24611 22332	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRICY|2AART|3CGEN|48DMG|5VULN|6ASPD|7CDMG|9LWND|aRCR
448	24611 22352	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRICY|2AART|3CGEN|48DMG|5VULN|6ASPD|7CDMG|9BEXP|aRCR
449	24614 22322	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRICY|2AART|3CGEN|48DMG|5LHND|6ASPD|7CDMG|9VULN|aRCR
450	15111 21145	   	161.01	DCR|2VULN|2DMG|1AART	14LWND|2MLV|36VULN|5RMIN|7RCR|8aDMG|9AART
451	22225 14212	   	161.00	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|2TLV|3BEXP|4RCR|5AART|67ZMB|8DMG|9aVULN
452	23425 14212	   	161.00	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|29VULN|3MLV|4RCR|5AART|67ZMB|8DMG|aNUKE
453	23425 14213	   	161.00	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|29VULN|3MLV|4RCR|5AART|67ZMB|8DMG|aDUST
454	23525 14222	   	161.00	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|29VULN|3CGEN|4RCR|5AART|67ZMB|8DMG|aNUKE
455	23525 14223	   	161.00	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|29VULN|3CGEN|4RCR|5AART|67ZMB|8DMG|aDUST
456	24523 21332	   	160.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRICY|2AART|3VULN|45DMG|6ERES|7CDMG|8ASPD|9LWND|aRCR
457	24523 21352	   	160.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRICY|2AART|3VULN|45DMG|6ERES|7CDMG|8ASPD|9BEXP|aRCR
458	11111 21145	   	160.91	DCR|2VULN|2DMG|1AART	14LWND|2TLV|36VULN|5RMIN|7RCR|8aDMG|9AART
459	11111 51145	   	160.91	DCR|2VULN|2DMG|1AART	14LWND|26TLV|36VULN|5RMIN|6BPWR|7RCR|8aDMG|9AART
460	11114 21145	   	160.91	DCR|2VULN|2DMG|1AART	14LWND|2TLV|36VULN|5CGEN|7RCR|8aDMG|9AART
461	13311 21145	   	160.91	DCR|2VULN|2DMG|1AART	14LWND|26VULN|3ERES|5RMIN|7RCR|8aDMG|9AART
462	13311 51145	   	160.91	DCR|2VULN|2DMG|1AART	14LWND|26VULN|36ERES|5RMIN|6BPWR|7RCR|8aDMG|9AART
463	13314 21145	   	160.91	DCR|2VULN|2DMG|1AART	14LWND|26VULN|3ERES|5CGEN|7RCR|8aDMG|9AART
464	13611 21145	   	160.91	DCR|2VULN|2DMG|1AART	14LWND|26VULN|3TLV|5RMIN|7RCR|8aDMG|9AART
465	22525 14212	   	160.90	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|2TLV|39VULN|4RCR|5AART|67ZMB|8DMG|aNUKE
466	22525 14213	   	160.90	ACR|2VULN|1AART|1DMG|2ZMB	1LSRICY|2TLV|39VULN|4RCR|5AART|67ZMB|8DMG|aDUST
467	33331 52661	   	160.83	ACR|2VULN|2DMG|1AART	126BEXP|269BPWR|3RMIN|4RCR|569DUST|79DMG|89VULN|aAART
468	24242 43324	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2AART|35ERES|45VULN|5BPWR|6RCR|7MBVNT|8MLV|9DMG|aZMB
469	11112 21145	   	160.81	DCR|2VULN|2DMG|1AART	14LWND|25TLV|35VULN|5BPWR|6ERES|7RCR|8aDMG|9AART
470	11115 21145	   	160.81	DCR|2VULN|2DMG|1AART	14LWND|2TLV|36VULN|5ERES|7RCR|8aDMG|9AART
471	11153 21145	   	160.81	DCR|2VULN|2DMG|1AART	15LWND|2TLV|34VULN|6ERES|7RCR|8aDMG|9AART
472	13341 21145	   	160.81	DCR|2VULN|2DMG|1AART	1LWND|26VULN|34ERES|5RMIN|7RCR|8aDMG|9AART
473	13612 21145	   	160.81	DCR|2VULN|2DMG|1AART	14LWND|25VULN|35TLV|5BPWR|6ERES|7RCR|8aDMG|9AART
474	46152 21212	   	160.81	DCR|4VULN|2ASPD|1ZMB|1DUR	1DUR|25ASPD|345aVULN|5BPWR|6ERES|7RCR|8ZMB|9FEWX
475	53221 51411	 * 	160.80	DCR|2AART|1VULN|1FLTHEA|1CDMG|1DUR|1ASPD	1MLV|2DUR|3ASPD|4FLTHEA|5VULN|6RCR|7LIT|8CDMG|9aAART
476	23234 25212	   	160.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18LSRICY|28VULN|3LHND|4ZMB|5RCR|68FEWX|7AART|8BPWR|9DMG|aASPD
477	23234 25215	   	160.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18LSRICY|28VULN|3LHND|4ZMB|5RCR|68FEWX|7AART|8BPWR|9DMG|aDUR
478	23634 15212	   	160.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18LSRICY|28VULN|3FEWX|4ZMB|5RCR|68LHND|7AART|8BPWR|9DMG|aASPD
479	23322 13216	   	160.79	DCR|4VULN|1DMG|1ZMB	1LSRICY|236aVULN|4ZMB|5RCVC|7MLV|8RCR|9DMG
480	46152 21232	   	160.71	DCR|4VULN|2ASPD|1ZMB|1DUR	1DUR|25ASPD|345aVULN|5BPWR|6ERES|7RCR|8ZMB|9DUST
481	41221 51411	   	160.70	DCR|2AART|1VULN|1FLTHEA|1CDMG|1DUR|1ASPD	1DUR|2TLV|3ASPD|4FLTHEA|5VULN|6RCR|7LIT|8CDMG|9aAART
482	13433 44331	   	160.70	ACR|4VULN|1DMG|1ZMB	1LWND|269aVULN|3ZMB|4RCR|5LIT|7ERES|8DMG
483	13252 56121	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|24VULN|3BEXP|5DUR|6DMG|7RCR|8CANHEL|9ZMB|aAART
484	23521 36322	   	160.60	ACR|3VULN|1AART|1DMG	1LSRICY|269VULN|35CGEN|4RCR|7AART|8DUST|aDMG
485	25521 36322	   	160.60	ACR|3VULN|1AART|1DMG	1LSRICY|25CGEN|369VULN|4RCR|7AART|8DUST|aDMG
486	21322 72644	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1LSRICY|2RPLT|3MBVNT|45VULN|6RCR|7AART|8LIT|9DMG|aCDMG
487	23343 72644	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1LSRICY|23VULN|4RPLT|5MBVNT|6RCR|7AART|8LIT|9DMG|aCDMG
