0	Index      	 *	Score 	Summary	Detail	
1	55311 26313	 * 	193.64	DCR|3VULN|2DMG|1AART|2DUR|1ASPD	1AART|247VULN|3ASPD|57DMG|67DUR|7BPWR|8BEXP|9FEWX|aRCR
311	43363 52111	   	165.53	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	19CGEN|2DUST|3aDMG|4RCR|5FLTHEA|6VULN|7AART|8DUR
312	11141 41361	   	165.50	DCR|3VULN|1AART|1CDMG|2DUR	1BEXP|249VULN|34DUR|4BPWR|5LWND|6CDMG|7RCR|8AART|aDUST
313	53412 12421	   	165.49	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	19AART|2ASPD|3RCR|4VULN|5LHND|6CDMG|7CGEN|8DMG|aLIT
314	53412 12422	   	165.49	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	19AART|2ASPD|3RCR|4VULN|5LHND|6CDMG|7CGEN|8DMG|aBEXP
315	53412 16321	   	165.49	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	19AART|2ASPD|3RCR|4VULN|5LHND|6CDMG|7DMG|8CGEN|aLIT
316	53412 16322	   	165.49	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	19AART|2ASPD|3RCR|4VULN|5LHND|6CDMG|7DMG|8CGEN|aBEXP
317	53432 13232	   	165.49	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	1aAART|2ASPD|3RCR|4LWND|5LHND|6CDMG|7FEWX|8VULN|9DMG
318	55311 26223	 * 	165.48	4VULN|2AART|2DMG|2DUR|1ASPD	18AART|247aVULN|3ASPD|57DMG|67DUR|7BPWR|9BEXP
319	53411 16321	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	19AART|2ASPD|3RCR|4VULN|5DUST|6CDMG|7DMG|8CGEN|aLIT
320	53411 16322	   	165.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	19AART|2ASPD|3RCR|4VULN|5DUST|6CDMG|7DMG|8CGEN|aBEXP
321	53415 13312	 * 	165.39	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	19AART|25ASPD|3RCR|4VULN|6DMG|7FEWX|8DUR|aDMSP
322	53415 13313	   	165.39	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	19AART|25ASPD|3RCR|4VULN|6DMG|7FEWX|8DUR|aRMIN
323	53412 12423	   	165.39	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	19AART|2ASPD|3RCR|4VULN|5LHND|6CDMG|7CGEN|8DMG|aAIRHEL
324	53412 16323	   	165.39	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	19AART|2ASPD|3RCR|4VULN|5LHND|6CDMG|7DMG|8CGEN|aAIRHEL
325	53431 14232	   	165.39	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	1aAART|2ASPD|3RCR|4LWND|5DUST|6CDMG|7LHND|8VULN|9DMG
326	21443 32161	 * 	165.32	4VULN|3DMG|1AART|3DUR|1SELL	1SELL|289DMG|3AART|45CGEN|689DUR|789aVULN|89BPWR
327	53411 16323	   	165.29	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	19AART|2ASPD|3RCR|4VULN|5DUST|6CDMG|7DMG|8CGEN|aAIRHEL
328	53415 13311	   	165.29	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	19AART|25ASPD|3RCR|4VULN|6DMG|7FEWX|8DUR|aERES
329	63235 33114	 * 	165.22	DCR|2VULN|2AART|3DUR|2ZMB	1RMIN|27aDUR|3DUST|47VULN|57ZMB|69AART|7BPWR|8RCR
330	53412 12263	 * 	165.12	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|2aASPD|3RCR|49VULN|5LHND|6CDMG|7CGEN|8DUR
331	63312 51163	 * 	165.08	DCR|3DMG|3CDMG|3DUR|2ZMB|1SELL	1RMIN|279DUR|38ZMB|479CDMG|579DMG|6SELL|79BPWR|aRCR
332	53416 21131	   	165.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4VULN|5ZMB|6CDMG|7LWND|8FEWX|9DMG|aRCVC
333	53416 32231	   	165.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4VULN|5ZMB|6FEWX|7LHND|8CDMG|9DMG|aRCVC
334	11221 15334	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2aVULN|3CDMG|4RCR|5LWND|7DUR|8AART|9DMG
335	11222 45334	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2aVULN|3CDMG|4RCR|5RCVC|6LWND|7DUR|8AART|9DMG
336	11222 63334	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2aVULN|3CDMG|4RCR|5RCVC|6DUR|7LWND|8AART|9DMG
337	11222 66334	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2aVULN|3CDMG|4RCR|5RCVC|6DUR|7LHND|8AART|9DMG
338	13223 12334	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2LWND|3CDMG|4RCR|5DUR|7aVULN|8AART|9DMG
339	14123 12334	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2CDMG|3LWND|4RCR|5DUR|7aVULN|8AART|9DMG
340	14423 12334	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2CDMG|3LHND|4RCR|5DUR|7aVULN|8AART|9DMG
341	15223 12334	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2LHND|3CDMG|4RCR|5DUR|7aVULN|8AART|9DMG
342	15223 62334	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|26LHND|3CDMG|4RCR|5DUR|7aVULN|8AART|9DMG
343	55311 26213	   	165.03	3VULN|2AART|2DMG|1CDMG|2DUR|1ASPD	18AART|247VULN|3ASPD|57DMG|67DUR|7BPWR|9MLV|aCDMG
344	25111 53514	   	164.97	DCR|2VULN|2DMG|1AART|1SELL	1SELL|2AART|3aLWND|4MBVNT|5DUST|6DMSP|7RCR|8aDMG|9aVULN|aBPWR
345	53416 21133	   	164.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4VULN|5ZMB|6CDMG|7LWND|8FEWX|9DMG|aVENICY
346	53416 32233	   	164.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4VULN|5ZMB|6FEWX|7LHND|8CDMG|9DMG|aVENICY
347	53412 33613	   	164.92	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4aVULN|5LHND|6CGEN|7LWND|8DMG|9DUR
348	53412 41211	   	164.92	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49VULN|5LHND|6BEXP|7DUR|8BELT|aDMG
349	21443 32163	 * 	164.87	3VULN|3DMG|1AART|3DUR|1CDMG|1SELL	1SELL|289DMG|3AART|45CGEN|689DUR|789VULN|89BPWR|aCDMG
350	11221 22516	 * 	164.83	ACR|3VULN|2ZMB|2ASPD|1CDMG|1DUR	1BEXP|29aVULN|3CDMG|4RCR|5LWND|69ZMB|7DUR|89ASPD|9BPWR
351	11223 22516	   	164.83	ACR|3VULN|2ZMB|2ASPD|1CDMG|1DUR	1BEXP|29aVULN|3CDMG|4RCR|5FEWX|69ZMB|7DUR|89ASPD|9BPWR
352	53411 23623	   	164.82	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5DUST|6DUR|79CGEN|8aDMG
353	53411 41211	   	164.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49VULN|5DUST|6BEXP|7DUR|8BELT|aDMG
354	53411 61211	   	164.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49VULN|5DUST|6LHND|7DUR|8BELT|aDMG
355	53412 13334	   	164.82	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4aVULN|5LHND|68CDMG|7FEWX|9DUR
356	53414 12132	   	164.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4aVULN|5TLV|6CGEN|7DUR|8RPLT|9DMG
357	53421 32423	   	164.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2ASPD|3RCR|4TLV|5LIT|6aVULN|7DUR|8CGEN|9DMG
358	53421 33123	   	164.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2ASPD|3RCR|4TLV|5LIT|6aVULN|7CGEN|8DUR|9DMG
359	53461 33123	   	164.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4ERES|5LIT|6aVULN|7CGEN|8DUR|9DMG
360	55431 23232	 * 	164.78	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|2VULN|3LWND|4aASPD|5RMIN|6CDMG|7RCR|8DUR|9DMG
361	11224 22516	   	164.73	ACR|3VULN|2ZMB|2ASPD|1CDMG|1DUR	1BEXP|29aVULN|3CDMG|4RCR|5DUST|69ZMB|7DUR|89ASPD|9BPWR
362	23432 23434	   	164.72	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1SELL|2MLV|3AART|4ZMB|5aVULN|6FEWX|7RCR|8DMG|9DUR
363	53411 11311	   	164.72	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49VULN|5DUST|68CDMG|7DUR|aLIT
364	53411 11312	   	164.72	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49VULN|5DUST|68CDMG|7DUR|aBEXP
365	53411 11314	   	164.72	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49VULN|5DUST|68CDMG|7DUR|aLHND
366	53411 11315	   	164.72	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49VULN|5DUST|68CDMG|7DUR|aRPLT
367	53411 11316	   	164.72	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49VULN|5DUST|68CDMG|7DUR|aRMIN
368	53411 11334	   	164.72	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD	1AART|2ASPD|3RCR|4aVULN|5DUST|68CDMG|7DUR|9LWND
369	53411 22211	   	164.72	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3RCR|49VULN|5DUST|6DUR|7LEGI|8BELT|aDMG
370	53411 23633	   	164.72	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|59DUST|6DUR|7CGEN|8aDMG
371	11514 41331	   	164.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13BEXP|23VULN|3BPWR|4CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aBELT
372	11514 41333	   	164.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13BEXP|23VULN|3BPWR|4CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aDMSP
373	25611 28411	   	164.67	DCR|2DMG|2VULN|1AART|1SELL	1SELL|2AART|3aVULN|4MBVNT|5DUST|6aERES|7RCR|8aDMG|9LEGI|aBPWR
374	25322 15315	   	164.65	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1SELL|29AART|3RCR|4FEWX|5CDMG|6DMG|7LHND|8DUR|aVULN
375	25332 13315	   	164.65	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1SELL|29AART|3RCR|4LHND|5CDMG|6DMG|7FEWX|8DUR|aVULN
376	53416 32113	 * 	164.64	ACR|3AART|2VULN|1ZMB|1ASPD	189AART|2ASPD|3RCR|4aVULN|5ZMB|6FEWX|7LHND
377	21342 15524	 * 	164.62	DCR|3DMG|1AART|3DUR|1ZMB|1SELL	1SELL|246DMG|34aDUR|4BPWR|5ZMB|7AART|8RCR|9MBVNT
378	53411 11313	   	164.62	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD	1AART|2ASPD|3RCR|49VULN|5DUST|68CDMG|7DUR|aVENICY
379	53411 22633	   	164.62	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4aVULN|5DUST|6DUR|7LEGI|8DMG|9ERES
380	53411 25311	   	164.62	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2ASPD|3RCR|48VULN|5DUST|6DUR|7LSRREG|9ERES|aDMG
381	11223 21521	 * 	164.62	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	1BEXP|2aVULN|3CDMG|4RCR|5FEWX|6aZMB|7ERES|8aDUR|9AART|aBPWR
382	11111 41334	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2aVULN|3DUR|4RCVC|5LWND|6CDMG|7RCR|8AART|9DMG
383	11234 41331	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|24VULN|3CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aBELT
384	11234 41333	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|24VULN|3CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aDMSP
385	11234 41335	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|24VULN|3CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aRPLT
386	11234 41336	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|24VULN|3CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aRMIN
387	11414 41331	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|23VULN|4CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aBELT
388	11414 41333	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|23VULN|4CDMG|5DUR|6LWND|7RCR|8AART|9DMG|aDMSP
389	13232 64532	   	164.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2LWND|3CDMG|4VULN|59DMG|6ASPD|7RCR|8AART|aLHND
390	13232 64533	   	164.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2LWND|3CDMG|4VULN|59DMG|6ASPD|7RCR|8AART|aLIT
391	16331 11334	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2DUR|3CDMG|4aVULN|5LWND|7RCR|8AART|9DMG
392	16331 61334	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3CDMG|4aVULN|5LWND|6RCVC|7RCR|8AART|9DMG
393	53422 15313	   	164.59	ACR|2VULN|1AART|1DMG|2ASPD	1AART|2aASPD|3RCR|4TLV|5aCGEN|6DMG|7RPLT|8ERES|9aVULN|aBPWR
394	11164 32122	   	164.59	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	16BEXP|2VULN|38DUR|4FLTHEA|5RCR|7AART|9DMG|aCDMG
395	11164 52122	   	164.59	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	1BEXP|2VULN|38DUR|4FLTHEA|5RCR|6RCVC|7AART|9DMG|aCDMG
396	11221 21364	   	164.59	ACR|3VULN|1AART|1CDMG|1ZMB	1BEXP|29aVULN|3CDMG|4RCR|5LWND|6ZMB|7ERES|8AART
397	21322 15533	   	164.57	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1SELL|256DMG|3DUR|4CGEN|7AART|8RCR|9BEXP|aVULN
398	11224 21521	   	164.52	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	1BEXP|2aVULN|3CDMG|4RCR|5DUST|6aZMB|7ERES|8aDUR|9AART|aBPWR
399	13232 14366	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2LWND|3CDMG|49VULN|5DMG|6ERES|7RCR|8AART|aDUR
400	13232 64531	   	164.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2LWND|3CDMG|4VULN|59DMG|6ASPD|7RCR|8AART|aDUST
401	21132 15533	   	164.47	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1SELL|256DMG|3ERES|4DUR|7AART|8RCR|9BEXP|aVULN
402	21362 15533	   	164.47	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1SELL|256DMG|3DUR|4ERES|7AART|8RCR|9BEXP|aVULN
403	21322 15523	   	164.47	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1SELL|256DMG|3DUR|4CGEN|7AART|8RCR|9MBVNT|aVULN
404	21432 18742	   	164.47	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1SELL|247DMG|3AART|5LIT|6MBVNT|8VULN|9RCR|aDUR
405	53415 23133	   	164.39	ACR|2VULN|1AART|1DMG|2ASPD	1AART|25ASPD|3RCR|4aVULN|6DUST|7MBVNT|8RPLT|9DMG
406	25366 12233	   	164.38	ACR|2DMG|1AART|1FLTHEA|1CDMG|1ASPD|1SELL	1SELL|2AART|3RCR|4RMIN|5FLTHEA|6ASPD|79DMG|8CGEN|aCDMG
407	21132 15523	   	164.37	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1SELL|256DMG|3ERES|4DUR|7AART|8RCR|9MBVNT|aVULN
408	21362 15523	   	164.37	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1SELL|256DMG|3DUR|4ERES|7AART|8RCR|9MBVNT|aVULN
409	23452 23421	   	164.37	DCR|2VULN|2DMG|1AART|1SELL	1SELL|29MLV|3AART|48DMG|5aVULN|6FEWX|7RCR
410	45363 12121	   	164.34	ACR|1AART|1DMG|1VULN|1FLTHEA|2DUR|1ZMB	1CGEN|28DUR|3ZMB|4RCR|5FLTHEA|6LHND|7AART|9DMG|aVULN
411	25326 13316	 * 	164.18	ACR|3VULN|2AART|1DUR|1SELL	1SELL|27AART|3RCR|4FEWX|5LIT|69aVULN|8DUR
412	11221 25164	   	164.09	ACR|3VULN|1AART|1CDMG|1ZMB	1BEXP|27aVULN|3CDMG|4RCR|5LWND|6ZMB|8LHND|9AART
413	25353 13316	 * 	164.08	ACR|3VULN|2AART|1DUR|1SELL	1SELL|27AART|3RCR|4DUST|5LIT|69aVULN|8DUR
414	53412 22253	   	164.08	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	18AART|2ASPD|3RCR|4VULN|5LHND|67DUR|9FEWX|aDMG
415	53412 22613	   	164.08	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	19AART|2ASPD|3RCR|4VULN|5LHND|67DUR|8BEXP|aDMG
416	25322 12315	   	164.05	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|489FEWX|5CDMG|68DMG|78BEXP|8BPWR|aVULN
417	25322 12325	   	164.05	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|48FEWX|5CDMG|68DMG|78BEXP|8BPWR|9RCVC|aVULN
418	25322 12355	   	164.05	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|48FEWX|5CDMG|68DMG|78BEXP|8BPWR|9CGEN|aVULN
419	25332 12355	   	164.05	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|48LHND|5CDMG|68DMG|78BEXP|8BPWR|9CGEN|aVULN
420	13221 45362	   	164.03	ACR|2VULN|2DMG|3CDMG	19BEXP|256LWND|356CDMG|4RCR|569BPWR|79VULN|89DMG|aRMIN
421	25352 61232	   	163.98	ACR|2VULN|1AART|1DMG|1DUR|1ASPD|1SELL	1SELL|2AART|3RCR|4DUST|56VULN|7LWND|8DUR|9DMG|aASPD
422	25331 65232	   	163.98	ACR|2VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1SELL|2AART|3RCR|4LHND|5DUST|67VULN|8DUR|9DMG|aASPD
423	53411 21413	   	163.98	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	19AART|2ASPD|3RCR|4VULN|5DUST|67DUR|8LHND|aDMG
424	25332 12335	   	163.95	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|48LHND|5CDMG|68DMG|78BEXP|8BPWR|9TLV|aVULN
425	13221 45361	   	163.93	ACR|2VULN|2DMG|3CDMG	19BEXP|256LWND|356CDMG|4RCR|569BPWR|79VULN|89DMG|aDUST
426	11223 62461	   	163.91	ACR|2VULN|1AART|2ASPD|1CDMG|2DUR	1BEXP|2aVULN|3CDMG|4RCR|5FEWX|6aDUR|7ERES|8AART|9aASPD|aBPWR
427	11133 16662	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|29VULN|3DUR|4ERES|5AART|6CDMG|7DMG|8RCR|aLHND
428	11133 16663	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|29VULN|3DUR|4ERES|5AART|6CDMG|7DMG|8RCR|aLIT
429	53122 41322	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3BELT|4LHND|57VULN|6DMG|8MBVNT|9RCR|aCDMG
430	53162 41322	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3BELT|4FEWX|57VULN|6DMG|8MBVNT|9RCR|aCDMG
431	25241 22335	   	163.91	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB|1SELL	1SELL|23AART|4CGEN|5RCR|6CDMG|7DMG|8LWND|9ZMB|aVULN
432	25315 32315	   	163.85	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|46CGEN|5CDMG|79DMG|8LWND|aVULN
433	25322 12615	   	163.85	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|49FEWX|5CDMG|68DMG|7BEXP|aVULN
434	25322 12625	   	163.85	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|4FEWX|5CDMG|68DMG|7BEXP|9RCVC|aVULN
435	25322 14215	   	163.85	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|4FEWX|5CDMG|69DMG|78CGEN|aVULN
436	25332 13615	   	163.85	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|4LHND|5CDMG|68DMG|79FEWX|aVULN
437	25332 13625	   	163.85	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|4LHND|5CDMG|68DMG|7FEWX|9RCVC|aVULN
438	25333 16234	   	163.85	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2AART|3RCR|4LHND|5MLV|6aVULN|7RPLT|8CDMG|9DMG
439	11133 16661	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|29VULN|3DUR|4ERES|5AART|6CDMG|7DMG|8RCR|aDUST
440	55631 13332	 * 	163.78	DCR|3VULN|1AART|2CDMG	1AART|29aVULN|36ERES|4BELT|59MLV|7RCR|89CDMG|9BPWR
441	21436 24133	 * 	163.78	DCR|3DMG|1AART|3CDMG|1SELL	1SELL|247DMG|3AART|57FEWX|67aCDMG|7BPWR|8RMIN|9RCR
442	25315 32115	   	163.75	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|46CGEN|5CDMG|79DMG|8DUST|aVULN
443	25322 11615	   	163.75	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|4FEWX|5CDMG|69DMG|7ERES|8RCVC|aVULN
444	25322 16511	   	163.75	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2AART|3RCR|4FEWX|5CDMG|6DMG|7AIRHEA|8MGNSTR|9aVULN
445	25326 11531	   	163.75	ACR|2VULN|1AART|1DMG|2ASPD|1SELL	1SELL|2AART|3RCR|4FEWX|5LIT|69VULN|78ASPD|aDMG
446	25332 12635	   	163.75	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|4LHND|5CDMG|68DMG|7BEXP|9TLV|aVULN
447	12223 22354	   	163.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1BEXP|2FEWX|3CDMG|4RCR|57DUR|6ZMB|8AART|9DMG|aVULN
448	16323 21354	   	163.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1BEXP|25DUR|3CDMG|4RCR|6ZMB|7FEWX|8AART|9DMG|aVULN
449	25312 11264	   	163.73	ACR|3VULN|1AART|1ZMB|1DUR|1SELL	1SELL|2AART|3RCR|4CGEN|5BEXP|69aVULN|7DUR|8ZMB
450	25323 11264	   	163.73	ACR|3VULN|1AART|1ZMB|1DUR|1SELL	1SELL|2AART|3RCR|4FEWX|5MLV|69aVULN|7DUR|8ZMB
451	53411 11611	   	163.70	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1AART|2ASPD|3RCR|49VULN|5DUST|6CDMG|78DUR|aLIT
452	53411 11612	   	163.70	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1AART|2ASPD|3RCR|49VULN|5DUST|6CDMG|78DUR|aBEXP
453	53431 11314	   	163.70	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1AART|2ASPD|3RCR|4LWND|5DUST|6CDMG|78DUR|9aVULN
454	25353 11531	   	163.65	ACR|2VULN|1AART|1DMG|2ASPD|1SELL	1SELL|2AART|3RCR|4DUST|5LIT|69VULN|78ASPD|aDMG
