0	Index      	 *	Score 	Summary	Detail	
1	23263 26363	 * 	194.24	ACR|3VULN|3DMG|1AART	19aVULN|2RMIN|39aLWND|4RCR|5BELT|69aDMG|7AART|8LEGI|9aBPWR
352	23261 14362	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	169VULN|2RMIN|3aLWND|4RCR|5DUR|7DMG|8AART
353	21361 34313	   	167.02	DCR|3VULN|1AART|1DMG|1ASPD	14aVULN|2RPLT|3RCVC|5ASPD|6LIT|7DMG|8RCR|9AART
354	22426 14411	   	166.94	ACR|4VULN|1AART|1ZMB	156aVULN|26LWND|3RCR|4MBVNT|6BPWR|7ZMB|8LIT|9AART
355	22433 44111	   	166.94	ACR|4VULN|1AART|1ZMB	148aVULN|2LWND|3RCR|5FEWX|6LIT|7ZMB|9AART
356	33162 14334	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2RMIN|36aVULN|4RCR|5LWND|7DMG|8AART|9DUR
357	22433 35252	   	166.93	ACR|3VULN|2AART|1CDMG	148VULN|2LWND|3RCR|5FEWX|6BEXP|7CDMG|9aAART
358	62532 22326	   	166.86	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7FEWX|8RCR|9AART|aRCVC
359	22425 32324	   	166.79	ACR|3DMG|2VULN|1ZMB	17VULN|2LWND|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9CGEN|aZMB
360	22425 32542	   	166.79	ACR|3VULN|2DMG|1ZMB	17aVULN|2LWND|3RCR|4MBVNT|57DMG|67LHND|7BPWR|8ZMB|9DMSP
361	24425 32333	   	166.79	ACR|3DMG|2VULN|1ZMB	17VULN|2FEWX|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9ZMB|aCGEN
362	24425 32334	   	166.79	ACR|3DMG|2VULN|1ZMB	17VULN|2FEWX|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9ZMB|aLIT
363	22425 13345	   	166.74	ACR|2VULN|2AART|1DMG|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8aAART|9RCVC
364	13161 42243	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RMIN|37VULN|4RCR|5AART|6ERES|8CDMG|9DUR|aDMG
365	21316 63253	   	166.72	DCR|2VULN|2DMG|1AART	18VULN|2RPLT|3RCVC|4LHND|5aDMG|6RCR|7TLV|9AART
366	21333 63253	   	166.72	DCR|2VULN|2DMG|1AART	18VULN|2RPLT|3RCVC|4LWND|5aDMG|6RCR|7TLV|9AART
367	13161 62225	   	166.69	ACR|3VULN|1AART|1CDMG|1ZMB	1aFEWX|2RMIN|37aVULN|4RCR|5AART|6ZMB|8CDMG|9aCGEN|aBPWR
368	12434 15211	   	166.69	ACR|3DMG|2VULN|1ZMB	1FEWX|28LWND|3RCR|46VULN|59aDMG|7ZMB
369	22414 15211	   	166.69	ACR|3DMG|2VULN|1ZMB	16VULN|28LWND|3RCR|4LHND|59aDMG|7ZMB
370	24425 32331	   	166.69	ACR|3DMG|2VULN|1ZMB	17VULN|2FEWX|3RCR|4MBVNT|578DMG|67LHND|7BPWR|9ZMB|aBASHEA
371	23261 14333	   	166.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2RMIN|3LWND|4RCR|5DUR|7DMG|8AART|9RCVC|aCDMG
372	23165 13336	   	166.62	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|2RMIN|4LHND|5CGEN|6AART|79DMG|8ZMB|aRCR
373	22425 16211	   	166.59	ACR|3DMG|2VULN|1ZMB	16VULN|28LWND|3RCR|4MBVNT|59aDMG|7ZMB
374	24423 15411	   	166.59	ACR|3DMG|2VULN|1ZMB	16VULN|28FEWX|3RCR|4MBVNT|5ZMB|79aDMG
375	24423 15414	   	166.59	ACR|3VULN|2DMG|1ZMB	16aVULN|28FEWX|3RCR|4MBVNT|5ZMB|79DMG
376	32434 15211	   	166.59	ACR|3DMG|2VULN|1ZMB	1DUST|28LWND|3RCR|46VULN|59aDMG|7ZMB
377	22414 14133	   	166.59	ACR|3VULN|2DMG|1ZMB	169VULN|2LWND|3RCR|4LHND|57DMG|8BASHEA|aZMB
378	22126 34111	 * 	166.52	DCR|4VULN|1AART|1ZMB	158aVULN|2LWND|3LIT|4BEXP|6RCR|7ZMB|9AART
379	24116 34111	   	166.52	DCR|4VULN|1AART|1ZMB	158aVULN|2FEWX|3LIT|4LHND|6RCR|7ZMB|9AART
380	26126 34111	   	166.52	DCR|4VULN|1AART|1ZMB	158aVULN|2LHND|3LIT|4FEWX|6RCR|7ZMB|9AART
381	23166 13336	   	166.52	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|2RMIN|4LHND|5ERES|6AART|79DMG|8ZMB|aRCR
382	64211 62132	   	166.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2FEWX|3RCVC|4ZMB|5DMG|6RCR|79VULN|8BASHEA|aAART
383	21361 34325	   	166.42	DCR|3VULN|1AART|1DMG|1ASPD	149VULN|2RPLT|3RCVC|5ASPD|6LIT|7DMG|8RCR|aAART
384	22326 33365	   	166.41	DCR|3VULN|2DMG|1CDMG	15aVULN|2LWND|3aDUST|4MBVNT|6BEXP|7RCR|8CDMG|9aDMG|aBPWR
385	22326 43365	   	166.41	DCR|3VULN|2DMG|1CDMG	15aVULN|2aLWND|3DUST|4MBVNT|6LEGI|7RCR|8CDMG|9aDMG|aBPWR
386	63211 62132	   	166.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2DUST|3RCVC|4ZMB|5DMG|6RCR|79VULN|8BASHEA|aAART
387	22421 16363	   	166.31	ACR|2VULN|1AART|1DMG|2CDMG	18VULN|26LWND|3RCR|4MBVNT|58FEWX|78CDMG|8BPWR|9AART|aDMG
388	22425 13343	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|9RCVC|aZMB
389	22426 25343	   	166.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2LWND|3RCR|4MBVNT|6ASPD|7DMG|8AART|9RCVC|aZMB
390	24115 51323	   	166.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2aFEWX|3LIT|4LHND|5aDUR|6AART|7ZMB|8RCR|9aDMG|aBPWR
391	26125 51323	   	166.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2aLHND|3LIT|4FEWX|5aDUR|6AART|7ZMB|8RCR|9aDMG|aBPWR
392	22426 14132	   	166.24	ACR|4VULN|1AART|1ZMB	1569VULN|26LWND|3RCR|4MBVNT|6BPWR|7ZMB|8BASHEA|aAART
393	26462 32121	   	166.15	ACR|4VULN|1DMG|1CDMG	1457VULN|247LHND|3RCR|47BPWR|67LWND|8CDMG|9DMG|aBEXP
394	26462 32122	   	166.15	ACR|4VULN|1DMG|1CDMG	1457VULN|247LHND|3RCR|47BPWR|67LWND|8CDMG|9DMG|aFEWX
395	22428 34282	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2LWND|3RCR|4MBVNT|5CDMG|69DMG|7LIT|8ASPD|aAART
396	22432 52121	   	166.05	ACR|4VULN|1DMG|1CDMG	1457VULN|27LWND|3RCR|67LHND|7BPWR|8CDMG|9DMG|aBEXP
397	22432 52122	   	166.05	ACR|4VULN|1DMG|1CDMG	1457VULN|27LWND|3RCR|67LHND|7BPWR|8CDMG|9DMG|aFEWX
398	26412 32161	   	166.05	ACR|4VULN|1DMG|1CDMG	1579VULN|247LHND|3RCR|67LWND|7BPWR|8CDMG|aDMG
399	22424 63264	 * 	166.03	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1VULN|2LWND|3RCR|4MBVNT|5TLV|6FLTHEA|7ASPD|89DMG|aAART
400	22432 52114	   	165.95	ACR|4VULN|1DMG|1CDMG	1457VULN|27LWND|3RCR|67LHND|7BPWR|8CDMG|9ERES|aDMG
401	22432 52125	   	165.95	ACR|4VULN|1DMG|1CDMG	1457VULN|27LWND|3RCR|67LHND|7BPWR|8CDMG|9DMG|aBASICY
402	22432 52126	   	165.95	ACR|4VULN|1DMG|1CDMG	1457VULN|27LWND|3RCR|67LHND|7BPWR|8CDMG|9DMG|aERES
403	26462 33121	   	165.95	ACR|4VULN|1DMG|1CDMG	1457VULN|24LHND|3RCR|4BPWR|6LWND|8CDMG|9DMG|aBEXP
404	26462 33122	   	165.95	ACR|4VULN|1DMG|1CDMG	1457VULN|24LHND|3RCR|4BPWR|6LWND|8CDMG|9DMG|aFEWX
405	22415 13161	   	165.95	ACR|4VULN|1DMG|1CDMG	1579VULN|26LWND|3RCR|46LHND|6BPWR|8CDMG|aDMG
406	22432 22324	   	165.85	ACR|4VULN|1DMG|1CDMG	1457VULN|2LWND|3RCR|6CGEN|8CDMG|9LHND|aDMG
407	22432 22352	   	165.85	ACR|4VULN|1DMG|1CDMG	1457VULN|2LWND|3RCR|6CGEN|8CDMG|9DMG|aRMIN
408	22432 22353	   	165.85	ACR|4VULN|1DMG|1CDMG	1457VULN|2LWND|3RCR|6CGEN|8CDMG|9DMG|aRPLT
409	22432 22356	   	165.85	ACR|4VULN|1DMG|1CDMG	1457VULN|2LWND|3RCR|6aCGEN|8CDMG|9DMG
410	22432 53121	   	165.85	ACR|4VULN|1DMG|1CDMG	1457VULN|2LWND|3RCR|6LHND|8CDMG|9DMG|aBEXP
411	22432 53122	   	165.85	ACR|4VULN|1DMG|1CDMG	1457VULN|2LWND|3RCR|6LHND|8CDMG|9DMG|aFEWX
412	22432 51161	   	165.85	ACR|4VULN|1DMG|1CDMG	1459VULN|2LWND|3RCR|67LHND|8CDMG|aDMG
413	26412 33161	   	165.85	ACR|4VULN|1DMG|1CDMG	1579VULN|24LHND|3RCR|6LWND|8CDMG|aDMG
414	21333 64163	   	165.81	DCR|3VULN|2DMG|1DUR	178VULN|2RPLT|3RCVC|48LWND|58DMG|6RCR|8BPWR|9BEXP|aDUR
415	22424 61148	 * 	165.76	ACR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2LWND|3RCR|4MBVNT|5TLV|6FLTHEA|7aAART|8ZMB|9DMG
416	22432 52243	 * 	165.75	ACR|5VULN|1CDMG|1ASPD	14578VULN|27LWND|3RCR|67LHND|7BPWR|9ASPD|aCDMG
417	22432 53114	   	165.75	ACR|4VULN|1DMG|1CDMG	1457VULN|2LWND|3RCR|6LHND|8CDMG|9ERES|aDMG
418	22432 53125	   	165.75	ACR|4VULN|1DMG|1CDMG	1457VULN|2LWND|3RCR|6LHND|8CDMG|9DMG|aBASICY
419	22432 53126	   	165.75	ACR|4VULN|1DMG|1CDMG	1457VULN|2LWND|3RCR|6LHND|8CDMG|9DMG|aERES
420	24432 22324	   	165.75	ACR|4VULN|1DMG|1CDMG	1457VULN|2FEWX|3RCR|6TLV|8CDMG|9LHND|aDMG
421	24432 22352	   	165.75	ACR|4VULN|1DMG|1CDMG	1457VULN|2FEWX|3RCR|6TLV|8CDMG|9DMG|aRMIN
422	24432 22353	   	165.75	ACR|4VULN|1DMG|1CDMG	1457VULN|2FEWX|3RCR|6TLV|8CDMG|9DMG|aRPLT
423	24432 33231	   	165.75	ACR|4VULN|1DMG|1CDMG	1458VULN|27FEWX|3RCR|6DUST|9CDMG|aDMG
424	32435 16231	   	165.75	ACR|4VULN|1DMG|1CDMG	17DUST|26LWND|3RCR|4568VULN|6BPWR|9CDMG|aDMG
425	21333 64142	   	165.71	DCR|3VULN|2DMG|1ASPD	178VULN|2RPLT|3RCVC|48LWND|58DMG|6RCR|8BPWR|9TLV|aASPD
426	21333 64152	   	165.71	DCR|3VULN|2DMG|1ASPD	178VULN|2RPLT|3RCVC|48LWND|58DMG|6RCR|8BPWR|9ERES|aASPD
427	22328 47363	 * 	165.69	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|27LWND|38DUST|4MBVNT|58CDMG|6RCR|8BPWR|9AART|aDMG
428	24432 36231	   	165.65	ACR|4VULN|1DMG|1CDMG	1458VULN|2FEWX|3RCR|67DUST|9CDMG|aDMG
429	62532 21336	   	165.65	DCR|3DMG|2VULN|1ASPD|1DUR	1ASPD|2RMIN|36VULN|4DLOT|569DMG|6BPWR|7DUR|8RCR|aRCVC
430	22432 12354	   	165.62	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	145VULN|2LWND|3RCR|6DMSP|7ASPD|8CDMG|9DMG|aDUR
431	22432 32354	   	165.62	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	145VULN|26LWND|3RCR|7ASPD|8CDMG|9DMG|aDUR
432	62532 22322	   	165.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7FEWX|8RCR|9AART|aLWND
433	62532 22324	   	165.55	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7FEWX|8RCR|9AART|aMGNSTR
434	22432 53243	   	165.55	ACR|5VULN|1CDMG|1ASPD	14578VULN|2LWND|3RCR|6LHND|9ASPD|aCDMG
435	22424 61125	 * 	165.48	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	19VULN|2LWND|3RCR|4MBVNT|5TLV|6FLTHEA|7AART|8ZMB|aCDMG
436	62532 22321	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7FEWX|8RCR|9AART|aAIRHEL
437	24432 22263	   	165.45	ACR|5VULN|1CDMG|1DUR	14578VULN|2FEWX|3RCR|6TLV|9DUR|aCDMG
438	23261 13364	   	165.36	ACR|3VULN|2AART|1DUR|1ASPD	169VULN|2RMIN|3LWND|4RCR|5DUR|7ASPD|8aAART
439	24432 42123	 * 	165.30	ACR|3VULN|1DMG|2ASPD|1CDMG	145VULN|2FEWX|3RCR|6RMIN|7aASPD|8CDMG|9DMG
440	23261 24363	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|26RMIN|3LWND|4RCR|5DUR|7DMG|8AART|aCDMG
441	23261 14325	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2RMIN|3LWND|4RCR|5DUR|7DMG|8AART|9ERES|aCDMG
442	22432 62252	 * 	164.93	ACR|5VULN|2CDMG	1458aVULN|2LWND|3RCR|6LIT|79CDMG
443	24432 25123	   	164.90	ACR|3VULN|1DMG|2CDMG|1ASPD	145VULN|2FEWX|3RCR|6TLV|7ASPD|8aCDMG|9DMG
444	62532 22314	   	164.85	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RMIN|36VULN|4DLOT|56DMG|6BPWR|7FEWX|8RCR|9ERES|aAART
445	22414 13221	   	164.83	ACR|3VULN|2DMG|1ASPD	168VULN|2LWND|3RCR|4LHND|5aDMG|7RCVC|9ASPD
446	24414 13221	   	164.83	ACR|3VULN|2DMG|1ASPD	168VULN|2FEWX|3RCR|4LHND|5aDMG|7RCVC|9ASPD
447	12434 13313	   	164.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2LWND|3RCR|46VULN|5DMG|7ASPD|8AART|9RPLT|aZMB
448	12435 24313	   	164.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2LWND|3RCR|45VULN|6ASPD|7DMG|8AART|9RPLT|aZMB
449	22433 24313	   	164.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	14VULN|2LWND|3RCR|5FEWX|6ASPD|7DMG|8AART|9RPLT|aZMB
450	42434 13313	   	164.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2LWND|3RCR|46VULN|5DMG|7ASPD|8AART|9RPLT|aZMB
451	21333 63256	   	164.78	DCR|3VULN|1AART|1DMG	18aVULN|2RPLT|3RCVC|4LWND|5DMG|6RCR|7TLV|9AART
452	21333 63553	   	164.78	DCR|3DMG|1AART|1VULN	1VULN|2RPLT|3RCVC|4LWND|58aDMG|6RCR|7TLV|9AART
453	12425 12513	   	164.78	ACR|2VULN|2DMG|1FLTHEA|1ZMB	17FEWX|2LWND|3RCR|4MBVNT|57DMG|67VULN|7BPWR|8ZMB|9MLV|aFLTHEA
454	32434 13221	   	164.73	ACR|3VULN|2DMG|1ASPD	1DUST|2LWND|3RCR|468VULN|5aDMG|7RCVC|9ASPD
455	34434 13221	   	164.73	ACR|3VULN|2DMG|1ASPD	1DUST|2FEWX|3RCR|468VULN|5aDMG|7RCVC|9ASPD
456	22422 15411	   	164.70	ACR|3VULN|1AART|1DMG	16aVULN|26LWND|3RCR|4MBVNT|5RCVC|6BPWR|7LIT|8DMG|9AART
457	22425 13311	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|9ZMB|aBEXP
458	22425 13312	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|9ZMB|aCGEN
459	22425 13313	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|9ZMB|aRMIN
460	22425 13314	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|9ZMB|aFEWX
461	22425 16341	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ZMB|8AART|9ASPD|aBEXP
462	22425 16342	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ZMB|8AART|9ASPD|aCGEN
463	22425 16343	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ZMB|8AART|9ASPD|aRMIN
464	22425 16344	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ZMB|8AART|9ASPD|aFEWX
465	22426 25311	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2LWND|3RCR|4MBVNT|6ASPD|7DMG|8AART|9ZMB|aBEXP
466	22426 25312	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2LWND|3RCR|4MBVNT|6ASPD|7DMG|8AART|9ZMB|aCGEN
467	22426 25313	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2LWND|3RCR|4MBVNT|6ASPD|7DMG|8AART|9ZMB|aRMIN
468	22426 25314	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2LWND|3RCR|4MBVNT|6ASPD|7DMG|8AART|9ZMB|aFEWX
469	32435 24313	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2LWND|3RCR|45VULN|6ASPD|7DMG|8AART|9RPLT|aZMB
470	12434 13325	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2LWND|3RCR|46VULN|5DMG|7ASPD|8AART|9ERES|aZMB
471	12434 15331	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2LWND|3RCR|46VULN|5DMG|7ZMB|8AART|9DUR|aLSRREG
472	12434 15333	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2LWND|3RCR|46VULN|5DMG|7ZMB|8AART|9DUR|aLEGI
473	22433 24325	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	14VULN|2LWND|3RCR|5FEWX|6ASPD|7DMG|8AART|9ERES|aZMB
474	12425 12463	   	164.68	ACR|2VULN|2DMG|1FLTHEA|1ZMB	17FEWX|2LWND|3RCR|4MBVNT|57DMG|67VULN|7BPWR|8ERES|9ZMB|aFLTHEA
475	26422 31162	   	164.67	ACR|3VULN|1AART|2DUR|1ZMB	189VULN|259LHND|3RCR|4LSRICY|6ZMB|79DUR|9BPWR|aAART
476	13161 65232	 * 	164.66	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2RMIN|3VULN|4RCR|5aAART|6ZMB|7ERES|8CDMG|9DMG
477	23154 11351	   	164.63	ACR|3VULN|2DMG|1CDMG	136VULN|27RMIN|46LWND|5RCR|6BPWR|8CDMG|9aDMG
478	12434 13234	   	164.63	ACR|2VULN|2AART|1DMG|1ASPD	1FEWX|28LWND|3RCR|46VULN|5DMG|7ASPD|9aAART
479	22433 24234	   	164.63	ACR|2VULN|2AART|1DMG|1ASPD	14VULN|28LWND|3RCR|5FEWX|6ASPD|7DMG|9aAART
480	22422 54411	   	164.60	ACR|3VULN|1AART|1DMG	17aVULN|2LWND|3RCR|4MBVNT|5RCVC|6LIT|8DMG|9AART
481	22425 13317	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2LWND|3RCR|4MBVNT|5DMG|7ASPD|8AART|9ZMB|aDUST
482	32434 15331	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2LWND|3RCR|46VULN|5DMG|7ZMB|8AART|9DUR|aLSRREG
483	32434 15333	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2LWND|3RCR|46VULN|5DMG|7ZMB|8AART|9DUR|aLEGI
484	22423 24366	   	164.58	ACR|2VULN|2DMG|1CDMG|1ZMB	1aVULN|2LWND|3RCR|4MBVNT|5LHND|6CDMG|7ZMB|89DMG
485	22425 13235	   	164.53	ACR|2VULN|2AART|1DMG|1ASPD	16VULN|28LWND|3RCR|4MBVNT|5DMG|7ASPD|9aAART
486	34425 12331	   	164.48	ACR|2VULN|2DMG|1CDMG|1ZMB	178DUST|2FEWX|3RCR|4MBVNT|57DMG|67VULN|7BPWR|9CDMG|aZMB
487	26426 31112	   	164.47	ACR|3VULN|1AART|2DUR|1ZMB	158VULN|2LHND|3RCR|4LSRICY|6ZMB|79DUR|aAART
488	23261 14334	   	164.44	ACR|2VULN|2AART|1DMG|1DUR	16VULN|2RMIN|3LWND|4RCR|5DUR|7DMG|8aAART|9RCVC
489	23134 11351	   	164.43	ACR|3VULN|2DMG|1CDMG	136VULN|27RMIN|46DUST|5RCR|6BPWR|8CDMG|9aDMG
490	23434 11351	   	164.43	ACR|3VULN|2DMG|1CDMG	136VULN|27RMIN|36BPWR|46DUST|5RCR|8CDMG|9aDMG
491	24431 32113	   	164.43	ACR|3VULN|2DMG|1ASPD	148VULN|28FEWX|3RCR|57RPLT|68DMG|8BPWR|9RCVC|aASPD
492	62532 21333	   	164.34	DCR|3DMG|2VULN|1ASPD|1DUR	1ASPD|2RMIN|36VULN|4DLOT|569DMG|6BPWR|7DUR|8RCR|aCGEN
493	62532 21334	   	164.34	DCR|3DMG|2VULN|1ASPD|1DUR	1ASPD|2RMIN|36VULN|4DLOT|569DMG|6BPWR|7DUR|8RCR|aBEXP
494	13163 21553	   	164.33	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|2RMIN|3VULN|4RCR|5ERES|6CDMG|7aDMG|8ASPD|9AART
495	21231 62624	   	164.31	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|2RPLT|3CDMG|4DUST|5AART|6RCR|7MLV|8DUR
496	21231 66224	   	164.31	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|2RPLT|3CDMG|4DUST|5AART|6RCR|7DUR|8MLV
497	13161 62123	   	164.29	ACR|3VULN|2AART|1ZMB	1FEWX|2RMIN|37aVULN|4RCR|59AART|6ZMB|8CGEN
498	43211 33163	 * 	164.29	DCR|2DMG|1AART|1VULN|2ZMB	178BEXP|2RMIN|3RCVC|48ZMB|58DMG|6RCR|8BPWR|9AART|aVULN
499	62311 64221	 * 	164.28	DCR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	19ASPD|2RMIN|3MLV|49ZMB|5DMG|6RCR|7FEWX|89VULN|9BPWR|aCDMG
500	62311 65221	   	164.28	DCR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	19ASPD|2RMIN|3MLV|49ZMB|5DMG|6RCR|7BEXP|89VULN|9BPWR|aCDMG
501	62311 66221	   	164.28	DCR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	19ASPD|2RMIN|3MLV|49ZMB|5DMG|6RCR|7LHND|89VULN|9BPWR|aCDMG
502	21231 62631	 * 	164.28	DCR|2VULN|1AART|2CDMG|3DUR	1aVULN|2RPLT|3aCDMG|4DUST|5AART|6RCR|7MLV|89aDUR|aBPWR
503	62532 21316	   	164.24	DCR|3VULN|2DMG|1ASPD|1DUR	1ASPD|2RMIN|36aVULN|4DLOT|56DMG|6BPWR|7DUR|8RCR|9ERES
504	62532 21331	   	164.24	DCR|3DMG|2VULN|1ASPD|1DUR	1ASPD|2RMIN|36VULN|4DLOT|569DMG|6BPWR|7DUR|8RCR|aERES
