0	Index      	 *	Score 	Summary	Detail	
1	21512 11343	 * 	192.00	DCR|2VULN|2DMG|3ZMB|1AART	147ZMB|2DMSP|37FEWX|57DMG|6RCR|7BPWR|8aVULN|9AART
313	63651 31233	   	167.90	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3CGEN|49DMG|5LEGI|6AART|7CDMG|8VULN|aERES
314	61662 11111	 * 	167.88	DCR|3DMG|3CDMG|3ASPD	1RCVC|247FEWX|347ASPD|479BPWR|579DMG|6RCR|89aCDMG
315	33211 23577	   	167.85	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7aVULN|8DUR|9RCR
316	32311 23861	   	167.79	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7VULN|8AART|9CGEN|aRCR
317	32311 23881	   	167.79	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7VULN|8AART|9RMIN|aRCR
318	32112 63644	   	167.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3aVULN|4DMG|5MBVNT|6CDMG|7RCVC|8RCR|9AART
319	32311 73644	   	167.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4DMG|5MBVNT|6aVULN|7RCVC|8RCR|9AART
320	33211 73644	   	167.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|4DMG|5MBVNT|6aVULN|7RCVC|8RCR|9AART
321	24633 53123	   	167.76	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD|1SELL	1ZMB|29DMG|3ASPD|4RCR|5LIT|69VULN|7FEWX|89DUR|9BPWR|aSELL
322	42416 11323	   	167.69	DCR|2VULN|2DMG|3ZMB|1ASPD|1SELL	1aLSRICY|2ASPD|3SELL|456ZMB|7aVULN|8aDMG|9RCR|aBPWR
323	52416 11323	   	167.69	DCR|2VULN|2DMG|3ZMB|1ASPD|1SELL	1aMGNSTR|2ASPD|3SELL|456ZMB|7aVULN|8aDMG|9RCR|aBPWR
324	65232 63424	 * 	167.69	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1RCVC|2MBVNT|3ZMB|4RCR|5CDMG|6AART|79ASPD|8aVULN
325	63251 31112	   	167.65	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	18RCVC|2RCR|3ZMB|4aDMG|5LEGI|6AART|7CDMG|9DUR
326	63251 35321	 * 	167.63	ACR|2DMG|2AART|2ZMB|1ASPD	1RCVC|2RCR|37ZMB|47DMG|5LEGI|6aAART|7BPWR|8RPLT|9ASPD
327	63315 21314	   	167.63	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1RCVC|2RCR|3LHND|48DMG|5TLV|6ASPD|7AART|9VULN|aDUR
328	63315 21362	   	167.63	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1RCVC|2RCR|3LHND|48DMG|5TLV|6ASPD|7AART|9DUR|aVULN
329	63314 21252	   	167.60	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3LHND|46DMG|56FEWX|6BPWR|7AART|8LWND|9CDMG|aVULN
330	63311 11372	   	167.57	ACR|2DMG|2AART|1VULN|2RCVC	16RCVC|2RCR|3LHND|48DMG|5MBVNT|79AART|aVULN
331	21512 11333	   	167.57	DCR|3DMG|3ZMB|1VULN	147ZMB|2DMSP|37FEWX|579DMG|6RCR|7BPWR|8VULN|aRCVC
332	22315 13136	   	167.52	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	14ZMB|2TLV|3CGEN|5DMG|6RCR|7ASPD|8aVULN|9AART
333	22614 13136	   	167.52	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	14ZMB|2TLV|3ASPD|5CGEN|6RCR|7DMG|8aVULN|9AART
334	24214 13136	   	167.52	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	14ZMB|2DMG|3TLV|5CGEN|6RCR|7ASPD|8aVULN|9AART
335	63311 21262	   	167.50	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|36LHND|46DMG|5MBVNT|6BPWR|7AART|8LWND|9CDMG|aVULN
336	63312 21352	   	167.50	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|35LHND|4DMG|68VULN|7AART|9CDMG|aCGEN
337	63312 21353	   	167.50	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|35LHND|4DMG|68VULN|7AART|9CDMG|aLWND
338	63312 21354	   	167.50	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|35LHND|4DMG|68VULN|7AART|9CDMG|aMGNLIT
339	65232 64112	   	167.39	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3ZMB|4RCR|59CDMG|6AART|7aVULN|8DUR
340	32153 63224	   	167.32	ACR|3VULN|1AART|2ZMB|2DUR	1RPLT|2aZMB|36aVULN|4RCR|5BEXP|7MGNSTR|8AART|9aDUR|aBPWR
341	24631 24131	   	167.29	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1ZMB|29aDMG|3ASPD|4RCR|5RPLT|6BEXP|7VULN|8CDMG
342	24632 63331	   	167.29	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1ZMB|29aDMG|3ASPD|4RCR|5CDMG|6RPLT|7FEWX|8VULN
343	36232 63231	   	167.29	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2RMIN|3ZMB|4RCR|5CDMG|6VULN|79aDMG|8DUR
344	63225 21532	   	167.28	ACR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4LWND|5TLV|6ASPD|7AART|89aVULN
345	63222 11335	   	167.23	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|4LWND|5LHND|7AART|89VULN|aDMG
346	63223 11535	   	167.23	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|4LWND|5FEWX|7AART|89VULN|aDMG
347	21233 64516	   	167.22	ACR|3VULN|1AART|2ZMB|2DUR	1aZMB|2DMSP|3MBVNT|4RCR|5LIT|67aVULN|8AART|9aDUR|aBPWR
348	63313 33313	   	167.22	ACR|2VULN|2DMG|1CDMG|1ASPD	1RCVC|2RCR|3LHND|4aDMG|5LIT|6CDMG|7aBEXP|8ASPD|9aVULN|aBPWR
349	43331 42241	 * 	167.13	ACR|2VULN|2DMG|2CDMG|1ASPD	1LSRICY|2aCDMG|3RCR|4RPLT|5FEWX|6MLV|7aVULN|8ASPD|9aDMG|aBPWR
350	43332 12241	   	167.13	ACR|2VULN|2DMG|2CDMG|1ASPD	1LSRICY|2aCDMG|3RCR|4RPLT|5MLV|6FEWX|7aVULN|8ASPD|9aDMG|aBPWR
351	53331 42241	   	167.13	ACR|2VULN|2DMG|2CDMG|1ASPD	1MGNSTR|2aCDMG|3RCR|4RPLT|5FEWX|6MLV|7aVULN|8ASPD|9aDMG|aBPWR
352	53332 12241	   	167.13	ACR|2VULN|2DMG|2CDMG|1ASPD	1MGNSTR|2aCDMG|3RCR|4RPLT|5MLV|6FEWX|7aVULN|8ASPD|9aDMG|aBPWR
353	63221 11636	   	167.13	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|4LWND|5MBVNT|7AART|89VULN|aDMG
354	42225 33115	   	167.09	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR|1ASPD	1LSRICY|2ASPD|3RCR|4FLTHEA|5ZMB|6SNIHEL|7DUR|8DMG|9AART|aVULN
355	43331 12241	   	167.03	ACR|2VULN|2DMG|2CDMG|1ASPD	1LSRICY|2aCDMG|3RCR|4RPLT|5FEWX|6ERES|7aVULN|8ASPD|9aDMG|aBPWR
356	43333 12241	   	167.03	ACR|2VULN|2DMG|2CDMG|1ASPD	1LSRICY|2aCDMG|3RCR|4RPLT|5ERES|6FEWX|7aVULN|8ASPD|9aDMG|aBPWR
357	53331 12241	   	167.03	ACR|2VULN|2DMG|2CDMG|1ASPD	1MGNSTR|2aCDMG|3RCR|4RPLT|5FEWX|6ERES|7aVULN|8ASPD|9aDMG|aBPWR
358	53333 12241	   	167.03	ACR|2VULN|2DMG|2CDMG|1ASPD	1MGNSTR|2aCDMG|3RCR|4RPLT|5ERES|6FEWX|7aVULN|8ASPD|9aDMG|aBPWR
359	63313 34313	   	167.02	ACR|2VULN|2DMG|1CDMG|1ASPD	1RCVC|2RCR|3LHND|4aDMG|5LIT|6CDMG|7aDUST|8ASPD|9aVULN|aBPWR
360	24112 16231	   	166.97	DCR|2VULN|2DMG|1CDMG|1ZMB	1ZMB|24DMG|3LWND|5RCVC|6RCR|7DUST|8CDMG|9aVULN
361	63212 23614	   	166.85	ACR|2VULN|3ZMB|1DMG|1ASPD|2RCVC	15RCVC|2RCR|34aZMB|68VULN|7DMG|9ASPD
362	63366 24423	   	166.78	ACR|2DMG|1AART|1VULN|2DUR	1RCVC|2RCR|3aLHND|4MBVNT|5aDUR|6AART|7MLV|8VULN|9aDMG|aBPWR
363	33316 61531	   	166.77	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2CDMG|3NUKE|49aDMG|5DUR|6VULN|7RCR|8ZMB
364	21652 13232	   	166.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2DMSP|3aVULN|4DMG|5RCVC|6RCR|7ASPD|8LWND|9AART
365	63316 12362	   	166.50	ACR|2AART|2DMG|1VULN	1RCVC|2RCR|36LHND|48DMG|59AART|7BEXP|aVULN
366	22352 13136	   	166.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2TLV|3CGEN|4DMG|5RCVC|6RCR|7ASPD|8aVULN|9AART
367	25252 13132	   	166.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2MLV|3TLV|4DMG|5RCVC|6RCR|7ASPD|8aVULN|9AART
368	31311 71813	   	166.41	DCR|3DMG|2VULN|1CDMG	1RPLT|28TLV|3CDMG|489DMG|5MBVNT|68VULN|7RCR|8BPWR|aLWND
369	31311 71814	   	166.41	DCR|3DMG|2VULN|1CDMG	1aRPLT|28TLV|3CDMG|489DMG|5MBVNT|68VULN|7RCR|8BPWR
370	31311 71818	   	166.41	DCR|3DMG|2VULN|1CDMG	1RPLT|28TLV|3CDMG|489DMG|5MBVNT|68VULN|7RCR|8BPWR|aCGEN
371	31311 71837	   	166.41	DCR|3VULN|2DMG|1CDMG	1RPLT|28TLV|3CDMG|48DMG|5MBVNT|68aVULN|7RCR|8BPWR|9LHND
372	31311 71861	   	166.41	DCR|3VULN|2DMG|1CDMG	1RPLT|28TLV|3CDMG|48DMG|5MBVNT|68aVULN|7RCR|8BPWR|9BELT
373	63316 22252	   	166.40	ACR|2AART|2DMG|1VULN	1RCVC|2RCR|3LHND|4aDMG|59AART|6ERES|7RPLT|8VULN
374	63316 23212	   	166.40	ACR|2VULN|2AART|1DMG	1RCVC|2RCR|3LHND|4DMG|59AART|6ERES|7LIT|8aVULN
375	63316 23213	   	166.40	ACR|2DMG|2AART|1VULN	1RCVC|2RCR|3LHND|4aDMG|59AART|6ERES|7LIT|8VULN
376	24262 13132	   	166.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2DMG|3TLV|4ERES|5RCVC|6RCR|7ASPD|8aVULN|9AART
377	63212 22512	   	166.37	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|67aVULN|8AART|9BEXP
378	63212 22563	   	166.37	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|67aVULN|8AART|9RMIN
379	63262 22512	   	166.37	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|4BPWR|67aVULN|8AART|9BEXP
380	31311 71881	   	166.31	DCR|3DMG|2VULN|1CDMG	1RPLT|28TLV|3CDMG|48aDMG|5MBVNT|68VULN|7RCR|8BPWR|9ERES
381	32351 74611	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4ASPD|5MBVNT|67VULN|8RCR|9aDMG
382	33251 74611	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1RPLT|2CDMG|3ZMB|4ASPD|5MBVNT|67VULN|8RCR|9aDMG
383	63313 53321	   	166.30	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3LHND|48DMG|5LIT|6VULN|7FEWX|9AART|aCDMG
384	21512 11335	   	166.26	DCR|3DMG|3ZMB|1VULN	147ZMB|2DMSP|37FEWX|579DMG|6RCR|7BPWR|8VULN|aRPLT
385	21512 11363	   	166.26	DCR|3DMG|3ZMB|1VULN	147ZMB|2DMSP|37FEWX|57aDMG|6RCR|7BPWR|8VULN|9BELT
386	21512 11611	   	166.26	DCR|3DMG|3ZMB|1VULN	147ZMB|2DMSP|37FEWX|579DMG|6RCR|7BPWR|8RMIN|aVULN
387	63311 74821	   	166.20	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3LHND|4DMG|5MBVNT|67VULN|8LIT|9AART|aCDMG
388	63313 52321	   	166.20	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3LHND|48DMG|5LIT|6VULN|7DUST|9AART|aCDMG
389	42252 22151	   	166.19	ACR|2VULN|2DMG|2ASPD|1ZMB	1LSRICY|2aASPD|3RCR|4ZMB|5DUST|6aVULN|7TLV|8aDMG|9RCVC|aBPWR
390	31311 71815	   	166.17	DCR|3DMG|2VULN|1CDMG|1SELL	1RPLT|28TLV|3CDMG|489DMG|5MBVNT|68VULN|7RCR|8BPWR|aSELL
391	21512 11331	   	166.16	DCR|3DMG|3ZMB|1VULN	147ZMB|2DMSP|37FEWX|579DMG|6RCR|7BPWR|8VULN|aDUST
392	24111 11361	   	166.16	DCR|3DMG|3ZMB|1VULN	179ZMB|247DMG|37LWND|5DMSP|6RCR|7BPWR|8ERES|aVULN
393	21232 63422	   	166.16	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|79ASPD|8VULN|aDMG
394	31112 61871	   	166.14	DCR|3DMG|1VULN|2CDMG|1ZMB	1RPLT|28TLV|3VULN|48aDMG|5MBVNT|68CDMG|7RCR|8BPWR|9ZMB
395	21231 36213	   	166.12	ACR|2VULN|2DMG|3ZMB	16aZMB|2DMSP|3MBVNT|4RCR|5RPLT|7LIT|8aDMG|9aVULN|aBPWR
396	21233 46713	   	166.12	ACR|2VULN|2DMG|3ZMB	17aZMB|2DMSP|3MBVNT|4RCR|5LIT|6aDMG|8RPLT|9aVULN|aBPWR
397	35531 22225	   	166.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RPLT|2RCVC|3RMIN|4AART|5RCR|68VULN|7ZMB|9ASPD|aDMG
398	35253 16311	   	166.09	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2RCVC|3aDMG|4RCR|5CANHEL|6aMLV|7CDMG|8ZMB|9aVULN|aBPWR
399	63312 21364	   	166.08	ACR|2VULN|1AART|1DMG|2DUR	1RCVC|2RCR|35LHND|4DMG|68VULN|7AART|9aDUR
400	63226 13335	   	166.05	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5AART|67LHND|89VULN|aDMG
401	21512 11336	   	166.02	DCR|3DMG|3ZMB|1VULN|1SELL	147ZMB|2DMSP|37FEWX|579DMG|6RCR|7BPWR|8VULN|aSELL
402	33211 28661	   	165.93	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7AART|8VULN|9CGEN|aRCR
403	33211 28681	   	165.93	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7AART|8VULN|9RMIN|aRCR
404	24212 23621	   	165.90	DCR|2VULN|2DMG|3ZMB	149ZMB|2aDMG|39TLV|5RCVC|69VULN|7NUKE|8RCR|9BPWR
405	63516 31212	   	165.88	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3MLV|4ZMB|5DUR|6AART|7CDMG|8ERES|9aDMG
406	21232 64116	   	165.86	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1ZMB|2DMSP|3MBVNT|4RCR|59CDMG|6AART|7VULN|8DUR|aDMG
407	33211 28211	   	165.83	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7AART|8TLV|9VULN|aRCR
408	43313 31425	   	165.83	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|78aVULN|9RCVC
409	53313 31425	   	165.83	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|78aVULN|9RCVC
410	24116 31411	   	165.80	DCR|2DMG|2AART|1CDMG|1ZMB|1DUR	1ZMB|24DMG|3LWND|5DUR|6aAART|7CDMG|8RCR|9CGEN
411	63315 32252	   	165.80	ACR|2DMG|2AART|1VULN	1RCVC|2RCR|3LHND|4aDMG|5TLV|69AART|7RPLT|8VULN
412	21232 64784	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|79aVULN|8MLV
413	63251 31216	   	165.78	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49DMG|5LEGI|6AART|7CDMG|8ERES|aDUR
414	32311 22674	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7BEXP|8RCR|9aVULN
415	32311 23637	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7aVULN|8RCR|9LHND
416	32311 23671	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aLWND
417	32311 23672	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aBEXP
418	32311 23677	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aMLV
419	63212 22331	   	165.77	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|678VULN|9AART|aFEWX
420	63212 22332	   	165.77	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|678VULN|9AART|aCGEN
421	63212 22334	   	165.77	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|678VULN|9AART|aRPLT
422	63262 22331	   	165.77	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|4BPWR|678VULN|9AART|aFEWX
423	63262 22332	   	165.77	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|4BPWR|678VULN|9AART|aCGEN
424	63262 22334	   	165.77	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|4BPWR|678VULN|9AART|aRPLT
425	43322 11663	   	165.76	ACR|2VULN|2AART|1CDMG|1DUR|1ASPD	1LSRICY|2CDMG|3RCR|4ASPD|5RMIN|67VULN|89AART|aDUR
426	53322 11663	   	165.76	ACR|2VULN|2AART|1CDMG|1DUR|1ASPD	1MGNSTR|2CDMG|3RCR|4ASPD|5RMIN|67VULN|89AART|aDUR
427	63313 35212	   	165.70	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3LHND|4DMG|5LIT|6CDMG|7RMIN|89VULN|aAART
428	63313 35412	   	165.70	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|2RCR|3LHND|48DMG|5LIT|6CDMG|7RMIN|9VULN|aAART
429	21232 61484	   	165.69	ACR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|7TLV|89aVULN
430	32112 64616	   	165.68	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|37VULN|49DMG|5MBVNT|6aCDMG|8RCR
431	32311 23673	   	165.68	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aERES
432	32311 23675	   	165.68	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aDUST
433	32311 74616	   	165.68	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|3aCDMG|49DMG|5MBVNT|67VULN|8RCR
434	33211 74616	   	165.68	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2aCDMG|3ZMB|49DMG|5MBVNT|67VULN|8RCR
435	63212 22335	   	165.67	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|678VULN|9AART|aDUST
436	63262 22335	   	165.67	ACR|3VULN|1AART|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|4BPWR|678VULN|9AART|aDUST
437	63515 11323	   	165.65	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|2RCR|3MLV|4ZMB|5ASPD|6LHND|79AART|8DMG|aVULN
438	63615 11323	   	165.65	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD	1RCVC|2RCR|3CGEN|4ZMB|5ASPD|6LHND|79AART|8DMG|aVULN
439	63311 73611	   	165.60	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3LHND|4DMG|5MBVNT|68VULN|7BELT|9CDMG|aAART
440	65232 64224	   	165.59	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2MBVNT|3ZMB|4RCR|5CDMG|68AART|7aVULN|9MLV
441	65232 64232	   	165.59	ACR|2VULN|2AART|1CDMG|1ZMB	1RCVC|2MBVNT|3ZMB|4RCR|5CDMG|68AART|7aVULN|9LHND
442	32112 64641	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|37VULN|4DMG|5MBVNT|6CDMG|8RCR|9AART|aBELT
443	32112 64646	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|37VULN|4DMG|5MBVNT|6CDMG|8RCR|9AART|aMLV
444	32112 64647	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|37VULN|4DMG|5MBVNT|6CDMG|8RCR|9AART|aLWND
445	32112 67641	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2ZMB|3VULN|47DMG|5MBVNT|6CDMG|8RCR|9AART|aBELT
446	32311 57644	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|47DMG|5MBVNT|6FEWX|8RCR|9AART|aVULN
447	32311 74641	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4DMG|5MBVNT|67VULN|8RCR|9AART|aBELT
448	32311 74646	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4DMG|5MBVNT|67VULN|8RCR|9AART|aMLV
449	32311 74647	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4DMG|5MBVNT|67VULN|8RCR|9AART|aLWND
450	32311 77641	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|47DMG|5MBVNT|6VULN|8RCR|9AART|aBELT
451	33211 57644	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|47DMG|5MBVNT|6FEWX|8RCR|9AART|aVULN
452	33211 74641	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|4DMG|5MBVNT|67VULN|8RCR|9AART|aBELT
453	33211 74646	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|4DMG|5MBVNT|67VULN|8RCR|9AART|aMLV
454	33211 74647	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|4DMG|5MBVNT|67VULN|8RCR|9AART|aLWND
455	33211 77641	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2CDMG|3ZMB|47DMG|5MBVNT|6VULN|8RCR|9AART|aBELT
456	41212 33141	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LSRICY|2ERES|3ZMB|45DMG|6VULN|7LIT|8RCR|9AART|aCDMG
457	51212 33141	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MGNSTR|2ERES|3ZMB|45DMG|6VULN|7LIT|8RCR|9AART|aCDMG
458	33511 71613	 * 	165.57	DCR|2DMG|1VULN|2CDMG|1FLTHEA|2DUR	1RPLT|2aCDMG|3MLV|4aDMG|5MBVNT|6VULN|7RCR|8FLTHEA|9aDUR|aBPWR
459	63115 11323	   	165.55	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|2RCR|3ERES|4ZMB|5ASPD|6LHND|79AART|8DMG|aVULN
460	63252 21224	   	165.55	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4DMG|5MLV|6DUR|79AART|8TLV|aVULN
461	43313 31414	   	165.53	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aRCVC
462	53313 31414	   	165.53	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|789VULN|aRCVC
463	63151 41132	   	165.53	ACR|2VULN|1AART|1DMG|1ZMB	17RCVC|2RCR|3ERES|4DMG|5LEGI|6aVULN|8ZMB|9AART
464	23212 67644	   	165.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2LEGI|3RPLT|47DMG|5MBVNT|6CDMG|8RCR|9AART|aVULN
465	32112 64642	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|37VULN|4DMG|5MBVNT|6CDMG|8RCR|9AART|aDUST
466	32112 64643	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|37VULN|4DMG|5MBVNT|6CDMG|8RCR|9AART|aERES
467	32112 67642	   	165.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2ZMB|3VULN|47DMG|5MBVNT|6CDMG|8RCR|9AART|aDUST
468	32112 67643	   	165.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|2ZMB|3VULN|47DMG|5MBVNT|6CDMG|8RCR|9AART|aERES
469	32311 74642	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3CDMG|4DMG|5MBVNT|67VULN|8RCR|9AART|aDUST
