0	Index      	 *	Score 	Summary	Detail	
1	31153 12561	 * 	218.17	DCR|2VULN|2ASPD|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7FEWX|89VULN|aDMG
303	31151 53361	   	191.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1MSE	14ASPD|2AART|3CDMG|5LHND|6CGEN|7VULN|8DMG|9RCR|aMSE
304	31151 63162	   	191.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5LHND|6DMG|7VULN|8TLV|9RCR|aCGEN
305	31151 63261	   	191.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1MSE	14ASPD|2AART|3CDMG|5LHND|6DMG|7VULN|8CGEN|9RCR|aMSE
306	31151 63362	   	191.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5LHND|6DMG|7VULN|8ERES|9RCR|aCGEN
307	36146 47322	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2MBVNT|3AAC|4DUR|5CDMG|6RCR|7AART|8MLV|9DMG|aVULN
308	31153 16341	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|79DMG|8RPLT|aLWND
309	31153 16411	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7aDMG|8MLV|9FEWX
310	31153 16531	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7aDMG|8BEXP|9MLV
311	31151 63161	   	191.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1MSE	14ASPD|2AART|3CDMG|5LHND|6DMG|7VULN|8TLV|9RCR|aMSE
312	31151 63361	   	191.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1MSE	14ASPD|2AART|3CDMG|5LHND|6DMG|7VULN|8ERES|9RCR|aMSE
313	41125 13351	   	191.58	DCR|2VULN|1AART|2CDMG|1ASPD	19CGEN|2AART|39CDMG|4ASPD|5TLV|6RMIN|79VULN|8RCR|9BPWR|aAME
314	41125 13352	   	191.58	DCR|2VULN|1AART|2CDMG|1ASPD	19CGEN|2AART|39CDMG|4ASPD|5TLV|6RMIN|79VULN|8RCR|9BPWR|aBELT
315	41125 13353	   	191.58	DCR|2VULN|1AART|2CDMG|1ASPD	19aCGEN|2AART|39CDMG|4ASPD|5TLV|6RMIN|79VULN|8RCR|9BPWR
316	41125 22351	   	191.58	DCR|2VULN|1AART|2CDMG|1ASPD	19CGEN|2AART|39CDMG|4ASPD|5TLV|69VULN|7RMIN|8RCR|9BPWR|aAME
317	41125 22352	   	191.58	DCR|2VULN|1AART|2CDMG|1ASPD	19CGEN|2AART|39CDMG|4ASPD|5TLV|69VULN|7RMIN|8RCR|9BPWR|aBELT
318	41125 22353	   	191.58	DCR|2VULN|1AART|2CDMG|1ASPD	19aCGEN|2AART|39CDMG|4ASPD|5TLV|69VULN|7RMIN|8RCR|9BPWR
319	36146 47422	   	191.58	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2MBVNT|3AAC|4DUR|5CDMG|6RCR|7AART|8ERES|9DMG|aVULN
320	12136 41531	   	191.52	DCR|2VULN|1AART|2CDMG|1ASPD	18BEXP|2BELT|3aVULN|48CDMG|5AART|6RCR|78LHND|8BPWR|9ASPD
321	12136 42531	   	191.52	DCR|2VULN|1AART|2CDMG|1ASPD	18BEXP|2BELT|3aVULN|48CDMG|5AART|6RCR|78FEWX|8BPWR|9ASPD
322	31153 16251	   	191.50	DCR|2DMG|2ASPD|1AART|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7aDMG|8DUST|9MLV
323	31153 16342	   	191.50	DCR|2DMG|2ASPD|1AART|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|79DMG|8RPLT|aERES
324	31153 16343	   	191.50	DCR|2DMG|2ASPD|1AART|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|79DMG|8RPLT|aTLV
325	32551 53213	   	191.49	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2CGEN|3VULN|4CDMG|5MLV|6DMG|7RCR|8AART|9DUR|aAAC
326	12136 43533	   	191.42	DCR|2VULN|1AART|2CDMG|1ASPD	18BEXP|2BELT|38VULN|48CDMG|5AART|6RCR|7LEGI|8BPWR|9ASPD|aLHND
327	23563 25313	   	191.40	DCR|4VULN|1ASPD|1DMG	1DMSP|237aVULN|4TLV|5ASPD|6DMG|8LEGI|9RCR
328	31153 16261	   	191.40	DCR|2DMG|2ASPD|1AART|1CDMG	14ASPD|2AART|3CDMG|5AELBLL|6RCR|7aDMG|8DUST|9TLV
329	33553 53213	   	191.39	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AME|3VULN|4CDMG|5ERES|6DMG|7RCR|8AART|9DUR|aAAC
330	12136 41111	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1BEXP|2BELT|3aVULN|49CDMG|5AART|6RCR|7LHND|8DMG
331	12136 42111	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1BEXP|2BELT|3aVULN|49CDMG|5AART|6RCR|7FEWX|8DMG
332	12136 43532	   	191.32	DCR|2VULN|1AART|2CDMG|1ASPD	18BEXP|2BELT|38VULN|48CDMG|5AART|6RCR|7LEGI|8BPWR|9ASPD|aDUST
333	66136 44424	   	191.23	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1ZMB	19DMG|2MBVNT|3AAC|4LWND|5CDMG|6RCR|7ZMB|8AART|aVULN
334	12136 43111	   	191.22	DCR|2VULN|1AART|2CDMG|1DMG	1BEXP|2BELT|3aVULN|49CDMG|5AART|6RCR|7LEGI|8DMG
335	12136 45111	   	191.22	DCR|2VULN|1AART|2CDMG|1ASPD	1BEXP|2BELT|3aVULN|49CDMG|5AART|6RCR|7ASPD|8DUST
336	61151 51122	   	191.20	DCR|1MDPS|1AART|1VULN|2CDMG|1ASPD|1DMG|1DUR	1DMG|2AART|37CDMG|4ASPD|5LIT|6MDPS|8VULN|9DUR|aRCR
337	66444 24742	   	191.03	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB	18DMG|2MBVNT|3RCR|48SNIFST|58VULN|6AART|7RCVC|8BPWR|9ZMB|aASPD
338	61136 17422	 * 	191.03	DCR|2DMG|2ASPD|1AART|2CDMG	18DMG|2AART|38CDMG|4TSLFST|5MBVNT|6LHND|78ASPD|8BPWR|9LWND|aRCR
339	61163 16313	   	191.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1DMG|2AART|34CDMG|5AELBLL|6RCR|7ASPD|8RPLT|9CGEN|aVULN
340	36645 12344	   	191.00	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1SELL	1ASPD|2MBVNT|36FEWX|4SELL|56DMG|6BPWR|7VULN|8RCR|9AART|aZMB
341	31112 13363	   	190.98	DCR|2ASPD|1VULN|1AART|2CDMG|1AAC|1DUR	17ASPD|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aAAC
342	61121 25315	   	190.98	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4RCVC|5LHND|6aVULN|7TLV|8RCR|9DUR
343	36146 47223	   	190.90	DCR|2AART|2ASPD|2CDMG|2DUR|1AAC	18ASPD|2MBVNT|3AAC|48DUR|58CDMG|6RCR|7aAART|8BPWR|9DUST
344	31153 33513	   	190.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	146ASPD|2AART|3CDMG|5AELBLL|7TLV|8VULN|9DUR|aRCR
345	31124 15312	   	190.84	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1ASPD|29AART|3CDMG|4RCVC|5DUR|6RMIN|7MDPS|8RCR|aVULN
346	61124 15312	 * 	190.84	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1DMG|29AART|3CDMG|4RCVC|5DUR|6RMIN|7MDPS|8RCR|aVULN
347	36841 44273	   	190.80	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1ASPD|2MBVNT|3RMIN|4DUR|5VULN|6DMG|7RCR|8LHND|9AART|aZMB
348	31121 66312	   	190.76	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5LHND|6DMG|7LWND|8RCR|9DUR|aVULN
349	61133 31622	 * 	190.70	DCR|2DMG|1AART|1NUKE|1CDMG|2SPLREG	16DMG|2AART|3CDMG|4TSLFST|56SPLREG|6BPWR|7RCVC|8RMIN|9RCR|aNUKE
350	11243 22633	 * 	190.68	DCR|1SPLARM|1AART|1VULN|1ASPD|1DMG|1CDMG	1BEXP|2TSLARM|3AART|4VULN|5SPLARM|6RCR|7CDMG|8MLV|9DMG|aASPD
351	11243 22636	 * 	190.68	DCR|1SPLARM|1AART|1VULN|1DMG|1NUKE|1CDMG	1BEXP|2TSLARM|3AART|4VULN|5SPLARM|6RCR|7CDMG|8MLV|9DMG|aNUKE
352	13243 22633	   	190.68	DCR|1SPLARM|1AART|1VULN|1ASPD|1DMG|1CDMG	1BEXP|2MSLFST|3AART|4VULN|5SPLARM|6RCR|7CDMG|8MLV|9DMG|aASPD
353	13243 22636	   	190.68	DCR|1SPLARM|1AART|1VULN|1DMG|1NUKE|1CDMG	1BEXP|2MSLFST|3AART|4VULN|5SPLARM|6RCR|7CDMG|8MLV|9DMG|aNUKE
354	31121 62312	   	190.66	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5LHND|6DMG|7DUST|8RCR|9DUR|aVULN
355	31124 62332	   	190.66	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7DUST|8RCR|9LWND|aVULN
356	31124 64322	   	190.66	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AART|3CDMG|4RCVC|5DUR|6DMG|7LHND|8RCR|9DUST|aVULN
357	61123 32312	   	190.66	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4RCVC|5AELBLL|6ASPD|7MDPS|8RCR|9DUR|aVULN
358	31153 11653	   	190.55	DCR|3ASPD|1AART|1VULN|1CDMG|1AAC	14aASPD|2AART|3CDMG|5AELBLL|6RCR|7AAC|8LIT|9VULN
359	31153 12622	   	190.55	DCR|3ASPD|1VULN|1AART|1NUKE|1CDMG	148ASPD|2AART|3CDMG|5AELBLL|6RCR|7FEWX|9NUKE|aVULN
360	31153 12634	   	190.55	DCR|3ASPD|1VULN|1AART|1CDMG	148ASPD|2AART|3CDMG|5AELBLL|6RCR|7FEWX|9MBVNT|aVULN
361	31153 13653	   	190.55	DCR|3ASPD|1VULN|1AART|1CDMG	14aASPD|2AART|3CDMG|5AELBLL|6RCR|7ERES|8LIT|9VULN
362	35552 32133	   	190.46	DCR|2DMG|1VULN|2CDMG|1ASPD|2ZMB	1ASPD|28DMG|3VULN|4BASFIG|58CDMG|6LIT|78ZMB|8BPWR|9LHND|aRCR
363	11243 21223	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7MLV|8ASPD|aDUR
364	11243 21523	   	190.37	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7MLV|8DMG|aDUR
365	11243 24223	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7AME|8ASPD|aDUR
366	11243 24523	   	190.37	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7AME|8DMG|aDUR
367	11243 26112	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7DUR|8ASPD|aLWND
368	11243 26113	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7DUR|8ASPD|aFEWX
369	11243 26114	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7DUR|8ASPD|aLIT
370	13243 21223	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7MLV|8ASPD|aDUR
371	13243 21523	   	190.37	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7MLV|8DMG|aDUR
372	13243 24223	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7AME|8ASPD|aDUR
373	13243 24523	   	190.37	DCR|1SPLARM|2VULN|1AART|1DMG|1DUR	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7AME|8DMG|aDUR
374	13243 26112	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7DUR|8ASPD|aLWND
375	13243 26113	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7DUR|8ASPD|aFEWX
376	13243 26114	   	190.37	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7DUR|8ASPD|aLIT
377	32552 31215	   	190.31	DCR|2VULN|2ASPD|1AART|1CDMG	18ASPD|2CGEN|38VULN|4CDMG|5AART|6MLV|78BEXP|8BPWR|9RPLT|aRCR
378	32552 33215	   	190.31	DCR|2VULN|2ASPD|1AART|1CDMG	18ASPD|2CGEN|38VULN|4CDMG|5AART|6MLV|78FEWX|8BPWR|9RPLT|aRCR
379	33552 23215	   	190.31	DCR|2VULN|2ASPD|1AART|1CDMG	18ASPD|2AME|38VULN|4CDMG|5AART|6FEWX|78CGEN|8BPWR|9RPLT|aRCR
380	33552 31215	   	190.31	DCR|2VULN|2ASPD|1AART|1CDMG	18ASPD|2AME|38VULN|4CDMG|5AART|6MLV|78BEXP|8BPWR|9RPLT|aRCR
381	33552 33215	   	190.31	DCR|2VULN|2ASPD|1AART|1CDMG	18ASPD|2AME|38VULN|4CDMG|5AART|6MLV|78FEWX|8BPWR|9RPLT|aRCR
382	32532 24532	 * 	190.29	DCR|3VULN|1MDPS|2ASPD|1CDMG	19ASPD|2CGEN|359VULN|49MLV|6RCVC|7MDPS|8RCR|9BPWR|aCDMG
383	33512 24532	   	190.29	DCR|3VULN|1MDPS|2ASPD|1CDMG	19ASPD|2AME|359VULN|49CGEN|6RCVC|7MDPS|8RCR|9BPWR|aCDMG
384	32153 41433	 * 	190.28	DCR|3VULN|1SPLARM|1ASPD|1DMG	1ASPD|2CGEN|34RPLT|578VULN|6SPLARM|9RCR|aDMG
385	11243 26111	   	190.27	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2TSLARM|3AART|49VULN|5SPLARM|6RCR|7DUR|8ASPD|aDLOT
386	13243 26111	   	190.27	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1BEXP|2MSLFST|3AART|49VULN|5SPLARM|6RCR|7DUR|8ASPD|aDLOT
387	31323 33265	   	190.11	DCR|2VULN|2ASPD|1AART|1CDMG	16ASPD|2AART|3LWND|4FEWX|57VULN|8RPLT|9CDMG|aRCR
388	31343 33265	   	190.11	DCR|2VULN|2ASPD|1AART|1CDMG	16ASPD|2AART|3LWND|4BEXP|57VULN|8RPLT|9CDMG|aRCR
389	32553 53213	   	190.10	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2CGEN|3VULN|4CDMG|5ERES|6DMG|7RCR|8AART|9DUR|aRCVC
390	32522 24532	   	190.09	DCR|3VULN|1MDPS|2ASPD|1CDMG	19ASPD|2CGEN|359VULN|49ERES|6RCVC|7MDPS|8RCR|9BPWR|aCDMG
391	35312 43111	   	190.07	DCR|3VULN|2ASPD|1DMG	17ASPD|2DMG|3LEGI|478CGEN|567VULN|7BPWR|9RCR|aFEWX
392	35312 43112	   	190.07	DCR|3VULN|2ASPD|1DMG	17ASPD|2DMG|3LEGI|478CGEN|567VULN|7BPWR|9RCR|aLHND
393	35312 43115	   	190.07	DCR|3VULN|2ASPD|1DMG	17ASPD|2DMG|3LEGI|478CGEN|567VULN|7BPWR|9RCR|aRPLT
394	31443 13335	   	189.97	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2AART|3CGEN|4CDMG|5ZMB|6RMIN|7VULN|8DMG|9DUST|aRCR
395	31443 22335	   	189.97	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2AART|3CGEN|4CDMG|5ZMB|6VULN|7RMIN|8DMG|9DUST|aRCR
396	41123 12365	   	189.97	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4ASPD|5ZMB|6RMIN|7DUST|8DMG|9VULN|aRCR
397	41123 13335	   	189.97	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4ASPD|5ZMB|6RMIN|7VULN|8DMG|9DUST|aRCR
398	41123 22335	   	189.97	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4ASPD|5ZMB|6VULN|7RMIN|8DMG|9DUST|aRCR
399	12133 33214	   	189.96	DCR|2VULN|2DMG|1ASPD|1CDMG	1BEXP|2BELT|39VULN|4CDMG|5ASPD|69DMG|7LHND|89FEWX|9BPWR|aRCR
400	35512 13111	   	189.93	DCR|2VULN|2DMG|2ASPD	17ASPD|27DMG|35VULN|48CGEN|67LWND|7BPWR|9RCR|aFEWX
401	35512 13112	   	189.93	DCR|2VULN|2DMG|2ASPD	17ASPD|27DMG|35VULN|48CGEN|67LWND|7BPWR|9RCR|aLHND
402	35512 13115	   	189.93	DCR|2VULN|2DMG|2ASPD	17ASPD|27DMG|35VULN|48CGEN|67LWND|7BPWR|9RCR|aRPLT
403	65512 13111	   	189.93	DCR|2VULN|2DMG|2ASPD	17DMG|27ASPD|35VULN|48CGEN|67LWND|7BPWR|9RCR|aFEWX
404	65512 13112	   	189.93	DCR|2VULN|2DMG|2ASPD	17DMG|27ASPD|35VULN|48CGEN|67LWND|7BPWR|9RCR|aLHND
405	35511 43111	   	189.93	DCR|2VULN|2DMG|2ASPD	17ASPD|27DMG|36VULN|48CGEN|57FEWX|7BPWR|9RCR|aBELT
406	61141 24312	   	189.91	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4BEXP|5LWND|6RCVC|7ASPD|8RCR|9DUR|aVULN
407	31153 16221	 * 	189.89	DCR|2AART|2ASPD|1DMG|1CDMG	14ASPD|2aAART|3CDMG|5AELBLL|6RCR|7DMG|89DUST
408	61123 31535	   	189.88	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1DMG|2AART|39CDMG|4RCVC|5AELBLL|6ASPD|7CGEN|8RCR|aVULN
409	32551 53211	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2CGEN|3VULN|4CDMG|5MLV|6DMG|7RCR|8AART|9DUR|aLIT
410	32551 53212	   	189.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2CGEN|3VULN|4CDMG|5MLV|6DMG|7RCR|8AART|9DUR|aAELBLL
411	12133 31314	   	189.86	DCR|2VULN|2DMG|1ASPD|1CDMG	1BEXP|2BELT|39VULN|4CDMG|5ASPD|69DMG|7DUST|89LWND|9BPWR|aRCR
412	12133 31614	   	189.86	DCR|2VULN|2DMG|1ASPD|1CDMG	1BEXP|2BELT|39VULN|4CDMG|5ASPD|69DMG|7DUST|89FEWX|9BPWR|aRCR
413	31314 23255	   	189.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1ASPD|2AART|3LWND|4ZMB|5DUST|6AAC|79VULN|8DMG|aRCR
414	61112 24332	   	189.81	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4DUR|5DUST|6RCVC|7ASPD|8RCR|9LWND|aVULN
415	61111 24322	   	189.81	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4DUR|5LWND|6RCVC|7ASPD|8RCR|9DUST|aVULN
416	61115 24322	   	189.81	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2AART|3CDMG|4DUR|5FEWX|6RCVC|7ASPD|8RCR|9DUST|aVULN
417	61155 33333	   	189.80	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|2AART|3CDMG|4ASPD|5TLV|6AME|7VULN|8RCR|9LIT|aZMB
418	32553 53211	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2CGEN|3VULN|4CDMG|5ERES|6DMG|7RCR|8AART|9DUR|aLIT
419	33553 53211	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AME|3VULN|4CDMG|5ERES|6DMG|7RCR|8AART|9DUR|aLIT
420	33553 53212	   	189.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2AME|3VULN|4CDMG|5ERES|6DMG|7RCR|8AART|9DUR|aAELBLL
421	31163 61113	   	189.70	DCR|2AART|1MDPS|2ASPD|1VULN|1CDMG	1aASPD|29AART|3CDMG|4MDPS|5LWND|6LIT|7VULN|8RCR
422	31164 61113	   	189.70	DCR|2AART|1MDPS|2ASPD|1VULN|1CDMG	1aASPD|29AART|3CDMG|4MDPS|5LHND|6LIT|7VULN|8RCR
423	33453 32234	   	189.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	15ASPD|2AME|3TLV|4CDMG|6RPLT|7DMG|8AART|9VULN|aRCR
424	32553 53212	   	189.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2CGEN|3VULN|4CDMG|5ERES|6DMG|7RCR|8AART|9DUR|aTLV
425	36312 54611	 * 	189.59	DCR|4VULN|1ASPD|1CDMG	1ASPD|2MBVNT|3ERES|4CGEN|569aVULN|7CDMG|8RCR
426	31514 63312	   	189.56	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	17ASPD|2AART|37MLV|4BEXP|5DUST|67CDMG|7BPWR|8RCR|9DUR|aVULN
427	32533 53332	   	189.55	DCR|2DMG|2ASPD|1VULN|1CDMG|1SELL	19ASPD|29CGEN|3VULN|4MLV|5SELL|69DMG|7RCR|8RPLT|9BPWR|aCDMG
428	32611 53332	   	189.55	DCR|2DMG|2ASPD|1VULN|1CDMG|1SELL	19ASPD|29CGEN|3SELL|4VULN|5MLV|69DMG|7RCR|8RPLT|9BPWR|aCDMG
429	33513 53332	   	189.55	DCR|2DMG|2ASPD|1VULN|1CDMG|1SELL	19ASPD|29AME|3VULN|4CGEN|5SELL|69DMG|7RCR|8RPLT|9BPWR|aCDMG
430	33616 53332	   	189.55	DCR|2DMG|2ASPD|1VULN|1CDMG|1SELL	19ASPD|29AME|3SELL|4VULN|5CGEN|69DMG|7RCR|8RPLT|9BPWR|aCDMG
431	32523 53332	   	189.45	DCR|2DMG|2ASPD|1VULN|1CDMG|1SELL	19ASPD|29CGEN|3VULN|4ERES|5SELL|69DMG|7RCR|8RPLT|9BPWR|aCDMG
432	32613 53332	   	189.45	DCR|2DMG|2ASPD|1VULN|1CDMG|1SELL	19ASPD|29CGEN|3SELL|4VULN|5ERES|69DMG|7RCR|8RPLT|9BPWR|aCDMG
433	33613 53332	   	189.45	DCR|2DMG|2ASPD|1VULN|1CDMG|1SELL	19ASPD|29AME|3SELL|4VULN|5ERES|69DMG|7RCR|8RPLT|9BPWR|aCDMG
434	61155 33313	   	189.39	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DMG|2AART|3CDMG|4ASPD|5TLV|6AME|7VULN|8RCR|9DUR|aAAC
435	36146 44474	   	189.38	DCR|1VULN|1AART|2CDMG|1ASPD|1AAC|1ZMB|1DUR	1ASPD|2MBVNT|3AAC|4DUR|59CDMG|6RCR|7ZMB|8AART|aVULN
436	31112 13332	   	189.36	DCR|2ASPD|1AART|1VULN|2CDMG|1DUR	17ASPD|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9LWND|aVULN
437	31112 13352	   	189.36	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	17ASPD|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9FEWX|aVULN
438	31112 13361	   	189.36	DCR|2ASPD|1VULN|2CDMG|1AART|1DUR	17ASPD|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aLIT
439	31112 13362	   	189.36	DCR|2ASPD|1AART|1VULN|2CDMG|1DUR	17ASPD|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aAELBLL
440	31112 13364	   	189.36	DCR|2ASPD|1AART|1VULN|2CDMG|1DUR	17ASPD|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aMLV
441	31112 13366	   	189.36	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	17ASPD|2AART|37CDMG|4DUR|5DUST|67TLV|7BPWR|8RCR|9VULN|aBEXP
442	31142 13312	   	189.36	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	17ASPD|2AART|37CDMG|4BEXP|5DUST|67TLV|7BPWR|8RCR|9DUR|aVULN
443	31155 42312	   	189.36	DCR|1MDPS|2ASPD|1VULN|1AART|2CDMG|1DUR	14ASPD|2AART|36CDMG|5AME|7MDPS|8RCR|9DUR|aVULN
444	35126 11433	   	189.30	DCR|3DMG|2ASPD|1VULN	19ASPD|256DMG|3RPLT|456FEWX|569BPWR|7RCR|89LHND|aVULN
445	35136 11533	   	189.30	DCR|3DMG|2ASPD|1VULN	19ASPD|256DMG|3RPLT|456LWND|569BPWR|7RCR|89FEWX|aVULN
446	11243 22132	   	189.26	DCR|1SPLARM|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1BEXP|2TSLARM|3AART|4VULN|5SPLARM|6RCR|7CDMG|8DUR|9ASPD|aZMB
447	13243 22132	   	189.26	DCR|1SPLARM|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1BEXP|2MSLFST|3AART|4VULN|5SPLARM|6RCR|7CDMG|8DUR|9ASPD|aZMB
448	66146 41132	   	189.20	DCR|2DMG|1AART|1VULN|1CDMG|1AAC|1DUR	18DMG|2MBVNT|3AAC|4DUR|5CDMG|6RCR|7LHND|9AART|aVULN
449	66146 42142	   	189.20	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1DUR	18DMG|2MBVNT|3AAC|4DUR|5CDMG|6RCR|7BEXP|9AART|aVULN
