0	Index      	 *	Score 	Summary	Detail	
1	11133 56363	 * 	233.63	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AART|1CDMG|1AAC	1ASPD|2RCR|3FEWX|4AART|5DMG|6CDMG|7AAC|8DUST|9BEXP|aBASARM
304	11342 33423	   	203.96	ACR|2ASPD|2BEXP|1DMG|1CDMG|1AAC	18ASPD|2RCR|3AEMAG|4LWND|5AAC|6DMG|79BEXP|aCDMG
305	16623 21511	   	203.90	ACR|1BASARM|2DMG|1ASPD	1ASPD|2ZMB|3RCR|4AIRARM|56DMG|7aLWND|8BASARM|9VULN
306	16623 21512	   	203.90	ACR|1BASARM|2DMG|1ASPD	1ASPD|2ZMB|3RCR|4AIRARM|56DMG|7LWND|8BASARM|9VULN|aDUR
307	16623 21532	   	203.90	ACR|1BASARM|2DMG|1ASPD	1ASPD|2ZMB|3RCR|4AIRARM|56DMG|7LWND|8BASARM|9LIT|aVULN
308	11432 33315	   	203.86	ACR|2ASPD|2BEXP|1DMG|1CDMG|1AAC	19ASPD|2RCR|39ERES|4TLV|5AAC|6DMG|79BEXP|8MDPS|9BPWR|aCDMG
309	11244 24221	   	203.86	ACR|2ASPD|2BEXP|1DMG|1CDMG|1AAC	16ASPD|2RCR|3MSLREG|4AME|56BEXP|6BPWR|7CDMG|8AAC|9FLTARM|aDMG
310	11322 33423	   	203.86	ACR|2ASPD|2BEXP|1DMG|1CDMG|1AAC	18ASPD|2RCR|34AEMAG|5AAC|6DMG|79BEXP|aCDMG
311	11432 33423	   	203.86	ACR|2ASPD|2BEXP|1DMG|1CDMG|1AAC	18ASPD|2RCR|3ERES|4TLV|5AAC|6DMG|79BEXP|aCDMG
312	11114 31412	   	203.85	ACR|1BASARM|2ASPD|1BEXP|1AAC	16ASPD|2RCR|379FEWX|4AAC|5DUST|8BEXP|aBASARM
313	11114 35112	   	203.85	ACR|1BASARM|2ASPD|1BEXP|1AAC	16ASPD|2RCR|389FEWX|4AAC|5DUST|7BEXP|aBASARM
314	11121 24112	   	203.85	ACR|1BASARM|2ASPD|1BEXP|1AAC	17ASPD|2RCR|389FEWX|4BEXP|5DUST|6AAC|aBASARM
315	11124 25112	   	203.85	ACR|1BASARM|2ASPD|1BEXP|1AAC	17ASPD|2RCR|389FEWX|4BEXP|5MBVNT|6AAC|aBASARM
316	16623 31135	   	203.80	ACR|1BASARM|2DMG|1ASPD	1ASPD|2ZMB|3RCR|4AIRARM|5aDMG|6RPLT|7VULN|8FLTARM|9BASARM
317	11116 22848	   	203.75	ACR|1BASARM|2ASPD|1BEXP|1AAC	18ASPD|2RCR|3FEWX|4AAC|5CGEN|6BEXP|7MBVNT|9AME|aBASARM
318	11124 25248	   	203.75	ACR|1BASARM|2ASPD|1BEXP|1AAC	17ASPD|2RCR|3FEWX|4BEXP|5MBVNT|6AAC|8CGEN|9AME|aBASARM
319	11126 12848	   	203.75	ACR|1BASARM|2ASPD|1BEXP|1AAC	18ASPD|2RCR|3FEWX|4BEXP|5AAC|6CGEN|7MBVNT|9AME|aBASARM
320	11124 35238	   	203.75	ACR|1BASARM|2ASPD|1BEXP|1AAC	17ASPD|2RCR|3FEWX|4BEXP|5MBVNT|6ERES|8CGEN|9AAC|aBASARM
321	11231 14521	   	203.65	ACR|1BASARM|2ASPD|1BEXP|1AAC	14ASPD|2RCR|3MSLREG|5AEFBLL|6RCVC|7MDPS|8BASARM|9AAC|aBEXP
322	11235 14521	   	203.65	ACR|1BASARM|2ASPD|1BEXP|1AAC	14ASPD|2RCR|3MSLREG|5AEMAG|6RCVC|7MDPS|8BASARM|9AAC|aBEXP
