0	Index      	 *	Score 	Summary	Detail	
1	22513 36431	 * 	201.53	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	17VULN|2CGEN|37LIT|47ASPD|5RCR|6RPLT|7BPWR|8DMG|9CDMG|aAART
324	23232 21626	   	174.85	ACR|3VULN|3DMG	137VULN|2LHND|47AIRHEL|5RCR|678DMG|7BPWR|9ERES|aNUKE
325	22513 11432	   	174.82	ACR|2VULN|2AART|1ASPD|1CDMG	1aVULN|2CGEN|3LIT|4ASPD|5RCR|69AART|7DUST|8CDMG
326	22513 36531	 * 	174.54	ACR|2VULN|2ASPD|1BEXP|1CDMG	17VULN|28CGEN|37LIT|47ASPD|5RCR|6RPLT|7BPWR|9CDMG|aBEXP
327	32152 24352	   	174.43	ACR|3BEXP|1ASPD|1DMG|1VULN	139BEXP|2LWND|49MSLFST|5RCR|6DMG|7ASPD|89DUR|9BPWR|aVULN
328	22355 61233	   	174.34	ACR|2VULN|2DMG|1BEXP|1CDMG	14VULN|2CGEN|3CDMG|5RCR|69DMG|7LWND|8DUR|aBEXP
329	32152 24211	 * 	174.33	ACR|3BEXP|1ASPD|1DMG|1CDMG	138BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|9LIT|aCDMG
330	32152 24212	   	174.33	ACR|3BEXP|1ASPD|1DMG|1VULN	138BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|9LIT|aVULN
331	32152 24232	   	174.33	ACR|3BEXP|1ASPD|1DMG|1VULN	138BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|9FEWX|aVULN
332	32152 24251	   	174.33	ACR|3BEXP|1ASPD|1DMG|1VULN	138BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|9VULN|aMLV
333	34152 24211	   	174.33	ACR|3BEXP|1ASPD|1DMG|1CDMG	138BEXP|2FEWX|4MSLFST|5RCR|6DMG|7ASPD|9LIT|aCDMG
334	34152 24212	   	174.33	ACR|3BEXP|1ASPD|1DMG|1VULN	138BEXP|2FEWX|4MSLFST|5RCR|6DMG|7ASPD|9LIT|aVULN
335	33152 22611	   	174.24	ACR|2VULN|2DMG|1BEXP|1CDMG	1BEXP|2DMSP|3DUR|4MSLFST|5RCR|68DMG|7aVULN|9CDMG
336	32152 24115	   	174.23	ACR|3BEXP|1VULN|1ASPD|1DMG	13aBEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|8VULN|9ERES
337	32152 24253	   	174.23	ACR|3BEXP|1ASPD|1DMG|1VULN	138BEXP|2LWND|4MSLFST|5RCR|6DMG|7ASPD|9VULN|aTLV
338	34152 23423	 * 	174.23	ACR|3BEXP|1DMG|1BASICY|1AART	139BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUST|8AART|aBASICY
339	34152 24312	 * 	174.23	ACR|3BEXP|1ASPD|1DMG|1AART	13aBEXP|2FEWX|4aMSLFST|5RCR|6DMG|7ASPD|8AART|9aAME|aBPWR
340	34152 24322	   	174.23	ACR|3BEXP|1ASPD|1DMG|1AART	13aBEXP|2FEWX|4aMSLFST|5RCR|6DMG|7ASPD|8AART|9aERES|aBPWR
341	34152 24311	 * 	174.21	ACR|2BEXP|2AART|1ASPD|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7ASPD|8aAART|9AME
342	34152 24321	   	174.21	ACR|2BEXP|2AART|1ASPD|1DMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7ASPD|8aAART|9ERES
343	21332 34522	   	174.14	ACR|2VULN|2ASPD|1BEXP|1CDMG	12VULN|3LHND|4AIRHEL|5RCR|6ERES|79ASPD|8BEXP|aCDMG
344	23232 34522	   	174.14	ACR|2VULN|2ASPD|1BEXP|1CDMG	13VULN|2LHND|4AIRHEL|5RCR|6ERES|79ASPD|8BEXP|aCDMG
345	21332 21321	   	173.80	ACR|3VULN|2DMG|1CDMG	127VULN|3aLHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC
346	21332 21323	   	173.80	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aLWND
347	21332 21324	   	173.80	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aLIT
348	21332 21326	   	173.80	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aZMB
349	23232 21321	   	173.80	ACR|3VULN|2DMG|1CDMG	137VULN|2aLHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC
350	23232 21323	   	173.80	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aLWND
351	23232 21324	   	173.80	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aLIT
352	23232 21326	   	173.80	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aZMB
353	21332 21322	   	173.70	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aAME
354	21332 21325	   	173.70	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aERES
355	23232 21322	   	173.70	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aAME
356	23232 21325	   	173.70	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9RCVC|aERES
357	22513 46111	 * 	173.41	ACR|4VULN|2BEXP|1ASPD	189aVULN|2CGEN|3LIT|4ASPD|5RCR|67BEXP
358	22355 12113	   	173.33	ACR|4VULN|1ASPD|2CDMG	1478VULN|2CGEN|37CDMG|5RCR|67FEWX|7BPWR|9ASPD|aDUR
359	22355 12115	   	173.33	ACR|4VULN|1ASPD|2CDMG	1478VULN|2CGEN|37CDMG|5RCR|67FEWX|7BPWR|9ASPD|aLWND
360	22355 12116	   	173.33	ACR|4VULN|1ASPD|2CDMG	1478VULN|2CGEN|37CDMG|5RCR|67FEWX|7BPWR|9ASPD|aLHND
361	22355 12121	   	173.33	ACR|4VULN|1ASPD|2CDMG	1478VULN|2CGEN|37CDMG|5RCR|679FEWX|7BPWR|aASPD
362	22355 12236	 * 	173.33	ACR|4VULN|1DMG|2CDMG	147aVULN|2CGEN|37CDMG|5RCR|67FEWX|7BPWR|8DUR|9DMG
363	22355 22113	   	173.33	ACR|4VULN|2CDMG|1ASPD	1478VULN|2CGEN|37CDMG|5RCR|67LWND|7BPWR|9ASPD|aDUR
364	22355 22115	   	173.33	ACR|4VULN|2CDMG|1ASPD	1478VULN|2CGEN|37CDMG|5RCR|67aLWND|7BPWR|9ASPD
365	22355 22134	   	173.33	ACR|4VULN|2CDMG|1ASPD	1478VULN|29CGEN|37CDMG|5RCR|67LWND|7BPWR|aASPD
366	22315 12112	   	173.33	ACR|4VULN|1ASPD|2CDMG	178aVULN|2CGEN|37CDMG|4DMSP|5RCR|67FEWX|7BPWR|9ASPD
367	22315 22112	   	173.33	ACR|4VULN|2CDMG|1ASPD	178aVULN|2CGEN|37CDMG|4DMSP|5RCR|67LWND|7BPWR|9ASPD
368	21332 21114	   	173.27	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG|aRCVC
369	21332 21364	   	173.27	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST|aRCVC
370	23232 21114	   	173.27	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG|aRCVC
371	23232 21364	   	173.27	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST|aRCVC
372	22355 12114	   	173.23	ACR|4VULN|1ASPD|2CDMG	1478VULN|2CGEN|37CDMG|5RCR|67FEWX|7BPWR|9ASPD|aAME
373	22355 12612	   	173.23	ACR|4VULN|1ASPD|2CDMG	147aVULN|2CGEN|37CDMG|5RCR|67FEWX|7BPWR|8AEFBLL|9ASPD
374	22355 22114	   	173.23	ACR|4VULN|2CDMG|1ASPD	1478VULN|2CGEN|37CDMG|5RCR|67LWND|7BPWR|9ASPD|aAME
375	22355 22612	   	173.23	ACR|4VULN|2CDMG|1ASPD	147aVULN|2CGEN|37CDMG|5RCR|67LWND|7BPWR|8AEFBLL|9ASPD
376	22513 46313	   	173.14	ACR|2VULN|2ASPD|2BEXP	19VULN|28CGEN|3LIT|4aASPD|5RCR|67BEXP
377	22513 62133	   	173.14	ACR|2VULN|2ASPD|2BEXP	18VULN|2CGEN|36LIT|4aASPD|5RCR|79BEXP
378	32152 22265	 * 	173.09	ACR|2VULN|2BEXP|1DMG|1BASICY	13BEXP|2LWND|4MSLFST|5RCR|6DMG|78VULN|9RPLT|aBASICY
379	22355 12521	 * 	173.06	ACR|4VULN|3CDMG|1BEXP	1479VULN|2CGEN|379CDMG|5RCR|679FEWX|79BPWR|8MBVNT|aBEXP
380	22355 22521	   	173.06	ACR|4VULN|3CDMG|1BEXP	1479VULN|2CGEN|379CDMG|5RCR|679LWND|79BPWR|8MBVNT|aBEXP
381	21332 21222	   	173.04	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8RMIN|9DUR|aCDMG
382	21332 21262	   	173.04	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8RMIN|9FEWX|aCDMG
383	21332 21522	   	173.04	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8MLV|9DUR|aCDMG
384	21332 21562	   	173.04	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8MLV|9FEWX|aCDMG
385	23232 21222	   	173.04	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8RMIN|9DUR|aCDMG
386	23232 21262	   	173.04	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8RMIN|9FEWX|aCDMG
387	23232 21522	   	173.04	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8MLV|9DUR|aCDMG
388	23232 21562	   	173.04	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8MLV|9FEWX|aCDMG
389	23111 33313	   	173.04	ACR|2VULN|2ASPD|2BEXP	1aVULN|2LHND|3aBEXP|4DUST|5RCR|6AEFBLL|7MDPS|8aASPD|9RPLT|aBPWR
390	24111 33313	   	173.04	ACR|2VULN|2ASPD|2BEXP	1aVULN|2FEWX|3aBEXP|4DUST|5RCR|6AEFBLL|7MDPS|8aASPD|9RPLT|aBPWR
391	22513 43133	   	173.04	ACR|2VULN|2ASPD|2BEXP	18VULN|2CGEN|3LIT|4aASPD|5RCR|69BEXP|7AEMAG
392	23111 33346	   	173.04	ACR|2VULN|2ASPD|2BEXP	19VULN|2LHND|39BEXP|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aRPLT
393	24111 33341	   	173.04	ACR|2VULN|2ASPD|2BEXP	19VULN|2FEWX|39BEXP|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aDMSP
394	24111 33343	   	173.04	ACR|2VULN|2ASPD|2BEXP	19VULN|2FEWX|39BEXP|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aLWND
395	24111 33346	   	173.04	ACR|2VULN|2ASPD|2BEXP	19VULN|2FEWX|39BEXP|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aRPLT
396	31311 33345	   	173.04	ACR|2VULN|2ASPD|2BEXP	19BEXP|2aVULN|39LHND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR
397	31611 33345	   	173.04	ACR|2VULN|2ASPD|2BEXP	19BEXP|2aVULN|39LWND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR
398	51111 33345	   	173.04	ACR|2VULN|2ASPD|2BEXP	19LWND|2aVULN|39BEXP|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR
399	26311 33343	   	173.04	ACR|2VULN|2ASPD|2BEXP	19VULN|2aBEXP|39LHND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR
400	26611 33343	   	173.04	ACR|2VULN|2ASPD|2BEXP	19VULN|2aBEXP|39LWND|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR
401	22513 62413	 * 	173.00	ACR|1VULN|2BEXP|1ASPD|1CDMG|1AART	1VULN|2CGEN|36LIT|4ASPD|5RCR|79BEXP|8CDMG|aAART
402	21332 42261	   	172.98	ACR|2VULN|1BASARM|1ASPD	12VULN|3LHND|4AIRHEL|5RCR|6ZMB|7ASPD|8CGEN|9RPLT|aBASARM
403	23232 42261	   	172.98	ACR|2VULN|1BASARM|1ASPD	13VULN|2LHND|4AIRHEL|5RCR|6ZMB|7ASPD|8CGEN|9RPLT|aBASARM
404	21332 21112	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG|aBELT
405	21332 21113	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3aLHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG
406	21332 21116	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG|aRPLT
407	21332 21152	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9ZMB|aCDMG
408	21332 21313	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9VENICY|aMLV
409	21332 21314	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9VENICY|aLIT
410	21332 21333	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9MULARM|aMLV
411	21332 21334	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9MULARM|aLIT
412	21332 21351	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3aLHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG
413	21332 21353	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aLWND
414	21332 21354	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aLIT
415	21332 21356	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aZMB
416	21332 21362	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST|aBELT
417	21332 21363	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3aLHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST
418	21332 21366	   	172.94	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST|aRPLT
419	21332 26611	   	172.94	ACR|3VULN|2DMG|1CDMG	12aVULN|3LHND|4AIRHEL|5RCR|68DMG|7DUR|9CDMG
420	23232 21112	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG|aBELT
421	23232 21113	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2aLHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG
422	23232 21116	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG|aRPLT
423	23232 21152	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9ZMB|aCDMG
424	23232 21313	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9VENICY|aMLV
425	23232 21314	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9VENICY|aLIT
426	23232 21333	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9MULARM|aMLV
427	23232 21334	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9MULARM|aLIT
428	23232 21351	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2aLHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG
429	23232 21353	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aLWND
430	23232 21354	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aLIT
431	23232 21356	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aZMB
432	23232 21362	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST|aBELT
433	23232 21363	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2aLHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST
434	23232 21366	   	172.94	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST|aRPLT
435	23232 26611	   	172.94	ACR|3VULN|2DMG|1CDMG	13aVULN|2LHND|4AIRHEL|5RCR|68DMG|7DUR|9CDMG
436	23111 33342	   	172.94	ACR|2VULN|2ASPD|2BEXP	19VULN|2LHND|39BEXP|4DUST|5RCR|6AEFBLL|7MDPS|89ASPD|9BPWR|aTLV
437	22513 43413	   	172.90	ACR|1VULN|2BEXP|1ASPD|1AART|1CDMG	1VULN|2CGEN|3LIT|4ASPD|5RCR|69BEXP|7AEMAG|8CDMG|aAART
438	21332 21115	   	172.84	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG|aERES
439	21332 21352	   	172.84	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aAME
440	21332 21355	   	172.84	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aERES
441	21332 21365	   	172.84	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST|aERES
442	23232 21115	   	172.84	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8DUST|9CDMG|aERES
443	23232 21352	   	172.84	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aAME
444	23232 21355	   	172.84	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9AEMAG|aERES
445	23232 21365	   	172.84	ACR|3VULN|2DMG|1CDMG	137VULN|2LHND|47AIRHEL|5RCR|67DMG|7BPWR|8CDMG|9DUST|aERES
446	24111 43622	 * 	172.80	ACR|1VULN|2BEXP|1DMG|1CDMG|1AART	1VULN|2FEWX|3aBEXP|4DUST|5RCR|6AART|7AME|8CDMG|9DMG
447	34152 23262	   	172.80	ACR|2BEXP|1VULN|1DMG|1AART|1CDMG	13BEXP|2FEWX|4MSLFST|5RCR|6DMG|7DUST|8VULN|9CDMG|aAART
448	22513 13344	   	172.78	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP|1AAC	1VULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7MDPS|8BEXP|9AAC|aDMG
449	22355 21131	 * 	172.75	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	14VULN|2CGEN|3CDMG|5RCR|6LWND|7DUR|8BEXP|9DMG|aAART
450	22355 24131	   	172.75	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	14VULN|2CGEN|3CDMG|5RCR|6LWND|7FEWX|8BEXP|9DMG|aAART
451	22355 25131	   	172.75	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	14VULN|2CGEN|3CDMG|5RCR|6LWND|7LHND|8BEXP|9DMG|aAART
452	22355 32521	   	172.75	ACR|2VULN|1DMG|1CDMG|1BEXP|1AART	14VULN|2CGEN|3CDMG|5RCR|6RPLT|7AART|8FEWX|9DMG|aBEXP
453	22513 46131	   	172.70	ACR|2VULN|3BEXP|1ASPD|1AAC	18VULN|2CGEN|3LIT|4ASPD|5RCR|679BEXP|aAAC
454	31121 45261	 * 	172.69	DCR|2VULN|3BEXP|2DMG|1AART	137BEXP|27VULN|4ERES|5AME|67DMG|7BPWR|8AART|9MDPS|aRCR
455	22355 32421	   	172.65	ACR|2VULN|1DMG|1BEXP|1AART|1CDMG	14VULN|2CGEN|3CDMG|5RCR|6RPLT|7AART|8MBVNT|9DMG|aBEXP
456	22355 32621	   	172.65	ACR|2VULN|1DMG|1AART|1BEXP|1CDMG	14VULN|2CGEN|3CDMG|5RCR|6RPLT|7AART|8DUST|9DMG|aBEXP
457	22513 11415	   	172.65	ACR|2VULN|1ASPD|1BEXP|1AART|1CDMG	19VULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7DUST|8CDMG|aBEXP
458	22513 15411	   	172.65	ACR|2VULN|1ASPD|1AART|1BEXP|1CDMG	19VULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7BEXP|8CDMG|aAME
459	22513 15413	   	172.65	ACR|2VULN|1ASPD|1BEXP|1AART|1CDMG	19VULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7BEXP|8CDMG|aDUST
460	11332 22345	   	172.43	ACR|2ASPD|1VULN|1DMG|1BEXP	18RCVC|2VULN|3LHND|4AIRHEL|5RCR|6DMG|79ASPD|aBEXP
461	22355 32522	   	172.32	ACR|3VULN|1DMG|1CDMG|1AART	14aVULN|2CGEN|3CDMG|5RCR|6RPLT|7AART|8FEWX|9DMG
462	22355 32422	   	172.22	ACR|3VULN|1DMG|1CDMG|1AART	14aVULN|2CGEN|3CDMG|5RCR|6RPLT|7AART|8MBVNT|9DMG
463	22355 32622	   	172.22	ACR|3VULN|1DMG|1CDMG|1AART	14aVULN|2CGEN|3CDMG|5RCR|6RPLT|7AART|8DUST|9DMG
464	22513 11412	   	172.22	ACR|3VULN|1ASPD|1CDMG|1AART	19aVULN|2CGEN|3LIT|4ASPD|5RCR|6AART|7DUST|8CDMG
465	21332 22111	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	128VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aCGEN
466	21332 22113	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	128VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aFEWX
467	21332 22116	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	128VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aMLV
468	21332 22521	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	129VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aCGEN
469	21332 22523	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	129VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aFEWX
470	21332 22526	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	129VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aMLV
471	23232 22111	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	138VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aCGEN
472	23232 22113	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	138VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aFEWX
473	23232 22116	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	138VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aMLV
474	23232 22521	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	139VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aCGEN
475	23232 22523	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	139VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aFEWX
476	23232 22526	   	172.13	ACR|3VULN|1ASPD|1DMG|1BEXP	139VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aMLV
477	21332 22112	   	172.03	ACR|3VULN|1ASPD|1DMG|1BEXP	128VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aMBVNT
478	21332 22114	   	172.03	ACR|3VULN|1ASPD|1DMG|1BEXP	128VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aAME
479	21332 22115	   	172.03	ACR|3VULN|1DMG|1ASPD|1BEXP	128VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aERES
480	21332 22522	   	172.03	ACR|3VULN|1ASPD|1DMG|1BEXP	129VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aMBVNT
481	21332 22524	   	172.03	ACR|3VULN|1ASPD|1DMG|1BEXP	129VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aAME
482	21332 22525	   	172.03	ACR|3VULN|1DMG|1ASPD|1BEXP	129VULN|3LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aERES
483	23232 22112	   	172.03	ACR|3VULN|1ASPD|1DMG|1BEXP	138VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aMBVNT
484	23232 22114	   	172.03	ACR|3VULN|1ASPD|1DMG|1BEXP	138VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aAME
485	23232 22115	   	172.03	ACR|3VULN|1DMG|1ASPD|1BEXP	138VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|9BEXP|aERES
486	23232 22522	   	172.03	ACR|3VULN|1ASPD|1DMG|1BEXP	139VULN|2LHND|4AIRHEL|5RCR|6DMG|7ASPD|8BEXP|aMBVNT
