0	Index      	 *	Score 	Summary	Detail	
1	36426 31332	 * 	213.44	DCR|3VULN|2ASPD|1AART|2DUR	12aVULN|3aDUR|489LIT|5AART|6RCR|7aASPD|aBPWR
324	31133 21327	   	188.74	DCR|3VULN|1ASPD|1DMG|1ZMB	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9RCVC|aDMG
325	32133 21327	   	188.74	DCR|3VULN|1ASPD|1DMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9RCVC|aDMG
326	62311 22162	 * 	188.69	ACR|3VULN|3ASPD|1AART	1RCVC|29aASPD|3aDUST|4RCR|569BEXP|7AART|89aVULN|9aBPWR
327	32222 53622	 * 	188.57	DCR|3DMG|2AART|1VULN	1VULN|2FEWX|3CGEN|48AART|5BELT|679DMG|aRCR
328	23433 15352	   	188.56	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ERES|2AAC|3AART|4RCVC|5VULN|6DMG|7CDMG|8DUR|9RCR|aASPD
329	31133 22262	   	188.55	DCR|3VULN|2ASPD|1ZMB|1DUR	145VULN|2LHND|38ASPD|6ZMB|7DUR|9RCR|aLWND
330	31133 22263	   	188.55	DCR|3VULN|2ASPD|1ZMB|1DUR	145VULN|2LHND|38ASPD|6ZMB|7DUR|9RCR|aFEWX
331	31133 22264	   	188.55	DCR|3VULN|2ASPD|1ZMB|1DUR	145VULN|2LHND|38ASPD|6ZMB|7DUR|9RCR|aCGEN
332	31133 22266	   	188.55	DCR|3VULN|2ASPD|1ZMB|1DUR	145VULN|2LHND|38ASPD|6ZMB|7DUR|9RCR|aBELT
333	31133 12365	   	188.55	DCR|3VULN|2ASPD|1ZMB|1DUR	145VULN|2LHND|36ASPD|7RMIN|8DUR|9RCR|aZMB
334	33263 12265	   	188.55	DCR|3VULN|2ASPD|1ZMB|1DUR	145VULN|2MLV|3LWND|68ASPD|7DUR|9RCR|aZMB
335	31363 12265	   	188.45	DCR|3VULN|2ASPD|1ZMB|1DUR	145VULN|2LHND|3ERES|68ASPD|7DUR|9RCR|aZMB
336	62154 23112	   	188.31	DCR|3VULN|1ASPD|1CDMG|1DUR	1RCVC|2ASPD|3CDMG|4BELT|59aVULN|6DUR|7RCR|8AIRARM
337	36212 25133	   	188.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8DUST|9LEGI|aZMB
338	36212 55122	   	188.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	12VULN|3LIT|4ASPD|5CDMG|6ZMB|7RCR|8DUST|9MBVNT|aDMG
339	36212 55132	   	188.31	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	12VULN|3LIT|4ASPD|5CDMG|6ZMB|7RCR|8DUST|9LEGI|aDMG
340	36255 13312	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	12VULN|36LIT|4AART|5CDMG|7ZMB|8LHND|9RCR|aASPD
341	62613 35321	   	188.13	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2ASPD|35VULN|4RCR|6AART|7CDMG|8DUR|9RPLT|aDMG
342	23465 13321	   	187.99	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1ERES|2AAC|3AART|4CDMG|5DUR|6BELT|79VULN|8RCR|aASPD
343	23465 13322	   	187.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1ERES|2AAC|3AART|4CDMG|5DUR|6BELT|79VULN|8RCR|aDMG
344	31133 21367	   	187.99	DCR|3VULN|1ASPD|1DMG|1ZMB	145VULN|2LHND|3ASPD|6ZMB|7MBVNT|8RCR|9DMSP|aDMG
345	32133 21347	   	187.99	DCR|3VULN|1ASPD|1DMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9BEXP|aDMG
346	32133 21381	   	187.99	DCR|3VULN|1ASPD|1DMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9RPLT|aDMG
347	32133 21383	   	187.99	DCR|3VULN|1ASPD|1NUKE|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9RPLT|aNUKE
348	32133 21367	   	187.89	DCR|3VULN|1ASPD|1DMG|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8RCR|9DUST|aDMG
349	32125 24431	   	187.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4AART|57CGEN|6CDMG|8RCR|9DMG|aDUR
350	32224 24431	   	187.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|37CGEN|4AART|5ASPD|6CDMG|8RCR|9DMG|aDUR
351	31123 11436	   	187.88	DCR|1AART|1VULN|1DMG|1ASPD|1CDMG|1DUR	1VULN|2LHND|3ASPD|4AART|5AELBLL|6AME|7CDMG|8RCR|9DMG|aDUR
352	31123 21431	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LHND|3ASPD|4AART|5AELBLL|6RMIN|7CDMG|8RCR|9DMG|aDUR
353	31123 41436	   	187.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2LHND|3ASPD|4AART|5AELBLL|6MLV|7CDMG|8RCR|9DMG|aDUR
354	32125 41431	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4AART|5CGEN|6DMSP|7CDMG|8RCR|9DMG|aDUR
355	32125 51431	   	187.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|26FEWX|3ASPD|4AART|5CGEN|7CDMG|8RCR|9DMG|aDUR
356	32224 41431	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|3CGEN|4AART|5ASPD|6DMSP|7CDMG|8RCR|9DMG|aDUR
357	32224 51431	   	187.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|26FEWX|3CGEN|4AART|5ASPD|7CDMG|8RCR|9DMG|aDUR
358	31555 12211	   	187.82	DCR|3VULN|2AART|1ZMB	179VULN|2LHND|34AART|56LIT|8RCR|aZMB
359	33626 42211	   	187.82	DCR|3VULN|2AART|1ZMB	179VULN|2MLV|3AME|4LIT|56AART|8RCR|aZMB
360	36126 15211	   	187.82	DCR|3VULN|2AART|1ZMB	129VULN|3LHND|46LIT|57AART|8RCR|aZMB
361	36253 15211	   	187.82	DCR|3VULN|2AART|1ZMB	129VULN|36LIT|47AART|5LHND|8RCR|aZMB
362	36254 13211	   	187.82	DCR|3VULN|2AART|1ZMB	129VULN|3LIT|45AART|6AELBLL|7LHND|8RCR|aZMB
363	35161 31124	   	187.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19VULN|2DUST|3ASPD|46CDMG|5DMG|7DUR|8MULFIG|aRCR
364	32126 41431	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4AART|5ERES|6DMSP|7CDMG|8RCR|9DMG|aDUR
365	32126 51431	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|26FEWX|3ASPD|4AART|5ERES|7CDMG|8RCR|9DMG|aDUR
366	32324 41431	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|3ERES|4AART|5ASPD|6DMSP|7CDMG|8RCR|9DMG|aDUR
367	32324 51431	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|26FEWX|3ERES|4AART|5ASPD|7CDMG|8RCR|9DMG|aDUR
368	33526 42211	   	187.72	DCR|3VULN|2AART|1ZMB	179VULN|2MLV|3TLV|4LIT|56AART|8RCR|aZMB
369	32133 21884	   	187.70	DCR|3VULN|1AART|1ASPD|1ZMB	145VULN|2FEWX|3ASPD|6ZMB|7MBVNT|8AART|9MLV|aRCR
370	36126 31221	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3aLHND|4LIT|5AART|6RCR|7ASPD|8DMG|9AME
371	36126 31223	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9AME|aLWND
372	36126 31224	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9AME|aRMIN
373	36126 31226	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|4aLIT|5AART|6RCR|7ASPD|8DMG|9AME
374	36126 31231	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|39LHND|4LIT|5AART|6RCR|7ASPD|8DMG|aSPLJET
375	36126 31232	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|39LHND|4LIT|5AART|6RCR|7ASPD|8DMG|aDMSP
376	36126 31234	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|39aLHND|4LIT|5AART|6RCR|7ASPD|8DMG
377	36126 31241	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|49LIT|5AART|6RCR|7ASPD|8DMG|aSPLJET
378	36126 31242	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|49LIT|5AART|6RCR|7ASPD|8DMG|aDMSP
379	36126 31251	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9LWND|aFEWX
380	36126 31253	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9LWND|aMLV
381	36253 31221	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|5aLHND|6RCR|7ASPD|8DMG|9AME
382	36253 31223	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9AME|aLWND
383	36253 31224	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9AME|aRMIN
384	36253 31226	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3aLIT|4AART|5LHND|6RCR|7ASPD|8DMG|9AME
385	36253 31231	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|59LHND|6RCR|7ASPD|8DMG|aSPLJET
386	36253 31232	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|59LHND|6RCR|7ASPD|8DMG|aDMSP
387	36253 31234	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|59aLHND|6RCR|7ASPD|8DMG
388	36253 31241	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|39LIT|4AART|5LHND|6RCR|7ASPD|8DMG|aSPLJET
389	36253 31242	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|39LIT|4AART|5LHND|6RCR|7ASPD|8DMG|aDMSP
390	36253 31251	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9LWND|aFEWX
391	36253 31253	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9LWND|aMLV
392	33626 32613	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	19VULN|2MLV|3AME|4LIT|5AART|6RCR|7LWND|8DMG|aASPD
393	32126 26431	   	187.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4AART|57ERES|6CDMG|8RCR|9DMG|aDUR
394	32324 26431	   	187.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2FEWX|37ERES|4AART|5ASPD|6CDMG|8RCR|9DMG|aDUR
395	36126 31222	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9AME|aDUST
396	36126 31233	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	12VULN|39LHND|4LIT|5AART|6RCR|7ASPD|8DMG|aMSE
397	36126 31236	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|39LHND|4LIT|5AART|6RCR|7ASPD|8DMG|aMBVNT
398	36126 31243	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	12VULN|3LHND|49LIT|5AART|6RCR|7ASPD|8DMG|aMSE
399	36126 31261	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9LEGI|aFEWX
400	36126 31263	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9LEGI|aMLV
401	36253 31222	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9AME|aDUST
402	36253 31233	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	12VULN|3LIT|4AART|59LHND|6RCR|7ASPD|8DMG|aMSE
403	36253 31236	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|59LHND|6RCR|7ASPD|8DMG|aMBVNT
404	36253 31243	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	12VULN|39LIT|4AART|5LHND|6RCR|7ASPD|8DMG|aMSE
405	36253 31261	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9LEGI|aFEWX
406	36253 31263	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9LEGI|aMLV
407	52413 36213	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	1MULFIG|27CDMG|3MULARM|4LIT|58VULN|6RCR|9ASPD|aDMG
408	36126 12211	   	187.59	DCR|4VULN|1AART|1ZMB	1279VULN|3LHND|46LIT|5AART|8RCR|aZMB
409	36253 12211	   	187.59	DCR|4VULN|1AART|1ZMB	1279VULN|36LIT|4AART|5LHND|8RCR|aZMB
410	31133 12361	   	187.58	DCR|3VULN|1MDPS|2ASPD|1DUR	145VULN|2LHND|36ASPD|7RMIN|8DUR|9RCR|aMDPS
411	31263 12261	   	187.58	DCR|3VULN|1MDPS|2ASPD|1DUR	145VULN|2LHND|3CGEN|68ASPD|7DUR|9RCR|aMDPS
412	33263 12261	   	187.58	DCR|3VULN|1MDPS|2ASPD|1DUR	145VULN|2MLV|3LWND|68ASPD|7DUR|9RCR|aMDPS
413	36333 14261	   	187.58	DCR|3VULN|1MDPS|2ASPD|1DUR	125VULN|3CGEN|4DUR|68ASPD|7LHND|9RCR|aMDPS
414	36333 15261	   	187.58	DCR|3VULN|1MDPS|2ASPD|1DUR	125VULN|3CGEN|4DUR|68ASPD|7LWND|9RCR|aMDPS
415	32113 41366	 * 	187.57	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1VULN|2FEWX|3ASPD|4DUST|5RCVC|6DUR|78DMG|9AART|aRCR
416	36421 16131	   	187.56	DCR|4VULN|1AART|1DUR	1269VULN|3DUR|4LIT|5AME|7RCR|8BEXP|aAART
417	36126 31211	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9SELL|aERES
418	36126 31212	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9SELL|aFEWX
419	36126 31213	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9SELL|aDUR
420	36126 31214	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9SELL|aDUST
421	36126 31216	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL|1MSE	12VULN|3LHND|4LIT|5AART|6RCR|7ASPD|8DMG|9SELL|aMSE
422	36253 31211	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9SELL|aERES
423	36253 31212	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9SELL|aFEWX
424	36253 31213	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1DUR|1SELL	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9SELL|aDUR
425	36253 31214	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9SELL|aDUST
426	36253 31216	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1SELL|1MSE	12VULN|3LIT|4AART|5LHND|6RCR|7ASPD|8DMG|9SELL|aMSE
427	31133 14661	   	187.48	DCR|3VULN|1MDPS|2ASPD|1DUR	145VULN|2LHND|36ASPD|7ERES|8DUR|9RCR|aMDPS
428	31363 12261	   	187.48	DCR|3VULN|1MDPS|2ASPD|1DUR	145VULN|2LHND|3ERES|68ASPD|7DUR|9RCR|aMDPS
429	31633 12461	   	187.48	DCR|3VULN|1MDPS|2ASPD|1AAC|1DUR	145VULN|2LHND|3AAC|68ASPD|7DUR|9RCR|aMDPS
430	36153 12261	   	187.48	DCR|3VULN|1MDPS|2ASPD|1DUR	125VULN|3LHND|4ERES|68ASPD|7DUR|9RCR|aMDPS
431	36343 12261	   	187.48	DCR|3VULN|1MDPS|2ASPD|1DUR	125VULN|3CGEN|4DUST|68ASPD|7DUR|9RCR|aMDPS
432	31252 42152	 * 	187.45	DCR|3ASPD|2VULN|1CDMG	19VULN|2LHND|39CGEN|4BELT|5CDMG|6RCR|7FEWX|89aASPD|9BPWR
433	33252 43152	   	187.45	DCR|3ASPD|2VULN|1CDMG	19VULN|2MLV|39LWND|4BELT|5CDMG|6RCR|7FEWX|89aASPD|9BPWR
434	36612 21513	 * 	187.40	ACR|3VULN|2DMG|1ASPD|1CDMG|1AAC	12aVULN|3AAC|4RCR|5RPLT|6aDMG|7CDMG|8ASPD|9aLIT|aBPWR
435	31133 21332	   	187.39	DCR|3VULN|1ASPD|1CDMG|2ZMB	145VULN|2LHND|3ASPD|6aZMB|7MBVNT|8RCR|9CDMG
436	32133 21332	   	187.39	DCR|3VULN|1ASPD|1CDMG|2ZMB	145VULN|2FEWX|3ASPD|6aZMB|7MBVNT|8RCR|9CDMG
437	36212 25151	 * 	187.34	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8DUST|9MDPS|aDUR
438	36212 25152	   	187.34	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8DUST|9MDPS|aLWND
439	36212 25153	   	187.34	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8DUST|9MDPS|aCGEN
440	31352 42152	   	187.25	DCR|3ASPD|2VULN|1CDMG	19VULN|2LHND|39ERES|4BELT|5CDMG|6RCR|7FEWX|89aASPD|9BPWR
441	32342 51532	   	187.16	DCR|2VULN|2DMG|1ASPD|2DUR	18VULN|26FEWX|38ERES|4LHND|56DUR|68BPWR|78DMG|9ASPD|aRCR
442	31124 31151	   	187.12	DCR|2VULN|1MDPS|2ASPD|1AART	19VULN|2LHND|35ASPD|4AART|6CANARM|7RMIN|8RCR|aMDPS
443	56232 31141	   	187.06	DCR|2VULN|2DMG|1ASPD|2DUR	1MULFIG|26VULN|3LWND|47DUR|56DMG|6BPWR|8CANSTR|9ASPD|aRCR
444	56332 31141	   	187.06	DCR|2VULN|2DMG|1ASPD|2DUR	1MULFIG|26VULN|3FEWX|47DUR|56DMG|6BPWR|8CANSTR|9ASPD|aRCR
445	31124 33151	   	187.02	DCR|2VULN|1MDPS|2ASPD|1AART	19VULN|2LHND|35ASPD|4AART|6CANARM|7TLV|8RCR|aMDPS
446	32125 23321	   	187.00	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1VULN|2FEWX|3ASPD|4AART|5CGEN|69CDMG|7BELT|8RCR|aDMG
447	32224 23321	   	187.00	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1VULN|2FEWX|3CGEN|4AART|5ASPD|69CDMG|7BELT|8RCR|aDMG
448	62522 31613	 * 	186.90	DCR|3ASPD|1VULN|1DMG|1NUKE|1CDMG	1RCVC|256ASPD|3DMG|4NUKE|7CDMG|8RCR|9TLV|aVULN
449	32126 23321	   	186.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1VULN|2FEWX|3ASPD|4AART|5ERES|69CDMG|7BELT|8RCR|aDMG
450	32324 23321	   	186.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1VULN|2FEWX|3ERES|4AART|5ASPD|69CDMG|7BELT|8RCR|aDMG
451	31426 31252	   	186.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2LHND|3RCVC|4LIT|5AART|6RCR|7ASPD|8DMG|9LWND|aCDMG
452	56232 33521	 * 	186.83	DCR|3VULN|2DMG|1MDPS|2DUR	1MULFIG|268VULN|3LWND|4aDUR|56DMG|6BPWR|7MDPS|9RCR
453	35162 25121	   	186.81	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1VULN|2DUST|3ASPD|4CDMG|5DUR|6DMG|7RCR|8FEWX|9RCVC|aNUKE
454	35161 25321	   	186.81	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1VULN|2DUST|3ASPD|4CDMG|5DMG|6FEWX|7RCR|8DUR|9RCVC|aNUKE
455	31426 31262	   	186.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2LHND|3RCVC|4LIT|5AART|6RCR|7ASPD|8DMG|9LEGI|aCDMG
456	35426 31232	   	186.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2DUST|3RCVC|4LIT|5AART|6RCR|7ASPD|8DMG|9LHND|aCDMG
457	36212 22216	   	186.70	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	12VULN|3LIT|4ASPD|5CDMG|6DMG|7CGEN|8BEXP|9SPLARM|aRCR
458	31124 11452	   	186.65	DCR|3ASPD|1VULN|1AART|1CDMG	1VULN|2LHND|35aASPD|4AART|6AME|7CDMG|8RCR|9RMIN
459	32124 11453	   	186.65	DCR|3ASPD|1VULN|1AART|1CDMG	1VULN|2FEWX|35aASPD|4AART|6AME|7CDMG|8RCR|9RMIN
460	36126 12215	   	186.62	DCR|4VULN|1MDPS|1AART	1279VULN|3LHND|46LIT|5AART|8RCR|aMDPS
461	36253 12215	   	186.62	DCR|4VULN|1MDPS|1AART	1279VULN|36LIT|4AART|5LHND|8RCR|aMDPS
462	36212 21216	   	186.60	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	12VULN|3LIT|4ASPD|5CDMG|6DMG|7ERES|8BEXP|9SPLARM|aRCR
463	62633 21313	   	186.51	DCR|3VULN|2ASPD|1ZMB	1RCVC|2aASPD|35aVULN|4FEWX|6ZMB|7MBVNT|8RCR|9aLIT|aBPWR
464	32136 53411	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	14VULN|2FEWX|3ASPD|5BELT|6CDMG|7RCR|8DUR|9LIT|aDMG
465	36212 25312	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|38LIT|4ASPD|5CDMG|6DMG|7RCR|9DUR|aFEWX
466	36212 25313	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|38aLIT|4ASPD|5CDMG|6DMG|7RCR|9DUR
467	36212 25314	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|38LIT|4ASPD|5CDMG|6DMG|7RCR|9DUR|aRMIN
468	36212 25316	   	186.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|38LIT|4ASPD|5CDMG|6DMG|7RCR|9DUR|aLHND
469	62643 21313	   	186.41	DCR|3VULN|2ASPD|1ZMB	1RCVC|2aASPD|35aVULN|4DUST|6ZMB|7MBVNT|8RCR|9aLIT|aBPWR
470	62643 13132	 * 	186.40	DCR|3VULN|1SPLARM|2ASPD	1RCVC|26ASPD|358VULN|4DUST|7SPLARM|9ERES|aRCR
471	36212 25116	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8DUST|9VENFST|aDUR
472	36212 25315	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|38LIT|4ASPD|5CDMG|6DMG|7RCR|9DUR|aERES
473	36212 25421	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	12VULN|3LIT|4ASPD|5CDMG|6DMG|7RCR|8MBVNT|9RPLT|aDUR
474	54624 22312	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1MULFIG|2MBVNT|35VULN|45ASPD|5BPWR|6SNIFST|7ERES|8DMG|9CDMG|aRCR
475	35162 25222	   	186.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1aVULN|2DUST|3ASPD|4CDMG|5DUR|6DMG|7RCR|8BASFIG|9RMIN
476	32121 23132	   	186.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	16VULN|2FEWX|3ASPD|4AART|5LIT|7ZMB|8RMIN|9CDMG|aRCR
477	32221 23522	   	186.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	16VULN|2FEWX|3CGEN|4AART|5LIT|7ZMB|8CDMG|9ASPD|aRCR
478	36252 23522	   	186.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	12VULN|3LIT|4AART|5CGEN|6FEWX|7ZMB|8CDMG|9ASPD|aRCR
479	31143 35213	   	186.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	15VULN|24LHND|3ASPD|6AART|7CDMG|8LIT|9RCR|aDUR
480	32161 55331	   	186.16	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1VULN|2FEWX|3ASPD|4CDMG|5DMG|69LHND|7RCR|8DUR|aNUKE
481	32321 23522	   	186.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	16VULN|2FEWX|3ERES|4AART|5LIT|7ZMB|8CDMG|9ASPD|aRCR
482	36251 23522	   	186.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	12VULN|3LIT|4AART|5ERES|6FEWX|7ZMB|8CDMG|9ASPD|aRCR
483	35123 35213	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	15VULN|2DUST|3ASPD|4AELBLL|6AART|7CDMG|8LIT|9RCR|aDUR
484	35153 35213	   	186.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	15VULN|2DUST|3ASPD|4DMSP|6AART|7CDMG|8LIT|9RCR|aDUR
