0	Index      	 *	Score 	Summary	Detail	
1	23261 36822	 * 	209.88	DCR|2VULN|2AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3DMG|4MBVNT|56AART|7RCR|8aVULN|9ASPD
312	61632 33224	   	181.86	DCR|2VULN|2ASPD|1AART	1BEXP|2aMLV|3ERES|4DUST|5aVULN|6RCR|7SNIFST|8aASPD|9AART|aBPWR
313	51112 53313	   	181.85	DCR|3VULN|1NUKE|1CDMG|1DUR	1CDMG|256VULN|34LWND|7RCVC|8DUR|9RCR|aNUKE
314	52142 53313	   	181.85	DCR|3VULN|1NUKE|1CDMG|1DUR	1CDMG|23LWND|456VULN|7RCVC|8DUR|9RCR|aNUKE
315	63223 21625	   	181.85	DCR|2AART|1VULN|1ASPD|1DMG	1BEXP|2DMSP|3LIT|4VULN|5RCVC|6ASPD|79AART|8RCR|aDMG
316	34234 42313	   	181.82	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49DUST|5LWND|69VULN|7CGEN|8DUR|9BPWR|aRCR
317	34234 43313	   	181.82	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49DUST|5LWND|69VULN|7MLV|8DUR|9BPWR|aRCR
318	34236 11513	   	181.82	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49DUST|5AME|69VULN|7LHND|8DUR|9BPWR|aRCR
319	34236 13313	   	181.82	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49DUST|5AME|69VULN|7BEXP|8DUR|9BPWR|aRCR
320	34236 14113	   	181.82	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49DUST|5AME|69VULN|7DUR|8LHND|9BPWR|aRCR
321	43133 13232	   	181.79	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1LHND|2AART|3CDMG|4RPLT|5MDPS|69VULN|7RCR|8FEWX|aASPD
322	43133 13412	   	181.79	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1LHND|2AART|3CDMG|4RPLT|5MDPS|68VULN|7RCR|9FEWX|aASPD
323	43133 13462	   	181.79	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1LHND|2AART|3CDMG|4RPLT|5MDPS|68VULN|7RCR|9BEXP|aASPD
324	23232 34333	   	181.76	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3DMG|4DUST|579VULN|6MDPS|8ASPD|aRCR
325	36432 33224	   	181.76	DCR|2VULN|2ASPD|1AART	1FEWX|2aERES|3MLV|4DUST|5aVULN|6RCR|7SNIFST|8aASPD|9AART|aBPWR
326	34231 16222	   	181.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	18FEWX|29ASPD|3DMG|4DUST|5AART|6DUR|7VULN|aRCR
327	34235 11513	   	181.72	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49DUST|5ERES|69VULN|7LHND|8DUR|9BPWR|aRCR
328	34235 13313	   	181.72	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49DUST|5ERES|69VULN|7BEXP|8DUR|9BPWR|aRCR
329	34235 14113	   	181.72	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|39DMG|49DUST|5ERES|69VULN|7DUR|8LHND|9BPWR|aRCR
330	34242 31343	   	181.72	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1FEWX|2ASPD|39DMG|4DUR|58VULN|6MDPS|7RMIN|aRCR
331	13561 23262	   	181.70	DCR|1SPLARM|2AART|1VULN|1DMG|2DUR	1RMIN|25DUR|3SPLARM|4aAART|6DMG|7RCVC|8RCR|9VULN
332	43133 13332	   	181.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1LHND|2AART|3CDMG|4RPLT|5MDPS|69VULN|7RCR|8DUST|aASPD
333	13236 52513	 * 	181.69	DCR|2DMG|1AART|1NUKE|1CDMG|1DUR	1RMIN|2DUR|36DMG|4CDMG|5CGEN|7AART|8RCR|9AME|aNUKE
334	34231 16122	   	181.65	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1FEWX|29ASPD|3DMG|48DUST|5AART|6DUR|7VULN|aRCR
335	64231 16122	   	181.65	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1BEXP|29ASPD|3DMG|48DUST|5AART|6DUR|7VULN|aRCR
336	22242 34343	   	181.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1AAC|1DUR	1AAC|2BEXP|39DMG|4DUR|57VULN|6MDPS|8ASPD|aRCR
337	13236 52521	   	181.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1RMIN|2DUR|36DMG|4CDMG|5CGEN|7AART|8RCR|9ASPD|aLEGI
338	13236 52523	   	181.59	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR|1MSE	1RMIN|2DUR|36DMG|4CDMG|5CGEN|7AART|8RCR|9ASPD|aMSE
339	23221 66531	   	181.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1DUR	1AAC|2DUR|3aDMG|4RMIN|5CGEN|6ASPD|7VULN|8RCR|9CDMG
340	23232 34343	   	181.52	DCR|2VULN|2DMG|1MDPS|1ASPD|1AAC|1DUR	1AAC|2DUR|39DMG|4DUST|57VULN|6MDPS|8ASPD|aRCR
341	34232 35242	   	181.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1FEWX|2ASPD|3DMG|4DUST|58VULN|6MDPS|7AART|9RCR|aLWND
342	34232 35243	   	181.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1FEWX|2ASPD|3DMG|4DUST|58VULN|6MDPS|7AART|9RCR|aLIT
343	43221 63141	   	181.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1LHND|2AART|3MDPS|4AME|5aVULN|6ASPD|7DMG|8ERES|9RCR
344	43133 13512	   	181.47	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG	1LHND|2AART|3CDMG|4RPLT|5MDPS|6VULN|7RCR|8DMG|9CGEN|aASPD
345	43133 13563	   	181.47	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1LHND|2AART|3CDMG|4RPLT|5MDPS|6VULN|7RCR|8DMG|9ASPD|aDMSP
346	51162 11231	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8FEWX|9ASPD|aCGEN
347	51162 11234	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8aFEWX|9ASPD
348	51162 11633	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|38LWND|4AART|5AAC|6DMG|7RCR|9ASPD|aLHND
349	34315 12221	   	181.45	DCR|2VULN|2ASPD|1DMG	1FEWX|29ASPD|3RCVC|4RPLT|57VULN|6RCR|8LHND|aDMG
350	64315 12221	   	181.45	DCR|2VULN|2ASPD|1DMG	1BEXP|29ASPD|3RCVC|4RPLT|57VULN|6RCR|8LHND|aDMG
351	13261 84326	 * 	181.45	DCR|2DMG|1AART|2CDMG|3DUR	1RMIN|28aDUR|3aDMG|4MBVNT|5AART|6RPLT|7RCR|9aCDMG|aBPWR
352	33225 14235	   	181.44	DCR|3DMG|2VULN|1ZMB	1FEWX|2DMSP|3CGEN|456DMG|7aVULN|8ZMB|9RCR
353	51162 31433	   	181.42	DCR|2VULN|1MDPS|1AART|1CDMG|1AAC|1ZMB	1CDMG|29VULN|3LWND|4AART|5AAC|6ZMB|7RCR|8MULFIG|aMDPS
354	43231 13241	   	181.40	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1LHND|2AART|3MDPS|4aVULN|5ERES|6TLV|7DMG|8ASPD|9RCR
355	43133 13561	   	181.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1LHND|2AART|3CDMG|4RPLT|5MDPS|6VULN|7RCR|8DMG|9ASPD|aERES
356	51162 11233	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8FEWX|9ASPD|aDUST
357	51162 11331	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8LEGI|9ASPD|aCGEN
358	51162 11334	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8LEGI|9ASPD|aFEWX
359	51162 11335	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8LEGI|9ASPD|aRPLT
360	51162 11532	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8ASPD|9TLV|aFEWX
361	51162 11631	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|38LWND|4AART|5AAC|6DMG|7RCR|9ASPD|aMBVNT
362	51162 11632	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|38LWND|4AART|5AAC|6DMG|7RCR|9ASPD|aAIRARM
363	51562 11231	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LEGI|4AART|5AAC|6DMG|7RCR|8FEWX|9ASPD|aCGEN
364	51562 11331	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LEGI|4AART|5AAC|6DMG|7RCR|8LHND|9ASPD|aCGEN
365	34315 12521	   	181.35	DCR|2VULN|2ASPD|1DMG	1FEWX|29ASPD|3RCVC|4RPLT|57VULN|6RCR|8DUST|aDMG
366	23261 84326	   	181.35	DCR|2DMG|1AART|2CDMG|3DUR|1AAC	1AAC|28aDUR|3aDMG|4MBVNT|5AART|6RPLT|7RCR|9aCDMG|aBPWR
367	51162 11333	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8LEGI|9ASPD|aDUST
368	51162 11336	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1SELL	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8LEGI|9ASPD|aSELL
369	51162 11511	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1SELL	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8ASPD|9SELL|aLHND
370	51162 11513	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1SELL	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8ASPD|9SELL|aBELT
371	51162 11521	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1MSE	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8ASPD|9MSE|aCGEN
372	51162 11522	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1MSE	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8ASPD|9MSE|aZMB
373	51162 11523	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1MSE	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8ASPD|9MSE|aDUST
374	51162 11531	   	181.27	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8ASPD|9TLV|aERES
375	51162 11533	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LWND|4AART|5AAC|6DMG|7RCR|8ASPD|9TLV|aDUST
376	51562 11233	   	181.27	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LEGI|4AART|5AAC|6DMG|7RCR|8FEWX|9ASPD|aDUST
377	51562 11333	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2VULN|3LEGI|4AART|5AAC|6DMG|7RCR|8LHND|9ASPD|aDUST
378	16212 63313	   	181.10	DCR|2DMG|2ASPD|1VULN|2DUR	1RMIN|2FEWX|39DMG|4LWND|5VULN|69ASPD|7BEXP|89DUR|9BPWR|aRCR
379	31242 63113	   	181.10	DCR|2DMG|2ASPD|1VULN|2DUR	1FEWX|2MLV|39DMG|49DUR|5VULN|69ASPD|7BEXP|8LHND|9BPWR|aRCR
380	31542 63113	   	181.10	DCR|2DMG|2ASPD|1VULN|2DUR	1FEWX|2MLV|39ASPD|49DUR|5VULN|69DMG|7BEXP|8LHND|9BPWR|aRCR
381	36223 32614	   	181.03	DCR|2VULN|2DMG|1AART	1FEWX|2ERES|35DMG|4RMIN|69VULN|7MBVNT|8RCR|aAART
382	51132 35313	 * 	181.01	DCR|2VULN|1MDPS|2ASPD|3CDMG	159CDMG|29VULN|3LWND|45AME|59BPWR|6MDPS|79ASPD|8RPLT|aRCR
383	51312 35313	   	181.01	DCR|2VULN|1MDPS|2ASPD|3CDMG	159CDMG|29VULN|3CGEN|45FEWX|59BPWR|6MDPS|79ASPD|8RPLT|aRCR
384	26212 63313	   	181.00	DCR|2DMG|2ASPD|1VULN|2DUR|1AAC	1AAC|2FEWX|39DMG|4LWND|5VULN|69ASPD|7BEXP|89DUR|9BPWR|aRCR
385	36242 63113	   	181.00	DCR|2DMG|2ASPD|1VULN|2DUR	1FEWX|2ERES|39DMG|49DUR|5VULN|69ASPD|7BEXP|8LHND|9BPWR|aRCR
386	34315 15312	   	180.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3RCVC|4RPLT|5VULN|6RCR|7DMG|8ZMB|9LWND|aAART
387	12321 44513	   	180.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1RMIN|25BEXP|3RCVC|4DMG|6RCR|7VULN|8AART|9ZMB|aASPD
388	51225 15313	   	180.91	DCR|2VULN|1MDPS|2ASPD|3CDMG	159CDMG|29VULN|3MDPS|4LWND|6AME|79ASPD|8RPLT|9BPWR|aRCR
389	26232 61313	   	180.90	DCR|2DMG|2ASPD|1VULN|1AAC|2DUR	1AAC|2FEWX|39DMG|4DUST|5VULN|69ASPD|7LHND|89DUR|9BPWR|aRCR
390	31325 42351	 * 	180.87	DCR|3DMG|1NUKE|1CDMG|1DUR	1FEWX|2MLV|3RCVC|458DMG|6RCR|7DUR|9CDMG|aNUKE
391	53122 24511	   	180.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1SPLREG|1SELL	1CDMG|2SELL|3DMSP|4aVULN|5SPLREG|6ASPD|7BEXP|8DMG|9RCR
392	53122 25111	   	180.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1SPLREG|1SELL	1CDMG|2SELL|3DMSP|4aVULN|5SPLREG|6ASPD|7DMG|8FEWX|9RCR
393	22321 44513	   	180.86	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	1AAC|25BEXP|3RCVC|4DMG|6RCR|7VULN|8AART|9ZMB|aASPD
394	34315 13422	   	180.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|3RCVC|4RPLT|5VULN|6RCR|7MBVNT|8DMG|9ZMB|aAART
395	43116 12521	 * 	180.81	DCR|2DMG|1AART|2CDMG|1ASPD	1LHND|2AART|36CDMG|4aDMSP|56DMG|6BPWR|7DUST|8RCR|9ASPD
396	43116 12522	   	180.81	DCR|2DMG|1AART|2CDMG|1ASPD	1LHND|2AART|36CDMG|4DMSP|56DMG|6BPWR|7DUST|8RCR|9ASPD|aSPLJET
397	53122 23511	   	180.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1SPLREG|1SELL	1CDMG|2SELL|3DMSP|4aVULN|5SPLREG|6ASPD|7DUST|8DMG|9RCR
398	53122 33211	   	180.77	DCR|2VULN|1ASPD|1DMG|1CDMG|1SPLREG|1SELL	1CDMG|2SELL|3DMSP|4aVULN|5SPLREG|6AIRARM|7DMG|8ASPD|9RCR
399	43116 12513	 * 	180.71	DCR|2DMG|1AART|2CDMG|1NUKE	1LHND|2AART|36CDMG|4DMSP|56DMG|6BPWR|7DUST|8RCR|9TLV|aNUKE
400	43116 12523	   	180.71	DCR|2DMG|2CDMG|1AART|1ASPD|1SELL	1LHND|2AART|36CDMG|4DMSP|56DMG|6BPWR|7DUST|8RCR|9ASPD|aSELL
401	12231 42542	   	180.67	DCR|2ASPD|1AART|1DMG|1CDMG|1ZMB	1RMIN|2BEXP|3DMG|4CDMG|56ASPD|7AART|8RCR|9ZMB|aRCVC
402	13231 52524	   	180.66	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|59ASPD|6aRCVC|7AART|8RCR
403	53122 26243	   	180.64	DCR|3VULN|1ASPD|1CDMG|1SPLREG|1SELL	1CDMG|2SELL|3DMSP|47aVULN|5SPLREG|6ASPD|8RCR|9CGEN
404	13253 12331	   	180.63	DCR|3DMG|1ASPD|2DUR|2ZMB	1RMIN|27DUR|378DMG|4RPLT|57ZMB|6RCR|7BPWR|9ASPD|aRCVC
405	53423 12612	   	180.52	DCR|3VULN|1MDPS|1AART|1CDMG|1SELL	1CDMG|2SELL|3RCVC|469VULN|5MDPS|7MBVNT|8RCR|aAART
406	13263 12223	   	180.52	DCR|3DMG|1VULN|1CDMG|2DUR	1RMIN|27DUR|367DMG|4MBVNT|5BELT|7BPWR|8VULN|9RCR|aCDMG
407	23263 12223	   	180.42	DCR|3DMG|1VULN|1CDMG|2DUR|1AAC	1AAC|27DUR|367DMG|4MBVNT|5BELT|7BPWR|8VULN|9RCR|aCDMG
408	51211 46321	 * 	180.38	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1CDMG|26VULN|3MDPS|4RMIN|5DMG|7DUR|8RPLT|9ASPD|aRCR
409	51253 53321	   	180.38	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1CDMG|26VULN|3MDPS|4DUR|5RMIN|7DMG|8RPLT|9ASPD|aRCR
410	51254 13321	   	180.38	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1CDMG|25VULN|3MDPS|4DUR|6AME|7DMG|8RPLT|9ASPD|aRCR
411	12231 62522	   	180.35	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2BEXP|3DMG|4CDMG|59ASPD|6RCVC|7AART|8RCR|aDUR
412	13231 52521	   	180.35	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|59ASPD|6RCVC|7AART|8RCR|aLIT
413	34242 33336	   	180.35	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	1FEWX|28ASPD|3DMG|4DUR|5aVULN|6MDPS|7DMSP|9RCR
414	34242 34333	   	180.35	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	1FEWX|28ASPD|3DMG|4DUR|57VULN|6MDPS|9RCR|aLIT
415	13253 12221	   	180.30	DCR|3DMG|1ASPD|2DUR|2ZMB	1RMIN|27DUR|37aDMG|4RPLT|57ZMB|6RCR|7BPWR|8LHND|9ASPD
416	13253 12333	   	180.30	DCR|3DMG|1ASPD|2DUR|2ZMB	1RMIN|27DUR|378DMG|4RPLT|57ZMB|6RCR|7BPWR|9ASPD|aBEXP
417	13231 52525	   	180.25	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|59ASPD|6RCVC|7AART|8RCR|aDUST
418	13231 52526	   	180.25	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1RMIN|2DUR|3DMG|4CDMG|59ASPD|6RCVC|7AART|8RCR|aERES
419	34636 22221	   	180.25	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1FEWX|29ASPD|3DUST|4CDMG|5DUR|6RCVC|7VULN|8RCR|aDMG
420	34242 34332	   	180.25	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR|1MSE	1FEWX|28ASPD|3DMG|4DUR|57VULN|6MDPS|9RCR|aMSE
421	12231 42541	   	180.24	DCR|2ASPD|1AART|1DMG|1CDMG|1ZMB	1RMIN|2BEXP|3DMG|4CDMG|56ASPD|7AART|8RCR|9ZMB|aLEGI
422	12231 42543	   	180.24	DCR|2ASPD|1AART|1DMG|1CDMG|1ZMB|1MSE	1RMIN|2BEXP|3DMG|4CDMG|56ASPD|7AART|8RCR|9ZMB|aMSE
423	13253 12332	   	180.20	DCR|3DMG|1ASPD|2DUR|2ZMB|1MSE	1RMIN|27DUR|378DMG|4RPLT|57ZMB|6RCR|7BPWR|9ASPD|aMSE
424	13253 12334	   	180.20	DCR|3DMG|1ASPD|2DUR|2ZMB	1RMIN|27DUR|378DMG|4RPLT|57ZMB|6RCR|7BPWR|9ASPD|aLEGI
425	13253 12521	   	180.20	DCR|3DMG|1ASPD|2DUR|2ZMB	1RMIN|27DUR|37aDMG|4RPLT|57ZMB|6RCR|7BPWR|8DUST|9ASPD
426	53515 12221	   	179.93	DCR|2VULN|1ASPD|1DMG|1CDMG|1SELL	1CDMG|2SELL|3BEXP|4RPLT|57VULN|6RCR|8LHND|9ASPD|aDMG
427	53515 12331	   	179.93	DCR|2VULN|1ASPD|1DMG|1CDMG|1SELL	1CDMG|2SELL|3BEXP|4RPLT|57VULN|6RCR|8DMG|9AME|aASPD
428	43111 21156	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	1LHND|2AART|3CDMG|4DMSP|56VULN|7MULARM|8RCR|9LWND|aASPD
