0	Index      	 *	Score 	Summary	Detail	
1	23235 52125	 * 	220.10	DCR|3VULN|2DMG|1MDPS|2ASPD|1DUR	16RCVC|239VULN|39BPWR|4DUR|59ASPD|79DMG|8MDPS|aRCR
305	22631 36222	   	192.36	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RCVC|2CDMG|3ASPD|4AME|56VULN|7AART|8RCR|9LHND|aDUR
306	22631 36231	   	192.36	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RCVC|2CDMG|3ASPD|4AME|56VULN|7AART|8RCR|9DUR|aLWND
307	22631 36262	   	192.36	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RCVC|2CDMG|3ASPD|4AME|56VULN|7AART|8RCR|9FEWX|aDUR
308	22661 25212	   	192.36	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RCVC|2CDMG|3ASPD|4LWND|5AART|6aVULN|7LIT|8RCR|9DUR
309	31326 13351	   	192.31	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2TSLFST|3DUST|4VULN|5CDMG|6ASPD|7DUR|8RCR|9AART|aMDPS
310	33452 41113	 * 	192.30	DCR|2VULN|2DMG|3DUR|1CDMG	17DMG|237DUR|4LEGI|57VULN|6MBVNT|7BPWR|8RCR|9CGEN|aCDMG
311	32243 16422	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1DMG|25ASPD|3MSLREG|4LWND|6CDMG|7RCR|89VULN|aLHND
312	32211 25543	   	192.26	DCR|2AART|2DMG|2ASPD	18DMG|26ASPD|3MSLREG|4RMIN|57AART|9RCR|aBELT
313	22631 36242	   	192.26	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RCVC|2CDMG|3ASPD|4AME|56VULN|7AART|8RCR|9DUST|aDUR
314	51235 53122	 * 	192.25	DCR|3VULN|2AART|1NUKE|1DUR	1NUKE|278VULN|38LWND|4aAART|5RCVC|6RCR|8BPWR|9DUR
315	32243 16326	   	192.19	DCR|2VULN|2ASPD|1DMG|1CDMG	1DMG|25ASPD|3MSLREG|4LWND|6CDMG|7RCR|8DUST|9aVULN
316	11151 42311	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2ERES|3CDMG|4DUR|5LHND|6RCR|7AART|89VULN|aASPD
317	41112 42311	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2ERES|3CDMG|4LHND|5FEWX|6RCR|7AART|89VULN|aASPD
318	41162 42311	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2ERES|3CDMG|4LWND|5FEWX|6RCR|7AART|89VULN|aASPD
319	42422 42311	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2BEXP|3LEGI|4CDMG|5CGEN|6RCR|7AART|89VULN|aASPD
320	61152 42311	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2ERES|3CDMG|4DUR|5FEWX|6RCR|7AART|89VULN|aASPD
321	36233 23145	   	192.05	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	13DMG|23ERES|3BPWR|4DUR|5ZMB|6FEWX|79VULN|8ASPD|aRCR
322	33243 11253	   	192.04	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2DUR|35LWND|4VULN|6CDMG|7RMIN|8RCR|9AART|aASPD
323	33252 11253	   	192.04	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2DUR|34LWND|5VULN|6CDMG|7RMIN|8RCR|9AART|aASPD
324	41115 42311	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2ERES|3CDMG|4LHND|5DUST|6RCR|7AART|89VULN|aASPD
325	23651 31631	   	191.95	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1RCVC|2VULN|3CDMG|4DUR|5LIT|6RCR|7AAC|8aAART|9DMG
326	36211 22141	 * 	191.95	DCR|3DMG|2VULN|1ASPD	137DMG|23ERES|3BPWR|4RCVC|59VULN|6AME|8ASPD|aRCR
327	23241 21213	   	191.89	DCR|4VULN|1AART|1DUR	1RCVC|2345VULN|3BPWR|6AART|7BELT|8DUR|9RCR|aRMIN
328	23242 11117	 * 	191.86	DCR|5VULN|1ASPD	1RCVC|23467VULN|3BPWR|5MBVNT|8RCR|9FEWX|aASPD
329	23242 11137	   	191.86	DCR|5VULN|1ASPD	1RCVC|23467VULN|3BPWR|5MBVNT|8RCR|9LWND|aASPD
330	32135 63222	   	191.84	DCR|2VULN|2DMG|1ASPD|1ZMB	15DMG|2ASPD|34BEXP|6RCR|7aVULN|8ZMB|9MLV
331	32425 43312	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DMG|2ASPD|3BELT|4BEXP|5AART|6CDMG|7RCR|8DUST|9VULN|aZMB
332	11151 42351	   	191.78	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1BEXP|2ERES|3CDMG|4DUR|5LHND|6RCR|7AART|8VULN|9DMG|aNUKE
333	41112 42351	   	191.78	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1DUR|2ERES|3CDMG|4LHND|5FEWX|6RCR|7AART|8VULN|9DMG|aNUKE
334	32135 63262	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	15DMG|2ASPD|34BEXP|6RCR|7aVULN|8ZMB|9TLV
335	33452 41131	 * 	191.70	DCR|3DMG|2VULN|3DUR	179DMG|237DUR|4LEGI|57VULN|6MBVNT|7BPWR|8RCR|aDMSP
336	33452 41134	   	191.70	DCR|3DMG|2VULN|3DUR	179DMG|237DUR|4LEGI|57VULN|6MBVNT|7BPWR|8RCR|aCGEN
337	33181 51482	   	191.69	DCR|3DMG|3ASPD|1DUR	179DMG|2DUR|3MBVNT|479LHND|579ASPD|6BELT|79BPWR|8RCR|aSPLREG
338	51625 23331	 * 	191.69	DCR|4VULN|1ASPD|1NUKE|1CDMG	1NUKE|234aVULN|3BPWR|5CGEN|6AME|7RCR|8ASPD|9CDMG
339	23241 61142	   	191.68	DCR|5VULN|1AART	1RCVC|23457VULN|3BPWR|6LWND|8CGEN|9AART|aRCR
340	23243 11142	   	191.68	DCR|5VULN|1AART	1RCVC|23467VULN|3BPWR|5LHND|8CGEN|9AART|aRCR
341	23246 11142	   	191.68	DCR|5VULN|1AART	1RCVC|23467VULN|3BPWR|5BEXP|8CGEN|9AART|aRCR
342	32513 42413	   	191.63	DCR|2VULN|1MDPS|2DMG|2ASPD	17DMG|27ASPD|3MDPS|4LWND|5AME|67BASARM|7BPWR|8RCR|9aVULN
343	33452 41132	   	191.60	DCR|3DMG|2VULN|3DUR|1SELL	179DMG|237DUR|4LEGI|57VULN|6MBVNT|7BPWR|8RCR|aSELL
344	33452 41133	   	191.60	DCR|3DMG|2VULN|3DUR	179DMG|237DUR|4LEGI|57VULN|6MBVNT|7BPWR|8RCR|aDUST
345	22631 16221	   	191.58	DCR|2VULN|1AART|2CDMG|1ASPD	1RCVC|26CDMG|3ASPD|4AME|56VULN|6BPWR|7AART|8RCR|9LHND|aLWND
346	22631 16261	   	191.58	DCR|2VULN|1AART|2CDMG|1ASPD	1RCVC|26CDMG|3ASPD|4AME|56VULN|6BPWR|7AART|8RCR|9FEWX|aLWND
347	23241 41342	   	191.58	DCR|5VULN|1AART	1RCVC|23457VULN|3BPWR|6LEGI|8CGEN|9AART|aRCR
348	51122 28732	 * 	191.50	DCR|4VULN|1ASPD|1DMG|1NUKE	1NUKE|2457VULN|3MBVNT|47BPWR|67CGEN|8DMG|9RCR|aASPD
349	51122 48732	   	191.50	DCR|4VULN|1ASPD|1DMG|1NUKE	1NUKE|2457VULN|3MBVNT|47BPWR|67MLV|8DMG|9RCR|aASPD
350	51332 12741	 * 	191.49	DCR|2VULN|2DMG|2ASPD|1NUKE|1SELL	1NUKE|2aVULN|3aDMG|4FEWX|5AME|6MBVNT|7SELL|8RCR|9aASPD|aBPWR
351	22631 16241	   	191.48	DCR|2VULN|1AART|2CDMG|1ASPD	1RCVC|26CDMG|3ASPD|4AME|56VULN|6BPWR|7AART|8RCR|9DUST|aLWND
352	22631 16251	   	191.48	DCR|2VULN|2CDMG|1AART|1ASPD	1RCVC|26CDMG|3ASPD|4AME|56VULN|6BPWR|7AART|8RCR|9ERES|aLHND
353	22631 16252	   	191.48	DCR|2VULN|1AART|2CDMG|1ASPD	1RCVC|26CDMG|3ASPD|4AME|56VULN|6BPWR|7AART|8RCR|9ERES|aAELBLL
354	23631 66232	   	191.44	DCR|2ASPD|1VULN|1AART|1CDMG|2DUR	1RCVC|2VULN|3CDMG|4AME|5AART|67ASPD|8RCR|9aDUR
355	34126 13333	   	191.42	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3LHND|4aVULN|5CDMG|6ASPD|7DUR|8RCR|9RPLT
356	34126 13361	   	191.42	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3LHND|49VULN|5CDMG|6ASPD|7DUR|8RCR|aAME
357	34126 13362	   	191.42	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3LHND|49VULN|5CDMG|6ASPD|7DUR|8RCR|aBEXP
358	34526 12333	   	191.42	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3DUR|4aVULN|5CDMG|6ASPD|7LWND|8RCR|9RPLT
359	33244 11235	   	191.41	DCR|2VULN|2DMG|1CDMG|2DUR	19DMG|25DUR|3LWND|4aVULN|6CDMG|7RMIN|8RCR
360	23241 51631	   	191.41	DCR|4VULN|1ASPD|1CDMG	17RCVC|2345VULN|3BPWR|6CDMG|8ERES|9ASPD|aRCR
361	51122 44732	   	191.40	DCR|4VULN|1ASPD|1DMG|1NUKE	1NUKE|2457VULN|3MBVNT|4BPWR|6MLV|8DMG|9RCR|aASPD
362	51152 44732	   	191.40	DCR|4VULN|1ASPD|1DMG|1NUKE	1NUKE|2457VULN|3MBVNT|6MLV|8DMG|9RCR|aASPD
363	22631 16211	   	191.38	DCR|2VULN|1AART|2CDMG|1ASPD|1MSE	1RCVC|26CDMG|3ASPD|4AME|56VULN|6BPWR|7AART|8RCR|9MSE|aLWND
364	22631 16212	   	191.38	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR|1MSE	1RCVC|26CDMG|3ASPD|4AME|56VULN|6BPWR|7AART|8RCR|9MSE|aDUR
365	22631 16213	   	191.38	DCR|2VULN|2ASPD|1AART|2CDMG|1MSE	1RCVC|26CDMG|3aASPD|4AME|56VULN|6BPWR|7AART|8RCR|9MSE
366	22631 16214	   	191.38	DCR|2VULN|1AART|2CDMG|1ASPD|1MSE	1RCVC|26CDMG|3ASPD|4AME|56VULN|6BPWR|7AART|8RCR|9MSE|aRMIN
367	33151 33614	   	191.34	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE|2DUR	1DMG|27DUR|3MBVNT|48VULN|5ASPD|6MDPS|9RCR|aNUKE
368	34126 13363	   	191.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3LHND|49VULN|5CDMG|6ASPD|7DUR|8RCR|aERES
369	34326 13333	   	191.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3DUST|4aVULN|5CDMG|6ASPD|7DUR|8RCR|9RPLT
370	34326 13361	   	191.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3DUST|49VULN|5CDMG|6ASPD|7DUR|8RCR|aAME
371	34326 13362	   	191.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3DUST|49VULN|5CDMG|6ASPD|7DUR|8RCR|aBEXP
372	33424 11235	   	191.31	DCR|2VULN|2DMG|1CDMG|2DUR	19DMG|23DUR|4aVULN|5DUST|6CDMG|7RMIN|8RCR
373	33452 11235	   	191.31	DCR|2VULN|2DMG|1CDMG|2DUR	19DMG|23DUR|4LEGI|5aVULN|6CDMG|7RMIN|8RCR
374	53144 41171	   	191.24	DCR|3VULN|2DMG|1ASPD|1NUKE|1AAC	1NUKE|27FEWX|3MBVNT|4AAC|579VULN|67DMG|7BPWR|8ASPD|aRCR
375	22613 25143	   	191.24	DCR|2VULN|2ASPD|3CDMG	1RCVC|248CDMG|38ASPD|5FEWX|6ERES|78VULN|8BPWR|9RCR|aRMIN
376	34326 13363	   	191.22	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2SPLREG|3DUST|49VULN|5CDMG|6ASPD|7DUR|8RCR|aERES
377	32135 63136	   	191.20	DCR|3DMG|2ASPD|1VULN	15aDMG|2aASPD|34BEXP|6RCR|7VULN|8aCGEN|9RPLT|aBPWR
378	33138 42842	   	191.16	DCR|2VULN|2AART|1DMG|2DUR	1DMG|25DUR|3MBVNT|4FEWX|67AART|8aVULN|9RCR
379	24122 52125	   	191.07	DCR|3VULN|2DMG|1MDPS|2ZMB	16RCVC|29ZMB|3LHND|459VULN|79DMG|8MDPS|9BPWR|aRCR
380	34326 11351	   	191.04	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2SPLREG|3DUST|4VULN|5CDMG|6ASPD|7BEXP|8RCR|9AART|aMDPS
381	34326 12351	   	191.04	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2SPLREG|3DUST|4VULN|5CDMG|6ASPD|7LWND|8RCR|9AART|aMDPS
382	22121 16253	   	191.01	DCR|2VULN|1MDPS|1AART|2CDMG|1ZMB	1RCVC|26CDMG|3TLV|4ZMB|56VULN|6BPWR|7AART|8RCR|9ERES|aMDPS
383	32135 63336	   	191.00	DCR|3DMG|2ASPD|1VULN	15aDMG|2aASPD|34BEXP|6RCR|7VULN|8aTLV|9RPLT|aBPWR
384	23241 53231	   	191.00	DCR|4VULN|1ASPD|1CDMG	18RCVC|2345VULN|3BPWR|6CDMG|7ERES|9ASPD|aRCR
385	35331 56112	   	190.95	DCR|1MDPS|2DMG|1AART|1VULN|1CDMG|1AAC|1ZMB	18DMG|2LIT|3MDPS|4CDMG|5VULN|6ZMB|7RCR|9AART|aAAC
386	23241 24228	   	190.87	DCR|4VULN|1AART|2DUR	1RCVC|2345VULN|3BPWR|6AART|79DUR|8MBVNT|aRCR
387	33138 42846	   	190.85	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1DMG|25DUR|3MBVNT|4FEWX|67AART|8VULN|9RCR|aASPD
388	22421 36233	   	190.84	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|2RMIN	1RCVC|2CDMG|3aRMIN|4ZMB|56VULN|7AART|8RCR|9DUR
389	23232 35125	   	190.82	DCR|3VULN|2ASPD|1ZMB|1DUR	1RCVC|239VULN|39BPWR|4DUR|59LWND|6DUST|7ZMB|89ASPD|aRCR
390	23233 35125	   	190.82	DCR|3VULN|2ASPD|1ZMB|1DUR	1RCVC|239VULN|39BPWR|4DUR|59FEWX|6DUST|7ZMB|89ASPD|aRCR
391	23631 66223	 * 	190.82	DCR|3ASPD|1VULN|1AART|1CDMG	1RCVC|2VULN|3CDMG|4AME|5AART|67aASPD|8RCR|9LHND
392	22631 12141	   	190.79	DCR|3VULN|3CDMG|1ASPD	1RCVC|268CDMG|3ASPD|48AME|568VULN|68BPWR|7LEGI|9RCR|aLWND
393	22631 12142	   	190.79	DCR|3VULN|3CDMG|1ASPD	1RCVC|268CDMG|3ASPD|48AME|568VULN|68BPWR|7LEGI|9RCR|aLHND
394	22631 12145	   	190.79	DCR|3VULN|3CDMG|1ASPD	1RCVC|268CDMG|3ASPD|48AME|568VULN|68BPWR|7LEGI|9RCR|aRPLT
395	22631 12146	   	190.79	DCR|3VULN|3CDMG|1ASPD	1RCVC|268CDMG|3ASPD|48aAME|568VULN|68BPWR|7LEGI|9RCR
396	35561 11331	 * 	190.72	ACR|3VULN|3DMG|1AART|1AAC	19aDMG|2LIT|3RPLT|4RCR|59aVULN|69aBEXP|7AART|8AAC|9aBPWR
397	23241 26253	 * 	190.68	DCR|4VULN|1MDPS|1AART	1RCVC|2345VULN|3BPWR|6AART|7RPLT|8RCR|9ERES|aMDPS
398	32135 63532	   	190.57	DCR|2VULN|2DMG|1ASPD|1DUR	15DMG|2ASPD|34BEXP|6RCR|7aVULN|8DUR|9RCVC
399	32224 21343	   	190.54	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2ASPD|3MSLREG|4DUR|5CDMG|6RPLT|7RCR|8RMIN|9aVULN
400	22421 36253	   	190.52	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB	1RCVC|2CDMG|3RMIN|4ZMB|56VULN|7AART|8RCR|9ERES|aMDPS
401	32113 51152	   	190.50	DCR|3DMG|3ASPD|1CDMG	178DMG|278ASPD|3BEXP|4LWND|5BELT|678DUST|78BPWR|9RCR|aCDMG
402	24425 23331	   	190.44	DCR|3VULN|1ASPD|1CDMG|1ZMB	1RCVC|2ZMB|34aVULN|5CGEN|6AME|7RCR|8ASPD|9CDMG
403	22614 43111	   	190.38	DCR|2VULN|2ASPD|3CDMG|1AAC	18RCVC|249CDMG|39ASPD|5AAC|69VULN|7RMIN|9BPWR|aRCR
404	23631 66233	   	190.36	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1RCVC|2VULN|3CDMG|4AME|5AART|67ASPD|8RCR|9DUR|aRMIN
405	51311 43623	   	190.29	DCR|2VULN|2ASPD|1DMG|1NUKE|1CDMG	1NUKE|2aVULN|3DMG|4LWND|5CDMG|69ASPD|7RPLT|8RCR
406	33153 85441	   	190.29	DCR|2VULN|2DMG|2CDMG|1DUR	1aDMG|2DUR|3MBVNT|4aVULN|5LWND|6MLV|7aCDMG|8RCR|9RCVC|aBPWR
407	51232 36126	 * 	190.21	DCR|2VULN|2ASPD|1AART|1NUKE|1CDMG	1NUKE|28VULN|389LWND|4AART|5CDMG|6LHND|78ASPD|8BPWR|aRCR
408	22651 12161	   	190.16	DCR|2VULN|2ASPD|2CDMG|1ZMB	1RCVC|26CDMG|3aASPD|4ZMB|56VULN|6BPWR|7LEGI|8TSLFST|9RCR
409	23242 22832	   	190.15	DCR|3VULN|1ASPD|1DMG|1ZMB	1RCVC|234VULN|3BPWR|5MBVNT|6AME|7DMG|8ZMB|9RCR|aASPD
410	32152 31432	   	190.14	DCR|3DMG|2ASPD|1VULN	178DMG|27ASPD|3BEXP|4RMIN|5VULN|67LHND|7BPWR|9FEWX|aRCR
411	51232 15232	   	190.12	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1ZMB	1NUKE|26VULN|3LWND|4AART|5CDMG|7LIT|8RCR|9ZMB|aDMG
