0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11451 33411	8	 * 	279.59	DCR|5VULN|2DMG|2LIT	1aERES|2aLIT|34679VULN|5aDMG|8RCR|aBPWR
362	32221 26364	2	   	251.03	DCR|2VULN|2DMG|2DUR|1TLV	1LIT|2TLV|3LHND|45DUR|6aVULN|78DMG|9RCR
363	12143 34225	6	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1ERES|246VULN|3DMG|5DUR|7TLV|8FEWX|9CDMG|aRCR
364	12116 31625	2	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1ERES|257VULN|3CDMG|4FEWX|6DUR|8TLV|9DMG|aRCR
365	12143 53125	8	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1ERES|249VULN|3DMG|5DUR|6LWND|7CDMG|8TLV|aRCR
366	12143 63125	8	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1ERES|249VULN|3DMG|5DUR|6FEWX|7CDMG|8TLV|aRCR
367	12523 15225	3	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1ERES|235VULN|4DUR|6TLV|7DMG|8FEWX|9CDMG|aRCR
368	12532 14225	6	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	14ERES|234VULN|4BPWR|5DUR|6DMG|7TLV|8FEWX|9CDMG|aRCR
369	12532 15225	5	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	14ERES|234VULN|4BPWR|5DUR|6TLV|7DMG|8FEWX|9CDMG|aRCR
370	12552 32142	7	   	250.98	DCR|3VULN|2DMG|2AART|1ASPD	17ERES|237VULN|45AART|67DMG|7BPWR|8RCR|9ASPD|aZMB
371	12652 32141	7	   	250.98	DCR|3VULN|2DMG|2AART|1ASPD	17ERES|27aVULN|3DMSP|45AART|67DMG|7BPWR|8RCR|9ASPD
372	32432 23311	4	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	19LIT|2TLV|369VULN|4ERES|5CDMG|7RCR|89ASPD|9BPWR|aBEXP
373	32432 23312	4	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	19LIT|2TLV|369VULN|4ERES|5CDMG|7RCR|89ASPD|9BPWR|aLWND
374	32432 23313	4	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	19LIT|2TLV|369VULN|4ERES|5CDMG|7RCR|89ASPD|9BPWR|aRMIN
375	32432 23314	4	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	19LIT|2TLV|369VULN|4ERES|5CDMG|7RCR|89ASPD|9BPWR|aLHND
376	32432 23315	4	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	19LIT|2TLV|369VULN|4ERES|5CDMG|7RCR|89ASPD|9BPWR|aFEWX
377	32121 26364	2	   	250.93	DCR|2VULN|2DMG|2DUR|1TLV	1LIT|2TLV|3DUST|45DUR|6aVULN|78DMG|9RCR
378	12143 13125	8	   	250.91	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1ERES|249VULN|3DMG|5DUR|6DUST|7CDMG|8TLV|aRCR
379	12126 31625	2	   	250.91	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1ERES|257VULN|3CDMG|4LEGI|6DUR|8TLV|9DMG|aRCR
380	26443 21313	8	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	19FEWX|234VULN|59DUR|6LHND|7DMG|89LIT|9BPWR|aRCR
381	31621 22115	3	   	250.82	DCR|2VULN|3DUR|1DMG|2LIT|1CDMG	19LIT|2RPLT|3CDMG|459DUR|69VULN|7RCR|8RCVC|9BPWR|aDMG
382	12534 13111	9	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8CDMG|9LWND|aDMG
383	12534 13121	8	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8CDMG|9LWND|aDMG
384	12534 13161	8	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8CDMG|9LHND|aDMG
385	33421 53113	7	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	19LIT|2ZMB|379VULN|49DUR|5LEGI|6RCR|8RCVC|9BPWR|aDMG
386	21678 44313	5	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	1FEWX|25LIT|3MBVNT|458VULN|5BPWR|69DUR|7RCR|aDMG
387	33115 33142	8	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	13LIT|2ZMB|4DMG|567VULN|8aDUR|9RCR
388	33161 33142	8	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	13LIT|2ZMB|467VULN|5DMG|8aDUR|9RCR
389	53421 22113	1	   	250.61	DCR|3VULN|2DUR|1DMG|2LIT|1SELL	1RPLT|269VULN|39LIT|4SELL|59DUR|7RCR|8RCVC|9BPWR|aDMG
390	11113 13564	7	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	1ERES|23LIT|4DMG|56DUR|78aVULN|9RCR
391	11115 33162	8	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	1ERES|23LIT|4DMG|567VULN|8aDUR|9RCR
392	11115 13562	7	   	250.55	DCR|3VULN|2DUR|1DMG|2LIT	1ERES|23LIT|4DMG|578VULN|6aDUR|9RCR
393	32413 12611	9	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1LIT|2TLV|378VULN|4BELT|5DUR|6CDMG|9ASPD|aRCR
394	12534 11322	6	   	250.29	DCR|5VULN|1CDMG|1AART	147ERES|23457VULN|47BPWR|6AART|8RCVC|9RCR|aCDMG
395	12534 13151	10	   	250.29	DCR|5VULN|1CDMG|1AART	14ERES|23459VULN|4BPWR|6AART|7RCR|8CDMG|aMLV
396	12534 13153	9	   	250.29	DCR|5VULN|1CDMG|1AART	14ERES|23459VULN|4BPWR|6AART|7RCR|8CDMG|aRPLT
397	12534 13153	10	   	250.29	DCR|5VULN|1CDMG|1AART	14ERES|23459VULN|4BPWR|6AART|7RCR|8CDMG|aFEWX
398	32426 34731	6	   	250.26	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1LIT|2TLV|39aVULN|4DUR|5ASPD|6MBVNT|7RCR|8CDMG
399	32442 34731	6	   	250.26	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1LIT|2TLV|39aVULN|4ASPD|5DUR|6MBVNT|7RCR|8CDMG
400	12534 13152	9	   	250.19	DCR|5VULN|1CDMG|1AART	14ERES|23459VULN|4BPWR|6AART|7RCR|8CDMG|aBBNT
401	12534 14122	8	   	250.19	DCR|5VULN|1CDMG|1AART	148ERES|23457VULN|48BPWR|6AART|9RCR|aCDMG
402	12141 33262	10	   	250.08	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1ERES|24aVULN|3DMG|5AART|6DUR|7LIT|8ASPD|9RCR
403	12141 33264	9	   	250.08	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1ERES|24aVULN|3DMG|5AART|6DUR|7LIT|8ASPD|9RCR
404	12534 13121	10	   	250.06	DCR|4VULN|1CDMG|1ASPD|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8CDMG|9LIT|aASPD
405	32425 34711	6	   	250.00	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG	1LIT|2TLV|3aVULN|4DUR|59DMG|6MBVNT|7RCR|8CDMG
406	32115 33421	8	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9RMIN|aCDMG
407	32115 33421	10	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9LWND|aCDMG
408	32115 33433	9	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aBELT
409	32115 33433	10	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aCGEN
410	32115 33434	9	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aCGEN
411	32115 33435	9	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aMLV
412	32115 33435	10	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aRCVC
413	32115 33441	8	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9ZMB|aCDMG
414	32115 33451	10	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9LHND|aCDMG
415	32115 33451	8	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9MLV|aCDMG
416	32115 33461	9	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9CGEN|aCDMG
417	12143 32354	8	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1ERES|246VULN|3aDMG|5DUR|7RMIN|8ASPD|9RCR
418	12532 12354	8	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	14ERES|234VULN|4BPWR|5DUR|6aDMG|7RMIN|8ASPD|9RCR
419	12124 36153	8	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1ERES|25aVULN|38DMG|4RMIN|6DUR|7ASPD|9RCR
420	12142 36153	8	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1ERES|24aVULN|38DMG|5ZMB|6DUR|7ASPD|9RCR
421	32113 13561	7	   	249.65	DCR|2VULN|2DUR|1DMG|1TLV|2LIT|1AART	13LIT|2TLV|4DMG|56DUR|78VULN|9RCR|aAART
422	32115 11561	7	   	249.65	DCR|2VULN|2DUR|1DMG|1TLV|2LIT|1AART	13LIT|2TLV|4DMG|58VULN|67DUR|9RCR|aAART
423	32115 33431	9	   	249.62	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aERES
424	32115 33436	10	   	249.62	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	13LIT|2TLV|4DMG|567VULN|8RCR|9CDMG|aDUST
425	12534 13311	10	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8TLV|9CGEN|aDUR
426	12534 13313	9	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8TLV|9CGEN|aDUR
427	12534 13321	9	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8TLV|9BEXP|aDUR
428	12534 13331	9	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8TLV|9LHND|aDUR
429	12534 13351	8	   	249.60	DCR|4VULN|1DUR|1TLV|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8TLV|9FEWX|aDUR
430	12534 13352	10	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	14ERES|2345VULN|4BPWR|6AART|7RCR|8TLV|9RCVC|aDUR
