0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 23231	7	 * 	284.23	橙3易伤2时间2等级1伤害2暴击	17等级27暴击3伤害49时间567易伤7序列升级8雷电a核
425	21323 31164	3	   	258.88	橙3易伤3时间2等级1全技能	149时间2全技能34最后敌人49序列升级5随机矿689易伤79等级a核
426	21533 31164	5	   	258.88	橙3易伤3时间2等级1全技能	159时间2全技能3随机矿45低血量敌人59序列升级689易伤79等级a核
427	22136 24234	4	   	258.88	橙3易伤3时间1伤害1全技能	17a时间27最后敌人3敌人爆炸4伤害578易伤6核7序列升级9全技能
428	22136 24234	5	   	258.88	橙3易伤3时间1伤害1全技能	17a时间27最后敌人3敌人爆炸4伤害578易伤6核7序列升级9全技能
429	25131 51263	2	   	258.88	橙3易伤3时间1伤害1全技能	167时间27敌人爆炸347易伤5全技能7序列升级8核9低血量敌人a伤害
430	43626 33322	9	   	258.86	橙3易伤2伤害2暴击1时间	17a易伤2掉矿3立即金币47暴击57伤害6核7序列升级8时间9低血量敌人
431	43626 33323	10	   	258.86	橙3易伤2伤害2暴击1时间	17a易伤2掉矿3立即金币47暴击57伤害6核7序列升级8时间9低血量敌人
432	46333 13234	1	   	258.86	橙3易伤2伤害2暴击1时间	128易伤3赏金邻近4立即金币58暴击68伤害7随机矿8序列升级9核a时间
433	66341 23313	7	   	258.86	橙3易伤2伤害2等级1时间	17等级2立即金币37伤害4平台567易伤7序列升级8时间9核a掉矿
434	66341 23313	8	   	258.86	橙3易伤2伤害2等级1时间	17等级2立即金币37伤害4平台567易伤7序列升级8时间9核a掉矿
435	45613 32322	8	   	258.84	橙4易伤2伤害1暴击	1489易伤25敌人爆炸39挖尘6核79伤害9序列升级a暴击
436	26121 51253	1	   	258.78	橙3易伤3时间1伤害1全技能	167时间237易伤47低血量敌人5全技能7序列升级8核9挖尘a伤害
437	26621 33213	1	   	258.78	橙3易伤3时间1伤害1全技能	137时间236易伤3序列升级4低血量敌人5全技能8核9敌人爆炸a伤害
438	26621 33233	1	   	258.78	橙3易伤3时间1伤害1全技能	137时间236易伤3序列升级4低血量敌人5全技能8核9最后敌人a伤害
439	41121 51253	1	   	258.78	橙3易伤3时间1伤害1全技能	137易伤267时间47低血量敌人5全技能7序列升级8核9挖尘a伤害
440	41621 33213	1	   	258.78	橙3易伤3时间1伤害1全技能	136易伤237时间3序列升级4低血量敌人5全技能8核9敌人爆炸a伤害
441	41621 33233	1	   	258.78	橙3易伤3时间1伤害1全技能	136易伤237时间3序列升级4低血量敌人5全技能8核9最后敌人a伤害
442	51151 31253	1	   	258.78	橙3易伤3时间1伤害1全技能	17低血量敌人247时间367易伤5全技能7序列升级8核9挖尘a伤害
443	43226 33314	8	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8时间9策反
444	43226 33314	7	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8时间9策反
445	43226 33322	9	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8时间9低血量敌人
446	43226 33323	10	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8时间9低血量敌人
447	43226 33352	8	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8时间9敌人爆炸
448	43226 33352	7	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8时间9敌人爆炸
449	43226 33532	9	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8基地爆炸9时间
450	43226 33533	10	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8基地爆炸9时间
451	43626 33132	9	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤2掉矿3立即金币47暴击57伤害6核7序列升级8挖尘9时间
452	43626 33133	10	   	258.76	橙3易伤2伤害2暴击1时间	17a易伤2掉矿3立即金币47暴击57伤害6核7序列升级8挖尘9时间
453	23321 26155	5	   	258.76	橙3易伤3时间1等级1暴击	135时间2掉矿4暴击6等级78a易伤9核
454	23321 26155	6	   	258.76	橙3易伤3时间1等级1暴击	135时间2掉矿4暴击6等级78a易伤9核
455	21524 32731	10	   	258.68	橙3易伤3时间1伤害1全技能	168时间2全技能3随机矿4加一56a易伤6序列升级7伤害9核
456	21524 32738	9	   	258.68	橙3易伤3时间1伤害1全技能	168时间2全技能3随机矿4加一56a易伤6序列升级7伤害9核
457	26621 33253	1	   	258.68	橙3易伤3时间1伤害1全技能	137时间236易伤3序列升级4低血量敌人5全技能8核9挖尘a伤害
458	41621 33253	1	   	258.68	橙3易伤3时间1伤害1全技能	136易伤237时间3序列升级4低血量敌人5全技能8核9挖尘a伤害
459	26621 36332	1	   	258.68	橙3易伤3时间1伤害1全技能	13a时间236易伤3序列升级4低血量敌人5全技能7核8挖青9伤害
460	41621 36332	1	   	258.68	橙3易伤3时间1伤害1全技能	136易伤23a时间3序列升级4低血量敌人5全技能7核8挖青9伤害
461	43226 33132	9	   	258.66	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8挖尘9时间
462	43226 33133	10	   	258.66	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8挖尘9时间
463	43226 33362	9	   	258.66	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8时间9挖尘
464	43226 33363	10	   	258.66	橙3易伤2伤害2暴击1时间	17a易伤23掉矿47暴击57伤害6核7序列升级8时间9挖尘
465	22133 64153	10	   	258.64	橙4易伤2时间1伤害	19时间29最后敌人35敌人爆炸4伤害689a易伤7核9序列升级
466	22136 24243	4	   	258.64	橙4易伤2时间1伤害	17时间27最后敌人3敌人爆炸4伤害578a易伤6核7序列升级9策反
467	22136 24243	5	   	258.64	橙4易伤2时间1伤害	17时间27最后敌人3敌人爆炸4伤害578a易伤6核7序列升级9策反
468	26322 26263	1	   	258.64	橙4易伤2时间1伤害	1a时间258a易伤3赏金邻近45矿等5a序列升级6核7伤害9a敌人爆炸
469	42115 32253	10	   	258.64	橙4易伤2时间1伤害	149a易伤29最后敌人3敌人爆炸5双倍矿6核7伤害89时间9序列升级
470	42133 24263	5	   	258.64	橙4易伤2时间1伤害	178a易伤27最后敌人3敌人爆炸4金币生成57时间6核7序列升级9伤害
471	42313 21126	6	   	258.64	橙4易伤2时间2暴击	1569易伤25最后敌人3双倍矿4平台59序列升级79暴击89时间a核
472	42313 23126	6	   	258.64	橙4易伤2时间2暴击	1569易伤25最后敌人3双倍矿4平台59序列升级79时间89暴击a核
473	42313 24126	7	   	258.64	橙4易伤2时间2暴击	1569易伤25最后敌人3双倍矿4平台59序列升级79暴击89时间a核
474	42313 61126	5	   	258.64	橙4易伤2时间2暴击	1569易伤25最后敌人3双倍矿4平台59序列升级79暴击89时间a核
475	42313 63126	5	   	258.64	橙4易伤2时间2暴击	1569易伤25最后敌人3双倍矿4平台59序列升级79时间89暴击a核
476	22116 24263	3	   	258.54	橙4易伤2时间1伤害	17时间27最后敌人3敌人爆炸4掉矿578a易伤6核7序列升级9伤害
477	22126 24263	5	   	258.54	橙4易伤2时间1伤害	17时间27最后敌人3敌人爆炸4掉矿578a易伤6核7序列升级9伤害
478	22126 24263	4	   	258.54	橙4易伤2时间1伤害	17时间27最后敌人3敌人爆炸4掉矿578a易伤6核7序列升级9伤害
479	26143 32226	1	   	258.54	橙4易伤2时间1伤害	19时间2359易伤4伤害6随机矿7挖尘89策反9序列升级a核
480	26643 11312	1	   	258.54	橙4易伤2时间1伤害	13时间235a易伤3序列升级4伤害6矿等7平台8立即金币9核
481	26643 31312	1	   	258.54	橙4易伤2时间1伤害	13时间235a易伤3序列升级4伤害6随机矿7平台8立即金币9核
482	41143 32226	1	   	258.54	橙4易伤2时间1伤害	1359易伤29时间4伤害6随机矿7挖尘89策反9序列升级a核
483	41643 11312	1	   	258.54	橙4易伤2时间1伤害	135a易伤23时间3序列升级4伤害6矿等7平台8立即金币9核
484	41643 31312	1	   	258.54	橙4易伤2时间1伤害	135a易伤23时间3序列升级4伤害6随机矿7平台8立即金币9核
485	22133 61126	2	   	258.54	橙4易伤2时间2暴击	19时间2最后敌人3469易伤5平台7双倍矿89暴击9序列升级a核
486	24133 61126	1	   	258.54	橙4易伤2时间2暴击	19时间2最后敌人3469易伤5平台7双倍矿89暴击9序列升级a核
487	25133 62126	2	   	258.54	橙4易伤2时间2暴击	19时间27敌人爆炸3469易伤5平台89暴击9序列升级a核
488	26643 13223	1	   	258.54	橙4易伤2时间1伤害	13时间2357易伤3序列升级4伤害6矿等8立即金币9核a额外掉落
489	26643 33223	1	   	258.54	橙4易伤2时间1伤害	13时间2357易伤3序列升级4伤害6随机矿8a立即金币9核
490	41643 13223	1	   	258.54	橙4易伤2时间1伤害	1357易伤23时间3序列升级4伤害6矿等8立即金币9核a额外掉落
491	41643 33223	1	   	258.54	橙4易伤2时间1伤害	1357易伤23时间3序列升级4伤害6随机矿8a立即金币9核
492	42211 11126	6	   	258.54	橙4易伤2时间2暴击	1469易伤25最后敌人39时间7平台89暴击9序列升级a核
493	42213 61126	4	   	258.54	橙4易伤2时间2暴击	1469易伤2最后敌人39时间5平台7双倍矿89暴击9序列升级a核
494	42215 11126	6	   	258.54	橙4易伤2时间2暴击	1469易伤2最后敌人39时间5双倍矿7平台89暴击9序列升级a核
495	42233 61126	3	   	258.54	橙4易伤2时间2暴击	1469易伤2最后敌人39时间5平台7双倍矿89暴击9序列升级a核
496	42315 21126	6	   	258.54	橙4易伤2时间2暴击	1569易伤2最后敌人3双倍矿4平台79暴击89时间9序列升级a核
497	42315 23126	6	   	258.54	橙4易伤2时间2暴击	1569易伤2最后敌人3双倍矿4平台79时间89暴击9序列升级a核
498	41522 16342	10	 * 	258.48	橙4易伤2攻速2暴击1全技能	189a易伤2全技能3随机矿4加一5a暴击6a攻速7核a序列升级
499	22613 24263	3	   	258.44	橙4易伤2时间1伤害	17时间27最后敌人3挖尘4掉矿578a易伤6核7序列升级9伤害
500	22623 24263	4	   	258.44	橙4易伤2时间1伤害	17时间27最后敌人3挖尘4掉矿578a易伤6核7序列升级9伤害
501	26143 33226	1	   	258.44	橙4易伤2时间1伤害	1a时间2357易伤4伤害6随机矿8立即金币9核
502	41143 33226	1	   	258.44	橙4易伤2时间1伤害	1357易伤2a时间4伤害6随机矿8立即金币9核
503	64161 13323	2	   	258.44	橙4易伤2时间2等级	13等级2378易伤3序列升级45时间6矿等9核a额外掉落
504	66161 13323	1	   	258.44	橙4易伤2时间2等级	13等级2378易伤3序列升级45时间6矿等9核a额外掉落
505	26242 26223	1	   	258.44	橙4易伤2时间1伤害	1a时间258a易伤35矿等4赏金邻近5a序列升级6核7伤害9a挖尘
506	26312 26223	1	   	258.44	橙4易伤2时间1伤害	1a时间258a易伤3赏金邻近45金币生成5a序列升级6核7伤害9a挖尘
507	26322 26223	1	   	258.44	橙4易伤2时间1伤害	1a时间258a易伤3赏金邻近45矿等5a序列升级6核7伤害9a挖尘
508	26643 13221	1	   	258.44	橙4易伤2时间1伤害	13时间2357易伤3序列升级4伤害6矿等8立即金币9核a赏金邻近
509	26643 13222	1	   	258.44	橙4易伤2时间1伤害	13时间2357易伤3序列升级4伤害6矿等8立即金币9核a掉矿
510	26643 33221	1	   	258.44	橙4易伤2时间1伤害	13时间2357易伤3序列升级4伤害6随机矿8立即金币9核a赏金邻近
511	26643 33222	1	   	258.44	橙4易伤2时间1伤害	13时间2357易伤3序列升级4伤害6随机矿8立即金币9核a掉矿
512	41643 13221	1	   	258.44	橙4易伤2时间1伤害	1357易伤23时间3序列升级4伤害6矿等8立即金币9核a赏金邻近
513	41643 13222	1	   	258.44	橙4易伤2时间1伤害	1357易伤23时间3序列升级4伤害6矿等8立即金币9核a掉矿
514	41643 33221	1	   	258.44	橙4易伤2时间1伤害	1357易伤23时间3序列升级4伤害6随机矿8立即金币9核a赏金邻近
515	41643 33222	1	   	258.44	橙4易伤2时间1伤害	1357易伤23时间3序列升级4伤害6随机矿8立即金币9核a掉矿
516	23423 24263	4	   	258.34	橙4易伤2时间1伤害	17时间27掉矿3挖尘4最后敌人578a易伤6核7序列升级9伤害
517	23533 24263	4	   	258.34	橙4易伤2时间1伤害	17时间27掉矿3最后敌人4挖尘578a易伤6核7序列升级9伤害
518	43311 33145	4	   	258.34	橙4易伤2时间2暴击	149a易伤29掉矿35时间6核7金币生成89暴击9序列升级
519	43315 33141	5	   	258.34	橙4易伤2时间2暴击	1459易伤29掉矿3a时间6核7金币生成89暴击9序列升级
520	43321 33145	3	   	258.34	橙4易伤2时间2暴击	149a易伤29掉矿35时间6核7金币生成89暴击9序列升级
521	46312 26223	1	   	258.34	橙4易伤2时间1伤害	128a易伤3赏金邻近4a时间5矿等6核7伤害9a挖尘a序列升级
522	64161 13321	2	   	258.34	橙4易伤2时间2等级	13等级2378易伤3序列升级45时间6矿等9核a赏金邻近
523	64161 13322	2	   	258.34	橙4易伤2时间2等级	13等级2378易伤3序列升级45时间6矿等9核a掉矿
524	66161 13321	1	   	258.34	橙4易伤2时间2等级	13等级2378易伤3序列升级45时间6矿等9核a赏金邻近
525	66161 13322	1	   	258.34	橙4易伤2时间2等级	13等级2378易伤3序列升级45时间6矿等9核a掉矿
526	25332 24263	1	   	258.34	橙4易伤2时间1伤害	17时间2基地爆炸3挖青478a易伤57掉矿6核7序列升级9伤害
527	25332 24263	2	   	258.34	橙4易伤2时间1伤害	17时间2敌人爆炸3挖青478a易伤57掉矿6核7序列升级9伤害
528	26332 24263	2	   	258.34	橙4易伤2时间1伤害	17时间2基地爆炸3挖青478a易伤57掉矿6核7序列升级9伤害
529	43313 36423	5	   	258.34	橙4易伤2时间2暴击	147a易伤2掉矿3a时间5a暴击6核8赏金邻近9平台a序列升级
530	42223 24342	9	   	258.32	橙3易伤3暴击1伤害1时间1攻速	156易伤2最后敌人3时间457暴击5序列升级8攻速9核a伤害
531	41122 83463	9	   	258.31	橙3易伤2伤害3暴击1全技能	168易伤2全技能3金币生成4加一589暴击78伤害8序列升级a核
532	21143 35226	7	   	258.29	橙2易伤2伤害2时间1暴击1全技能	17时间2全技能3金币生成47伤害5随机矿67易伤7序列升级8雷电9暴击a核
533	24313 24263	2	   	258.24	橙4易伤2时间1伤害	17时间2挖尘3挖青47掉矿578a易伤6核7序列升级9伤害
534	24332 24263	2	   	258.24	橙4易伤2时间1伤害	17时间2挖尘3挖青478a易伤57掉矿6核7序列升级9伤害
535	26362 26223	1	   	258.24	橙4易伤2时间1伤害	1a时间258a易伤3赏金邻近45掉矿5a序列升级6核7伤害9a挖尘
536	26123 61312	1	   	258.11	橙5易伤2时间	18时间2368a易伤48低血量敌人5平台7双倍矿8序列升级9核
537	41123 61312	1	   	258.11	橙5易伤2时间	1368a易伤28时间48低血量敌人5平台7双倍矿8序列升级9核
538	41421 13324	1	   	258.11	橙5易伤2时间	1478a易伤25时间3a金币生成6a矿等9核a序列升级
539	21625 14714	8	   	258.03	橙3易伤1伤害1等级1时间1攻速1全技能	1时间2全技能3等级4加一59a易伤6伤害7攻速8核
540	21625 14732	10	   	258.03	橙3易伤1伤害1等级1时间1攻速1全技能	1时间2全技能3等级4加一59a易伤6伤害7攻速8核
541	21625 14734	9	   	258.03	橙3易伤1伤害1等级1时间1攻速1全技能	1时间2全技能3等级4加一59a易伤6伤害7攻速8核
542	43315 31324	7	   	258.01	橙5易伤2时间	1458a易伤2掉矿3a时间67a金币生成9核a序列升级
543	43342 13324	6	   	258.01	橙5易伤2时间	1678a易伤2掉矿3a时间4a金币生成5立即金币9核a序列升级
544	43343 13324	6	   	258.01	橙5易伤2时间	1678a易伤2掉矿3a时间45a金币生成9核a序列升级
545	41131 13324	1	   	257.91	橙5易伤2时间	1378a易伤25时间4a掉矿6a矿等9核a序列升级
546	41226 23324	1	   	257.91	橙5易伤2时间	1478a易伤26时间3a矿等5a掉矿9核a序列升级
547	43312 13324	5	   	257.91	橙5易伤2时间	1478a易伤25掉矿3a时间6a矿等9核a序列升级
548	43312 23324	6	   	257.91	橙5易伤2时间	1478a易伤25掉矿3a时间6a矿等9核a序列升级
549	43312 33324	6	   	257.91	橙5易伤2时间	1478a易伤25掉矿3a时间6a金币生成9核a序列升级
550	43316 13324	4	   	257.91	橙5易伤2时间	1478a易伤25掉矿3a时间6a矿等9核a序列升级
551	43326 13324	3	   	257.91	橙5易伤2时间	1478a易伤25掉矿3a时间6a矿等9核a序列升级
552	16522 36322	10	 * 	257.86	橙3时间1易伤2伤害2攻速1等级1暴击	18攻速2立即金币389时间4暴击5等级6核78伤害8序列升级a易伤
553	16522 36323	9	   	257.86	橙3时间1易伤2伤害2攻速1等级1暴击	18攻速2立即金币389时间4暴击5等级6核78伤害8序列升级a易伤
554	13732 27323	8	   	257.76	橙3时间1易伤2伤害2攻速1等级1暴击	18攻速2加一358时间4等级6暴击78伤害8序列升级9核a易伤
555	26143 15231	1	   	257.75	橙3易伤2时间1伤害1暴击	19时间235易伤4伤害6矿等7暴击8雷电a核
556	41143 15231	1	   	257.75	橙3易伤2时间1伤害1暴击	135易伤29时间4伤害6矿等7暴击8雷电a核
557	43153 21122	2	   	257.71	橙5易伤2时间	13467易伤236掉矿36序列升级5双倍物品8a时间9核
558	42223 31615	9	   	257.52	橙3易伤1伤害2暴击1等级1时间	159易伤2最后敌人3时间45暴击5序列升级6策反7核8伤害a等级
559	16531 16232	2	   	257.51	橙3易伤2伤害2攻速1暴击	18攻速2立即金币3暴击478易伤5赏金塔68伤害8序列升级9核a金币生成
560	16531 16233	2	   	257.51	橙3易伤2伤害2攻速1暴击	18攻速2立即金币3暴击478易伤5赏金塔68伤害8序列升级9核a敌人爆炸
561	63521 73412	3	   	257.40	橙4易伤1伤害1等级1暴击	1等级2暴击3伤害4加一5低血量敌人678a易伤9核
562	63531 21412	6	   	257.40	橙4易伤1伤害1等级1暴击	1等级2暴击3伤害4敌人爆炸568a易伤7加一9核
563	63531 61412	5	   	257.40	橙4易伤1伤害1等级1暴击	1等级2暴击3伤害4敌人爆炸568a易伤7加一9核
564	62342 22112	1	 * 	257.37	橙2易伤3伤害2等级1时间1全技能	17等级2时间37金币生成457伤害6全技能7序列升级8核9a易伤
565	66322 52133	10	   	257.37	橙2易伤3伤害2等级1时间1全技能	1a等级2立即金币37a伤害4全技能5低血量敌人6核8时间9a易伤a序列升级
566	66323 52133	10	   	257.37	橙2易伤3伤害2等级1时间1全技能	1a等级2立即金币37a伤害4全技能5敌人爆炸6核8时间9a易伤a序列升级
567	43221 13424	10	   	257.34	橙2易伤3伤害1等级1时间1暴击	17易伤237掉矿4暴击5时间679伤害7序列升级8等级a核
568	63511 21112	6	   	257.32	橙3易伤1伤害2暴击1等级1时间	1等级28暴击3伤害4时间56a易伤7加一9核
569	63511 61112	5	   	257.32	橙3易伤1伤害2暴击1等级1时间	1等级28暴击3伤害4时间56a易伤7加一9核
570	13716 31143	6	   	257.31	橙2易伤2伤害3攻速2时间	189攻速2加一35时间48易伤68伤害7额外掉落8序列升级a核
571	43313 11412	6	   	257.30	橙4易伤1伤害1时间1暴击	148a易伤2掉矿3时间5暴击6伤害7加一9核
572	16352 33126	7	 * 	257.21	橙3易伤2时间2攻速1伤害	19攻速2立即金币349易伤5伤害6随机矿7最后敌人89时间9序列升级a核
573	22111 24263	5	   	257.21	橙3易伤2时间2攻速1伤害	17时间27最后敌人3敌人爆炸48a易伤57攻速6核7序列升级9伤害
574	22511 24263	5	   	257.21	橙3易伤2时间2攻速1伤害	17时间27最后敌人3基地爆炸48a易伤57攻速6核7序列升级9伤害
575	14242 21613	2	   	257.11	橙3易伤2时间2攻速2等级	1a攻速25a易伤35基地爆炸4赏金邻近5a序列升级6核79时间8a等级
576	16242 21613	1	   	257.11	橙3易伤2时间2攻速2等级	1a攻速25a易伤35基地爆炸4赏金邻近5a序列升级6核79时间8a等级
577	22611 24263	5	   	257.11	橙3易伤2时间2攻速1伤害	17时间27最后敌人3挖尘48a易伤57攻速6核7序列升级9伤害
578	13725 11338	9	   	257.01	橙3易伤2时间2攻速1伤害	14攻速2加一34时间4序列升级5立即金币6核79a易伤8伤害
579	42213 61633	10	   	256.98	橙5易伤1时间1暴击	14678易伤2最后敌人3时间5随机矿9暴击a核
580	13713 44813	4	   	256.91	橙3易伤2时间2攻速2等级	1a攻速2加一39时间48a易伤5a等级6核7赏金塔a序列升级
581	13753 44813	3	   	256.91	橙3易伤2时间2攻速2等级	1a攻速2加一39时间48a易伤5a等级6核7赏金塔a序列升级
582	43315 53333	10	   	256.88	橙5易伤1时间1暴击	14568易伤2掉矿3时间7基地爆炸9暴击a核
583	63511 31125	7	   	256.75	橙2易伤2时间1伤害1等级1暴击1全技能	1等级2暴击3伤害49时间58易伤6核7雷电a全技能
584	26142 22324	1	   	256.67	橙3易伤2伤害1时间1全技能	1时间239易伤45伤害6全技能7雷电8掉矿a核
585	41142 22324	1	   	256.67	橙3易伤2伤害1时间1全技能	139易伤2时间45伤害6全技能7雷电8掉矿a核
586	21524 38834	8	   	256.46	橙3易伤2时间1伤害1攻速1全技能	16时间2全技能3随机矿4加一56a易伤6序列升级7核8攻速9伤害
587	22131 31624	2	   	256.44	橙4易伤2时间1全技能	17时间27最后敌人3467易伤5全技能7序列升级8赏金邻近9核a雷电
588	24131 31624	1	   	256.44	橙4易伤2时间1全技能	17时间27最后敌人3467易伤5全技能7序列升级8赏金邻近9核a雷电
589	25131 31624	2	   	256.44	橙4易伤2时间1全技能	17时间27敌人爆炸3467易伤5全技能7序列升级8赏金邻近9核a雷电
590	25131 31624	1	   	256.44	橙4易伤2时间1全技能	17时间27基地爆炸3467易伤5全技能7序列升级8赏金邻近9核a雷电
591	26121 31624	1	   	256.44	橙4易伤2时间1全技能	17时间2367易伤47低血量敌人5全技能7序列升级8赏金邻近9核a雷电
592	26131 31624	2	   	256.44	橙4易伤2时间1全技能	17时间27基地爆炸3467易伤5全技能7序列升级8赏金邻近9核a雷电
593	41121 31624	1	   	256.44	橙4易伤2时间1全技能	1367易伤27时间47低血量敌人5全技能7序列升级8赏金邻近9核a雷电
594	42211 31624	4	   	256.44	橙4易伤2时间1全技能	1467易伤27最后敌人37时间5全技能7序列升级8赏金邻近9核a雷电
595	42231 31624	3	   	256.44	橙4易伤2时间1全技能	1467易伤27最后敌人37时间5全技能7序列升级8赏金邻近9核a雷电
596	22146 24222	5	   	256.41	橙3易伤3时间1等级1攻速	179时间27最后敌人3敌人爆炸4等级578易伤6核7序列升级a攻速
597	22146 24222	4	   	256.41	橙3易伤3时间1等级1攻速	179时间27最后敌人3敌人爆炸4等级578易伤6核7序列升级a攻速
598	42143 24222	5	   	256.41	橙3易伤3时间1等级1攻速	178易伤27最后敌人3敌人爆炸4等级579时间6核7序列升级a攻速
599	21524 38453	10	   	256.34	橙4易伤2时间1全技能	16时间2全技能3随机矿4加一569a易伤6序列升级7核8雷电
600	22436 24222	5	   	256.31	橙3易伤3时间1等级1攻速	179时间27最后敌人3等级4挖尘578易伤6核7序列升级a攻速
601	22436 24222	4	   	256.31	橙3易伤3时间1等级1攻速	179时间27最后敌人3等级4挖尘578易伤6核7序列升级a攻速
602	23225 13462	10	   	256.27	橙2易伤2伤害2时间1等级1暴击	17时间237掉矿4暴击5a易伤67伤害7序列升级8等级9核
603	24131 31624	2	   	256.24	橙4易伤2时间1全技能	17时间27挖尘3467易伤5全技能7序列升级8赏金邻近9核a雷电
604	22413 61325	9	   	256.21	橙3易伤3时间1等级1攻速	159时间2最后敌人3等级467易伤8攻速a核
605	43315 31313	5	   	256.11	橙3易伤3时间1等级1攻速	145易伤2掉矿37a时间6核8等级9攻速
606	13718 83323	4	   	256.11	橙3易伤3时间1等级1攻速	1攻速2加一367时间468易伤5挖青6序列升级9核a等级
607	43156 11322	2	   	256.01	橙4易伤1伤害2雷电1暴击	1348易伤237掉矿38序列升级58雷电6核9伤害a暴击
608	14411 13312	6	   	255.97	橙3易伤2攻速1伤害1时间1暴击	17攻速24a易伤3挖尘5暴击6伤害8时间9核
609	25122 24263	1	   	255.96	橙3易伤2时间2等级1伤害	17时间27基地爆炸38a易伤4低血量敌人57等级6核7序列升级9伤害
610	25122 24263	2	   	255.96	橙3易伤2时间2等级1伤害	17时间27敌人爆炸38a易伤4低血量敌人57等级6核7序列升级9伤害
611	26122 24263	2	   	255.96	橙3易伤2时间2等级1伤害	17时间27基地爆炸38a易伤4低血量敌人57等级6核7序列升级9伤害
612	62222 24263	1	   	255.96	橙3易伤2时间2等级1伤害	17等级27时间3基地爆炸48a易伤57敌人爆炸6核7序列升级9伤害
613	64311 31216	3	   	255.96	橙3易伤2时间2等级2暴击	18等级258易伤3平台45时间58序列升级6敌人爆炸78暴击9矿等a核
614	26621 36123	1	   	255.91	橙4易伤2时间2全技能	13时间2368易伤3序列升级4低血量敌人5a全技能7核9敌人爆炸
615	41621 36123	1	   	255.91	橙4易伤2时间2全技能	1368易伤23时间3序列升级4低血量敌人5a全技能7核9敌人爆炸
616	51132 24263	1	   	255.86	橙3易伤2时间2等级1伤害	17低血量敌人27时间38a易伤4挖尘57等级6核7序列升级9伤害
617	64162 21312	2	   	255.86	橙3易伤2时间2等级1伤害	13等级23a易伤3序列升级46时间5伤害7平台8立即金币9核
618	64162 23223	2	   	255.86	橙3易伤2时间2等级1伤害	13等级237易伤3序列升级46时间5伤害8立即金币9核a额外掉落
619	66162 21312	1	   	255.86	橙3易伤2时间2等级1伤害	13等级23a易伤3序列升级46时间5伤害7平台8立即金币9核
620	66162 23223	1	   	255.86	橙3易伤2时间2等级1伤害	13等级237易伤3序列升级46时间5伤害8立即金币9核a额外掉落
621	42223 42214	5	   	255.86	橙3易伤2时间1伤害2暴击	15a易伤2最后敌人38时间45暴击5序列升级6伤害7核9双倍矿
622	42223 42262	5	   	255.86	橙3易伤2时间1伤害2暴击	15a易伤2最后敌人38时间45暴击5序列升级6伤害7核9策反
623	26623 11333	1	   	255.86	橙3易伤2时间1伤害2暴击	13时间23a易伤3序列升级4低血量敌人5平台6伤害79暴击8核
624	41623 11333	1	   	255.86	橙3易伤2时间1伤害2暴击	13a易伤23时间3序列升级4低血量敌人5平台6伤害79暴击8核
625	64111 51232	2	 * 	255.86	橙3易伤2时间3等级2暴击	138等级238易伤38序列升级4敌人爆炸5a时间6平台78暴击9核
626	66111 51232	1	   	255.86	橙3易伤2时间3等级2暴击	138等级238易伤38序列升级4敌人爆炸5a时间6平台78暴击9核
627	24122 24263	2	   	255.76	橙3易伤2时间2等级1伤害	17时间27挖尘38a易伤4低血量敌人57等级6核7序列升级9伤害
628	62221 24263	1	   	255.76	橙3易伤2时间2等级1伤害	17等级27时间3基地爆炸48a易伤57挖尘6核7序列升级9伤害
629	64162 23221	2	   	255.76	橙3易伤2时间2等级1伤害	13等级237易伤3序列升级46时间5伤害8立即金币9核a赏金邻近
630	64162 23222	2	   	255.76	橙3易伤2时间2等级1伤害	13等级237易伤3序列升级46时间5伤害8立即金币9核a掉矿
631	66162 23221	1	   	255.76	橙3易伤2时间2等级1伤害	13等级237易伤3序列升级46时间5伤害8立即金币9核a赏金邻近
632	66162 23222	1	   	255.76	橙3易伤2时间2等级1伤害	13等级237易伤3序列升级46时间5伤害8立即金币9核a掉矿
633	42223 42362	5	   	255.76	橙3易伤2时间1伤害2暴击	15a易伤2最后敌人39时间45暴击5序列升级6伤害7核8掉矿
634	22131 36161	2	   	255.41	橙4易伤1时间1暴击1全技能	1时间2最后敌人3468易伤5全技能7核9暴击a雷电
