0	Index      	 *	Score 	Summary	Detail	
1	51335 62222	 * 	227.68	ACR|1BASARM|2DMG|2BEXP|1AART|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|89BEXP|aAART
311	61216 31263	 * 	202.14	ACR|2VULN|2ASPD|2DMG	1AEFBLL|2RCR|3aDMG|4LWND|59VULN|6aASPD|7CGEN|8aMLV|aBPWR
312	23126 22616	   	202.01	ACR|2VULN|1BASARM|2BEXP|1AAC|1SELL	1AME|2RCR|3DMSP|46BEXP|57VULN|8BASARM|9SELL|aAAC
313	61225 21352	 * 	201.99	ACR|1VULN|1ASPD|1DMG|2CDMG|1BEXP|1AART	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6aCDMG|7DUR|8ASPD|9VULN
314	61225 23352	   	201.99	ACR|1VULN|1ASPD|1DMG|2CDMG|1AART|1BEXP	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6aCDMG|7LWND|8ASPD|9VULN
315	61535 21231	   	201.94	ACR|1BASARM|2ASPD|1DMG|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|5BASARM|69ASPD|7LHND|8DMG|aRCVC
316	23223 21441	   	201.88	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|359BEXP|45DUR|5BPWR|6aVULN|7ASPD|8DMG
317	23223 23441	   	201.88	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|359BEXP|45DUR|5BPWR|6aVULN|7DMG|8ASPD
318	23233 21441	   	201.88	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|359BEXP|45LWND|5BPWR|6aVULN|7ASPD|8DMG
319	23233 23441	   	201.88	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|359BEXP|45LWND|5BPWR|6aVULN|7DMG|8ASPD
320	23226 31441	   	201.78	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|369BEXP|4DUR|5aVULN|7ASPD|8DMG
321	23226 33441	   	201.78	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|369BEXP|4DUR|5aVULN|7DMG|8ASPD
322	23213 21441	   	201.78	ACR|2VULN|3BEXP|1ASPD|1DMG	14AME|2RCR|349BEXP|4BPWR|5DUR|6aVULN|7ASPD|8DMG
323	23213 23441	   	201.78	ACR|2VULN|3BEXP|1ASPD|1DMG	14AME|2RCR|349BEXP|4BPWR|5DUR|6aVULN|7DMG|8ASPD
324	23222 21441	   	201.78	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|359BEXP|4DUR|6aVULN|7ASPD|8DMG
325	23222 23441	   	201.78	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|359BEXP|4DUR|6aVULN|7DMG|8ASPD
326	23232 21441	   	201.78	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|359BEXP|4LWND|6aVULN|7ASPD|8DMG
327	23232 23441	   	201.78	ACR|2VULN|3BEXP|1ASPD|1DMG	1AME|2RCR|359BEXP|4LWND|6aVULN|7DMG|8ASPD
328	61225 22133	   	201.70	ACR|2BEXP|1VULN|2AART|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|49BEXP|57AART|6CDMG|8VULN|aLHND
329	51335 52311	   	201.67	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1AAC|26RPLT|3DMG|4RCR|5BASARM|7CDMG|8ASPD|9FEWX|aBEXP
330	61363 23335	   	201.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1AEFBLL|2RCR|36VULN|45FEWX|7RPLT|8BASARM|9BEXP|aDMG
331	61343 12121	   	201.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7LWND|8BASARM|9BEXP|aZMB
332	61343 12122	   	201.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7LWND|8BASARM|9BEXP|aCGEN
333	61343 12123	   	201.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7LWND|8BASARM|9BEXP|aLHND
334	61343 14113	   	201.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7BEXP|8BASARM|9RPLT|aLHND
335	61535 21212	   	201.61	ACR|1BASARM|2DMG|1ASPD|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|5BASARM|6ASPD|7LHND|8aDMG|9ZMB
336	61535 21232	   	201.61	ACR|1BASARM|2ASPD|1DMG|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|5BASARM|69ASPD|7LHND|8DMG|aCGEN
337	61535 21233	   	201.61	ACR|1BASARM|2ASPD|1DMG|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|5BASARM|69ASPD|7LHND|8DMG|aRPLT
338	61225 22131	   	201.60	ACR|2BEXP|1VULN|2AART|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|49BEXP|57AART|6CDMG|8VULN|aAME
339	61225 22132	   	201.60	ACR|2BEXP|1VULN|2AART|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|49BEXP|57AART|6CDMG|8VULN|aMDPS
340	61225 22134	   	201.60	ACR|2BEXP|1VULN|2AART|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|49BEXP|57AART|6CDMG|8VULN|aERES
341	61225 22135	   	201.60	ACR|2BEXP|1VULN|2AART|1DMG|1CDMG	1AEFBLL|2RCR|3DMG|49BEXP|57AART|6CDMG|8VULN|aSNITOX
342	51335 12311	   	201.57	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1AAC|2RPLT|3DMG|4RCR|5BASARM|6AEFBLL|7CDMG|8ASPD|9FEWX|aBEXP
343	51335 52332	   	201.57	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1AAC|26RPLT|3DMG|4RCR|5BASARM|7CDMG|8ASPD|9MDPS|aBEXP
344	41415 31233	   	201.56	ACR|1BASARM|1ASPD|1VULN|1BEXP|1AART	14DUST|24MLV|3RCR|4BPWR|5AART|6BEXP|7BASARM|8CGEN|9VULN|aASPD
345	61343 14112	   	201.54	ACR|2VULN|1BASARM|1DMG|1BEXP	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7BEXP|8BASARM|9RPLT|aTLV
346	61343 14132	   	201.54	ACR|2VULN|1BASARM|1DMG|1BEXP	1AEFBLL|2RCR|35VULN|4aLIT|6DMG|7BEXP|8BASARM|9ERES
347	61343 14133	   	201.54	ACR|2VULN|1BASARM|1DMG|1BEXP	1AEFBLL|2RCR|35VULN|4LIT|6DMG|7BEXP|8BASARM|9ERES|aLHND
348	61535 23212	   	201.51	ACR|1BASARM|2DMG|1ASPD|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|5BASARM|6ASPD|7DUST|8aDMG|9ZMB
349	34141 13124	   	201.47	ACR|1BASARM|1ASPD|1DMG|1AART|1CDMG	1AART|2FLTARM|3FEWX|4RCR|5DMG|6MBVNT|7ASPD|8CDMG|9MSLTOX|aBASARM
350	34541 13124	   	201.47	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AART	1AART|2FLTARM|3LHND|4RCR|5DMG|6MBVNT|7ASPD|8CDMG|9MSLTOX|aBASARM
351	51335 12332	   	201.47	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1AAC|2RPLT|3DMG|4RCR|5BASARM|6AEFBLL|7CDMG|8ASPD|9MDPS|aBEXP
352	51335 12341	   	201.47	ACR|1BASARM|1ASPD|1DMG|1BEXP|1CDMG	1AAC|2RPLT|3DMG|4RCR|5BASARM|6AEFBLL|7CDMG|8ASPD|9NUKE|aBEXP
353	34141 15114	   	201.47	ACR|1BASARM|1DMG|1BASICY|1AART|1CDMG	1AART|2FLTARM|3FEWX|4RCR|5DMG|6MBVNT|7NUKE|8CDMG|9BASICY|aBASARM
354	61523 32342	   	201.39	ACR|1BASARM|2VULN|1ASPD|1BEXP|1SELL	1AEFBLL|2RCR|3SELL|4DUR|59VULN|6BEXP|7ASPD|8BASARM|aFEWX
355	61523 32343	   	201.39	ACR|1BASARM|2VULN|1ASPD|1BEXP|1SELL	1AEFBLL|2RCR|3SELL|4DUR|59VULN|6BEXP|7ASPD|8BASARM|aRPLT
356	61523 32341	   	201.29	ACR|1BASARM|2VULN|1ASPD|1BEXP|1SELL	1AEFBLL|2RCR|3SELL|4DUR|59VULN|6BEXP|7ASPD|8BASARM|aMDPS
357	61531 22324	   	201.29	ACR|2VULN|1BASARM|1ASPD|1BEXP|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|56VULN|7ASPD|8BASARM|9LHND|aBEXP
358	61531 22334	   	201.29	ACR|2VULN|1BASARM|1ASPD|1BEXP|1SELL	1AEFBLL|2RCR|3SELL|4MDPS|56VULN|7ASPD|8BASARM|9DUR|aBEXP
359	23125 31514	   	201.21	ACR|1BASARM|2BEXP|1AART|1CDMG	1AME|2RCR|3DMSP|49BEXP|5AART|6LHND|7BASARM|8RCVC|aCDMG
360	23242 46131	   	201.00	ACR|1BASARM|2BEXP|1DMG|1AAC	1AME|2RCR|36BEXP|4LIT|5CGEN|7DMG|8BASARM|9ERES|aAAC
361	23254 53131	   	201.00	ACR|1BASARM|2BEXP|1ASPD|1AAC	1AME|2RCR|36BEXP|4MLV|5ASPD|7LIT|8BASARM|9ERES|aAAC
362	23215 31434	   	200.87	ACR|2BASARM|2BEXP|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7aBASARM|8LSRREG|9CGEN
363	23215 31414	   	200.77	ACR|2BASARM|2BEXP|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7aBASARM|8LSRREG|9ERES
364	61225 22262	 * 	200.49	ACR|3AART|2BEXP|1DMG|1CDMG|1AAC	1AEFBLL|2RCR|3DMG|48BEXP|57aAART|6CDMG|9AAC
365	61225 22241	 * 	200.48	ACR|3BEXP|2AART|1DMG|2CDMG	1AEFBLL|2RCR|3DMG|48aBEXP|57AART|69CDMG
366	12515 35134	   	200.41	ACR|1BASARM|2DMG|1BASICY|1CDMG	1CDMG|29DMG|3MBVNT|4RMIN|5RCR|6ERES|7MSLFST|8BASICY|aBASARM
367	12515 36134	   	200.41	ACR|1BASARM|2DMG|1BASICY|1CDMG	1CDMG|29DMG|3MBVNT|4RMIN|5RCR|6ERES|7SNIFST|8BASICY|aBASARM
368	23512 14115	   	200.38	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3LIT|4TLV|5RCVC|6DMG|7BEXP|8BASARM|9RPLT|aASPD
369	61642 11133	   	200.38	ACR|1BASARM|1VULN|1ASPD|1DMG	1AEFBLL|2RCR|3DUR|4LIT|5RCVC|6DMG|7VULN|8BASARM|9VENFST|aASPD
370	12525 42248	   	200.31	ACR|1BASARM|2DMG|1ASPD|1CDMG	1CDMG|28DMG|3MBVNT|4AME|5RCR|69DUST|7ASPD|aBASARM
371	23215 31313	   	200.26	ACR|1BASARM|2BEXP|1AART|1CDMG	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8ERES|9CDMG|aRCVC
372	23125 63522	   	200.15	ACR|2ASPD|2BEXP|1VULN|1AART|1AAC	1AME|2RCR|3DMSP|48BEXP|5AART|6VULN|7aASPD|9AAC
373	23242 16115	   	200.05	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LIT|5CGEN|6RCVC|7DMG|8BASARM|9RPLT|aASPD
374	61425 31213	   	200.05	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AART	1AEFBLL|2RCR|3DUST|4MLV|5AART|6BEXP|7BASARM|8CGEN|9CDMG|aVULN
375	23215 31215	   	200.03	ACR|1BASARM|2BEXP|1CDMG|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9CDMG|aDUR
376	23215 31232	   	200.03	ACR|1BASARM|2BEXP|1VULN|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8aCGEN|9VULN
377	23215 31234	   	200.03	ACR|1BASARM|2BEXP|1VULN|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9VULN|aZMB
378	23125 31235	   	200.03	ACR|1BASARM|2BEXP|1VULN|1AART	1AME|2RCR|3DMSP|4aBEXP|5AART|6LHND|7BASARM|8CGEN|9VULN
379	23265 31235	   	200.03	ACR|1BASARM|2BEXP|1VULN|1AART	1AME|2RCR|3aBEXP|4DMSP|5AART|6LHND|7BASARM|8CGEN|9VULN
380	61125 31235	   	200.03	ACR|1BASARM|2BEXP|1VULN|1AART	1AEFBLL|2RCR|3FEWX|4MLV|5AART|6aBEXP|7BASARM|8CGEN|9VULN
381	61155 31333	   	200.03	ACR|1BASARM|2BEXP|1VULN|1AART	1AEFBLL|2RCR|39FEWX|4CGEN|5AART|6aBEXP|7BASARM|8VULN
382	51335 23252	   	200.03	ACR|1BASARM|2DMG|1ASPD|2AAC	19AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|aRCVC
383	23125 63223	   	199.99	ACR|2VULN|2ASPD|1AART|1BEXP|1AAC	1aAME|2RCR|3DMSP|4BEXP|5AART|6aVULN|7aASPD|8BELT|9AAC|aBPWR
384	23265 63223	   	199.99	ACR|2VULN|2ASPD|1AART|1BEXP|1AAC	1aAME|2RCR|3BEXP|4DMSP|5AART|6aVULN|7aASPD|8BELT|9AAC|aBPWR
385	23243 16115	   	199.95	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LIT|5ERES|6RCVC|7DMG|8BASARM|9RPLT|aASPD
386	61435 31213	   	199.95	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AART	1AEFBLL|2RCR|3DUST|4TLV|5AART|6BEXP|7BASARM|8CGEN|9CDMG|aVULN
387	61425 31313	   	199.95	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AART	1AEFBLL|2RCR|3DUST|4MLV|5AART|6BEXP|7BASARM|8ERES|9CDMG|aVULN
388	23215 31211	   	199.93	ACR|1BASARM|2BEXP|1CDMG|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9CDMG|aDUST
389	23215 31212	   	199.93	ACR|1BASARM|2BEXP|1AART|1CDMG	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9CDMG|aERES
390	23215 31236	   	199.93	ACR|1BASARM|2BEXP|1VULN|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8CGEN|9VULN|aERES
391	23215 31315	   	199.93	ACR|1BASARM|2BEXP|1AART|1CDMG	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8ERES|9CDMG|aDUR
392	23215 31332	   	199.93	ACR|1BASARM|2BEXP|1VULN|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8ERES|9VULN|aCGEN
393	23215 31333	   	199.93	ACR|1BASARM|2BEXP|1VULN|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8ERES|9VULN|aZMB
394	23215 31343	   	199.93	ACR|1BASARM|2BEXP|1VULN|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8ERES|9CGEN|aVULN
395	23215 31422	   	199.93	ACR|1BASARM|2BEXP|1AART|1CDMG	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8LSRREG|9LIT|aCDMG
396	23215 31442	   	199.93	ACR|1BASARM|2BEXP|1CDMG|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8LSRREG|9CDMG|aRPLT
397	23125 31335	   	199.93	ACR|1BASARM|2BEXP|1VULN|1AART	1AME|2RCR|3DMSP|4aBEXP|5AART|6LHND|7BASARM|8ERES|9VULN
398	23265 31335	   	199.93	ACR|1BASARM|2BEXP|1VULN|1AART	1AME|2RCR|3aBEXP|4DMSP|5AART|6LHND|7BASARM|8ERES|9VULN
399	61125 31335	   	199.93	ACR|1BASARM|2BEXP|1VULN|1AART	1AEFBLL|2RCR|3FEWX|4MLV|5AART|6aBEXP|7BASARM|8ERES|9VULN
400	61135 31235	   	199.93	ACR|1BASARM|2BEXP|1VULN|1AART	1AEFBLL|2RCR|3FEWX|4TLV|5AART|6aBEXP|7BASARM|8CGEN|9VULN
401	23125 31441	   	199.93	ACR|1BASARM|2BEXP|1AART|1CDMG	1AME|2RCR|3DMSP|4aBEXP|5AART|6LHND|7BASARM|8LSRREG|9CDMG
402	61125 31521	   	199.91	ACR|1BASARM|1ASPD|1AART|1BEXP|1AAC	1AEFBLL|2RCR|3FEWX|4MLV|5AART|6BEXP|7BASARM|8DUR|9ASPD|aAAC
403	23125 31256	   	199.91	ACR|1BASARM|1ASPD|1AART|1BEXP|1AAC	1AME|2RCR|3DMSP|4BEXP|5AART|6LHND|7BASARM|8CGEN|9AAC|aASPD
404	23125 31621	   	199.91	ACR|1BASARM|1ASPD|1BEXP|1AART|1AAC	1AME|2RCR|3DMSP|4BEXP|5AART|6LHND|7BASARM|8FEWX|9ASPD|aAAC
405	23265 31621	   	199.91	ACR|1BASARM|1ASPD|1BEXP|1AART|1AAC	1AME|2RCR|3BEXP|4DMSP|5AART|6LHND|7BASARM|8FEWX|9ASPD|aAAC
406	61521 32125	   	199.91	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AART|1SELL	1AEFBLL|2RCR|3SELL|4DUR|5CDMG|6VULN|7LIT|8BASARM|9BEXP|aAART
407	61341 26131	   	199.90	ACR|3DMG|2VULN|1ASPD	18AEFBLL|2RCR|38VULN|4LIT|59TLV|678DMG|8BPWR|aASPD
408	23243 16136	   	199.85	ACR|1BASARM|1ASPD|1DMG|1BEXP	1AME|2RCR|3BEXP|4LIT|59ERES|6RCVC|7DMG|8BASARM|aASPD
409	61435 31313	   	199.85	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AART	1AEFBLL|2RCR|3DUST|4TLV|5AART|6BEXP|7BASARM|8ERES|9CDMG|aVULN
410	23215 31311	   	199.83	ACR|1BASARM|2BEXP|1AART|1CDMG	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8ERES|9CDMG|aDUST
411	23215 31312	   	199.83	ACR|1BASARM|2BEXP|1AART|1CDMG	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8aERES|9CDMG
412	23215 31336	   	199.83	ACR|1BASARM|2BEXP|1VULN|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8aERES|9VULN
413	23215 31443	   	199.83	ACR|1BASARM|2BEXP|1CDMG|1AART	14AME|2RCR|34BEXP|4BPWR|5AART|6LHND|7BASARM|8LSRREG|9CDMG|aDUST
414	61135 31335	   	199.83	ACR|1BASARM|2BEXP|1VULN|1AART	1AEFBLL|2RCR|3FEWX|4TLV|5AART|6aBEXP|7BASARM|8ERES|9VULN
415	23132 52514	   	199.81	ACR|1BASARM|1ASPD|1BEXP|1CDMG|1AAC	1AME|2RCR|3DMSP|4AIRARM|5FEWX|6ASPD|7BEXP|8BASARM|9CDMG|aAAC
416	61135 31521	   	199.81	ACR|1BASARM|1ASPD|1AART|1BEXP|1AAC	1AEFBLL|2RCR|3FEWX|4TLV|5AART|6BEXP|7BASARM|8DUR|9ASPD|aAAC
417	61232 32514	   	199.81	ACR|1BASARM|1DMG|1BEXP|1CDMG|1AAC	1AEFBLL|2RCR|3DMG|4SPLREG|5FEWX|6CGEN|7BEXP|8BASARM|9CDMG|aAAC
418	51335 21251	   	199.80	ACR|1BASARM|2DMG|1ASPD|2AAC	19AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|aRMIN
419	51335 21252	   	199.80	ACR|1BASARM|2DMG|1ASPD|2AAC	19AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7LHND|aBELT
420	61224 23623	   	199.79	ACR|2ASPD|2DMG|2BEXP	1AEFBLL|2RCR|3aDMG|46BEXP|5DUR|7aASPD|8LHND|9aFEWX|aBPWR
421	61341 26112	   	199.76	ACR|3DMG|2VULN|1ASPD|1SELL	18AEFBLL|2RCR|38VULN|4LIT|5TLV|678DMG|8BPWR|9SELL|aASPD
422	23435 13263	   	199.71	ACR|1BASARM|1BASICY|1BEXP|1CDMG|1AAC	1AME|2RCR|38MDPS|4CDMG|5FEWX|6BASICY|7BEXP|9BASARM|aAAC
423	61231 22514	   	199.71	ACR|1BASARM|1DMG|1BEXP|1CDMG|1AAC	1AEFBLL|2RCR|3DMG|4SPLREG|5ERES|6FEWX|7BEXP|8BASARM|9CDMG|aAAC
424	51335 23251	   	199.70	ACR|1BASARM|2DMG|1ASPD|2AAC	19AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|aRMIN
425	51335 23253	   	199.70	ACR|1BASARM|2DMG|1ASPD|2AAC	19AAC|2RPLT|38DMG|4RCR|5BASARM|6ASPD|7DUST|aLWND
426	61224 23333	   	199.69	ACR|2ASPD|2DMG|2BEXP	1AEFBLL|2RCR|3aDMG|46BEXP|5DUR|7aASPD|8DUST|9aLHND|aBPWR
427	61232 52341	   	199.69	ACR|2ASPD|2DMG|2BEXP	1AEFBLL|2RCR|39DMG|4SPLREG|5FEWX|69ASPD|7aBEXP|89CGEN|9BPWR
428	23246 31336	   	199.59	ACR|2ASPD|2DMG|2BEXP	1AME|2RCR|37BEXP|4LIT|5aASPD|69DMG|8BELT
429	61253 21342	   	199.59	ACR|2ASPD|2DMG|2BEXP	1aAEFBLL|2RCR|3aDMG|4FEWX|5LEGI|69BEXP|7aASPD|8RMIN|aBPWR
430	61442 31233	   	199.59	ACR|2ASPD|2DMG|2BEXP	1AEFBLL|2RCR|39DUST|4LIT|5DUR|69DMG|7aBEXP|89ASPD|9BPWR
431	61443 31233	   	199.59	ACR|2ASPD|2DMG|2BEXP	1AEFBLL|2RCR|39DUST|4LIT|5LWND|69DMG|7aBEXP|89ASPD|9BPWR
432	61225 63233	   	199.53	ACR|2ASPD|1VULN|1DMG|1BEXP|1AART	1AEFBLL|2RCR|3DMG|4BEXP|5AART|6VULN|7aASPD|8RCVC|9DUR
433	23425 11162	   	199.53	ACR|1BASARM|1VULN|1ASPD|1DMG	1AME|2RCR|3MDPS|4ASPD|5DUR|6VULN|7RCVC|8MLV|9DMG|aBASARM
434	23233 21361	 * 	199.51	ACR|2VULN|3BEXP|2ASPD	19AME|2RCR|359BEXP|45LWND|59BPWR|6aVULN|79ASPD|8RMIN
435	23233 23361	   	199.51	ACR|2VULN|3BEXP|2DMG	19AME|2RCR|359BEXP|45LWND|59BPWR|6aVULN|79DMG|8RMIN
436	61223 41342	   	199.49	ACR|2ASPD|2DMG|2BEXP	1aAEFBLL|2RCR|3aDMG|49BEXP|5LEGI|6DUST|7aASPD|8RMIN|aBPWR
437	61243 21342	   	199.49	ACR|2ASPD|2DMG|2BEXP	1aAEFBLL|2RCR|3aDMG|4DUST|5LEGI|69BEXP|7aASPD|8RMIN|aBPWR
438	61343 23133	 * 	199.49	ACR|3VULN|2DMG|2BEXP	18AEFBLL|2RCR|358VULN|4LIT|6AME|78DMG|8BPWR|9aBEXP
439	23232 21361	   	199.41	ACR|2VULN|3BEXP|2ASPD	19AME|2RCR|359BEXP|4LWND|6aVULN|79ASPD|8RMIN|9BPWR
440	23232 23361	   	199.41	ACR|2VULN|3BEXP|2DMG	19AME|2RCR|359BEXP|4LWND|6aVULN|79DMG|8RMIN|9BPWR
441	61521 33252	   	199.37	ACR|2ASPD|1VULN|1DMG|1CDMG|1AART|1SELL	1AEFBLL|2RCR|3SELL|4DUR|5CDMG|6VULN|7aASPD|8DMG|9AART
442	51335 62212	   	199.19	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8BEXP|9aCGEN
443	51335 62213	   	199.19	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2aRPLT|36DMG|4RCR|5BASARM|7CDMG|8BEXP|9CGEN
444	23215 63522	   	199.17	ACR|3BEXP|1VULN|1ASPD|1AART|1CDMG	14AME|2RCR|348BEXP|4BPWR|5AART|6VULN|7ASPD|9LWND|aCDMG
445	51335 32631	   	199.09	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|39DMG|4RCR|5BASARM|6TLV|7DUR|8CDMG|aBEXP
446	51335 62111	   	199.09	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8DUST|9CGEN|aBEXP
447	51335 62133	   	199.09	ACR|1BASARM|2DMG|1AART|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8DUST|9AART|aFEWX
448	51335 62231	   	199.09	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8BEXP|9LWND|aDLOT
449	51335 62232	   	199.09	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8BEXP|9LWND|aTLV
450	51335 62233	   	199.09	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8BEXP|9LWND|aDUST
451	61216 21422	   	199.07	ACR|3DMG|1VULN|1ASPD|1BEXP	1AEFBLL|2RCR|38aDMG|4LWND|5VULN|6BEXP|7ASPD|9FEWX
452	61216 21432	   	199.07	ACR|3DMG|1VULN|1ASPD|1BEXP	1AEFBLL|2RCR|38aDMG|4LWND|5VULN|6BEXP|7ASPD|9LHND
453	12515 22214	   	199.00	ACR|3DMG|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|28aDMG|3MBVNT|4RMIN|5RCR|6VULN|7ASPD|9BEXP
454	51335 12136	   	198.99	ACR|1BASARM|2DMG|1AART|1CDMG	1AAC|2RPLT|3aDMG|4RCR|5BASARM|6AEFBLL|7CDMG|8DUST|9AART
455	51335 31631	   	198.99	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|39DMG|4RCR|5BASARM|6TLV|7LEGI|8CDMG|aBEXP
456	51335 62121	   	198.99	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8DUST|9BEXP|aDLOT
457	51335 62122	   	198.99	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8DUST|9BEXP|aTLV
458	51335 62123	   	198.99	ACR|1BASARM|2DMG|1BEXP|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8aDUST|9BEXP
459	51335 62132	   	198.99	ACR|1BASARM|2DMG|1AART|1CDMG	1AAC|2RPLT|36DMG|4RCR|5BASARM|7CDMG|8DUST|9AART|aERES
460	23431 12343	 * 	198.93	ACR|1BASARM|2CDMG|1ASPD|1VULN	1AME|2RCR|3MDPS|4aCDMG|56ERES|7ASPD|8BASARM|9VULN
461	12525 22214	   	198.90	ACR|3DMG|1VULN|1ASPD|1CDMG|1BEXP	1CDMG|28aDMG|3MBVNT|4AME|5RCR|6VULN|7ASPD|9BEXP
462	12565 22214	   	198.90	ACR|3DMG|1VULN|1ASPD|1BEXP|1CDMG	1CDMG|28aDMG|3MBVNT|4ERES|5RCR|6VULN|7ASPD|9BEXP
463	23215 31512	   	198.83	ACR|1BASARM|3BEXP|1AART	14AME|2RCR|349BEXP|4BPWR|5AART|6LHND|7BASARM|8RCVC|aMLV
