0	Index      	 *	Score 	Summary	Detail	
1	32261 13251	 * 	229.07	DCR|3DMG|2VULN|1AART|2CDMG|1DUR	13aDMG|2aCGEN|4AART|56VULN|7DUR|8RCR|9aCDMG|aBPWR
312	43321 22235	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|47VULN|5BEXP|6LWND|8RCR|9ASPD|aCGEN
313	43321 22236	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|47VULN|5BEXP|6aLWND|8RCR|9ASPD
314	31253 12121	 * 	199.94	DCR|3DMG|1MDPS|1VULN|1ASPD|1ZMB	126DMG|2BPWR|3ZMB|4LIT|5VULN|7ASPD|8LWND|9RCR|aMDPS
315	31253 12321	   	199.94	DCR|3DMG|1MDPS|1VULN|1ASPD|1ZMB	126DMG|2BPWR|3ZMB|4LIT|5VULN|7ASPD|8BEXP|9RCR|aMDPS
316	33253 12121	   	199.94	DCR|3DMG|1MDPS|1VULN|1ASPD|1ZMB	126DMG|3ZMB|4LIT|5VULN|7ASPD|8LWND|9RCR|aMDPS
317	33253 12321	   	199.94	DCR|3DMG|1MDPS|1VULN|1ASPD|1ZMB	126DMG|3ZMB|4LIT|5VULN|7ASPD|8BEXP|9RCR|aMDPS
318	41132 43215	   	199.93	DCR|3VULN|1ASPD|1CDMG|2DUR|1ZMB	1CDMG|2RCVC|35DUR|456VULN|5BPWR|7RCR|8ASPD|9CGEN|aZMB
319	41132 43235	   	199.93	DCR|3VULN|1ASPD|1CDMG|2DUR|1ZMB	1CDMG|2RCVC|35DUR|456VULN|5BPWR|7RCR|8ASPD|9RMIN|aZMB
320	21612 13262	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2CGEN|3ERES|4aVULN|5CDMG|6ASPD|7LHND|8RCR|9DMG
321	43321 22232	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|47VULN|5BEXP|6LWND|8RCR|9ASPD|aERES
322	43324 31232	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5LWND|6RMIN|7ERES|8RCR|9ASPD
323	43343 11263	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4LWND|5AME|6ASPD|7DUST|8RCR|9aVULN
324	21612 11262	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2CGEN|3ERES|4aVULN|5CDMG|6ASPD|7DUST|8RCR|9DMG
325	43322 11213	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7DUST|8RCR|9LHND
326	43322 11242	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7DUST|8RCR|9CGEN
327	43322 11253	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7DUST|8RCR|9LWND
328	43322 11263	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ASPD|7DUST|8RCR|9FEWX
329	43322 61232	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6FEWX|7ERES|8RCR|9ASPD
330	43361 52232	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4ERES|5DUST|6aVULN|7CGEN|8RCR|9ASPD
331	21513 24132	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3BELT|4FEWX|59aVULN|6CDMG|7RCR|8ASPD
332	43322 41232	   	199.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2DMG|3AART|4aVULN|5TLV|6ERES|7DUST|8RCR|9ASPD
333	21521 34132	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2CGEN|3BELT|4CDMG|5DUST|69aVULN|7RCR|8ASPD
334	22513 24132	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2ERES|3BELT|4FEWX|59aVULN|6CDMG|7RCR|8ASPD
335	43613 13633	   	199.56	DCR|3DMG|2VULN|1CDMG|1DUR	1CDMG|269DMG|3aVULN|4ERES|5RCVC|7RCR|8DUR
336	22521 34132	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2ERES|3BELT|4CDMG|5DUST|69aVULN|7RCR|8ASPD
337	23251 15253	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC	1AART|2AAC|3ASPD|4CGEN|5ERES|68aVULN|7RCR|9CDMG
338	34213 13146	   	199.48	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2BELT|35VULN|46RCVC|7RCR|9AART|aCDMG
339	23221 32246	 * 	199.43	DCR|2DMG|2ASPD|1VULN|1AART|1AAC|1DUR	1AART|2AAC|36ASPD|4RPLT|56DMG|6BPWR|7CGEN|8VULN|9DUR|aRCR
340	63324 23422	 * 	199.26	DCR|2VULN|2AART|2DMG|1SELL	1SELL|29DMG|3aAART|49VULN|569LWND|7RCR|8BELT|9BPWR
341	43613 13631	 * 	199.24	DCR|3DMG|1VULN|1NUKE|1CDMG|1DUR	1CDMG|269DMG|3VULN|4ERES|5RCVC|7RCR|8DUR|aNUKE
342	44332 43233	   	199.22	DCR|4VULN|2CDMG|1ASPD	15CDMG|2AELBLL|3DUST|456aVULN|5BPWR|7RCR|8ASPD|9RMIN
343	41332 43312	   	199.22	DCR|4VULN|2CDMG|1DMG	18CDMG|2RCVC|358DUST|4568VULN|58BPWR|7RCR|9MLV|aDMG
344	42332 43312	   	199.22	DCR|4VULN|2CDMG|1DMG	18CDMG|258DUST|3RCVC|4568VULN|58BPWR|7RCR|9MLV|aDMG
345	31113 35312	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|2BPWR|3LWND|4RMIN|57VULN|6ASPD|8LEGI|9RCR|aAART
346	32261 32453	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2CGEN|4AART|57VULN|6LIT|8ERES|9RCR|aASPD
347	33113 35312	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	12DMG|3LWND|4RMIN|57VULN|6ASPD|8LEGI|9RCR|aAART
348	41332 43352	   	199.12	DCR|4VULN|2CDMG|1DMG	18CDMG|2RCVC|358DUST|4568VULN|58BPWR|7RCR|9ERES|aDMG
349	42332 43352	   	199.12	DCR|4VULN|2CDMG|1DMG	18CDMG|258DUST|3RCVC|4568VULN|58BPWR|7RCR|9ERES|aDMG
350	32213 23565	   	199.08	DCR|3DMG|2VULN|1AART	139DMG|2CGEN|49VULN|5AELBLL|6BEXP|7RCR|89MULFIG|9BPWR|aAART
