0	Index      	 *	Score 	Summary	Detail	
1	51632 16233	 * 	213.57	DCR|4VULN|1AART|1ASPD|1CDMG	1BELT|2AART|3RPLT|457aVULN|6CDMG|8RCR|9ASPD
312	41135 33141	   	186.58	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|6BEXP|7CDMG|8LWND|9RCVC|aRCR
313	32414 22288	   	186.54	DCR|2VULN|1MDPS|1AART|1CDMG|1AAC|2ZMB	1AAC|2CDMG|3MBVNT|47VULN|59ZMB|6RCR|8AART|aMDPS
314	15223 35115	   	186.51	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|2CDMG|3LHND|4LWND|5SPLREG|6ASPD|7VULN|8RCR|9DMG|aAART
315	41115 13521	   	186.45	DCR|2VULN|1MDPS|2CDMG|1DMG|2DUR	13DUR|23VULN|3BPWR|4CGEN|5DMG|6MBVNT|79CDMG|8RCR|aMDPS
316	41132 13521	   	186.45	DCR|2VULN|1MDPS|2CDMG|1ASPD|2DUR	13DUR|23VULN|3BPWR|4ASPD|5MLV|6MBVNT|79CDMG|8RCR|aMDPS
317	43332 34136	   	186.45	DCR|2VULN|2ASPD|1DMG|1DUR	1DUR|2DMG|3LWND|4aVULN|5FEWX|6RCR|78ASPD|9LIT
318	43332 34153	   	186.45	DCR|2VULN|2ASPD|1DMG|1DUR	1DUR|2DMG|3LWND|4aVULN|5FEWX|6RCR|78ASPD|9RPLT
319	45332 32136	   	186.45	DCR|2VULN|2ASPD|1DMG|1DUR	1DUR|28ASPD|3LWND|4aVULN|5FEWX|6RCR|7DMG|9LIT
320	45332 32153	   	186.45	DCR|2VULN|2ASPD|1DMG|1DUR	1DUR|28ASPD|3LWND|4aVULN|5FEWX|6RCR|7DMG|9RPLT
321	41322 34153	   	186.45	DCR|2VULN|2ASPD|1DMG|1DUR	1DUR|2aVULN|3FEWX|4BEXP|5DMG|6RCR|78ASPD|9RPLT
322	41325 32153	   	186.45	DCR|2VULN|2ASPD|1DMG|1DUR	1DUR|2aVULN|3FEWX|4BEXP|58ASPD|6RCR|7DMG|9RPLT
323	45133 31126	   	186.37	ACR|3VULN|2ASPD|1DMG|2DUR	18DUR|24ASPD|3RMIN|5RCR|68BEXP|789VULN|8BPWR|aDMG
324	41134 13521	   	186.35	DCR|2VULN|1MDPS|2CDMG|1ASPD|2DUR	13DUR|23VULN|3BPWR|4ASPD|5ERES|6MBVNT|79CDMG|8RCR|aMDPS
325	43234 31325	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3BEXP|4aVULN|5LHND|6RCR|7AART|8MLV|9ZMB
326	43632 31325	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3LHND|4aVULN|5FEWX|6RCR|7AART|8MLV|9ZMB
327	41622 31325	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2aVULN|3LHND|4BEXP|5DMG|6RCR|7AART|8MLV|9ZMB
328	32636 31235	 * 	186.18	ACR|2VULN|2ASPD|1AART|2CDMG|1AAC	1AAC|2aCDMG|3RCR|4CGEN|5RMIN|6aASPD|7aVULN|8AART|9MBVNT|aBPWR
329	46323 33353	   	186.16	DCR|2VULN|2ASPD|1AART|1DUR	1DUR|2LWND|36VULN|4BEXP|5VENFST|7aASPD|8RCR|9AART
330	15613 31141	   	186.14	ACR|4VULN|1ASPD|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3RCR|4579VULN|6ASPD|8DUR|aZMB
331	41623 33362	   	186.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|269VULN|3LHND|4BEXP|5VENFST|7ASPD|8RCR|aDMG
332	46323 33362	   	186.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|2LWND|369VULN|4BEXP|5VENFST|7ASPD|8RCR|aDMG
333	32443 28323	   	186.03	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ZMB|6aVULN|7BEXP|8RCR
334	15615 22222	   	185.96	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MLV|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9ASPD|aFEWX
335	32443 27323	   	185.93	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ZMB|6aVULN|7DUST|8RCR
336	13555 12214	   	185.90	DCR|2VULN|1ASPD|1DMG|1CDMG	1MLV|2RMIN|3MBVNT|4RCVC|59VULN|6CDMG|7DMG|8RCR|aASPD
337	32612 22221	   	185.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9ASPD|aMULFIG
338	32612 22222	   	185.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9ASPD|aBELT
339	32612 22223	   	185.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9ASPD|aLIT
340	32612 22224	   	185.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9ASPD|aDMSP
341	32612 22225	   	185.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9ASPD|aBEXP
342	32612 22226	   	185.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9ASPD|aCGEN
343	32612 22235	   	185.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9BEXP|aASPD
344	15615 22221	   	185.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MLV|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9ASPD|aTSLFST
345	41622 32122	 * 	185.84	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|2VULN|3LHND|4BEXP|57aDMG|6RCR|8ASPD|9RCVC
346	41642 32122	   	185.84	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|2VULN|3LHND|4FEWX|57aDMG|6RCR|8ASPD|9RCVC
347	43234 32122	   	185.84	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|27aDMG|3BEXP|4VULN|5LHND|6RCR|8ASPD|9RCVC
348	43632 32122	   	185.84	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|27aDMG|3LHND|4VULN|5FEWX|6RCR|8ASPD|9RCVC
349	41132 51231	   	185.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5MLV|6DMG|7BEXP|8CDMG|9CGEN|aRCR
350	41135 33331	   	185.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|68BEXP|7CDMG|9LWND|aRCR
351	32612 22253	   	185.76	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9ERES|aASPD
352	32612 22265	   	185.76	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3RCR|47VULN|5DUR|6DMG|8AART|9DUST|aASPD
353	32448 22315	   	185.76	DCR|2ASPD|1VULN|1AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4AART|5aASPD|6VULN|7RCR|8DUST|9ZMB
354	41134 51231	   	185.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5ERES|6DMG|7BEXP|8CDMG|9CGEN|aRCR
355	41135 33351	   	185.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|4ASPD|5DMG|68BEXP|7CDMG|9DUST|aRCR
356	41331 12354	   	185.72	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2aVULN|3FEWX|4RMIN|5DMG|6SPLREG|7ERES|8RCR|9AART
357	41631 12362	   	185.72	DCR|2VULN|1AART|1DMG|1DUR	1DUR|29VULN|3LHND|4RMIN|5DMG|6SPLREG|7ERES|8RCR|aAART
358	32417 71441	   	185.71	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|59AART|6DMG|7ZMB|8RCR|aMULFIG
359	32417 71442	   	185.71	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|59AART|6DMG|7ZMB|8RCR|aBELT
360	32417 71443	   	185.71	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|59AART|6DMG|7ZMB|8RCR|aLIT
361	32443 25326	   	185.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ZMB|6VULN|7FEWX|8RCR|aASPD
362	32443 28326	   	185.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ZMB|6VULN|7BEXP|8RCR|aASPD
363	32445 71441	   	185.71	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5VULN|6DMG|7ZMB|8RCR|aMULFIG
364	32445 71442	   	185.71	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5VULN|6DMG|7ZMB|8RCR|aBELT
365	32445 71443	   	185.71	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5VULN|6DMG|7ZMB|8RCR|aLIT
366	32448 21441	   	185.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ASPD|6VULN|7ZMB|8RCR|aMULFIG
367	32448 21442	   	185.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ASPD|6VULN|7ZMB|8RCR|aBELT
368	32448 21443	   	185.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ASPD|6VULN|7ZMB|8RCR|aLIT
369	32448 21445	   	185.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ASPD|6VULN|7ZMB|8RCR|aDMSP
370	32448 21446	   	185.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ASPD|6VULN|7ZMB|8RCR|aFEWX
371	32448 21447	   	185.71	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ASPD|6VULN|7ZMB|8RCR|aCGEN
372	32446 34135	   	185.69	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|48AART|5FEWX|6VULN|7RCR|9DUR|aASPD
373	41322 32112	 * 	185.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2VULN|3FEWX|4BEXP|57DMG|6RCR|8ASPD|9LWND|aCDMG
374	41322 32631	 * 	185.69	DCR|2DMG|1VULN|1NUKE|1CDMG|1DUR	1DUR|2VULN|3FEWX|4BEXP|57DMG|6RCR|8LIT|9CDMG|aNUKE
375	41352 32631	   	185.69	DCR|2DMG|1VULN|1NUKE|1CDMG|1DUR	1DUR|2VULN|3FEWX|4LWND|57DMG|6RCR|8LIT|9CDMG|aNUKE
376	41622 32112	   	185.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2VULN|3LHND|4BEXP|57DMG|6RCR|8ASPD|9LWND|aCDMG
377	41642 32112	   	185.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2VULN|3LHND|4FEWX|57DMG|6RCR|8ASPD|9LWND|aCDMG
378	43234 32112	   	185.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|27DMG|3BEXP|4VULN|5LHND|6RCR|8ASPD|9LWND|aCDMG
379	43332 32631	   	185.69	DCR|2DMG|1VULN|1NUKE|1CDMG|1DUR	1DUR|27DMG|3LWND|4VULN|5FEWX|6RCR|8LIT|9CDMG|aNUKE
380	43632 32112	   	185.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|27DMG|3LHND|4VULN|5FEWX|6RCR|8ASPD|9LWND|aCDMG
381	43632 32631	   	185.69	DCR|2DMG|1VULN|1NUKE|1CDMG|1DUR	1DUR|27DMG|3LHND|4VULN|5FEWX|6RCR|8LIT|9CDMG|aNUKE
382	32443 21783	 * 	185.63	DCR|2VULN|3ZMB|1AART|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|4AART|579ZMB|6aVULN|8RCR
383	32415 22248	   	185.62	DCR|3VULN|1AART|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|47aVULN|5CGEN|6RCR|8AART|9RMIN
384	32415 22612	   	185.62	DCR|3VULN|1AART|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|479VULN|5CGEN|6RCR|8RMIN|aAART
385	32417 71414	   	185.61	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4VULN|5aAART|6DMG|7ZMB|8RCR|9DUST
386	32443 27326	   	185.61	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ZMB|6VULN|7DUST|8RCR|aASPD
387	32445 71414	   	185.61	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aAART|5VULN|6DMG|7ZMB|8RCR|9DUST
388	32448 21414	   	185.61	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4aAART|5ASPD|6VULN|7ZMB|8RCR|9DUST
389	32448 21448	   	185.61	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|49AART|5ASPD|6VULN|7ZMB|8RCR|aTSLFST
390	32447 72323	   	185.59	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|49AART|5DUR|6DMG|7RCR|8DUST|aVULN
391	41362 32112	   	185.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2VULN|3FEWX|4DUST|57DMG|6RCR|8ASPD|9LWND|aCDMG
392	41362 32162	   	185.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2VULN|3FEWX|4DUST|57DMG|6RCR|8ASPD|9BEXP|aCDMG
393	41362 32631	   	185.59	DCR|2DMG|1VULN|1NUKE|1CDMG|1DUR	1DUR|2VULN|3FEWX|4DUST|57DMG|6RCR|8LIT|9CDMG|aNUKE
394	32413 22248	   	185.52	DCR|3VULN|1AART|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|47aVULN|5TLV|6RCR|8AART|9RMIN
395	32413 22612	   	185.52	DCR|3VULN|1AART|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|479VULN|5TLV|6RCR|8RMIN|aAART
396	32414 22281	   	185.48	DCR|2VULN|1AART|1CDMG|2ZMB|1AAC|1DUR	1AAC|2CDMG|3MBVNT|47VULN|59ZMB|6RCR|8AART|aDUR
397	46331 12353	   	185.40	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1DUR|2LWND|3VULN|4RMIN|5DMG|6SPLREG|7ERES|8RCR|9AART|aASPD
398	41331 12353	   	185.40	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	1DUR|2VULN|3FEWX|4RMIN|5DMG|6SPLREG|7ERES|8RCR|9AART|aASPD
399	43163 31122	   	185.33	ACR|3VULN|3DMG|2DUR	18DUR|26aDMG|3RMIN|48FEWX|5RCR|789VULN|8BPWR
400	32446 34125	 * 	185.33	DCR|2VULN|2AART|2CDMG|1AAC	1AAC|2aCDMG|3MBVNT|48AART|5FEWX|6aVULN|7RCR|9aMLV|aBPWR
401	15413 44511	   	185.18	DCR|4VULN|1CDMG|2DUR	1MLV|2CDMG|3MBVNT|459aVULN|68DUR|7RCR
402	15416 44141	   	185.11	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DUR	1MLV|28CDMG|3MBVNT|49VULN|5DUR|6RCR|7ASPD|aMDPS
403	15443 44141	   	185.11	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DUR	1MLV|28CDMG|3MBVNT|4DUR|59VULN|6RCR|7ASPD|aMDPS
404	41235 42113	   	185.09	DCR|4VULN|1DMG|2DUR	18DUR|2467VULN|3AME|5DMG|9RCR|aLHND
405	41322 32314	   	185.09	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|2VULN|3FEWX|4BEXP|57aDMG|6RCR|8BELT|9ASPD
406	63633 22422	   	185.05	DCR|3VULN|1DMG|1CDMG	1RCVC|2RMIN|3LWND|4RPLT|57aVULN|6DMG|8RCR|9CDMG
407	41322 32133	   	185.01	DCR|2DMG|1VULN|1ASPD|2DUR|1ZMB	1aDUR|2VULN|3FEWX|4BEXP|57DMG|6RCR|8ASPD|9ZMB
408	41622 32133	   	185.01	DCR|2DMG|1VULN|1ASPD|2DUR|1ZMB	1aDUR|2VULN|3LHND|4BEXP|57DMG|6RCR|8ASPD|9ZMB
409	41642 32133	   	185.01	DCR|2DMG|1VULN|1ASPD|2DUR|1ZMB	1aDUR|2VULN|3LHND|4FEWX|57DMG|6RCR|8ASPD|9ZMB
410	43234 32133	   	185.01	DCR|2DMG|1VULN|1ASPD|2DUR|1ZMB	1aDUR|27DMG|3BEXP|4VULN|5LHND|6RCR|8ASPD|9ZMB
411	43632 32133	   	185.01	DCR|2DMG|1VULN|1ASPD|2DUR|1ZMB	1aDUR|27DMG|3LHND|4VULN|5FEWX|6RCR|8ASPD|9ZMB
412	41235 42112	   	184.99	DCR|4VULN|1DMG|2DUR	18DUR|2467VULN|3AME|5DMG|9RCR|aERES
413	41362 32314	   	184.99	DCR|3DMG|1VULN|1ASPD|1DUR	1DUR|2VULN|3FEWX|4DUST|57aDMG|6RCR|8BELT|9ASPD
414	63424 12211	   	184.95	DCR|3VULN|1DMG|1CDMG|1AAC	1RCVC|2RMIN|3AAC|4BEXP|59aVULN|6CDMG|7DMG|8RCR
415	11332 34232	   	184.91	DCR|2DMG|1AART|1VULN|1ASPD	1MLV|2LWND|3LHND|4VULN|5FEWX|6RCR|7ASPD|8AART|9aDMG
416	15413 72212	   	184.89	DCR|3VULN|1AART|2CDMG	1MLV|26CDMG|3MBVNT|459VULN|7DUST|8RCR|aAART
417	63434 12211	   	184.85	DCR|3VULN|1DMG|1CDMG|1AAC	1RCVC|2RMIN|3AAC|4DUST|59aVULN|6CDMG|7DMG|8RCR
418	15413 38222	   	184.71	DCR|2VULN|1AART|1ASPD|1CDMG	1MLV|2CDMG|3MBVNT|45VULN|6ASPD|7RMIN|8RCR|9RCVC|aAART
419	43135 15231	   	184.62	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|25DMG|3RMIN|4ASPD|6LWND|7VULN|8CDMG|9CGEN|aRCR
420	41121 16351	   	184.58	DCR|2VULN|1AART|1CDMG|2DUR	13DUR|23VULN|3BPWR|4LHND|5BEXP|6SPLREG|7RMIN|8RCR|9AART|aCDMG
421	15613 31112	   	184.49	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2CDMG|3RCR|457VULN|6ASPD|8DUR|9RCVC|aAART
422	41622 34122	   	184.41	DCR|2DMG|2ASPD|1VULN|1DUR	1DUR|2VULN|3LHND|4BEXP|5aDMG|6RCR|78ASPD|9RCVC
423	41625 32122	   	184.41	DCR|2DMG|2ASPD|1VULN|1DUR	1DUR|2VULN|3LHND|4BEXP|58ASPD|6RCR|7aDMG|9RCVC
424	43234 34122	   	184.41	DCR|2DMG|2ASPD|1VULN|1DUR	1DUR|2aDMG|3BEXP|4VULN|5LHND|6RCR|78ASPD|9RCVC
425	43632 34122	   	184.41	DCR|2DMG|2ASPD|1VULN|1DUR	1DUR|2aDMG|3LHND|4VULN|5FEWX|6RCR|78ASPD|9RCVC
426	45234 32122	   	184.41	DCR|2DMG|2ASPD|1VULN|1DUR	1DUR|28ASPD|3BEXP|4VULN|5LHND|6RCR|7aDMG|9RCVC
427	45632 32122	   	184.41	DCR|2DMG|2ASPD|1VULN|1DUR	1DUR|28ASPD|3LHND|4VULN|5FEWX|6RCR|7aDMG|9RCVC
428	45133 11163	 * 	184.39	ACR|3VULN|3ASPD|3DUR	18aDUR|248ASPD|3RMIN|5RCR|6MBVNT|78aVULN|8aBPWR|9aCGEN
429	32516 63221	   	184.29	DCR|2VULN|2DMG|1CDMG|1AAC|1SELL	1AAC|2CDMG|3RMIN|4DMSP|59DMG|6RCR|7SELL|8aVULN
430	41121 13352	   	184.23	DCR|2VULN|1AART|1ASPD|2DUR	13DUR|23VULN|3BPWR|4aLHND|5BEXP|6SPLREG|7ASPD|8RCR|9AART
431	41121 13356	   	184.23	DCR|2VULN|1AART|1ASPD|2DUR	13DUR|23VULN|3BPWR|4LHND|5BEXP|6SPLREG|7ASPD|8RCR|9AART|aCGEN
432	41125 13322	   	184.23	DCR|2VULN|1AART|1ASPD|2DUR	13DUR|23VULN|3BPWR|4LHND|59LWND|6SPLREG|7ASPD|8RCR|aAART
433	13234 12611	   	184.19	DCR|3VULN|1DMG|1CDMG	1MLV|2RMIN|3RCVC|4BEXP|59aVULN|6CDMG|7DMG|8RCR
434	45133 11123	   	184.19	ACR|3VULN|3ASPD|3DUR	18aDUR|248ASPD|3RMIN|5RCR|6MBVNT|78aVULN|8aBPWR|9aTLV
435	15413 44814	   	184.15	DCR|3VULN|1ASPD|1CDMG|1DUR	18MLV|2CDMG|3MBVNT|459VULN|6DUR|7RCR|aASPD
436	41121 13353	   	184.13	DCR|2VULN|1AART|1ASPD|2DUR	13DUR|23VULN|3BPWR|4LHND|5BEXP|6SPLREG|7ASPD|8RCR|9AART|aDUST
437	41161 12353	   	184.13	DCR|2VULN|1AART|1ASPD|2DUR	13DUR|23VULN|3BPWR|4BEXP|5FEWX|6SPLREG|7ERES|8RCR|9AART|aASPD
438	13264 12611	   	184.09	DCR|3VULN|1DMG|1CDMG	1MLV|2RMIN|3RCVC|4DUST|59aVULN|6CDMG|7DMG|8RCR
439	15413 44274	   	184.05	DCR|3VULN|1ASPD|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|459VULN|6DUR|7RCR|8TSLARM|aASPD
440	45133 43212	   	184.01	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR|2RMIN	1DUR|24ASPD|39RMIN|5RCR|6VULN|7CDMG|8AART|aDMG
441	62134 12612	   	183.95	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2ERES|3AME|4BEXP|59VULN|6CDMG|7DMG|8RCR|aAART
442	62234 12612	   	183.95	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2ERES|3MLV|4BEXP|59VULN|6CDMG|7DMG|8RCR|aAART
443	41322 32135	   	183.93	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1DUR|2VULN|3FEWX|4BEXP|57DMG|6RCR|8ASPD|9ZMB|aRMIN
444	41622 32135	   	183.93	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1DUR|2VULN|3LHND|4BEXP|57DMG|6RCR|8ASPD|9ZMB|aRMIN
445	43234 32135	   	183.93	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1DUR|27DMG|3BEXP|4VULN|5LHND|6RCR|8ASPD|9ZMB|aRMIN
446	43632 32135	   	183.93	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1DUR|27DMG|3LHND|4VULN|5FEWX|6RCR|8ASPD|9ZMB|aRMIN
447	15415 34212	   	183.92	DCR|3VULN|1AART|1CDMG	18MLV|2CDMG|3MBVNT|489VULN|58CGEN|6RMIN|7RCR|8BPWR|aAART
448	32415 22245	   	183.86	DCR|2VULN|2AART|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|47VULN|5CGEN|6RCR|8aAART|9RMIN
449	32414 22811	   	183.86	DCR|4VULN|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|479aVULN|5ZMB|6RCR|8CGEN
450	64114 12212	   	183.85	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1RCVC|2DUST|3AAC|4CGEN|59VULN|6CDMG|7DMG|8RCR|aAART
451	41362 32135	   	183.83	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1DUR|2VULN|3FEWX|4DUST|57DMG|6RCR|8ASPD|9ZMB|aRMIN
452	16254 41245	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1MLV|2BELT|3ASPD|4MBVNT|5AART|6RCR|7LHND|8aVULN|9CDMG
453	53254 41245	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BELT|2MLV|3ASPD|4MBVNT|5AART|6RCR|7LHND|8aVULN|9CDMG
454	11144 12611	   	183.77	DCR|3VULN|1DMG|1CDMG	1MLV|2LWND|3RMIN|4RCVC|59aVULN|6CDMG|7DMG|8RCR
455	32413 22245	   	183.76	DCR|2VULN|2AART|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|47VULN|5TLV|6RCR|8aAART|9RMIN
456	32448 21415	   	183.76	DCR|2ASPD|1VULN|1AART|1CDMG|1AAC|1ZMB	1AAC|2CDMG|3MBVNT|4AART|5aASPD|6VULN|7ZMB|8RCR|9DUST
457	15613 31122	   	183.73	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2CDMG|3RCR|457VULN|6ASPD|8DUR|9AELBLL|aAART
458	15613 33233	   	183.73	ACR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2CDMG|3RCR|45aVULN|6ASPD|7BEXP|8AART|9DUR
459	15615 22233	   	183.73	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2CDMG|3RCR|47aVULN|5DUR|6DMG|8AART|9BEXP
460	32448 22235	   	183.73	DCR|2ASPD|1AART|1VULN|1CDMG|1AAC|1DUR	1AAC|2CDMG|3MBVNT|4AART|5aASPD|6VULN|7RCR|8ERES|9DUR
461	32415 22274	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|47VULN|5CGEN|6RCR|8AART|9MLV|aDMG
462	32415 22284	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2CDMG|3MBVNT|47VULN|5CGEN|6RCR|8AART|9AME|aDMG
463	13344 12611	   	183.67	DCR|3VULN|1DMG|1CDMG	1MLV|2RMIN|3DUST|4RCVC|59aVULN|6CDMG|7DMG|8RCR
464	13555 12211	   	183.67	DCR|3VULN|1DMG|1CDMG	1MLV|2RMIN|3MBVNT|4RCVC|59aVULN|6CDMG|7DMG|8RCR
465	33144 12211	   	183.67	DCR|3VULN|1DMG|1CDMG|1AAC	1AAC|2FEWX|3RMIN|4RCVC|59aVULN|6CDMG|7DMG|8RCR
