0	Index      	 *	Score 	Summary	Detail	
1	26622 31213	 * 	203.56	DCR|3VULN|2DMG|1AART|1DUR	1RPLT|2AART|357VULN|47AME|67DMG|7BPWR|8LIT|9DUR|aRCR
324	36112 24241	   	175.09	DCR|1SPLARM|2VULN|1AART|1DMG	1LEGI|2aVULN|3TLV|4AART|5LWND|6AME|7RCR|8DMG|9SPLARM
325	21124 44332	 * 	175.08	DCR|3VULN|2DMG|1AAC	1RPLT|2AAC|39aDUST|4LHND|5aDMG|67aVULN|8RCR|aBPWR
326	23131 26345	   	175.06	DCR|1AART|1VULN|1ASPD|1CDMG|2DUR	1RPLT|2LHND|3CGEN|4VULN|5CDMG|68DUR|7RCR|9AART|aASPD
327	12172 45216	 * 	174.91	DCR|1SPLARM|2DMG|1VULN|1ASPD|1ZMB	1DUST|2LIT|3MBVNT|4SPLARM|5ASPD|6ZMB|7aDMG|8VULN|9RCR
328	16625 21132	   	174.84	DCR|2VULN|1AART|1DMG|2DUR|1SELL	178DUST|27DUR|3AART|47VULN|5SELL|6RCVC|7BPWR|9RCR|aDMG
329	42214 53424	 * 	174.66	ACR|3VULN|2DMG|1AART	18BASFIG|2RCVC|3LHND|4RCR|589VULN|6MBVNT|78DMG|8BPWR|aAART
330	43234 15213	   	174.57	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1BASFIG|26DUR|3ASPD|4ERES|5VULN|7DMG|8DUST|9RCR|aAART
331	32563 26331	 * 	174.40	DCR|3SPLARM|3VULN|1ZMB|1DUR	1LEGI|278LHND|3LIT|478SPLARM|578VULN|6RCR|78BPWR|9ZMB|aDUR
332	26525 32223	 * 	174.22	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1RPLT|2AART|3CDMG|4ERES|5DUR|67ASPD|8DMG|9LIT|aRCR
333	26432 36211	   	174.19	DCR|2VULN|2AART|1ZMB|1DUR	1RPLT|29AART|3ERES|4DUR|58VULN|6ZMB|7CGEN|aRCR
334	53316 42321	   	174.15	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1RCVC|2VULN|3DUR|4LHND|5ZMB|6AART|7ASPD|8CDMG|9RMIN|aRCR
335	53336 42321	   	174.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1RCVC|2VULN|3DUR|4BEXP|5ZMB|6AART|7ASPD|8CDMG|9RMIN|aRCR
336	43255 13243	   	174.12	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1BASFIG|2DUR|39ASPD|4VULN|5RPLT|6CDMG|7DMG|8MBVNT|aRCR
337	12334 63243	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|246LIT|3CDMG|5ASPD|7DMG|8aVULN|9RCR
338	26161 21326	   	174.06	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|347MLV|57VULN|67ASPD|7BPWR|8RCVC|9LHND|aRCR
339	26361 21233	   	174.06	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3DMSP|47CGEN|57VULN|67ASPD|7BPWR|8LIT|9FEWX|aRCR
340	26361 21253	   	174.06	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3DMSP|47CGEN|57VULN|67ASPD|7BPWR|8LIT|9LWND|aRCR
341	26516 12212	   	174.05	DCR|1VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1RPLT|2AART|3CDMG|4DUR|5RMIN|6AAC|7ASPD|8ZMB|9VULN|aRCR
342	33152 25242	   	174.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LEGI|2BELT|3CGEN|4DMG|5AART|6CDMG|7DUR|8ZMB|9VULN|aRCR
343	26351 61113	   	174.00	DCR|1AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	1RPLT|2AART|3DMSP|4DUR|5VULN|6RCR|7CDMG|8MLV|9ASPD|aAAC
344	26331 65212	   	173.98	DCR|2VULN|2AART|1ZMB	1RPLT|29AART|3DMSP|4LHND|58VULN|6RCR|7ZMB|aLWND
345	26331 65213	   	173.98	DCR|2VULN|2AART|1ZMB	1RPLT|29AART|3aDMSP|4LHND|58VULN|6RCR|7ZMB
346	26361 21161	   	173.96	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3DMSP|47CGEN|57VULN|67ASPD|7BPWR|8DUST|9RMIN|aRCR
347	26361 21243	   	173.96	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3DMSP|47CGEN|57VULN|67ASPD|7BPWR|8LIT|9DUST|aRCR
348	26361 21431	   	173.96	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3DMSP|47CGEN|57VULN|67ASPD|7BPWR|8LHND|9ERES|aRCR
349	26361 21531	   	173.96	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3DMSP|47CGEN|57VULN|67ASPD|7BPWR|8BEXP|9ERES|aRCR
350	26361 21631	   	173.96	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3DMSP|47CGEN|57VULN|67ASPD|7BPWR|8TLV|9LHND|aRCR
351	24121 65212	   	173.88	DCR|2VULN|2AART|1ZMB	1RPLT|2AME|39AART|4ERES|58VULN|6RCR|7ZMB|aLWND
352	24121 65213	   	173.88	DCR|2VULN|2AART|1ZMB	1RPLT|2AME|39AART|4ERES|58VULN|6RCR|7ZMB|aDMSP
353	26121 65212	   	173.88	DCR|2VULN|2AART|1ZMB	1RPLT|29AART|3MLV|4ERES|58VULN|6RCR|7ZMB|aLWND
354	26121 65213	   	173.88	DCR|2VULN|2AART|1ZMB	1RPLT|29AART|3MLV|4ERES|58VULN|6RCR|7ZMB|aDMSP
355	24162 23631	   	173.86	DCR|2VULN|2ASPD|1AART	1RPLT|2AME|3AART|4MLV|56ASPD|78VULN|9LHND|aRCR
356	25222 23631	   	173.86	DCR|2VULN|2ASPD|1AART	1RPLT|23FEWX|4AART|56ASPD|78VULN|9LWND|aRCR
357	26361 21141	   	173.86	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3DMSP|47CGEN|57VULN|67ASPD|7BPWR|8DUST|9ERES|aRCR
358	16621 34221	   	173.84	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|56LWND|7RCR|8DMG|9CGEN
359	16621 34231	   	173.84	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|56LWND|7RCR|8DMG|9AME
360	16621 34311	   	173.84	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|56LWND|7RCR|8CGEN|9DMG
361	16621 34321	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1DUST|2DUR|3AART|4aVULN|56LWND|7RCR|8CGEN|9ASPD
362	16623 24221	   	173.84	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|56FEWX|7RCR|8DMG|9CGEN
363	16623 24231	   	173.84	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|56FEWX|7RCR|8DMG|9AME
364	16623 24311	   	173.84	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|4aVULN|56FEWX|7RCR|8CGEN|9DMG
365	16623 24321	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1DUST|2DUR|3AART|4aVULN|56FEWX|7RCR|8CGEN|9ASPD
366	26331 62323	   	173.81	DCR|3VULN|1AART|1DUR	1RPLT|2AART|3DMSP|48LHND|589VULN|6RCR|7BELT|8BPWR|aDUR
367	55321 62323	   	173.81	DCR|3VULN|1AART|1DUR	1RCVC|2RPLT|38LWND|4AART|589VULN|6RCR|7BELT|8BPWR|aDUR
368	26122 23631	   	173.76	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3MLV|4ERES|56ASPD|78VULN|9LHND|aRCR
369	26341 23631	   	173.76	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|3DMSP|4LEGI|56ASPD|78VULN|9LHND|aRCR
370	26421 21334	   	173.76	DCR|2VULN|2ASPD|1AART	1RPLT|2AART|347ERES|57VULN|67ASPD|7BPWR|8FEWX|9DMSP|aRCR
371	33222 24156	 * 	173.75	DCR|1AART|1ASPD|1DMG|1NUKE|1CDMG	1LEGI|2BELT|3FEWX|4RCVC|5AART|6CDMG|7DMG|8ASPD|9RCR|aNUKE
372	13135 24241	   	173.74	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUST|2AAC|3CGEN|4AART|5DUR|6aVULN|7RCR|8DMG|9VENFST
373	36111 24221	   	173.74	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6AME|7RCR|8DMG|9CGEN
374	36111 24231	   	173.74	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6AME|7RCR|8DMG|9MLV
375	36111 24311	   	173.74	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6AME|7RCR|8CGEN|9DMG
376	36111 24321	   	173.74	DCR|2VULN|1AART|1ASPD|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6AME|7RCR|8CGEN|9ASPD
377	36111 64221	   	173.74	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6MLV|7RCR|8DMG|9CGEN
378	36111 64231	   	173.74	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6MLV|7RCR|8DMG|9AME
379	36111 64311	   	173.74	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6MLV|7RCR|8CGEN|9DMG
380	36111 64321	   	173.74	DCR|2VULN|1AART|1ASPD|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6MLV|7RCR|8CGEN|9ASPD
381	16621 34211	   	173.74	DCR|2VULN|1AART|1DMG|1NUKE|1DUR	1DUST|2DUR|3AART|4aVULN|56LWND|7RCR|8DMG|9NUKE
382	16623 24211	   	173.74	DCR|2VULN|1AART|1DMG|1NUKE|1DUR	1DUST|2DUR|3AART|4aVULN|56FEWX|7RCR|8DMG|9NUKE
383	26331 62123	   	173.71	DCR|3VULN|1AART|1DUR	1RPLT|2AART|3DMSP|4LHND|589VULN|6RCR|7BELT|aDUR
384	26351 62113	   	173.71	DCR|3VULN|1AART|1DUR	1RPLT|2AART|3DMSP|4DUR|58aVULN|6RCR|7BELT|9AME
385	26351 62121	   	173.71	DCR|3VULN|1AART|1DUR	1RPLT|2AART|3DMSP|4DUR|589VULN|6RCR|7BELT|aAME
386	55321 62123	   	173.71	DCR|3VULN|1AART|1DUR	1RCVC|2RPLT|3LWND|4AART|589VULN|6RCR|7BELT|aDUR
387	53151 11531	 * 	173.70	DCR|3VULN|2ASPD|2AAC	1RCVC|245VULN|39AAC|5BPWR|67ASPD|8RCR|aBEXP
388	53151 11532	   	173.70	DCR|3VULN|2ASPD|2AAC	1RCVC|245VULN|39AAC|5BPWR|67ASPD|8RCR|aLIT
389	53151 11533	   	173.70	DCR|3VULN|2ASPD|2AAC	1RCVC|245VULN|39AAC|5BPWR|67ASPD|8RCR|aLWND
390	15152 51213	 * 	173.68	DCR|2VULN|2AART|1AAC|1ZMB	125DUST|3AAC|45VULN|5BPWR|6RCR|7ZMB|8LHND|9aAART
391	15152 52313	   	173.68	DCR|2VULN|2AART|1AAC|1ZMB	125DUST|3AAC|45VULN|5BPWR|6RCR|7LHND|8ZMB|9aAART
392	36116 22223	   	173.67	DCR|2VULN|1AART|1DMG|1ZMB	1LEGI|29VULN|3TLV|4AART|5ZMB|6DLOT|7AELBLL|8RCR|aDMG
393	53151 12512	   	173.66	DCR|3VULN|1ASPD|1DMG|1AAC	1RCVC|245VULN|3AAC|5BPWR|6ASPD|7BEXP|8DMG|9LIT|aRCR
394	26112 34226	   	173.65	DCR|1VULN|1AART|1DMG|1NUKE|1ZMB	1RPLT|2AART|3MLV|4LHND|5VULN|6ZMB|7LIT|8RCR|9DMG|aNUKE
395	13135 24211	 * 	173.64	DCR|2VULN|1AART|1DMG|1NUKE|1AAC|1DUR	1DUST|2AAC|3CGEN|4AART|5DUR|6aVULN|7RCR|8DMG|9NUKE
396	36111 24211	   	173.64	DCR|2VULN|1AART|1NUKE|1DMG|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6AME|7RCR|8DMG|9NUKE
397	36111 64211	   	173.64	DCR|2VULN|1AART|1NUKE|1DMG|1DUR	1LEGI|2aVULN|3TLV|4AART|5DUR|6MLV|7RCR|8DMG|9NUKE
398	26121 62123	   	173.61	DCR|3VULN|1AART|1DUR	1RPLT|2AART|3MLV|4ERES|589VULN|6RCR|7BELT|aDUR
399	26351 62133	   	173.61	DCR|3VULN|1AART|1DUR	1RPLT|2AART|3DMSP|4DUR|58aVULN|6RCR|7BELT|9TLV
400	35241 14223	   	173.60	DCR|3VULN|1DMG|1CDMG|1SELL	1LEGI|2LIT|3SELL|4CDMG|5CGEN|679VULN|8RCR|aDMG
