0	Index      	 *	Score 	Summary	Detail	
1	62342 43713	 * 	217.01	DCR|4VULN|2DMG|2DUR|1ZMB	1589VULN|29DUR|3DLOT|4MBVNT|69DMG|7RCR|9BPWR|aZMB
319	25215 34242	 * 	190.32	ACR|3VULN|3ASPD|2CDMG	1RCR|2RPLT|39aVULN|459ASPD|6MBVNT|7RMIN|89CDMG|9BPWR
320	26132 13631	   	190.28	ACR|2DMG|2ASPD|1VULN|1AART|2DUR	1RCR|2DUST|3aDMG|48DUR|56ASPD|7VULN|9AART
321	26252 13631	   	190.28	ACR|2DMG|2ASPD|1VULN|1AART|2DUR	1RCR|2DUST|3VULN|4aDMG|56ASPD|78DUR|9AART
322	62211 43111	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8LWND|9DUST|aDMG
323	62211 43211	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8FEWX|9DUST|aDMG
324	63222 53236	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	17aVULN|2ASPD|3MULARM|45LIT|6RCR|8DUR|9DMG
325	63231 44313	   	190.02	DCR|2VULN|2AART|1ASPD|1DUR	1aVULN|2ASPD|3MULARM|4DUR|5MLV|69AART|7RCR|8LHND
326	63151 63311	   	190.01	DCR|3VULN|1ASPD|1DMG|1CDMG	169VULN|2ASPD|3DMG|48BEXP|5CDMG|7RMIN|aRCR
327	62211 43411	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8MBVNT|9DUST|aDMG
328	63231 42512	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	18VULN|2ASPD|3MULARM|4DUR|5MLV|6AART|7DUST|9RCR|aDMG
329	63121 23141	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2ASPD|3DMG|4DUR|5CDMG|6RMIN|7RCR|8VENFST|9AME|aAART
330	63121 23154	   	189.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2ASPD|3DMG|4DUR|5CDMG|6RMIN|7RCR|8VENFST|9LIT|aAART
331	63121 43141	   	189.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2ASPD|3DMG|4DUR|5CDMG|6CGEN|7RCR|8MULFIG|9AME|aAART
332	26251 11316	   	189.86	ACR|2VULN|2ASPD|1AART|1DMG|1ZMB	1RCR|2DUST|37VULN|4DMG|5ZMB|69ASPD|8RMIN|aAART
333	26121 16413	   	189.86	ACR|2VULN|2ASPD|1AART|1DMG|1AAC|1ZMB	1RCR|29DUST|3DMG|4AART|59ASPD|6DMSP|79VULN|8AAC|9BPWR|aZMB
334	62342 12211	   	189.82	DCR|2VULN|2AART|1ASPD|1DUR	15VULN|2DUR|3DLOT|4MBVNT|6aAART|7RCR|8ASPD|9BELT
335	62342 12241	   	189.82	DCR|2VULN|2AART|1ASPD|1DUR	15VULN|2DUR|3DLOT|4MBVNT|69AART|7RCR|8ASPD|aDMSP
336	62342 12243	   	189.82	DCR|2VULN|2AART|1ASPD|1DUR	15VULN|2DUR|3DLOT|4MBVNT|69AART|7RCR|8ASPD|aFEWX
337	62342 12244	   	189.82	DCR|2VULN|2AART|1ASPD|1DUR	15VULN|2DUR|3DLOT|4MBVNT|69AART|7RCR|8ASPD|aLIT
338	62342 12246	   	189.82	DCR|2VULN|2AART|1ASPD|1DUR	15VULN|2DUR|3DLOT|4MBVNT|69AART|7RCR|8ASPD|aLHND
339	62342 12247	   	189.82	DCR|2VULN|2AART|1ASPD|1DUR	15VULN|2DUR|3DLOT|4MBVNT|69AART|7RCR|8ASPD|aAME
340	62311 12561	   	189.82	DCR|2VULN|2AART|1ASPD|1DUR	19VULN|2DUR|3DLOT|4TLV|5ASPD|6aAART|7RCR|8AME
341	31133 26511	   	189.81	DCR|3VULN|1ASPD|1DMG|1CDMG	14ERES|257VULN|3ASPD|6CDMG|8BEXP|9DMG|aRCR
342	32643 12611	   	189.81	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	16ERES|2AAC|3CGEN|4ASPD|568VULN|6BPWR|7CDMG|9DMG|aRCR
343	62342 12248	   	189.72	DCR|2VULN|2AART|1ASPD|1DUR|1MSE	15VULN|2DUR|3DLOT|4MBVNT|69AART|7RCR|8ASPD|aMSE
344	62342 12271	   	189.72	DCR|2VULN|2AART|1ASPD|1DUR	15VULN|2DUR|3DLOT|4MBVNT|6aAART|7RCR|8ASPD|9DUST
345	31133 26311	   	189.71	DCR|3VULN|1ASPD|1DMG|1CDMG	14ERES|257VULN|3ASPD|6CDMG|8DUST|9DMG|aRCR
346	32143 12611	   	189.71	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	16ERES|2AAC|3TLV|4ASPD|568VULN|6BPWR|7CDMG|9DMG|aRCR
347	35343 26311	   	189.71	DCR|3VULN|1ASPD|1DMG|1CDMG	12ERES|2BPWR|357VULN|4ASPD|6CDMG|8DUST|9DMG|aRCR
348	51143 12611	 * 	189.71	DCR|3VULN|1ASPD|1DMG|1NUKE|1CDMG	1NUKE|26ERES|3TLV|4ASPD|568VULN|6BPWR|7CDMG|9DMG|aRCR
349	55132 12611	   	189.71	DCR|3VULN|1ASPD|1DMG|1NUKE|1CDMG	1NUKE|268VULN|3ASPD|4ERES|56TLV|6BPWR|7CDMG|9DMG|aRCR
350	63231 44312	   	189.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1VULN|2ASPD|3MULARM|4DUR|5MLV|69AART|7RCR|8LHND|aDMG
351	26121 62621	 * 	189.70	ACR|3DMG|3ASPD|1AART|1DUR|1SELL	1RCR|28DUST|389DMG|4AART|568ASPD|7SELL|8BPWR|aDUR
352	21421 14135	 * 	189.69	ACR|2VULN|2AART|1MDPS|1ASPD|1DMG|1DUR	1RCR|2RMIN|3DMG|4aAART|5MDPS|69VULN|7DUR|8ASPD
353	12513 22233	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3ASPD|4LHND|5DUST|69aVULN|7AART|8RCR
354	12563 22233	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3ASPD|4BEXP|5DUST|69aVULN|7AART|8RCR
355	13413 22233	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|3DUR|4LHND|5DUST|69aVULN|7AART|8RCR
356	13463 22233	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|3DUR|4BEXP|5DUST|69aVULN|7AART|8RCR
357	63121 23651	   	189.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2ASPD|3DMG|4DUR|5CDMG|6RMIN|7RCR|8ERES|9CANARM|aAART
358	63133 46311	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG	19VULN|2ASPD|35DMG|4ERES|68BEXP|7CDMG|aRCR
359	23122 16231	   	189.59	ACR|3VULN|2AART|1ASPD|1ZMB	1RCR|2CGEN|3ASPD|46AART|579VULN|8ZMB|aDMSP
360	23122 16234	   	189.59	ACR|3VULN|2AART|1ASPD|1ZMB	1RCR|2CGEN|3ASPD|46AART|579VULN|8ZMB|aRCVC
361	23122 16235	   	189.59	ACR|3VULN|2AART|1ASPD|1ZMB	1RCR|2CGEN|3ASPD|46AART|579VULN|8ZMB|aVENFST
362	23122 16266	   	189.59	ACR|3VULN|2AART|1ASPD|1ZMB	1RCR|2CGEN|3ASPD|46AART|57aVULN|8ZMB|9LIT
363	35135 31161	   	189.56	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	12ERES|26BPWR|3RMIN|46VULN|56DMG|7AAC|8CDMG|9ASPD|aRCR
364	23122 16233	   	189.49	ACR|3VULN|2AART|1ASPD|1ZMB	1RCR|2CGEN|3ASPD|46AART|579VULN|8ZMB|aERES
365	12115 22231	 * 	189.43	DCR|2VULN|2DMG|1AART|1DUR	1LWND|2DUR|3aDMG|4LHND|5DUST|69VULN|7AART|8RCR
366	12165 22231	   	189.43	DCR|2VULN|2DMG|1AART|1DUR	1LWND|2DUR|3aDMG|4BEXP|5DUST|69VULN|7AART|8RCR
367	12326 22231	   	189.43	DCR|2VULN|2DMG|1AART|1DUR	1LWND|2DUR|3DUST|4BEXP|5aDMG|69VULN|7AART|8RCR
368	63121 62352	   	189.42	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	16VULN|2ASPD|3DMG|4DUR|5CDMG|7LHND|8MLV|9RCR|aSPLREG
369	23122 11352	   	189.39	ACR|2VULN|2AART|2ASPD|2ZMB	1RCR|2aCGEN|39ASPD|46AART|5aVULN|7aZMB|8DMSP|aBPWR
370	21522 13452	   	189.36	ACR|2VULN|2ASPD|1AART|1CDMG|2DUR	1RCR|2RMIN|3aVULN|47DUR|56ASPD|8CDMG|9AART
371	35133 63231	   	189.36	DCR|4VULN|1AART|1DUR	127ERES|27BPWR|3RMIN|4578VULN|6RCR|9DUR|aAART
372	35133 63521	   	189.36	DCR|4VULN|1AART|1DUR	127ERES|27BPWR|3RMIN|4579VULN|6RCR|8DUR|aAART
373	62342 12832	   	189.32	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	15VULN|28DUR|3DLOT|4MBVNT|6AART|7RCR|9ASPD|aZMB
374	63121 62151	   	189.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	16VULN|2ASPD|3DMG|4DUR|5CDMG|7LHND|8AAC|9RCR|aSPLREG
375	26231 35133	 * 	189.27	ACR|5VULN|1AART|1CDMG	1RCR|2DUST|3679aVULN|4CDMG|5AART|8ERES
376	63225 43222	   	189.26	DCR|2VULN|2ASPD|1AART|2ZMB|1SELL	17VULN|27ASPD|3MULARM|4LIT|57ZMB|6SELL|7BPWR|8DUST|9RCR|aAART
377	66122 32431	 * 	189.22	DCR|2VULN|2DMG|1MDPS|1AART|1ZMB|1SELL	16VULN|2SELL|3MDPS|4MULFIG|57DMG|8ZMB|9RCR|aAART
378	12236 46112	   	189.20	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1LWND|2DUR|3VULN|4CDMG|58ERES|6RCR|79DMG|aAART
379	21423 11213	 * 	189.14	ACR|2VULN|2DMG|3ZMB|1AART	1RCR|2RMIN|39DMG|4AART|5FEWX|6DMSP|79aZMB|89VULN|9BPWR
380	21423 31213	   	189.14	ACR|2VULN|2DMG|3ZMB|1AART	1RCR|2RMIN|39DMG|4AART|56FEWX|79aZMB|89VULN|9BPWR
381	12252 42511	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3VULN|4aDMG|5ASPD|6AART|7AME|8RCR|9DUST
382	62112 42511	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1VULN|2DUR|3aDMG|4LHND|5ASPD|6AART|7AME|8RCR|9DUST
383	22131 41236	 * 	189.09	ACR|2VULN|1AART|2CDMG|1ASPD|1DMG	1RCR|2DMSP|3LIT|4ASPD|5AART|67CDMG|8DMG|9aVULN
384	22411 41236	   	189.09	ACR|2VULN|1AART|2CDMG|1ASPD|1DMG	1RCR|2DMSP|3ASPD|4LIT|5AART|67CDMG|8DMG|9aVULN
385	63133 14131	   	189.02	DCR|3DMG|2VULN|1ASPD|1SELL	19VULN|2ASPD|359DMG|4ERES|6FEWX|79LIT|8SELL|9BPWR|aRCR
386	63151 23613	   	189.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1VULN|2ASPD|3DMG|4BEXP|58CDMG|6RMIN|7RCR|9DMSP|aAART
387	62124 12521	   	188.96	DCR|2VULN|2DMG|1ASPD|2DUR	17VULN|24DUR|38DMG|5CGEN|6MSLREG|9RCR|aASPD
388	63121 23535	   	188.93	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1VULN|2ASPD|3aDMG|48DUR|5CDMG|6RMIN|7RCR|9AME
389	63161 23613	   	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1VULN|2ASPD|3DMG|4DUST|58CDMG|6RMIN|7RCR|9DMSP|aAART
390	31423 12521	   	188.86	DCR|2VULN|2DMG|1ASPD|2DUR	1ERES|27VULN|34DUR|58DMG|6MSLREG|9RCR|aASPD
391	62161 11223	   	188.86	DCR|2VULN|1ASPD|1DMG|3DUR|1ZMB	17VULN|29aDUR|3DMG|4BEXP|5ZMB|6ASPD|8RCR
392	63156 31223	   	188.86	DCR|2VULN|1ASPD|1DMG|3DUR|1ZMB	17VULN|2ASPD|3DMG|4BEXP|5ZMB|69aDUR|8RCR
393	63121 23616	   	188.83	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1VULN|2ASPD|39DMG|4aDUR|5CDMG|6RMIN|7RCR|8ERES
394	62211 22135	   	188.81	DCR|4VULN|1AART|2DUR	137aVULN|28DUR|4RPLT|5AART|6CGEN|9RCR
395	62211 31135	   	188.81	DCR|4VULN|1AART|2DUR	136aVULN|28DUR|4RPLT|5AART|7MLV|9RCR
396	62211 32135	   	188.81	DCR|4VULN|1AART|2DUR	136aVULN|28DUR|4RPLT|5AART|7CGEN|9RCR
397	12125 31216	   	188.78	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	19LWND|249DUR|3DMG|5AART|6RMIN|7ZMB|89VULN|9BPWR|aRCR
398	12525 31216	   	188.78	DCR|2VULN|1AART|1ASPD|3DUR|1ZMB	19LWND|249DUR|3ASPD|5AART|6RMIN|7ZMB|89VULN|9BPWR|aRCR
399	31241 43622	 * 	188.73	DCR|3VULN|3DMG	17ERES|257VULN|3TSLARM|4TLV|67aDMG|7BPWR|8CGEN|9RCR
400	63133 52133	   	188.72	DCR|3DMG|2VULN|1ASPD|1SELL	18VULN|2ASPD|358DMG|478ERES|6MBVNT|8BPWR|9SELL|aRCR
401	62211 35131	   	188.71	DCR|4VULN|1AART|2DUR	1367VULN|2aDUR|4RPLT|5AART|8ERES|9RCR
402	62211 52135	   	188.71	DCR|4VULN|1AART|2DUR	137aVULN|28DUR|4RPLT|5AART|6ERES|9RCR
403	22223 64216	   	188.70	ACR|2VULN|2ASPD|1AART|3DUR|1ZMB	1RCR|2DMSP|379DUR|4AART|5FEWX|69ASPD|89VULN|9BPWR|aZMB
404	21512 12415	 * 	188.66	ACR|3ASPD|2VULN|2AART|1AAC	1RCR|2RMIN|39VULN|49LHND|569ASPD|7aAART|8AAC|9BPWR
405	63542 13231	   	188.58	DCR|3ASPD|2DMG|1VULN|1DUR	1VULN|234ASPD|56DMG|7DUR|8RMIN|9SNIFST|aRCR
406	62125 31116	   	188.58	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	19VULN|249DUR|3DMG|5AART|6RMIN|7ZMB|89DUST|9BPWR|aRCR
407	23122 16355	   	188.56	ACR|3ASPD|2VULN|2AART	1RCR|2CGEN|39aASPD|46AART|57VULN|8LWND
408	23122 66353	   	188.56	ACR|3ASPD|2VULN|2AART	1RCR|2CGEN|369ASPD|4aAART|57VULN|8LWND
409	35432 13211	   	188.38	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	12ERES|2BPWR|3CDMG|459VULN|6DUR|7ZMB|8DMG|aRCR
410	12221 41213	   	188.11	DCR|2VULN|2AART|1CDMG|1DUR	1LWND|2DUR|3aVULN|4BEXP|59AART|6RCR|7CDMG|8DUST
411	13121 61255	 * 	188.10	DCR|3ZMB|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DMG|4DUR|5CDMG|6VULN|78aZMB|9RCR
412	12331 36233	   	188.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DUR|3DUST|4CDMG|5AART|6aVULN|7DMG|8RCR|9MLV
413	23122 16241	   	188.00	ACR|2VULN|2AART|1ASPD|1CDMG|1ZMB	1RCR|2CGEN|3ASPD|46AART|57VULN|8ZMB|9RMIN|aCDMG
414	63121 11255	   	188.00	DCR|3ZMB|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2ASPD|3DMG|4DUR|5CDMG|6LEGI|78aZMB|9RCR
415	62211 43342	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	139VULN|2DUR|4aRPLT|5AART|6CDMG|7RCR|8LIT
416	62211 43343	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	139VULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8LIT|aBEXP
417	31133 24254	   	187.92	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	148ERES|25VULN|3ASPD|6CDMG|7ZMB|9RCR|aAART
418	12165 22235	 * 	187.92	DCR|2VULN|2AART|1DMG|1DUR	1LWND|2DUR|3DMG|4BEXP|5DUST|69VULN|7aAART|8RCR
419	12326 22235	   	187.92	DCR|2VULN|2AART|1DMG|1DUR	1LWND|2DUR|3DUST|4BEXP|5DMG|69VULN|7aAART|8RCR
420	12563 22235	   	187.92	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|2DUR|3ASPD|4BEXP|5DUST|69VULN|7aAART|8RCR
421	13463 22235	   	187.92	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|2ASPD|3DUR|4BEXP|5DUST|69VULN|7aAART|8RCR
422	21622 11431	   	187.90	ACR|2VULN|2AART|1ASPD|1CDMG|1ZMB	1RCR|2RMIN|3ERES|46AART|59VULN|7ZMB|8ASPD|aCDMG
423	23122 16211	   	187.90	ACR|2VULN|2AART|1ASPD|1CDMG|1ZMB	1RCR|2CGEN|3ASPD|46AART|57VULN|8ZMB|9ERES|aCDMG
424	23122 16225	   	187.90	ACR|2VULN|2AART|1ASPD|1CDMG|1ZMB	1RCR|2CGEN|3ASPD|46AART|57VULN|8ZMB|9CANSTR|aCDMG
425	23432 11431	   	187.90	ACR|2VULN|2AART|1ASPD|1CDMG|1ZMB	1RCR|2CGEN|36AART|4ERES|59VULN|7ZMB|8ASPD|aCDMG
426	23432 16251	   	187.90	ACR|2VULN|2AART|1ASPD|1CDMG|1ZMB	1RCR|2CGEN|36AART|4ERES|57VULN|8ZMB|9ASPD|aCDMG
427	24432 11431	   	187.90	ACR|2VULN|2AART|1ASPD|1CDMG|1ZMB	1RCR|2AME|36AART|4ERES|59VULN|7ZMB|8ASPD|aCDMG
428	63121 46123	   	187.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2ASPD|3DMG|4DUR|5CDMG|6aCGEN|7BELT|8RCR|9AART
429	12233 23143	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2DUR|3VULN|4CDMG|5FEWX|6BELT|7ASPD|8RCR|9AART|aDMG
430	12235 23143	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2DUR|3VULN|4CDMG|5BEXP|6BELT|7ASPD|8RCR|9AART|aDMG
431	62211 43113	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	13aVULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8LWND|9DUST
432	62211 43213	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	13aVULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8FEWX|9DUST
433	62211 43341	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR|1MSE	139VULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8LIT|aMSE
434	13431 12613	   	187.85	DCR|2ASPD|1VULN|2CDMG|1DMG|1DUR	18LWND|28ASPD|3DUR|4CGEN|58CDMG|6LEGI|7RCR|8BPWR|9DMG|aVULN
435	63113 63132	   	187.84	DCR|2VULN|2DMG|1ASPD|1ZMB	16VULN|2ASPD|35DMG|4RPLT|7RMIN|8RCR|9AME|aZMB
436	66324 13311	   	187.84	DCR|4VULN|1ASPD|1AAC|1ZMB|1DUR|1SELL	1589VULN|2SELL|3AAC|4ZMB|6ASPD|7DUR|aRCR
437	26252 16132	   	187.83	ACR|2VULN|2ASPD|1AART|1DMG|1DUR	1RCR|2DUST|37VULN|4DMG|56ASPD|8FEWX|9AART|aDUR
438	21136 14613	   	187.83	ACR|3VULN|2ASPD|1AART|1AAC|1ZMB	1RCR|2RMIN|3AAC|489VULN|59BEXP|69ASPD|7AART|9BPWR|aZMB
439	21162 14613	   	187.83	ACR|3VULN|2ASPD|1AART|1AAC|1ZMB	1RCR|2RMIN|3AAC|49BEXP|589VULN|69ASPD|7AART|9BPWR|aZMB
440	12221 41215	   	187.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LWND|2DUR|3VULN|4BEXP|59AART|6RCR|7CDMG|8DUST|aASPD
441	12221 41551	   	187.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LWND|2DUR|3VULN|4BEXP|59AART|6RCR|7CDMG|8CANSTR|aASPD
442	12331 36235	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2DUR|3DUST|4CDMG|5AART|6VULN|7DMG|8RCR|9MLV|aASPD
443	12331 36263	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2DUR|3DUST|4CDMG|5AART|6VULN|7DMG|8RCR|9LHND|aASPD
444	16231 23143	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2DUST|3VULN|4CDMG|5DUR|6BELT|7ASPD|8RCR|9AART|aDMG
445	63121 46121	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2ASPD|3DMG|4DUR|5CDMG|6CGEN|7BELT|8RCR|9AART|aTLV
446	63121 46122	   	187.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2ASPD|3DMG|4DUR|5CDMG|6CGEN|7BELT|8RCR|9AART|aDUST
447	63543 21131	   	187.78	DCR|3VULN|3ASPD	167VULN|234ASPD|5BEXP|8FEWX|9SPLREG|aRCR
448	62211 43413	   	187.76	DCR|3VULN|1AART|1CDMG|1DUR	13aVULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8MBVNT|9DUST
449	13621 12613	   	187.75	DCR|2ASPD|1VULN|2CDMG|1DMG|1DUR	18LWND|28ASPD|3TLV|4DUR|58CDMG|6LEGI|7RCR|8BPWR|9DMG|aVULN
450	63113 63142	   	187.74	DCR|2VULN|2DMG|1ASPD|1ZMB	16VULN|2ASPD|35DMG|4RPLT|7RMIN|8RCR|9ERES|aZMB
451	23122 66231	   	187.73	ACR|3VULN|2ASPD|1AART|1ZMB	1RCR|2CGEN|36ASPD|4AART|579VULN|8ZMB|aDMSP
452	23122 66234	   	187.73	ACR|3VULN|2ASPD|1AART|1ZMB	1RCR|2CGEN|36ASPD|4AART|579VULN|8ZMB|aRCVC
453	23122 66235	   	187.73	ACR|3VULN|2ASPD|1AART|1ZMB	1RCR|2CGEN|36ASPD|4AART|579VULN|8ZMB|aVENFST
454	35432 11361	   	187.71	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	12ERES|2BPWR|37CDMG|45VULN|6DUR|8DMG|9ASPD|aRCR
455	63231 42513	   	187.68	DCR|3VULN|1AART|1ASPD|1DUR	18aVULN|2ASPD|3MULARM|4DUR|5MLV|6AART|7DUST|9RCR
456	63543 21331	   	187.68	DCR|3VULN|3ASPD	167VULN|234ASPD|5BEXP|8DUST|9SPLREG|aRCR
457	62311 12136	   	187.65	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1VULN|2DUR|3DLOT|4TLV|59ASPD|6AART|7RCR|8DMSP|aDMG
458	21134 14613	   	187.63	ACR|3VULN|2ASPD|1AART|1AAC|1ZMB	1RCR|2RMIN|3AAC|489VULN|59DUST|69ASPD|7AART|9BPWR|aZMB
459	21152 14613	   	187.63	ACR|3VULN|2ASPD|1AART|1AAC|1ZMB	1RCR|2RMIN|3AAC|49DUST|589VULN|69ASPD|7AART|9BPWR|aZMB
460	23122 66233	   	187.63	ACR|3VULN|2ASPD|1AART|1ZMB	1RCR|2CGEN|36ASPD|4AART|579VULN|8ZMB|aERES
461	13111 45711	   	187.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DMG|4RPLT|59AART|6MBVNT|7VULN|8RCR|aDUR
462	63511 12133	   	187.56	DCR|3VULN|2ASPD|2DUR	19aVULN|23ASPD|49LIT|59DUR|6RMIN|7RCR|8LEGI|9BPWR
463	31133 41653	 * 	187.56	DCR|4VULN|2ASPD|1NUKE	14ERES|256aVULN|36ASPD|6BPWR|7NUKE|8RCR|9AME
464	23122 16333	   	187.56	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2CGEN|3ASPD|46AART|579VULN|8LWND|aDUR
465	33422 53323	 * 	187.50	DCR|2AART|2ASPD|1VULN|1CDMG	1ERES|2DUST|36AART|4TSLFST|5CDMG|7VULN|8aASPD|9RCR
466	62223 13116	   	187.49	DCR|3VULN|1DMG|1CDMG|2DUR	135VULN|24DUR|6DMG|7RPLT|8RCR|9DMSP|aCDMG
467	62223 13166	   	187.49	DCR|3VULN|1DMG|1CDMG|2DUR	135VULN|24DUR|6DMG|7RPLT|8RCR|9BEXP|aCDMG
468	62342 12345	   	187.49	DCR|3VULN|2AART|1AAC|1DUR	15aVULN|2DUR|3DLOT|4MBVNT|69AART|7RCR|8AAC
469	62211 43135	   	187.40	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	13VULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8LWND|9SPLREG|aZMB
470	62211 43235	   	187.40	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	13VULN|2DUR|4RPLT|5AART|6CDMG|7RCR|8FEWX|9SPLREG|aZMB
471	12131 62612	   	187.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	18LWND|2DUR|39DMG|4CGEN|5CDMG|6VULN|7RCR|aAART
472	12151 62612	   	187.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	18LWND|2DUR|39DMG|4AME|5CDMG|6VULN|7RCR|aAART
473	25222 31324	   	187.38	ACR|3VULN|2DMG|1ASPD|1ZMB	1RCR|2RPLT|369VULN|4MULFIG|5aDMG|7ASPD|8ZMB
474	53422 33223	 * 	187.34	DCR|1SPLARM|2VULN|1AART|1ASPD|1NUKE|1CDMG	1NUKE|2DUST|3AART|4SPLARM|5CDMG|68VULN|7RMIN|9RCR|aASPD
475	21511 11546	   	187.33	ACR|3VULN|2ASPD|1DMG|2ZMB	1RCR|2RMIN|379VULN|4LHND|59ZMB|69ASPD|8MBVNT|9BPWR|aDMG
476	35533 41221	 * 	187.33	DCR|3VULN|2DMG|1NUKE|1CDMG	12ERES|26BPWR|36DMG|456VULN|7NUKE|8CDMG|9LHND|aRCR
477	35533 41231	   	187.33	DCR|3VULN|2DMG|1NUKE|1CDMG	12ERES|26BPWR|36DMG|456VULN|7NUKE|8CDMG|9LWND|aRCR
478	26123 33233	 * 	187.29	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1RCR|25DUST|38DMG|4AART|6CDMG|7DUR|9aVULN
479	31241 52522	   	187.29	DCR|3VULN|2DMG|1DUR	1ERES|257VULN|3TSLARM|4TLV|6RCR|8aDMG|9DUR
480	63133 32131	   	187.29	DCR|2VULN|2DMG|2ASPD|1SELL	16VULN|27ASPD|35DMG|46ERES|6BPWR|8DUST|9SELL|aRCR
481	62342 12183	   	187.26	DCR|4VULN|1AART|1DUR	159aVULN|2DUR|3DLOT|4MBVNT|6AART|7RCR|8LEGI
482	22224 41613	   	187.26	ACR|3VULN|1AART|1ASPD|2DUR|1ZMB	1RCR|2DMSP|39DUR|4AART|5ASPD|689VULN|79BEXP|9BPWR|aZMB
