0	Index      	 *	Score 	Summary	Detail	
1	42422 12263	 * 	203.63	DCR|3VULN|1AART|1ASPD|1DMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8CGEN|9AART|aDMG
319	34535 33111	   	176.01	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2LWND|3ASPD|4AART|5DMSP|6CANSTR|7RMIN|8RCR|9aVULN
320	36515 33111	   	176.01	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|24BEXP|3ASPD|5AART|6CANSTR|7RMIN|8RCR|9aVULN
321	35241 36121	   	175.99	DCR|2VULN|1ASPD|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4ASPD|5BEXP|67VULN|8RPLT|9ZMB|aRCR
322	15423 15113	   	175.98	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2CDMG|3FEWX|4DUR|5ASPD|6RCR|7LWND|8VULN|9RMIN|aAART
323	34263 12113	   	175.98	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2LWND|3CDMG|4FEWX|5ASPD|6RCR|7BEXP|8VULN|9RMIN|aAART
324	35443 12113	   	175.98	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2CDMG|3FEWX|4LWND|5ASPD|6RCR|7BEXP|8VULN|9RMIN|aAART
325	35563 12113	   	175.98	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2CDMG|3LWND|4FEWX|5ASPD|6RCR|7BEXP|8VULN|9RMIN|aAART
326	24181 13272	   	175.96	DCR|1SPLARM|2VULN|1AART|1ASPD	1TLV|2MBVNT|3MLV|4AART|5aVULN|6LHND|7SPLARM|8ASPD|9RCR
327	24481 13272	   	175.96	DCR|1SPLARM|2VULN|1AART|1ASPD	1TLV|2MBVNT|3CGEN|4AART|5aVULN|6LHND|7SPLARM|8ASPD|9RCR
328	42422 12211	   	175.94	DCR|3VULN|1ASPD|1CDMG	1DMSP|24LHND|345VULN|4BPWR|6ASPD|7RCR|8CGEN|9ERES|aCDMG
329	15423 14113	   	175.88	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2CDMG|3FEWX|4DUR|5ASPD|6RCR|7DUST|8VULN|9RMIN|aAART
330	34263 14113	   	175.88	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2LWND|3CDMG|4FEWX|5ASPD|6RCR|7DUST|8VULN|9RMIN|aAART
331	26233 13363	   	175.87	DCR|2VULN|1ASPD|1NUKE|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6CGEN|7MSLFST|8RCR|9ERES|aNUKE
332	26233 23363	   	175.87	DCR|2VULN|1NUKE|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6AME|7MSLFST|8RCR|9ERES|aNUKE
333	24181 33272	   	175.86	DCR|1SPLARM|2VULN|1AART|1ASPD	1TLV|2MBVNT|3MLV|4AART|5aVULN|6DUST|7SPLARM|8ASPD|9RCR
334	42462 12211	   	175.84	DCR|3VULN|1ASPD|1CDMG	1DMSP|2LHND|345VULN|6ASPD|7RCR|8CGEN|9ERES|aCDMG
335	42422 12232	   	175.84	DCR|4VULN|1ASPD	1DMSP|24aLHND|345aVULN|4aBPWR|6ASPD|7RCR|8CGEN|9aAELBLL
336	42462 12232	   	175.74	DCR|4VULN|1ASPD	1DMSP|2aLHND|345aVULN|6ASPD|7RCR|8CGEN|9aAELBLL|aBPWR
337	35234 43222	   	175.67	DCR|1AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4DMG|5ASPD|6ZMB|7AART|8MLV|9BEXP|aRCR
338	15123 42412	 * 	175.58	DCR|2AART|1VULN|1ASPD|1CDMG	1BEXP|2CDMG|3RPLT|4LWND|5ASPD|6aAART|7MLV|8RCR|9VULN
339	35234 43312	   	175.57	DCR|1AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4DMG|5ASPD|6ZMB|7AART|8DUST|9MLV|aRCR
340	35234 43322	   	175.57	DCR|1AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4DMG|5ASPD|6ZMB|7AART|8DUST|9CGEN|aRCR
341	35132 51411	   	175.56	DCR|2VULN|1AART|2CDMG|1DUR	1DUR|26CDMG|3RPLT|49VULN|5LHND|7AART|8RCR|aLWND
342	26432 52212	   	175.56	DCR|3VULN|1ASPD|1DMG	1TLV|2ASPD|345VULN|6RPLT|7ERES|8LHND|9RCR|aDMG
343	26432 53312	   	175.56	DCR|3VULN|1ASPD|1DMG	1TLV|2ASPD|345VULN|6RPLT|7LHND|8ERES|9RCR|aDMG
344	42422 12614	   	175.54	DCR|4VULN|1ASPD	1DMSP|24LHND|345aVULN|4BPWR|6ASPD|7RCR|8MBVNT|9CGEN
345	42422 12634	   	175.54	DCR|4VULN|1ASPD	1DMSP|24LHND|345aVULN|4BPWR|6ASPD|7RCR|8MBVNT|9MLV
346	15423 12123	   	175.53	DCR|1VULN|2CDMG|1ASPD|1DMG|1DUR	17BEXP|28CDMG|3FEWX|4DUR|5ASPD|6RCR|9DMG|aVULN
347	15423 13123	   	175.53	DCR|1VULN|2CDMG|1ASPD|1DMG|1DUR	1BEXP|28CDMG|3FEWX|4DUR|5ASPD|6RCR|7DMSP|9DMG|aVULN
348	34263 13123	   	175.53	DCR|1VULN|2CDMG|1ASPD|1DMG|1DUR	1DUR|27LWND|38CDMG|4FEWX|5ASPD|6RCR|9DMG|aVULN
349	35443 13123	   	175.53	DCR|1VULN|2CDMG|1ASPD|1DMG|1DUR	1DUR|28CDMG|3FEWX|47LWND|5ASPD|6RCR|9DMG|aVULN
350	35563 13123	   	175.53	DCR|1VULN|2CDMG|1ASPD|1DMG|1DUR	1DUR|28CDMG|37LWND|4FEWX|5ASPD|6RCR|9DMG|aVULN
351	22321 21154	 * 	175.50	DCR|3VULN|1MDPS|1DMG|1CDMG|1SELL	1TLV|2SELL|3MDPS|468VULN|5BEXP|7RCR|9CDMG|aDMG
352	22326 21154	 * 	175.50	DCR|3VULN|1MDPS|1DMG|1CDMG|1SELL	1TLV|2SELL|3MDPS|458VULN|6FEWX|7RCR|9CDMG|aDMG
353	15123 11412	   	175.48	DCR|2AART|1VULN|1ASPD|1CDMG	1BEXP|2CDMG|3RPLT|4LWND|5ASPD|6ERES|7aAART|8RCR|9VULN
354	15143 11412	   	175.48	DCR|2AART|1VULN|1ASPD|1CDMG	1BEXP|2CDMG|3RPLT|4LHND|5ASPD|6ERES|7aAART|8RCR|9VULN
355	15622 11432	   	175.48	DCR|2AART|1VULN|1DMG|1CDMG	1BEXP|2CDMG|3CGEN|4RPLT|5VULN|6ERES|79AART|8RCR|aDMG
356	15622 11433	   	175.48	DCR|2AART|1VULN|1NUKE|1CDMG	1BEXP|2CDMG|3CGEN|4RPLT|5VULN|6ERES|79AART|8RCR|aNUKE
357	15622 31432	   	175.48	DCR|2AART|1VULN|1DMG|1CDMG	1BEXP|2CDMG|3CGEN|4RPLT|5VULN|6TLV|79AART|8RCR|aDMG
358	15622 31433	   	175.48	DCR|2AART|1VULN|1NUKE|1CDMG	1BEXP|2CDMG|3CGEN|4RPLT|5VULN|6TLV|79AART|8RCR|aNUKE
359	26231 63412	   	175.44	DCR|2DMG|1VULN|1ASPD|1CDMG	1TLV|2ASPD|3CDMG|4VULN|5CGEN|6RMIN|7LHND|8aDMG|9RCR
360	34256 13122	   	175.43	DCR|1VULN|2CDMG|1ASPD|1DMG|1DUR	1DUR|27LWND|38CDMG|4ERES|5VULN|6RCR|9DMG|aASPD
361	32343 53336	   	175.40	DCR|2VULN|2DMG|2DUR|2RMIN	17DUR|23RMIN|49VULN|57LWND|67DMG|7BPWR|8LHND|aRCR
362	42412 12136	   	175.29	DCR|3VULN|2ASPD	1DMSP|24aLHND|35aVULN|6aASPD|7RCR|8RCVC|9RPLT|aBPWR
363	33631 41236	   	175.28	DCR|2VULN|1AART|1CDMG|2DUR	18DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|9LEGI|aCDMG
364	33631 41326	 * 	175.20	DCR|2VULN|2AART|2DUR	1aDUR|2FEWX|35VULN|4BEXP|68AART|7RCR|9CGEN
365	42422 12131	   	175.19	DCR|3VULN|2ASPD	1DMSP|24LHND|345VULN|4BPWR|6aASPD|7RCR|8RCVC|9RPLT
366	42412 12152	   	175.12	DCR|2VULN|1AART|1ASPD|1DUR	1DMSP|24LHND|35VULN|6ASPD|7RCR|8RCVC|9DUR|aAART
367	22326 21166	 * 	175.10	DCR|4VULN|1MDPS|1ASPD|1SELL	1TLV|2SELL|3MDPS|458aVULN|6FEWX|7RCR|9ASPD
368	42462 12131	   	175.09	DCR|3VULN|2ASPD	1DMSP|2LHND|345VULN|6aASPD|7RCR|8RCVC|9RPLT
369	33531 33113	   	175.09	DCR|2ASPD|1VULN|1AART|2DUR	15DUR|2FEWX|3aASPD|4AART|6CANSTR|7RMIN|8RCR|9VULN
370	34531 33113	   	175.09	DCR|2ASPD|1VULN|1AART|2DUR	15DUR|2LWND|3aASPD|4AART|6CANSTR|7RMIN|8RCR|9VULN
371	32134 33137	   	175.07	DCR|2VULN|1ASPD|1DMG|1DUR|1RMIN	1DUR|2RMIN|3MLV|46VULN|5BELT|7MBVNT|8RCR|9ASPD|aDMG
372	41112 12166	   	175.06	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4RCVC|58VULN|6LHND|7DMG|9RPLT|aRCR
373	34313 53326	   	174.89	DCR|2VULN|2DMG|2DUR|1RMIN	17DUR|25LWND|37VULN|4RMIN|67DMG|7BPWR|8LHND|9RCVC|aRCR
374	15213 61163	 * 	174.86	DCR|3VULN|1MDPS|2CDMG|2DUR	1BEXP|24CDMG|34DUR|4BPWR|59aVULN|6MDPS|7LIT|8RCR
375	12431 62261	   	174.78	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1RMIN	156BEXP|2RMIN|3ZMB|4VULN|7CDMG|8AART|9RCR|aDMG
376	33631 41633	   	174.70	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8LWND|9RCVC|aDMG
377	33612 54233	   	174.65	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1RMIN	1DUR|2FEWX|3VULN|4RMIN|5LHND|6CDMG|7DUST|8RCR|9DMG|aAART
378	33631 41433	   	174.60	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8DUST|9RCVC|aDMG
379	44331 41233	   	174.50	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1DMSP|2MDPS|3DUST|45VULN|6AART|7RCR|8DUR|9RCVC|aDMG
380	24842 11138	   	174.46	DCR|2DMG|2ASPD|1VULN	1aTLV|2MBVNT|3RCVC|4aDMG|5VULN|6DUST|7BELT|8RCR|9aASPD|aBPWR
381	32431 23625	 * 	174.37	DCR|2VULN|1AART|2ZMB|1DUR|1RMIN	1DUR|2RMIN|39ZMB|48VULN|5BEXP|6LIT|7RCR|aAART
382	33631 41623	   	174.27	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8LWND|9ASPD|aRCVC
383	14263 11533	   	174.23	DCR|2VULN|1MDPS|2ASPD|1CDMG	1BEXP|2LWND|3CDMG|4FEWX|59ASPD|6RCR|7MDPS|8aVULN
384	42422 12242	   	174.21	DCR|3VULN|2ASPD	1DMSP|249aLHND|345VULN|4aBPWR|6aASPD|7RCR|8aCGEN
385	23153 63431	   	174.16	ACR|2VULN|2ASPD|1DMG|1CDMG	1TLV|2RCR|3MLV|4CDMG|57VULN|6RMIN|8aASPD|9DMG
386	43223 63342	   	174.14	DCR|2VULN|1AART|1ASPD|1ZMB	1DMSP|2RPLT|3CGEN|4ZMB|57VULN|6RMIN|8AART|9ASPD|aRCR
387	33332 41313	   	174.12	DCR|2VULN|2AART|1DUR	1DUR|2FEWX|34BEXP|59VULN|68AART|7RCR|aRMIN
388	33631 41353	   	174.12	DCR|2VULN|2AART|1DUR	1DUR|2FEWX|35VULN|4BEXP|68AART|7RCR|9DMSP|aRMIN
389	33631 41363	   	174.12	DCR|2VULN|2AART|1DUR	1DUR|29FEWX|35VULN|4BEXP|68AART|7RCR|aRMIN
390	26231 23413	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|4aVULN|5CGEN|6AME|7LHND|8DMG|9RCR
391	26231 26413	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|4aVULN|5CGEN|6AME|7LWND|8DMG|9RCR
392	26233 33411	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7LHND|8DMG|9RCR|aAELBLL
393	26233 33412	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7LHND|8DMG|9RCR|aFEWX
394	26233 33414	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7aLHND|8DMG|9RCR
395	26233 33415	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7LHND|8DMG|9RCR|aVENFST
396	26233 36411	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7LWND|8DMG|9RCR|aAELBLL
397	26233 36412	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6BEXP|7LWND|8DMG|9RCR|aFEWX
398	41122 33412	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4FEWX|5ERES|6BEXP|7aVULN|8DMG|9RCR
399	41131 33412	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4ERES|5LHND|6BEXP|7aVULN|8DMG|9RCR
400	42242 33412	   	174.07	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2LHND|3CDMG|4ASPD|5ERES|6BEXP|7aVULN|8DMG|9RCR
401	15236 22251	   	174.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1BEXP|2CDMG|3DUR|4DLOT|5AART|6ASPD|7BELT|8ZMB|9VULN|aRCR
402	33631 41335	   	174.02	DCR|2VULN|2AART|1DUR	1DUR|2FEWX|35VULN|4BEXP|68AART|7RCR|9LEGI|aRMIN
403	42422 12342	   	174.01	DCR|3VULN|2ASPD	1DMSP|249aLHND|345VULN|4aBPWR|6aASPD|7RCR|8aERES
404	12315 26113	   	173.99	DCR|2ASPD|1VULN|1AART|1DUR|2RMIN	1BEXP|23RMIN|4DUR|5AART|6aASPD|7MULARM|8RCR|9VULN
405	32335 26113	   	173.99	DCR|2ASPD|1VULN|1AART|1DUR|2RMIN	1DUR|23RMIN|4BEXP|5AART|6aASPD|7MULARM|8RCR|9VULN
406	24434 53212	   	173.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2MBVNT|3CGEN|47VULN|5ASPD|6CDMG|8LHND|9RCR|aDMG
407	24463 43512	   	173.97	DCR|2VULN|1ASPD|1DMG|1CDMG	16TLV|2MBVNT|3CGEN|4CDMG|56VULN|6BPWR|7LHND|8DMG|9RCR|aASPD
408	26232 36413	 * 	173.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1TLV|2ASPD|3CDMG|4aVULN|5LHND|6CGEN|7AAC|8DMG|9RCR
409	26233 53411	   	173.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6DUST|7LHND|8DMG|9RCR|aAELBLL
410	26233 53412	   	173.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|45VULN|6DUST|7LHND|8DMG|9RCR|aFEWX
411	41122 53412	   	173.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4FEWX|5ERES|6DUST|7aVULN|8DMG|9RCR
412	41131 53412	   	173.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1DMSP|2ASPD|3CDMG|4ERES|5LHND|6DUST|7aVULN|8DMG|9RCR
413	33332 41512	   	173.94	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34BEXP|59VULN|6AART|7RCR|8MLV|aDMG
414	33332 41513	   	173.94	DCR|2VULN|1AART|1NUKE|1DUR	1DUR|2FEWX|34BEXP|59VULN|6AART|7RCR|8MLV|aNUKE
415	33631 41522	   	173.94	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|35VULN|49BEXP|6AART|7RCR|8MLV|aDMG
416	33631 41523	   	173.94	DCR|2VULN|1AART|1NUKE|1DUR	1DUR|2FEWX|35VULN|49BEXP|6AART|7RCR|8MLV|aNUKE
417	33631 41533	   	173.94	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8MLV|9RPLT|aDMG
418	21223 63342	   	173.94	DCR|2VULN|1AART|1ASPD|1ZMB	12TLV|2BPWR|3RPLT|4ZMB|57VULN|6RMIN|8AART|9ASPD|aRCR
419	33362 41163	   	173.94	DCR|2DMG|1VULN|1AART|1AAC|1DUR	1DUR|2FEWX|3BEXP|4RCVC|5VULN|6AART|7RCR|8AAC|9aDMG
420	45142 33212	   	173.92	DCR|1SPLARM|2VULN|1AART|1ASPD|1SELL	1DMSP|2BEXP|3SELL|4ASPD|5FEWX|68VULN|7SPLARM|9AART|aRCR
421	42422 12312	   	173.91	DCR|3VULN|2ASPD	1DMSP|24aLHND|345VULN|4aBPWR|6aASPD|7RCR|89aERES
422	24463 44512	   	173.87	DCR|2VULN|1ASPD|1DMG|1CDMG	16TLV|2MBVNT|3CGEN|4CDMG|56VULN|6BPWR|7DUST|8DMG|9RCR|aASPD
423	26212 53413	   	173.87	DCR|2VULN|1ASPD|1DMG|1CDMG	1TLV|2ASPD|3CDMG|4MLV|5ERES|6DUST|7aVULN|8DMG|9RCR
424	26232 16413	   	173.87	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1TLV|2ASPD|3CDMG|4aVULN|5LHND|6ERES|7AAC|8DMG|9RCR
425	33562 24313	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2FEWX|3ASPD|4ERES|5LWND|69VULN|7RCR|8SNIFST|aAART
426	33332 41112	   	173.84	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUR|2FEWX|34BEXP|59VULN|6AART|7RCR|8AAC|aDMG
427	33332 41113	   	173.84	DCR|2VULN|1AART|1NUKE|1AAC|1DUR	1DUR|2FEWX|34BEXP|59VULN|6AART|7RCR|8AAC|aNUKE
428	33631 41161	   	173.84	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8AAC|9DMG|aCGEN
429	33631 41422	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8DUST|9ASPD|aDMSP
430	33631 41423	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2aFEWX|35VULN|4BEXP|6AART|7RCR|8DUST|9ASPD
431	33631 41621	   	173.84	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8LWND|9ASPD|aDUST
432	23433 33316	 * 	173.82	ACR|3VULN|1DMG|3DUR|2ZMB	167TLV|2RCR|38ZMB|478VULN|578DUR|78BPWR|9RMIN|aDMG
433	42462 12312	   	173.81	DCR|3VULN|2ASPD	1DMSP|2aLHND|345VULN|6aASPD|7RCR|89aERES|aBPWR
434	42422 12316	   	173.81	DCR|3VULN|2ASPD	1DMSP|24LHND|345VULN|4BPWR|6aASPD|7RCR|89ERES
435	44331 41222	   	173.74	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1aDMSP|2MDPS|3DUST|45VULN|6AART|7RCR|8DUR|9ASPD
436	44331 41223	   	173.74	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1DMSP|2MDPS|3DUST|45VULN|6AART|7RCR|8DUR|9ASPD|aFEWX
437	44331 41323	   	173.74	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1DMSP|2MDPS|3DUST|45VULN|6AART|7RCR|8LWND|9ASPD|aDUR
438	33631 41123	   	173.74	DCR|2VULN|1AART|1NUKE|1AAC|1DUR	1DUR|2FEWX|35VULN|49BEXP|6AART|7RCR|8AAC|aNUKE
439	33631 41153	   	173.74	DCR|2VULN|1AART|1NUKE|1AAC|1DUR	1DUR|29FEWX|35VULN|4BEXP|6AART|7RCR|8AAC|aNUKE
440	33631 41421	   	173.74	DCR|2VULN|1AART|1ASPD|1DUR|1MSE	1DUR|2FEWX|35VULN|4BEXP|6AART|7RCR|8DUST|9ASPD|aMSE
441	14256 13133	   	173.74	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|28LWND|3CDMG|4ERES|5VULN|6RCR|7AART|9DMG|aZMB
442	14256 12333	   	173.74	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	17BEXP|2LWND|3CDMG|4ERES|5VULN|6RCR|8AART|9DMG|aZMB
443	34263 12153	   	173.66	DCR|2VULN|1ASPD|1CDMG|2DUR	19DUR|2LWND|3CDMG|4FEWX|5ASPD|6RCR|7BEXP|8aVULN
444	13332 62266	 * 	173.66	DCR|3VULN|1AART|1CDMG	136BEXP|2FEWX|459VULN|7CDMG|8AART|aRCR
445	44331 41221	   	173.64	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR|1MSE	1DMSP|2MDPS|3DUST|45VULN|6AART|7RCR|8DUR|9ASPD|aMSE
446	23431 51115	 * 	173.64	ACR|2VULN|1AART|1ASPD|1DMG|1ZMB	1TLV|2RCR|3ZMB|49VULN|5BEXP|6ASPD|7AART|8LWND|aDMG
