0	Index      	 *	Score 	Summary	Detail	
1	44331 32433	 * 	221.50	DCR|2VULN|2ASPD|1AART|2CDMG|1NUKE	1TLV|2MBVNT|36CDMG|46ASPD|5AART|6BPWR|79VULN|8RCR|aNUKE
326	32533 13246	   	197.52	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1ASPD|2AART|3MDPS|4LHND|5CDMG|69aVULN|7ERES|8RCR
327	32322 52311	   	197.49	DCR|3VULN|2ASPD|1AART	14ASPD|2AART|3ERES|58aVULN|6LWND|7RCR|9DUST
328	32322 52322	   	197.49	DCR|3VULN|2ASPD|1AART	14ASPD|2AART|3ERES|58aVULN|6LWND|7RCR|9BASFIG
329	32412 22311	   	197.49	DCR|3VULN|2ASPD|1AART	15ASPD|2AART|38aVULN|4LWND|6ERES|7RCR|9DUST
330	32412 22322	   	197.49	DCR|3VULN|2ASPD|1AART	15ASPD|2AART|38aVULN|4LWND|6ERES|7RCR|9BASFIG
331	36612 22311	   	197.49	DCR|3VULN|2ASPD|1AART	15ASPD|28aVULN|3AART|4LWND|6ERES|7RCR|9DUST
332	36612 22322	   	197.49	DCR|3VULN|2ASPD|1AART	15ASPD|28aVULN|3AART|4LWND|6ERES|7RCR|9BASFIG
333	23433 13314	   	197.45	DCR|3VULN|2AART|1ASPD	147VULN|2LIT|3ERES|5ASPD|6aAART|8RCR|9RMIN
334	23433 13344	   	197.45	DCR|3VULN|2AART|1ASPD	147VULN|2LIT|3ERES|5ASPD|6aAART|8RCR|9AME
335	32131 43361	   	197.45	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LIT|5TLV|679VULN|8RCR|aMLV
336	32131 43365	   	197.45	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LIT|5TLV|679VULN|8RCR|aRMIN
337	32143 13231	   	197.45	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LWND|59aVULN|6AME|7DUST|8RCR
338	32411 24231	   	197.45	DCR|3VULN|2AART|1ASPD	1ASPD|27AART|39aVULN|4LWND|5TLV|6LHND|8RCR
339	36611 24231	   	197.45	DCR|3VULN|2AART|1ASPD	1ASPD|29aVULN|37AART|4LWND|5TLV|6LHND|8RCR
340	32624 32422	   	197.44	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1ASPD|24AART|3CDMG|5RMIN|6MDPS|7RCR|8DUST|9VULN|aDMG
341	32624 32633	   	197.44	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1ASPD|24AART|3CDMG|5RMIN|6MDPS|7RCR|8TLV|9VULN|aDMG
342	23253 13361	   	197.42	DCR|4VULN|1AART|1ASPD	1379VULN|23LIT|3BPWR|4CGEN|5ASPD|6AART|8RCR|aMLV
343	23253 13365	   	197.42	DCR|4VULN|1AART|1ASPD	1379VULN|23LIT|3BPWR|4CGEN|5ASPD|6AART|8RCR|aRMIN
344	21123 24635	   	197.39	DCR|2VULN|2DMG|1AART|1ASPD	17VULN|2TLV|37FEWX|4ASPD|59DMG|67BEXP|7BPWR|8AART|aRCR
345	32131 43366	   	197.35	DCR|3VULN|2AART|1ASPD	1ASPD|23AART|4LIT|5TLV|679VULN|8RCR|aDUST
346	31642 26343	   	197.33	DCR|3VULN|1AART|1ASPD|1DMG	1ASPD|2FEWX|3AART|4MBVNT|579VULN|6BASFIG|8DMG|aRCR
347	23353 13361	   	197.32	DCR|4VULN|1AART|1ASPD	1379VULN|2LIT|4CGEN|5ASPD|6AART|8RCR|aMLV
348	23353 13365	   	197.32	DCR|4VULN|1AART|1ASPD	1379VULN|2LIT|4CGEN|5ASPD|6AART|8RCR|aRMIN
349	23253 13366	   	197.32	DCR|4VULN|1AART|1ASPD	1379VULN|23LIT|3BPWR|4CGEN|5ASPD|6AART|8RCR|aDUST
350	32624 11243	   	197.23	DCR|2AART|2ASPD|1VULN|2CDMG	1aASPD|24AART|36CDMG|5RMIN|7DMSP|8RCR|9VULN
351	23433 13361	   	197.22	DCR|4VULN|1AART|1ASPD	1479VULN|2LIT|3ERES|5ASPD|6AART|8RCR|aMLV
352	23433 13365	   	197.22	DCR|4VULN|1AART|1ASPD	1479VULN|2LIT|3ERES|5ASPD|6AART|8RCR|aRMIN
353	23353 13366	   	197.22	DCR|4VULN|1AART|1ASPD	1379VULN|2LIT|4CGEN|5ASPD|6AART|8RCR|aDUST
354	32631 51432	   	197.22	DCR|2ASPD|1VULN|1AART|2CDMG|1DMG	14ASPD|2AART|38CDMG|5DMG|6AELBLL|7DMSP|9VULN|aRCR
355	32632 11243	   	197.13	DCR|2AART|2ASPD|1VULN|2CDMG	14ASPD|27AART|36CDMG|5ERES|8RCR|9VULN|aFEWX
356	32632 11245	   	197.13	DCR|2AART|2ASPD|1VULN|2CDMG	14ASPD|27AART|36CDMG|5ERES|8RCR|9VULN|aCGEN
357	23433 13366	   	197.12	DCR|4VULN|1AART|1ASPD	1479VULN|2LIT|3ERES|5ASPD|6AART|8RCR|aDUST
358	44333 82112	 * 	197.09	DCR|3VULN|2CDMG|1ASPD|1DMG|1SELL	18TLV|2MBVNT|38CDMG|4ASPD|5DMG|6SELL|789VULN|8BPWR|aRCR
359	21333 87113	   	197.07	DCR|3VULN|3ASPD|1ZMB	168VULN|2TLV|3LWND|4MBVNT|569ASPD|6BPWR|7RCR|aZMB
360	32632 11242	   	197.03	DCR|2AART|2ASPD|1VULN|2CDMG	14ASPD|27AART|36CDMG|5ERES|8RCR|9VULN|aCANSTR
361	32632 21246	   	197.03	DCR|2AART|2ASPD|1VULN|2CDMG	14ASPD|27AART|3aCDMG|56ERES|8RCR|9VULN
362	35632 31336	 * 	196.99	DCR|3ASPD|2VULN|2CDMG|1DUR	14aASPD|2aCDMG|3DUR|56ERES|7RPLT|8aVULN|9RCR|aBPWR
363	32621 51241	   	196.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|24AART|3CDMG|5DMG|6AELBLL|7DMSP|8RCR|9VULN|aRCVC
364	32353 12155	   	196.86	DCR|2VULN|2AART|1ASPD|1DUR	1ASPD|2aAART|3ERES|4DUR|58VULN|6BEXP|7RCR|9SPLREG
365	32225 61233	   	196.77	DCR|2ASPD|1VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	14ASPD|2AART|3AAC|5ZMB|6RCVC|7RCR|8DUR|9CDMG|aVULN
366	23262 13435	   	196.62	DCR|3VULN|1AART|1DMG|1CDMG	137VULN|23LIT|3BPWR|4LWND|5RCVC|6AART|8CDMG|9DMG|aRCR
367	32642 15313	   	196.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2AART|3CDMG|4CGEN|5aVULN|6ZMB|7DUR|8FEWX|9RCR
368	23362 13435	   	196.52	DCR|3VULN|1AART|1DMG|1CDMG	137VULN|2LIT|4LWND|5RCVC|6AART|8CDMG|9DMG|aRCR
369	32642 13113	   	196.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2AART|3CDMG|4CGEN|5aVULN|6ZMB|7DUST|8DUR|9RCR
370	41331 65113	   	196.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1TLV|2FEWX|3CDMG|4ASPD|5AART|6aVULN|7ZMB|8DUR|9RCR
371	44331 32453	   	196.42	DCR|2ASPD|3CDMG|1VULN|1AART|1DUR	1TLV|2MBVNT|369CDMG|46ASPD|5AART|6BPWR|7VULN|8RCR|aDUR
372	43331 65113	   	196.33	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1TLV|2DUST|3CDMG|4ASPD|5AART|6aVULN|7ZMB|8DUR|9RCR
373	13113 51352	   	196.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2LIT|357VULN|4ZMB|6DMG|8AART|9DUR|aRCR
374	23222 63232	   	196.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	136VULN|23LIT|3BPWR|4DUST|5DUR|7DMG|8ZMB|9AART|aRCR
375	23222 66232	   	196.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	136VULN|23LIT|3BPWR|4DUST|5DUR|7ASPD|8ZMB|9AART|aRCR
376	23233 43232	   	196.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	136VULN|23LIT|36BPWR|4DUR|56DUST|7DMG|8ZMB|9AART|aRCR
377	23233 46232	   	196.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	136VULN|23LIT|36BPWR|4DUR|56DUST|7ASPD|8ZMB|9AART|aRCR
378	23233 63232	   	196.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	136VULN|23LIT|3BPWR|4DUR|5DUST|7DMG|8ZMB|9AART|aRCR
379	23233 66232	   	196.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	136VULN|23LIT|3BPWR|4DUR|5DUST|7ASPD|8ZMB|9AART|aRCR
380	23614 11352	   	196.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	189VULN|2LIT|3DUR|4ZMB|5LHND|6AART|7ASPD|aRCR
381	63114 11352	   	196.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2LIT|389VULN|4ZMB|5LHND|6AART|7ASPD|aRCR
382	63213 11352	   	196.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2LIT|3BEXP|4ZMB|589VULN|6AART|7ASPD|aRCR
383	21115 32116	 * 	196.07	DCR|3VULN|2ASPD|1DMG	18aVULN|2TLV|3aFEWX|4LWND|5DMG|6RCR|7DMSP|9aASPD|aBPWR
384	21115 33116	   	196.07	DCR|3VULN|2ASPD|1DMG	18aVULN|2TLV|3aFEWX|47LWND|5DMG|6RCR|9aASPD|aBPWR
385	32444 14182	   	196.07	ACR|3VULN|3ASPD|1AART|2DUR	17aASPD|2AART|37aVULN|4MBVNT|5RCR|67LWND|7aBPWR|8DUST|9aDUR
386	21123 24624	   	196.05	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17VULN|2TLV|37FEWX|4ASPD|5DMG|67BEXP|7BPWR|8AART|9CDMG|aRCR
387	36216 52131	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ASPD|28VULN|3BEXP|4LWND|5AART|6RMIN|7RCR|9DMG|aZMB
388	23322 63232	   	196.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	136VULN|2LIT|4DUST|5DUR|7DMG|8ZMB|9AART|aRCR
389	23322 66232	   	196.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	136VULN|2LIT|4DUST|5DUR|7ASPD|8ZMB|9AART|aRCR
390	23333 43232	   	196.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	136VULN|2LIT|4DUR|56DUST|6BPWR|7DMG|8ZMB|9AART|aRCR
391	23333 46232	   	196.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	136VULN|2LIT|4DUR|56DUST|6BPWR|7ASPD|8ZMB|9AART|aRCR
392	23333 63232	   	196.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	136VULN|2LIT|4DUR|5DUST|7DMG|8ZMB|9AART|aRCR
393	23333 66232	   	196.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	136VULN|2LIT|4DUR|5DUST|7ASPD|8ZMB|9AART|aRCR
394	24232 63232	   	196.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	136VULN|23DUST|3BPWR|4LIT|5DUR|7DMG|8ZMB|9AART|aRCR
395	24232 66232	   	196.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	136VULN|23DUST|3BPWR|4LIT|5DUR|7ASPD|8ZMB|9AART|aRCR
396	32453 11315	   	196.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2AART|359VULN|4ERES|6ZMB|7BEXP|8DUR|aRCR
397	21333 87446	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	16VULN|2TLV|3LWND|4MBVNT|56ASPD|6BPWR|7RCR|8BEXP|9CDMG|aAART
398	32444 44482	   	195.97	ACR|3VULN|3ASPD|1AART|2DUR	17aASPD|2AART|37aVULN|4MBVNT|5RCR|67DUST|7aBPWR|8LWND|9aDUR
399	33323 63322	   	195.97	ACR|3VULN|3ASPD|1AART|2ZMB	148ASPD|2BELT|3DUST|5RCR|689VULN|78ZMB|8BPWR|aAART
400	32613 13521	   	195.96	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|29AART|3CDMG|4RMIN|5LIT|6aVULN|7LHND|8RCR
401	32613 14521	   	195.96	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|29AART|3CDMG|4RMIN|5LIT|6aVULN|7LWND|8RCR
402	32613 25521	   	195.96	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|29AART|3CDMG|4RMIN|5LIT|6FEWX|7aVULN|8RCR
403	32143 12365	   	195.93	DCR|2VULN|2AART|2ASPD	1aASPD|23AART|4LWND|58VULN|6AME|7RCR|9BEXP
404	32412 12342	   	195.93	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4aLWND|6AME|7RCR
405	32412 12344	   	195.93	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4LWND|6AME|7RCR|aBELT
406	32412 12346	   	195.93	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4LWND|6AME|7RCR|aAELBLL
407	36612 12342	   	195.93	DCR|2VULN|2AART|2ASPD	15ASPD|28VULN|39AART|4aLWND|6AME|7RCR
408	21333 84637	   	195.91	DCR|3VULN|2ASPD|3ZMB	16aVULN|2aTLV|3LWND|4MBVNT|56ASPD|6aBPWR|78aZMB|9RCR
409	32631 51226	   	195.90	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	14ASPD|2AART|3CDMG|5aDMG|6AELBLL|7DMSP|8RCR|9DUR
410	21415 32116	   	195.87	DCR|3VULN|2ASPD|1DMG	18aVULN|2aTLV|3LEGI|4LWND|5DMG|6RCR|7DMSP|9aASPD|aBPWR
411	21415 33116	   	195.87	DCR|3VULN|2ASPD|1DMG	18aVULN|2aTLV|3LEGI|47LWND|5DMG|6RCR|9aASPD|aBPWR
412	13113 53352	   	195.87	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1LWND|2LIT|35VULN|4ZMB|67DMG|8AART|9DUR|aRCR
413	32613 35521	   	195.86	DCR|2VULN|2AART|1ASPD|1CDMG	1ASPD|29AART|3CDMG|4RMIN|5LIT|6DUST|7aVULN|8RCR
414	32143 12315	   	195.83	DCR|2VULN|2AART|2ASPD	1aASPD|23AART|4LWND|58VULN|6AME|7RCR|9DUST
415	32143 12435	   	195.83	DCR|2VULN|2AART|2ASPD	1aASPD|23AART|4LWND|59VULN|6AME|7RCR|8DUST
416	32143 22365	   	195.83	DCR|2VULN|2AART|2ASPD	1aASPD|23AART|4LWND|58VULN|6ERES|7RCR|9BEXP
417	32322 52342	   	195.83	DCR|2VULN|2AART|2ASPD	14ASPD|29AART|3ERES|58VULN|6aLWND|7RCR
418	32322 52344	   	195.83	DCR|2VULN|2AART|2ASPD	14ASPD|29AART|3ERES|58VULN|6LWND|7RCR|aBELT
419	32412 12341	   	195.83	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4LWND|6AME|7RCR|aDUST
420	32412 12343	   	195.83	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4LWND|6AME|7RCR|aMBVNT
421	32412 22342	   	195.83	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4aLWND|6ERES|7RCR
422	32412 22344	   	195.83	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4LWND|6ERES|7RCR|aBELT
423	36612 12341	   	195.83	DCR|2VULN|2AART|2ASPD	15ASPD|28VULN|39AART|4LWND|6AME|7RCR|aDUST
424	36612 12343	   	195.83	DCR|2VULN|2AART|2ASPD	15ASPD|28VULN|39AART|4LWND|6AME|7RCR|aMBVNT
425	36612 22342	   	195.83	DCR|2VULN|2AART|2ASPD	15ASPD|28VULN|39AART|4aLWND|6ERES|7RCR
426	35432 31336	   	195.82	DCR|2VULN|2ASPD|2CDMG|1DMG	1aASPD|2aCDMG|3DMG|4RMIN|56ERES|7RPLT|8aVULN|9RCR|aBPWR
427	32543 14213	   	195.75	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1ASPD|28AART|3MDPS|4BEXP|5CDMG|6VULN|7RCVC|9RCR|aDMG
428	32143 22315	   	195.73	DCR|2VULN|2AART|2ASPD	1aASPD|23AART|4LWND|58VULN|6ERES|7RCR|9DUST
429	32162 52315	   	195.73	DCR|2VULN|2AART|2ASPD	1aASPD|23AART|4ERES|58VULN|6LWND|7RCR|9DUST
430	32322 52341	   	195.73	DCR|2VULN|2AART|2ASPD	14ASPD|29AART|3ERES|58VULN|6LWND|7RCR|aDUST
431	32322 52343	   	195.73	DCR|2VULN|2AART|2ASPD	14ASPD|29AART|3ERES|58VULN|6LWND|7RCR|aMBVNT
432	32322 52346	   	195.73	DCR|2VULN|2AART|2ASPD	14ASPD|29AART|3ERES|58VULN|6LWND|7RCR|aTLV
433	32412 22341	   	195.73	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4LWND|6ERES|7RCR|aDUST
434	32412 22343	   	195.73	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4LWND|6ERES|7RCR|aMBVNT
435	32412 22346	   	195.73	DCR|2VULN|2AART|2ASPD	15ASPD|29AART|38VULN|4LWND|6ERES|7RCR|aTLV
436	36612 22341	   	195.73	DCR|2VULN|2AART|2ASPD	15ASPD|28VULN|39AART|4LWND|6ERES|7RCR|aDUST
437	36612 22343	   	195.73	DCR|2VULN|2AART|2ASPD	15ASPD|28VULN|39AART|4LWND|6ERES|7RCR|aMBVNT
438	21323 34135	   	195.70	DCR|3VULN|1AART|1ASPD|1ZMB	189VULN|2TLV|3LWND|4LHND|5ZMB|6RCR|7AART|aASPD
439	31632 14231	   	195.69	DCR|3VULN|2ASPD|1AART	15ASPD|2FEWX|3AART|49aVULN|6AME|7LWND|8RCR
440	31632 54231	   	195.69	DCR|3VULN|2ASPD|1AART	15ASPD|2FEWX|3AART|49aVULN|6RMIN|7LWND|8RCR
441	35611 32213	   	195.66	DCR|2AART|2DMG|1MDPS|1ASPD|1CDMG|1DUR	1ASPD|2CDMG|3DUR|4CGEN|58AART|6aDMG|7MDPS|9RCR
442	32553 14213	   	195.65	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1ASPD|28AART|3MDPS|4DUST|5CDMG|6VULN|7RCVC|9RCR|aDMG
443	32621 51242	   	195.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|24AART|3CDMG|5DMG|6AELBLL|7DMSP|8RCR|9VULN|aMLV
444	23231 41342	   	195.63	DCR|4VULN|2DMG|1DUR	1379VULN|239LIT|39BPWR|4DUR|5ERES|6BELT|89DMG|aRCR
445	21413 34135	   	195.60	DCR|3VULN|1AART|1ASPD|1ZMB	189VULN|2TLV|3LEGI|4LWND|5ZMB|6RCR|7AART|aASPD
446	21433 34135	   	195.60	DCR|3VULN|1AART|1ASPD|1ZMB	189VULN|2TLV|3LEGI|4LHND|5ZMB|6RCR|7AART|aASPD
447	32412 13231	   	195.59	DCR|3VULN|2ASPD|1AART	15ASPD|2AART|39aVULN|4LWND|6AME|7DUST|8RCR
448	36612 13231	   	195.59	DCR|3VULN|2ASPD|1AART	15ASPD|29aVULN|3AART|4LWND|6AME|7DUST|8RCR
449	32634 32422	   	195.59	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5RMIN|6MDPS|7RCR|8DUST|9VULN|aDMG
450	32634 32633	   	195.59	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5RMIN|6MDPS|7RCR|8TLV|9VULN|aDMG
451	32153 41162	 * 	195.58	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG	1ASPD|23AART|4DMG|5DUST|6MDPS|7FEWX|89VULN|aRCR
452	32153 52315	   	195.58	DCR|2VULN|2AART|1ASPD|1DMG	1ASPD|23AART|4DMG|5DUST|6LWND|7ERES|89VULN|aRCR
453	32514 63213	   	195.56	DCR|2AART|1MDPS|2DMG|1ASPD|1CDMG|1DUR	1ASPD|28AART|3MDPS|4CDMG|5DUR|6aDMG|7ERES|9RCR
454	32621 21113	   	195.56	DCR|2AART|1MDPS|2DMG|1ASPD|1CDMG|1DUR	1ASPD|24AART|3CDMG|5aDMG|6ERES|7MDPS|8DUR|9RCR
455	32621 33113	   	195.56	DCR|2AART|1MDPS|2DMG|1ASPD|1CDMG|1DUR	1ASPD|24AART|3CDMG|5aDMG|6MDPS|7ERES|8DUR|9RCR
456	22234 63135	   	195.53	DCR|2VULN|2ASPD|2CDMG|1DMG|2SELL	1aVULN|28SELL|3AME|4aASPD|5MLV|6DMG|7aCDMG|9RCR|aBPWR
457	23253 13441	   	195.42	DCR|3VULN|1AART|1ASPD|1CDMG	137VULN|23LIT|3BPWR|4CGEN|5ASPD|6AART|8CDMG|9RCVC|aRCR
458	23353 13441	   	195.32	DCR|3VULN|1AART|1ASPD|1CDMG	137VULN|2LIT|4CGEN|5ASPD|6AART|8CDMG|9RCVC|aRCR
459	43331 22636	   	195.24	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1TLV|2DUST|3CDMG|4ASPD|5AART|6aDUR|7RCR|89VULN
460	32642 12613	 * 	195.23	DCR|1MDPS|1AART|1VULN|2CDMG|1ASPD|1DMG|1ZMB	1ASPD|2AART|38CDMG|4CGEN|5VULN|6ZMB|7MDPS|9RCR|aDMG
461	23433 13441	   	195.22	DCR|3VULN|1AART|1ASPD|1CDMG	147VULN|2LIT|3ERES|5ASPD|6AART|8CDMG|9RCVC|aRCR
462	44332 42437	   	195.21	DCR|2VULN|2ASPD|1AART|1CDMG	1TLV|2MBVNT|3CDMG|45ASPD|6AART|79VULN|8RCR|aRCVC
463	32463 15211	   	195.17	DCR|2VULN|2AART|1MDPS|1ASPD|1CDMG	1ASPD|28AART|36VULN|4MDPS|5CDMG|7FEWX|9RCR|aRCVC
464	32463 35213	 * 	195.13	DCR|2AART|1MDPS|2ASPD|1VULN|2CDMG	1aASPD|28AART|3VULN|4MDPS|56CDMG|7FEWX|9RCR
465	36322 24712	   	195.11	DCR|2VULN|2ASPD|1AART|2DUR	1aASPD|2aVULN|3LWND|4LHND|5MBVNT|6aDUR|7RCR|8AART|9RCVC|aBPWR
466	36326 14712	   	195.11	DCR|2VULN|2ASPD|1AART|2DUR	1aASPD|2aVULN|3LWND|4LHND|5aDUR|6MBVNT|7RCR|8AART|9RCVC|aBPWR
467	36412 24712	   	195.11	DCR|2VULN|2ASPD|1AART|2DUR	1aASPD|2aVULN|3LHND|4LWND|5MBVNT|6aDUR|7RCR|8AART|9RCVC|aBPWR
468	32631 51241	   	195.09	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5DMG|6AELBLL|7DMSP|8RCR|9VULN|aRCVC
469	13163 53363	 * 	195.06	DCR|3VULN|2DMG|1AART	1LWND|2LIT|359VULN|4RMIN|67DMG|8AART|aRCR
470	32155 61232	   	194.91	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8DUR|9CDMG|aTLV
471	32155 61321	   	194.91	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8TLV|9CDMG|aDUR
472	32463 21241	   	194.87	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AART|39VULN|4MDPS|5CDMG|6RMIN|7DUR|8RCR|aAAC
473	32462 31241	   	194.77	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AART|39VULN|4MDPS|5ERES|6CDMG|7DUR|8RCR|aAAC
474	32514 13241	   	194.77	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AART|3MDPS|4CDMG|5DUR|69VULN|7ERES|8RCR|aAAC
475	32621 36611	   	194.75	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG|1CDMG	1ASPD|24AART|3CDMG|5DMG|6MDPS|7VULN|8TLV|9RCR|aRCVC
476	36422 21242	   	194.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	15ASPD|27VULN|3LHND|4DMG|6LIT|8CDMG|9DUR|aRCR
477	32632 11223	 * 	194.58	DCR|3ASPD|2AART|2CDMG|1DUR	14aASPD|27AART|36CDMG|5ERES|8RCR|9DUR
478	21535 16113	   	194.58	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB|1DUR	18VULN|2TLV|3AAC|4ZMB|59ASPD|6DUR|7RCR|aDMG
479	36333 34862	   	194.49	DCR|3VULN|3ASPD|2ZMB	158ASPD|289VULN|3LWND|4MBVNT|6MLV|78ZMB|8BPWR|aRCR
480	32621 51223	   	194.39	DCR|2AART|2ASPD|1DMG|1CDMG|1DUR	1aASPD|24AART|3CDMG|5DMG|6AELBLL|7DMSP|8RCR|9DUR
481	32162 11315	   	194.25	DCR|2VULN|2AART|1ASPD|1ZMB|1DUR	1ASPD|23AART|4ERES|59VULN|6ZMB|7BEXP|8DUR|aRCR
482	32155 61111	   	194.23	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9LIT|aMLV
483	32155 61112	   	194.23	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9aLIT
484	32155 61113	   	194.23	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9LIT|aRMIN
485	32155 61122	   	194.23	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9CGEN|aLWND
486	34231 24141	   	194.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ASPD|2RPLT|3CGEN|47VULN|5FEWX|6RCR|8CDMG|9AART|aZMB
487	32632 21226	   	194.19	DCR|2AART|2ASPD|1DMG|1CDMG|1DUR	14ASPD|27AART|3CDMG|56ERES|8RCR|9DUR|aDMG
488	32155 61121	   	194.13	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|23AART|4DMG|5ZMB|6RCVC|7RCR|8VULN|9CGEN|aDUST
489	35531 24113	   	194.11	DCR|2AART|2ASPD|1VULN|1CDMG|1DUR	14ASPD|2CDMG|3VULN|5BELT|67AART|8MLV|9DUR|aRCR
490	35531 24213	   	194.11	DCR|2AART|2ASPD|1VULN|1CDMG|1DUR	14ASPD|2CDMG|3VULN|5BELT|67AART|8CGEN|9DUR|aRCR
491	32634 11243	   	194.08	DCR|3ASPD|1VULN|1AART|2CDMG	14aASPD|2AART|36CDMG|5RMIN|7DMSP|8RCR|9VULN
492	31224 43631	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2FEWX|3BEXP|4DMG|59VULN|6DUR|7RCR|8AART|aDMSP
493	31224 43633	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2FEWX|3BEXP|4DMG|59VULN|6DUR|7RCR|8AART|aCGEN
494	34362 31512	   	194.01	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1ASPD|2RPLT|3BELT|4AART|58VULN|6DUR|7RCR|9LIT|aNUKE
