0	Index      	 *	Score 	Summary	Detail	
1	54311 21622	 * 	214.19	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2ZMB|3RPLT|4CDMG|5LEGI|6RCR|7ASPD|8aVULN|9DMG
318	52125 44633	   	187.89	DCR|2VULN|2DMG|1AART|1DUR	1AART|2LIT|3MBVNT|46VULN|5RCVC|79DMG|8DUR|aRCR
319	53311 26512	   	187.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2CDMG|34MLV|5DMG|6RCR|7VULN|8DUR|aLWND
320	53311 26513	   	187.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2CDMG|34MLV|5DMG|6RCR|7VULN|8DUR|aBEXP
321	53331 23451	 * 	187.87	DCR|2AART|2DMG|3CDMG	18AART|24aCDMG|3MLV|59DMG|6RCR|7CGEN
322	24152 36322	 * 	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ERES|2RCR|3DUR|4AART|5CDMG|6aVULN|7RPLT|8DMG|9ASPD
323	56351 21231	   	187.79	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1aAART|2MDPS|3AME|4CDMG|5VULN|6RCR|7DUR|8ASPD|9CGEN
324	53311 24213	   	187.73	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2CDMG|34MLV|5DMG|6RCR|7FEWX|8ASPD|9VULN|aRMIN
325	52121 42463	   	187.70	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2LIT|3MBVNT|456VULN|7ZMB|8CGEN|9DMG|aRCR
326	56151 21221	   	187.69	DCR|2AART|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1aAART|2MDPS|3ERES|4CDMG|5VULN|6RCR|7DUR|8ASPD|9AME
327	53311 22213	   	187.63	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2CDMG|34MLV|5DMG|6RCR|7DUST|8ASPD|9VULN|aRMIN
328	52121 42387	   	187.60	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	1AART|2LIT|3MBVNT|456VULN|7ZMB|8AAC|9DMG|aRCR
329	52124 34377	   	187.60	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2LIT|3MBVNT|469VULN|5DMG|7ERES|8ZMB|aRCR
330	56221 13325	   	187.57	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|2MDPS|37TLV|4aVULN|5ASPD|6RMIN|8RCR|9DMG
331	53211 24222	   	187.53	DCR|2DMG|1AART|1ASPD|1CDMG	1AART|2CDMG|3RCVC|4RMIN|5aDMG|6RCR|7FEWX|8ASPD|9CANSTR
332	54132 12423	 * 	187.50	DCR|3AART|2VULN|1CDMG|1ZMB	158AART|2ZMB|3LIT|49VULN|6LHND|7CDMG|aRCR
333	21378 13218	   	187.48	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2MBVNT|3TLV|4AART|57aVULN|6DMG|8DUR|9RCR
334	53331 24111	   	187.34	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8VULN|aRCVC
335	53331 26211	   	187.34	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7VULN|8FEWX|aRCVC
336	52122 31351	   	187.30	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LIT|3MBVNT|4VULN|5RPLT|6CDMG|7RCR|8aDMG|9DUR
337	53331 22111	   	187.24	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7DUST|8VULN|aRCVC
338	51632 42143	 * 	187.13	DCR|2VULN|1AART|1NUKE|1CDMG|1AAC	1AART|2MLV|3MBVNT|4LHND|5CDMG|6RCR|78VULN|9NUKE|aAAC
339	53311 26121	   	187.13	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AART|2CDMG|34MLV|5DMG|6RCR|78VULN|9AAC|aLHND
340	53311 26122	   	187.13	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AART|2CDMG|34MLV|5DMG|6RCR|78VULN|9AAC|aBEXP
341	53311 26123	   	187.13	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AART|2CDMG|34MLV|5DMG|6RCR|78VULN|9AAC|aRPLT
342	53311 26124	   	187.13	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AART|2CDMG|34MLV|5DMG|6RCR|78VULN|9AAC|aLWND
343	53311 26125	   	187.13	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AART|2CDMG|34aMLV|5DMG|6RCR|78VULN|9AAC
344	53311 26126	   	187.13	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AART|2CDMG|34MLV|5DMG|6RCR|78VULN|9AAC|aBASARM
345	53425 42143	   	187.13	DCR|2VULN|1AART|1NUKE|1CDMG|1AAC	1AART|2CDMG|3LHND|4MBVNT|5CGEN|6RCR|78VULN|9NUKE|aAAC
346	56612 22333	   	187.13	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1AAC	1AART|2MDPS|39VULN|4CDMG|5DMG|6RCR|7CGEN|8MLV|aAAC
347	35352 11213	   	187.09	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3RMIN|4AART|5CDMG|6ZMB|7RCR|8ASPD|9LWND|aVULN
348	35352 11262	   	187.09	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3RMIN|4AART|5CDMG|6ZMB|7RCR|8ASPD|9VULN|aLWND
349	55342 11213	   	187.09	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|2RMIN|3FEWX|4DUR|5CDMG|6ZMB|7RCR|8ASPD|9LWND|aVULN
350	53211 25431	   	187.03	DCR|2AART|2CDMG|1DMG|2ZMB	18AART|2aCDMG|3RCVC|4RMIN|5DMG|6RCR|79ZMB
351	53331 24112	   	187.01	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8VULN|aLWND
352	53331 24113	   	187.01	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8VULN|aBEXP
353	53331 24115	   	187.01	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7FEWX|8VULN|aRPLT
354	53331 26212	   	187.01	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7VULN|8FEWX|aLWND
355	53331 26213	   	187.01	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7VULN|8FEWX|aBEXP
356	53331 26215	   	187.01	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7VULN|8FEWX|aRPLT
357	35352 11232	   	186.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3RMIN|4AART|5CDMG|6ZMB|7RCR|8ASPD|9ERES|aVULN
358	35352 11252	   	186.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3RMIN|4AART|5CDMG|6ZMB|7RCR|8ASPD|9DUST|aVULN
359	35352 11261	   	186.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3RMIN|4AART|5CDMG|6ZMB|7RCR|8ASPD|9VULN|aDUST
360	55342 11232	   	186.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|2RMIN|3FEWX|4DUR|5CDMG|6ZMB|7RCR|8ASPD|9ERES|aVULN
361	53331 22112	   	186.91	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7DUST|8VULN|aLWND
362	53331 22113	   	186.91	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7DUST|8VULN|aBEXP
363	53331 22115	   	186.91	DCR|2AART|1VULN|2CDMG|1DMG	19AART|24CDMG|3MLV|5DMG|6RCR|7DUST|8VULN|aRPLT
364	56612 21212	   	186.91	DCR|2AART|1MDPS|1VULN|2CDMG|1DMG	17AART|2MDPS|3VULN|48CDMG|5DMG|6RCR|9LWND|aLHND
365	56612 21222	   	186.91	DCR|2AART|1MDPS|1VULN|2CDMG|1DMG	17AART|2MDPS|3VULN|48CDMG|5DMG|6RCR|9LHND|aLWND
366	53233 14236	   	186.89	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	1AART|24CDMG|3RCVC|5ASPD|6VULN|7BEXP|8ZMB|9RCR|aDUR
367	52121 44223	   	186.86	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LIT|3MBVNT|456VULN|7DMG|8RCVC|9DUR|aRCR
368	52121 78223	   	186.86	DCR|3VULN|1AART|1ASPD|1DUR	1AART|2LIT|3MBVNT|457VULN|6ASPD|8RCVC|9DUR|aRCR
369	52124 38223	   	186.86	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LIT|3MBVNT|467VULN|5DMG|8RCVC|9DUR|aRCR
370	56612 21211	   	186.81	DCR|2AART|1MDPS|1VULN|2CDMG|1DMG	17AART|2MDPS|3VULN|48CDMG|5DMG|6RCR|9LWND|aDUST
371	56612 21221	   	186.81	DCR|2AART|1MDPS|1VULN|2CDMG|1DMG	17AART|2MDPS|3VULN|48CDMG|5DMG|6RCR|9LHND|aDUST
372	56612 21231	   	186.81	DCR|2AART|1MDPS|1VULN|2CDMG|1DMG	17AART|2MDPS|3VULN|48CDMG|5DMG|6RCR|9ERES|aFEWX
373	56612 21232	   	186.81	DCR|2AART|1MDPS|1VULN|2CDMG|1DMG	17AART|2MDPS|3VULN|48CDMG|5DMG|6RCR|9ERES|aBEXP
374	53233 13236	   	186.79	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	1AART|24CDMG|3RCVC|5ASPD|6VULN|7DUST|8ZMB|9RCR|aDUR
375	56612 22233	 * 	186.73	DCR|2VULN|1MDPS|2AAC|1AART|1DMG|1CDMG	1AART|2MDPS|39VULN|4CDMG|5DMG|6RCR|7CGEN|8aAAC
376	55235 22113	   	186.64	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2RMIN|3ASPD|4RPLT|5DMG|6BEXP|78VULN|9LWND|aRCR
377	55235 22123	   	186.64	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2RMIN|3ASPD|4RPLT|5DMG|6BEXP|78VULN|9LHND|aRCR
378	55235 31113	   	186.64	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2RMIN|3ASPD|4RPLT|5DMG|68VULN|7FEWX|9LWND|aRCR
379	55235 31123	   	186.64	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2RMIN|3ASPD|4RPLT|5DMG|68VULN|7FEWX|9LHND|aRCR
380	53331 56111	   	186.62	DCR|2DMG|1VULN|2CDMG|1AART	1AART|24CDMG|36MLV|56DMG|6BPWR|7RCR|8LHND|9LIT|aVULN
381	53331 56211	   	186.62	DCR|2DMG|1VULN|1AART|2CDMG	1AART|24CDMG|36MLV|56DMG|6BPWR|7RCR|8FEWX|9LIT|aVULN
382	53311 43161	   	186.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|34MLV|5DMG|6DUR|78VULN|9RCR|aRCVC
383	52142 34332	   	186.45	DCR|2VULN|2AART|1DMG	16AART|2LIT|3MBVNT|4CANSTR|5SPLREG|79VULN|8RCR|aDMG
384	52142 34333	 * 	186.45	DCR|2VULN|2AART|1ASPD	16AART|2LIT|3MBVNT|4CANSTR|5SPLREG|79VULN|8RCR|aASPD
385	52452 13312	   	186.44	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|2LIT|38VULN|4MDPS|5ASPD|6SPLREG|7ERES|9DMG|aRCR
386	55132 32153	   	186.44	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2RMIN|3ERES|4RPLT|5ASPD|67VULN|8DMG|9MBVNT|aRCR
387	53311 25113	   	186.31	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|34MLV|5DMG|6RCR|7ZMB|8DUR|9VULN|aRMIN
388	53311 25363	   	186.31	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|34MLV|5DMG|6RCR|7ZMB|8VULN|9DUR|aRMIN
389	13221 13454	   	186.31	DCR|3VULN|1AART|1ASPD	1LHND|2SPLREG|3LIT|468VULN|5ASPD|7ERES|9RCR|aAART
390	53311 43162	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|34MLV|5DMG|6DUR|78VULN|9RCR|aLWND
391	53311 43163	   	186.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|34MLV|5DMG|6DUR|78VULN|9RCR|aBEXP
392	31113 13356	 * 	186.17	DCR|3VULN|1SPLARM|1MDPS|1AART|1ZMB	12FEWX|2BPWR|3MDPS|469VULN|5ZMB|7AART|8RCR|aSPLARM
393	53211 23324	   	186.16	DCR|2AART|2DMG|1CDMG|3RMIN	17AART|2CDMG|3RCVC|48aRMIN|59DMG|6RCR
394	53211 23624	   	186.05	DCR|2AART|2DMG|1CDMG|2RMIN	17AART|2CDMG|38RCVC|4aRMIN|59DMG|6RCR
395	53211 23514	   	186.02	DCR|2AART|1ASPD|1DMG|1CDMG	17AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|8BASFIG|9RPLT|aASPD
396	21814 53543	   	185.92	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	1ERES|2MBVNT|34VULN|5MDPS|6CDMG|7AART|8DMG|9ZMB|aRCR
397	21814 61543	   	185.92	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	1ERES|2MBVNT|34VULN|5MDPS|6AART|7CDMG|8DMG|9ZMB|aRCR
398	53311 51612	   	185.81	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB	1AART|2CDMG|346MLV|56DMG|6BPWR|7RCR|8ASPD|9LWND|aZMB
399	54311 11134	   	185.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2ZMB|3RPLT|4CDMG|5LEGI|6DMG|7CGEN|8ASPD|9VULN|aRCR
400	52122 31653	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1aAART|2LIT|3MBVNT|4VULN|5RPLT|6CDMG|7RCR|8ASPD|9DUR
401	51632 42134	   	185.72	DCR|3VULN|1AART|1CDMG	1AART|2MLV|3MBVNT|4LHND|5CDMG|6RCR|78aVULN|9RMIN
402	53425 42134	   	185.72	DCR|3VULN|1AART|1CDMG	1AART|2CDMG|3LHND|4MBVNT|5CGEN|6RCR|78aVULN|9RMIN
403	52121 24673	   	185.68	DCR|3VULN|1AART|1DMG|1DUR	1AART|26LIT|3MBVNT|459VULN|7DMG|8DUR|aRCR
404	52121 44683	   	185.68	DCR|3VULN|1AART|1DMG|1DUR	1AART|29LIT|3MBVNT|456VULN|7DMG|8DUR|aRCR
405	52121 44823	   	185.68	DCR|3VULN|1AART|1DMG|1DUR	1AART|28LIT|3MBVNT|456VULN|7DMG|9DUR|aRCR
406	52124 31673	   	185.68	DCR|3VULN|1AART|1DMG|1DUR	1AART|27LIT|3MBVNT|469VULN|5DMG|8DUR|aRCR
407	52124 38823	   	185.68	DCR|3VULN|1AART|1DMG|1DUR	1AART|28LIT|3MBVNT|467VULN|5DMG|9DUR|aRCR
408	36462 47242	   	185.68	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2MBVNT|3DMG|4AART|5CDMG|6MDPS|7VULN|8ASPD|9RCR|aDUR
409	53211 26336	   	185.67	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|2RMIN	1AART|2CDMG|3aRCVC|48RMIN|5DMG|6RCR|7VULN|9ZMB
410	53331 16161	   	185.64	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|67VULN|8LHND|9RCR|aRCVC
411	53331 16261	   	185.64	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|67VULN|8FEWX|9RCR|aRCVC
412	53331 11161	   	185.64	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|68VULN|7FEWX|9RCR|aRCVC
413	24152 31422	 * 	185.63	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2RCR|3DUR|4AART|5CDMG|69aVULN|7FEWX|8DMG
414	52124 83452	   	185.63	DCR|2VULN|2DMG|1AART|1DUR	1AART|27LIT|3MBVNT|47VULN|57DMG|6BELT|7BPWR|8CGEN|9DUR|aRCR
415	53211 25341	   	185.61	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1AART|2CDMG|3aRCVC|4RMIN|5DMG|6RCR|7ZMB|8VULN|9AAC
416	53211 25342	   	185.61	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8VULN|9AAC|aLWND
417	53211 25343	   	185.61	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|7ZMB|8VULN|9AAC|aBEXP
418	54311 24132	   	185.58	DCR|2VULN|1AART|1CDMG|2ZMB|1DUR	1AART|29ZMB|3RPLT|4CDMG|5LEGI|6RCR|7aVULN|8DUR
419	53331 21162	   	185.55	DCR|2DMG|3CDMG|1AART|2DUR	1AART|24aCDMG|3MLV|5aDMG|6RCR|79BELT|8aDUR|aBPWR
420	21816 34174	 * 	185.49	DCR|4VULN|1DMG|1CDMG|1AAC	1ERES|2MBVNT|3469VULN|5DMG|7AAC|8CDMG|aRCR
421	21162 47328	   	185.49	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1ERES|2MBVNT|3DUR|4AART|5CDMG|6RCR|7RPLT|8aDMG|9ASPD
422	21418 74484	   	185.48	DCR|3VULN|1ASPD|2DUR|1ZMB	17ERES|2MBVNT|3LWND|478VULN|57DUR|6RCR|7BPWR|9ZMB|aASPD
423	53331 25323	   	185.43	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8VULN|9LHND|aRMIN
424	53331 25333	   	185.43	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB	1AART|24CDMG|3MLV|5DMG|6RCR|7ZMB|8VULN|9LWND|aRMIN
425	35214 13324	   	185.43	DCR|2VULN|2DMG|2CDMG|1DUR	17FEWX|2DUR|37ERES|48VULN|59DMG|67CDMG|7BPWR|aRCR
426	52118 44633	   	185.43	DCR|2VULN|2DMG|1AART|1DUR	1AART|24LIT|3MBVNT|4BPWR|56VULN|79DMG|8DUR|aRCR
427	52121 24633	   	185.43	DCR|2VULN|2DMG|1AART|1DUR	1AART|26LIT|3MBVNT|45VULN|79DMG|8DUR|aRCR
428	52124 31633	   	185.43	DCR|2VULN|2DMG|1AART|1DUR	1AART|27LIT|3MBVNT|46VULN|59DMG|8DUR|aRCR
429	53311 25122	   	185.37	DCR|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|34MLV|5DMG|6RCR|7ZMB|8DUR|9SPLREG|aASPD
430	53211 25323	   	185.36	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RMIN	1AART|2CDMG|3RCVC|4aRMIN|5DMG|6RCR|7ZMB|8VULN|9LHND
431	53211 25333	   	185.36	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|2RMIN	1AART|2CDMG|3RCVC|4aRMIN|5DMG|6RCR|7ZMB|8VULN|9LWND
432	53211 26331	   	185.36	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|2RMIN	1AART|2CDMG|3RCVC|48RMIN|5DMG|6RCR|7VULN|9ZMB|aLWND
433	53211 26332	   	185.36	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|2RMIN	1AART|2CDMG|3RCVC|48RMIN|5DMG|6RCR|7VULN|9ZMB|aBEXP
434	53211 26333	   	185.36	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|2RMIN	1AART|2CDMG|3RCVC|48RMIN|5DMG|6RCR|7VULN|9ZMB|aRPLT
435	53211 26335	   	185.36	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|2RMIN	1AART|2CDMG|3RCVC|48RMIN|5DMG|6RCR|7VULN|9ZMB|aMLV
436	53331 25251	   	185.35	DCR|2DMG|3CDMG|1AART|2ZMB	1AART|24aCDMG|3MLV|59DMG|6RCR|78ZMB
437	22114 16124	   	185.33	DCR|2VULN|2DMG|2CDMG|1DUR	1ERES|2LHND|3DUR|47VULN|59DMG|68CDMG|aRCR
438	53331 16162	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|67VULN|8LHND|9RCR|aLWND
439	53331 16163	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|67VULN|8LHND|9RCR|aBEXP
440	53331 16262	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|67VULN|8FEWX|9RCR|aLWND
441	53331 16263	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|67VULN|8FEWX|9RCR|aBEXP
442	53331 11162	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|68VULN|7FEWX|9RCR|aLWND
443	53331 11163	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|68VULN|7FEWX|9RCR|aBEXP
444	53331 11165	   	185.32	DCR|2VULN|1AART|2CDMG|1DMG	1AART|24CDMG|3MLV|5DMG|68VULN|7FEWX|9RCR|aRPLT
445	53232 26136	   	185.11	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|24CDMG|3aRCVC|5LEGI|6RCR|78VULN|9ZMB
446	26355 12311	 * 	185.08	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE	123ERES|4VULN|5FEWX|6AART|7RCR|8ASPD|9DMG|aNUKE
447	53211 23331	   	185.08	DCR|2AART|2CDMG|1DMG|1ZMB|2RMIN	17AART|2aCDMG|3RCVC|48RMIN|5DMG|6RCR|9ZMB
448	53331 23452	   	184.98	DCR|2AART|2DMG|2CDMG	18AART|24CDMG|3MLV|59DMG|6RCR|7CGEN|aRMIN
449	53211 23631	   	184.96	DCR|2AART|2CDMG|1DMG|1ZMB	17AART|2aCDMG|38RCVC|4RMIN|5DMG|6RCR|9ZMB
450	53211 23321	   	184.91	DCR|2AART|2DMG|1CDMG|2RMIN	17AART|2CDMG|3RCVC|48RMIN|59DMG|6RCR|aLIT
451	53211 23322	   	184.91	DCR|2AART|2DMG|1CDMG|2RMIN	17AART|2CDMG|3RCVC|48RMIN|59DMG|6RCR|aCGEN
452	53211 23345	   	184.91	DCR|2AART|2DMG|1CDMG|2RMIN	17AART|2CDMG|3RCVC|48RMIN|5aDMG|6RCR|9AME
453	53211 23323	   	184.81	DCR|2AART|2DMG|1CDMG|2RMIN	17AART|2CDMG|3RCVC|48RMIN|59DMG|6RCR|aDUST
454	53211 23326	   	184.81	DCR|2AART|2DMG|1CDMG|2RMIN	17AART|2CDMG|3RCVC|48RMIN|59DMG|6RCR|aBASFIG
455	53211 23452	   	184.81	DCR|2AART|2DMG|1CDMG|2RMIN	17AART|2CDMG|3RCVC|4aRMIN|59DMG|6RCR|8ERES
456	53232 26131	   	184.80	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|24CDMG|3RCVC|5LEGI|6RCR|78VULN|9ZMB|aLWND
457	53232 26132	   	184.80	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|24CDMG|3RCVC|5LEGI|6RCR|78VULN|9ZMB|aBEXP
458	53232 26135	   	184.80	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|24CDMG|3RCVC|5LEGI|6RCR|78VULN|9ZMB|aMLV
459	53211 23621	   	184.78	DCR|2AART|2DMG|1CDMG	17AART|2CDMG|38RCVC|4RMIN|59DMG|6RCR|aLIT
460	53211 23622	   	184.78	DCR|2AART|2DMG|1CDMG	17AART|2CDMG|38RCVC|4RMIN|59DMG|6RCR|aCGEN
461	53232 26133	   	184.70	DCR|2VULN|1AART|2CDMG|1ZMB	1AART|24CDMG|3RCVC|5LEGI|6RCR|78VULN|9ZMB|aMBVNT
462	53211 23236	   	184.69	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR	17AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|8FEWX|9ZMB|aDUR
463	53211 23623	   	184.68	DCR|2AART|2DMG|1CDMG	17AART|2CDMG|38RCVC|4RMIN|59DMG|6RCR|aDUST
464	53211 23626	   	184.68	DCR|2AART|2DMG|1CDMG	17AART|2CDMG|38RCVC|4RMIN|59DMG|6RCR|aBASFIG
465	53331 26363	   	184.67	DCR|1VULN|1AART|2CDMG|1DMG|1DUR	1AART|24CDMG|3MLV|5DMG|6RCR|7VULN|8aRMIN|9DUR
466	53431 25122	   	184.60	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4DUR|5RCVC|6RCR|7ZMB|8ASPD|9CGEN|aVULN
467	53431 26132	   	184.60	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1AART|2CDMG|3LHND|4DUR|5RCVC|6RCR|7VULN|8FEWX|9ASPD|aZMB
468	53211 23436	   	184.59	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR	17AART|2CDMG|3RCVC|4RMIN|5DMG|6RCR|8ERES|9ZMB|aDUR
469	21462 42574	   	184.44	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2MBVNT|3LWND|4AART|5CDMG|6RCR|7aVULN|8DMG|9RCVC
470	21115 37364	 * 	184.41	DCR|2VULN|2ASPD|1DMG|1DUR	1ERES|2MBVNT|3DUR|46VULN|5DMG|7RMIN|8aASPD|9RCR
471	53215 26131	   	184.41	DCR|2VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|3RCVC|4RMIN|5MLV|6RCR|78VULN|9ZMB|aLHND
472	53215 26132	   	184.41	DCR|2VULN|1AART|1CDMG|1ZMB	1AART|2CDMG|3RCVC|4RMIN|5MLV|6RCR|78VULN|9ZMB|aBEXP
473	53211 25316	   	184.40	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aRCVC|4RMIN|5DMG|6RCR|7ZMB|8VULN|9AELBLL
474	53211 25325	   	184.40	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aRCVC|4RMIN|5DMG|6RCR|7ZMB|8VULN|9LHND
475	53211 25335	   	184.40	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CDMG|3aRCVC|4RMIN|5DMG|6RCR|7ZMB|8VULN|9LWND
476	55233 33234	   	184.33	DCR|2AART|1VULN|1ASPD|1DMG	18AART|2RMIN|3ASPD|4RPLT|5LHND|6BELT|7VULN|9RCR|aDMG
477	53311 24222	   	184.32	DCR|2DMG|1AART|1ASPD|1CDMG	1AART|2CDMG|34MLV|5aDMG|6RCR|7FEWX|8ASPD|9SPLREG
478	52164 33463	   	184.31	DCR|3VULN|1AART|1DMG	1AART|2LIT|3MBVNT|4RMIN|568VULN|7CGEN|9DMG|aRCR
