0	Index      	 *	Score 	Summary	Detail	
1	13231 14434	 * 	237.92	ACR|3VULN|3ASPD|2DMG|1BEXP	168ASPD|28aVULN|3FEWX|4RCR|5DUR|78DMG|8BPWR|9BEXP
305	33233 63443	   	208.15	ACR|2VULN|2ASPD|2DMG|1BEXP	18DMG|28VULN|3FEWX|4RCR|5RCVC|6BEXP|78ASPD|8BPWR|9DUST|aNUKE
306	31254 11353	   	208.14	ACR|2ASPD|2DMG|2BEXP|1CDMG	15DMG|2AEMAG|3RCR|4CDMG|68ASPD|7DUST|9aBEXP
307	34331 43411	   	208.10	ACR|2VULN|2ASPD|2DMG|1CDMG	18DMG|28LHND|36VULN|4RCR|5DUR|78ASPD|8BPWR|9ERES|aCDMG
308	34332 42363	   	208.10	ACR|2VULN|2ASPD|2DMG|1CDMG	19DMG|2LHND|39VULN|4RCR|5RPLT|6ZMB|7TLV|89ASPD|9BPWR|aCDMG
309	33532 62363	   	208.10	ACR|2VULN|2ASPD|2DMG|1CDMG	19DMG|29VULN|3LHND|4RCR|5RPLT|6RMIN|7TLV|89ASPD|9BPWR|aCDMG
310	14233 23631	   	208.07	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2LHND|3FEWX|4RCR|5RCVC|6BEXP|8BASARM|9DMG|aMDPS
311	14233 23651	   	208.07	ACR|1BASARM|2ASPD|1DMG|1BEXP	17ASPD|2LHND|3FEWX|4RCR|5RCVC|6BEXP|8BASARM|9DUST|aDMG
312	33231 36636	   	208.00	ACR|2VULN|2ASPD|2DMG|1CDMG	19DMG|29VULN|3FEWX|4RCR|5DUR|6AAC|79ASPD|8MDPS|9BPWR|aCDMG
313	16223 23744	   	207.93	ACR|1BASARM|2ASPD|1VULN|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9ZMB|aVULN
314	16223 23748	   	207.93	ACR|1BASARM|2ASPD|1BEXP|1CDMG	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9ZMB|aCDMG
315	16223 23753	   	207.93	ACR|1BASARM|2ASPD|1VULN|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9VULN|aRPLT
316	16223 23754	   	207.93	ACR|1BASARM|2ASPD|1VULN|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9VULN|aCGEN
317	16223 23772	   	207.93	ACR|1BASARM|2ASPD|1VULN|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9FEWX|aVULN
318	16223 23784	   	207.93	ACR|1BASARM|2ASPD|1BEXP|1AART	17ASPD|2RCVC|3RCR|4DUR|5MBVNT|6BEXP|8BASARM|9RPLT|aAART
319	16226 23612	   	207.93	ACR|1BASARM|2ASPD|1BEXP|1CDMG	17ASPD|2RCVC|3RCR|4DUR|5FEWX|6BEXP|8BASARM|9MDPS|aCDMG
320	16226 23621	   	207.93	ACR|1BASARM|2ASPD|1VULN|1BEXP	17ASPD|2RCVC|3RCR|4DUR|5FEWX|6BEXP|8BASARM|9VENICY|aVULN
321	13233 14434	   	207.92	ACR|3VULN|2ASPD|2DMG	18ASPD|28aVULN|3FEWX|4RCR|5RCVC|6LWND|78DMG|8BPWR|9RMIN
322	13233 24434	   	207.92	ACR|3VULN|2ASPD|2DMG	18ASPD|28aVULN|3FEWX|4RCR|5RCVC|6DUR|78DMG|8BPWR|9RMIN
323	33233 23434	   	207.92	ACR|3VULN|2ASPD|2DMG	18DMG|28aVULN|3FEWX|4RCR|5RCVC|6DUR|78ASPD|8BPWR|9RMIN
324	33233 23465	   	207.92	ACR|3VULN|2ASPD|2DMG	18DMG|289VULN|3aFEWX|4RCR|5RCVC|6DUR|78ASPD|8BPWR
325	33533 23434	   	207.92	ACR|3VULN|2ASPD|2DMG	18DMG|28aVULN|3LHND|4RCR|5RCVC|6DUR|78ASPD|8BPWR|9RMIN
