0	Index      	 *	Score 	Summary	Detail	
1	36433 82344	 * 	201.46	DCR|4VULN|2AART|1ZMB	1ERES|2MBVNT|367aVULN|4ZMB|58AART|9RCR
323	23521 45523	   	172.86	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1SPLREG	1CGEN|2AAC|3MBVNT|4ZMB|5VULN|6CDMG|7ASPD|8RCR|9SPLREG|aDMG
324	11131 51482	   	172.86	DCR|3VULN|1AART|2DUR	1LWND|2CGEN|35DUR|46aVULN|7MBVNT|8AART|9RCR
325	22131 51482	   	172.86	DCR|3VULN|1AART|2DUR	1CGEN|2LWND|35DUR|46aVULN|7MBVNT|8AART|9RCR
326	53266 31321	   	172.86	DCR|3VULN|1MDPS|1AART|2DUR	1MDPS|2LEGI|3BELT|467VULN|57DUR|7BPWR|8AART|9RCR|aRPLT
327	53416 31321	   	172.86	DCR|3VULN|1MDPS|1AART|2DUR	1MDPS|2LEGI|367VULN|4BELT|57DUR|7BPWR|8AART|9RCR|aRPLT
328	36413 81417	   	172.85	DCR|2DMG|1VULN|1AART|1DUR	15ERES|2MBVNT|3VULN|4RPLT|6RCR|78DMG|9DUR|aAART
329	21136 12352	 * 	172.77	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|2DUR	1CGEN|2MDPS|36DUR|4VULN|5ASPD|7DMG|8BEXP|9AART|aRCR
330	36411 14466	   	172.70	DCR|2VULN|2AART|1DUR|1SPLREG	1ERES|2MBVNT|3aVULN|4RPLT|57AART|6SPLREG|8DUR|9RCR
331	31121 12512	   	172.67	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|2DUR	1ERES|2MDPS|36DUR|4ASPD|5LHND|7DMG|8AART|9VULN|aRCR
332	36411 14464	   	172.38	DCR|2AART|1VULN|1DMG|1DUR|1SPLREG	1ERES|2MBVNT|3VULN|4RPLT|57AART|6SPLREG|8DUR|9RCR|aDMG
333	36411 14465	   	172.38	DCR|2AART|1VULN|1ASPD|1DUR|1SPLREG	1ERES|2MBVNT|3VULN|4RPLT|57AART|6SPLREG|8DUR|9RCR|aASPD
334	21112 23133	 * 	172.33	DCR|2DMG|1MDPS|1AART|1ASPD|2DUR|1SELL	1CGEN|2MDPS|35DUR|4SELL|6AART|7RCR|8ASPD|9aDMG
335	33256 41222	 * 	172.28	ACR|2VULN|2DMG|1AART|2DUR|1AAC	1ERES|2AAC|3RCR|46DMG|56DUR|6BPWR|7MBVNT|89VULN|aAART
336	45311 25322	   	172.16	DCR|2VULN|1DMG|1NUKE|1ZMB	1RCVC|2AIRARM|35VULN|4DMG|6BEXP|7RCR|8MLV|9ZMB|aNUKE
337	21331 62652	   	172.15	DCR|2MDPS|1AART|1VULN|1DMG|1ZMB|1DUR	13CGEN|2aMDPS|4VULN|5DUR|6RCR|7DMG|8ZMB|9AART
338	21135 62351	   	172.13	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	15CGEN|2MDPS|3DUR|49VULN|6RCR|7DMG|8LHND|aASPD
339	21331 62351	   	172.13	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	13CGEN|2MDPS|49VULN|5DUR|6RCR|7DMG|8LHND|aASPD
340	26134 46383	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|3DUR|47VULN|5RMIN|6RCR|8MULARM|9ASPD|aDMG
341	26444 46383	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|37VULN|4DUR|5RMIN|6RCR|8MULARM|9ASPD|aDMG
342	11132 62251	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1LWND|2CGEN|3DUR|49VULN|5LHND|6RCR|7DMG|8DUST|aASPD
343	11136 62251	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1LWND|2CGEN|3DUR|49VULN|5BEXP|6RCR|7DMG|8DUST|aASPD
344	11136 62351	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1LWND|2CGEN|3DUR|49VULN|5BEXP|6RCR|7DMG|8LEGI|aASPD
345	22132 62251	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2LWND|3DUR|49VULN|5LHND|6RCR|7DMG|8DUST|aASPD
346	22136 62251	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2LWND|3DUR|49VULN|5BEXP|6RCR|7DMG|8DUST|aASPD
347	22136 62351	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2LWND|3DUR|49VULN|5BEXP|6RCR|7DMG|8LEGI|aASPD
348	41123 62151	   	172.13	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	1RCVC|2LHND|3CGEN|49VULN|5MDPS|6RCR|7DMG|8DUR|aASPD
349	61132 62251	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1BEXP|2CGEN|3DUR|49VULN|5LHND|6RCR|7DMG|8DUST|aASPD
350	61132 62351	   	172.13	DCR|2VULN|1ASPD|1DMG|1DUR	1BEXP|2CGEN|3DUR|49VULN|5LHND|6RCR|7DMG|8LEGI|aASPD
351	26462 37414	   	172.07	DCR|2VULN|1ASPD|1DMG|1CDMG	18CGEN|2MBVNT|38VULN|4BELT|5CDMG|6ASPD|78ERES|8BPWR|9DMG|aRCR
352	26134 46247	   	172.03	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2MBVNT|3DUR|47VULN|5RMIN|6RCR|8CDMG|9FEWX|aAART
353	26444 46247	   	172.03	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2MBVNT|37VULN|4DUR|5RMIN|6RCR|8CDMG|9FEWX|aAART
354	21135 62251	   	172.03	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	15CGEN|2MDPS|3DUR|49VULN|6RCR|7DMG|8DUST|aASPD
355	21331 62251	   	172.03	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	13CGEN|2MDPS|49VULN|5DUR|6RCR|7DMG|8DUST|aASPD
356	26134 44186	   	172.03	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|3DUR|4aVULN|5RMIN|6RCR|7AIRARM|8DMG|9ASPD
357	26134 44383	   	172.03	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|3DUR|48VULN|5RMIN|6RCR|7AIRARM|9ASPD|aDMG
358	26444 44186	   	172.03	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|3aVULN|4DUR|5RMIN|6RCR|7AIRARM|8DMG|9ASPD
359	26444 44383	   	172.03	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|38VULN|4DUR|5RMIN|6RCR|7AIRARM|9ASPD|aDMG
360	26847 12312	   	171.98	DCR|2VULN|2ASPD|1CDMG|1SELL	1CGEN|2MBVNT|3CDMG|45ASPD|6SELL|7RCR|8aVULN|9LHND
361	26847 12333	   	171.98	DCR|2VULN|2ASPD|1CDMG|1SELL	1CGEN|2MBVNT|3CDMG|45ASPD|6SELL|7RCR|8aVULN|9LWND
362	12332 54521	   	171.97	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2ZMB|3RPLT|4DMG|5CGEN|6aVULN|7AART|8LIT|9RCR
363	12531 43125	   	171.97	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	16LWND|2ZMB|3NUKE|4ASPD|56VULN|6BPWR|7FEWX|8CGEN|9RCR|aAART
364	36134 46247	   	171.93	DCR|2VULN|1AART|1CDMG|1DUR	1ERES|2MBVNT|3DUR|47VULN|5RMIN|6RCR|8CDMG|9FEWX|aAART
365	36444 46247	   	171.93	DCR|2VULN|1AART|1CDMG|1DUR	1ERES|2MBVNT|37VULN|4DUR|5RMIN|6RCR|8CDMG|9FEWX|aAART
366	46432 33321	   	171.93	DCR|2VULN|1AART|1CDMG|1DUR	1RCVC|2ERES|3CDMG|4DUST|5AART|6RCR|7LIT|8aVULN|9DUR
367	26133 44383	   	171.93	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|3DUR|48VULN|5TLV|6RCR|7MSLREG|9ASPD|aDMG
368	26133 46383	   	171.93	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|3DUR|47VULN|5TLV|6RCR|8MSLREG|9ASPD|aDMG
369	26443 44383	   	171.93	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|38VULN|4DUR|5TLV|6RCR|7MSLREG|9ASPD|aDMG
370	26443 46383	   	171.93	DCR|2VULN|1ASPD|1DMG|1DUR	1CGEN|2MBVNT|37VULN|4DUR|5TLV|6RCR|8MSLREG|9ASPD|aDMG
371	41152 13422	   	171.93	DCR|3VULN|1DMG|1ZMB	1RCVC|2LHND|3CGEN|4DMG|5DUST|6RCR|79aVULN|8ZMB
372	42152 13423	   	171.93	DCR|3VULN|1DMG|1ZMB	1RCVC|2FEWX|3CGEN|4DMG|5DUST|6RCR|79aVULN|8ZMB
373	31126 22112	   	171.92	DCR|1MDPS|2ASPD|1VULN|1AART|1ZMB|1DUR	1ERES|2MDPS|3DUR|45ASPD|6AART|7ZMB|8FEWX|9VULN|aRCR
374	31126 41512	   	171.92	DCR|1MDPS|2ASPD|1VULN|1AART|1ZMB|1DUR	1ERES|2MDPS|3DUR|45ASPD|6ZMB|7LWND|8AART|9VULN|aRCR
375	31126 43512	   	171.92	DCR|1MDPS|2ASPD|1VULN|1AART|1ZMB|1DUR	1ERES|2MDPS|3DUR|45ASPD|6ZMB|7FEWX|8AART|9VULN|aRCR
376	42352 23132	   	171.91	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG	1RCVC|2FEWX|3MDPS|4CDMG|5CGEN|6AART|7RCR|8aASPD|9DMG
377	43512 23132	   	171.91	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG	1RCVC|2MDPS|3CDMG|4CGEN|5BEXP|6AART|7RCR|8aASPD|9DMG
378	51552 23132	   	171.91	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG	1MDPS|2FEWX|3RCVC|4CDMG|5CGEN|6AART|7RCR|8aASPD|9DMG
379	12531 43325	   	171.87	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	16LWND|2ZMB|3NUKE|4ASPD|56VULN|6BPWR|7FEWX|8ERES|9RCR|aAART
380	12531 53125	   	171.87	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	1LWND|2ZMB|3NUKE|4ASPD|56VULN|7FEWX|8CGEN|9RCR|aAART
381	24321 51481	   	171.87	DCR|2VULN|1AART|1ASPD|1ZMB	1CGEN|2RMIN|3LWND|4ZMB|56VULN|7MBVNT|8AART|9RCR|aASPD
382	26433 81181	   	171.87	DCR|2VULN|1AART|1ASPD|1ZMB	1CGEN|2MBVNT|36VULN|4ZMB|5AART|7RMIN|8LWND|9RCR|aASPD
383	33561 24381	   	171.86	DCR|2VULN|1MDPS|1ASPD|1DMG|1AAC|1ZMB	1ERES|2AAC|3MBVNT|4DMG|58VULN|6MDPS|7RCR|9ZMB|aASPD
384	36436 34643	   	171.82	DCR|4VULN|1ZMB|1DUR	1ERES|2MBVNT|357aVULN|4ZMB|6TLV|8RCR|9DUR
385	31126 22612	   	171.82	DCR|1MDPS|2ASPD|1VULN|1AART|1ZMB|1DUR	1ERES|2MDPS|3DUR|45ASPD|6AART|7ZMB|8DUST|9VULN|aRCR
386	15142 22123	   	171.81	DCR|1VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2FEWX|3DUR|4LIT|5RPLT|6RCR|7VULN|8CDMG|9DMG|aAART
387	31353 23132	   	171.81	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG	1ERES|2MDPS|3CGEN|4CDMG|5RMIN|6AART|7RCR|8aASPD|9DMG
388	34352 23132	   	171.81	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG	1ERES|2RMIN|3MDPS|4CDMG|5CGEN|6AART|7RCR|8aASPD|9DMG
389	12531 53325	   	171.77	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	1LWND|2ZMB|3NUKE|4ASPD|56VULN|7FEWX|8ERES|9RCR|aAART
390	36433 81181	   	171.77	DCR|2VULN|1AART|1ASPD|1ZMB	1ERES|2MBVNT|36VULN|4ZMB|5AART|7RMIN|8LWND|9RCR|aASPD
391	41221 46122	 * 	171.74	ACR|5VULN|3ZMB	1RCVC|29LHND|3RCR|469ZMB|5679aVULN|69BPWR|8RMIN
392	42221 46122	   	171.74	ACR|5VULN|3ZMB	1RCVC|29FEWX|3RCR|469ZMB|5679aVULN|69BPWR|8RMIN
393	32451 23232	   	171.74	DCR|3VULN|1MDPS|1DMG|1CDMG	1ERES|2LWND|3AME|4DMG|58aVULN|6MDPS|7CDMG|9RCR
394	42152 13216	   	171.71	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2FEWX|3CGEN|4DMG|5DUST|6RCR|7VULN|8CDMG|9DUR|aAART
395	21222 15536	   	171.70	DCR|2VULN|1MDPS|2DMG|1CDMG|1AAC	16aCGEN|2MDPS|3AAC|4aVULN|5MLV|7CDMG|8aDMG|9RCR|aBPWR
396	26133 44324	   	171.66	DCR|2VULN|2AART|1DUR	1CGEN|2MBVNT|3DUR|48VULN|5TLV|6RCR|7MSLREG|9aAART
397	26133 46324	   	171.66	DCR|2VULN|2AART|1DUR	1CGEN|2MBVNT|3DUR|47VULN|5TLV|6RCR|8MSLREG|9aAART
398	26443 44324	   	171.66	DCR|2VULN|2AART|1DUR	1CGEN|2MBVNT|38VULN|4DUR|5TLV|6RCR|7MSLREG|9aAART
399	26443 46324	   	171.66	DCR|2VULN|2AART|1DUR	1CGEN|2MBVNT|37VULN|4DUR|5TLV|6RCR|8MSLREG|9aAART
400	13651 23232	   	171.64	DCR|3VULN|1MDPS|1DMG|1CDMG	1LWND|2TLV|3ERES|4DMG|58aVULN|6MDPS|7CDMG|9RCR
401	26435 32643	   	171.64	DCR|3VULN|1AART|1ZMB	17CGEN|2MBVNT|379VULN|4ZMB|5AELBLL|67TLV|7BPWR|8RCR|aAART
402	31353 23425	   	171.64	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2MDPS|3CGEN|4CDMG|5RMIN|6AART|7RCR|8VULN|9DMG|aZMB
403	14343 42212	   	171.61	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2DUR|3MDPS|4ASPD|5DUST|6RCR|7CDMG|8AART|9MLV|aVULN
404	51343 42212	   	171.61	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1DUR	1MDPS|2FEWX|3DUR|4ASPD|5DUST|6RCR|7CDMG|8AART|9MLV|aVULN
405	53336 42212	   	171.61	DCR|1MDPS|1VULN|1AART|1ASPD|1CDMG|1DUR	1MDPS|2LEGI|3ASPD|4FEWX|5DUR|6RCR|7CDMG|8AART|9MLV|aVULN
406	36133 44328	   	171.56	DCR|2VULN|2AART|1DUR	1ERES|2MBVNT|3DUR|48VULN|5TLV|6RCR|7MSLREG|9aAART
407	36133 46328	   	171.56	DCR|2VULN|2AART|1DUR	1ERES|2MBVNT|3DUR|47VULN|5TLV|6RCR|8MSLREG|9aAART
408	36443 44328	   	171.56	DCR|2VULN|2AART|1DUR	1ERES|2MBVNT|38VULN|4DUR|5TLV|6RCR|7MSLREG|9aAART
409	36443 46328	   	171.56	DCR|2VULN|2AART|1DUR	1ERES|2MBVNT|37VULN|4DUR|5TLV|6RCR|8MSLREG|9aAART
410	26436 34633	   	171.54	DCR|3VULN|1AART|1ZMB	19CGEN|2MBVNT|357VULN|4ZMB|6TLV|8RCR|aAART
411	26435 34643	   	171.54	DCR|3VULN|1AART|1ZMB	1CGEN|2MBVNT|379VULN|4ZMB|5AELBLL|6TLV|8RCR|aAART
412	26437 34643	   	171.54	DCR|3VULN|1AART|1ZMB	15CGEN|2MBVNT|379VULN|4ZMB|6TLV|8RCR|aAART
413	12351 41276	   	171.54	DCR|3VULN|1AART|1ZMB	1LWND|2ZMB|3RPLT|4MBVNT|5AART|69aVULN|7BASARM|8RCR
414	24122 42336	   	171.54	DCR|2AART|1VULN|1DMG|1DUR	13CGEN|2RMIN|48AART|5DUST|6RCR|7DUR|9DMG|aVULN
415	26454 11237	 * 	171.53	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG	1CGEN|2MBVNT|3VULN|4AELBLL|57ASPD|6MDPS|8CDMG|9RCR|aAART
416	26474 11237	   	171.53	DCR|1MDPS|2ASPD|1AART|1VULN|1CDMG	14CGEN|2MBVNT|3VULN|57ASPD|6MDPS|8CDMG|9RCR|aAART
417	36413 85423	   	171.51	DCR|1VULN|1AART|1DMG|1CDMG|1DUR	15ERES|2MBVNT|3VULN|4RPLT|6RCR|7AART|8DUR|9DMG|aCDMG
