0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34412 35332	9	 * 	277.04	DCR|5VULN|1DMG|1DUR|1CDMG	1BEXP|2345aVULN|6DUR|7CDMG|8DMG|9RCR
399	24411 23212	10	   	251.63	DCR|5VULN|1DUR	1LHND|23469VULN|5LWND|7DUR|8LIT|aRCR
400	24412 31124	7	   	251.63	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9LIT|aLWND
401	24412 31124	10	   	251.63	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9CGEN|aLIT
402	24412 31124	8	   	251.63	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9LIT|aLWND
403	24412 31125	8	   	251.63	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9LIT|aRCVC
404	24412 31125	7	   	251.63	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9LIT|aRCVC
405	24412 31126	8	   	251.63	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9LIT|aFEWX
406	24412 31126	7	   	251.63	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9LIT|aFEWX
407	24412 31134	10	   	251.63	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9ZMB|aLIT
408	24412 31212	10	   	251.63	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aRMIN
409	24412 31213	10	   	251.63	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aCGEN
410	24412 31214	9	   	251.63	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aLWND
411	24412 31214	10	   	251.63	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aBEXP
412	24412 31215	9	   	251.63	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aRCVC
413	24412 31216	10	   	251.63	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aLWND
414	24412 31216	9	   	251.63	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aFEWX
415	24412 31235	8	   	251.63	DCR|5VULN|1DUR	1LHND|2345aVULN|6DUR|7RCR|8LIT|9LWND
416	24412 32212	10	   	251.63	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7BEXP|8LIT|aRCR
417	24412 43212	10	   	251.63	DCR|5VULN|1DUR	1LHND|23459VULN|6FEWX|7DUR|8LIT|aRCR
418	24413 26123	10	   	251.63	DCR|5VULN|1TLV	1LHND|2348aVULN|5RMIN|6RCR|7LIT|9TLV
419	24413 26213	10	   	251.63	DCR|5VULN|1TLV	1LHND|2349aVULN|5RMIN|6RCR|7LIT|8TLV
420	24413 61213	10	   	251.63	DCR|5VULN|1TLV	1LHND|2349aVULN|5RMIN|6TLV|7RCR|8LIT
421	34412 31124	8	   	251.63	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9LIT|aLWND
422	34412 31124	10	   	251.63	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9CGEN|aLIT
423	34412 31124	7	   	251.63	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9LIT|aLWND
424	34412 31125	7	   	251.63	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9LIT|aRCVC
425	34412 31125	8	   	251.63	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9LIT|aRCVC
426	34412 31126	8	   	251.63	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9LIT|aFEWX
427	34412 31126	7	   	251.63	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9LIT|aFEWX
428	34412 31134	10	   	251.63	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9ZMB|aLIT
429	34412 31212	10	   	251.63	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aRMIN
430	34412 31213	10	   	251.63	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aCGEN
431	34412 31214	10	   	251.63	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aFEWX
432	34412 31214	9	   	251.63	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aLWND
433	34412 31215	9	   	251.63	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aRCVC
434	34412 31216	10	   	251.63	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aLWND
435	34412 31216	9	   	251.63	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aFEWX
436	54411 31213	10	   	251.63	DCR|5VULN|1DUR	15LWND|2349aVULN|6DUR|7RCR|8LIT
437	54413 23212	10	   	251.63	DCR|5VULN|1DUR	1LWND|23469VULN|5LHND|7DUR|8LIT|aRCR
438	24512 31213	10	   	251.63	DCR|5VULN|1DUR	13LHND|2459aVULN|6DUR|7RCR|8LIT
439	24412 31331	9	   	251.60	DCR|4VULN|3DUR	1LHND|2345VULN|689DUR|7RCR|aBEXP
440	24412 31332	10	   	251.60	DCR|4VULN|3DUR	1LHND|2345VULN|689DUR|7RCR|aFEWX
441	24412 31333	10	   	251.60	DCR|4VULN|3DUR	1LHND|2345VULN|689DUR|7RCR|aZMB
442	24412 31334	9	   	251.60	DCR|4VULN|3DUR	1LHND|2345VULN|689DUR|7RCR|aFEWX
443	24412 31335	9	   	251.60	DCR|4VULN|3DUR	1LHND|2345VULN|689DUR|7RCR|aDMSP
444	24412 31352	10	   	251.60	DCR|4VULN|3DUR	1LHND|2345VULN|68aDUR|7RCR|9BEXP
445	24412 31362	10	   	251.60	DCR|4VULN|3DUR	1LHND|2345VULN|68aDUR|7RCR|9FEWX
446	34412 14333	10	   	251.60	DCR|4VULN|3DUR	1BEXP|2345VULN|6DMSP|7RCR|89aDUR
447	34452 31133	10	   	251.60	DCR|4VULN|3DUR	1BEXP|2358VULN|4DMSP|69aDUR|7RCR
448	34462 31133	10	   	251.60	DCR|4VULN|3DUR	1BEXP|2358VULN|4RCVC|69aDUR|7RCR
449	53434 23332	10	   	251.60	DCR|4VULN|3DUR	17LWND|2DUST|347aVULN|567DUR|7BPWR|8ERES|9RCR
450	24412 31114	10	   	251.53	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9ERES|aLIT
451	24412 31121	7	   	251.53	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9LIT|aERES
452	24412 31121	8	   	251.53	DCR|5VULN|1DUR	1LHND|23458VULN|6DUR|7RCR|9LIT|aERES
453	24412 31211	10	   	251.53	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aDUST
454	24412 31211	9	   	251.53	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aERES
455	24412 31215	10	   	251.53	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aERES
456	24412 31261	8	   	251.53	DCR|5VULN|1DUR	1LHND|23459VULN|6DUR|7RCR|8LIT|aERES
457	34412 31114	10	   	251.53	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9ERES|aLIT
458	34412 31121	8	   	251.53	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9LIT|aERES
459	34412 31121	7	   	251.53	DCR|5VULN|1DUR	1BEXP|23458VULN|6DUR|7RCR|9LIT|aERES
460	34412 31211	9	   	251.53	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aERES
461	34412 31211	10	   	251.53	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aDUST
462	34412 31215	10	   	251.53	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aERES
463	34412 31225	8	   	251.53	DCR|5VULN|1DUR	1BEXP|2345aVULN|6DUR|7RCR|8LIT|9LEGI
464	34412 31261	8	   	251.53	DCR|5VULN|1DUR	1BEXP|23459VULN|6DUR|7RCR|8LIT|aERES
465	24412 31336	10	   	251.50	DCR|4VULN|3DUR	1LHND|2345VULN|689DUR|7RCR|aERES
466	22311 23416	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LHND|2DMG|346VULN|5MLV|7DUR|8TLV|9CDMG|aRCR
467	22344 11116	7	   	251.06	DCR|3VULN|2DMG|2LIT|1CDMG	1LHND|2aDMG|356VULN|49LIT|7CDMG|8RCR
468	24412 31431	9	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1LHND|2345VULN|6DUR|7RCR|8TLV|9RCVC|aASPD
469	34412 24312	10	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1BEXP|2345VULN|6ASPD|7TLV|8DUR|9RMIN|aRCR
470	24313 34225	5	   	250.92	DCR|3VULN|2DMG|2CDMG	1LHND|249VULN|3MLV|5DUST|69DMG|7LIT|89CDMG|9BPWR|aRCR
471	22334 24221	5	 * 	250.67	DCR|3DMG|3DUR|1VULN|2CDMG	1LHND|269DMG|3VULN|4ERES|569DUR|69BPWR|7LIT|89CDMG|aRCR
472	34412 41332	9	   	250.39	DCR|5VULN|1CDMG|1AART	1BEXP|23459VULN|6FEWX|7RCR|8AART|aCDMG
473	24412 11336	9	   	250.29	DCR|5VULN|1CDMG|1AART	1LHND|23457VULN|6AART|8ERES|9RCR|aCDMG
474	34412 51332	9	   	250.29	DCR|5VULN|1CDMG|1AART	1BEXP|23459VULN|6DUST|7RCR|8AART|aCDMG
475	22312 33461	7	   	249.80	DCR|3VULN|2DMG|1TLV|1ASPD	1LHND|28DMG|349VULN|5RMIN|6TLV|7RCR|aASPD
476	22344 11113	7	   	249.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1LHND|2DMG|356VULN|49LIT|7CDMG|8RCR|aDUR
477	24115 32531	4	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1LHND|245VULN|3ERES|6RCR|7TLV|89DMG|aASPD
478	24413 32531	4	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1LHND|234VULN|5ERES|6RCR|7TLV|89DMG|aASPD
479	24423 32531	3	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1LHND|234VULN|5ERES|6RCR|7TLV|89DMG|aASPD
480	34115 23231	4	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1BEXP|245VULN|3ERES|6TLV|79DMG|8RCR|aASPD
481	34115 32531	4	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1BEXP|245VULN|3ERES|6RCR|7TLV|89DMG|aASPD
482	34413 23231	4	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1BEXP|234VULN|5ERES|6TLV|79DMG|8RCR|aASPD
483	34413 32531	4	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1BEXP|234VULN|5ERES|6RCR|7TLV|89DMG|aASPD
484	24412 21221	9	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1LHND|2345VULN|6TLV|7AART|8FEWX|9DUR|aRCR
485	24412 21251	7	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1LHND|2345VULN|6TLV|7AART|8DUR|9LWND|aRCR
486	24412 21421	9	   	249.60	DCR|4VULN|1DUR|1TLV|1AART	1LHND|2345VULN|6TLV|7AART|8DUST|9DUR|aRCR
487	22332 21422	4	   	249.58	DCR|3VULN|1DMG|2TLV|1DUR	18LHND|2DMG|378VULN|4ERES|5LIT|68TLV|8BPWR|9RCR|aDUR
488	22342 21422	5	   	249.58	DCR|3VULN|1DMG|2TLV|1DUR	18LHND|2DMG|378VULN|4LIT|5ERES|68TLV|8BPWR|9RCR|aDUR
489	22344 11143	7	   	249.56	DCR|4VULN|1DMG|1CDMG	1LHND|2DMG|356aVULN|4LIT|7CDMG|8RCR|9RPLT
490	22312 13616	9	   	249.55	DCR|3VULN|2DUR|1DMG|1CDMG	17LHND|2DMG|347VULN|5RMIN|67DUR|7BPWR|8ERES|9CDMG|aRCR
491	24411 21332	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2346VULN|5LWND|7RCR|8aDUR|9ASPD
492	24411 21342	8	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2346VULN|5LWND|7RCR|8aDUR|9ASPD
493	24411 23532	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2346VULN|5LWND|7aDUR|8RCR|9ASPD
494	24412 31311	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|68DUR|7RCR|9RMIN|aASPD
495	24412 31314	8	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|68DUR|7RCR|9FEWX|aASPD
496	24412 31331	8	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|68DUR|7RCR|9CGEN|aASPD
497	24412 31341	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|68DUR|7RCR|9CGEN|aASPD
498	24412 31342	7	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|6aDUR|7RCR|8BEXP|9ASPD
499	24412 31531	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|69DUR|7RCR|8RMIN|aASPD
500	24412 31631	7	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|68DUR|7RCR|9CGEN|aASPD
501	24412 31631	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|69DUR|7RCR|8ZMB|aASPD
502	24412 32532	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|6aDUR|7BEXP|8RCR|9ASPD
503	24412 34132	10	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|69DUR|7ASPD|8BEXP|aRCR
504	24412 41332	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|6FEWX|7RCR|8aDUR|9ASPD
505	34412 21252	6	   	249.38	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|6ASPD|7LHND|8RCR|9aDUR
506	34412 23252	6	   	249.38	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|6ASPD|7FEWX|8RCR|9aDUR
507	34412 31531	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|69DUR|7RCR|8RMIN|aASPD
508	34412 31631	7	   	249.38	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|68DUR|7RCR|9CGEN|aASPD
509	34412 31631	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|69DUR|7RCR|8ZMB|aASPD
510	54413 21332	9	   	249.38	DCR|4VULN|2DUR|1ASPD	1LWND|2346VULN|5LHND|7RCR|8aDUR|9ASPD
511	24512 31135	9	   	249.38	DCR|4VULN|2DUR|1ASPD	13LHND|2458VULN|69DUR|7RCR|aASPD
512	24512 31325	8	   	249.38	DCR|4VULN|2DUR|1ASPD	13LHND|2459VULN|68DUR|7RCR|aASPD
513	24412 31242	7	   	249.28	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|6aDUR|7RCR|8DUST|9ASPD
514	24412 51332	9	   	249.28	DCR|4VULN|2DUR|1ASPD	1LHND|2345VULN|6DUST|7RCR|8aDUR|9ASPD
515	34412 23252	7	   	249.28	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|6ASPD|7DUST|8RCR|9aDUR
516	34412 31242	7	   	249.28	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|6aDUR|7RCR|8DUST|9ASPD
517	34412 33532	9	   	249.28	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|6aDUR|7DUST|8RCR|9ASPD
518	34412 34232	10	   	249.28	DCR|4VULN|2DUR|1ASPD	1BEXP|2345VULN|69DUR|7ASPD|8LEGI|aRCR
519	43121 21322	1	   	249.23	DCR|4VULN|2DUR|1ASPD|1NUKE|1SELL	1NUKE|2SELL|359aVULN|4ASPD|69DUR|79ZMB|8RCR|9BPWR
520	31434 23115	8	   	249.22	DCR|3VULN|3DUR|1DMG	179BEXP|2LWND|347VULN|567DUR|7BPWR|8DMG|aRCR
521	31434 23131	10	   	249.22	DCR|3VULN|3DUR|1DMG	17BEXP|2LWND|347VULN|567DUR|7BPWR|8DMG|9RCR|aFEWX
522	31434 23132	9	   	249.22	DCR|3VULN|3DUR|1DMG	17BEXP|2LWND|347VULN|567DUR|7BPWR|8DMG|9RCR|aFEWX
523	31434 23133	10	   	249.22	DCR|3VULN|3DUR|1DMG	17BEXP|2LWND|347VULN|567DUR|7BPWR|8DMG|9RCR|aMLV
524	31434 23136	10	   	249.22	DCR|3VULN|3DUR|1DMG	17BEXP|2LWND|347VULN|567DUR|7BPWR|8DMG|9RCR|aBELT
525	31434 23136	9	   	249.22	DCR|3VULN|3DUR|1DMG	17BEXP|2LWND|347VULN|567DUR|7BPWR|8DMG|9RCR|aLHND
526	31464 23132	10	   	249.22	DCR|3VULN|3DUR|1DMG	17BEXP|2LWND|37aVULN|4DMSP|567DUR|7BPWR|8DMG|9RCR
527	34424 23132	10	   	249.22	DCR|3VULN|3DUR|1DMG	17BEXP|23aVULN|47LWND|567DUR|7BPWR|8DMG|9RCR
528	34253 53321	6	   	249.16	DCR|3VULN|3DMG|1ASPD|1SELL	17BEXP|247VULN|3SELL|567DMG|7BPWR|8ASPD|9FEWX|aRCR
529	31434 23131	9	   	249.12	DCR|3VULN|3DUR|1DMG	17BEXP|2LWND|347VULN|567DUR|7BPWR|8DMG|9RCR|aERES
530	31434 23133	9	   	249.12	DCR|3VULN|3DUR|1DMG	17BEXP|2LWND|347VULN|567DUR|7BPWR|8DMG|9RCR|aDUST
531	31434 23134	10	   	249.12	DCR|3VULN|3DUR|1DMG	17BEXP|2LWND|347VULN|567DUR|7BPWR|8DMG|9RCR|aERES
532	53434 23131	10	   	249.12	DCR|3VULN|3DUR|1DMG	17LWND|2DUST|347VULN|567DUR|7BPWR|8DMG|9RCR|aFEWX
533	53434 23132	9	   	249.12	DCR|3VULN|3DUR|1DMG	17LWND|2DUST|347VULN|567DUR|7BPWR|8DMG|9RCR|aFEWX
534	53434 23133	10	   	249.12	DCR|3VULN|3DUR|1DMG	17LWND|2DUST|347VULN|567DUR|7BPWR|8DMG|9RCR|aMLV
535	34253 53311	6	   	249.06	DCR|3VULN|3DMG|1ASPD|1SELL	17BEXP|247VULN|3SELL|567DMG|7BPWR|8ASPD|9DUST|aRCR
536	24413 26132	8	   	249.04	DCR|5VULN|1CDMG	1LHND|23489VULN|5RMIN|6RCR|7LIT|aCDMG
537	34413 26132	8	   	249.04	DCR|5VULN|1CDMG	1BEXP|23489VULN|5RMIN|6RCR|7LIT|aCDMG
538	22313 23412	9	   	249.02	DCR|3VULN|3DUR|1DMG	1LHND|2DMG|346VULN|5LWND|7RCR|89aDUR
539	22313 23432	8	   	249.02	DCR|3VULN|3DUR|1DMG	1LHND|2DMG|346VULN|5LWND|7RCR|89aDUR
540	31416 13432	10	   	249.02	DCR|3VULN|3DUR|1DMG	1BEXP|2LWND|36aVULN|4DMG|578DUR|9RCR
541	53434 23131	9	   	249.02	DCR|3VULN|3DUR|1DMG	17LWND|2DUST|347VULN|567DUR|7BPWR|8DMG|9RCR|aERES
542	34631 33412	6	   	249.02	DCR|3VULN|1DUR|1TLV|1CDMG|1AART	1BEXP|27aVULN|3LIT|4AART|5TLV|6CDMG|8DUR|9RCR
543	34631 33412	5	   	249.02	DCR|3VULN|1DUR|1TLV|1CDMG|1AART	1BEXP|27aVULN|3LIT|4AART|5TLV|6CDMG|8DUR|9RCR
544	53416 13212	9	   	248.92	DCR|3VULN|3DUR|1DMG	1LWND|2DUST|368VULN|4DMG|59aDUR|7RCR
545	53416 13232	8	   	248.92	DCR|3VULN|3DUR|1DMG	1LWND|2DUST|368VULN|4DMG|59aDUR|7RCR
546	34412 21326	9	 * 	248.81	DCR|4VULN|2ASPD|1DMG	1BEXP|2345VULN|68ASPD|7DMSP|9DMG|aRCR
547	24411 21423	10	   	248.35	DCR|4VULN|1DUR|1TLV	1LHND|2346VULN|5LWND|7RCR|8TLV|9LIT|aDUR
548	24412 31422	9	   	248.35	DCR|4VULN|1DUR|1TLV	1aLHND|2345VULN|6DUR|7RCR|8TLV|9LIT
549	24412 31422	8	   	248.35	DCR|4VULN|1DUR|1TLV	1aLHND|2345VULN|6DUR|7RCR|8TLV|9LIT
550	24412 31423	9	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|2345VULN|6DUR|7RCR|8TLV|9LIT|aRCVC
551	24412 31423	8	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|2345VULN|6DUR|7RCR|8TLV|9LIT|aRCVC
552	24413 26122	9	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|2348VULN|5RMIN|6RCR|7LIT|9TLV|aDUR
553	24413 26212	9	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|2349VULN|5RMIN|6RCR|7LIT|8TLV|aDUR
554	24413 61212	9	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|2349VULN|5RMIN|6TLV|7RCR|8LIT|aDUR
555	34412 31422	8	   	248.35	DCR|4VULN|1TLV|1DUR	1BEXP|2345VULN|6DUR|7RCR|8TLV|9LIT|aLHND
556	34412 31422	9	   	248.35	DCR|4VULN|1TLV|1DUR	1BEXP|2345VULN|6DUR|7RCR|8TLV|9LIT|aLHND
557	34413 26122	9	   	248.35	DCR|4VULN|1TLV|1DUR	1BEXP|2348VULN|5RMIN|6RCR|7LIT|9TLV|aDUR
558	34413 26212	9	   	248.35	DCR|4VULN|1TLV|1DUR	1BEXP|2349VULN|5RMIN|6RCR|7LIT|8TLV|aDUR
559	24115 32162	4	   	248.25	DCR|4VULN|1DUR|1TLV	1LHND|2458VULN|3ERES|6RCR|7TLV|9LIT|aDUR
560	24412 31421	8	   	248.25	DCR|4VULN|1DUR|1TLV	1LHND|2345VULN|6DUR|7RCR|8TLV|9LIT|aERES
561	24412 31421	9	   	248.25	DCR|4VULN|1DUR|1TLV	1LHND|2345VULN|6DUR|7RCR|8TLV|9LIT|aERES
562	24412 31422	10	   	248.25	DCR|4VULN|1DUR|1TLV|1NUKE	1LHND|2345VULN|6DUR|7RCR|8TLV|9LIT|aNUKE
563	24413 32162	4	   	248.25	DCR|4VULN|1DUR|1TLV	1LHND|2348VULN|5ERES|6RCR|7TLV|9LIT|aDUR
564	24423 32162	3	   	248.25	DCR|4VULN|1DUR|1TLV	1LHND|2348VULN|5ERES|6RCR|7TLV|9LIT|aDUR
565	34412 31421	8	   	248.25	DCR|4VULN|1TLV|1DUR	1BEXP|2345VULN|6DUR|7RCR|8TLV|9LIT|aERES
566	34412 31421	9	   	248.25	DCR|4VULN|1TLV|1DUR	1BEXP|2345VULN|6DUR|7RCR|8TLV|9LIT|aERES
567	34412 31422	10	   	248.25	DCR|4VULN|1DUR|1TLV|1NUKE	1BEXP|2345VULN|6DUR|7RCR|8TLV|9LIT|aNUKE
568	34412 31423	8	   	248.25	DCR|4VULN|1DUR|1TLV|1NUKE	1BEXP|2345VULN|6DUR|7RCR|8TLV|9LIT|aNUKE
569	34412 31423	9	   	248.25	DCR|4VULN|1DUR|1TLV|1NUKE	1BEXP|2345VULN|6DUR|7RCR|8TLV|9LIT|aNUKE
570	31413 22615	4	   	248.16	DCR|3VULN|3DMG|1AART	178BEXP|2aLWND|38aVULN|48aDMG|5TBNT|6RCR|8aBPWR|9AART
571	31413 22615	3	   	248.16	DCR|3VULN|3DMG|1AART	178BEXP|2aLWND|38aVULN|48aDMG|5TBNT|6RCR|8aBPWR|9AART
572	34412 31311	10	   	248.03	DCR|4VULN|2DUR|1AART	1aBEXP|2345VULN|6aDUR|7RCR|8AART|9aERES|aBPWR
573	34412 31321	10	   	248.03	DCR|4VULN|2DUR|1AART	1BEXP|2345VULN|6aDUR|7RCR|8AART|9FEWX
574	22334 24621	5	   	248.01	DCR|2VULN|3DUR|2DMG	1LHND|26DMG|39VULN|4ERES|56aDUR|6BPWR|7LIT|8RCR
575	34412 31341	10	   	247.93	DCR|4VULN|2DUR|1AART	1BEXP|2345VULN|6aDUR|7RCR|8AART|9DUST
576	24434 23222	8	   	247.88	ACR|4VULN|3DUR|1DMG	17LHND|2378VULN|4RCR|567DUR|7BPWR|9LIT|aDMG
577	24434 23322	7	   	247.88	ACR|4VULN|3DUR|1DMG	17LHND|2378VULN|4RCR|567DUR|7BPWR|9LIT|aDMG
578	34434 23222	8	   	247.88	ACR|4VULN|3DUR|1DMG	17BEXP|2378VULN|4RCR|567DUR|7BPWR|9LIT|aDMG
579	34434 23322	7	   	247.88	ACR|4VULN|3DUR|1DMG	17BEXP|2378VULN|4RCR|567DUR|7BPWR|9LIT|aDMG
580	22313 25462	10	   	247.77	DCR|4VULN|2TLV|1DMG	19LHND|2DMG|3469VULN|5LWND|7MLV|89TLV|9BPWR|aRCR
581	22314 33113	9	   	247.77	DCR|4VULN|1DMG|2CDMG	17LHND|2DMG|3478VULN|5RPLT|67CDMG|7BPWR|9RMIN|aRCR
582	22314 33133	8	   	247.77	DCR|4VULN|1DMG|2CDMG	17LHND|2DMG|3478VULN|5RPLT|67CDMG|7BPWR|9CGEN|aRCR
583	22314 33133	7	   	247.77	DCR|4VULN|1DMG|2CDMG	17LHND|2DMG|3478VULN|5RPLT|67CDMG|7BPWR|9CGEN|aRCR
584	22314 33143	9	   	247.77	DCR|4VULN|1DMG|2CDMG	17LHND|2DMG|3478VULN|5RPLT|67CDMG|7BPWR|9CGEN|aRCR
585	22314 33463	7	   	247.77	DCR|4VULN|1DMG|2CDMG	17LHND|2DMG|3479VULN|5RPLT|67CDMG|7BPWR|8RMIN|aRCR
586	22314 33563	8	   	247.77	DCR|4VULN|1DMG|2CDMG	17LHND|2DMG|3479VULN|5RPLT|67CDMG|7BPWR|8RMIN|aRCR
587	22314 33625	9	   	247.77	DCR|4VULN|1DMG|2CDMG	17LHND|2DMG|347aVULN|5RPLT|67CDMG|7BPWR|8RCR|9RMIN
588	24412 11532	7	   	247.74	DCR|5VULN|1ASPD|1AART	1LHND|23457VULN|6AART|8ASPD|9RCR|aLWND
589	24412 11533	7	   	247.74	DCR|5VULN|1ASPD|1AART	1LHND|23457VULN|6AART|8ASPD|9RCR|aCGEN
590	22313 21462	10	   	247.67	DCR|4VULN|1DMG|2TLV	19LHND|2DMG|3469VULN|5LWND|7ERES|89TLV|9BPWR|aRCR
591	22314 33615	9	   	247.67	DCR|4VULN|2CDMG|1DMG	17LHND|2DMG|347aVULN|5RPLT|67CDMG|7BPWR|8RCR|9ERES
592	22314 33616	8	   	247.67	DCR|4VULN|1DMG|2CDMG	17LHND|2DMG|347aVULN|5RPLT|67CDMG|7BPWR|8RCR|9DUST
593	24412 11531	7	   	247.64	DCR|5VULN|1ASPD|1AART	1LHND|23457VULN|6AART|8ASPD|9RCR|aBBNT
594	24411 23222	6	   	247.24	DCR|5VULN|1DMG	17LHND|23467VULN|57LWND|7BPWR|8BBNT|9DMG|aRCR
595	54413 23222	6	   	247.24	DCR|5VULN|1DMG	17LWND|23467VULN|57LHND|7BPWR|8BBNT|9DMG|aRCR
596	24411 21116	7	   	247.14	DCR|5VULN|1DMG	1LHND|23468VULN|5LWND|7RCR|9FEWX|aDMG
597	24411 21116	8	   	247.14	DCR|5VULN|1DMG	1LHND|23468VULN|5LWND|7RCR|9FEWX|aDMG
598	24412 23262	5	   	247.14	DCR|5VULN|1DMG	1LHND|23459VULN|6aBEXP|7DMG|8RCR
