0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41213 42243	7	 * 	294.65	橙4易伤3等级2时间1暴击1全技能	134等级2347易伤347序列升级57策反67时间8全技能9暴击a核
437	41216 23611	9	   	266.95	橙5易伤3等级	134等级23458易伤34序列升级6敌人爆炸7矿等9雷电a核
438	41216 52222	7	   	266.95	橙5易伤3等级	134等级23458易伤34序列升级6攻速7金币生成9策反a核
439	41216 53222	6	   	266.95	橙5易伤3等级	134等级23458易伤34序列升级6攻速7金币生成9策反a核
440	41216 53333	10	   	266.95	橙5易伤3等级	134等级2345a易伤34序列升级6攻速7核8敌人爆炸9低血量敌人
441	41216 21236	8	   	266.95	橙5易伤3等级	134等级23459易伤34序列升级6敌人爆炸7核8额外掉落a攻速
442	41216 22116	5	   	266.95	橙5易伤3等级	134等级23456易伤346序列升级78立即金币9核a攻速
443	41211 23511	9	   	266.85	橙5易伤3等级	134等级23468易伤34序列升级5金币生成7雷电9挖尘a核
444	41211 23551	8	   	266.85	橙5易伤3等级	134等级23468易伤34序列升级5金币生成7雷电9挖尘a核
445	41213 23612	9	   	266.85	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9雷电a赏金邻近
446	41213 23614	10	   	266.85	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9雷电a掉矿
447	41213 23615	9	   	266.85	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9雷电a掉矿
448	41213 23636	10	   	266.85	橙5易伤3等级	134等级23468易伤34序列升级5策反7核9加一a攻速
449	41216 31611	9	   	266.85	橙5易伤3等级	134等级23458易伤34序列升级6随机矿7挖尘9雷电a核
450	41216 52222	10	   	266.85	橙5易伤3等级	134等级2345a易伤34序列升级6攻速7金币生成8挖青9核
451	41216 53112	10	   	266.85	橙5易伤3等级	134等级2345a易伤34序列升级6攻速7核8低血量敌人9掉矿
452	41216 53312	10	   	266.85	橙5易伤3等级	134等级2345a易伤34序列升级6攻速7核8敌人爆炸9掉矿
453	41514 32113	9	   	266.70	橙3易伤2等级2时间	14等级234易伤4序列升级5攻速67时间8敌人爆炸9雷电a核
454	41213 23632	7	   	266.21	橙4易伤3等级1时间1全技能	134等级2346易伤34序列升级5策反7核8时间9基地爆炸a全技能
455	41216 11223	10	   	266.21	橙4易伤3等级1时间1全技能	134等级2345易伤34序列升级6最后敌人7核8敌人爆炸9时间a全技能
456	41216 21623	10	   	266.21	橙4易伤3等级1时间1全技能	134等级2345易伤34序列升级6敌人爆炸7核8基地爆炸9时间a全技能
457	41216 33632	7	   	266.21	橙4易伤3等级1时间1全技能	134等级2345易伤34序列升级6随机矿7核8时间9基地爆炸a全技能
458	41211 16162	7	   	266.21	橙4易伤3等级1时间1全技能	134等级2349易伤34序列升级5金币生成6基地爆炸7时间8核a全技能
459	41213 16162	7	   	266.21	橙4易伤3等级1时间1全技能	134等级2349易伤34序列升级5策反6基地爆炸7时间8核a全技能
460	41216 21236	9	   	266.21	橙4易伤3等级1时间1全技能	134等级2345易伤34序列升级6敌人爆炸7核8额外掉落9全技能a时间
461	41512 23623	5	   	266.21	橙4易伤2等级1时间1全技能	14等级2347易伤4序列升级5最后敌人6全技能8核9时间a敌人爆炸
462	41512 23633	5	   	266.21	橙4易伤2等级1时间1全技能	14等级2347易伤4序列升级5最后敌人6全技能8核9双倍矿a时间
463	41513 36221	6	   	266.21	橙4易伤2等级1时间1全技能	14等级2348易伤4序列升级5随机矿6时间7核9低血量敌人a全技能
464	41513 36231	6	   	266.21	橙4易伤2等级1时间1全技能	14等级2348易伤4序列升级5随机矿6时间7核9最后敌人a全技能
465	41211 34235	6	   	266.21	橙4易伤3等级1时间1全技能	134等级2349易伤34序列升级5金币生成6最后敌人7全技能8时间a核
466	41233 23622	4	   	266.21	橙4易伤2等级1时间1全技能	13等级237a易伤3序列升级45基地爆炸6全技能8核9时间
467	41235 13622	3	   	266.21	橙4易伤2等级1时间1全技能	13等级237a易伤3序列升级4最后敌人5全技能6立即金币8核9时间
468	33316 22243	9	 * 	266.12	橙2易伤2伤害2时间3攻速2雷电1核弹1全技能	1核弹279攻速3全技能49时间57雷电67易伤79序列升级89伤害a核
469	41211 41162	7	   	266.11	橙4易伤3等级1时间1全技能	134等级2349易伤34序列升级5金币生成6时间7挖尘8核a全技能
470	41211 42162	6	   	266.11	橙4易伤3等级1时间1全技能	134等级2349易伤34序列升级5金币生成6时间7挖尘8核a全技能
471	41213 41162	7	   	266.11	橙4易伤3等级1时间1全技能	134等级2349易伤34序列升级5策反6时间7挖尘8核a全技能
472	41213 42162	6	   	266.11	橙4易伤3等级1时间1全技能	134等级2349易伤34序列升级5策反6时间7挖尘8核a全技能
473	41512 23621	5	   	266.11	橙4易伤2等级1时间1全技能	14等级2347易伤4序列升级5最后敌人6全技能8核9时间a挖尘
474	41513 33162	6	   	266.11	橙4易伤2等级1时间1全技能	14等级2349易伤4序列升级5随机矿6时间7赏金邻近8核a全技能
475	41213 23352	7	   	265.97	橙4易伤3等级1时间1全技能1卖塔	134等级2346易伤34序列升级5策反7核8卖塔9时间a全技能
476	41216 33352	7	   	265.97	橙4易伤3等级1时间1全技能1卖塔	134等级2345易伤34序列升级6随机矿7核8卖塔9时间a全技能
477	41132 33633	10	   	265.91	橙4易伤1等级1伤害1时间	1等级2689易伤3时间4攻速56最后敌人6序列升级7核a伤害
478	41132 23633	10	   	265.81	橙4易伤1等级1伤害1时间	1等级2689易伤3时间4攻速5最后敌人7核a伤害
479	42532 23633	10	   	265.81	橙4易伤1等级1伤害1时间	1等级2时间3689易伤4攻速5最后敌人7核a伤害
480	41221 33352	10	   	265.31	橙3易伤2等级2伤害	13等级23a易伤3a序列升级4掉矿5基地爆炸6a低血量敌人7核8攻速9a伤害
481	26312 51311	4	   	265.30	橙4易伤3伤害	189基地爆炸2雷电3589易伤489伤害6额外掉落7核89序列升级a攻速
482	56312 51311	4	   	265.30	橙4易伤3伤害	189最后敌人2雷电3589易伤489伤害6额外掉落7核89序列升级a攻速
483	41213 53211	10	   	265.21	橙3易伤3等级2伤害	134等级234易伤34序列升级5策反6雷电7a伤害8低血量敌人9核
484	41213 53511	10	   	265.21	橙3易伤3等级2伤害	134等级234易伤34序列升级5策反6雷电7a伤害8基地爆炸9核
485	41213 53622	7	   	265.21	橙3易伤3等级2伤害	134等级234易伤34序列升级5策反6雷电78伤害9矿等a核
486	41213 53622	9	   	265.21	橙3易伤3等级2伤害	134等级234易伤34序列升级5策反6雷电78伤害9金币生成a核
487	41213 53622	8	   	265.21	橙3易伤3等级2伤害	134等级234易伤34序列升级5策反6雷电78伤害9矿等a核
488	41213 53612	9	   	265.11	橙3易伤3等级2伤害	134等级234易伤34序列升级5策反6雷电78伤害9掉矿a核
489	41211 53111	10	   	265.11	橙3易伤3等级2伤害	134等级234易伤34序列升级5金币生成6雷电7a伤害8加一9核
490	41214 23111	10	   	265.11	橙3易伤3等级2伤害	134等级234易伤34序列升级5雷电6金币生成7a伤害8加一9核
491	41433 63231	5	   	265.11	橙3易伤2等级2伤害	18等级28a易伤3雷电4挖尘5立即金币6赏金塔78伤害8序列升级9核
492	41452 33231	4	   	265.11	橙3易伤2等级2伤害	18等级28a易伤3雷电4立即金币5赏金邻近6挖尘78伤害8序列升级9核
493	41263 23252	10	   	265.11	橙3易伤3等级2伤害	134等级236易伤3序列升级5策反7核89伤害a雷电
494	31214 53352	9	   	265.04	橙4易伤2伤害2攻速1时间1核弹	1核弹2346易伤346序列升级56攻速7时间8核9a伤害
495	11266 21613	8	   	264.96	橙4易伤2等级1时间	13金币生成2358易伤35序列升级45等级6雷电7敌人爆炸9时间a核
496	11266 36211	6	   	264.96	橙4易伤2等级1时间	13金币生成2358易伤35序列升级45等级6时间7核9随机矿a雷电
497	11266 36231	6	   	264.96	橙4易伤2等级1时间	13金币生成2358易伤35序列升级45等级6时间7核9矿等a雷电
498	42421 11335	4	   	264.94	橙3易伤2等级2时间2雷电	1a等级28时间3a雷电49a易伤5平台6加一7核a序列升级
499	41216 11343	9	   	264.86	橙4易伤3等级1时间	134等级2345易伤34序列升级6a最后敌人7核8时间9攻速
500	11266 23613	8	   	264.86	橙4易伤2等级1时间	13金币生成2358易伤35序列升级45等级6雷电7挖青9时间a核
501	41211 16151	7	   	264.86	橙4易伤3等级1时间	134等级234a易伤34序列升级5金币生成6基地爆炸7时间8核9雷电
502	41211 22351	10	   	264.86	橙4易伤3等级1时间	134等级2346易伤34序列升级57金币生成8攻速9核a时间
503	41211 22355	9	   	264.86	橙4易伤3等级1时间	134等级2346易伤34序列升级57金币生成8攻速9核a时间
504	41213 16151	7	   	264.86	橙4易伤3等级1时间	134等级234a易伤34序列升级5策反6基地爆炸7时间8核9雷电
505	41216 11523	10	   	264.86	橙4易伤3等级1时间	134等级2345易伤34序列升级6最后敌人7核8额外掉落9时间a雷电
506	41216 11613	10	   	264.86	橙4易伤3等级1时间	134等级2345易伤34序列升级6最后敌人7核8雷电9策反a时间
507	41216 21261	10	   	264.86	橙4易伤3等级1时间	134等级2345易伤34序列升级6敌人爆炸7核8额外掉落9攻速a时间
508	41216 21325	7	   	264.86	橙4易伤3等级1时间	134等级2345易伤34序列升级6敌人爆炸7核8时间9立即金币a攻速
509	41511 21613	8	   	264.86	橙4易伤2等级1时间	14等级2348易伤4序列升级5金币生成6雷电7敌人爆炸9时间a核
510	41511 36211	6	   	264.86	橙4易伤2等级1时间	14等级2348易伤4序列升级5金币生成6时间7核9随机矿a雷电
511	41511 36231	6	   	264.86	橙4易伤2等级1时间	14等级2348易伤4序列升级5金币生成6时间7核9矿等a雷电
512	41512 31234	5	   	264.86	橙4易伤2等级1时间	14等级234a易伤4序列升级5最后敌人6雷电7时间8矿等9核
513	41213 23625	7	   	264.76	橙4易伤3等级1时间	134等级2346易伤34序列升级5策反7核8时间9掉矿a攻速
514	41211 41151	7	   	264.76	橙4易伤3等级1时间	134等级234a易伤34序列升级5金币生成6时间7挖尘8核9雷电
515	41211 42151	6	   	264.76	橙4易伤3等级1时间	134等级234a易伤34序列升级5金币生成6时间7挖尘8核9雷电
516	41213 41151	7	   	264.76	橙4易伤3等级1时间	134等级234a易伤34序列升级5策反6时间7挖尘8核9雷电
517	41213 42151	6	   	264.76	橙4易伤3等级1时间	134等级234a易伤34序列升级5策反6时间7挖尘8核9雷电
518	41216 11633	9	   	264.76	橙4易伤3等级2攻速	134等级2345易伤34序列升级6最后敌人7核8雷电9a攻速
519	41216 52223	10	   	264.76	橙4易伤3等级1时间	134等级2345易伤34序列升级6攻速7金币生成8挖青9核a时间
520	41216 53113	10	   	264.76	橙4易伤3等级1时间	134等级2345易伤34序列升级6攻速7核8低血量敌人9掉矿a时间
521	41216 53223	7	   	264.76	橙4易伤3等级1时间	134等级2345易伤34序列升级6攻速7核8基地爆炸9掉矿a时间
522	41513 33151	6	   	264.76	橙4易伤2等级1时间	14等级234a易伤4序列升级5随机矿6时间7赏金邻近8核9雷电
523	41511 23613	8	   	264.76	橙4易伤2等级1时间	14等级2348易伤4序列升级5金币生成6雷电7挖青9时间a核
524	31126 11232	9	   	264.74	橙4易伤3伤害1时间1核弹	1核弹2689易伤3时间48a伤害568策反68序列升级7核
525	41511 33731	4	   	264.66	橙4易伤2等级1时间	14等级2348易伤4序列升级5挖尘6加一7雷电9时间a核
